Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
GENERAL EXPENSES,CABINET ACTION FUND,CLAYTON LE MOORS ARMED FORCES DAY,B000019558/27656,FRIENDS OF ARDEN HALL & THE COPPICE,11/06/2018,410.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,ACCESS TO RETRIEVE DEAD RODENT,B000019558/37017,PILKINGTON BROS (CHURCH) LTD,11/06/2018,381.79
HAG EXTERNAL WORKS,CONTRACTOR OTHER,HAWORTH ART GALLERY - REINSTATE WALL,B000019558/37017,PILKINGTON BROS (CHURCH) LTD,11/06/2018,1069.45
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - LF,B000019558/46341,MORGAN HUNT UK LTD,11/06/2018,763.80
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 28/5/18,B000019558/58852,OYSTER PARTNERSHIP,11/06/2018,783.49
UNDERSPENDS,RISK ASSESSMENTS,HAWORTH SB AND PS ELECTRICAL TEST,B000019558/60330,CALBARRIE COMPLIANCE SERVICES,11/06/2018,287.50
UNDERSPENDS,RISK ASSESSMENTS,MARKET PAVILIONS E/CR,B000019558/60330,CALBARRIE COMPLIANCE SERVICES,11/06/2018,450.00
UNDERSPENDS,RISK ASSESSMENTS,HAG ELECTRICAL TEST,B000019558/60330,CALBARRIE COMPLIANCE SERVICES,11/06/2018,731.25
UNDERSPENDS,RISK ASSESSMENTS,SCAITCLIFFE HOUSE - ELECTRICAL TEST,B000019558/60330,CALBARRIE COMPLIANCE SERVICES,11/06/2018,2143.75
UNDERSPENDS,CIVIC SUNDAY EXPENSES,AGENCY STAFF - ,B000019558/60568,CUMMINS MELLOR,11/06/2018,407.10
UNDERSPENDS,T C PROMOTIONS,ACC FOOD FESTIVAL 2018,B000019559/17546,SCOTT DAWSON ADVERTISING LTD,11/06/2018,6000.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,REPAIRS,B000019559/30178,B3P SERVICES LTD,11/06/2018,497.50
LIBRARY ST DEPOT,ELECTRICITY,CVMU 1.5.18 - 31.5.18,B000019559/59343,EDF ENERGY,11/06/2018,620.94
ACC TOWN HALL,ELECTRICITY,ATH  1.5.18 - 31.5.18,B000019559/59343,EDF ENERGY,11/06/2018,1242.90
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE  1.5.18 - 31.5.18,B000019559/59343,EDF ENERGY,11/06/2018,2295.16
Corporate Property Bus Unit,AGENCY STAFF,STAFF,B000019559/59823,HAYS,11/06/2018,6387.50
COMPUTER SERVICES,R & M HARDWARE LINK COSTS,SUPPOSRT 1.7.18  -  30.09.18,B000019559/819,ADVANCED BUSINESS SOLUTIONS,11/06/2018,287.19
ENVIRONMENTAL PROTECTION TEAM,NIGHTIME NOISE INITIATIVE,ANNUAL CONT TO NIGHT TIME NOISE,B000019560/49037,BLACKBURN WITH DARWEN BOROUGH COUNCIL,11/06/2018,4308.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VALS 2018,B000019560/60309,H M REVENUE & CUSTOMS,11/06/2018,3500.00
VEHICLE MAINT SUPERVISION,TACHOGRAPHS,TRAINING,B000019561/19112,SPECIALIST TRAINING CONSULTANCY LTD,11/06/2018,260.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIGNS,B000019561/59693,VANTEX (UK) LTD,11/06/2018,452.20
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,OXYGEN USED,B000019561/634,BRITISH OXYGEN CO LTD,11/06/2018,308.44
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,PULLLEYS ETC,B000019561/7688,AEBI SCHMIDT UK LTD,11/06/2018,565.10
LIBRARY ST DEPOT,WATER CHARGES,WATER,B000019561/8325,WATER PLUS LTD,11/06/2018,1064.30
UNDERSPENDS,CIVIC SUNDAY EXPENSES,AGENCY STAFF ,B000019562/22288,ADECCO UK LIMITED,11/06/2018,513.93
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019562/33923,EDEN BROWN LTD,11/06/2018,989.63
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 27/05/2018,B000019565/19414,HEADS RECRUITMENT LIMITED,13/06/2018,455.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 27/05/2018,B000019565/19414,HEADS RECRUITMENT LIMITED,13/06/2018,818.22
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,RENEWAL REACTEC ANALYTICS,B000019565/26392,REACTEC,13/06/2018,954.00
WHEELED BINS,EQUIPMENT,240 LTR WHEELED BINS BLUE,B000019565/59653,MGB PLASTICS,13/06/2018,5457.50
WHEELED BINS,EQUIPMENT,240 LYR WHEELED BINS BLUE - 386,B000019565/59653,MGB PLASTICS,13/06/2018,5693.50
WHEELED BINS,EQUIPMENT,240 LTR BROWN WHEELED BIN,B000019565/59653,MGB PLASTICS,13/06/2018,6814.50
WHEELED BINS,EQUIPMENT,240LTR WHEELED BIN BLUE,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS BLUE,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR BROWN WHEELED BINS,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR BLUE WHEELED BINS.,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LT WHEELED BIN - BLUE,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BIN  - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS  - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS  - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BIN - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR BLUE WHEELED BINS - 840,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR WHEELED BINS - BROWN,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR BLUE WHEELED BINS,B000019565/59653,MGB PLASTICS,13/06/2018,12390.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF WHEEL WAGON 29/05/2018 - 360139,B000019565/9294,STANLEY BROTHERS (TIPPERS) LTD,13/06/2018,390.00
RECYCLING COLLECTION,NEW RECYCLING SERVICE,NEW RECYCLING SERVICE INFORMATION PACKS  AND CALENDARS,B000019566/1344,ELLISON PRINTING,13/06/2018,7300.00
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,CORE SOFTWARE FOR MOBILE FOOD HYGIENE,B000019566/17209,CIVICA UK LIMITED,13/06/2018,5200.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WK 27.5.18 ,B000019566/19414,HEADS RECRUITMENT LIMITED,13/06/2018,558.35
STREET CLEANSING,PRIVATE CONTRACTORS WORK,AGENCY STAFF  WK 20.05.18 ,B000019566/19414,HEADS RECRUITMENT LIMITED,13/06/2018,574.17
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 8.4.18  ,B000019566/19414,HEADS RECRUITMENT LIMITED,13/06/2018,674.06
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 27.05.18 ,B000019566/19414,HEADS RECRUITMENT LIMITED,13/06/2018,910.26
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 20.05.18 ,B000019566/19414,HEADS RECRUITMENT LIMITED,13/06/2018,910.26
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE RENTAL PERIOD JUNE 18 REG VX63 HCL,B000019566/46880,SPECIALIST FLEET SERVICES LTD,13/06/2018,881.58
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE RENTAL JUNE 18 PERIOD FOR REG VX63 HCV,B000019566/46880,SPECIALIST FLEET SERVICES LTD,13/06/2018,881.58
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE RENTAL JUNE 18 AGREEMENT 105478 REG VX63 HCY,B000019566/46880,SPECIALIST FLEET SERVICES LTD,13/06/2018,881.58
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,VEHICLE RENTAL HIRE JUNE 18 REG VX63 HCU,B000019566/46880,SPECIALIST FLEET SERVICES LTD,13/06/2018,1267.89
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,RENTAL HIRE JUNE 18 REG VX63 HCP,B000019566/46880,SPECIALIST FLEET SERVICES LTD,13/06/2018,1267.89
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WK 14.5.18 TO 20.05.18,B000019566/55740,RAPID RECRUITMENT LTD,13/06/2018,5754.65
WHEELED BINS,EQUIPMENT,BLUE 140LTR BINS X 500,B000019566/59653,MGB PLASTICS,13/06/2018,5750.00
WHEELED BINS,EQUIPMENT,BROWN RECYCLING BINS X 500 140LTR,B000019566/59653,MGB PLASTICS,13/06/2018,5750.00
WHEELED BINS,EQUIPMENT,"240LTR BLUE BINS 784 TOTAL DELIVERED, RE CS01290",B000019566/59653,MGB PLASTICS,13/06/2018,11564.00
WHEELED BINS,EQUIPMENT,240LTR BLUE BIN X 840 BLUE RECYCLING BINS,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR BLUE RECYCLING BINS X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BLUE BINS 240LTR X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BINS BLUE 240LTRS X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BLUE BINS X 840 240LTR,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BROWN BINS 240LTR X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,BLUE BINS X 840 TOTAL DELIVERED RE CS01290,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BINS 240LTR BROWN X840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,240LTR BROWN RECYCLING BINS X840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BROWN BINS 240LTR X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BINS BROWN X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BROWN 240LTR BINS X 840,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BLUE BINS X 840  240LTR,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,"BLUE 240LTR BINS, 840 TOTAL DELIVERED RE CS01290",B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
WHEELED BINS,EQUIPMENT,RECYCLING BINS BLUE  240LTR X 840 BINS CS01290,B000019566/59653,MGB PLASTICS,13/06/2018,12390.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER FOR WILLOWS LANE BAYS 360120 21.05.18,B000019566/7871,STANLEY BROS TIPPERS LTD,13/06/2018,390.00
HYNDBURN CEMETERIES,MEMORIAL WALL DH & GH,PLAQUE REPAIR AT DILL HALL CEMETERY,B000019566/7899,ROBERTSON MEMORIALS,13/06/2018,448.62
PARKS & OPEN SPACES,SEWERAGE,WASTE WATER WHITE ASH PLAYING FIELDS 13.02.18 TO 21.05.182874.00-3037.00,B000019566/8325,WATER PLUS LTD,13/06/2018,501.04
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,CREAMATOR REMOVAL CEMETERY OFFICE,B000019566/8652,THE PHOENIX PARTNERSHIP,13/06/2018,650.56
UNDERSPENDS,CIVIC SUNDAY EXPENSES,AGENCY STAFF,B000019568/22288,ADECCO UK LIMITED,13/06/2018,521.98
HOUSING BENEFIT ADMINISTRATION,LEGAL FEES,DEBT COLLECTION SERVICES,B000019568/49780,ROSSENDALES COLLECT LTD,13/06/2018,300.53
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019568/55150,VENN GROUP LIMITED,13/06/2018,445.12
BENEFIT DEBTORS,BENEFIT DEBTORS RFD CHQ SUSPSE,HB REFUND 801288698,B000019568/59950,ONWARD HOMES,13/06/2018,583.93
BANK MILL HOUSE,WATER CHARGES,21/8/17-28/11/17 WATER BMH,B000019568/8325,WATER PLUS LTD,13/06/2018,437.20
HOUSING BENEFIT ADMIN,SWIPE CARDS,MAY,30509,ALLPAY.NET LTD,14/06/2018,2294.15
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PREPARE GROUND MILNSHAW PARK,B000019571/51017,WILDLIFE TRUST FOR LANCASHIRE,14/06/2018,1750.00
RECYCLING COLLECTION,NEW CONTAINERS,BLUE 55L GRAB BOXES ,B000019571/7908,STRAIGHT MANUFACTURING LTD,14/06/2018,3474.24
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  MAY,30552,G4S CASH SOLUTIONS,18/06/2018,318.07
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE BOX/BUZZER,B000019572/1164,DENNIS EAGLE LIMITED,18/06/2018,600.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE BOX ETC,B000019572/1164,DENNIS EAGLE LIMITED,18/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE BOXES,B000019572/1164,DENNIS EAGLE LIMITED,18/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE ETC,B000019572/1164,DENNIS EAGLE LIMITED,18/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE ETC,B000019572/1164,DENNIS EAGLE LIMITED,18/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BATTERY STORAGE ETC,B000019572/1164,DENNIS EAGLE LIMITED,18/06/2018,700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SPRING BRAKE,B000019572/1918,HYDRAIR,18/06/2018,395.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EXCHANGE CALIPER/BRAKE DISC,B000019572/1918,HYDRAIR,18/06/2018,591.18
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019572/29877,ROSSENDALE VULCANISING (SALES LTD),18/06/2018,2559.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIPER,B000019573/1918,HYDRAIR,18/06/2018,550.00
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,AGENCY STAFF,B000019574/46341,MORGAN HUNT UK LTD,18/06/2018,681.78
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019574/46341,MORGAN HUNT UK LTD,18/06/2018,942.02
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF WE 04.06.18,B000019574/58852,OYSTER PARTNERSHIP,18/06/2018,942.15
ACCRINGTON MARKET,STATIONERY,MARKET RECEIPT BOOKS,B000019574/59037,NOTTINGHAM LABEL COMPANY LIMITED,18/06/2018,634.00
WOODNOOK STRATEGIC ACQUISITION,CONTRACTOR OTHER,CLEAR YARDS  ,B000019575/1248,DUNCAN CAMPBELL,18/06/2018,1700.00
LAND CHARGES,LAND CHARGES,LLC SEARHCES,B000019575/2496,LANCASHIRE COUNTY COUNCIL,18/06/2018,351.00
MUNICIPAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,RETURN POSTAGE AND SWEEP HBC 2018,B000019575/51517,ROYAL MAIL GROUP LTD,18/06/2018,2351.66
BUILDING CONTROL B.U.,AGENCY STAFF,TEMP STAFF,B000019575/55748,URBAN VISION PARTNERSHIP LTD,18/06/2018,3967.59
Corporate Property Bus Unit,AGENCY STAFF,STAFF,B000019575/59823,HAYS,18/06/2018,1012.20
HOMELESSNESS-302 BURNLEY RD AC,SECURITY SYSTEM MAINTENANCE,CALL OUT- HFU,B000019576/44845,KEYPLUS SECURITY LTD,18/06/2018,260.00
COMPUTER SERVICES,TELEPHONES,JUNE 18,B000019577/644,BRITISH TELECOMMUNICATIONS PLC,19/06/2018,420.44
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,MOBILE WORKING SPEC FOR FOOD SAFETY,B000019580/17209,CIVICA UK LIMITED,19/06/2018,980.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 20.05.18 ,B000019580/19414,HEADS RECRUITMENT LIMITED,19/06/2018,455.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 10.06.18 ,B000019580/19414,HEADS RECRUITMENT LIMITED,19/06/2018,455.13
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 10.06.18 ,B000019580/19414,HEADS RECRUITMENT LIMITED,19/06/2018,508.82
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 10.06.18,B000019580/19414,HEADS RECRUITMENT LIMITED,19/06/2018,632.02
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 20.05.18,B000019580/19414,HEADS RECRUITMENT LIMITED,19/06/2018,818.22
UNDERSPENDS,NEW RECYCLING SERVICE,AGENCY STAFF WK 04.06.18 TO 10.06.18,B000019580/55740,RAPID RECRUITMENT LTD,19/06/2018,1363.56
RECYCLING COLLECTION,AGENCY STAFF,AGENCY STAFF WK 04.06.18 TO 10.06.18,B000019580/55740,RAPID RECRUITMENT LTD,19/06/2018,1363.56
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 4.6.18 TO  10.06.18,B000019580/55740,RAPID RECRUITMENT LTD,19/06/2018,5677.83
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT HIGHAMS PLAYING FIELDS,B000019580/57700,MASTER GROUND SERVICES,19/06/2018,6053.50
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE FOR WILLOWS LANE BAYS 11.06.18,B000019580/7871,STANLEY BROS TIPPERS LTD,19/06/2018,390.00
PARKS & OPEN SPACES,SEWERAGE,WASTE WATER WOODLANDS CLAYTON  12.03.18 TO 27.05.18 26.75M3 AND 76.25M3 6954.00-7057.00,B000019580/8325,WATER PLUS LTD,19/06/2018,310.17
PARKS & OPEN SPACES,SEWERAGE,WASTE WATER CHARGE WHITEASH 13.02.18 TO 21.05.18 2874.00-3015.00,B000019580/8325,WATER PLUS LTD,19/06/2018,501.04
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS, HEDGE TRIMMER,B000019581/54462,TUDOR ENVIRONMENTAL,19/06/2018,672.50
PARKS & OPEN SPACES,MATERIALS-DIRECT,PALLET OF BOWCOM SUPREME PLUS MARKING OUT,B000019581/57563,BOWCOM,19/06/2018,1056.25
WHEELED BINS,EQUIPMENT,GREY 1100LTR PLASTIC 4 WHEEL BINS C/W FLAT,B000019581/60432,WEBER UK LTD,19/06/2018,3450.00
BANK CHARGES,BANK CHARGES,STREAMLINE,30552,NATWEST BANK,20/06/2018,1508.43
BANK CHARGES,BANK CHARGES,STREAMLINE,30552,NATWEST BANK,20/06/2018,1229.52
REFUSE COLLECTION,RENTAL & MAINT SOFTWARE,5TH PAYMENT FOR EXT MOBILE APP,30553,NATWEST BANK,20/06/2018,875.51
RECYCLING COLLECTION,RENTAL & MAINT SOFTWARE,5TH PAYMENT FOR EXT MOBILE APP,30553,NATWEST BANK,20/06/2018,875.52
CUSTOMER SERVICES,COMPUTER RENTAL & MAINT,5TH PAYMENT FOR EXT MOBILE APP,30553,NATWEST BANK,20/06/2018,875.52
S BUTTON,GENERAL DEBIT SUSPENSE,iPad 32Gb Wi-FI only (Gold),B000019582/1106,B T BUSINESS DIRECT,20/06/2018,395.47
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,HP 280G2 Core i5-7500 8Gb 128Gb SSD Win10 Pro,B000019582/1106,B T BUSINESS DIRECT,20/06/2018,6098.58
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,Annual renewal Ent Agreement MS Licences,B000019582/36434,BYTES SOFTWARE SERVICES LTD,20/06/2018,78809.18
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,ADVERTISING FEES ,B000019582/59724,TMP (UK) TLD,20/06/2018,332.40
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,3 DOUBLE CAT5e DATA POINTS,B000019582/7968,T I S LTD,20/06/2018,788.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,17 CARE PACKS,B000019583/1106,B T BUSINESS DIRECT,20/06/2018,543.83
ACCRINGTON MARKET,ELECTRICITY,CELLAR 9 - 3.2.18- 11.5.18,B000019583/43682,SCOTTISH POWER,20/06/2018,646.66
UNDERSPENDS,CIVIC SUNDAY EXPENSES,TEMP STAFF W/E 8.6.18,B000019584/22288,ADECCO UK LIMITED,20/06/2018,513.93
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 3.6.18,B000019584/33923,EDEN BROWN LTD,20/06/2018,907.73
GYPSY SITE,RENT AND HIRE OF PREMISES,21.5.18 TO 18.6.18,B000019584/45458,GLOSSOP CARAVANS LTD,20/06/2018,1920.80
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 10.6.18,B000019584/55150,VENN GROUP LIMITED,20/06/2018,902.20
UNDERSPENDS,CIVIC SUNDAY EXPENSES,TEMP STAFF W/E 10.6.18,B000019584/60568,CUMMINS MELLOR,20/06/2018,510.60
CUSTOMER SERVICES,BPR/CONTACT CENTRE,UNIVERSAL CREDIT PERSONAL BUDGETING SUPPORT,B000019584/60659,CITIZENS ADVICE ROSSENDALE & HYNDBURN LTD,20/06/2018,378.00
CUSTOMER SERVICES,BPR/CONTACT CENTRE,HEADSETS,B000019589/59804,LEGACY TELECOM LTD,25/06/2018,310.50
UNDERSPENDS,T C PROMOTIONS,CONT TOWARDS ACC STANLEY PARADE,B000019590/17546,SCOTT DAWSON ADVERTISING LTD,25/06/2018,800.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - APRIL 18,B000019590/29112,HYNDBURN LEISURE,25/06/2018,860.54
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 15.6.18,B000019590/33923,EDEN BROWN LTD,25/06/2018,914.55
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 17.6.18,B000019590/46341,MORGAN HUNT UK LTD,25/06/2018,572.85
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,TEMP STAFF W/E 17.6.18,B000019590/46341,MORGAN HUNT UK LTD,25/06/2018,1067.08
UNDERSPENDS,GRANTS,GRANT PAYMENT,B000019590/47786,HYNDBURN ARTS LIMITED,25/06/2018,12500.00
UNDERSPENDS,R & M SOFTWARE MISC,MODERN GOV SUPPORT -1.5.18 - 30.4.19,B000019590/57734,MODERN MINDSET LTD,25/06/2018,10010.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,VIABILITY ASSESSMENT ,B000019590/59174,KEPPIE MASSIE,25/06/2018,2460.00
CORPORATE PROPERTY,ASSET MAINT R&M,FENCING ,B000019591/20,A BYRNE FENCING,25/06/2018,4726.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,"EXTRENAL AUDIT, INSTALMENT 4/4",B000019591/38319,GRANT THORNTON UK LLP,25/06/2018,11731.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,CONSULTATION,B000019591/59174,KEPPIE MASSIE,25/06/2018,405.00
ACCRINGTON MARKET,ELECTRICITY,MARKET - 1.5.18 - 31.5.18,B000019591/59343,EDF ENERGY,25/06/2018,4727.54
