Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LOCAL TAXATION,OFFICE CONSUMABLES,OFFICE CLEANING - JUNE 17,B000018941/29112,HYNDBURN LEISURE,10/07/2017,860.54
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.7.17,B000018941/33923,EDEN BROWN LTD,10/07/2017,884.00
ACCRINGTON MARKET,ASSET MAINT R&M,FIT NEW SAFETY SENSORS,B000018940/37111,AUTOMATIC DOOR COMPANY,10/07/2017,892.56
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 2.7.17,B000018941/46341,MORGAN HUNT UK LTD,10/07/2017,914.64
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 2.7.17,B000018941/55150,VENN GROUP LIMITED,10/07/2017,916.50
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,C4 SCHOOLS PART 2 HERITAGE WOR,B000018941/58722,P WELLS T/A THE HERITAGE CONNECTION,10/07/2017,1333.33
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018941/56920,EASIBATHE LTD,10/07/2017,1511.91
UNDERSPENDS,GENERAL GROUNDS MAINTENANCE,DRY STONE WALLING,B000018940/58693,ALAN RHODES,10/07/2017,1800.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018940/21792,H & M BUILDING & JOINERY LTD,10/07/2017,4570.00
HYNDBURN CEMETERIES,FOOTPATH REPAIRS,WORKS AT ACC CEM,B000018940/27030,LIGHTING AND BUILDING SERVICES LTD,10/07/2017,4977.50
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV - MAY 17,B000018941/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,10/07/2017,7320.78
REFEREND16/17 PARLIMENTAR17/18,ELECTION FEES-POSTAL BALLOT,POSTAL PACKS - PARL 17,B000018941/44031,PRINT IMAGE NETWORK LTD,10/07/2017,9367.78
ACC MRKT HALL FIRE ALARM RENEW,CONTRACTOR OTHER,INSTALL NEW FIRE ALARM,B000018941/24998,BELLIT SECURITY LIMITED,10/07/2017,18861.34
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE PARKS BUILDINGS,B000018948/44845,KEYPLUS SECURITY LTD,11/07/2017,275.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF ,B000018948/19414,HEADS RECRUITMENT LIMITED,11/07/2017,387.27
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000018948/19414,HEADS RECRUITMENT LIMITED,11/07/2017,387.27
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WE 02.07.17 ,B000018948/19414,HEADS RECRUITMENT LIMITED,11/07/2017,403.67
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF ,B000018948/19414,HEADS RECRUITMENT LIMITED,11/07/2017,425.49
PARKS & OPEN SPACES,MATERIALS-DIRECT,ROOT ZONE MIX 70/30 FOR SOIL R,B000018949/2707,M C & M A STEWART (HAULAGE) LTD,11/07/2017,545.06
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,site visit ash processor 03.07,B000018949/8652,THE PHOENIX PARTNERSHIP,11/07/2017,574.60
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WE 02.07.17 ,B000018948/19414,HEADS RECRUITMENT LIMITED,11/07/2017,758.25
PARKS & OPEN SPACES,MATERIALS-DIRECT,MAC IPRODIONE 5L,B000018949/51506,PROGREEN WEED CONTROL SOLUTIONS LTD,11/07/2017,801.00
RECYCLING COLLECTION,HIRED VEHICLE,VEHICLE HIRE 01.04.17 TO 01.05,B000018948/38664,LEEDS COMMERCIAL LTD,11/07/2017,900.00
WILLOWS LANE DEPOT,SPECIAL BDGS R & M-GENERAL,6 CANTEEN CHAIRS AND TABLES - ,B000018949/43051,BRYSDALES SPACE MANAGEMENT,11/07/2017,1557.00
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REF,B000018949/7171,PEEL HOUSE MEDICAL PRACTICE,11/07/2017,2660.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WASTE SERVICES WE,B000018948/55740,RAPID RECRUITMENT LTD,11/07/2017,3284.49
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO GRIND OUT APPROX 127 STUMPS,B000018949/56356,STUMP BUSTERS NORTH LANCS,11/07/2017,5969.00
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,"GRAS CUTTING CONTRACT , INCLUD",B000018948/57700,MASTER GROUND SERVICES,11/07/2017,7226.56
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,VARIOUS STICKERS,B000018954/59693,VANTEX (UK) LTD,12/07/2017,312.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,KNOK SENSOR,B000018954/899,CICELEY COMMERCIALS LTD,12/07/2017,339.06
LIBRARY ST DEPOT,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE,B000018954/44845,KEYPLUS SECURITY LTD,12/07/2017,387.50
PARIS UPGRADE,COMPUTER RENTAL & MAINT,CONTACT PAY SERVICES,B000018953/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,12/07/2017,475.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.6.17-30.6.17,B000018950/59343,EDF ENERGY,12/07/2017,515.94
LEISURE IN HYNDBURN,LIH R&M,CARRY OUT RELEASE TRAINING,B000018950/1267,E A FOULDS LTD,12/07/2017,550.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,LINK TIPPING,B000018954/1758,GUNN JCB LTD,12/07/2017,695.49
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REAR & SIDE SKIDS,B000018954/7688,AEBI SCHMIDT UK LTD,12/07/2017,801.36
GYPSY SITE,ELECTRICITY,GYPSY - 1.6.17-30.6.17,B000018950/59343,EDF ENERGY,12/07/2017,844.11
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WORKS ON PITCH 15,B000018950/30178,B3P SERVICES LTD,12/07/2017,993.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WORKS ON PITCH 4,B000018950/30178,B3P SERVICES LTD,12/07/2017,993.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EGR VALVE,B000018954/1758,GUNN JCB LTD,12/07/2017,1100.00
ACC TOWN HALL,ELECTRICITY,A.T.H- 1.6.17-30.6.17,B000018950/59343,EDF ENERGY,12/07/2017,1338.08
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WORKS ON PITCH 2 GYPSY SITE,B000018953/30178,B3P SERVICES LTD,12/07/2017,1467.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,RED HAT LINUX SERVER SUPPORT,B000018951/36434,BYTES SOFTWARE SERVICES LTD,12/07/2017,1787.22
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000018954/29877,ROSSENDALE VULCANISING (SALES LTD),12/07/2017,1889.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - 1.6.17-30.6.17,B000018950/59343,EDF ENERGY,12/07/2017,2583.78
ACCRINGTON MARKET,ELECTRICITY,MARKET - 1.2.17-28.2.17,B000018950/59343,EDF ENERGY,12/07/2017,2668.02
ACCRINGTON MARKET,ELECTRICITY,MARKET - 1.3.17-31.3.17,B000018950/59343,EDF ENERGY,12/07/2017,2895.22
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.6.17-30.6.17,B000018950/59343,EDF ENERGY,12/07/2017,3338.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018951/34573,MR R WILCOCK,12/07/2017,5110.00
GREEN INFRASTRUCTURE,LEGAL FEES,TPO INJUNCTION,B000018950/8614,EVERSHEDS SOUTHERLAND (INT) LLP,12/07/2017,6047.00
GENERAL INVESTIGATION,WORK DONE DLO-HIGHWAYS,DRAINAGE WORKS ,B000018959/54512,CLEAR A DRAIN LTD,17/07/2017,327.50
ACCRINGTON MARKET,ASSET MAINT R&M,FIT NEW HANDBASIN,B000018957/50717,HIGH EFFICIENCY LTD,17/07/2017,345.00
PARKS & OPEN SPACES,ASSET MAINT R&M,MEMORIAL PLAYING FIELDS,B000018958/57133,INTERSERVE FS (UK) LTD,17/07/2017,369.23
WILLOWS LANE DEPOT,GAS,WILLOWS LANE - 23.5.17-30.6.17,B000018959/30430,NPOWER BUSINESS,17/07/2017,550.41
HAWORTH ART GALLERY,ADVERTISING GENERAL,ADVERT,B000018959/57559,CALVERTON FINANCE LTD,17/07/2017,600.00
HAWORTH ART GALLERY,GAS,H.A.G - 31.5.17-27.6.17,B000018959/30430,NPOWER BUSINESS,17/07/2017,646.72
ACCRINGTON MARKET,GAS,MARKET - 26.5.17-30.6.17,B000018959/30430,NPOWER BUSINESS,17/07/2017,679.83
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 7.5.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,681.25
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 14.5.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,832.00
STREET CLEANSING,AGENCY STAFF,TEMP STAFF W/E 9.7.17,B000018957/58059,HILTON LORD ASSOCIATES LTD,17/07/2017,832.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 21.5.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,856.25
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.6.17,B000018957/33923,EDEN BROWN LTD,17/07/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 9.7.17,B000018959/33923,EDEN BROWN LTD,17/07/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.4.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 7.5.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 21.5.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.6.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 14.5.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,875.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.4.17,B000018962/33923,EDEN BROWN LTD,17/07/2017,893.75
ACCRINGTON MARKET,ASSET MAINT R&M,INSTALL 2 NEW WASH HAND BASINS,B000018957/50717,HIGH EFFICIENCY LTD,17/07/2017,945.00
GREEN WASTE COLLECTION,AGENCY STAFF,TEMP STAFF W/E 2.7.17,B000018959/58059,HILTON LORD ASSOCIATES LTD,17/07/2017,1248.75
HYNDBURN CEMETERIES,GAS,ACC CEM - 30.5.17-29.6.17,B000018959/30430,NPOWER BUSINESS,17/07/2017,2084.05
HUMAN RESOURCES,EVENT EXPENDITURE,PARKRUN GRANT,B000018958/59874,PARKRUN LIMITED,17/07/2017,2500.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W.E 30.6.17,B000018957/59730,BLACKBURN SKIPS LIMITED,17/07/2017,3510.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,HOME IMPR AGENCY - JULY-SEPT 1,B000018957/1957,HYNDBURN HOMEWISE SOCIETY LTD,17/07/2017,6431.75
SADLER ST IND EST-GEN,GENERAL REPAIR & MAINT BLDGS,REPAIRS AT UNIT 1 SADLER ST,B000018958/59128,GEORGE PEARCE CONSTRUCTION,17/07/2017,6801.00
CEMETERY AT LEE LANE,CONTRACTOR OTHER,WORKS AT LEE LANE CEMETERY,B000018958/8530,WM PYE LTD,17/07/2017,17956.61
SOFT PLAY AREA,CONTRACTOR OTHER,WORKS TO THE CAFE AREA,B000018959/37017,PILKINGTON BROS (CHURCH) LTD,17/07/2017,40294.95
STREET CLEANSING,PRIVATE CONTRACTORS WORK,TRAFFIC MANAGEMENT ,B000018967/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,19/07/2017,565.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WORKS AT PEEL PARK ALLOTMENT S,B000018968/1248,DUNCAN CAMPBELL,19/07/2017,650.00
GREEN WASTE COLLECTION,PRINTING,PRE PRINTED STICKERS ON ROLLS ,B000018967/59731,PRINT-HAPPY,19/07/2017,799.99
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT ,B000018967/57067,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,19/07/2017,825.00
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,ACC TOWN CENTRE RADIO SCHEME,B000018964/11051,LANCASHIRE POLICE AUTHORITY,19/07/2017,1000.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,BOILER REPLACEMENT  ,B000018968/59736,FIREFLY ENERGI LTD,19/07/2017,1102.50
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT TO ARMED FORCES- 1.4.17-3,B000018964/29112,HYNDBURN LEISURE,19/07/2017,1141.10
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 28.7.17,B000018964/59684,PARK AVENUE RECRUITMENT,19/07/2017,1274.25
CORPORATE PROPERTY,ELECTRICITY, FINAL INVOICE,B000018964/39796,EDF ENERGY,19/07/2017,1328.98
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AT JUNCTION 6 WH,B000018967/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,19/07/2017,1500.00
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,TO CARRY OUT ERADICATION OF JA,B000018967/59888,JAPANESE KNOTWEED LTD,19/07/2017,2140.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,01.05.17 to 30.06.17 appt of p,B000018967/24110,NEWGROUND CIC,19/07/2017,2543.39
HYNDBURN CEMETERIES,GENERAL GROUNDS MAINTENANCE,Container - Lee Lane Cemetery,B000018967/59324,BOOTLE CONTAINERS LTD,19/07/2017,2600.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000018967/46880,SPECIALIST FLEET SERVICES LTD,19/07/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,HIRE OF 5  RCV VEHICLES APRIL ,B000018967/46880,SPECIALIST FLEET SERVICES LTD,19/07/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000018967/46880,SPECIALIST FLEET SERVICES LTD,19/07/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000018967/46880,SPECIALIST FLEET SERVICES LTD,19/07/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000018967/46880,SPECIALIST FLEET SERVICES LTD,19/07/2017,2644.75
LYNDON PF SPORTS FACILITIES,CONTRACTOR OTHER,LYNDON PF CONTRIBUTION,B000018964/57454,REILLY DEVELOPMENT LTD,19/07/2017,4171.86
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,INSTALL CENTRAL HEATING ,B000018968/59736,FIREFLY ENERGI LTD,19/07/2017,4197.90
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV MONITORING - JUNE 17,B000018964/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,19/07/2017,7084.63
S106 PEEL FOLD MILL-MORRIS HOM,MISC EXPENSES OTHER,S106 CONT RE: PEEL FOLD MILL,B000018968/2496,LANCASHIRE COUNTY COUNCIL,19/07/2017,30000.00
GYPSY SITE,NET RENTS,PITCH 11 05.06.17 - 03.07.17,B000018971/45458,GLOSSOP CARAVANS LTD,26/07/2017,316.16
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF ,B000018971/46341,MORGAN HUNT UK LTD,26/07/2017,741.60
GREEN WASTE COLLECTION,AGENCY STAFF,AGENCY STAFF,B000018971/59887,WORKFORCE RECRUITMENT (NW) LTD,26/07/2017,832.50
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 16.7.17,B000018971/55150,VENN GROUP LIMITED,26/07/2017,878.25
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY - JUNE,B000018971/48843,CLEARWAY ENV SERVICES (UK) LTD,26/07/2017,932.00
HUMAN RESOURCES,TRAINING EXPENSES,"SIGNING, LIGHTING AND GUARDING",B000018971/59789,SAFETY COMES FIRST LTD,26/07/2017,1950.00
GREEN INFRASTRUCTURE,CLAYTON FOREST PARK,WORK AT WILSON PLAYING FIELDS,B000018971/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,26/07/2017,2235.00
GYPSY SITE,NET RENTS,"PITCHES 2, 5, 6 AND 10 19.06.2",B000018972/45458,GLOSSOP CARAVANS LTD,27/07/2017,1314.40
COMPUTER SERVICES,TELEPHONES,UK13114488 JUNE 2017,B000018972/40272,CABLE & WIRELESS,27/07/2017,3051.55
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018973/993,COOKSON BUILDERS LTD,27/07/2017,5122.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018973/30178,B3P SERVICES LTD,27/07/2017,5734.46
LICENSING,OFFICE CONSUMABLES,TONER FOR LICENSING,B000018978/53622,SPECTRUM COMPUTER SUPPLIES LTD,31/07/2017,259.60
UNDERSPENDS,MATERIALS-MISC,STONE,B000018978/59927,CONNOLLY RECLAIMED STONE LTD,31/07/2017,260.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIDE CAB GLASS,B000018977/38986,LANCASHIRE WINDSCREENS LIMITED,31/07/2017,265.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,SEAT KIT SPINDLE,B000018977/442,BALMERS GARDEN MACHINERY,31/07/2017,295.33
ELMFIELD HALL FLATS,GAS,30.03.17 A 07.06.17C,B000018978/30430,NPOWER BUSINESS,31/07/2017,317.87
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 16/07/2017,B000018976/19414,HEADS RECRUITMENT LIMITED,31/07/2017,322.73
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,MACHINERY PARTS,B000018977/7805,SPALDINGS UK LTD,31/07/2017,356.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 16/07/2017,B000018976/19414,HEADS RECRUITMENT LIMITED,31/07/2017,387.27
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 09/07/2017,B000018976/19414,HEADS RECRUITMENT LIMITED,31/07/2017,397.54
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 16/07/2017,B000018976/19414,HEADS RECRUITMENT LIMITED,31/07/2017,425.49
STREET CLEANSING,AGENCY STAFF,AGENCY WORKERS W/E 16/07/2017,B000018976/19414,HEADS RECRUITMENT LIMITED,31/07/2017,470.81
PUBLIC TRANSPORT,CLEANING,CLEANING OF BUS SHELTERS,B000018974/27106,ATKINSON CLEANING SERVICES LIMITED,31/07/2017,530.25
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,BLADES,B000018977/7805,SPALDINGS UK LTD,31/07/2017,576.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 16/07/2017,B000018976/58023,BUCKINGHAM FUTURES LTD,31/07/2017,596.80
HEALTH FOOD & SAFETY,OTHER LICENCES,AGENCY STAFF ,B000018976/58023,BUCKINGHAM FUTURES LTD,31/07/2017,596.80
PEST CONTROL,OTHER LICENCES,AGENCY STAFF ,B000018976/58023,BUCKINGHAM FUTURES LTD,31/07/2017,596.80
HEALTH FOOD & SAFETY,OTHER LICENCES,AGENCY STAFF ,B000018976/58023,BUCKINGHAM FUTURES LTD,31/07/2017,596.80
BUILDING CONTROL B.U.,COMPUTER RENTAL & MAINT,SUPPORT AND MAINT,B000018978/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,31/07/2017,640.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,SERVICE LEGAL AGREEMENT 2017 -,B000018978/59953,LANCS ARCHAEOLOGICAL ADVISORY SERV,31/07/2017,656.25
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 16/07/2017,B000018976/19414,HEADS RECRUITMENT LIMITED,31/07/2017,850.98
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000018974/55150,VENN GROUP LIMITED,31/07/2017,923.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000018978/53622,SPECTRUM COMPUTER SUPPLIES LTD,31/07/2017,956.94
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000018974/55150,VENN GROUP LIMITED,31/07/2017,962.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WHINNEY HILL - PITCH 1,B000018974/30178,B3P SERVICES LTD,31/07/2017,993.00
GENERAL EXPENSES,CABINET ACTION FUND,CAR CHARGE POINT - BROADWAY,B000018974/49040,SSE,31/07/2017,1812.16
