Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 10.12.18,B000019921/58852,OYSTER PARTNERSHIP,02/01/2019,1620.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,"ORMEROD STREET, ACC, 3RD VALUATION",B000019920/32265,VALUATION OFFICE AGENCY ADMINISTRATION,02/01/2019,4000.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,MANAGEMENT SURVEY DILL HALL CEM,B000019924/59301,CONSULTANTS & SPEC SURVEYORS LTD,07/01/2019,275.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,40 NO. ALARM KEY FOBS AND CODING FOR,B000019925/24998,BELLIT SECURITY LIMITED,07/01/2019,276.25
PARKS & OPEN SPACES,ASSET MAINT R&M,MERCER PARK MANAGEMENT SURVEY,B000019924/59301,CONSULTANTS & SPEC SURVEYORS LTD,07/01/2019,295.00
PARKS & OPEN SPACES,ASSET MAINT R&M,MILNSHAW BOWLING,B000019924/59301,CONSULTANTS & SPEC SURVEYORS LTD,07/01/2019,295.00
ACCRINGTON CREMATORIUM,FLOWERS,FLORAL ARRANGEMENT - NOV 18 ,B000019925/9518,GARETHS FLORISTS,07/01/2019,344.00
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,ACC CEM MANAGEMENT SURVEY,B000019926/59301,CONSULTANTS & SPEC SURVEYORS LTD,07/01/2019,350.00
HAWORTH ART GALLERY,ASSET MAINT R&M,HAG  STABLES AND STUDIO DOORS,B000019924/37017,PILKINGTON BROS (CHURCH) LTD,07/01/2019,361.74
ACC TC CLEANSING,IMPLEMENTS & TOOLS,ALL -ROUND DEEP CLEANER CHEMICAL 10LTR,B000019925/7750,SHORROCK TRICHEM,07/01/2019,390.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE PAINT OVER GRAFFITI,B000019924/37017,PILKINGTON BROS (CHURCH) LTD,07/01/2019,405.32
ACCRINGTON CREMATORIUM,TRAINING EXPENSES,TRAINING & EXAMINATION SCHEME FROM CREM TECHS,B000019925/8066,FEDERATION OF BURIAL & CREMATION AUTHORITIES,07/01/2019,450.00
HUMAN RESOURCES,TRAINING EXPENSES,EMP LAW UPDATE,B000019927/58090,NORTH WEST EMPLOYERS,07/01/2019,450.00
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,RELOCATING SPEAKER AT ACCRINGTON CREMATORIUM,B000019925/55609,OBITUS (VIVEDIA LTD),07/01/2019,610.20
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 16.12.18,B000019927/55150,VENN GROUP LIMITED,07/01/2019,653.38
FACILITIES TEAM,AGENCY STAFF,STAFF WE 14.12.18,B000019926/59823,HAYS,07/01/2019,675.26
FACILITIES TEAM,AGENCY STAFF,STAFF WE 21.12.18,B000019926/59823,HAYS,07/01/2019,731.23
LIFT IMPROVEMENTS,CONTRACTOR OTHER,SCAITCLIFFE  SUPPLY AND FIT VALVE BLOCK SEALS,B000019926/59916,CONCEPT ELEVATORS,07/01/2019,872.00
FACILITIES TEAM,AGENCY STAFF,STAFF WE 14.12.18,B000019926/59823,HAYS,07/01/2019,1129.80
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MEDIA/MUSIC SYSTEM SUPPORT CHARGE -CREM,B000019925/55609,OBITUS (VIVEDIA LTD),07/01/2019,1198.00
FACILITIES TEAM,AGENCY STAFF,STAFF WE 21.12.18,B000019926/59823,HAYS,07/01/2019,1210.20
HUMAN RESOURCES,FEES-ANALYSTS & CONSULTANTS,CONSULTANCY 1.5 DAYS,B000019926/61104,NORTHGATEARINSO UK LIMITED,07/01/2019,1500.00
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GOERGE PAV SHUNT PUMP,B000019924/59248,LANCASHIRE GAS SERVICES,07/01/2019,1566.44
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,SERV LEGAL AGREEMENT 1.4.18 - 31.3.19,B000019927/2496,LANCASHIRE COUNTY COUNCIL,07/01/2019,1890.00
HOUSING ADVICE,GRANTS,DCLG SANCT GRANT 17/18,B000019926/2496,LANCASHIRE COUNTY COUNCIL,07/01/2019,2349.75
UNDERSPENDS,NEW EQUIPMENT,REPLACEMENT MFD - 2ND FLOOR,B000019928/61288,XBM LTD,07/01/2019,3999.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE LIFT UPGRADE,B000019926/59916,CONCEPT ELEVATORS,07/01/2019,8672.88
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HUNCOAT MASTERPLAN FRAMEWORK,B000019926/59167,ARCADIS CONSULTING (UK) LTD,07/01/2019,21805.36
BAX REC PLAY AREA,CONTRACTOR OTHER,GROUNDWORKS AND ASSOCIATED WORKS ,B000019925/58933,HORTICON LTD,07/01/2019,56882.91
STRATEGIC HOUSING DEPARTMENT,WARM HOMES HEALTY PEOPLE,HEAT OR EAT EVENT 31.10.18,B000019930/24254,ADVENTURE HYNDBURN,09/01/2019,255.68
SCAITCLIFFE HOUSE,ASSET MAINT R&M,CALL OUT 30.11.18 TO AIR CON,B000019930/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,09/01/2019,360.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS LOCAL GOVT LAW R.75,B000019930/50652,THOMSON REUTERS PROFESSIONAL UK LTD,09/01/2019,368.00
PARKS & OPEN SPACES,ASSET MAINT R&M,MGT SURVEY - LOWERFOLD,B000019930/59301,CONSULTANTS & SPEC SURVEYORS LTD,09/01/2019,550.00
MARKETS - OPERATIONS,WATER CHARGES,ACC MARKET - 16.11.18-16.12.18,B000019930/8325,WATER PLUS LTD,09/01/2019,625.86
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,MGT SURVEY - ACC CREM,B000019930/59301,CONSULTANTS & SPEC SURVEYORS LTD,09/01/2019,750.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY - DEC 18,B000019930/48843,CLEARWAY ENV SERVICES (UK) LTD,09/01/2019,796.00
PARKS & OPEN SPACES,GAS,RHYDDINGS COACH HOUSE - 30.11.18-31.12.18,B000019930/61050,YU ENERGY,09/01/2019,845.20
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 23.12.18,B000019930/33923,EDEN BROWN LTD,09/01/2019,962.33
PARKS & OPEN SPACES,ASSET MAINT R&M,MGT SURVEY - OAKHILL,B000019930/59301,CONSULTANTS & SPEC SURVEYORS LTD,09/01/2019,1500.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 17.12.18,B000019930/58852,OYSTER PARTNERSHIP,09/01/2019,1620.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019930/59806,GREENWOOD PLUMBERS,09/01/2019,3520.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,HOME IMPROVEMENT AGENCY - JAN-MAR 19,B000019930/1957,HOMEWISE SOCIETY LTD,09/01/2019,6560.50
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - 1.10.18-30.11.18,B000019930/25200,E.ON UK PLC,09/01/2019,8698.42
SYRIAN RESETTLEMENT PROGRAMME,MEET & GREET/ORIENTATION/CASEW,SYRIAN CASEWORK SUPPORT,B000019930/60802,CALICO ENTERPRISE,09/01/2019,20000.00
HYNDBURN CEMETERIES,FOOTPATH REPAIRS,ROAD TRAFFIC MARKINGS,B000019932/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,10/01/2019,450.00
HYNDBURN CEMETERIES,RECHARGEABLE REPAIRS,DOUBLE YELLOW LINE MARKINGS,B000019932/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,10/01/2019,935.08
GYPSY SITE,ELECTRICITY,GYPSY SITE - NOV 18,B000019932/25200,E.ON UK PLC,10/01/2019,1290.67
LIBRARY ST DEPOT,ELECTRICITY,CVMU- DEC 18,B000019932/25200,E.ON UK PLC,10/01/2019,1649.25
GYPSY SITE,ELECTRICITY,GYPSY SITE - DEC18,B000019932/25200,E.ON UK PLC,10/01/2019,1673.21
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.10.18-30.11.18,B000019932/25200,E.ON UK PLC,10/01/2019,2962.00
MARKETS - OPERATIONS,ELECTRICITY,MARKET - DEC 18,B000019932/25200,E.ON UK PLC,10/01/2019,3108.91
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 16.12.18 ,B000019935/19414,HEADS RECRUITMENT LIMITED,11/01/2019,283.23
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,COLLECTION OF HAZARDOUS WASTE 11.12.18 - CHECIMAL,B000019935/19101,NEALES WASTE MANAGEMENT,11/01/2019,294.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  16.12.18 ,B000019935/19414,HEADS RECRUITMENT LIMITED,11/01/2019,367.61
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 23.12.18  ,B000019935/19414,HEADS RECRUITMENT LIMITED,11/01/2019,367.61
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  17.12.18 FOR WILLOWS LANE ,B000019935/7871,STANLEY BROS TIPPERS LTD,11/01/2019,390.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  10.12.18 FOR WILLOWS LANE ,B000019935/7871,STANLEY BROS TIPPERS LTD,11/01/2019,390.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TOWARDS EVENTS FOR RHYDDINGS PARK ,B000019935/60670,FRIENDS OF RHYDDINGS PARK,11/01/2019,500.00
HYNDBURN CEMETERIES,NEW SEATS,STAINLESS STEEL TREE PLAQUES  X 10,B000019935/700,C & R WALNE,11/01/2019,650.00
DOG WARDEN,KENNELING - DAYTIME,KENNELLING FEES DECEMBER 2018,B000019935/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,11/01/2019,831.50
PARKS & OPEN SPACES,LICENSING PLACES OF ENTERTMT,PRS AND PPL LICENCE FOR HYNDBURN PARKS LICENCE 01752898,B000019935/60557,PPL PRS LTD,11/01/2019,897.57
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 24.12.18 TO 30.12.18,B000019935/55740,RAPID RECRUITMENT LTD,11/01/2019,2397.21
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 17.12.18 TO 23.12.18,B000019935/55740,RAPID RECRUITMENT LTD,11/01/2019,2603.47
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 31.12.18 TO 6.1.19,B000019935/55740,RAPID RECRUITMENT LTD,11/01/2019,2889.35
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,NOVEMBER TONNAGE ,B000019935/33025,RISHTON WASTE PAPER LTD,11/01/2019,10825.50
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,KEYS FOR ALLOTMENTS,B000019938/2138,J H BLAKEY & SONS (SECURITY) LTD,14/01/2019,330.95
HAWORTH ART GALLERY,NEW EQUIPMENT,MERAKI MANAGED ,B000019939/52932,INSIGHT DIRECT (UK) LTD,14/01/2019,420.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019936/7524,ROSS LEE CONSTRUCTION LTD,14/01/2019,445.00
REGISTRATION OF ELECTORS,CANVASS,CANVASS 2018 AND RESPONSES,B000019936/59944,IDOX SOFTWARE LTD,14/01/2019,466.92
CORPORATE PROPERTY,HORSE REMOVAL FRM COUNCIL LAND,SERVING OF NOTICE,B000019936/61349,ENFORCEMENT BAILIFFS LTD,14/01/2019,500.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 6.1.19,B000019937/46341,MORGAN HUNT UK LTD,14/01/2019,572.85
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 23.12.18,B000019937/46341,MORGAN HUNT UK LTD,14/01/2019,942.02
CUSTOMER SERVICES,BPR/CONTACT CENTRE,UNIVERSAL CREDIT APPOINTMENTS,B000019937/60659,CITIZENS ADVICE ROSSENDALE & HYNDBURN LTD,14/01/2019,1008.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,COPIER CHARGES 4.8.18 - 30.11.18,B000019937/31105,KONICA MINOLTA B S EAST LTD,14/01/2019,2121.53
SOFT PLAY AREA,CONTRACTOR OTHER,HLC NEW CAFE SOFT PLAY RETENTION,B000019939/37017,PILKINGTON BROS (CHURCH) LTD,14/01/2019,2571.67
HOUSING BENEFIT ADMINISTRATION,OTHER FEES,1ST CALL UNIVERSAL CREDIT DIGITIAL SUPPORT,B000019937/61351,ONWARD HOMES,14/01/2019,3587.85
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS DECORATIONS,ACC TOWN CENTRE NEW LIGHTING,B000019937/27030,LIGHTING AND BUILDING SERVICES LTD,14/01/2019,4420.00
WILLOWS LANE DEPOT,DEPOT COSTS,STEAM CLEANER REPAIR PARTS FOR WILLOWS LANE,B000019942/30560,STEAM CLEANERS LTD,16/01/2019,338.40
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,CHANGE FLOOD LIGHTS ON CAR PARK,B000019944/27030,LIGHTING AND BUILDING SERVICES LTD,16/01/2019,350.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 30.12.18 ,B000019942/19414,HEADS RECRUITMENT LIMITED,16/01/2019,371.11
LICENSING,GENERAL SUBSCRIPTIONS,SUBS 19,B000019944/56051,JAMES BUTTON & CO SOLICITORS,16/01/2019,385.00
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 21.12.18  WILLOWS LANE ,B000019942/7871,STANLEY BROS TIPPERS LTD,16/01/2019,390.00
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,TRAFFICE MANAGEMENT ,B000019942/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,16/01/2019,425.00
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,WORKS AT G-H WAR MEMORIAL,B000019944/27030,LIGHTING AND BUILDING SERVICES LTD,16/01/2019,490.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 23.12.18,B000019943/55150,VENN GROUP LIMITED,16/01/2019,572.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 6.1.19,B000019943/33923,EDEN BROWN LTD,16/01/2019,648.38
PEST CONTROL,VEHICLE TRACKER / FUEL OBD,AIRTIME FOR PEST CONTROL VECHICLES X 4 ANNUAL FEE,B000019942/60522,TRAKM8 HOLDINGS PLC,16/01/2019,672.00
PEST CONTROL,SUBSIDISED PROFESSIONAL SUBS,ANNUAL SUBSCRIPTION FEES 2019 ,B000019942/60701,BRITISH PEST CONTROL ASSOCIATION,16/01/2019,748.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - DEC 18,B000019943/29112,HYNDBURN LEISURE,16/01/2019,860.54
PARKS & OPEN SPACES,AGENCY STAFF,FUNDING APPLICATION TIME 9 DAYS COVER,B000019942/2586,HYNDBURN LEISURE,16/01/2019,1350.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF FOOD SAFETY A.GEE  10.12.18 TO 6.1.19,B000019942/58023,BUCKINGHAM FUTURES LTD,16/01/2019,1425.67
GYPSY SITE,RENT AND HIRE OF PREMISES,NOVEMBER/DECEMBER 18,B000019943/45458,GLOSSOP CARAVANS LTD,16/01/2019,1920.00
LOCAL TAXATION,OTHER FEES,VOA RETURNS - DEC 18,B000019943/61357,CAPACITY GRID,16/01/2019,1960.00
LOCAL TAXATION,OTHER FEES,VOA RETURNS - NOV 18,B000019943/61357,CAPACITY GRID,16/01/2019,2140.00
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,AOM PROJECT SEPTEMBER 2018 FOOD SAFETY TEAM,B000019942/17209,CIVICA UK LIMITED,16/01/2019,2348.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 12.11.18 TO 18.11.18 ,B000019942/55740,RAPID RECRUITMENT LTD,16/01/2019,2499.57
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF ,B000019942/55740,RAPID RECRUITMENT LTD,16/01/2019,2734.67
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - DEC 18,B000019944/25200,E.ON UK PLC,16/01/2019,4736.56
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,DECEMBER TONNAGE ,B000019942/33025,RISHTON WASTE PAPER LTD,16/01/2019,8652.60
RISHTON TO GH CYCLEWAY,CONTRACTOR OTHER,RISHTON TO HARWOOD CYCLE WAY,B000019944/8530,WM PYE LTD,16/01/2019,20000.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000019947/49780,ROSSENDALES COLLECT LTD,21/01/2019,283.08
CORPORATE PROPERTY,ASSET MAINT R&M,ELMFIELD HALL UPGRADE,B000019949/24998,BELLIT SECURITY LIMITED,21/01/2019,300.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT REDUCED SWIMMING OCT-DEC18,B000019947/29112,HYNDBURN LEISURE,21/01/2019,372.00
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SHOP SALES,B000019951/70,A SANDERS & D WALLACE,21/01/2019,389.12
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,ROAD SIGNS,B000019949/24038,G & G SIGNS,21/01/2019,548.15
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 13.1.19,B000019951/33923,EDEN BROWN LTD,21/01/2019,641.55
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT ARMED FORCES OCT NOV DEC 2018,B000019947/29112,HYNDBURN LEISURE,21/01/2019,702.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,BLADES OILS ETC,B000019950/7805,SPALDINGS UK LTD,21/01/2019,826.22
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 13.1.19,B000019947/46341,MORGAN HUNT UK LTD,21/01/2019,827.45
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,ROAD SIGNS,B000019949/24038,G & G SIGNS,21/01/2019,846.60
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 13.1.19,B000019951/55150,VENN GROUP LIMITED,21/01/2019,869.18
HUMAN RESOURCES,FEES-ANALYSTS & CONSULTANTS,1 DAY CONSULTANCY  ,B000019947/61104,NORTHGATEARINSO UK LIMITED,21/01/2019,1000.00
CORPORATE PROPERTY BUS UNIT,AGENCY STAFF,STAFF WC 31.12.18,B000019951/58852,OYSTER PARTNERSHIP,21/01/2019,1080.00
HUMAN RESOURCES,DRUGS & ALCOHOL,50 X DRUG WIPES,B000019949/57686,D TEC INTERNATIONAL,21/01/2019,1409.00
ACC TOWN,ELECTRICITY,ATH  1.12.18 - 31.12.18,B000019948/25200,E.ON UK PLC,21/01/2019,1576.72
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL DEC 18,B000019947/29112,HYNDBURN LEISURE,21/01/2019,1600.00
CORPORATE PROPERTY BUS UNIT,AGENCY STAFF,STAFF WC 7.1.19,B000019951/58852,OYSTER PARTNERSHIP,21/01/2019,1620.00
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,CSP MOVES HARV HOUSING,B000019947/61366,HARV HOUSING CIC,21/01/2019,2423.00
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL DEC 18,B000019948/25200,E.ON UK PLC,21/01/2019,3473.80
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,CSP MONIES,B000019947/16409,HYND & RIBBLE VALLEY DOMESTIC VIOLENCE FORUM,21/01/2019,3506.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE DEC 2018,B000019948/25200,E.ON UK PLC,21/01/2019,4037.77
LEISE,ASSET MAINT R&M,MERCER HALL BASEMENT CLEARANCE,B000019948/61265,EMSCAR LTD,21/01/2019,5350.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019950/29877,ROSSENDALE VULCANISING (SALES LTD),21/01/2019,5472.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 4.1.19,B000019957/59823,HAYS,23/01/2019,436.78
PARKS & OPEN SPACES,ASSET MAINT R&M,MGT SURVEY AT HIGHAMS,B000019957/59301,CONSULTANTS & SPEC SURVEYORS LTD,23/01/2019,650.00
PARKS & OPEN SPACES,ASSET MAINT R&M,MGT SURVEY AT BULLOUGH PARK,B000019957/59301,CONSULTANTS & SPEC SURVEYORS LTD,23/01/2019,650.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 4.1.19,B000019957/59823,HAYS,23/01/2019,714.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 11.1.19,B000019957/59823,HAYS,23/01/2019,783.83
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 11.1.19,B000019957/59823,HAYS,23/01/2019,1261.80
SCAITCLIFFE HOUSE,ASSET MAINT R&M,IT SERVER ROOM EXTINGUISHER,B000019957/17583,PROTEC FIRE DETECTION PLC,23/01/2019,1481.20
INSURANCES,EXCESS PAYMENTS,CLAIM FOR DAMAGE TO CAR,B000019957/39848,TRAVELERS INSURANCE CO LTD,23/01/2019,6656.00
UNDERSPENDS,EXCESS PAYMENTS,ACC PALS INTERACTIVE MODULE,B000019957/17546,SCOTT DAWSON ADVERTISING LTD,23/01/2019,14800.00
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,TREE WORK JACKHOUSE NATURE RESERVE WOODLAND,B000019962/22189,ROY CATTERMOLE (TREE SURGEON),24/01/2019,280.00
LOCAL TAXATION,OFFICE CONSUMABLES,DISTANCE LEARNING DIPLOMA COURSE FEE,B000019961/52997,IRRV,24/01/2019,320.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"URGENT WORK - MEMORIAL PARK, CHURCH LANE",B000019962/22189,ROY CATTERMOLE (TREE SURGEON),24/01/2019,380.00
BAX REC PLAY AREA,CONTRACTOR OTHER,POST INSTALLATION INSPECTION,B000019962/61287,ROSPA PLAYSAFETY,24/01/2019,395.00
HYNDBURN CEMETERIES,GENERAL GROUNDS MAINTENANCE,DISABLED PARKING SPACES,B000019963/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,24/01/2019,412.72
HAWORTH ART GALLERY,ASSET MAINT R&M,ART GALLERY PARQUET FLOORING,B000019961/37017,PILKINGTON BROS (CHURCH) LTD,24/01/2019,515.20
STREET CLEANSING,TRAFFIC MANAGEMENT,TO PROVIDE TRAFFIC MANAGEMENT ,B000019962/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,24/01/2019,525.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY WORKERS W/E 06/01/2019 ,B000019963/19414,HEADS RECRUITMENT LIMITED,24/01/2019,526.91
REPLACE WIRELESS CCTV CAMERAS,EQUIPMENT,CCTV,B000019963/59211,LANES GROUP PLC,24/01/2019,745.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,S & M IEW RETENTION MODULE,B000019961/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,24/01/2019,773.37
RECYCLING COLLECTION,ADVERTISING GENERAL,CHRISTMAS COLLECTIONS ADVERT,B000019963/60625,REACH PUBLISHING SERVICES LTD,24/01/2019,884.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,HLF C4 ACTIVITY AT THI HAWORTH EXHIBITION JAN 17/18/19,B000019961/61138,HISTORY NEEDS YOU,24/01/2019,1050.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,EDGE FLAIL CUTTING THROUGHOUT THE BOROUGH,B000019962/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,24/01/2019,1050.00
WILLOWS LANE DEPOT,DEPOT COSTS,WATER COOLER CHARGES,B000019963/59510,THE BOILING TAP COMPANY,24/01/2019,1196.00
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,BACAS ANNUAL SUPPORT AGREEMENT ,B000019962/59817,CLEAR SKIES SOFTWARE LTD,24/01/2019,1200.00
HYNDBURN CEMETERIES,HEADSTONE SAFETY,HEADSTONE REPAIRS,B000019963/42573,C.B. PRICE & SON LTD,24/01/2019,1250.00
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,GRANT FOR AUGMENTED REALITY EVENT,B000019963/47786,HYNDBURN ARTS LIMITED,24/01/2019,1708.33
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 20/01/2019,B000019963/55740,RAPID RECRUITMENT LTD,24/01/2019,1870.10
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W-E 13/01/2019 ,B000019963/55740,RAPID RECRUITMENT LTD,24/01/2019,2332.02
