Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,INFORMATION@WORK EMBEDDED VIEWER,B000023067/65823,NEC SOFTWARE SOLUTIONS UK LTD,02-Mar-22,1300
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,MAINTENANCE / SERVICE ITEMS ,B000023065/7688,AEBI SCHMIDT UK LTD,02-Mar-22,1313.4
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF P/E 05.12.21,B000023063/61860,VIVID RESOURCING,02-Mar-22,1763.99
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023063/66471,MCCALLOTT WINDOWS,02-Mar-22,2727.76
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF P/E 13.02.22  20.02.22,B000023063/67448,MACDONALD & COMPANY,02-Mar-22,2863.87
ACC TOWN HALL,CLEANING OF BUILDINGS,UTILITY COSTS @ ACC BROADWAY - OCT - DEC 21,B000023067/29112,HYNDBURN LEISURE,02-Mar-22,2976.72
MARKETS - OPERATIONS,AGENCY STAFF,TEMP STAFF,B000023071/50873,SERVICEMASTER,03-Mar-22,414
VEHICLE MAINT SUPERVISION,ADVERTISING,ADVERTISING,B000023073/60625,REACH PUBLISHING SERVICES LTD,04-Mar-22,650
MARKETS - OPERATIONS,WATER CHARGES,MARKET HALL FEB 22,B000023072/8325,WATER PLUS LTD,04-Mar-22,955.6
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,GRANT FUNDING,B000023073/45776,BECONTREE LTD,04-Mar-22,1019.14
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 27.02.22,B000023073/61657,G2 RECRUITMENT SOLUTIONS,04-Mar-22,1220.7
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 27.02.22,B000023073/61657,G2 RECRUITMENT SOLUTIONS,04-Mar-22,1248.75
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF,B000023073/61860,VIVID RESOURCING,04-Mar-22,1485.57
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/.C 21.02.22,B000023073/58852,OYSTER PARTNERSHIP,04-Mar-22,1590.96
COVID BACKFILL,AGENCY STAFF,STAFF W/C 21.02.22,B000023073/58852,OYSTER PARTNERSHIP,04-Mar-22,2120
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION  28.1.22 - 1.3.22,B000023073/67383,MOLESWORTH HOTEL,04-Mar-22,4286
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023073/64557,HARRIS HEATING (NW) LTD,04-Mar-22,4375
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023077/61245,ONWARD HOMES,07-Mar-22,364.13
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023077/61245,ONWARD HOMES,07-Mar-22,468.12
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023077/61245,ONWARD HOMES,07-Mar-22,470.56
ACCRINGTON CREMATORIUM,PRINTING,SITE SURVEY- RADIO LINK,B000023079/57313,NETWORKING PEOPLE (NORTH WEST) LTD,07-Mar-22,650
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023077/61245,ONWARD HOMES,07-Mar-22,711.88
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023077/61245,ONWARD HOMES,07-Mar-22,720.17
ENVIRONMENTAL PROTECTION TEAM,NIGHTIME NOISE INITIATIVE,NIGHT TIME NOISE SERVICE 21-22,B000023077/28873,BLACKBURN WITH DARWEN B.C.,07-Mar-22,731.1
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 27.02.22,B000023077/46341,MORGAN HUNT UK LTD,07-Mar-22,787.64
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,HOUSING RENT,B000023077/61245,ONWARD HOMES,07-Mar-22,997.92
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAF WE 27.02.22,B000023077/33923,EDEN BROWN LIMITED,07-Mar-22,1010.1
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 20.02.22,B000023077/55150,VENN GROUP LIMITED,07-Mar-22,1110.3
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 20/02/22,B000023079/60568,CUMMINS MELLOR,07-Mar-22,1155
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,HBC HIGHWAYS CAPACITY STUDY,B000023077/65926,WSP UK LTD,07-Mar-22,1949
ENVIRONMENTAL REGENERATION,MISC EXPENSES OTHER,SOLAR MEADOW PROJECT COACH ROAD,B000023077/9249,PROSPECTS FOUNDATION,07-Mar-22,5000
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,HDH LOCAL PLAN VIABILITY ASST FINAL REPORT,B000023077/67155,HDH PLANNING & DEVELOPMENT LTD,07-Mar-22,7250
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,20 PRODRESK 400 G7 + 3YR SUPPORT,B000023079/52932,INSIGHT DIRECT (UK) LTD,07-Mar-22,10163.2
MARKETS - OPERATIONS,WINDOW CLEANING,WINDOW CLEANING,B000023082/62140,CLEARVIEW CONTRACTORS LTD,08-Mar-22,440
CORP & DEM CORE,MARKETING COMMUNICATIONS,BIG THANK YOU,B000023089/46079,ELLISON PRINTING CO.,09-Mar-22,264
CORP & DEM CORE,MARKETING COMMUNICATIONS,SIGNAGE,B000023089/66163,MEDIA VILLAGE,09-Mar-22,280
COMMUNITY CHAMPIONS FUNDING,PROFESSIONAL ARTISTS FEE,DEVELOPMENT OF HERITAGE TRAIL (NO 3),B000023087/67278,B L DESIGN,09-Mar-22,300
CORP & DEM CORE,MARKETING COMMUNICATIONS,TCIP SURVEY,B000023089/46079,ELLISON PRINTING CO.,09-Mar-22,318
CORP & DEM CORE,MARKETING COMMUNICATIONS,SIGNAGE,B000023089/66163,MEDIA VILLAGE,09-Mar-22,495
Tree Project PlanT,MISCELLANEOUS,TREESCAPES VISUALISATION,B000023085/61937,RIBBLE RIVERS TRUST,09-Mar-22,630
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,MERCHANDISE,B000023089/46079,ELLISON PRINTING CO.,09-Mar-22,736
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 19.12.21,B000023087/55150,VENN GROUP LIMITED,09-Mar-22,791
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF - W/C 20.12.21,B000023087/58852,OYSTER PARTNERSHIP,09-Mar-22,907.92
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 27.02.22,B000023087/60568,CUMMINS MELLOR,09-Mar-22,973.5
Tree Project PlanT,MISCELLANEOUS,TREESCAPE COMM ENGAGEMENT PAYMENT 2,B000023085/61128,PROFFITTS,09-Mar-22,1006
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF - W/E 27.02.22,B000023087/55150,VENN GROUP LIMITED,09-Mar-22,1110.3
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF - W/C 03.01.22,B000023087/58852,OYSTER PARTNERSHIP,09-Mar-22,1170
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023089/24239,GREAT HARWOOD WINDOWS LTD,09-Mar-22,1330
PAVING IMPROVEMENTS,CONTRACTOR OTHER,"BROADWAY, BOLLARD REPAIRS",B000023085/52330,JOHN WADE GROUNDWORKS LTD,09-Mar-22,1344
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,SOCIAL MEDIA SUPPORT,B000023089/27141,VIVA PR LIMITED,09-Mar-22,1400
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF - W/C 10.01.22,B000023087/58852,OYSTER PARTNERSHIP,09-Mar-22,1425.45
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF - W/C 13.12.21,B000023087/58852,OYSTER PARTNERSHIP,09-Mar-22,1441.83
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF - W/C 17.01.22,B000023087/58852,OYSTER PARTNERSHIP,09-Mar-22,1443
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF - W/C 06.12.21,B000023087/58852,OYSTER PARTNERSHIP,09-Mar-22,1444.17
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023087/24239,GREAT HARWOOD WINDOWS LTD,09-Mar-22,1625
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,WOODLAND MANAGEMENT P1,B000023085/55411,WOODY (HYNDBURN) C I C,09-Mar-22,2328
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023087/7874,STANNAH LIFT SERVICES LIMITED,09-Mar-22,2666
CORP & DEM CORE,MARKETING COMMUNICATIONS,RECEPTION SIGN,B000023089/46079,ELLISON PRINTING CO.,09-Mar-22,2745
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023089/59806,GREENWOOD PLUMBERS,09-Mar-22,2910
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023089/59330,CLOSOMAT LTD,09-Mar-22,4388
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023089/25868,HYNDBURN PLUMBING & HEATING SERVICES,09-Mar-22,4637
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023087/30178,B3P SERVICES LTD,09-Mar-22,5513
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023087/7874,STANNAH LIFT SERVICES LIMITED,09-Mar-22,5865
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,OAKHILL PARK OFFICE CLEAN MARCH 22,B000023093/50873,SERVICEMASTER,10-Mar-22,292.5
ADMINISTRATION EXPENSES,PRINTING,COPIER COSTS ,B000023093/999,SHARP BUSINESS SYSTEMS UK PLC,10-Mar-22,311
PARKS & OPEN SPACES,WATER CHARGES,RHYDDINGS WATER CHARGES  FEBRUARY 22,B000023093/67118,SES BUSINESS WATER,10-Mar-22,338.29
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SKIDS AND STRUTS,B000023092/7688,AEBI SCHMIDT UK LTD,10-Mar-22,351.38
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,WILSONS PAVILLION CLEAN MARCH 22,B000023093/50873,SERVICEMASTER,10-Mar-22,448.4
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 1.3.22,B000023093/7871,STANLEY BROS TIPPERS LTD,10-Mar-22,450
ENFORCEMENT,ADVERTISING GENERAL,ADVERT OBSERVER/ FACEBOOK - DEC 21,B000023093/60625,REACH PUBLISHING SERVICES LTD,10-Mar-22,486.85
HYNDBURN CEMETERIES,NEW EQUIPMENT,HYDRAULIC FLUID,B000023093/27901,TELESHORE (UK) LTD,10-Mar-22,524
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF WK 27.12.21 ,B000023093/58852,OYSTER PARTNERSHIP,10-Mar-22,552
HYNDBURN CEMETERIES,PRIVATE CONTRACTORS WORK,ACCRINGTON CEMETERY CLEAN MARCH 22,B000023093/50873,SERVICEMASTER,10-Mar-22,597.87
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,RHYDDINGS PARK CLEANING MARCH 22,B000023093/50873,SERVICEMASTER,10-Mar-22,672.61
PARKS & OPEN SPACES,HIRED VEHICLE,DAMAGES TO VEHICLE,B000023093/2062,INTACK SELF DRIVE,10-Mar-22,877.88
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,WILLOWS LANE CLEAN MARCH 22 ,B000023093/50873,SERVICEMASTER,10-Mar-22,896.84
RANGER ST COMPOUND & DEPOT,WATER CHARGES,WATER CHARGES  25.1.22 TO 24.2.22  ,B000023093/8325,WATER PLUS LTD,10-Mar-22,912.48
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF WK 21.2.22 ,B000023093/58852,OYSTER PARTNERSHIP,10-Mar-22,918.96
DOG WARDEN,KENNELING - DAYTIME,KENNELLING FEES FEBRUARY 22,B000023093/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,10-Mar-22,950.86
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF WK 21.2.22 ,B000023093/58852,OYSTER PARTNERSHIP,10-Mar-22,984
PARKS & OPEN SPACES,HIRED VEHICLE,DAMAGES TO VEHICLE,B000023093/2062,INTACK SELF DRIVE,10-Mar-22,1054.5
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MEDIA/ MUSIC TRIBUTES ACCRINGTON CREM,B000023093/55609,OBITUS (VIVEDIA LTD),10-Mar-22,1165
HYNDBURN CEMETERIES,MATERIALS-DIRECT,LEE LANE MEMORIAL WORK,B000023093/604,BRENT STEVENSON MEMORIALS,10-Mar-22,1916.67
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,CONSULTANCY FEES JANUARY 22  - ACCRINGTON ACRE,B000023093/66574,CBRE LTD,10-Mar-22,3500
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000023092/29877,ROSSENDALE VULCANISING (SALES LTD),10-Mar-22,4846
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,ARCHITECT FEES,B000023093/67445,AEW ARCHITECTS,10-Mar-22,12658.34
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,LUF APPLICATION - PART 2,B000023093/65816,BRADSHAW ADVISARY LTD,10-Mar-22,21750
GENERAL EXPENSES,CABINET ACTION FUND,PLATINUM JUBILEE BEACON,B000023096/67533,21CC GROUP LTD,11-Mar-22,490
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB  FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,711.59
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,HOUSING RENT,B000023096/64211,ONWARD HOMES,11-Mar-22,753.72
ACC TOWN HALL,CLEANING OF BUILDINGS,HYNDBURN LEISURE CLEANING,B000023096/29112,HYNDBURN LEISURE,11-Mar-22,964.43
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 06.03.22,B000023096/46341,MORGAN HUNT UK LTD,11-Mar-22,991.34
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,STAFF WE 27.02.22,B000023096/33923,EDEN BROWN LIMITED,11-Mar-22,1020.52
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,STAFF WE 20.02.22,B000023096/33923,EDEN BROWN LIMITED,11-Mar-22,1147.31
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,STAFF WE 13.02.22,B000023096/33923,EDEN BROWN LIMITED,11-Mar-22,1147.31
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 06.03.22,B000023096/60568,CUMMINS MELLOR,11-Mar-22,1221
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 06.03.22,B000023096/61657,G2 RECRUITMENT SOLUTIONS,11-Mar-22,1248.75
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF WE 06.03.22,B000023096/33923,EDEN BROWN LIMITED,11-Mar-22,1273.48
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 06.03.22,B000023096/61657,G2 RECRUITMENT SOLUTIONS,11-Mar-22,1312.35
HOUSING ADVICE,AGENCY STAFF,STAFF PE 04.03.22,B000023096/61860,VIVID RESOURCING,11-Mar-22,1500.06
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 28.02.22,B000023096/58852,OYSTER PARTNERSHIP,11-Mar-22,1603.14
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,1915.41
GYPSY SITE,ELECTRICITY,GYSPSY SITE  FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,1965.25
LIBRARY ST DEPOT,ELECTRICITY,CVMU FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,2192.09
COVID BACKFILL,AGENCY STAFF,STAFF W/C 28.02.22,B000023096/58852,OYSTER PARTNERSHIP,11-Mar-22,2385
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL MAR 2022,B000023096/59343,EDF ENERGY,11-Mar-22,2495.45
MARKETS - OPERATIONS,ELECTRICITY,MARKET HALL FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,3609.25
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE  FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,5718.72
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE FEB 2022,B000023096/59343,EDF ENERGY,11-Mar-22,9622.84
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PLAQUES FOR MEMORIAL TREES,B000023110/1866,HITCHENS ENGRAVERS LTD,15-Mar-22,255
COMMUNITY CHAMPIONS FUNDING,PROFESSIONAL ARTISTS FEE,WORKSHOPS,B000023103/60368,CROWTHER EDUCATIONAL CONSULTANCY LTD,15-Mar-22,300
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT  TREE WORK,B000023110/22189,ROY CATTERMOLE (TREE SURGEON),15-Mar-22,350
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REPAIRS TO GATE ,B000023110/20,A BYRNE FENCING,15-Mar-22,370
PARKS & OPEN SPACES,MATERIALS-DIRECT,HIRE OF LANCES X 5 2022,B000023110/18339,NOMIX ENVIRO LIMITED,15-Mar-22,400
PARKS & OPEN SPACES,MATERIALS-DIRECT,40 No SIGN FIXINGS ,B000023110/8397,W & G POLLARD (ACCRINGTON) LTD,15-Mar-22,454
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT TREE WORK,B000023110/22189,ROY CATTERMOLE (TREE SURGEON),15-Mar-22,550
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,NOTICES AND SEALS HBC 22,B000023103/7735,SHAW & SONS LTD,15-Mar-22,579.68
WILLOWS LANE DEPOT,DEPOT COSTS,12 MONTH SERVICE & MAINTENANCE,B000023110/7187,PENNINE PUMP & TANK CO,15-Mar-22,700
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,60L BAGS OF MANURE,B000023110/7461,RIGBY TAYLOR LTD,15-Mar-22,864
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,4 BASKET BALL BACKBOARDS C/W FIXINGS,B000023110/22476,STEELWAY FENSECURE LTD,15-Mar-22,1080
PARKS & OPEN SPACES,MATERIALS-DIRECT,PLANTS ,B000023110/38523,JAMES COLES & SONS (NURSERIES) LTD,15-Mar-22,1108.85
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WC 28.02.22,B000023103/58852,OYSTER PARTNERSHIP,15-Mar-22,1444.17
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,"Sharp MX-5050 +3 year warranty,inc toners etc",B000023106/61288,XBM LTD,15-Mar-22,2050
STREET CLEANSING,MECH SWEEPER BRUSHES, HD POLY/WIRE BRUSHES FOR SCHMIDT,B000023110/54115,PROBRUSH,15-Mar-22,2306.22
STREET CLEANSING,PURPLE BAGS,LAVENDAR COLOUR SACKS ,B000023110/19799,DURASAK,15-Mar-22,4805.28
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,ANNUAL MAINTENANCE 22/23,B000023103/65220,CAPITA  BUSINESS SERVICES LTD,15-Mar-22,9564.55
LOWERFOLD PARK PLAY AREA REFUR,CONTRACTOR OTHER,FIT CHILDRENS PLAY EQUIPMENT ,B000023110/60721,GROUNDWORK & LEISURE SERVICES LIMITED,15-Mar-22,13995
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL,B000023110/64492,CERTAS ENERGY,15-Mar-22,24161.21
WILLOWS LANE DEPOT,PRINTING,TONER ,B000023122/53622,SPECTRUM COMPUTER SUPPLIES LTD,16-Mar-22,252.65
PARKS & OPEN SPACES,ASSET MAINT R&M,BROKEN WINDOW,B000023114/37017,PILKINGTON BROS (CHURCH) LTD,16-Mar-22,289.3
WILLOWS LANE DEPOT,CLEANING MATERIALS,CLEAN ALL CCTV CAMERAS AT WILLOWS LANE,B000023119/26968,LIGHTING AND BUILDING SERVICES LTD,16-Mar-22,300
Asbestos removal various sites,CONTRACTOR OTHER,REMOVAL OF ASBESTOS AWC,B000023114/40686,ASSIST FM LTD,16-Mar-22,350
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000023122/53622,SPECTRUM COMPUTER SUPPLIES LTD,16-Mar-22,395.36
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,MARKET CRAFTING EVENT 05TH SESSION,B000023119/61031,NEW FREEDOM,16-Mar-22,407.2
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,NEW FIRE ALARM PANEL MILNSHAW PAV,B000023114/24998,FULL CIRCUIT FIRE & SECURITY LTD,16-Mar-22,413.24
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAGS WILLOWS LANE,B000023119/9294,STANLEY BROTHERS (TIPPERS) LTD,16-Mar-22,450
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE EXTENSION,B000023117/37942,JCB FINANCE LTD,16-Mar-22,455.4
COMPUTER SERVICES,TELEPHONES,CHARGES - MARCH 22,B000023117/644,BRITISH TELECOMMUNICATIONS PLC,16-Mar-22,465.24
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000023124/53622,SPECTRUM COMPUTER SUPPLIES LTD,16-Mar-22,467.92
Asbestos removal various sites,CONTRACTOR OTHER,REMOVAL OF ASEBSTOS  HSC,B000023114/40686,ASSIST FM LTD,16-Mar-22,500
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000023122/53622,SPECTRUM COMPUTER SUPPLIES LTD,16-Mar-22,531.27
HAWORTH ART GALLERY,ASSET MAINT R&M,REPAIR LEAK IN WC,B000023113/59128,GEORGE PEARCE & SONS LTD,16-Mar-22,544
ACC TOWN HALL,ASSET MAINT R&M,CLEAR SINK AND DRAIN,B000023113/37017,PILKINGTON BROS (CHURCH) LTD,16-Mar-22,585
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,REMOVE AND RE DECORATE ACC CREM,B000023114/59128,GEORGE PEARCE & SONS LTD,16-Mar-22,594
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000023114/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,16-Mar-22,650
MARKETS - OPERATIONS,ASSET MAINT R&M,NEW GATE LOCK,B000023113/64522,R J LIFT SERVICES LTD,16-Mar-22,684.1
HUMAN RESOURCES,OD AND EQUALITY,EXCEL ADVANCE TRAINING,B000023117/67537,PROLOG TRAINING UK,16-Mar-22,720
Tree Project PlanT,MISCELLANEOUS,TREESCAPES COMMUNITY ENGAGEMENT - PAYMENT 3,B000023117/61128,PROFFITTS,16-Mar-22,722
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF- W/C 07.03.2022,B000023119/58852,OYSTER PARTNERSHIP,16-Mar-22,780
Asbestos removal various sites,CONTRACTOR OTHER,REMOVAL OF ASBESTOS CVMU,B000023114/40686,ASSIST FM LTD,16-Mar-22,800
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 06/03/2022,B000023119/19414,HEADS RECRUITMENT LIMITED,16-Mar-22,893.97
WILLOWS LANE DEPOT,WATER CHARGES,WATER CHARGES WOODLANDS SPORT PAVILLION,B000023119/8325,WATER PLUS LTD,16-Mar-22,916.24
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF - W/C 28.02.2022,B000023119/58852,OYSTER PARTNERSHIP,16-Mar-22,918.96
PEST CONTROL,AGENCY STAFF,TEMP STAFF- W/C 07.03.2022,B000023119/58852,OYSTER PARTNERSHIP,16-Mar-22,918.96
WILLOWS LANE DEPOT,DEPOT COSTS,WHEEL WASH CLEAN /GULLIES,B000023119/61581,C J JETZ LTD,16-Mar-22,954
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE EXTENSION,B000023117/37942,JCB FINANCE LTD,16-Mar-22,965
