Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,ASSET MAINT R&M,BULLOUGH PARK NEW METAL BARRIER,B000020748/45450,MERCERS BUILDERS LTD,09/03/2020,260.00
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE REPAIR GUTTER,B000020749/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,260.59
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGE V  MAIN DOOR REPAIR,B000020748/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,310.75
ARSON REFUSE VEHICLES,EMERGENCY REPAIRS,GT HARWOOD CEM BREAK IN,B000020748/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,317.11
ENVIRONMENTAL PROTECTION TEAM,VETS COSTS,MUCKY PUPS INSPECTION 03.02.20,B000020750/8090,MEARLEY VETERINARY GROUP,09/03/2020,383.47
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS RIS 82,B000020751/50652,THOMSON REUTERS PROFESSIONAL UK LTD,09/03/2020,437.00
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVAL OF WASTE,B000020751/59338,WASTE BUSTERS WASTE REMOVAL,09/03/2020,450.00
PARKS & OPEN SPACES,ASSET MAINT R&M,RYDDING PARK REPAIRS,B000020748/45450,MERCERS BUILDERS LTD,09/03/2020,470.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,MARKET HALL BREAST FEEDING ROOM,B000020748/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,495.93
INSURANCES,EXCESS PAYMENTS,EXCESS,B000020751/55285,TRAVELLERS INSURANCE,09/03/2020,570.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE NEW HAND DRYER,B000020748/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,622.48
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 01.03.20,B000020749/46341,MORGAN HUNT UK LTD,09/03/2020,714.77
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 1.3.20  16.2.20,B000020750/61657,G2 RECRUITMENT SOLUTIONS,09/03/2020,826.92
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING SERVICES BROADWAY,B000020749/29112,HYNDBURN LEISURE,09/03/2020,936.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 23.02.20,B000020749/33923,EDEN BROWN LIMITED,09/03/2020,1010.10
DFG Affordable Warmth Grant,CONTRACTOR OTHER,BOILER REPAIRS,B000020750/62221,RHEA PROJECTS,09/03/2020,1113.00
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,FRA LIGHTING SURVEYS,B000020748/57949,STEVEN MERCER ELECTRICAL,09/03/2020,1250.00
LIBRARY ST DEPOT,ASSET MAINT R&M,CVMU NEW RSD SLATS,B000020748/54975,ROLLER SHUTTER SERVICES LTD,09/03/2020,1264.00
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL LIGHTING REPAIRS,B000020748/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,1280.35
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL FEB 20,B000020751/25200,E.ON UK PLC,09/03/2020,1535.27
SCAITCLIFFE HOUSE,ASSET MAINT R&M,ORMEROD ST NEW CAR PARK BARRIER,B000020748/37017,PILKINGTON BROS (CHURCH) LTD,09/03/2020,1804.25
DFG Affordable Warmth Grant,CONTRACTOR OTHER,WORKS STRAWBERRY BANK,B000020750/35745,AGS HEATING & PLUMBING LTD,09/03/2020,1860.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 01.03.20,B000020750/61657,G2 RECRUITMENT SOLUTIONS,09/03/2020,1884.48
ROTHWELL WALLING RESTORATION,ENVIRONMENTAL WORKS,WALL RESTORATION,B000020749/58693,ALAN RHODES,09/03/2020,2000.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,"BOILER EXCHANGE QUEEN ST , CLM",B000020750/35745,AGS HEATING & PLUMBING LTD,09/03/2020,2180.00
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET FEB 20,B000020751/25200,E.ON UK PLC,09/03/2020,2881.34
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020751/7874,STANNAH LIFT SERVICES LIMITED,09/03/2020,3423.00
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL 1.2.20 - 29.2.20,B000020751/25200,E.ON UK PLC,09/03/2020,3598.12
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020751/7874,STANNAH LIFT SERVICES LIMITED,09/03/2020,3789.00
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,STAFF JAN 20,B000020748/55748,CAPITA PROPERTY & INFRASTRUCTURE LTD,09/03/2020,4617.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020751/34573,MR R WILCOCK,09/03/2020,4930.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE FEB 20,B000020751/25200,E.ON UK PLC,09/03/2020,5301.28
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020750/21792,H & M BUILDING & JOINERY LTD,09/03/2020,5305.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020751/25868,HYNDBURN PLUMBING & HEATING SERVICES,09/03/2020,6288.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENT FEB 20,B000020751/25200,E.ON UK PLC,09/03/2020,6740.12
REGISTRATION OF ELECTORS,POSTAGES,RETURN POSTAGE,B000020757/51517,ROYAL MAIL GROUP LTD,10/03/2020,266.48
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,OIL,B000020759/7688,AEBI SCHMIDT UK LTD,10/03/2020,341.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 27.2.20 REF 387407,B000020756/7871,STANLEY BROS TIPPERS LTD,10/03/2020,390.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SWEEPERS  SKIDS,B000020759/7688,AEBI SCHMIDT UK LTD,10/03/2020,504.15
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SKIDS,B000020759/7688,AEBI SCHMIDT UK LTD,10/03/2020,508.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EXHAUSE PARTS,B000020758/7688,AEBI SCHMIDT UK LTD,10/03/2020,572.59
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,RELOCATION OF PA AND CCTV EQUIPMENT AT ACCRINGTON MARKET HALL,B000020756/24998,FULL CIRCUIT FIRE & SECURITY LTD,10/03/2020,630.38
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF - WK 24.2.20 ,B000020756/55740,RAPID RECRUITMENT LTD,10/03/2020,762.26
ACCRINGTON CREMATORIUM,URNS & CASKETS,ASHES BOXES AND BAGS FOR ACCRINGTON CEMETERY,B000020756/27901,TELESHORE (UK) LTD,10/03/2020,806.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WATER TANK ETC,B000020759/7688,AEBI SCHMIDT UK LTD,10/03/2020,865.03
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,EASTER FUN DAY PAYMENT 1 11.4.20,B000020756/61582,ACCRINGTON COMMUNITY EVENTS,10/03/2020,927.50
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,RELOCATION OF CCTV FROM MARKET HALL DISABLED TOILET,B000020756/24998,FULL CIRCUIT FIRE & SECURITY LTD,10/03/2020,973.49
DOG WARDEN,KENNELING - DAYTIME,KENELLING COSTS FEBRUARY 20 STRAY DOGS / COLLECTION AND VETS FEES,B000020756/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,10/03/2020,1112.43
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VARIOUS ITEMS  AND SWEEPER SERVICE,B000020759/7688,AEBI SCHMIDT UK LTD,10/03/2020,1489.47
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,FLOORING REPAIRS ,B000020756/62152,DAVID CRANEY FLOORING,10/03/2020,4650.00
MARKETS - OPERATIONS,GENERAL CONTRIBUTIONS,PEEL STREET KIOSK MATERIAL DAMAGE,B000020765/48913,THREADNEEDLE UK PROPERTY TRUST,11/03/2020,259.24
LEISURE IN HYNDBURN,LIH R&M,LEISURE CTR EXT LIGHTS,B000020764/27030,LIGHTING AND BUILDING SERVICES LTD,11/03/2020,325.00
ARSON REFUSE VEHICLES,EMERGENCY REPAIRS,LOWERFOLD PARK BREAK IN REPAIRS,B000020766/37017,PILKINGTON BROS (CHURCH) LTD,11/03/2020,352.13
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020763/27972,ROSSENDALES,11/03/2020,368.66
LIBRARY ST DEPOT,ASSET MAINT R&M,CVMU REPAIR EXT LIGHTS,B000020764/27030,LIGHTING AND BUILDING SERVICES LTD,11/03/2020,375.00
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART LIGHT FITTINGS,B000020764/23376,CITY ELECTRICAL FACTORS LTD,11/03/2020,400.00
COMPUTER SERVICES,TELEPHONES, MARCH 20,B000020763/644,BRITISH TELECOMMUNICATIONS PLC,11/03/2020,439.74
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART BOILER ROOM FLOOD,B000020766/37017,PILKINGTON BROS (CHURCH) LTD,11/03/2020,442.58
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,14 BROADWAY 5YR ELECTRICAL WORKS,B000020764/60330,CALBARRIE COMPLIANCE SERVICES,11/03/2020,620.00
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL CCTV STORAGE,B000020764/24998,FULL CIRCUIT FIRE & SECURITY LTD,11/03/2020,667.48
MARKETS - OPERATIONS,ASSET MAINT R&M,ACC MARKET HALL REPLACE BOILER,B000020764/59248,LANCASHIRE GAS SERVICES,11/03/2020,691.90
MARKETS - OPERATIONS,GENERAL CONTRIBUTIONS,SERVICE CHARGES FOR PEEL STREET KIOSK,B000020765/48913,THREADNEEDLE UK PROPERTY TRUST,11/03/2020,705.26
PARKS & OPEN SPACES,ASSET MAINT R&M,WILSON PAVILION EXTERNAL LIGHTING,B000020764/62094,DARWEN ELECTRICAL SERVICES LTD,11/03/2020,710.50
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL LEAKING CEILING,B000020764/37017,PILKINGTON BROS (CHURCH) LTD,11/03/2020,721.41
MOT GENERAL,TRAINING EXPENSES,STAFF W/E 08.03.20,B000020767/61466,AUTOTECH RECRUIT,11/03/2020,975.00
Electical works various,CONTRACTOR OTHER,OAKHILL BOWLS PAV 5 YR WIRING,B000020764/60330,CALBARRIE COMPLIANCE SERVICES,11/03/2020,1095.60
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,GABLE REPAIRS,B000020766/21792,H & M BUILDING & JOINERY LTD,11/03/2020,1105.00
Electical works various,CONTRACTOR OTHER,DILL HALL 5YR ELECTRICAL WORKS,B000020764/60330,CALBARRIE COMPLIANCE SERVICES,11/03/2020,1248.00
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,4 BROADWAY 5 YR ELECTRICAL WORKS,B000020764/60330,CALBARRIE COMPLIANCE SERVICES,11/03/2020,2495.20
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,AMENITY LIGHTING REPAIRS,B000020766/27030,LIGHTING AND BUILDING SERVICES LTD,11/03/2020,2551.25
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,1 YEAR SUPPORT 26.03.20 - 25.03.21,B000020763/42067,XICON LIMITED,11/03/2020,2809.00
16 CHINA ST DV RENOVATION,CONTRACTOR OTHER,VALUATION NO 1,B000020766/59128,GEORGE PEARCE & SONS LTD,11/03/2020,3715.80
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020767/29877,ROSSENDALE VULCANISING (SALES LTD),11/03/2020,6868.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,20 PCS 400G6PD SFF,B000020763/52932,INSIGHT DIRECT (UK) LTD,11/03/2020,9270.00
GENERAL DRAINAGE,WORK DONE DLO-HIGHWAYS,JET AND CLEAN CHANNELS,B000020771/54512,CLEAR A DRAIN LTD,13/03/2020,600.00
PUBLIC TRANSPORT,CLEANING,JAN BUS STOP CYCLE,B000020771/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,13/03/2020,750.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 08.03.20,B000020771/46341,MORGAN HUNT UK LTD,13/03/2020,970.51
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 08.03.20,B000020771/33923,EDEN BROWN LIMITED,13/03/2020,1010.10
HUMAN RESOURCES,TRAINING EXPENSES,PERSONAL SAFETY TRAINING,B000020771/62377,SUZY LAMPLUGH TRUST,13/03/2020,1220.00
HUMAN RESOURCES,TRAINING EXPENSES,ELECTRIC/ASBESTOS TRAINING,B000020771/62376,TRAINING 365 LTD,13/03/2020,1450.50
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL,B000020771/29112,HYNDBURN LEISURE,13/03/2020,1600.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,PROF FEES ISBURSEMENTS,B000020771/58026,TURLEY ASSOCIATES LTD,13/03/2020,1725.25
BUILDING CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,LABC SERVICE FEE 20/21,B000020771/28719,LABC SERVICES,13/03/2020,2024.39
DEV CONTROL,DEV CONTROL SYSTEM,MAINTENANCE,B000020771/1639,GGP SYSTEMS LTD,13/03/2020,2055.03
GENERAL DRAINAGE,WORK DONE DLO-HIGHWAYS,CCTV EQUI,B000020771/54512,CLEAR A DRAIN LTD,13/03/2020,2814.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,PROF FEES DISBURSEMENTS,B000020771/58026,TURLEY ASSOCIATES LTD,13/03/2020,3031.05
DS6914 BROWN ST ED & COMM ZONE,GENERAL REPAIR & MAINT BLDGS,REPAIRS,B000020772/7524,ROSS LEE CONSTRUCTION LTD,16/03/2020,260.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020772/61130,KIRK SCAFFOLDING LTD,16/03/2020,298.29
RECYCLING COLLECTION,PAPER CARDBOARD - SALE OF MATS,MIXED RECYCLING MARCH 20 12.820KGS,B000020774/33025,RISHTON WASTE PAPER LTD,16/03/2020,384.60
HOUSING ADVICE,RENT DEPOSIT SCHEME,DEPOSIT FEE,B000020772/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,16/03/2020,450.00
ACCRINGTON TOWN CENTRE,T C PROMOTIONS,WHATS ON AND WHERE TO GO 1/2 PAGE 20-21,B000020774/49300,EUROMEDIA ASSOCIATES LTD,16/03/2020,450.00
REFUSE COLLECTION,AGENCY STAFF,AGENCY STAFF WK 28.3.20 - 8.3.20 ,B000020774/55740,RAPID RECRUITMENT LTD,16/03/2020,818.44
"DS6913 PHOENIX WORKS, BBURN RD",GENERAL REPAIR & MAINT BLDGS,"PHOENIX WORKS, BLACKBURN RD",B000020772/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,16/03/2020,920.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF - 2.3.20 8.3.20,B000020774/58023,BUCKINGHAM FUTURES LTD,16/03/2020,1060.50
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF- 17.2.20 - 1.3.20,B000020774/58023,BUCKINGHAM FUTURES LTD,16/03/2020,1176.00
"DS6913 PHOENIX WORKS, BBURN RD",GENERAL REPAIR & MAINT BLDGS,PHOENIX WORKS BLACKBURN RD,B000020772/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,16/03/2020,1325.00
REFUSE COLLECTION,CONTAINER REPAIRS & SPARES,GREY BINS WITH LIDS,B000020775/7059,ESE WORLD LIMITED,16/03/2020,2680.00
MARKETS - OPERATIONS,WATER CHARGES,WATER 16.01.20 - 15.02.20,B000020772/8325,WATER PLUS LTD,16/03/2020,2735.82
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,INFORMATION AT WORK UPGRADE,B000020772/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,16/03/2020,10200.00
COMPUTER SERVICES,DISASTER PLANNING,CITRIX ADC VPX 200,B000020773/62379,CETUS SOLUTIONS LTD,16/03/2020,11735.00
HYNDBURN CEMETERIES,SECURITY SYSTEM MAINTENANCE,TELEPHONE SYSTEM CHARGE,B000020781/35290,LOGICALTELECOM,18/03/2020,289.41
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY- FINAL INVOICE,B000020780/48843,CLEARWAY ENV SERVICES (UK) LTD,18/03/2020,295.00
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 06.03.20,B000020780/59823,HAYS,18/03/2020,337.46
PARKS & OPEN SPACES,ELECTRICITY,RHYDDINGS 01.02.20  -  29.02.20,B000020780/59343,EDF ENERGY,18/03/2020,339.95
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020780/26944,EAFIELD & MAPLE,18/03/2020,350.00
PARKS & OPEN SPACES,AGENCY STAFF, AGENCY STAFF W/E 23-02-2020,B000020781/19414,HEADS RECRUITMENT LIMITED,18/03/2020,587.57
MARKETS - STAFFING,MISC EQUIPMENT,SECURITY UPDATE,B000020781/24998,FULL CIRCUIT FIRE & SECURITY LTD,18/03/2020,694.02
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 16-2-20,B000020781/19414,HEADS RECRUITMENT LIMITED,18/03/2020,780.02
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY - FINAL INVOICE,B000020780/48843,CLEARWAY ENV SERVICES (UK) LTD,18/03/2020,900.00
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE PARKS,B000020781/44845,KEYPLUS SECURITY LTD,18/03/2020,930.00
PARKS & OPEN SPACES,WATER CHARGES,WATER - WOODLAND SPORTS PAVILLION NOV 19 TO FEB 20,B000020781/8325,WATER PLUS LTD,18/03/2020,998.73
HYNDBURN CEMETERIES,PRIVATE COMM SERVICE,ANNUAL - KEY HOLDING,B000020781/44845,KEYPLUS SECURITY LTD,18/03/2020,1040.00
HEALTH FOOD & SAFETY,GPP + ORDNANCE SURVEY SHEETS,CUSTOMER SUPPORT PROGRAMME ,B000020781/1639,GGP SYSTEMS LTD,18/03/2020,1389.66
LIBRARY ST DEPOT,ELECTRICITY,CVMU FEB 20,B000020780/25200,E.ON UK PLC,18/03/2020,1720.17
DEV CONTROL,FINANCIAL VIABILITY ASSESMENTS,"FORMER BIRT MILL SPRING ST, RISHTON",B000020779/59174,KEPPIE MASSIE,18/03/2020,2200.00
HUMAN RESOURCES,TRAINING EXPENSES,GANTRY TRAINING,B000020779/60521,CEMETERY TRAINING SERVICES,18/03/2020,2550.00
LYNDON PF SPORTS FACILITIES,OTHER FEES,LYNWOOD/WOOD ST  V43,B000020779/57454,REILLY DEVELOPMENT LTD,18/03/2020,3372.17
CHRISTMAS DECS & AMENITY COSTS,ELECTRICITY,SEASONAL ILLUMINATIONS,B000020780/25200,E.ON UK PLC,18/03/2020,4847.88
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DEVELOPMENT FUND,B000020779/783,CAPITA BUSINESS SERVICES LTD,18/03/2020,8693.00
LYNDON PF SPORTS FACILITIES,OTHER FEES,LYNWOOD / WOOD ST V42,B000020779/57454,REILLY DEVELOPMENT LTD,18/03/2020,11812.13
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,ROTHWELL TREE THINNING,B000020784/55411,WOODY (HYNDBURN) C I C,19/03/2020,295.00
ARSON REFUSE VEHICLES,MATERIALS-DIRECT,ACCIDENT DAMAGE,B000020783/1164,DENNIS EAGLE LIMITED,19/03/2020,379.67
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS FOR SERVICE,B000020783/1164,DENNIS EAGLE LIMITED,19/03/2020,519.49
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,VOLUNTEER SUPER,B000020784/9249,PROSPECTS FOUNDATION,19/03/2020,693.56
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,CLAYTON WOODLAND,B000020784/55411,WOODY (HYNDBURN) C I C,19/03/2020,730.00
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,BURNLEY ROAD,B000020784/55411,WOODY (HYNDBURN) C I C,19/03/2020,885.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020783/61466,AUTOTECH RECRUIT,19/03/2020,975.00
ROTHWELL WALLING RESTORATION,ENVIRONMENTAL WORKS,WALL RESTORATION,B000020782/58693,ALAN RHODES,19/03/2020,1000.00
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,HOLLINS,B000020784/55411,WOODY (HYNDBURN) C I C,19/03/2020,1180.00
NON DOMESTIC RATES,LEVY PAYMENT,LANCS BUSINESS RATES POOL 19/20,B000020782/7448,RIBBLE VALLEY BOROUGH COUNCIL,19/03/2020,2000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPAIRS,B000020782/62122,FRANCIS ROBERTS ARCHITECTS,19/03/2020,2327.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,I@W SOFTWARE SUPPORT,B000020782/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,19/03/2020,4000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,REPAIRS,B000020782/60321,AGE UK,19/03/2020,9495.00
NON DOMESTIC RATES,LEVY PAYMENT,BUSINESS RTE POOL 18/19,B000020782/57907,RIBBLE VALLEY B.C.,19/03/2020,55450.00
