Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE AGREEMENT  30.8.19 - 30.11.19,B000020437/37942,JCB FINANCE LTD,02/10/2019,467.44
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,MONTHLY EXTENSION FOR LEASE AGREEMENT SEPTEMBER 19 ,B000020437/37942,JCB FINANCE LTD,02/10/2019,609.72
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF 8.9.19 ,B000020437/19414,HEADS RECRUITMENT LIMITED,02/10/2019,868.92
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,THEATRE ON THE SQUARE 10TH AUGUST 2019,B000020437/47786,HYNDBURN ARTS LIMITED,02/10/2019,875.00
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF WK 15.9.19,B000020437/19414,HEADS RECRUITMENT LIMITED,02/10/2019,925.86
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING BROWADWAY 1ST-30TH SEPT 19,B000020436/29112,HYNDBURN LEISURE,02/10/2019,936.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,CYBER SECURITY 1 YEAR SUPPORT,B000020440/29231,SEC-1 LIMITED,02/10/2019,950.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 15.9.19 ,B000020437/19414,HEADS RECRUITMENT LIMITED,02/10/2019,965.61
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF 02.9.19 TO 15.9.19,B000020437/58023,BUCKINGHAM FUTURES LTD,02/10/2019,981.50
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,30 HP 290 G1 PCs,B000020440/52932,INSIGHT DIRECT (UK) LTD,02/10/2019,1305.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT 31.8.19,B000020437/19776,BIBBY FACTORS NORTHWEST LTD,02/10/2019,1595.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT 25.8.19,B000020437/19776,BIBBY FACTORS NORTHWEST LTD,02/10/2019,1750.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,POP PARTY REMAINING PAYMENT,B000020437/47786,HYNDBURN ARTS LIMITED,02/10/2019,2145.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,LOCAL PLAN HABITAT SURVEY  ,B000020436/35547,G SKELCHER & C DAY,02/10/2019,2350.00
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXI LICENSING,B000020439/21487,VIP-SYSTEM LTD,02/10/2019,4018.84
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020436/25868,HYNDBURN PLUMBING & HEATING SERVICES,02/10/2019,4043.00
SYRIAN RESETTLEMENT PROGRAMME,MEET & GREET/ORIENTATION/CASEW,SUPPORT SERVICE 17.10.19 - 16.1.20,B000020439/60802,CALICO ENTERPRISE,02/10/2019,8750.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020436/34573,MR R WILCOCK,02/10/2019,9310.00
WASTE SERVICES,PROTECTIVE CLOTHING,LARGE HI-VIS VEST TO BE PRINTED ,B000020443/49604,BE SMART CLOTHING LTD,03/10/2019,284.50
ACC TC CLEANSING,IMPLEMENTS & TOOLS, INTENSIVE DEEP CLEAN,B000020443/61652,CAPITAL CLEANING (KENT) LTD,03/10/2019,405.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT,B000020443/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,03/10/2019,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020443/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,03/10/2019,540.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT @ WHITEBIRK,B000020443/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,03/10/2019,825.00
STREET CLEANSING,HIRED VEHICLE,15 TONNE SWEEPER HIRE,B000020443/6987,DAWSONGROUP SWEEPERS LTD,03/10/2019,1020.00
PARKS & OPEN SPACES,NEW SEATS,GREEN LITTERBINS ,B000020443/1292,EARTH ANCHORS LTD,03/10/2019,1490.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020443/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,03/10/2019,1500.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,LARGE SCREEN HIRE,B000020443/61822,ADI UK LTD,03/10/2019,2100.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF GROUNDS MAINTENANCE WK 22.9.19 D.BENNETT,B000020444/19414,HEADS RECRUITMENT LIMITED,04/10/2019,434.46
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 22.9.19 ,B000020444/19414,HEADS RECRUITMENT LIMITED,04/10/2019,462.93
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 22.9.19 ,B000020444/19414,HEADS RECRUITMENT LIMITED,04/10/2019,925.86
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK  23.9.19 TO 29.9.19 ,B000020444/55740,RAPID RECRUITMENT LTD,04/10/2019,1063.09
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,CONTRACT FOR CUTTING VERGES,B000020444/57700,MASTER GROUND SERVICES,04/10/2019,6053.50
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,RETENTION PAYMENT FOR RHYDDINGS PARK CONTRACT 0000001207,B000020444/7524,ROSS LEE CONSTRUCTION LTD,04/10/2019,23269.25
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,TRASH SCREEN CLEARANCE,B000020448/38733,MARCHBRIDGE BUILDERS LTD,07/10/2019,251.08
LICENSING,MISC EXPENSES OTHER,BUFFET - IOL MEETING,B000020448/895,CHURCH STREET NEWS & FOOD LTD,07/10/2019,400.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000020448/27972,ROSSENDALES,07/10/2019,430.38
ELMFIELD HALL FLATS,GENERAL REPAIR & MAINT BLDGS,EICR TESTING - ELMFIELD HALL,B000020446/61632,ELEKTEC,07/10/2019,560.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY - SEPT 19,B000020446/48843,CLEARWAY ENV SERVICES (UK) LTD,07/10/2019,630.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 27.9.19,B000020446/59823,HAYS,07/10/2019,685.70
ACC TOWN HALL IMPROVEMENTS,OTHER FEES,ADDITIONAL WORKS AT A.T.H,B000020448/44786,CAMPBELL DRIVER PARTNERSHIP,07/10/2019,750.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 29.9.19,B000020446/46341,MORGAN HUNT UK LTD,07/10/2019,944.28
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 27.9.19,B000020446/59823,HAYS,07/10/2019,1254.87
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF - SEPT 19,B000020446/61898,AURORA ACCOUNTING SERVICES,07/10/2019,1260.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 23.9.19,B000020446/58852,OYSTER PARTNERSHIP,07/10/2019,1377.00
MARKETS - OPERATIONS,ASSET MAINT R&M,REPAIRS TO AUTOMATIC DOOR,B000020448/61979,ACE DOOR SYSTEMS LTD,07/10/2019,1875.00
DEVELOPMENT,LEGAL FEES,EMPLOYMENT TRIBUNAL CLAIM,B000020448/26004,FORBES SOLICITORS,07/10/2019,1970.50
ACCOUNTANCY,TRAINING EXPENSES,TUITION FEE ,B000020446/6911,NELSON & COLNE COLLEGE,07/10/2019,2100.00
CUSTOMER SERVICES,COMPUTER RENTAL & MAINT,TRAINING - 13-14 NOV 19,B000020446/52997,IRRV,07/10/2019,2900.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF  - SEPT 19,B000020447/61860,VIVID RESCOURCING,07/10/2019,4904.60
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF  - AUG 19,B000020447/61860,VIVID RESCOURCING,07/10/2019,5027.38
FACILITIES TEAM,PRIVATE CONTRACTORS WORK,CONSULTANCY -SEPT 19,B000020446/60967,JAC FM LIMITED,07/10/2019,5675.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020447/7874,STANNAH LIFT SERVICES LIMITED,07/10/2019,6572.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,PROFESSIONAL CONSULTANCY - SPORTS FACILITIES,B000020448/60549,WYG ENVIRONMENTAL PLANNING TRANSPORT LTD,07/10/2019,8954.50
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,A.T.H IMPROVEMENTS - PHASE 4 - VAL 5,B000020447/7524,ROSS LEE CONSTRUCTION LTD,07/10/2019,29404.08
P & C G ,CENTRAL ADMIN,FLU VACINATIONS,P-CARD-OCT 19,H & G HEALTHCARE,07/10/2019,328.00
REGENERATION,HOUSING,PUBLICATIONS,P-CARD-OCT 19,BLACKWELL.CO.UK,07/10/2019,314.97
BANK CHARGES,BANK CHARGES,BANK CHARGES,32284,NATWEST / ON GROUP,08/10/2019,480.00
HOUSING BENEFIT ADMINISTRATION,LEGAL FEES,COSTS,B000020451/27972,ROSSENDALES,09/10/2019,289.93
PENDLE ST PH1,CONTRACTOR OTHER,SCAFFOLDING HIRE,B000020451/61130,KIRK SCAFFOLDING LTD,09/10/2019,308.58
LOCAL TAXATION,LEGAL FEES,COSTS,B000020451/27972,ROSSENDALES,09/10/2019,345.53
HUMAN RESOURCES,OTHER FEES,DBS CHECKS - SEPT 19,B000020451/54847,DISCLOSURE & BARRING SERVICE,09/10/2019,616.00
ENVIRONMENTAL PROTECTION TEAM,OTHER LICENCES,VETS FEES FOR ANIMAL ACTIVITIES,B000020451/8090,MEARLEY VETERINARY GROUP,09/10/2019,696.18
GYPSY SITE,WORK DONE DLO-HIGHWAYS,REPAIRS TO CAR PARK,B000020451/59836,S. J. RIDEALGH,09/10/2019,1200.00
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,ROOF REPAIRS ,B000020451/21792,H & M BUILDING & JOINERY LTD,09/10/2019,2640.00
UNDERSPENDS,MARKETING COMMUNICATIONS,PARTNERSHIP OF VISIT LANCASHIRE 2018/19,B000020451/54892,MARKETING LANCASHIRE LTD,09/10/2019,3010.00
GENERAL EXPENSES,CABINET ACTION FUND,FUNDING FOR THE GREATER LANCS PLAN,B000020451/57907,RIBBLE VALLEY B.C.,09/10/2019,3905.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 30.09.19,B000020454/7871,STANLEY BROS TIPPERS LTD,11/10/2019,390.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TOWARDS EVENTS,B000020454/60670,FRIENDS OF RHYDDINGS PARK,11/10/2019,500.00
DOG WARDEN,KENNELING - DAYTIME,KENNELLING COSTS  FOR SEPTEMBER 2019,B000020454/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,11/10/2019,676.38
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,20% DEPOSIT FOR FAIRGROUND RIDES/STALLS  FOR 26.10.19 ACCRINGTON MARKET HALL CELEBRATIONS,B000020454/61991,IRVIN LEISURE,11/10/2019,1160.00
WASTE SERVICES,AGENCY STAFF,TEMP STAFF WK 30.9.19 TO 6.10.19,B000020454/55740,RAPID RECRUITMENT LTD,11/10/2019,1227.66
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,SITE VISIT 3.9.19,B000020454/17209,CIVICA UK LIMITED,11/10/2019,1300.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,CHOCOLATE FESTIVAL  2019,B000020454/17546,SCOTT DAWSON ADVERTISING LTD,11/10/2019,4000.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FIRST PAYMENT FOR XMAS LIGHT SWITCH ON 2019,B000020454/61582,ACCRINGTON COMMUNITY EVENTS,11/10/2019,4720.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,SOAPBOX CHALLENGE 2019,B000020454/17546,SCOTT DAWSON ADVERTISING LTD,11/10/2019,8500.00
P & C G ,CENTRAL ADMIN,JOB ADVERTS,P-CARD-OCT 19,LINKEDIN,11/10/2019,455.65
STREET CLEANSING,WEEDKILLING,TO PROVIDE HIGHWAY WEED CONTROL,B000020456/42709,RM SERVICES LTD,14/10/2019,295.00
STREET CLEANSING,WEEDKILLING,TO PROVID HIGHWAY WEED CONTROL ,B000020456/42709,RM SERVICES LTD,14/10/2019,295.00
PARKS & OPEN SPACES,ASSET MAINT R&M,WINDOW DAMAGED - GATTY PARK,B000020459/37017,PILKINGTON BROS (CHURCH) LTD,14/10/2019,327.51
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS,B000020455/7688,AEBI SCHMIDT UK LTD,14/10/2019,335.10
LAND CHARGES,LAND CHARGES,LAND CHARGES - SEPT 19,B000020461/2496,LANCASHIRE COUNTY COUNCIL,14/10/2019,339.00
CORPORATE PROPERTY,GROUND RENTS,"LICENCE FEE, PATH - CUT FARM",B000020457/16782,INGHAM & YORKE,14/10/2019,340.00
HAWORTH ART GALLERY,OTHER FEES,SALES - JULY 19,B000020457/58095,POLLYANNA PICKERING LTD,14/10/2019,345.60
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,NIGHT LIGHTING INSPECTION,B000020461/27030,LIGHTING AND BUILDING SERVICES LTD,14/10/2019,350.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SYNMAX OIL,B000020455/59186,SAR LUBRICANTS,14/10/2019,360.80
ENVIRONMENTAL PROTECTION TEAM,LEGAL FEES,PROFESSIONAL FEES,B000020461/26004,FORBES SOLICITORS,14/10/2019,375.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIPER SEALS,B000020455/7688,AEBI SCHMIDT UK LTD,14/10/2019,425.51
ENVIRONMENTAL PROTECTION TEAM,SMITH'S SCRAPYARD,PROFESSIONAL SERVICES - JULY 19,B000020457/61261,PROFESSIONAL WITNESSES LTD,14/10/2019,449.22
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,NOZZLE SKIDS,B000020455/7688,AEBI SCHMIDT UK LTD,14/10/2019,503.80
HAWORTH ART GALLERY,LICENSING PLACES OF ENTERTMT,LICENCE 2019/20,B000020457/38998,THE PERFORMING RIGHT SOCIETY,14/10/2019,504.15
HOUSING ADVICE,RENT DEPOSIT SCHEME,ACCOMMODATION - 10.9.19-18.9.19,B000020457/61786,BLAKEWATER HOTEL,14/10/2019,560.00
STREET CLEANSING,WEEDKILLING, 2ND HIGHWAY WEED CONTROL TREATMENT,B000020456/42709,RM SERVICES LTD,14/10/2019,590.00
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SALES - JULY - SEPT 19,B000020457/58095,POLLYANNA PICKERING LTD,14/10/2019,677.50
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,50 X UNIVERSAL CAPTURE LICENCES,B000020461/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,14/10/2019,695.94
HAWORTH ART GALLERY,ASSET MAINT R&M,WATER SERVICE - STABLES,B000020461/57133,INTERSERVE FS (UK) LTD,14/10/2019,723.08
MARKETS - OPERATIONS,ASSET MAINT R&M,FIX EXTERNAL STALLS - PAVILLION,B000020459/37017,PILKINGTON BROS (CHURCH) LTD,14/10/2019,730.40
REFUSE COLLECTION,HEALTH SCREENING,2 DAYS HEARING TESTS ,B000020456/56060,SOUND ADVICE SAFETY & HEALTH LTD,14/10/2019,795.00
MARKETS - OPERATIONS,ASSET MAINT R&M,LIGHTING TO MARKET STALLS,B000020459/37017,PILKINGTON BROS (CHURCH) LTD,14/10/2019,815.10
LIBRARY ST DEPOT,ASSET MAINT R&M,NEW SMOKE DETECTORS,B000020461/24998,FULL CIRCUIT FIRE & SECURITY LTD,14/10/2019,879.89
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 6.10.19,B000020457/46341,MORGAN HUNT UK LTD,14/10/2019,944.28
ENVIRONMENTAL PROTECTION TEAM,SMITH'S SCRAPYARD,PROFESSIONAL SERVICES - MAY 19,B000020457/61261,PROFESSIONAL WITNESSES LTD,14/10/2019,952.50
ENVIRONMENTAL PROTECTION TEAM,SMITH'S SCRAPYARD,PROFESSIONAL SERVICES - JUNE 19,B000020457/61261,PROFESSIONAL WITNESSES LTD,14/10/2019,952.65
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 6.10.19,B000020461/61657,G2 RECRUITMENT SOLUTIONS,14/10/2019,974.70
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 29.9.19,B000020457/33923,EDEN BROWN LTD,14/10/2019,1010.10
STREET CLEANSING,WEEDKILLING, ONE WEED CONTROL TREATMENT ,B000020456/42709,RM SERVICES LTD,14/10/2019,1180.00
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXI LICENSING,B000020460/60103,NEWAUTO LTD,14/10/2019,1233.90
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,EMPLOYMENT LAW STUDY UPDATE,B000020461/58026,TURLEY ASSOCIATES LTD,14/10/2019,1274.75
Asbestos removal various sites,CONTRACTOR OTHER,ASBESTOS REMOVAL - WILLOWS LANE,B000020461/40686,ASSIST FACILITIES MANAGEMENT,14/10/2019,1300.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,PRO MASTER 10 BOWLS SEED,B000020456/32109,D L F TRIFOLIUM LTD,14/10/2019,1372.00
ENVIRONMENTAL PROTECTION TEAM,SMITH'S SCRAPYARD,PROFESSIONAL SERVICES - APRIL 19,B000020457/61261,PROFESSIONAL WITNESSES LTD,14/10/2019,1398.55
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020460/7874,STANNAH LIFT SERVICES LIMITED,14/10/2019,1463.00
Asbestos removal various sites,CONTRACTOR OTHER,ASBESTOS REMOVAL - SPORTS CENTRE,B000020461/40686,ASSIST FACILITIES MANAGEMENT,14/10/2019,1650.00
PARKS & OPEN SPACES,ASSET MAINT R&M,BREAKIN REPAIRS - LOWERFOLD,B000020459/37017,PILKINGTON BROS (CHURCH) LTD,14/10/2019,1839.02
GYPSY SITE,RENT AND HIRE OF PREMISES,AUGUST 19,B000020459/45458,GLOSSOP CARAVANS LTD,14/10/2019,1920.00
GYPSY SITE,RENT AND HIRE OF PREMISES,SEPT 19,B000020459/45458,GLOSSOP CARAVANS LTD,14/10/2019,1920.00
ENVIRONMENTAL PROTECTION TEAM,SMITH'S SCRAPYARD,PROFESSIONAL SERVICES - MAY 19,B000020457/61261,PROFESSIONAL WITNESSES LTD,14/10/2019,2428.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020460/25868,HYNDBURN PLUMBING & HEATING SERVICES,14/10/2019,2760.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020460/61714,AUTHORIZED ACCESS SYSTEMS LTD,14/10/2019,3561.66
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020460/7874,STANNAH LIFT SERVICES LIMITED,14/10/2019,3704.00
INSURANCES,EXCESS PAYMENTS,INSURANCE CLAIM ,B000020461/61720,TRAVELERS INSURANCE COMPANY,14/10/2019,4549.20
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,GRANT - OCT- DEC 19,B000020459/1957,HOMEWISE SOCIETY LTD,14/10/2019,6124.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020461/7874,STANNAH LIFT SERVICES LIMITED,14/10/2019,7137.00
STREET CLEANSING,WEEDKILLING,TREATMENT  THROUGHOUT HYNDBURN,B000020456/42709,RM SERVICES LTD,14/10/2019,11555.00
MERCER SKATE PARK PROJECT,MISCELLANEOUS,SKATEBOARD PARK,B000020456/61746,LESLIE LIPTON LTD,14/10/2019,40657.00
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,TEMP STAFF - AUG 19,B000020462/55748,URBAN VISION PARTNERSHIP LTD,15/10/2019,5069.86
WILLOWS LANE DEPOT,SECURITY SYSTEM MAINTENANCE,ALARM REPONSE AT HBC PARKS  ,B000020472/44845,KEYPLUS SECURITY LTD,16/10/2019,447.20
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E  6.10.19 ,B000020472/19414,HEADS RECRUITMENT LIMITED,16/10/2019,462.93
PARKS & OPEN SPACES,AGENCY STAFF, AGENCY STAFF W/E 6.10.19,B000020472/19414,HEADS RECRUITMENT LIMITED,16/10/2019,462.93
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 13.10.19,B000020470/61466,AUTOTECH RECRUIT,16/10/2019,575.00
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF  WK  6.10.19,B000020472/19414,HEADS RECRUITMENT LIMITED,16/10/2019,623.84
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT TO LP INDUCTION JUL-SEP 19,B000020471/29112,HYNDBURN LEISURE,16/10/2019,720.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,SQUARE MODULE AND PANELS ,B000020472/17546,SCOTT DAWSON ADVERTISING LTD,16/10/2019,960.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT ARMED FORCES JUL-SEP 19,B000020471/29112,HYNDBURN LEISURE,16/10/2019,1046.50
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  16.9.19 - 6.10.19 ,B000020472/58023,BUCKINGHAM FUTURES LTD,16/10/2019,1336.84
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SERVICE PARTS,B000020470/1164,DENNIS EAGLE LIMITED,16/10/2019,2500.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT TOWARDS SWIMMING,B000020471/29112,HYNDBURN LEISURE,16/10/2019,4304.00
VEHICLE MAINT SUPERVISION,COMPUTER RENTAL & MAINT,FLETMASTER MAINTENANCE,B000020470/44243,TRAPEZE GROUP (UK) LTD,16/10/2019,7769.46
VEHICLE MAINT SUPERVISION,COMPUTER RENTAL & MAINT,FLEETMASTER LICENCE,B000020470/44243,TRAPEZE GROUP (UK) LTD,16/10/2019,8002.54
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  SEPTEMBER,32253,G4S CASH SOLUTIONS,16/10/2019,378.34
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 6.10.19,B000020473/33923,EDEN BROWN LTD,17/10/2019,1010.10
LOCAL TAXATION,LEGAL FEES,MONIES COLLECTED,B000020476/27972,ROSSENDALES,21/10/2019,356.48
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,WREATHS REMEBRANCE SUNDAY,B000020477/59312,THE ROYAL BRITISH LEGION,21/10/2019,402.50
HUMAN RESOURCES,EMPLOYEE ASSISTANCE PROGRAMME,EMPLOYEE ASSISTANCVE PROGRAMME,B000020476/58952,EMPLOYEE ADVISORY RESOURCE LTD,21/10/2019,502.28
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDSCREEN AND ASSEMBLY KIT,B000020478/1164,DENNIS EAGLE LIMITED,21/10/2019,505.69
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,REPAIR KIT,B000020478/7688,AEBI SCHMIDT UK LTD,21/10/2019,592.60
HUMAN RESOURCES,SUBSIDISED PROFESSIONAL SUBS,ANNUAL SUBS,B000020476/59281,INDICATOR - FL MEMO LTD,21/10/2019,639.00
LOCAL TAXATION,OTHER FEES,NDR REVIEW,B000020476/61357,CAPACITY GRID,21/10/2019,650.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 01.09.19,B000020477/61546,R K GROUP,21/10/2019,729.43
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SKIDS SWEEPER,B000020478/7688,AEBI SCHMIDT UK LTD,21/10/2019,741.60
CORP & DEM CORE,MARKETING COMMUNICATIONS,BT DIRECTORIES,B000020476/61606,BT REDCARE,21/10/2019,1098.18
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING FOR WEDDINGS,B000020477/57628,S.R.S. CATERING LTD,21/10/2019,3416.67
HOUSING ADVICE,GRANTS,RAPID REHOUSING PATHWAY NAVIGATOR SCHEME,B000020477/19391,MAUNDY RELIEF,21/10/2019,15000.00
BANK CHARGES,BANK CHARGES,STREAMLINE,32267,WORLDPAY,22/10/2019,1342.81
BANK CHARGES,BANK CHARGES,STREAMLINE,32267,WORLDPAY,22/10/2019,1811.39
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES RECOVERED,B000020482/27972,ROSSENDALES,23/10/2019,291.92
HUMAN RESOURCES,DRUGS & ALCOHOL,DTEC COLLECTION,B000020483/57686,D TEC INTERNATIONAL,23/10/2019,370.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 07.10.19,B000020483/58852,OYSTER PARTNERSHIP,23/10/2019,576.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 13.10.19,B000020483/46341,MORGAN HUNT UK LTD,23/10/2019,590.18
ACCOUNTANCY,ADVERTISING,ACCOUNTANCY AD,B000020483/58633,JGP RESOURCING LTD,23/10/2019,600.00
