Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.7.17-31.7.17,B000018991/39796,EDF ENERGY,08/08/17,375.27
GYPSY SITE,ELECTRICITY,GYPSY - 1.7.17-31.7.17,B000018991/39796,EDF ENERGY,08/08/17,834.72
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 17.7.17,B000018991/33923,EDEN BROWN LTD,08/08/17,884.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - 1.7.17-31.7.17,B000018991/59343,EDF ENERGY,08/08/17,2148.79
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE- 1.7.17-31.7.17,B000018991/59343,EDF ENERGY,08/08/17,2702.46
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.7.17-31.7.17,B000018991/59343,EDF ENERGY,08/08/17,3480.53
CUSTOMER SERVICES,TRAINING EXPENSES,WORKSHOP- 11/12.7.17,B000018997/57231,ROSSENDALES TRAINING,09/08/17,250.61
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,HEAND CONTROL UNIT,B000018995/7688,AEBI SCHMIDT UK LTD,09/08/17,273.71
LICENSING,DVLA FEES,ONLINE DVLA CHECKS,B000018996/59795,G B GROUP PLC,09/08/17,284.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018997/59301,CONSULTANTS & SPEC SURVEYORS LTD,09/08/17,295.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKE PARTS,B000018995/1918,HYDRAIR,09/08/17,314.52
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BEARING SCREWS ETC,B000018995/1164,DENNIS EAGLE LIMITED,09/08/17,320.60
GYPSY SITE,NET RENTS,3.7.17-31.7.17,B000018996/45458,GLOSSOP CARAVANS LTD,09/08/17,340.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TURN ALARM HEAD,B000018995/8388,VISION TECHNIQUES LTD,09/08/17,350.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,C4 SCHOOLS PART 2 HERIATGE WOR,B000018996/58722,P WELLS T/A THE HERITAGE CONNECTION,09/08/17,400.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EJECTOR RAM,B000018995/59948,EURO MUNICIPAL LTD,09/08/17,450.00
ACCRINGTON MARKET,GENERAL REPAIR & MAINT BLDGS,ALARM IN KIOSK 17,B000018996/50170,NEPTUNE FIRE AND SECURITY,09/08/17,470.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,GEAR BOX PARTS,B000018995/59948,EURO MUNICIPAL LTD,09/08/17,750.00
GREEN WASTE COLLECTION,AGENCY STAFF,TEMP STAFF W/E 31.7.17,B000018999/59887,WORKFORCE RECRUITMENT (NW) LTD,09/08/17,832.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.8.17,B000018996/33923,EDEN BROWN LTD,09/08/17,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.8.17,B000018996/33923,EDEN BROWN LTD,09/08/17,858.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - JULY 17,B000018999/29112,HYNDBURN LEISURE,09/08/17,860.54
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY - JULY 17,B000018999/48843,CLEARWAY ENV SERVICES (UK) LTD,09/08/17,903.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 30.7.17,B000018999/46341,MORGAN HUNT UK LTD,09/08/17,914.64
Corporate Property Bus Unit,GENERAL SUBSCRIPTIONS,STRATEGIC ASSETS NETWORK 17/18,B000018997/44171,CIPFA BUSINES LIMITED,09/08/17,925.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 31.7.17,B000018997/55150,VENN GROUP LIMITED,09/08/17,925.25
REFEREND16/17 PARLIMENTAR17/18,PREPARATION POLL CARDS,ROSSENDALE POLL CARDS - PARL 1,B000018997/48681,ROSSENDALE BOROUGH COUNCIL,09/08/17,1485.26
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SWEEP PLATES,B000018995/59948,EURO MUNICIPAL LTD,09/08/17,1500.00
ACCOUNTANCY,ADVERTISING,ADVERT - 28 DAYS FROM 29.5.17,B000018996/59823,HAYS,09/08/17,1500.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - JULY 17,B000018997/29112,HYNDBURN LEISURE,09/08/17,1600.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MGT FEE - AUG 17,B000018997/29112,HYNDBURN LEISURE,09/08/17,12083.33
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 30/07/2017,B000019003/19414,HEADS RECRUITMENT LIMITED,10/08/17,302.87
TIPPING CHARGES,HIRED VEHICLE,HIRE OF WAGON 28/07/2017,B000019003/9294,STANLEY BROTHERS (TIPPERS) LTD,10/08/17,390.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 30/07/2017,B000019003/19414,HEADS RECRUITMENT LIMITED,10/08/17,403.67
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF 30/07/2017,B000019003/58023,BUCKINGHAM FUTURES LTD,10/08/17,568.83
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 30/07/2017,B000019003/58023,BUCKINGHAM FUTURES LTD,10/08/17,624.78
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 30/07/2017,B000019003/19414,HEADS RECRUITMENT LIMITED,10/08/17,850.98
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,SUPPORT CHARGE,B000019004/55609,OBITUS (VIVEDIA LTD),10/08/17,1198.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,WORKS AT ACC CREM,B000019004/8652,THE PHOENIX PARTNERSHIP,10/08/17,1246.60
STREET CLEANSING,MECH SWEEPER BRUSHES,POLY/WIRE BRUSHES FOR SCHMIDT ,B000019004/54115,PROBRUSH,10/08/17,1574.20
STREET CLEANSING,AGENCY STAFF,AGENCY WORKERS W/E 31/07/2017,B000019003/55740,RAPID RECRUITMENT LTD,10/08/17,3072.85
STREET CLEANSING,DOG BAGS,DOG WASTE SACKS HSLLD30 @ £72.,B000019004/19799,DURASAK,10/08/17,3759.60
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,WORKS AT RHYDDINGS PARK,B000019004/58933,HORTICON LTD,10/08/17,25948.59
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SHOP SALES,B000019006/70,A SANDERS & D WALLACE,14/08/17,251.97
MAYORALTY,CIVIC LUNCHEON,FLOWERS FOR MAYOR MAKING,B000019006/8371,VICTORIA FLOWER SHOP,14/08/17,325.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.8.17,B000019006/33923,EDEN BROWN LTD,14/08/17,858.00
CUSTOMER SERVICES,COMPUTER RENTAL & MAINT,PERSONAL BUDGETING TRAINING,B000019006/59749,ESCALLA,14/08/17,895.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 6.8.17,B000019006/46341,MORGAN HUNT UK LTD,14/08/17,914.64
HEALTH FOOD & SAFETY,BURIAL FEES,FUNERAL COSTS,B000019006/55164,BARTON & HALLWORTH FUNERAL SERVICES,14/08/17,1549.00
HOUSING BENEFIT ADMINISTRATION,POSTAGES,ROYAL MAIL RETURN SERVICE,B000019006/51517,ROYAL MAIL GROUP LTD,14/08/17,2000.00
ACCRINGTON MARKET,GAS,MARKET - 30.6.17-31.7.17,B000019009/30430,NPOWER BUSINESS,15/08/17,301.32
CIVIC SOCIETY FLAGS,EQUIPMENT,GRANT FOR FLAGS,B000019009/50066,GREAT HARWOOD CIVIC SOCIETY,15/08/17,434.40
HAWORTH ART GALLERY,GAS,H.A.G - 27.6.17-31.7.17,B000019009/30430,NPOWER BUSINESS,15/08/17,585.29
WILLOWS LANE DEPOT,GAS,WILLOWS LANE - 15.5.17-31.7.17,B000019009/30430,NPOWER BUSINESS,15/08/17,659.07
LICENSING,OTHER FEES,DBS CHECKS - JULY 17,B000019009/54847,DISCLOSURE & BARRING SERVICE,15/08/17,968.00
ACCRINGTON CREMATORIUM,GAS,ACC CEM - 29.6.17-31.7.17,B000019009/30430,NPOWER BUSINESS,15/08/17,1701.31
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXI LICENSING,B000019008/21487,VIP-SYSTEM LTD,15/08/17,3533.81
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SUPPLY & FIT GLASS,B000019015/38986,LANCASHIRE WINDSCREENS LIMITED,16/08/17,265.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SERVICE CALL OUT 3.7.17,B000019017/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,16/08/17,360.00
ENVIRONMENTAL PROTECTION TEAM,AIR QUALITY REVIEW,ABOTIVE COSTS- WARRANT,B000019017/59995,DCBL,16/08/17,495.00
LAND CHARGES,LAND CHARGES,LAND CHARGES - JULY 17,B000019017/2496,LANCASHIRE COUNTY COUNCIL,16/08/17,546.00
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES - 9.5.17-8.8.17,B000019017/781,CANON (UK) LTD,16/08/17,572.36
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 6.8.17,B000019017/55150,VENN GROUP LIMITED,16/08/17,927.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SERVICE CALL 14.7.17,B000019016/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,16/08/17,985.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019016/47956,BRYAN LEE BULDING CONTRACTORS,16/08/17,3841.23
REGISTRATION OF ELECTORS,BASIC PAY,1ST QUARTER APR-JUNE 17,B000019017/45531,BOROUGH OF PENDLE,16/08/17,5951.75
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TRYES,B000019015/29877,ROSSENDALE VULCANISING (SALES LTD),16/08/17,6129.00
ALLOTMENTS,WATER CHARGES,7LEY FARM - 15.5.17-7.8.17,B000019022/8325,WATER PLUS LTD,18/08/17,337.38
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUSH/PIN,B000019021/1758,GUNN JCB LTD,18/08/17,430.35
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SKIDS,B000019021/7688,AEBI SCHMIDT UK LTD,18/08/17,455.30
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BEARINGS,B000019021/1640,GIBSONS GARDEN MACHINERY LTD,18/08/17,461.13
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 13.8.17,B000019022/46341,MORGAN HUNT UK LTD,18/08/17,556.20
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,CLAIM FORMS,B000019022/55204,SYSTEM CELL LTD,18/08/17,950.00
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,CONT TO SUPER SLOW WAY PROJECT,B000019022/54412,CANAL & RIVER TRUST,18/08/17,5000.00
CORP & DEM CORE,GENERAL CONTRIBUTIONS,CONT TO GROWTH LANCASHIRE 2017,B000019022/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,18/08/17,15000.00
HOMELESSNESS-302 BURNLEY RD AC,SECURITY SYSTEM MAINTENANCE,KEY HOLDING,B000019023/44845,KEYPLUS SECURITY LTD,21/08/17,260.00
HYNDBURN CEMETERIES,GENERAL GROUNDS MAINTENANCE,SIGN GT HAR CEM,B000019023/38733,MARCHBRIDGE BUILDERS LTD,21/08/17,270.80
ACCRINGTON MARKET,ELECTRICITY,STALL 31-33 - 29.6.17-28.7.17,B000019027/58253,AXIS BUSINESS SERVICES,23/08/17,331.84
PLANNING POLICY B.U.,FEES-ANALYSTS & CONSULTANTS,SA SCOPING STUDIES,B000019027/59167,ARCADIS CONSULTING (UK) LTD,23/08/17,750.00
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAME PLATES,B000019028/38733,MARCHBRIDGE BUILDERS LTD,23/08/17,913.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 20.8.17,B000019027/46341,MORGAN HUNT UK LTD,23/08/17,914.64
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 23.7.17,B000019027/55150,VENN GROUP LIMITED,23/08/17,955.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.7.17,B000019027/55150,VENN GROUP LIMITED,23/08/17,962.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TECHNICAL UPGRADE,B000019027/783,CAPITA BUSINESS SERVICES LTD,23/08/17,3750.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 06/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,302.87
PARKS & OPEN SPACES,SEWERAGE,WATER CHARGES WHITEASH,B000019032/8325,WATER PLUS LTD,24/08/17,382.37
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 07/08/2017 1 DAY,B000019032/9294,STANLEY BROTHERS (TIPPERS) LTD,24/08/17,390.00
PARKS & OPEN SPACES,PROTECTIVE CLOTHING,PPE,B000019032/49604,BE SMART CLOTHING LTD,24/08/17,393.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 13/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,403.67
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 06/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,478.27
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 06/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCT STAFF W/E 09/07/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
PARKS & OPEN SPACES,AGENCY STAFF,AGECY STAFF W/E 13/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 06/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
PARKS & OPEN SPACES,KENNELING - OUT OF HOURS,AGENCY STAFF W/E 06/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 30/07/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 13/08/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,850.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 18/06/2017,B000019032/19414,HEADS RECRUITMENT LIMITED,24/08/17,925.58
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 13/08/2017,B000019032/55740,RAPID RECRUITMENT LTD,24/08/17,3229.98
WILLOWS LANE DEPOT,PENDLE - OUT OF HOURS,OUT OF HOURS 01ST APR - 30TH J,B000019032/59166,TOGETHER HOUSING ASSOCIATION,24/08/17,4116.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019036/59301,CONSULTANTS & SPEC SURVEYORS LTD,25/08/17,295.00
UNDERSPENDS,FEES-ANALYSTS & CONSULTANTS,REGSITRATION FEE,B000019037/59291,DRY STONE WALLING ASSOCIATION,25/08/17,550.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 13.8.17,B000019037/55150,VENN GROUP LIMITED,25/08/17,927.50
LIBRARY ST DEPOT,WATER CHARGES,18.5.17-14.8.17- CVMU,B000019035/8325,WATER PLUS LTD,25/08/17,1063.51
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019036/25868,HYNDBURN PLUMBING & HEATING SERVICES,25/08/17,3820.00
PUBLIC TRANSPORT,MAINTENANCE,SUPPLY ON NEW BUS SHLETER,B000019036/59697,AUTOCROSS EUROSHEL LTD,25/08/17,3860.00
PEST CONTROL,NEW EQUIPMENT,"PIPE, WALL AND DRAIN INSPECTIO",B000019040/56666,SOUTH SURVEY LTD,29/08/17,799.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,PALLET OF BOWCOM SUPREME PLUS ,B000019040/57563,BOWCOM,29/08/17,1056.25
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000019040/46880,SPECIALIST FLEET SERVICES LTD,29/08/17,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000019040/46880,SPECIALIST FLEET SERVICES LTD,29/08/17,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT NUMBER 105305,B000019040/46880,SPECIALIST FLEET SERVICES LTD,29/08/17,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,MONTHLY AGREEMENT COSTS,B000019040/46880,SPECIALIST FLEET SERVICES LTD,29/08/17,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,MONTHLY AGREEMENT COSTS,B000019040/46880,SPECIALIST FLEET SERVICES LTD,29/08/17,2644.75
CUTWOOD PARK PLAY AREA,MISCELLANEOUS,CUT BACK 100MM AND FILL WITH N,B000019040/26129,RTC SAFETY SURFACES LTD,29/08/17,2838.00
STREET CLEANSING,PURPLE BAGS,LAVENDER COLOUR SACKS @ £55.90,B000019040/19799,DURASAK,29/08/17,3082.89
REFUSE COLLECTION,ORANGE BIN BAGS,ORANGE REFUSE SACKS @ £58.50 P,B000019040/19799,DURASAK,29/08/17,3182.40
ELMFIELD HALL FLATS,GENERAL REPAIR & MAINT BLDGS,NEW EXTINGUISHERS AT ELMFIELD ,B000019041/20408,PENNINE FIRE & SAFETY LIMITED,30/08/17,257.64
ELMFIELD HALL FLATS,GENERAL REPAIR & MAINT BLDGS,ALARM CHECK - ELMFIELD HALL,B000019042/24998,BELLIT SECURITY LIMITED,30/08/17,270.00
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS AT BULLOUGH PARK,B000019041/59248,LANCASHIRE GAS SERVICES,30/08/17,468.25
SOFT PLAY AREA,CONTRACTOR OTHER,INSTALL ALARM SYSTEM IN SOFT P,B000019041/24998,BELLIT SECURITY LIMITED,30/08/17,492.67
HAWORTH ART GALLERY,ASSET MAINT R&M,CLEAN WATER STORAGE TANK,B000019041/57133,INTERSERVE FS (UK) LTD,30/08/17,600.00
HAG REROOF AND REFURB,CONTRACTOR OTHER,ROOF REPAIRS - H.A.G,B000019042/7524,ROSS LEE CONSTRUCTION LTD,30/08/17,609.75
LEISURE IN HYNDBURN,LIH R&M,INSTALLATION OF 3 FIRE SOUNDER,B000019041/32363,HYNDBURN HOMES LTD,30/08/17,614.98
HYNDBURN CEMETERIES,ASSET MAINT R&M,WORKS AT ACC CEM,B000019041/20,A BYRNE FENCING,30/08/17,695.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 20.8.17,B000019042/55150,VENN GROUP LIMITED,30/08/17,926.25
ACCRINGTON MARKET,ASSET MAINT R&M,WORKS TO CELLAR,B000019042/38733,MARCHBRIDGE BUILDERS LTD,30/08/17,970.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019041/59914,THE EXCELLENT RAMP SYSTEM LTD,30/08/17,997.00
HUMAN RESOURCES,ADVERTISING,JOB VACANCY ADVERTS,B000019042/57973,NEWSQUEST,30/08/17,1194.17
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,GROUPWISE- 1.5.17-30.4.17,B000019041/57867,NETWORK DESIGN & SUPPORT,30/08/17,1226.14
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV MONITORING - JULY 17,B000019042/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,30/08/17,7320.78
LICENSING,COMPUTER RENTAL & MAINT,LALPAC USER LICENCES & MTCE,B000019042/32441,IDOX SOFTWARE LTD,30/08/17,8225.07
HOUSING ADVICE,TEMPORARY ACCOMMODATION,TEMP ACCOM  - 5.7.17- 12.7.17,B000019045/28199,HILL VIEW (PRIVATE) HOTEL,31/08/17,385.00
PARKS & OPEN SPACES,MEDICAL EXAMINATIONS,OCC HEALTH,B000019045/44366,PEOPLE ASSET MANAGEMENT,31/08/17,400.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,TEMP ACCOM- 4.8.17-7.8.17,B000019045/28199,HILL VIEW (PRIVATE) HOTEL,31/08/17,405.00
BANK MILL HOUSE,WATER CHARGES,22.5.17-20.8.17 - BANK MILL HO,B000019045/8325,WATER PLUS LTD,31/08/17,432.29
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 27.8.17,B000019045/55150,VENN GROUP LIMITED,31/08/17,927.50
