Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
SELF ISOLATION PROJECT,GENERAL CONTRIBUTIONS,FOCUS GROUPS PILOT PROJECT,B000023315/7443,RHYDDINGS BUSINESS & ENTERPRISE SCHOOL,06/06/2022,600.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILEE PAMPHLETS,B000023315/9859,TRISTAR PRINTERS LIMITED,06/06/2022,997.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,GENERATORS - MAY 22,B000023316/26968,LIGHTING AND BUILDING SERVICES LTD,06/06/2022,860.00
LOCAL ELECTIONS,TRAINING EXPENSES,PS TRAINING - MAY 22 ELECTIONS,B000023316/350,ASSOC OF ELECTORAL ADMINISTRATORS,06/06/2022,1137.50
ADMINISTRATION SERVICES,AGENCY STAFF,TEMP STAFF- JUNE 22,B000023316/50873,SERVICEMASTER,06/06/2022,1275.18
LOCAL ELECTIONS,POSTAGES,RETURNED POSTAGE - MAY 22 ELECTION,B000023316/51517,ROYAL MAIL GROUP LTD,06/06/2022,2656.08
HOUSING ADVICE,CHOICE BASED LETTINGS,B WITHUS - CONTRIBUTION TO COSTS 22/23,B000023316/59166,TOGETHER HOUSING ASSOCIATION,06/06/2022,17359.66
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,LANDSCAPE ASSESSMENT - JUNE 22,B000023316/61536,PENNY PRICE,06/06/2022,3716.50
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 29.5.22,B000023316/61860,VIVID RESOURCING,06/06/2022,2013.77
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES - 22.2.22 TO 21.5.22,B000023316/781,CANON (UK) LTD,06/06/2022,345.77
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILEE WINDOW FILMS  FOR TOWN HALL,B000023318/1344,ELLISON PRINTING,07/06/2022,932.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILEE ADVERT IN MAGAZINE,B000023318/17546,SCOTT DAWSON ADVERTISING LTD,07/06/2022,500.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 29-MAY-22,B000023318/19414,PROMAN SUPPLY CHAIN LTD,07/06/2022,542.49
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 29.05.022,B000023318/19414,PROMAN SUPPLY CHAIN LTD,07/06/2022,832.37
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING AT OAKHILL,B000023318/50873,SERVICEMASTER,07/06/2022,311.86
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING AT WILSONS,B000023318/50873,SERVICEMASTER,07/06/2022,478.08
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING AT CEM OFFICE,B000023318/50873,SERVICEMASTER,07/06/2022,637.45
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING AT RHYDDINGS PARK,B000023318/50873,SERVICEMASTER,07/06/2022,717.14
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 29.05.2022,B000023318/55740,RAPID RECRUITMENT LTD,07/06/2022,1046.74
VEHICLES,AQUISITION OF VEHICLES,PURCHASE OF VEHICLE ,B000023318/57276,CHRYSTAL MEDICAL,07/06/2022,14815.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 23.05.2022,B000023318/58852,OYSTER PARTNERSHIP,07/06/2022,715.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E  23.05.2022,B000023318/58852,OYSTER PARTNERSHIP,07/06/2022,1092.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 16.05.2022,B000023318/58852,OYSTER PARTNERSHIP,07/06/2022,1092.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TREE PLANTING,B000023318/61863,MILL HOUSE NURSERIES LTD,07/06/2022,735.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,ACCRINGTON ACRE - PROJECT SERVICES,B000023318/66574,CBRE LTD,07/06/2022,3500.00
PARKS & OPEN SPACES,WATER CHARGES,WATER BILL - WILLOWS LANE,B000023318/8325,WATER PLUS LTD,07/06/2022,420.61
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TREE WORKS,B000023319/22189,ROY CATTERMOLE (TREE SURGEON),08/06/2022,675.00
PARKS WALL RECONSTRUCTION PROJ,CONTRACTOR OTHER,REPAIRS TO BOUNDARY WALLS ,B000023319/37017,PILKINGTON BROS (CHURCH) LTD,08/06/2022,13602.30
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,150MM FLAT SOFFIT,B000023319/55052,ACCRINGTON PLASTICS,08/06/2022,389.68
RHYDDINGS PARK PLAY AREA,CONTRACTOR OTHER,REPLACE ROTTEN TIMBER POST ,B000023319/60721,GROUNDWORK & LEISURE SERVICES LIMITED,08/06/2022,10950.00
VEHICLE MAINT SUPERVISION,PRINTING,50 - DRIVER DEFECT REPORT PADS ,B000023319/62631,DIRECT-ED PRINTING SERVICES LTD,08/06/2022,331.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,DERV (DIESEL),B000023319/64492,CERTAS ENERGY,08/06/2022,32289.08
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEAM CLEAN X 2,B000023320/58642,KEEP EM CLEAN,08/06/2022,262.50
MOT GENERAL,AGENCY STAFF,TEMP STAFF - W/E 29.5.22,B000023320/61466,AUTOTECH RECRUIT,08/06/2022,1080.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,GAS SUPPRESSION SYSTEM ALARM FAULT,B000023321/17583,PROTEC FIRE DETECTION PLC,08/06/2022,482.00
CORPORATE PROPERTY,ASSET MAINT R&M,FENCING ,B000023321/20,A BYRNE FENCING,08/06/2022,1510.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 16.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,816.41
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 23.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,1430.00
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 23.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,1443.00
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 16.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,1443.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 23.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,1467.79
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 16.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,1716.00
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/E 16.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,2650.00
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/E 23.5.22,B000023321/58852,OYSTER PARTNERSHIP,08/06/2022,2650.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 29.5.22,B000023321/61657,G2 RECRUITMENT SOLUTIONS,08/06/2022,806.32
HAG POTTING SHED PAIP,CONTRACTOR OTHER,POTTING SHED PROJECT WORK,B000023321/61963,SMART BUILDING SOLUTIONS BLACKBURN LTD,08/06/2022,3285.00
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN,B000023321/62168,CIVICA ELECTION SERVICES,08/06/2022,289.90
WILLOWS LANE STORES UPGRADE,CONTRACTOR OTHER,ROOF SURVEY,B000023321/65718,KENNEDY REDFORD LIMITED,08/06/2022,850.00
MAYORALTY,MISC EXPENSES OTHER,5 X HONORARY FREEMAN BADGES,B000023322/11252,VAUGHTONS,08/06/2022,1461.80
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION - 05.03.22 - 30.03.22,B000023322/28199,HOTEL,08/06/2022,2000.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMODATION - 09/05/22 - 30/05/22,B000023322/28199,HOTEL,08/06/2022,2415.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION - 03/05/22 - 30/05/22,B000023322/28199,HOTEL,08/06/2022,2970.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 30/03/22 - 30/05/22,B000023322/28199,HOTEL,08/06/2022,9455.00
MEMBERS EXPENSES,GENERAL CONTRIBUTIONS,SUPPLY OF TABLE CLOTHS AND DRINKS,B000023322/29112,HYNDBURN LEISURE,08/06/2022,267.25
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000023322/46339,RENT SOLUTIONS LTD,08/06/2022,655.88
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023322/50640,PRISM MEDICAL UK,08/06/2022,2995.62
REGISTRATION OF ELECTORS,STATIONERY,SCHOFIELDS RELEASE 64,B000023322/50652,THOMSON REUTERS PROFESSIONAL UK LTD,08/06/2022,314.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/E - 05.06.22,B000023322/61657,G2 RECRUITMENT SOLUTIONS,08/06/2022,663.34
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF  P/E 05.06.22,B000023322/61657,G2 RECRUITMENT SOLUTIONS,08/06/2022,749.25
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF BUILDING FOR USE AS A POLLING STATION,B000023322/7474,RISHTON PARISH CHURCH,08/06/2022,300.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023322/7874,STANNAH LIFT SERVICES LIMITED,08/06/2022,3244.00
LICENSING,COMPUTER RENTAL & MAINT,WHITELISTING IP ADDRESS,B000023323/17209,CIVICA UK LIMITED,08/06/2022,740.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023323/59806,GREENWOOD PLUMBERS,08/06/2022,3250.00
CAFM SYSTEM,RENTAL & MAINT SOFTWARE MISC,CAFM LICENCES,B000023323/59944,IDOX SOFTWARE LTD,08/06/2022,26490.00
REGENERATION,HOUSING,ACCOMMODATION,P-CARD - JUNE 22,TRAVELODGE,09/06/2022,362.90
ENVIRONMENTAL HEALTH,CEMETERIES,WOOD,P-CARD - JUNE 22,WHEWELLS,09/06/2022,327.30
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023325/21792,H & M BUILDING & JOINERY LTD,10/06/2022,15000.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF W/E 5.6.22,B000023325/33923,EDEN BROWN LIMITED,10/06/2022,782.75
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 29.5.22,B000023325/33923,EDEN BROWN LIMITED,10/06/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF W/E 29.5.22,B000023325/33923,EDEN BROWN LIMITED,10/06/2022,1333.31
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 05.06.22,B000023325/46341,MORGAN HUNT UK LTD,10/06/2022,654.08
LOCAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,LICENCES FEES AND RETURN POSTAGE,B000023325/51517,ROYAL MAIL GROUP LTD,10/06/2022,2083.90
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF W/C 30.5.22,B000023325/58852,OYSTER PARTNERSHIP,10/06/2022,1092.00
COVID BACKFILL,AGENCY STAFF,AGENCY STAFF W/C 30.5.22,B000023325/58852,OYSTER PARTNERSHIP,10/06/2022,1590.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF W/C 30.5.22,B000023325/58852,OYSTER PARTNERSHIP,10/06/2022,1703.00
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF W/E 5.6.22,B000023325/60568,CUMMINS MELLOR,10/06/2022,508.95
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF W/E 29.5.22,B000023325/60568,CUMMINS MELLOR,10/06/2022,1287.60
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000023325/62103,THE INTELLIGENT DESIGN CENTRE LTD,10/06/2022,582.50
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,COPIER PAPER,B000023325/781,CANON (UK) LTD,10/06/2022,760.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023326/24239,GREAT HARWOOD WINDOWS LTD,10/06/2022,2922.00
ACCRINGTON TOWN CENTRE,EQUIPMNT REPAIR & MAINT,REMOVAL OF OLD FLAG POLE ETC,B000023326/37017,PILKINGTON BROS (CHURCH) LTD,10/06/2022,475.00
HAWORTH ART GALLERY,ASSET MAINT R&M,HAG WATER LEAK,B000023326/37017,PILKINGTON BROS (CHURCH) LTD,10/06/2022,760.93
PARKS & OPEN SPACES,ASSET MAINT R&M,FENCING REPAIR,B000023326/37017,PILKINGTON BROS (CHURCH) LTD,10/06/2022,836.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,OAKHILL PARK BOWLS AND TENNIS PAVILLION - WEEKLY CLEANING - JUNE 2022,B000023326/50873,SERVICEMASTER,10/06/2022,254.96
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MILNSHAW PARK BOWLS PAVILION - WEEKLY CLEANING - JUNE 22,B000023326/50873,SERVICEMASTER,10/06/2022,318.79
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023326/59301,CONSULTANTS & SPEC SURVEYORS LTD,10/06/2022,325.00
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB - 01.05.22 - 31.05.22,B000023326/59343,EDF ENERGY,10/06/2022,361.11
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 01.05.22 - 31.05.22,B000023326/59343,EDF ENERGY,10/06/2022,1953.83
MARKETS - STAFFING,ADVERTISING,JOB ADVERT,B000023326/60625,REACH PUBLISHING SERVICES LTD,10/06/2022,571.42
MARKETS - STAFFING,ADVERTISING,JOD ADVERT,B000023326/60625,REACH PUBLISHING SERVICES LTD,10/06/2022,628.54
VEHICLE MAINT SUPERVISION,ADVERTISING,JOB ADVERT,B000023326/60625,REACH PUBLISHING SERVICES LTD,10/06/2022,650.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF BUILDING - ELECTION MAY 22,B000023326/61672,NW RFCA,10/06/2022,425.00
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF P.E 05.06.22,B000023326/61860,VIVID RESOURCING,10/06/2022,1011.54
MARKETS - OPERATIONS,ASSET MAINT R&M,MAY - CALL OUTS,B000023326/64522,R J LIFT SERVICES LTD,10/06/2022,360.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,VARIOUS REPAIRS AT WHINNEY HILL SITE,B000023326/65674,CAMPBELL PLUMBING & HEATING LTD,10/06/2022,2580.00
ELMFIELD HALL FLATS,GAS,METER WORKS ,B000023326/65825,CADENT GAS LTD,10/06/2022,378.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023326/67596,ROUTH LANDSACPES,10/06/2022,3556.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000023327/29877,ROSSENDALE VULCANISING (SALES LTD),13/06/2022,510.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000023327/29877,ROSSENDALE VULCANISING (SALES LTD),13/06/2022,2905.00
MOT GENERAL,AGENCY STAFF,TEMPSTAFF,B000023327/61466,AUTOTECH RECRUIT,13/06/2022,648.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EXHAUST,B000023327/66006,ALLIANCE AUTOMOTIVE UK LV T/A JPN AUTOPARTS,13/06/2022,437.73
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CATALYST AND DPF,B000023327/66006,ALLIANCE AUTOMOTIVE UK LV T/A JPN AUTOPARTS,13/06/2022,685.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKES,B000023327/8433,WALTON SUMMIT TRUCK CENTRE LTD,13/06/2022,548.26
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE - REPAIR TO LEAK IN ROOF,B000023328/37017,PILKINGTON BROS (CHURCH) LTD,13/06/2022,494.25
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 05.06.2022,B000023329/55740,RAPID RECRUITMENT LTD,13/06/2022,642.92
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF  W/C 30.05.2022,B000023329/58852,OYSTER PARTNERSHIP,13/06/2022,1092.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 30.05.2022,B000023329/58852,OYSTER PARTNERSHIP,13/06/2022,1092.00
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAGS 9.6.22,B000023329/9294,STANLEY BROTHERS (TIPPERS) LTD,13/06/2022,540.00
SCAITCLIFFE HOUSE,WATER CHARGES,WATER - SCAITCLIFFE 25.1.22 - 31.3.22,B000023331/8325,WATER PLUS LTD,13/06/2022,1300.01
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,LICENSES IT,B000023334/36434,BYTES SOFTWARE SERVICES LTD,14/06/2022,62513.44
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUMPERS AND INDICATORS,B000023336/1164,DENNIS EAGLE LIMITED,14/06/2022,297.48
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PANELS,B000023336/27428,SUMMIT AUTO BODIES,14/06/2022,346.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EXHAUST,B000023336/46914,OMC FORD (ACCRINGTON),14/06/2022,1029.37
MOT GENERAL,AGENCY STAFF,TEMP STAFF - W/E 12.6.22,B000023336/61466,AUTOTECH RECRUIT,14/06/2022,1080.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,POTENTIOMETER METER,B000023336/8014,TERBERG MATEC UK,14/06/2022,703.97
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FOOD FESTIVAL - FIRST PAYMENT,B000023337/17546,SCOTT DAWSON ADVERTISING LTD,14/06/2022,5400.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,SERVICE AGREEMENT CHARGE,B000023337/28418,FACULTATIEVE TECHNOLOGIES,14/06/2022,8928.80
HYNDBURN CEMETERIES,MATERIALS-DIRECT,SUMMER BEDDING PLANTS,B000023337/28726,LES HALMAN NURSERIES LTD,14/06/2022,3252.00
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MUSIC/MEDIA CHARGE,B000023337/55609,OBITUS (VIVEDIA LTD),14/06/2022,670.00
HYNDBURN CEMETERIES,KERBSTONE GRAVES,GRAVES,B000023337/604,BRENT STEVENSON MEMORIALS,14/06/2022,1500.00
HYNDBURN CEMETERIES,KERBSTONE GRAVES,GRAVES,B000023337/604,BRENT STEVENSON MEMORIALS,14/06/2022,1916.67
PARKS & OPEN SPACES,PROTECTIVE CLOTHING,BEE KEEPING MATERIALS,B000023337/60670,FRIENDS OF RHYDDINGS PARK,14/06/2022,379.21
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,UPDATE - MAINTENANCE SECURITY EQUIP CREM,B000023337/62719,FULL CIRCUIT FIRE & SECURITY LTD,14/06/2022,610.43
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAYS - WILLOWS LANE,B000023337/9294,STANLEY BROTHERS (TIPPERS) LTD,14/06/2022,900.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,NEW CHAIR - CREM,B000023337/9535,BEVLAN OFFICE INTERIORS LTD,14/06/2022,322.60
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,35391,G4S,15/06/2022,387.97
PUBLIC TRANSPORT,CLEANING,CLEANING BUS SHELTERS,B000023339/27106,ATKINSON CLEANING SERVICES LIMITED,15/06/2022,1215.00
COMPUTER SERVICES,TELEPHONES,TELEPHONE ACCOUNT,B000023339/644,BRITISH TELECOMMUNICATIONS PLC,15/06/2022,531.29
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,SUPER SLOW WAY,B000023339/653,CANAL AND RIVER TRUST,15/06/2022,10000.00
ACCOUNTANCY,ADVERTISING,ADVERT,B000023339/66386,JOBS GO PUBLIC RESSOURCING LTD,15/06/2022,600.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT 13.6.22,B000023339/67383,HOTEL,15/06/2022,650.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMM -23.3.22-10.06.22,B000023339/67383,HOTEL,15/06/2022,6420.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,AGENCY STAFF - W/E 13/2/22 TO 20/2/22,B000023339/67448,MACDONALD & COMPANY,15/06/2022,1769.52
MARKETS - STAFFING,ADVERTISING,ADVERT,B000023339/67598,TALOS360 LIMITED,15/06/2022,399.00
Replacement Boilers various,CONTRACTOR OTHER,TOWN HALL - NEW BOILER WORKS,B000023340/59248,LANCASHIRE GAS SERVICES,15/06/2022,3868.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU - MAY 22,B000023340/59343,EDF ENERGY,15/06/2022,1054.71
GYPSY SITE,ELECTRICITY,GYPSY SITE - HUNCOAT = MAY 22,B000023340/59343,EDF ENERGY,15/06/2022,1663.40
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL MAY 22,B000023340/59343,EDF ENERGY,15/06/2022,2163.60
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - MAY 22,B000023340/59343,EDF ENERGY,15/06/2022,2850.62
MARKETS - OPERATIONS,ELECTRICITY,ACCRINGTON MARKET - MAY 22,B000023340/59343,EDF ENERGY,15/06/2022,4092.33
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - MAY 22,B000023340/59343,EDF ENERGY,15/06/2022,9343.33
SCAITCLIFFE HOUSE,ASSET MAINT R&M,OUTSIDE LIGHTING - SH,B000023340/62094,DARWEN ELECTRICAL SERVICES LTD,15/06/2022,525.00
POLICY AND PERFORMANCE REVIEW,DOMESTIC VIOLENCE,DOMESTIC ABUSE CONT 22-23,B000023342/10323,LANCASHIRE POLICE AUTHORITY,16/06/2022,6644.00
LAND CHARGES,SEARCH FEES,LOCAL SEARCHES,B000023342/2496,LANCASHIRE COUNTY COUNCIL,16/06/2022,390.60
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 05.06.22,B000023342/33923,EDEN BROWN LIMITED,16/06/2022,866.78
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023342/35745,AGS HEATING & PLUMBING LTD,16/06/2022,2160.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 12.06.22,B000023342/46341,MORGAN HUNT UK LTD,16/06/2022,1075.59
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF WE 12.06.22,B000023342/60568,CUMMINS MELLOR,16/06/2022,500.25
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 12.06.22,B000023342/61657,G2 RECRUITMENT SOLUTIONS,16/06/2022,709.50
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 12.06.22,B000023342/61657,G2 RECRUITMENT SOLUTIONS,16/06/2022,1248.75
HOUSING ADVICE,AGENCY STAFF,STAFF PE 12.06.22,B000023342/61860,VIVID RESOURCING,16/06/2022,1453.83
MEMBERS EXPENSES,GENERAL CONTRIBUTIONS,MAYOR MAKING,B000023342/65011,BRANDS INSIDE OUT LIMITED,16/06/2022,540.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023342/66471,MCCALLOTT WINDOWS,16/06/2022,3267.37
