Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WORK DONE AT BELFIELD RD ALLOTMENT SITE,B000020042/1248,DUNCAN CAMPBELL,06/03/2019,610.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020042/59330,CLOSEMAT LTD,06/03/2019,960.00
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES 22.11.18 - 21.2.19,B000020042/781,CANON (UK) LTD,06/03/2019,327.87
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020043/61466,AUTOTECH RECRUIT,07/03/2019,987.50
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,NORDEN ALLOTS,B000020044/20,A BYRNE FENCING,07/03/2019,300.00
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE,B000020044/59724,TMP (UK) LTD,07/03/2019,289.20
HUMAN RESOURCES,TRAINING EXPENSES,MINDFUL JOURNEY DAY,B000020044/60670,FRIENDS OF RHYDDINGS PARK,07/03/2019,280.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WASTE CLEARANCE PEEL PRK,B000020047/1248,DUNCAN CAMPBELL,08/03/2019,700.00
SYRIAN RESETTLEMENT PROGRAMME,VENUES AND OTHER EXPENSES,SYRIAN MEETING JAN TO MARCH 19,B000020047/24254,ADVENTURE HYNDBURN,08/03/2019,540.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WHINNEY HILL SITE,B000020047/30178,B3P SERVICES LTD,08/03/2019,7512.50
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,REPAIRS VARIOUS SITES,B000020047/54435,MR MARK KERR,08/03/2019,573.00
LICENSING,OTHER FEES,DBS CHECKS FEB 19,B000020047/54847,DISCLOSURE & BARRING SERVICE,08/03/2019,748.00
BUILDING CONTROL B.U.,AGENCY STAFF,STAFF  FEB 2019,B000020047/55748,URBAN VISION PARTNERSHIP LTD,08/03/2019,5231.43
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 25.02.19,B000020047/58852,OYSTER PARTNERSHIP,08/03/2019,1296.00
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HUNCOAT FRAMEWORK,B000020047/59167,ARCADIS CONSULTING (UK) LTD,08/03/2019,24677.68
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TREE WORK,B000020049/22189,ROY CATTERMOLE (TREE SURGEON),11/03/2019,280.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT TREE WORK AT VARIOUS SITES,B000020049/22189,ROY CATTERMOLE (TREE SURGEON),11/03/2019,1400.00
REFUSE COLLECTION,NEW CONTAINERS,GREY 240LTR WHEELED BINS ,B000020049/34812,CRAEMER UK LTD,11/03/2019,9180.00
STREET CLEANSING,IMPLEMENTS & TOOLS,PARTS,B000020049/54115,PROBRUSH,11/03/2019,3371.44
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,TO SUPPLY AND INSTALL HANDRAIL ,B000020049/61380,PARK MILL ENGINEERING LIMITED,11/03/2019,785.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000020050/17125,OMICWAYS LTD,11/03/2019,313.33
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,FOXHILL BANK MANAGEMENT,B000020050/2529,LANCASHIRE WILDLIFE TRUST,11/03/2019,2000.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING BROADWAY,B000020050/29112,HYNDBURN LEISURE,11/03/2019,860.54
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WOODLAND APPRAISAL,B000020050/61447,FOREST AND LAND LTD,11/03/2019,350.00
WILLOWS LANE DEPOT,DEPOT COSTS,CHASSIS WASH REPAIRS  WILLOWS LANE  13.2.19,B000020051/1605,GARIC LTD,11/03/2019,265.00
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,"JANUARY 19 PLASTICS/CANS /GLASS COLLECTED, 418.300 KGS @ £30.00 PER TONNE",B000020051/33025,RISHTON WASTE PAPER LTD,11/03/2019,12549.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,"FLAGGING BASE AT RHYDDINGS PARK, OSWALDTWISTLE",B000020051/38733,MARCHBRIDGE BUILDERS LTD,11/03/2019,500.00
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ANNUAL KEY HOLDING CHARGES FROM 1-4-19 ,B000020051/44845,KEYPLUS SECURITY LTD,11/03/2019,960.00
VEHICLE MAINT SUPERVISION,FUEL ADDITIVES,GRAVITY FEEDER,B000020051/47016,J E MORTEN LTD,11/03/2019,260.00
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,50% REMAINDER FOR FLASH MOB  EVENT 23RD FEBRUARY 2019,B000020051/49161,HYNDBURN ARTS TRUST,11/03/2019,291.67
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 18.2.19 TO 24.2.19,B000020051/55740,RAPID RECRUITMENT LTD,11/03/2019,2346.91
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 25.02.19 TO 3.3.19,B000020051/55740,RAPID RECRUITMENT LTD,11/03/2019,2503.64
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,WATER FOUNTAIN REPAIRS ,B000020051/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,11/03/2019,600.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT BODY PARTS,B000020052/1164,DENNIS EAGLE LIMITED,12/03/2019,968.04
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT LAMPS ETC,B000020052/1164,DENNIS EAGLE LIMITED,12/03/2019,659.05
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020052/29877,ROSSENDALE VULCANISING (SALES LTD),12/03/2019,7593.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BIN LIFT PARTS,B000020052/8014,TERBERG MATTEC UK LTD,12/03/2019,966.58
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,DITCH REPAIRS HEYS,B000020053/1248,DUNCAN CAMPBELL,12/03/2019,340.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000020053/33923,EDEN BROWN LTD,12/03/2019,1010.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000020053/46341,MORGAN HUNT UK LTD,12/03/2019,942.02
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020053/47956,BRYAN LEE BULDING CONTRACTORS,12/03/2019,20089.34
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF,B000020053/55150,VENN GROUP LIMITED,12/03/2019,764.92
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,CCTV CRAWLER,B000020053/59211,LANES GROUP PLC,12/03/2019,1345.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,ANTI ROLL BAR LINKS,B000020056/1918,HYDRAIR,13/03/2019,360.62
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,OILS,B000020056/59186,SAR LUBRICANTS,13/03/2019,2120.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 10.3.19,B000020056/61466,AUTOTECH RECRUIT,13/03/2019,987.50
FACILITIES TEAM,LEGAL FEES,PROFESSIONAL FFES,B000020057/26004,FORBES SOLICITORS,13/03/2019,1130.00
BUILDING CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,LABC SERVICE FEE - 2019/20,B000020057/28719,LABC SERVICES,13/03/2019,2024.39
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC - FEB 19,B000020057/29112,HYNDBURN LEISURE,13/03/2019,1600.00
MARKETS - OPERATIONS,ELECTRICITY,CELLAR 9 10.11.18-5.2.19,B000020057/43682,SCOTTISH POWER,13/03/2019,1054.92
GYPSY SITE,RENT AND HIRE OF PREMISES,RENT 28.1.19 - 25.2.19,B000020057/45458,GLOSSOP CARAVANS LTD,13/03/2019,1920.00
MARKETS - OPERATIONS,ELECTRICITY, 28.10.18-26.2.19,B000020057/59343,EDF ENERGY,13/03/2019,289.18
HOUSING BENEFIT ADMINISTRATION,OTHER FEES,UB PBS CLIENTS - FEB 19,B000020057/60659,CITIZENS ADVICE ROSSENDALE & HYNDBURN LTD,13/03/2019,378.00
COMPUTER SERVICES,TELEPHONES,MARCH 2019,B000020057/644,BRITISH TELECOMMUNICATIONS PLC,13/03/2019,434.54
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,BASE UNIT,B000020059/52932,INSIGHT DIRECT (UK) LTD,13/03/2019,900.00
HUMAN RESOURCES,TRAINING EXPENSES,RO TRAINING 28.2.19,B000020060/350,ASSOC OF ELECTORAL ADMINISTRATORS,13/03/2019,1878.10
MARKETS - OPERATIONS,YARD CLEANING,WASTE DISPOSAL - FEB 19,B000020060/59730,BLACKBURN SKIPS LIMITED,13/03/2019,1560.00
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,NIGHT INSPECTION OF LIGHTING,B000020063/26968,LIGHTING AND BUILDING SERVICES LTD,18/03/2019,350.00
OFF STREET PARKING,OTHER DSO    WORK DONE,TECHNICAL SUPPORT 17.9.18-16.9.19,B000020063/48654,CHIPSIDE LTD,18/03/2019,681.21
LOCAL TAXATION,LEGAL FEES,COSTS,B000020063/49780,ROSSENDALES COLLECT LTD,18/03/2019,268.33
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,DRAINAGE WORK AND LANDSCAPING,B000020063/58049,BREWERS CONTRACTORS LTD,18/03/2019,650.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 4.3.19,B000020063/58852,OYSTER PARTNERSHIP,18/03/2019,936.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 1.3.19,B000020063/59823,HAYS,18/03/2019,737.10
PENDLE ST PH1,CONTRACTOR OTHER,SCAFFOLDING HIRE - FEB 19,B000020063/61130,KIRK SCAFFOLDING LTD,18/03/2019,288.00
Corporate Property Bus Unit,PUBLICATIONS & PERIODICALS,ESTATES GAZETTE- 9.3.19-29.2.20,B000020063/61501,REED BUSINESS INFORMATION LTD,18/03/2019,460.90
PENDLE ST PH1,CONTRACTOR OTHER,PROPPING - 30.11.18-1.3.19,B000020063/7524,ROSS LEE CONSTRUCTION LTD,18/03/2019,286.00
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,CONSULTANCY - NOV 18 (2 DAY),B000020063/819,ADVANCED BUSINESS SOLUTIONS,18/03/2019,1990.00
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,CONSULTANCY - OCT 18 (1 DAY),B000020063/819,ADVANCED BUSINESS SOLUTIONS,18/03/2019,995.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020064/25868,HYNDBURN PLUMBING & HEATING SERVICES,18/03/2019,3510.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020064/30178,B3P SERVICES LTD,18/03/2019,4081.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020064/34573,MR R WILCOCK,18/03/2019,6805.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SERVICE RENEWAL 1-12-18 to 30-11-2019,B000020064/43299,SITEHELPDESK.COM,18/03/2019,601.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020064/7874,STANNAH LIFT SERVICES LIMITED,18/03/2019,6087.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020064/7874,STANNAH LIFT SERVICES LIMITED,18/03/2019,1281.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020064/7874,STANNAH LIFT SERVICES LIMITED,18/03/2019,3805.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,NEW PIGEON NETTING TO TOWN HALL,B000020065/53738,PESTBUSTERS (MIDLANDS) LTD,18/03/2019,6270.00
LEISURE IN HYNDBURN,ASSET MAINT R&M,ASBESTOS SURVEY- OSW CIVIC,B000020065/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/03/2019,1650.00
MARKETS - OPERATIONS,ASSET MAINT R&M,MGT SURVEY - ACC MARKET,B000020065/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/03/2019,2200.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 22.2.19,B000020065/59823,HAYS,18/03/2019,697.65
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 22.2.19,B000020065/59823,HAYS,18/03/2019,1099.80
PARKS & OPEN SPACES,ASSET MAINT R&M,WORK AT BULLOUGH PARK,B000020066/59248,LANCASHIRE GAS SERVICES,18/03/2019,300.25
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS AT KING GEORGES,B000020066/59248,LANCASHIRE GAS SERVICES,18/03/2019,263.00
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS AT WILSONS,B000020066/59248,LANCASHIRE GAS SERVICES,18/03/2019,412.85
PARKS & OPEN SPACES,ASSET MAINT R&M,REPAIR BOILER - LOWERFOLD,B000020066/59248,LANCASHIRE GAS SERVICES,18/03/2019,313.50
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS AT WILSONS PAVILLION,B000020066/59248,LANCASHIRE GAS SERVICES,18/03/2019,1483.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 15.2.19,B000020066/59823,HAYS,18/03/2019,334.97
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 15.2.19,B000020066/59823,HAYS,18/03/2019,422.39
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 15.2.19,B000020066/59823,HAYS,18/03/2019,1143.60
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 1.3.19,B000020066/59823,HAYS,18/03/2019,1215.90
LAND CHARGES,LAND CHARGES,LAND CHARGES - FEB 19,B000020067/2496,LANCASHIRE COUNTY COUNCIL,18/03/2019,447.00
EAGLE STREET PREMISES,GAS,OVER 60'S - 29.9.18-21.1.19,B000020067/35310,SWALEC,18/03/2019,328.58
CANNON ST ACC,GAS,CANNON ST - 29.9.18-21.1.19,B000020067/35310,SWALEC,18/03/2019,853.55
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS ON FENCING AT BOLTON AVE,B000020067/45450,MERCERS BUILDERS LTD,18/03/2019,265.00
PARKS & OPEN SPACES,ELECTRICITY,COMM HUB - FEB 19,B000020067/59343,EDF ENERGY,18/03/2019,307.72
LIFT IMPROVEMENTS,CONTRACTOR OTHER,REPAIRS TO LIFT AT ACC MARKET,B000020067/59916,CONCEPT ELEVATORS,18/03/2019,3300.80
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,CORE SOFTWARE AND JOB FEE FOR MOBILE FOOD HYGIENE,B000020070/17209,CIVICA UK LIMITED,19/03/2019,1150.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF   04.03.19 TO 10.03.19 ,B000020070/55740,RAPID RECRUITMENT LTD,19/03/2019,2660.37
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,FINAL RETENTION PAYMENT -  RHYDDINGS PARK,B000020070/58933,HORTICON LTD,19/03/2019,8139.31
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,EVENT FILMING 10-11TH NOVEMBER 18 FINAL PAYMENT,B000020070/60610,DIGIFISH,19/03/2019,1327.80
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 375639 / 375640 MARCH 19,B000020070/7871,STANLEY BROS TIPPERS LTD,19/03/2019,780.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000020071/33923,EDEN BROWN LTD,20/03/2019,989.63
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020071/34573,MR R WILCOCK,20/03/2019,6200.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,18/19 EXTERNAL AUDIT 3/4,B000020071/38319,GRANT THORNTON UK LLP,20/03/2019,9033.50
MANAGEMENT BUSINESS UNIT,TRAINING EXPENSES,10 PLACES AT RTPI EVENTS 2019,B000020071/39694,ROYAL TOWN PLANNING INSTITUTE,20/03/2019,850.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - LF,B000020071/46341,MORGAN HUNT UK LTD,20/03/2019,916.56
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVING WASTE,B000020071/46845,WASTE & HAULAGE,20/03/2019,800.00
REGISTRATION OF ELECTORS,POSTAGES,RETURN POSTAGE FOR IER,B000020071/51517,ROYAL MAIL GROUP LTD,20/03/2019,923.67
MOT GENERAL,EQUIPMNT REPAIR & MAINT,RAILS FOR HLT,B000020072/58111,MRB WORKSHOP SERVICES,20/03/2019,400.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 17.3.19,B000020072/61466,AUTOTECH RECRUIT,20/03/2019,912.50
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,WORKSHOP ITEMS,B000020072/8459,EXPRESS CUTTING & WELDING SERVICES LTD,20/03/2019,256.20
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CHECK STRAPS/HINGETS ETC,B000020072/899,CICELEY COMMERCIALS LTD,20/03/2019,290.40
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020073/21792,H & M BUILDING & JOINERY LTD,20/03/2019,4165.00
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS DECORATIONS,CHRISTMAS LIGHTS 18/19,B000020073/27030,LIGHTING AND BUILDING SERVICES LTD,20/03/2019,46295.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,"LAND AT KING STREET, ACC",B000020073/32265,VALUATION OFFICE AGENCY ADMINISTRATION,20/03/2019,2000.00
ACC TOWN HALL,ASSET MAINT R&M,MGT SURVEY AT ACC TOWN HALL,B000020073/59301,CONSULTANTS & SPEC SURVEYORS LTD,20/03/2019,2995.00
FACILITIES TEAM,PRIVATE CONTRACTORS WORK,CONSULTANCY - FEB 19,B000020073/60967,JAC FM LIMITED,20/03/2019,4679.34
HUMAN RESOURCES,TRAINING EXPENSES,RTPI TRAINING,B000020073/8757,THE ROYAL TOWN PLANNING INSTITUTE,20/03/2019,850.00
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,VARIOUS SIGNS,B000020076/24038,G & G SIGNS,22/03/2019,547.95
REGISTRATION OF ELECTORS,PRINTING,AVSR - POSTAL REFRESH 19,B000020076/25419,ELECTORAL REFORM SERVICES,22/03/2019,3086.03
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAME PLATES,B000020076/38733,MARCHBRIDGE BUILDERS LTD,22/03/2019,1748.00
ACCOUNTANCY,GENERAL SUBSCRIPTIONS,TIS ONLINE 1/4/19-31/3/20,B000020076/44171,CIPFA BUSINES LIMITED,22/03/2019,1800.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF ,B000020076/46341,MORGAN HUNT UK LTD,22/03/2019,700.15
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,TONER FOR CEM/HAG/MKTS,B000020076/52996,DOCUMENT XL LIMITED,22/03/2019,551.84
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,URGENT REMOVAL OF ASH TREE,B000020076/55074,SCOTT MITCHELL,22/03/2019,500.00
LYNDON PF SPORTS FACILITIES,CONTRACTOR OTHER,LYNDON SPORTS PITCHES,B000020076/57454,REILLY DEVELOPMENT LTD,22/03/2019,17334.83
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/C 15.03.19,B000020076/59823,HAYS,22/03/2019,766.79
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,SUSTAINABILITY APPROVAL  LOCAL PLAN,B000020076/60425,LAND USE CONSULTANTS LTD,22/03/2019,29996.77
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,COPIER CHARGES 16/2/19 - 15/3/19,B000020076/61288,XBM LTD,22/03/2019,525.42
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,POLIFILES & INSERTS,B000020076/61404,RAILEX,22/03/2019,265.25
LOCAL TAXATION,COMPUTER RENTAL & MAINT,CAPITA NNDR SOFTWARE,B000020076/783,CAPITA BUSINESS SERVICES LTD,22/03/2019,1300.00
HUMAN RESOURCES,DRUGS & ALCOHOL,DRUG AND ALCHOL TRAINING,B000020077/57686,D TEC INTERNATIONAL,25/03/2019,565.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020077/61427,INDEPENDANT ADAPTIONS LTD,25/03/2019,3394.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020077/7874,STANNAH LIFT SERVICES LIMITED,25/03/2019,1251.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,CARRY OUT TREATMENTS AT SCAITCLIFFE,B000020078/21510,STONE OAK LTD,25/03/2019,3206.00
LIBRARY ST DEPOT,ASSET MAINT R&M,INSTALL NEW EXIT BUTTON AT CVMU,B000020078/23402,AUTO TIME SYSTEMS NORTHERN,25/03/2019,420.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020078/47956,BRYAN LEE BULDING CONTRACTORS,25/03/2019,12423.69
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,RENEWAL CHARGES,B000020078/48843,CLEARWAY ENV SERVICES (UK) LTD,25/03/2019,760.00
PUBLIC TRANSPORT,MAINTENANCE,REMOVAL OF SHELTER,B000020078/59697,AUTOCROSS EUROSHEL LTD,25/03/2019,3370.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,FITTED  EMERGENCY LIGHTING,B000020078/59916,CONCEPT ELEVATORS,25/03/2019,3384.05
PARKS & OPEN SPACES,GAS,RHYDDINGS HUB - 31.1.19-28.2.19,B000020078/61050,YU ENERGY,25/03/2019,293.40
LOCAL TAXATION,OTHER FEES,BUSINESS RATES REVIEW,B000020078/61357,CAPACITY GRID,25/03/2019,330.00
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,FINANCIAL INTELLIGENCE SUBS 19/20,B000020078/61517,LG FUTURES,25/03/2019,1495.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,REPAIRS & ARCHITECTUAL FEATURES,B000020078/61518,AYA PROPERTIES LTD,25/03/2019,11059.00
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,FEBRUARY 2019 FOR PLASTICS/GLASS/CANS FROM HYNDBURN 277.940KGS @ £30 PER TONNE,B000020079/33025,RISHTON WASTE PAPER LTD,25/03/2019,8338.20
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  11.03.19 TO 17.03.19 ,B000020079/55740,RAPID RECRUITMENT LTD,25/03/2019,2736.30
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  25.02.19 TO 10.03.19,B000020079/58023,BUCKINGHAM FUTURES LTD,25/03/2019,968.50
CCTV'S,OTHER FEES,ANNUAL RENT  1-1-19 TO 31-12-19,B000020079/6880,ARQIVA,25/03/2019,5127.00
RECYCLING COLLECTION,LEAFLETS,RESIDENTS RECYCLING GUIDES,B000020081/1110,DALTON & CO (PRINTERS) LTD,25/03/2019,294.00
RECYCLING COLLECTION,LEAFLETS,"40,000  STICKERS APPROX ",B000020081/1344,ELLISON PRINTING,25/03/2019,1649.00
RECYCLING COLLECTION,PRINTING,CONTAMINATED STICKERS FOR RECYCLING,B000020081/1344,ELLISON PRINTING,25/03/2019,1698.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WOODNOOK WORKS,B000020084/1248,DUNCAN CAMPBELL,27/03/2019,300.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WORKS ON HEYS,B000020084/1248,DUNCAN CAMPBELL,27/03/2019,600.00
REFUSE COLLECTION,IMPLEMENTS & TOOLS,REMOVAL OF REFUSE,B000020084/27030,LIGHTING AND BUILDING SERVICES LTD,27/03/2019,350.00
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE  CLEAR GUTTERS,B000020084/27030,LIGHTING AND BUILDING SERVICES LTD,27/03/2019,375.00
LEISURE IN HYNDBURN,ASSET MAINT R&M,REMOVE LIGHTS FROM TREE BANK MILL HOUSE,B000020084/27030,LIGHTING AND BUILDING SERVICES LTD,27/03/2019,500.00
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,LIGHTING REPAIRS,B000020084/27030,LIGHTING AND BUILDING SERVICES LTD,27/03/2019,2540.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020084/45450,MERCERS BUILDERS LTD,27/03/2019,2590.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020084/47956,BRYAN LEE BULDING CONTRACTORS,27/03/2019,3937.63
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,MIX MEDIA SESSIONS,B000020084/54918,CANWE SOLUTIONS CIC,27/03/2019,1350.00
