Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
DEVELOPMENT CONTROL B.U.,GENERAL SUBSCRIPTIONS,SUBS 19 ,B000019888/39694,ROYAL TOWN PLANNING INSTITUTE,05/12/2018,349.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FENDERS,B000019887/1758,GUNN JCB LTD,05/12/2018,555.38
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TECH REPAIR,B000019887/2521,LANCASHIRE LEYLAND DAF LTD,05/12/2018,928.40
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 25.11.18,B000019886/55150,VENN GROUP LIMITED,05/12/2018,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 25.11.18,B000019886/33923,EDEN BROWN LTD,05/12/2018,1010.10
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019886/45450,MERCERS BUILDERS LTD,05/12/2018,5000.00
NON DOMESTIC RATES,LEVY PAYMENT,BUSINESS RATES POOL,B000019886/57907,RIBBLE VALLEY B.C.,05/12/2018,43257.00
HUMAN RESOURCES,FIRST AID COURSES,FIRST AID TRAINING,B000019891/61262,FATE MEDICADE LTD,10/12/2018,296.00
DEVELOPMENT,SUBSIDISED PROFESSIONAL SUBS, CIH MEMBERSHIP 2019,B000019892/720,C I O H,10/12/2018,298.00
HOUSING ADVICE,SUBSIDISED PROFESSIONAL SUBS, CIH MEMBERSHIP 2019,B000019892/720,C I O H,10/12/2018,298.00
HUMAN RESOURCES,THE BIG THANKYOU,BIG THANK YOU REFRESHMENTS,B000019892/114,ACCRINGTON & ROSS COLLEGE,10/12/2018,333.34
SCAITCLIFFE HOUSE,EQUIPMNT REPAIR & MAINT,MAINT AND WATER,B000019892/16592,SELECT MARKETING NW LTD,10/12/2018,451.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,REPAIRS AT ACC MARKET,B000019892/27030,LIGHTING AND BUILDING SERVICES LTD,10/12/2018,525.00
Corporate Property Bus Unit,SUBSIDISED PROFESSIONAL SUBS,RENEWAL 2019,B000019891/35163,RICS,10/12/2018,529.00
STRATEGIC HOUSING DEPARTMENT,WARM HOMES HEALTY PEOPLE,HEAT OR EAT EVENTS HEL IN OCT/NOV 18,B000019892/1957,HOMEWISE SOCIETY LTD,10/12/2018,546.20
SYRIAN RESETTLEMENT PROGRAMME,VENUES AND OTHER EXPENSES,SUPPORTING SYRIAN RESETTLED,B000019892/24254,ADVENTURE HYNDBURN,10/12/2018,585.00
LICENSING,OTHER FEES,DBS CHECKS NOV 18,B000019891/54847,DISCLOSURE & BARRING SERVICE,10/12/2018,621.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY NOV 18,B000019892/48843,CLEARWAY ENV SERVICES (UK) LTD,10/12/2018,832.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 2.12.18,B000019891/46341,MORGAN HUNT UK LTD,10/12/2018,942.02
ACCRINGTON MARKET,DISPOSAL UNIT RENTAL,SANITARY DISPOSAL,B000019891/779,CANNON HYGIENE LTD,10/12/2018,1006.79
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 2.12.18,B000019891/33923,EDEN BROWN LTD,10/12/2018,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY FEES W/E 2.12.18,B000019891/46341,MORGAN HUNT UK LTD,10/12/2018,1067.08
GYPSY SITE,ELECTRICITY,GYPSY SITE 1.10.18 - 31.10.18,B000019892/25200,E.ON UK PLC,10/12/2018,1208.58
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL WE 30.11.18,B000019891/59730,BLACKBURN SKIPS LIMITED,10/12/2018,1755.00
HUMAN RESOURCES,TRAINING EXPENSES,MONITORING SIGNING AND LIGHTING,B000019891/59789,SAFETY COMES FIRST LTD,10/12/2018,2100.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000019891/59985,A. Y. A. PROPERTIES LIMITED,10/12/2018,2101.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,REMOVE PIGEON NETTING ACC TOWN HALL,B000019892/27030,LIGHTING AND BUILDING SERVICES LTD,10/12/2018,2250.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VALUATIONS 2018 / 19  INTERIM,B000019891/60309,H M REVENUE & CUSTOMS,10/12/2018,4000.00
LYNDON PF SPORTS FACILITIES,CONTRACTOR OTHER,LYNDON SPORTS PITCHES,B000019893/57454,REILLY DEVELOPMENT LTD,10/12/2018,39504.73
HOUSING BENEFIT ADMINISTRATION,LEGAL FEES,COSTS,B000019897/49780,ROSSENDALES COLLECT LTD,11/12/2018,251.85
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 2.12.18,B000019897/55150,VENN GROUP LIMITED,11/12/2018,845.00
HOUSING BENEFIT ADMINISTRATION,OTHER FEES,PBS CLIENTS - NOV 18,B000019897/60659,CITIZENS ADVICE ROSSENDALE & HYNDBURN LTD,11/12/2018,1575.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019897/50640,PRISM MEDICAL UK,11/12/2018,5453.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,ANNUAL SUB CHARGES - 1.1.19-31.12.19,B000019897/50652,THOMSON REUTERS PROFESSIONAL UK LTD,11/12/2018,7338.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,18/19 EXTERNAL AUDIT 2/4,B000019897/38319,GRANT THORNTON UK LLP,11/12/2018,9033.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CONTROL BOX,B000019901/7688,AEBI SCHMIDT UK LTD,14/12/2018,252.19
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019902/40686,ASSIST FACILITIES MANAGEMENT,14/12/2018,255.00
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,OXYGEN USED,B000019901/634,BRITISH OXYGEN CO LTD,14/12/2018,269.40
LEISURE IN HYNDBURN,LIH R&M,SITE VISIT - A.T.H,B000019906/24998,BELLIT SECURITY LIMITED,14/12/2018,272.42
LOCAL TAXATION,LEGAL FEES,COSTS,B000019903/49780,ROSSENDALES COLLECT LTD,14/12/2018,273.79
PARKS & OPEN SPACES,ASSET MAINT R&M,ASBESTOS SURVEY - PEEL PARK,B000019904/59301,CONSULTANTS & SPEC SURVEYORS LTD,14/12/2018,295.00
PARKS & OPEN SPACES,ASSET MAINT R&M,ASBESTO SURVEY - PARKER ST,B000019904/59301,CONSULTANTS & SPEC SURVEYORS LTD,14/12/2018,295.00
HAG EXTERNAL WORKS,CONTRACTOR OTHER,HAG TILING,B000019902/37017,PILKINGTON BROS (CHURCH) LTD,14/12/2018,304.19
DEVELOPMENT CONTROL B.U.,GENERAL SUBSCRIPTIONS,SUBS 19 ,B000019903/39694,ROYAL TOWN PLANNING INSTITUTE,14/12/2018,309.00
ACCRINGTON MARKET,ASSET MAINT R&M,REPAIRS AT ACC MARKET HALL,B000019902/25868,HYNDBURN PLUMBING & HEATING SERVICES,14/12/2018,340.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000019903/49780,ROSSENDALES COLLECT LTD,14/12/2018,344.60
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDSCREENS,B000019901/1164,DENNIS EAGLE LIMITED,14/12/2018,345.84
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,CHECK OP OF HBC LIGHITNG,B000019902/27030,LIGHTING AND BUILDING SERVICES LTD,14/12/2018,350.00
HUMAN RESOURCES,DRUGS & ALCOHOL,LAB TESTING - NOV 18,B000019906/57686,D TEC INTERNATIONAL,14/12/2018,370.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,TRASH SCREEN CLEARANCE,B000019903/38733,MARCHBRIDGE BUILDERS LTD,14/12/2018,399.84
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,MR20 Meraki Cloud,B000019905/52932,INSIGHT DIRECT (UK) LTD,14/12/2018,420.00
LAND CHARGES,LAND CHARGES,LAND CHARGES - NOV 18,B000019903/2496,LANCASHIRE COUNTY COUNCIL,14/12/2018,438.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019901/42081,TOWNSON TRACTORS,14/12/2018,485.90
PARKS & OPEN SPACES,ASSET MAINT R&M,MGT SURVEY - MEMORIAL PARK,B000019904/59301,CONSULTANTS & SPEC SURVEYORS LTD,14/12/2018,495.00
HOMELESSNESS-302 BURNLEY RD AC,ASSET MAINT R&M,ASBESTOS SURVEY - HFU,B000019904/59301,CONSULTANTS & SPEC SURVEYORS LTD,14/12/2018,595.00
HAWORTH ART GALLERY,ASSET MAINT R&M,ROOF ACCESS - CHERRY PICKER RQUIRED,B000019906/37017,PILKINGTON BROS (CHURCH) LTD,14/12/2018,602.50
SCAITCLIFFE HOUSE,ASSET MAINT R&M,IT SERVER ROOM  FIRE  REGULATIONS,B000019906/17583,PROTEC FIRE DETECTION PLC,14/12/2018,606.05
FACILITIES TEAM,NEW EQUIPMENT,2 APPLE IPADS WIFI & CELLULAR 32GB,B000019905/52932,INSIGHT DIRECT (UK) LTD,14/12/2018,681.52
TOWNSCAPE HERITAGE INITIATIVE,PRIVATE CONTRACTORS WORK,EXHIBITION  AT H.A.G - 22.11.18,B000019903/17546,SCOTT DAWSON ADVERTISING LTD,14/12/2018,800.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY - OCT 18,B000019906/48843,CLEARWAY ENV SERVICES (UK) LTD,14/12/2018,860.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 9.12.18,B000019904/46341,MORGAN HUNT UK LTD,14/12/2018,942.02
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019901/1164,DENNIS EAGLE LIMITED,14/12/2018,971.13
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019905/7874,STANNAH LIFT SERVICES LIMITED,14/12/2018,1198.00
LOCAL TAXATION,COMPUTER RENTAL & MAINT,IRRV ANNUAL SUBS,B000019904/52997,IRRV,14/12/2018,1200.00
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,FUNERAL SERVICES ,B000019906/55164,BARTON & HALLWORTH FUNERAL SERVICES,14/12/2018,1644.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,REBUILD GT HAR CEM WALL,B000019902/45450,MERCERS BUILDERS LTD,14/12/2018,1685.00
ACC TOWN HALL,ELECTRICITY,A.T.H- NOV 18,B000019903/25200,E.ON UK PLC,14/12/2018,1760.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019901/29877,ROSSENDALE VULCANISING (SALES LTD),14/12/2018,1866.00
GENERAL EXPENSES,CABINET ACTION FUND,REMEMBRANCE SUNDAY - TRAFFIC MGT,B000019904/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,14/12/2018,2420.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019905/7874,STANNAH LIFT SERVICES LIMITED,14/12/2018,2996.00
ACCRINGTON MARKET,ELECTRICITY,ACC MARKET - NOV 18,B000019903/25200,E.ON UK PLC,14/12/2018,3211.49
CANNON ST ACC,ASSET MAINT R&M,CANNON ST ROOF REPAIRS,B000019902/37017,PILKINGTON BROS (CHURCH) LTD,14/12/2018,3441.87
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - NOV 18,B000019903/25200,E.ON UK PLC,14/12/2018,3594.67
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,HUSING BEN SUBSIDY CLAIM 17/18,B000019902/38319,GRANT THORNTON UK LLP,14/12/2018,4224.00
WAR MEMORIALS,CONTRACTOR OTHER,WAR MEMORIALS,B000019902/27030,LIGHTING AND BUILDING SERVICES LTD,14/12/2018,4685.50
SCAITCLIFFE HOUSE,ASSET MAINT R&M,LIFT REPAIRS,B000019906/59916,CONCEPT ELEVATORS,14/12/2018,5781.92
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,ARCSERVE UDP CLOUD HYBRID STORAGE 1,B000019905/36434,BYTES SOFTWARE SERVICES LTD,14/12/2018,17604.10
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,"VAL 9N SPRING ST, RISHTON",B000019902/7524,ROSS LEE CONSTRUCTION LTD,14/12/2018,49407.58
DEV CONTROL,COMPUTER LEASING CHARGES,FME SOFTWARE RENT,B000019907/58485,DOTTED EYES LTD,17/12/2018,340.00
FACILITIES TEAM,AGENCY STAFF,STAFF,B000019907/59823,HAYS,17/12/2018,480.30
TOWNSCAPE HERITAGE INITIATIVE,PRIVATE CONTRACTORS WORK,HERITAGE OPEN DAY - SEPT 18,B000019907/17546,SCOTT DAWSON ADVERTISING LTD,17/12/2018,600.00
PENDLE ST PH1,CONTRACTOR OTHER,PENDLE ST ROOF REPAIRS,B000019908/37017,PILKINGTON BROS (CHURCH) LTD,17/12/2018,681.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING OF BROADWAY,B000019907/2586,HYNDBURN LEISURE,17/12/2018,860.54
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - OCT 18,B000019908/2586,HYNDBURN LEISURE,17/12/2018,1600.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC - NOV 18,B000019908/2586,HYNDBURN LEISURE,17/12/2018,1600.00
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCH FEES,B000019908/45458,GLOSSOP CARAVANS LTD,17/12/2018,1920.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019907/51317,PRISM MEDICAL UK,17/12/2018,3373.72
HIGHWAYS GENERAL,WORK DONE DLO-HIGHWAYS,BROADWAY PAVING REPAIRS,B000019907/52330,JOHN WADE GROUNDWORKS LTD,17/12/2018,4750.00
TOWNSCAPE HERITAGE INITIATIVE,PRIVATE CONTRACTORS WORK,THI EXHIBITION AT HAG C4,B000019907/17546,SCOTT DAWSON ADVERTISING LTD,17/12/2018,11126.00
ELMFIELD HALL FIRE RISK ASSESS,CONTRACTOR OTHER,FIRE ALARM ELMFIELD HALL,B000019908/61283,EMERGENCY SYSTEMS LTD,17/12/2018,12002.70
ADMINISTRATION EXPENSES,PHOTOCOPYING,PHOTOCOPIER COSTS ,B000019911/999,SHARP BUSINESS SYSTEMS UK PLC,18/12/2018,256.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 9.12.18 ,B000019911/19414,HEADS RECRUITMENT LIMITED,18/12/2018,259.63
ADMINISTRATION EXPENSES,PHOTOCOPYING,REPLACEMENT TONERS FOR WILLOWS LANE,B000019911/999,SHARP BUSINESS SYSTEMS UK PLC,18/12/2018,282.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"FIX YOUTH SHELTER, FIT NEW ANGLE BRACKETS ",B000019913/20,A BYRNE FENCING,18/12/2018,300.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 2.12.18  ,B000019911/19414,HEADS RECRUITMENT LIMITED,18/12/2018,330.44
UNDERSPENDS,CABINET ACTION FUND,SELECTION OF FLOWER BULBS ,B000019911/25910,J PARKER DUTCH BULBS (WHOLESALE) CO,18/12/2018,347.30
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REFIX BARRIER AT KING STREET ROUNDABOUT,B000019913/20,A BYRNE FENCING,18/12/2018,365.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  2.12.18 ,B000019911/19414,HEADS RECRUITMENT LIMITED,18/12/2018,367.61
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY  STAFF A 2.12.18 ,B000019911/19414,HEADS RECRUITMENT LIMITED,18/12/2018,367.61
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 9.12.18 ,B000019911/19414,HEADS RECRUITMENT LIMITED,18/12/2018,367.61
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  25.11.18 ,B000019911/19414,HEADS RECRUITMENT LIMITED,18/12/2018,367.61
HEALTH FOOD & SAFETY,BARRISTERS FEES,INVOICE FOR PROFESSIONAL SERVICES 19.11.18,B000019911/61261,PROFESSIONAL WITNESSES LTD,18/12/2018,375.30
ACCRINGTON CREMATORIUM,SUBSIDISED PROFESSIONAL SUBS,TEAM VIEWER ANNUAL SUBSCRIPTION,B000019911/61225,TEAM VIEWER GMBH,18/12/2018,382.80
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  26.11.18 ,B000019911/7871,STANLEY BROS TIPPERS LTD,18/12/2018,390.00
RECYCLING COLLECTION,LEAFLETS,RECYCLING CONTAMINATION LABELS X 5000,B000019911/1344,ELLISON PRINTING,18/12/2018,444.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,PARTS AND LABOUR TO FIX SKYSURF AT WEST END,B000019913/26199,PROLUDIC LTD,18/12/2018,475.35
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TOWARDS EVENTS ,B000019911/60670,FRIENDS OF RHYDDINGS PARK,18/12/2018,500.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  19.11.18 TO 9.12.18 ,B000019911/58023,BUCKINGHAM FUTURES LTD,18/12/2018,624.00
ACCRINGTON TOWN CENTRE,GENERAL SUBSCRIPTIONS,SUBS 2019,B000019911/60667,ASSOCIATION OF TOWN CENTRE MANAGEMENT,18/12/2018,625.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,ARTWORK MESH BANNERS  INCLUDING CABLE TIES,B000019911/17546,SCOTT DAWSON ADVERTISING LTD,18/12/2018,770.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF 19.11.18 TO 9.12.18,B000019911/58023,BUCKINGHAM FUTURES LTD,18/12/2018,1063.83
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,SECOND PAYMENT FOR DIKENSIEN NIGHT AT ACCRINGTON TOWN SQUARE,B000019911/61031,NEW FREEDOM,18/12/2018,1636.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 26.11.18 TO 2.12.18  ,B000019911/55740,RAPID RECRUITMENT LTD,18/12/2018,2109.37
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL,B000019911/7979,T SPLITT,18/12/2018,2157.34
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  03.12.18 TO 9.12.18 ,B000019911/55740,RAPID RECRUITMENT LTD,18/12/2018,2734.67
KINGDOM LITTER ENFORCEMENT,OUTDOOR RECREATION NEW MARKETS,NOVEMBER ONE OFF HOURS 314 HRS @ £15 PER HOUR,B000019911/61293,KINGDOM SERVICES GROUP LTD,18/12/2018,4710.00
CCTV'S,PRIVATE CONTRACTORS WORK,MONITORING AND MAINTENANCE OF CAMERAS IN NOVEMBER  2018,B000019911/28873,BLACKBURN WITH DARWEN B.C.,18/12/2018,7316.37
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,PROVIDE STONE MASON WORK TO INCLUDE REPAIRS,B000019913/49892,KEN HOWE NATURAL STONE SUPPLIES,18/12/2018,15120.00
REPLACE WIRELESS CCTV CAMERAS,EQUIPMENT,UPGRADE OF CCTV CAMERAS WITHIN HYNDBURN- STAGE 1,B000019911/28873,BLACKBURN WITH DARWEN B.C.,18/12/2018,18663.19
CREMATOR PURCHASE,CONTRACTOR OTHER,STACK TESTING,B000019913/28418,FACULTATIEVE TECHNOLOGIES,18/12/2018,21640.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL,B000019911/7979,T SPLITT,18/12/2018,24260.30
LICENSING,DRIVERS,DVLA CHECKS,B000019916/59795,G B GROUP PLC,19/12/2018,330.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BRUSH ARM WELD ASSY,B000019914/7688,AEBI SCHMIDT UK LTD,19/12/2018,332.82
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019914/1164,DENNIS EAGLE LIMITED,19/12/2018,475.76
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,DOOR GLASS MIRROR,B000019914/1758,GUNN JCB LTD,19/12/2018,658.31
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W.E 9.12.18,B000019916/33923,EDEN BROWN LTD,19/12/2018,668.85
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,POLY BELTS,B000019914/7688,AEBI SCHMIDT UK LTD,19/12/2018,738.18
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 9.12.18,B000019916/55150,VENN GROUP LIMITED,19/12/2018,811.98
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,MIRRORS ETC,B000019914/1164,DENNIS EAGLE LIMITED,19/12/2018,827.76
CHRISTMAS CRIB,CONTRACTOR OTHER,REPLACE XMAS CRIB AT G-H,B000019916/20,A BYRNE FENCING,19/12/2018,965.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 9.12.18,B000019916/46341,MORGAN HUNT UK LTD,19/12/2018,1011.71
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BODYWORK REPAIR,B000019914/27428,SUMMIT AUTO BODIES,19/12/2018,1109.33
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 26.11.18,B000019916/58852,OYSTER PARTNERSHIP,19/12/2018,1620.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 3.12.18,B000019916/58852,OYSTER PARTNERSHIP,19/12/2018,1620.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019916/25868,HYNDBURN PLUMBING & HEATING SERVICES,19/12/2018,4000.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VALUATIONS,B000019916/32265,VALUATION OFFICE AGENCY ADMINISTRATION,19/12/2018,4000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000019915/59985,A. Y. A. PROPERTIES LIMITED,19/12/2018,6749.00
ENV SERVICES,ENV HEALTH,SUBS 19,P-CARD - DEC 18,C I E H,26/11/2018,927.00
P & C G,ADMIN SERVICES,STATIONERY,P-CARD - DEC 18,OFFICE DEPOT,01/12/2018,558.45
P & C G,ADMIN SERVICES,SUBS 19,P-CARD - DEC 18,C I P F A ,05/12/2018,325.00
P & C G,LEGAL,SUBS 19,P-CARD - DEC 18,C I L E X,06/12/2018,364.00
P & C G,ADMIN SERVICES,LEGAL FEES,P-CARD - DEC 18,THOMSON REUTERS,11/12/2018,350.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,OCTOBER,31118,ALLPAY.NET LTD,14/12/2018,1766.40
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  NOVEMBER,31118,G4S CASH SOLUTIONS,14/12/2018,318.07
LOCAL TAXATION,SUMMONSES,HMCTS,31119,MINISTRY OF JUSTICE,17/12/2018,259.50
BANK CHARGES,BANK CHARGES,STREAMLINE,31119,NATWEST BANK,19/12/2018,1485.27
BANK CHARGES,BANK CHARGES,STREAMLINE,31119,NATWEST BANK,19/12/2018,1061.25
P & C G,IT,BT BILL,P-CARD - DEC 18,BT,13/12/2019,263.37
BANK CHARGES,BANK CHARGES,GROUP CHARGES Q3,31135,NATWEST BANK,31/12/2019,3987.93

