Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,"STONEWORK RESTORATION FOR RHYDDINGS PARK, REMAINING REPAIRS CARRIED OUT AT VARIOUS LOCATIONS",B000020158/49892,KEN HOWE NATURAL STONE SUPPLIES,08/05/2019,10984.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF  W/E 21.04.19,B000020159/55150,VENN GROUP LIMITED,09/05/2019,701.22
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF  W/E 14.04.19,B000020159/55150,VENN GROUP LIMITED,09/05/2019,776.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 28.04.19,B000020159/46341,MORGAN HUNT UK LTD,09/05/2019,786.90
FACILITIES TEAM,AGENCY STAFF,STAFF  W/E 03.05.19,B000020159/59823,HAYS,09/05/2019,830.54
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF  W/E 21.04.19,B000020159/33923,EDEN BROWN LTD,09/05/2019,873.60
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020160/61466,AUTOTECH RECRUIT,09/05/2019,975.00
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 26.04.19,B000020159/59823,HAYS,09/05/2019,1103.29
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 03.05.19,B000020159/59823,HAYS,09/05/2019,1116.26
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 05.05.19,B000020159/61546,R K GROUP,09/05/2019,1160.18
SCAITCLIFFE HOUSE,WATER CHARGES,WATER SCAITCLIFFE 4.2.19  -  29.4.19,B000020159/8325,WATER PLUS LTD,09/05/2019,1846.98
DFG Affordable Warmth Grant,CONTRACTOR OTHER,REPLACEMENT BOILER ,B000020159/50717,HIGH EFFICIENCY LTD,09/05/2019,1875.00
ACCRINGTON TOWN CENTRE,ADVERTISING GENERAL,AD RE EVENTS CO ORDINATOR,B000020161/61599,HIRING WIZARD LIMITED,10/05/2019,296.00
TECH REFRESH,EQUIPMENT,"4 X 20"" MONITORS ",B000020164/1106,B T BUSINESS DIRECT,10/05/2019,418.40
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,TOILET HIRE FOR P STATION EPE 19,B000020164/58892,PORTABLE TOILET COMPANY,10/05/2019,864.00
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS, PORTAKABIN HIRE HBC19,B000020164/7247,PORTAKABIN LTD,10/05/2019,3925.00
HOUSING ADVICE,CHOICE BASED LETTINGS,B WITH US APR-MAR 2020,B000020164/59166,TOGETHER HOUSING ASSOCIATION,10/05/2019,9471.67
REGISTRATION,RENTAL & MAINT SOFTWARE MISC,SOFTWARE SYSTEM,B000020161/61438,XPRESS SOFTWARE SOLUTIONS LTD,10/05/2019,12000.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SOFTWARE ANNUAL MAINT 1.5.20,B000020164/1553,FRONTIER SOFTWARE PLC,10/05/2019,17904.10
UNDERSPENDS,ENERGY,APRIL 2019,B000020166/61050,YU ENERGY,13/05/2019,275.43
HOUSING ADVICE,RENT DEPOSIT SCHEME,DEPOSIT FEE,B000020165/61625,ROOMS TO RENT,13/05/2019,301.00
ENFORCEMENT,ADVERTISING GENERAL,ADVERT IN ACCRINGTON OBSERVER 5.4.19,B000020169/60625,REACH PUBLISHING SERVICES LTD,13/05/2019,333.33
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 380711 30.4.19,B000020169/7871,STANLEY BROS TIPPERS LTD,13/05/2019,390.00
ACC TOWN CENTRE EVENT ,EVENT EXPENDITURE,ACCRINGTON TOWN CENTRE EVENT 6.4.19,B000020169/19776,BIBBY FACTORS NORTHWEST LTD,13/05/2019,445.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,EASTER FUN DAY PAYMENT 2 OF 2 ,B000020169/61031,NEW FREEDOM,13/05/2019,575.00
HOUSING BENFITADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 5.5.19,B000020167/33923,EDEN BROWN LTD,13/05/2019,607.43
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 28.04.19 ,B000020169/19414,HEADS RECRUITMENT LIMITED,13/05/2019,679.54
DOG WARDEN,KENNELING - DAYTIME,KENNELLING DAY RATE APRIL 19,B000020169/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,13/05/2019,752.50
MARKETS - OPERATIONS,WATER CHARGES,WATER AND WASTE PUBLIC TOILETS PEEL ST,B000020165/8325,WATER PLUS LTD,13/05/2019,857.82
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  7.4.19 ,B000020169/19414,HEADS RECRUITMENT LIMITED,13/05/2019,868.92
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 5.5.19,B000020167/46341,MORGAN HUNT UK LTD,13/05/2019,918.05
LIBRARY ST DEPOT,ELECTRICITY,APRIL 2019,B000020166/25200,E.ON UK PLC,13/05/2019,1121.29
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 15.4.19,B000020167/58852,OYSTER PARTNERSHIP,13/05/2019,1332.72
GYPSY SITE,ELECTRICITY,APRIL 2019,B000020166/25200,E.ON UK PLC,13/05/2019,1463.98
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC APR 19,B000020166/29112,HYNDBURN LEISURE,13/05/2019,1600.00
ACC TOWN HALL,ELECTRICITY,APR 19,B000020166/25200,E.ON UK PLC,13/05/2019,1630.90
MARKETS - OPERATIONS,YARD CLEANING,WASTE DISPOSAL APR 19,B000020165/59730,BLACKBURN SKIPS LIMITED,13/05/2019,1773.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 29.4.19 TO 5.5.19,B000020169/55740,RAPID RECRUITMENT LTD,13/05/2019,1780.66
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020165/50717,HIGH EFFICIENCY LTD,13/05/2019,1945.00
MARKETS - OPERATIONS,ELECTRICITY,APRIL 2019,B000020166/25200,E.ON UK PLC,13/05/2019,2765.25
LEISURE IN HYNDBURN,ELECTRICITY,APRIL 19,B000020166/25200,E.ON UK PLC,13/05/2019,3543.43
LEISURE IN HYNDBURN,ELECTRICITY,APR 19,B000020166/25200,E.ON UK PLC,13/05/2019,3669.25
SCAITCLIFFE HOUSE,ELECTRICITY,APR 19,B000020166/25200,E.ON UK PLC,13/05/2019,3847.43
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT HIGHAMS ,B000020169/57700,MASTER GROUND SERVICES,13/05/2019,6053.50
OTHER SERVICES,SINGLE FUNDING POT,GRANT YEAR 3,B000020165/60659,CITIZENS ADVICE ROSSENDALE & HYNDBURN LTD,13/05/2019,30000.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000020172/1758,GUNN JCB LTD,15/05/2019,264.98
HOUSING BENEFIT ADMINISTRATION,LEGAL FEES,COSTS,B000020173/49780,ROSSENDALES COLLECT LTD,15/05/2019,265.45
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CLUTCH,B000020172/21709,BBC SUPERFACTORS LTD,15/05/2019,273.63
MARKETS - OPERATIONS,CLEANING MATERIALS,CLEANING MATERIALS,B000020173/7033,OPTION HYGIENE,15/05/2019,296.24
REFUSE COLLECTION,CLINICAL WASTE COLLECTION,REMOVE 5LTR TUB OF HYDROCHLORIC ACID ,B000020174/19101,NEALES WASTE MANAGEMENT,15/05/2019,317.00
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGES- REPLACE PARTS,B000020175/59248,LANCASHIRE GAS SERVICES,15/05/2019,330.60
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL - ADDITIONAL WRA WORKS,B000020175/59248,LANCASHIRE GAS SERVICES,15/05/2019,334.88
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,16.4.19 - 15.5.19,B000020173/61288,XBM LTD,15/05/2019,346.80
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE - ENTRANCE LIGHTS,B000020175/37017,PILKINGTON BROS (CHURCH) LTD,15/05/2019,380.60
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL - ROOF CLEANING,B000020175/37017,PILKINGTON BROS (CHURCH) LTD,15/05/2019,395.00
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGES - NEW HOT WATER PUMP,B000020175/59248,LANCASHIRE GAS SERVICES,15/05/2019,405.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000020172/1758,GUNN JCB LTD,15/05/2019,406.18
POLICY AND PERFORMANCE REVIEW,NEW EQUIPMENT,APPLE I PAD,B000020173/52932,INSIGHT DIRECT (UK) LTD,15/05/2019,415.00
LIBRARY ST DEPOT,ASSET MAINT R&M,CVMU - HEATER REPAIRS,B000020175/59248,LANCASHIRE GAS SERVICES,15/05/2019,472.25
HAWORTH ART GALLERY,ASSET MAINT R&M,H.A.G - CONTROL VALVE,B000020175/59248,LANCASHIRE GAS SERVICES,15/05/2019,472.33
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS AND CONSUMABLES,B000020172/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,15/05/2019,517.20
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT ,B000020174/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,15/05/2019,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020174/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,15/05/2019,540.00
HYNDBURN CEMETERIES,ASSET MAINT R&M, 4 NO. CABLES AND OUTLETS ,B000020174/7968,T I S LTD,15/05/2019,720.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 29.3.19,B000020173/59823,HAYS,15/05/2019,777.44
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 12.5.19,B000020172/61466,AUTOTECH RECRUIT,15/05/2019,787.50
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 10.5.19,B000020173/59823,HAYS,15/05/2019,874.55
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING SERVICES- APRIL 19,B000020173/29112,HYNDBURN LEISURE,15/05/2019,936.00
LEISURE IN HYNDBURN,LIH R&M,TOWN HALL - LIFT REPAIRS,B000020175/59916,CONCEPT ELEVATORS,15/05/2019,1020.00
VEHICLE MAINT SUPERVISION,WATER CHARGES,5.2.19-28.4.19 - CVMU,B000020172/8325,WATER PLUS LTD,15/05/2019,1063.15
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,CARRY OUT INSEPCTION ON 25 PLAY AREAS,B000020174/61071,MORRAL PLAY SERVICES LTD,15/05/2019,1125.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020175/21792,H & M BUILDING & JOINERY LTD,15/05/2019,1150.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PROVIDE HARD LANDSCAPING TO SCAITCLIFFE HOUSE,B000020174/52330,JOHN WADE GROUNDWORKS LTD,15/05/2019,1241.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,SUPPLY THE NOTICEBOARD SPECIFICATION,B000020174/61513,WHITE HILL DIRECT LTD,15/05/2019,1249.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,WRA WORKS - SCAITCLIFFE,B000020175/59248,LANCASHIRE GAS SERVICES,15/05/2019,1444.50
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,BROWN BINS,B000020174/19799,DURASAK,15/05/2019,2512.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO GRIND OUT APPROX 60 STUMPS ,B000020174/56356,STUMP BUSTERS NORTH LANCS,15/05/2019,2628.00
STREET CLEANSING,DOG BAGS,DOG WASTE SACKS ,B000020174/19799,DURASAK,15/05/2019,3715.16
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DWP DATA SHARING PROGRAMME - MAR 19,B000020173/783,CAPITA BUSINESS SERVICES LTD,15/05/2019,5893.37
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020173/25868,HYNDBURN PLUMBING & HEATING SERVICES,15/05/2019,10000.00
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE RHYDDINGS PARK BANK HOLIDAY RATE 19.4.19 03.50AM,B000020179/44845,KEYPLUS SECURITY LTD,20/05/2019,274.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 28.4.19 ,B000020179/19414,HEADS RECRUITMENT LIMITED,20/05/2019,345.34
LOCAL TAXATION,OFFICE CONSUMABLES,ANNUAL BILLING INSERT (DD),B000020180/57679,CRITIQOM,20/05/2019,369.96
TIPPING CHARGES,HIRED VEHICLE,"HIRE VEHICLE, SKIP BAY 8.5.19 ",B000020179/7871,STANLEY BROS TIPPERS LTD,20/05/2019,390.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIBRATORS,B000020181/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,20/05/2019,420.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"TREE WORK, GREAT HARWOOD",B000020178/22189,ROY CATTERMOLE (TREE SURGEON),20/05/2019,550.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 12.5.19,B000020180/46341,MORGAN HUNT UK LTD,20/05/2019,734.44
PARKS & OPEN SPACES,GAS,28.2.19 - 31.3.19 RHYDDINGS PARK COMMUNITY HUB,B000020180/61050,YU ENERGY,20/05/2019,795.74
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  15.4.19 TO 21.4.19 / 29.4.19 TO 5.5.19,B000020179/58023,BUCKINGHAM FUTURES LTD,20/05/2019,803.83
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 12.5.2019,B000020180/33923,EDEN BROWN LTD,20/05/2019,921.38
ACC TC CLEANSING,MECH SWEEPER BRUSHES, DEEP CLEANER,B000020178/7750,SHORROCK TRICHEM,20/05/2019,936.00
Corporate Property Bus Unit,AGENCY STAFF,W/C 06/05/2019,B000020180/58852,OYSTER PARTNERSHIP,20/05/2019,1191.60
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  6.5.19 TO 12.5.19 ,B000020179/55740,RAPID RECRUITMENT LTD,20/05/2019,1309.52
GENERAL EXPENSES,BUSINESS RATE POOLING ADMIN,ADMIN OF LANCASHIRE BUSINESS RATES POOL 18/19,B000020180/7448,RIBBLE VALLEY BOROUGH COUNCIL,20/05/2019,1818.18
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL DELIVERY ,B000020179/1033,CROWN OIL LTD,20/05/2019,1824.00
ADMINISTRATION EXPENSES,PHOTOCOPYING,REPLACEMENT PHOTOCOPIER WILLOWS LANE,B000020179/999,SHARP BUSINESS SYSTEMS UK PLC,20/05/2019,1850.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,RHYDDINGS PARK REMAINING STONE WORK  FINAL INVOICE,B000020179/49892,KEN HOWE NATURAL STONE SUPPLIES,20/05/2019,5280.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,AMAZING ACCRINGTON FESTIVAL 2019,B000020179/17546,SCOTT DAWSON ADVERTISING LTD,20/05/2019,7500.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,CROWN DIESEL DELIVERY ,B000020179/1033,CROWN OIL LTD,20/05/2019,24780.00
HAWORTH STABLES,SECURITY SYSTEM MAINTENANCE,KEY HOLDING CHARGE FOR STABLES ,B000020188/44845,KEYPLUS SECURITY LTD,22/05/2019,260.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,"COMMERCIAL EPC - HEYS LANE, G-H",B000020187/29350,OAKLODGE ENERGY LTD,22/05/2019,300.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020188/61130,KIRK SCAFFOLDING LTD,22/05/2019,308.58
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGE SEARCHES,B000020188/2496,LANCASHIRE COUNTY COUNCIL,22/05/2019,336.00
OFF STREET PARKING,PRIVATE CONTRACTORS WORK,PARKING ENFORCEMENTS - VARIOUS DATES,B000020188/7448,RIBBLE VALLEY BOROUGH COUNCIL,22/05/2019,605.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 8.3.19,B000020187/59823,HAYS,22/05/2019,799.84
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 19.5.19,B000020186/61466,AUTOTECH RECRUIT,22/05/2019,800.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,DEPOSIT & RENT ,B000020187/61195,H2 HOMES,22/05/2019,850.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 12.05.19,B000020188/61546,R K GROUP,22/05/2019,1022.62
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 8.3.19,B000020187/59823,HAYS,22/05/2019,1251.60
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,DCP ONLINE RENEWAL,B000020188/58800,HAYMARKET MEDIA GROUP LTD,22/05/2019,1950.00
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING FOR WEDDINGS,B000020188/57628,S.R.S. CATERING LTD,22/05/2019,6666.67
MEMBER SERVICES,COMPUTER SERVICES,MODERN GOV SUPPORT FEE - 1.5.19-30.4.20,B000020187/57734,MODERN MINDSET LTD,22/05/2019,10250.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 19.05.19,B000020192/61546,R K GROUP,24/05/2019,1294.51
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGE V  HEATING SURVEY,B000020193/59248,LANCASHIRE GAS SERVICES,28/05/2019,348.00
MARKETS - OPERATIONS,NEW EQUIPMENT,REPLACEMENT LADDERS,B000020193/42424,BROWNS LADDERS LIMITED,28/05/2019,378.82
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000020193/42878,MARSTON BOOK SERVICES LIMITED,28/05/2019,403.06
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING MATERIALS,B000020193/7033,OPTION HYGIENE,28/05/2019,468.39
MARKETS - OPERATIONS,WATER CHARGES,WATER MARKET HALL APR/MAY 19,B000020193/8325,WATER PLUS LTD,28/05/2019,615.82
ELMFIELD HALL FLATS,GENERAL REPAIR & MAINT BLDGS,ELMFIELD HALL ACCESS CONTROL FIRE ASSESS,B000020193/24998,BELLIT SECURITY LIMITED,28/05/2019,920.00
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDINGS PARK PAINTING OF GATES,B000020193/37017,PILKINGTON BROS (CHURCH) LTD,28/05/2019,1050.00
CORPORATE PROPERTY,ASSET MAINT R&M, REPAIRS BAXENDEN CLOCK,B000020193/37017,PILKINGTON BROS (CHURCH) LTD,28/05/2019,1264.23
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REVOVERY OF VEHICLE,B000020194/12190,ASSURED AUTOMOBILE ASSESSORS LTD,29/05/2019,260.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BUMPER COVERS,B000020194/1164,DENNIS EAGLE LIMITED,29/05/2019,328.28
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIDE SKIDS,B000020194/7688,AEBI SCHMIDT UK LTD,29/05/2019,396.58
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 19.5.19,B000020195/61657,G2 RECRUITMENT SOLUTIONS,29/05/2019,517.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 12.5.19,B000020195/55150,VENN GROUP LIMITED,29/05/2019,542.88
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 5.5.19,B000020195/55150,VENN GROUP LIMITED,29/05/2019,616.98
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 17.5.19,B000020195/59823,HAYS,29/05/2019,639.96
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 19.5.19,B000020195/46341,MORGAN HUNT UK LTD,29/05/2019,970.51
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 26.5.19,B000020194/61466,AUTOTECH RECRUIT,29/05/2019,987.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020195/61433,JCM STEEL FABRICATIONS LTD,29/05/2019,1185.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020195/7874,STANNAH LIFT SERVICES LIMITED,29/05/2019,1412.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,STOCK PARTS,B000020194/7688,AEBI SCHMIDT UK LTD,29/05/2019,1509.90
DFG Affordable Warmth Grant,CONTRACTOR OTHER,REPLACEMENT BOILER ,B000020195/50717,HIGH EFFICIENCY LTD,29/05/2019,1675.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,REPLACEMENT BOILER ,B000020195/35745,AGS HEATING & PLUMBING LTD,29/05/2019,1824.00
GYPSY SITE,RENT AND HIRE OF PREMISES,RENT 22.4.19 TO 20.5.19,B000020195/45458,GLOSSOP CARAVANS LTD,29/05/2019,1920.00
HUMAN RESOURCES,TRAINING EXPENSES,STREET WORKS TRAINING,B000020195/59789,SAFETY COMES FIRST LTD,29/05/2019,2480.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020195/7874,STANNAH LIFT SERVICES LIMITED,29/05/2019,2746.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 13.5.19,B000020195/58852,OYSTER PARTNERSHIP,29/05/2019,2957.40
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020195/7874,STANNAH LIFT SERVICES LIMITED,29/05/2019,6689.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MAKE SAFE MANHOLE COVER,B000020201/26968,LIGHTING AND BUILDING SERVICES LTD,31/05/2019,275.00
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,WORKSHOP ITEMS,B000020202/8459,EXPRESS CUTTING & WELDING SERVICES LTD,31/05/2019,296.04
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES 22.2.19 - 21.5.19,B000020199/781,CANON (UK) LTD,31/05/2019,349.39
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,REPAIRS AT WHINNEY HILL ,B000020201/30178,B3P SERVICES LTD,31/05/2019,453.50
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SUBSIDY SERVICE  2019,B000020200/783,CAPITA BUSINESS SERVICES LTD,31/05/2019,500.00
PUBLIC TRANSPORT,CLEANING,BUS STOP CLEANING APR 2019,B000020199/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,31/05/2019,750.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,MAKE GOOD LOOSE FLAGS,B000020201/26968,LIGHTING AND BUILDING SERVICES LTD,31/05/2019,785.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY - APRIL 19,B000020200/48843,CLEARWAY ENV SERVICES (UK) LTD,31/05/2019,796.00
LOCAL TAXATION,OTHER FEES,BUSINESS RATES REVIEW - APR- MAY 19,B000020200/61357,CAPACITY GRID,31/05/2019,845.00
WOODNOOK VALE ENTRANCE IMPS,CONTRACT WORKS,STONE,B000020199/60214,SPECIALISED YORKSTONE SUPPLIES LTD,31/05/2019,1000.00
MARKETS - STAFFING,NEW EQUIPMENT,SPC PRO2 KIT FOR MONITORING,B000020200/61604,E L COMPONENT LTD,31/05/2019,1107.50
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 26.05.19,B000020199/61546,R K GROUP,31/05/2019,1306.13
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF  W/E 17.05.19,B000020199/59823,HAYS,31/05/2019,1306.73
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,REPAIRS CARRIED OUT IN MARCH 2019,B000020201/26968,LIGHTING AND BUILDING SERVICES LTD,31/05/2019,1374.50
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 24.05.19,B000020199/59823,HAYS,31/05/2019,1376.49
