Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
CCTV'S,PRIVATE CONTRACTORS WORK,CCTV MONITORING,B000021125/28873,BLACKBURN WITH DARWEN B.C.,10/08/2020,7497.60
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,FUNERAL,B000021125/55164,BARTON & HALLWORTH FUNERAL SERVICES,10/08/2020,1445.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 27.07.20,B000021125/58852,OYSTER PARTNERSHIP,10/08/2020,1260.00
MARKETS - OPERATIONS,YARD CLEANING,REFUSE REMOVAL W/E 28.7.20,B000021125/59730,BLACKBURN SKIPS LIMITED,10/08/2020,1576.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 19.7.20,B000021125/63907,BUTLER ROSE,10/08/2020,366.30
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 26.7.20,B000021125/63907,BUTLER ROSE,10/08/2020,432.90
BROADWAY SHOPS,CONTRACTOR OTHER,12 BROADWAY REMOVE EXT SIGNAGE,B000021125/64418,SIGNAGE SYSTEMS,10/08/2020,425.00
RECYCLING COLLECTION,PRINTING,DRIVER SAFETY BOOKS ,B000021126/1110,DALTON & CO (PRINTERS) LTD,10/08/2020,459.00
VEHICLE MAINT SUPERVISION,FUEL STOCK, DIESEL  ,B000021126/45743,WATSON PETROLEUM,10/08/2020,17820.00
STREET CLEANSING,LITTER BINS/ LINERS,EURO HOODY LITTER BIN ,B000021126/49385,MRM STREET FURNITURE LIMITED,10/08/2020,1290.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICEL HIRE,B000021126/59171,COLLETT TRANSPORT SERVICES,10/08/2020,4370.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE ,B000021126/59171,COLLETT TRANSPORT SERVICES,10/08/2020,4370.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021126/59171,COLLETT TRANSPORT SERVICES,10/08/2020,4370.00
REFUSE COLLECTION,NEW CONTAINERS,GREY 240LTR WHEELED BINS ,B000021126/59653,MGB PLASTICS,10/08/2020,4800.00
INDOOR MARKET HALL REDEVELOPMT,OTHER FEES,STAGE 2 FEES,B000021126/62302,DAWNVALE LIMITED,10/08/2020,11990.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF -  W/E 02.08.20,B000021127/46341,MORGAN HUNT UK LTD,10/08/2020,990.86
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 26.07.20,B000021127/46341,MORGAN HUNT UK LTD,10/08/2020,990.86
ACC MKT HALL SVCE YARD LAMPS,CONTRACTOR OTHER,TOWN HALL REFUSE STORE,B000021127/49892,KEN HOWE NATURAL STONE SUPPLIES,10/08/2020,9510.00
P & CG,CENTRAL ADMIN,FLAGS,P-CARD - AUG 20,HAMPSHIRE FLAGS,10/08/2020,854.84
HYNDBURN CEMETERIES,AGENCY STAFF, AGENCY STAFF WK  02.08.20,B000021130/19414,HEADS RECRUITMENT LIMITED,11/08/2020,463.32
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 26.07.20,B000021130/19414,HEADS RECRUITMENT LIMITED,11/08/2020,474.72
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK  02.08.20  ,B000021130/19414,HEADS RECRUITMENT LIMITED,11/08/2020,1473.03
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 26.07.20 ,B000021130/19414,HEADS RECRUITMENT LIMITED,11/08/2020,1490.63
ENFORCEMENT,GENERAL SUBSCRIPTIONS, 01-10-20 TO 30-09-21  NETWORK SUBS,B000021130/24813,MALLARD CONSULTANCY LTD,11/08/2020,990.00
HIGH STREET FUND,ADVERTISING GENERAL,2 MONTHS  MARKETING SUPPORT  ,B000021130/29112,HYNDBURN LEISURE,11/08/2020,16000.00
HIGH STREET FUND,ADVERTISING GENERAL,SHOP RESTORATION,B000021130/29112,HYNDBURN LEISURE,11/08/2020,17637.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING CHARGES JULY 20 OAKHILL PARK,B000021130/2981,MINSTER CLEANING SERVICES,11/08/2020,315.40
DOG WARDEN,KENNELING - DAYTIME,KENNELLING FEES ALL DAY RATE JULY 20,B000021130/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,11/08/2020,940.86
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 27.07.20 - 02.08.20,B000021130/55740,RAPID RECRUITMENT LTD,11/08/2020,867.99
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT VERGE CUTTING,B000021130/57700,MASTER GROUND SERVICES,11/08/2020,6133.50
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE RENTAL JULY 20 ,B000021130/59171,COLLETT TRANSPORT SERVICES,11/08/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,HIRED VEHICLE JULY 20 ,B000021130/59171,COLLETT TRANSPORT SERVICES,11/08/2020,4180.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,POT TO PLOT 5 X SESSIONS  AUGUST 20,B000021130/60670,FRIENDS OF RHYDDINGS PARK,11/08/2020,1350.00
HYNDBURN CEMETERIES,PROTECTIVE CLOTHING,JANITORIAL CLEANING ITEMS AND PPE,B000021130/666,"BUBBLES, BRUSHES & WIPER CO LTD",11/08/2020,312.13
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE  31.07.20,B000021130/7871,STANLEY BROS TIPPERS LTD,11/08/2020,450.00
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN,B000021131/25419,ELECTORAL REFORM SERVICES,12/08/2020,1669.13
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE JUL 20 CLAYTON CIVIC HALL,B000021131/29112,HYNDBURN LEISURE,12/08/2020,1600.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,GRANT,B000021131/50717,HIGH EFFICIENCY LTD,12/08/2020,1875.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 02.08.20,B000021131/61657,G2 RECRUITMENT SOLUTIONS,12/08/2020,1997.84
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE  26.07.20,B000021131/61657,G2 RECRUITMENT SOLUTIONS,12/08/2020,2010.84
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN,B000021131/62168,CIVICA ELECTION SERVICES,12/08/2020,673.82
COVID 19 Waste Services,PROTECTIVE CLOTHING,REUSEABLE FACE MASK,B000021134/12320,LANTEX MANUFACTURING CO LTD,13/08/2020,1150.00
VEHICLE MAINT SUPERVISION,COMPUTER RENTAL & MAINT,FLEETMASTER LICENCE FOR 3 USERS ,B000021134/44243,TRAPEZE GROUP (UK) LTD,13/08/2020,7886.00
VEHICLE MAINT SUPERVISION,FUEL ADDITIVES,1000 LTR AD BLUE SOLUTION,B000021134/47016,J E MORTEN LTD,13/08/2020,260.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,10M WHITE ARCHITECTURAL HALYARD,B000021134/64242,NORTHERN FLAGS LTD,13/08/2020,3854.20
WILLOWS LANE DEPOT,DEPOT COSTS,GOLD COVER SERVICE AND MAINTENANCE,B000021134/7187,PENNINE PUMP & TANK CO,13/08/2020,700.00
COVID 19,NEW EQUIPMENT,FLOOR STANDING SCREENS,B000021134/9535,BEVLAN OFFICE INTERIORS LTD,13/08/2020,830.20
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS AS PART OF HERITAGE LOTTERY FUND PROJECT AT RHYDDINGS PARK,B000021135/60670,FRIENDS OF RHYDDINGS PARK,13/08/2020,500.00
STREET CLEANSING,TRAFFIC MANAGEMENT,DUNKENHALGH WAY 15.07.20 TRAFFIC MANAGEMENT FEES,B000021135/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,13/08/2020,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL 15.07.20 DUNKENHALGH WAY,B000021135/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,13/08/2020,540.00
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD - AUG 20,DVLA,13/08/2020,267.50
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 03.08.20,B000021136/58852,OYSTER PARTNERSHIP,14/08/2020,1260.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000021136/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,14/08/2020,400.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 09.08.20,B000021136/61657,G2 RECRUITMENT SOLUTIONS,14/08/2020,1153.08
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 09.08.20,B000021136/61657,G2 RECRUITMENT SOLUTIONS,14/08/2020,2019.16
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E  26.07.20  02.08.20  09.08.20,B000021136/61657,G2 RECRUITMENT SOLUTIONS,14/08/2020,4440.68
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,COVID 19 HARDSHIP FUND,B000021136/783,CAPITA BUSINESS SERVICES LTD,14/08/2020,6766.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021136/7874,STANNAH LIFT SERVICES LIMITED,14/08/2020,3630.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 26.07.20,B000021137/33923,EDEN BROWN LIMITED,17/08/2020,1010.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 09.08.20,B000021137/46341,MORGAN HUNT UK LTD,17/08/2020,990.86
RENOVATION,CONTRACTOR OTHER,VALUATION 3,B000021137/59128,GEORGE PEARCE & SONS LTD,17/08/2020,9256.33
BROADWAY SHOPS,CONTRACTOR OTHER,12 BROADWAY 5 YR WIRING IMPROVEMENT WORKS,B000021137/60330,CALBARRIE COMPLIANCE SERVICES,17/08/2020,375.00
BROADWAY SHOPS,CONTRACTOR OTHER,4 BROADWAY 5 YEAR WIRING IMPROVEMENT WORKS,B000021137/60330,CALBARRIE COMPLIANCE SERVICES,17/08/2020,375.00
LAND ASSEMBLY & REMEDIATION,LEGAL FEES,PHOENIX ID LAND DISPOSAL,B000021137/60851,DWF LLP,17/08/2020,2160.00
SCAITCLIFFE HOUSE,WATER CHARGES,WATER SCAITCLIFFE APR - AUG 20,B000021137/8325,WATER PLUS LTD,17/08/2020,1904.92
LIBRARY ST DEPOT,ELECTRICITY,CVNU - JUL 20,B000021139/25200,E.ON UK PLC,17/08/2020,672.31
ACC TOWN HALL,ELECTRICITY,A T H JULY 20,B000021139/25200,E.ON UK PLC,17/08/2020,1073.27
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - JULY 20,B000021139/25200,E.ON UK PLC,17/08/2020,1129.87
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - JULY 20,B000021139/25200,E.ON UK PLC,17/08/2020,2076.60
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - JULY 20,B000021139/25200,E.ON UK PLC,17/08/2020,2337.14
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - JULY 20,B000021139/25200,E.ON UK PLC,17/08/2020,4811.33
COVID 19,RENTAL & MAINT SOFTWARE MISC,1 VMSPHER - 7 ENTERPRISE + SUBSCRIPTION,B000021139/42067,XICON LIMITED,17/08/2020,3805.83
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021140/61466,AUTOTECH RECRUIT,17/08/2020,1000.00
LIBRARY ST DEPOT,WATER CHARGES,WATER & WASTEWATER CVMU,B000021140/8325,WATER PLUS LTD,17/08/2020,1089.56
INSURANCES,PREMIUMS PAID,MATERIAL DAMAGE ADDITIANAL INV,B000021143/1287,ZURICH INSURANCE PLC,18/08/2020,874.01
INSURANCES,PREMIUMS PAID,FIDELITY GUARANTEE / CRIME INS 2021,B000021143/1287,ZURICH INSURANCE PLC,18/08/2020,3136.00
INSURANCES,PREMIUMS PAID,MATERIAL DAMAGE 2021,B000021143/1287,ZURICH INSURANCE PLC,18/08/2020,98124.20
GYPSY SITE,ELECTRICITY,GYPSY SITE  JUL 20,B000021143/25200,E.ON UK PLC,18/08/2020,1235.27
COVID 19,DISASTER PLANNING,2 APPLE 10 INCH I PADS,B000021143/52932,INSIGHT DIRECT (UK) LTD,18/08/2020,727.60
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,WASTE REMOVAL ,B000021143/59338,WASTE BUSTERS WASTE REMOVAL,18/08/2020,380.00
ALLOTMENTS,WATER CHARGES,LEY FARM 29.4.20 TO 30.7.20,B000021143/8325,WATER PLUS LTD,18/08/2020,1018.27
BANK CHARGES,BANK CHARGES,STREAMLINE,33230,WORLDPAY,19/08/2020,2211.97
BANK CHARGES,BANK CHARGES,STREAMLINE,33230,WORLDPAY,19/08/2020,1672.91
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFE RWP BLOCKED,B000021148/21792,H & M BUILDING & JOINERY LTD,24/08/2020,280.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC HALL JUN 2020,B000021148/29112,HYNDBURN LEISURE,24/08/2020,1600.00
CORPORATE PROPERTY,ASSET MAINT R&M,CHURCHFIELD HOUSE ASBESTOS REMOVAL,B000021148/40686,ASSIST FACILITIES MANAGEMENT,24/08/2020,280.00
BROADWAY SHOPS,CONTRACTOR OTHER,4 BROADWAY ASBESTOS REMOVAL,B000021148/40686,ASSIST FACILITIES MANAGEMENT,24/08/2020,495.00
UNDERSPENDS,MARKETING COMMUNICATIONS,MARKETING LANCS 20/21 ANN CONTRIB,B000021148/54892,MARKETING LANCASHIRE LTD,24/08/2020,3010.00
COVID 19,DISASTER PLANNING,2 LENOVA THINKBOOKS,B000021148/57717,DEANE COMPUTER SOLUTIONS LIMITED,24/08/2020,1200.00
COVID 19,DISASTER PLANNING,5 LENOVO THINKBOOKS,B000021148/57717,DEANE COMPUTER SOLUTIONS LIMITED,24/08/2020,2995.00
INSURANCES,PREMIUMS PAID,GROUP LIFE POLICY BALANCE 2021,B000021148/60858,METLIFE,24/08/2020,594.99
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 19.07.20,B000021148/61657,G2 RECRUITMENT SOLUTIONS,24/08/2020,1118.88
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 16.08.20,B000021148/61657,G2 RECRUITMENT SOLUTIONS,24/08/2020,1454.64
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 19.07.20,B000021148/61657,G2 RECRUITMENT SOLUTIONS,24/08/2020,2054.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 16.08.20,B000021148/61657,G2 RECRUITMENT SOLUTIONS,24/08/2020,2062.32
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 12.07.20  19.07.20,B000021148/61657,G2 RECRUITMENT SOLUTIONS,24/08/2020,2877.74
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 09.08.20,B000021148/63907,BUTLER ROSE,24/08/2020,1187.70
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET SIGNS,B000021149/24038,G & G SIGNS,24/08/2020,661.00
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGE SEARCHES,B000021149/2496,LANCASHIRE COUNTY COUNCIL,24/08/2020,420.00
HAWORTH ART GALLERY,STATIONERY,LEGAL SERVIES PROVISION,B000021149/44562,THOMPSONS SOLICITORS,24/08/2020,350.00
OFF STREET PARKING,PRIVATE CONTRACTORS WORK,PARKING ENFORCEMENT FOR 12 DAYS ,B000021149/7448,RIBBLE VALLEY BOROUGH COUNCIL,24/08/2020,1625.28
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021149/7874,STANNAH LIFT SERVICES LIMITED,24/08/2020,3871.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 09/08/2020 ,B000021150/19414,HEADS RECRUITMENT LIMITED,24/08/2020,380.16
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 09/08/2020,B000021150/19414,HEADS RECRUITMENT LIMITED,24/08/2020,463.32
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  W/E 09/08/2020,B000021150/19414,HEADS RECRUITMENT LIMITED,24/08/2020,1473.03
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING WILSONS PAVILION AUGUST 2020,B000021150/50873,SERVICEMASTER,24/08/2020,292.50
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING OAKHILL PARK OFFICE - AUG 2020,B000021150/50873,SERVICEMASTER,24/08/2020,292.50
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,SUPPLEMENTARY CLEANING AUGUST 2020,B000021150/50873,SERVICEMASTER,24/08/2020,731.25
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 16/08/2020,B000021150/55740,RAPID RECRUITMENT LTD,24/08/2020,483.96
WASTE SERVICES,AGENCY STAFF,AGECY STAFF W/E 03/08/2020,B000021150/55740,RAPID RECRUITMENT LTD,24/08/2020,773.29
RECYCLING COLLECTION,PAPER CARDBOARD - SALE OF MATS,REJECTIONS & DEMURRAGE MAY 2020,B000021150/60055,PALM RECYCLING LTD,24/08/2020,710.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,PONDJET ECO PUMP UPS CLASSIC 200,B000021150/64501,Water Garden Ltd,24/08/2020,410.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIP VEHICLE 13/08/2020 - 6923,B000021150/9294,STANLEY BROTHERS (TIPPERS) LTD,24/08/2020,450.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,PLAYGROUND PARTS ,B000021152/26199,PROLUDIC LTD,25/08/2020,342.43
HOUSING BENEFIT ADMIN,SWIPE CARDS,JULY,33231,ALLPAY.NET LTD,26/08/2020,1356.54
LICENSING,GENERAL SUBSCRIPTIONS,ANNUAL FEES,B000021153/47283,INSTITUTE OF LICENSING,26/08/2020,310.00
BROADWAY SHOPS,CONTRACTOR OTHER,12 BROADWAY WIRING,B000021153/60330,CALBARRIE COMPLIANCE SERVICES,26/08/2020,1596.00
BROADWAY SHOPS,CONTRACTOR OTHER,4 BROADWAY WIRING,B000021153/60330,CALBARRIE COMPLIANCE SERVICES,26/08/2020,2350.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS RE SALE IN SHOP,B000021153/64481,THE NATURAL FRENCH SOAP COMPANY,26/08/2020,270.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000021155/29877,ROSSENDALE VULCANISING (SALES LTD),26/08/2020,2187.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VARIOUS FILTERS - YJ66 GWV,B000021155/42081,TOWNSON TRACTORS,26/08/2020,253.32
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,ANNUAL WORKSHOP MAINTENANCE,B000021155/58111,MRB WORKSHOP SERVICES,26/08/2020,2559.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TAIL LIFT REPAIRS,B000021155/62002,TAIL LIFT UK,26/08/2020,254.84
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BOLTS,B000021155/7805,SPALDINGS UK LTD,26/08/2020,496.82
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CYCLE ALARMS,B000021155/8388,VISION TECHNIQUES LTD,26/08/2020,350.00
PENDLE ST PH1,CONTRACTOR OTHER,PENDLE ST ACC,B000021157/2496,LANCASHIRE COUNTY COUNCIL,28/08/2020,360.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,GRANT WORK,B000021157/26757,TREVOR DAWSON LTD,28/08/2020,660.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,GRANT WORK,B000021157/31205,BRYAN LEE BUILDING CONTRACTORS LTD,28/08/2020,16198.82
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000021157/52714,THE INTELLIGENT DESIGN CENTRE LTD,28/08/2020,742.49
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,PROF SERVICES,B000021157/55748,CAPITA PROPERTY & INFRASTRUCTURE LTD,28/08/2020,5346.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 10.08.20,B000021157/58852,OYSTER PARTNERSHIP,28/08/2020,1165.32
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,WOODNOOK PARTNERSHIP WORK,B000021157/59241,PLACEFIRST CONSTRUCTION LTD,28/08/2020,46664.77
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL ADVICE,B000021157/61603,MR JONATHON EASTON,28/08/2020,1500.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 23.08.20,B000021157/61657,G2 RECRUITMENT SOLUTIONS,28/08/2020,2023.32
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 16.08.20  23.08.20,B000021157/61657,G2 RECRUITMENT SOLUTIONS,28/08/2020,2275.56
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,GRANT WORKS,B000021157/62169,ONE 7 GRP  LTD,28/08/2020,16141.00
REGISTRATION OF ELECTORS,POSTAGES,BALLOT BOXES,B000021157/7735,SHAW & SONS LTD,28/08/2020,1265.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 16.08.20,B000021158/33923,EDEN BROWN LIMITED,28/08/2020,1010.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 16.08.20,B000021158/46341,MORGAN HUNT UK LTD,28/08/2020,803.40
CUSTOMER SERVICES,BPR/CONTACT CENTRE,ANNUAL MAINTENANCE AND SUPPORT,B000021158/58238,LIQUID VOICE MAINTENANCE LTD,28/08/2020,1835.50
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 17.08.20,B000021158/58852,OYSTER PARTNERSHIP,28/08/2020,1260.00
