Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VEHICLE CALIBRATION,B000020584/1314,ECON ENGINEERING LIMITED,09/12/2019,379.10
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 27.11.19 ,B000020582/7871,STANLEY BROS TIPPERS LTD,09/12/2019,390.00
LAND CHARGES,LAND CHARGES,LAND CHARGES SEARCHES,B000020583/2496,LANCASHIRE COUNTY COUNCIL,09/12/2019,417.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TOWN CENTRE TRAFFIC MANAGEMENT 26.10.19,B000020582/19776,BIBBY FACTORS NORTHWEST LTD,09/12/2019,445.00
DEV CONTROL,COMPUTER LEASING CHARGES,MAINTENANCE,B000020583/62138,MISO,09/12/2019,450.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ADVERT,B000020582/57973,NEWSQUEST,09/12/2019,470.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,PADLOCK AND KEYS,B000020583/21804,ACCESS & SURVEILLANCE BY BLAKEYS LTD,09/12/2019,557.62
ACCRINGTON TOWN CENTRE,SUBSIDISED PROFESSIONAL SUBS,2019 FULL BAND 2 MEMBERSHIP,B000020582/60667,ASSOCIATION OF TOWN CENTRE MANAGEMENT,09/12/2019,625.00
MOT GENERAL,TRAINING EXPENSES, TRAINING COURSE 2 X OPERATIVES,B000020582/62139,W L ROBINSON LTD,09/12/2019,700.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 18.11.19 - 24.11.19,B000020582/55740,RAPID RECRUITMENT LTD,09/12/2019,818.44
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING SERV - BROADWAY 1-30 NOV 19,B000020586/29112,HYNDBURN LEISURE,09/12/2019,936.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 01.12.19,B000020586/46341,MORGAN HUNT UK LTD,09/12/2019,948.48
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FULL COLOUR DOUBLE PAGE SPREAD 11.10.19,B000020582/8549,THE WORLDS FAIR LTD,09/12/2019,1000.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF  W/E 01.12.19,B000020586/33923,EDEN BROWN LTD,09/12/2019,1010.10
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 17.11.19 ,B000020582/19414,HEADS RECRUITMENT LIMITED,09/12/2019,1062.88
PARKS & OPEN SPACES,MATERIALS-DIRECT,PALLET OF BOWCOM SUPREME ,B000020585/57563,BOWCOM,09/12/2019,1105.00
HUMAN RESOURCES,DRUGS & ALCOHOL,DRUG WIPES AND MOUTH PIECES,B000020583/57686,D TEC INTERNATIONAL,09/12/2019,1461.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 25/11/19,B000020586/58852,OYSTER PARTNERSHIP,09/12/2019,1488.60
PARKS & OPEN SPACES,WATER CHARGES,WATER CHARGES  10.09.19 TO 19.11.19 ,B000020582/8325,WATER PLUS LTD,09/12/2019,1591.99
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL ,B000020582/45743,WATSON PETROLEUM,09/12/2019,1605.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020586/48265,J  T LIVESEY (ACCRINGTON) LTD,09/12/2019,2375.00
REFUSE COLLECTION,ORANGE BIN BAGS,ORANGE REFUSE SACKS ,B000020585/19799,DURASAK,09/12/2019,3237.44
ACC TOWN HALL IMPROVEMENTS,OTHER FEES,POST CONTRACT CAMPBELL DRIVER 5/5,B000020586/44786,CAMPBELL DRIVER PARTNERSHIP,09/12/2019,3539.80
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,CONTRIBUTION TO HYNDBURN HOMEWISE,B000020586/1957,HOMEWISE SOCIETY LTD,09/12/2019,6124.00
HUMAN RESOURCES,OTHER FEES,FEES,B000020583/26004,FORBES SOLICITORS,09/12/2019,7104.50
CCTV'S,PRIVATE CONTRACTORS WORK,MONITORING OF 45 CAMERAS FOR HYNDBURN,B000020582/28873,BLACKBURN WITH DARWEN B.C.,09/12/2019,7526.68
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL FUEL ,B000020582/45743,WATSON PETROLEUM,09/12/2019,15000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES, SHOP RESTORATION GRANT CLAIM 1A,B000020586/410,B MCDERMOTT & SON (LANCS) LTD,09/12/2019,18578.16
MILNSHAW PARK GYM,CONTRACTOR OTHER,GROUNDWORKS AND ASSOCIATED WORKS ,B000020585/58933,HORTICON LTD,09/12/2019,22930.00
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,WOODNOOK VAL 1,B000020583/7524,ROSS LEE CONSTRUCTION LTD,09/12/2019,24426.16
BROADWAY LANDSCAPING,CONTRACTOR OTHER,ACC BROADWAY SURFACING WORKS,B000020583/62137,THE ASPHALT WORKS LTD,09/12/2019,38611.66
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET PAVILION  DOOR FAULT,B000020588/54975,ROLLER SHUTTER SERVICES LTD,11/12/2019,260.00
PARKS & OPEN SPACES,ELECTRICITY,FIELDING LANE - NOV 19,B000020591/59343,EDF ENERGY,11/12/2019,265.68
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,ELECTRICAL EQUIP,B000020589/55232,EDMUNDSON ELECTRICAL LTD,11/12/2019,284.30
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART CEILING REPAIR,B000020588/37017,PILKINGTON BROS (CHURCH) LTD,11/12/2019,289.50
STRATEGIC HOUSING DEPARTMENT,SUBSIDISED PROFESSIONAL SUBS,MEMBERSHIP FEE,B000020588/851,CHARTERED INSTITUTE OF HOUSING,11/12/2019,310.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,SIGNAGE FOR ACC MARKETS,B000020589/59122,SIGN IT UP,11/12/2019,322.00
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000020591/52714,THE INTELLIGENT DESIGN CENTRE LTD,11/12/2019,360.00
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES RECOVERED,B000020595/27972,ROSSENDALES,11/12/2019,379.91
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,WINDOW CLEANING SERVICES,B000020589/62140,CLEARVIEW CONTRACTORS LTD,11/12/2019,400.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY WOODNOOK,B000020595/48843,CLEARWAY ENV SERVICES (UK) LTD,11/12/2019,400.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,HALF YEARLY MTC VISIT,B000020591/17583,PROTEC FIRE DETECTION PLC,11/12/2019,407.67
SCAITCLIFFE HOUSE,EQUIPMNT REPAIR & MAINT,MAINTENANCE,B000020588/16592,SELECT MARKETING NW LTD,11/12/2019,412.00
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE,B000020588/59724,TMP (UK) LTD,11/12/2019,418.80
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS TREE EXPENSES,CORP PROPERTY CHRISTMAS TREE,B000020592/60084,BOLTON CHRISTMAS TREES,11/12/2019,530.00
VEHICLE MAINT WORK DONE,MATERIALS-STOCK ISSUES,STARTER BOOSTER,B000020590/7805,SPALDINGS UK LTD,11/12/2019,640.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF- W/E 22/11/19,B000020595/59823,HAYS,11/12/2019,643.08
Asbestos removal various sites,CONTRACTOR OTHER,BANK MILL HOUSE ASBESTOS SURVEY,B000020588/59301,CONSULTANTS & SPEC SURVEYORS LTD,11/12/2019,650.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 06/12/19,B000020595/59823,HAYS,11/12/2019,682.03
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 29/11/19,B000020595/59823,HAYS,11/12/2019,689.17
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 15/11/19,B000020595/59823,HAYS,11/12/2019,774.76
ENVIRONMENTAL PROTECTION TEAM,EQUIPMNT REPAIR & MAINT,CALIBRATION OF NOISE EQUIP,B000020588/49216,CAMPBELL ASSOCIATES LTD,11/12/2019,795.00
MOT GENERAL,TRAINING EXPENSES,TEMP STAFF W/E 8.12.19,B000020590/61466,AUTOTECH RECRUIT,11/12/2019,925.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 15/11/19,B000020595/59823,HAYS,11/12/2019,1135.09
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF,B000020595/58852,OYSTER PARTNERSHIP,11/12/2019,1177.20
FACILITIES TEAM,AGENCY STAFF,PLACEMENT FEE,B000020595/59823,HAYS,11/12/2019,1200.00
GYPSY SITE,ELECTRICITY,GYPSY - NOV 19,B000020595/25200,E.ON UK PLC,11/12/2019,1288.16
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,FUNERAL ,B000020593/55164,BARTON & HALLWORTH FUNERAL SERVICES,11/12/2019,1445.00
Asbestos removal various sites,CONTRACTOR OTHER,ELMFIELD REPAIRS,B000020592/40686,ASSIST FACILITIES MANAGEMENT,11/12/2019,1486.00
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,FUNERAL,B000020595/55164,BARTON & HALLWORTH FUNERAL SERVICES,11/12/2019,1570.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU  - NOV 19,B000020591/25200,E.ON UK PLC,11/12/2019,1595.37
MARKETS - OPERATIONS,YARD CLEANING,SKIP RENTAL COLLECTION NOV 19,B000020589/59730,BLACKBURN SKIPS LIMITED,11/12/2019,1773.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/C 01.12.19,B000020588/61657,G2 RECRUITMENT SOLUTIONS,11/12/2019,1863.54
HUMAN RESOURCES,EMPLOYEE ASSISTANCE PROGRAMME,VALIDIUM (EAP SERVICE),B000020595/62141,VALIDIUM,11/12/2019,1876.50
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET  NEW ROLLER SHUTTER DOOR,B000020588/54975,ROLLER SHUTTER SERVICES LTD,11/12/2019,1948.00
FACILITIES TEAM,AGENCY STAFF, PLACEMENT FEE,B000020595/59823,HAYS,11/12/2019,2400.00
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - NOV 19,B000020591/25200,E.ON UK PLC,11/12/2019,3102.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020595/7874,STANNAH LIFT SERVICES LIMITED,11/12/2019,3160.00
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - NOV 19,B000020591/25200,E.ON UK PLC,11/12/2019,3651.25
LOWERFOLD PARK FIRE DETECT UPG,CONTRACTOR OTHER,WAR MEMORIAL IMPROVEMENTS,B000020591/27030,LIGHTING AND BUILDING SERVICES LTD,11/12/2019,3855.00
PARKS & OPEN SPACES,ASSET MAINT R&M,PROVIDE AND FIT  STEEL SHUTTERS - KING GEORGES,B000020595/54975,ROLLER SHUTTER SERVICES LTD,11/12/2019,3885.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - NOV 19,B000020591/25200,E.ON UK PLC,11/12/2019,5189.88
FACILITIES TEAM,AGENCY STAFF, PLACEMENT FEE,B000020595/59823,HAYS,11/12/2019,6400.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020595/21792,H & M BUILDING & JOINERY LTD,11/12/2019,7777.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RE SENDING OF PAYMENT 51720,B000020589/29877,ROSSENDALE VULCANISING (SALES LTD),11/12/2019,7950.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,SUBS 2020,B000020588/50652,THOMSON REUTERS PROFESSIONAL UK LTD,11/12/2019,7999.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE- NOV 19,B000020591/25200,E.ON UK PLC,11/12/2019,8301.63
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,19/20 EXTERNAL AUDIT 2 OF 4,B000020588/38319,GRANT THORNTON UK LLP,11/12/2019,9033.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD - DEC 19,DVLA,11/12/2019,262.50
HAWORTH ART GALLERY,OTHER FEES,SALES,B000020598/57957,DENNIS MARKUSS,13/12/2019,345.60
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL NOV 19,B000020598/29112,HYNDBURN LEISURE,13/12/2019,1600.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020598/61714,AUTHORIZED ACCESS SYSTEMS LTD,13/12/2019,1635.21
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 08.12.19,B000020598/61657,G2 RECRUITMENT SOLUTIONS,13/12/2019,1812.03
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000020598/60562,CARERS LINK LANCASHIRE,13/12/2019,6476.00
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,CONTRIBUTION TO SUPER SLOW WAY,B000020598/54412,CANAL & RIVER TRUST,13/12/2019,10000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000020598/410,B MCDERMOTT & SON (LANCS) LTD,13/12/2019,16660.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPAIRS SHOP RESTORATION,B000020598/60321,AGE UK,13/12/2019,19373.00
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  NOVEMBER,,G4S CASH SOLUTIONS,13/12/2019,402.82
ALLOTMENTS,WATER CHARGES,WATER HUNCOAT - 02.09.19 - 01.12.19,B000020599/8325,WATER PLUS LTD,16/12/2019,258.16
DEVELOPMENT,SUBSIDISED PROFESSIONAL SUBS,MEMBERSHIP 2020,B000020599/720,C I O H,16/12/2019,310.00
MARKETS - OPERATIONS,SERVICE RENTS / CHARGE,RENT / CHARGES FOR PEEL STREET KIOSKS,B000020599/48913,THREADNEEDLE UK PROPERTY TRUST,16/12/2019,672.55
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF-  W/E 08.12.19,B000020599/33923,EDEN BROWN LTD,16/12/2019,907.73
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 08.12.19,B000020599/46341,MORGAN HUNT UK LTD,16/12/2019,953.20
REFEREND16/17 PARLIMENTAR17/18,ELECTION FEES-COUNTING VOTES,ECU - LOST DEPOSITS - HYNDBURN,B000020600/58704,ELECTION CLAIMS UNIT,16/12/2019,1000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020599/7874,STANNAH LIFT SERVICES LIMITED,16/12/2019,1379.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,REPLACEMENT FLOORING IN UNITS,B000020599/62152,DAVID CRANEY FLOORING,16/12/2019,6077.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,ACC TOWN HALL IMPROVEMEMTS - PHASE 4,B000020599/7524,ROSS LEE CONSTRUCTION LTD,16/12/2019,45759.47
RECYCLING COLLECTION,HEALTH SCREENING,NOISE SURVEY MONITORING ,B000020604/61181,HOLMES ENVIRONMENTAL MONITORING,17/12/2019,325.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E  24.11.19,B000020603/19414,HEADS RECRUITMENT LIMITED,17/12/2019,373.91
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  29.11.19,B000020603/7871,STANLEY BROS TIPPERS LTD,17/12/2019,390.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 6.12.19,B000020603/7871,STANLEY BROS TIPPERS LTD,17/12/2019,390.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF P. WALSH ACCRINGTON CEMETERY WK 17.11.19,B000020603/19414,HEADS RECRUITMENT LIMITED,17/12/2019,462.93
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REMOVE ALL TREES AND HEDGEROW ,B000020604/45615,MR J WALSH,17/12/2019,700.00
MILNSHAW PARK PLAY AREA,MISCELLANEOUS,WORKS AT MILNSHAW PARK,B000020604/52714,THE INTELLIGENT DESIGN CENTRE LTD,17/12/2019,902.70
DOG WARDEN,KENNELING - DAYTIME,KENNELLING COSTS NOVEMBER 2019,B000020603/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,17/12/2019,1115.86
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MUSIC SERVICE CHARGE ACCRINGTON CEMETERY DEC 19 TO MARCH 20,B000020603/55609,OBITUS (VIVEDIA LTD),17/12/2019,1198.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,HIRE OF LEUSIRE RIDES AT ACCRINGTON MARKET HALL CELEBRATION 26.10.19,B000020603/61991,IRVIN LEISURE,17/12/2019,4640.00
MERCER SKATE PARK PROJECT,CONTRACTOR OTHER,FINAL INVOICE LANDSCAPE ARCHITECT  ROLE FOR WORK AT MERCER PARK SPATEPARK,B000020603/60561,PROFFITS - INVESTING IN COMMUNITIES,17/12/2019,8356.00
MERCER SKATE PARK PROJECT,CONTRACTOR OTHER,"PROJECT OFFICER AND YOUTH WORKER, INCLUDING PROJECT MANAGEMENT  AND ADMIN",B000020603/60561,PROFFITS - INVESTING IN COMMUNITIES,17/12/2019,8955.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REPLACEMENT MUD GUARD,B000020605/1164,DENNIS EAGLE LIMITED,18/12/2019,256.01
ACCOUNTANCY,SUBSIDISED PROFESSIONAL SUBS,SUBS 2020,B000020611/7729,SHARON ELLIOTT,18/12/2019,258.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/14026,ST CHARLES PARISH FUND,18/12/2019,275.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/30243,SCAITCLIFFE COMMUNITY CENTRE,18/12/2019,275.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/53489,MERCER HOUSE 1842 LTD,18/12/2019,275.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/60542,ARTHUR WILSON CENTRE,18/12/2019,275.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/7837,ST CHRISTOPHERS C E SCHOOL,18/12/2019,300.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/9241,PEEL PARK PRIMARY SCHOOL,18/12/2019,300.00
PUBLIC TRANSPORT,MAINTENANCE,REGLAZE BUS SHELTERS,B000020608/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,18/12/2019,302.61
LICENSING,DVLA FEES,DVLA CHECKS,B000020609/59795,G B GROUP PLC,18/12/2019,330.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,POLLING STATION - NOV 19,B000020608/61672,NW RFCA,18/12/2019,350.00
PARKS & OPEN SPACES,ASSET MAINT R&M,WATER ASSESSMENT - MERCER,B000020611/57133,INTERSERVE FS (UK) LTD,18/12/2019,355.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,POLLING STATION - 12.12.19,B000020608/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,18/12/2019,360.00
ARSON REFUSE VEHICLES,MATERIALS-DIRECT,FIRE BUMPER DAMAGE,B000020605/1164,DENNIS EAGLE LIMITED,18/12/2019,384.72
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/57931,ST JOSEPHS ACCRINGTON,18/12/2019,425.00
ARSON REFUSE VEHICLES,MATERIALS-DIRECT,FIRE DAMAGE TO BUMPER,B000020605/1164,DENNIS EAGLE LIMITED,18/12/2019,431.48
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PARL ELECTION 19,B000020607/43488,GM FITTED FURNITURE,18/12/2019,450.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,ROAD WORKS,B000020608/2496,LANCASHIRE COUNTY COUNCIL,18/12/2019,650.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,BALLOT BOXES,B000020608/7735,SHAW & SONS LTD,18/12/2019,778.50
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 15.12.19,B000020605/61466,AUTOTECH RECRUIT,18/12/2019,825.00
MARKETS - OPERATIONS,ASSET MAINT R&M,REPAIRS - MARKET HALL,B000020611/54975,ROLLER SHUTTER SERVICES LTD,18/12/2019,848.00
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAME PLATES,B000020608/24038,G & G SIGNS,18/12/2019,884.95
REGISTRATION OF ELECTORS,CANVASS,CANVASS AUTOMATION RESPONSES,B000020608/25419,ELECTORAL REFORM SERVICES,18/12/2019,920.23
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PO SUNDRIES PACKS,B000020608/7735,SHAW & SONS LTD,18/12/2019,1314.30
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - NOV 19,B000020609/25200,E.ON UK PLC,18/12/2019,1741.02
ARSON REFUSE VEHICLES,GENERAL REPAIR & MAINT BLDGS,POLYCARBONATE SHEETS OVER WINDOWS,B000020609/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,18/12/2019,1760.00
REGISTRATION OF ELECTORS,CANVASS,CANVASS HEF & POSTAGE,B000020608/62168,CIVICA ELECTION SERVICES,18/12/2019,1802.35
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020609/59806,GREENWOOD PLUMBERS,18/12/2019,3270.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020609/30178,B3P SERVICES LTD,18/12/2019,3599.00
REGISTRATION OF ELECTORS,CANVASS,INITIAL HEF & POSTAGE CANVASS,B000020608/62168,CIVICA ELECTION SERVICES,18/12/2019,3788.40
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,TEMP STAFF - NOV 19,B000020609/55748,URBAN VISION PARTNERSHIP LTD,18/12/2019,5265.00
BROADWAY LANDSCAPING,CONTRACTOR OTHER,PAVING ON BROADWAY,B000020609/52330,JOHN WADE GROUNDWORKS LTD,18/12/2019,9406.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,REPAIRS AND ARCHITECTUAL FEATURES,B000020609/62169,ONE 7 GRP  LTD,18/12/2019,17296.00
