Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
COMPUTER SERVICES,TELEPHONES,CHARGES - 1.12.21 TO 31.12.21,B000022998/46800,CLOUDCOCO,14/02/2022,2387.72
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,776.81
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,1987.75
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,2082.82
LIBRARY ST DEPOT,ELECTRICITY,CVMU - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,2491.01
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,3979.51
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,5889.09
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - JAN 22,B000022998/59343,EDF ENERGY,14/02/2022,10046.98
LICENSING,MISC EXPENSES OTHER,VEHICLE CHECKS,B000022998/59412,EXPERIAN,14/02/2022,400.00
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 6.2.22,B000022998/61860,VIVID RESOURCING,14/02/2022,1123.67
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022998/64557,HARRIS HEATING (NW) LTD,14/02/2022,3945.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,POHOTOGRAPHY & VIDEOGRAPHY SUPPORT,B000022998/67359,LORD PHOTOGRAPHY,14/02/2022,4000.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.01.22,B000023000/33923,EDEN BROWN LIMITED,14/02/2022,1010.10
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,MINIBUS,B000023000/35258,HARV DOMESTIC VIOLENCE TEAM,14/02/2022,16500.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.01.2022,B000023000/55150,VENN GROUP LIMITED,14/02/2022,1110.30
GENERAL EXPENSES,CABINET ACTION FUND,CELEBRATION MATERIALS - QUEEN PLATINUM JUBILEE,B000023000/57197,CHURCHFIELD HOUSE LIMITED,14/02/2022,1000.00
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,REMOVAL OF FIRE HOSE REEL AND WATER SUPPLY PIPEWORK,B000023000/59248,LANCASHIRE GAS SERVICES,14/02/2022,1582.91
GYPSY SITE,ELECTRICITY,GYPSY SITE - JAN 22,B000023000/59343,EDF ENERGY,14/02/2022,2183.86
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 30.01.22,B000023000/60568,CUMMINS MELLOR,14/02/2022,350.63
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,RENTERS GRANT,B000023000/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,14/02/2022,750.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023000/64557,HARRIS HEATING (NW) LTD,14/02/2022,2598.38
COMMUNITY CHAMPIONS FUNDING,PROFESSIONAL ARTISTS FEE,DEVELOPMENT OF HERITAGE TRAIL (NO.2),B000023000/67278,B L DESIGN,14/02/2022,300.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,40 X MICRON 16GB MEM MOD,B000023003/62014,TECHBUYER LIMITED,14/02/2022,1400.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BEACON AND SUCTION TUBES,B000023007/7688,AEBI SCHMIDT UK LTD,15/02/2022,340.69
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE RENTAL,B000023010/2062,INTACK SELF DRIVE,15/02/2022,380.00
COVID 19,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,506.52
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,633.08
COVID 19,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,633.08
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,633.08
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,633.08
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,633.08
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,633.08
COVID 19,HIRED VEHICLE,VEHICLE HIRE,B000023010/2062,INTACK SELF DRIVE,15/02/2022,819.17
DOG WARDEN,KENNELING - DAYTIME,KENNELING FEES,B000023010/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,15/02/2022,998.89
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - OAKHILL OFFICE,B000023010/50873,SERVICEMASTER,15/02/2022,292.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - WILSONS,B000023010/50873,SERVICEMASTER,15/02/2022,448.40
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING RYDDINGS,B000023010/50873,SERVICEMASTER,15/02/2022,672.61
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000023010/55740,RAPID RECRUITMENT LTD,15/02/2022,894.66
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF,B000023010/58852,OYSTER PARTNERSHIP,15/02/2022,918.96
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,XMAS LIGHT SWITCH ON  ,B000023010/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,15/02/2022,1845.00
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAGS - WILLOWS LANE,B000023010/9294,STANLEY BROTHERS (TIPPERS) LTD,15/02/2022,450.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 06.02.22,B000023014/33923,EDEN BROWN LIMITED,16/02/2022,1010.10
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023014/35745,AGS HEATING & PLUMBING LTD,16/02/2022,300.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 06.02.22 ,B000023014/46341,MORGAN HUNT UK LTD,16/02/2022,1004.92
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 06.02.22,B000023014/55150,VENN GROUP LIMITED,16/02/2022,1110.30
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF - W/E 06.02.22,B000023014/60568,CUMMINS MELLOR,16/02/2022,961.13
COVID TESTING,HIRED VEHICLE,VEHICLE HIRE 27.12.21 - 24.1.22,B000023017/2062,INTACK SELF DRIVE,17/02/2022,599.60
ACCRINGTON CREMATORIUM,URNS & CASKETS,GREEN URNS AND POLY BAGS,B000023017/27901,TELESHORE (UK) LTD,17/02/2022,801.50
HYNDBURN CEMETERIES,CLEANING OF BUILDINGS,ACCRINGTON CREMATORIA CLEANING  FEB 22,B000023017/50873,SERVICEMASTER,17/02/2022,597.87
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,WILLOWS LANE DEPOT FEBRUARY 22,B000023017/50873,SERVICEMASTER,17/02/2022,896.84
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MUSIC/MEDIA SERVICE ACCRINGTON CREM,B000023017/55609,OBITUS (VIVEDIA LTD),17/02/2022,1383.00
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 17.1.22 ,B000023017/58852,OYSTER PARTNERSHIP,17/02/2022,828.00
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 31.1.22,B000023017/58852,OYSTER PARTNERSHIP,17/02/2022,918.96
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 17.1.22 ,B000023017/58852,OYSTER PARTNERSHIP,17/02/2022,918.96
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 31.1.22 ,B000023017/58852,OYSTER PARTNERSHIP,17/02/2022,1104.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ARTS IN THE MARKET  GRANT,B000023017/61031,NEW FREEDOM,17/02/2022,407.20
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,MAC PROFESSIONAL SERVICES PART 2,B000023017/65816,BRADSHAW ADVISARY LTD,17/02/2022,2550.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,MAC PROFESSIONAL FEES PART 1,B000023017/65816,BRADSHAW ADVISARY LTD,17/02/2022,2550.00
PARKS & OPEN SPACES,WATER CHARGES,WATER CHARGES RHYDDINGS COMMUNITY HUB,B000023017/67118,SES BUSINESS WATER,17/02/2022,273.56
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE- 28.1.22,B000023017/7871,STANLEY BROS TIPPERS LTD,17/02/2022,450.00
WILLOWS LANE DEPOT,WATER CHARGES,WASTE WATER CHARGES TOWNS YARD ,B000023017/8325,WATER PLUS LTD,17/02/2022,2424.05
UNDERSPENDS BIDS,PRIVATE CONTRACTORS WORK,URGENT TREE WORK,B000023020/22189,ROY CATTERMOLE (TREE SURGEON),18/02/2022,600.00
LOWERFOLD PARK PLAY AREA REFUR,CONTRACTOR OTHER,PLAY EQUIPMENT (HIP HOP ROTATOR),B000023020/26199,PROLUDIC LTD,18/02/2022,19975.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,2 BEARING UNITS FOR DISH ROUNDABOUT ,B000023020/30689,SUTCLIFFE PLAY LTD,18/02/2022,1013.65
LOWERFOLD PARK PLAY AREA REFUR,CONTRACTOR OTHER,SEE-SAW AND SWING UNIT ,B000023020/30689,SUTCLIFFE PLAY LTD,18/02/2022,8148.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL,B000023020/64492,CERTAS ENERGY,18/02/2022,23096.85
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023022/25868,HYNDBURN PLUMBING & HEATING SERVICES,18/02/2022,3575.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 10.09.21 - 20.09.21,B000023022/28199,HILL VIEW (PRIVATE) HOTEL,18/02/2022,600.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 26.01.22 - 07.02.22,B000023022/28199,HILL VIEW (PRIVATE) HOTEL,18/02/2022,720.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 01.09.21 - 10.09.21,B000023022/28199,HILL VIEW (PRIVATE) HOTEL,18/02/2022,855.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT TO REDUCED PRICED SWIMMING - OCT-DEC 21,B000023022/29112,HYNDBURN LEISURE,18/02/2022,347.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONTRIBUTION TO ARMED FORCES OCT-DEC 21,B000023022/29112,HYNDBURN LEISURE,18/02/2022,735.10
ACC TOWN HALL,CLEANING OF BUILDINGS,BROADWAY CLEANING,B000023022/29112,HYNDBURN LEISURE,18/02/2022,964.43
Corporate Property Bus Unit,SUBSIDISED PROFESSIONAL SUBS,PROFESSIONAL FEES ,B000023022/35163,RICS,18/02/2022,539.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023022/50640,PRISM MEDICAL UK,18/02/2022,4322.00
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF  P/E 13.02.22,B000023022/61860,VIVID RESOURCING,18/02/2022,1514.21
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 23.01.22,B000023022/63907,BUTLER ROSE,18/02/2022,973.25
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 16.01.22,B000023022/63907,BUTLER ROSE,18/02/2022,1010.10
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 13.02.22,B000023022/63907,BUTLER ROSE,18/02/2022,1072.70
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 30.01.22,B000023022/63907,BUTLER ROSE,18/02/2022,1110.00
PSDS Scaitcliffe,DESIGN WORK,SCAITCLIFFE DECARBON - VAL 3 ,B000023022/65923,SALVIS GROUP LIMITED,18/02/2022,3000.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,PROFESSIONAL FEES ,B000023022/66097,HILL DICKINSON LLP,18/02/2022,7442.00
PSDS Scaitcliffe,CONTRACTOR OTHER,SCAITCLIFFE DECARBON VRV AIRCO VAL 3,B000023022/67024,AIRCO,18/02/2022,82883.84
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000023022/67374,THE FIREPLACE WAREHOUSE (BURNLEY) LIMITED,18/02/2022,2363.00
PAVING IMPROVEMENTS,CONTRACTOR OTHER,REMOVE DAMAGED TREE GUARDS,B000023030/20,A BYRNE FENCING,23/02/2022,350.00
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,MERCERS ACTUARIAL SERVICES,B000023030/2496,LANCASHIRE COUNTY COUNCIL,23/02/2022,335.00
