Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WALLING STONE,B000020273/60214,SPECIALISED YORKSTONE SUPPLIES LTD,08/07/2019,1000.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 24.06.19,B000020273/58852,OYSTER PARTNERSHIP,08/07/2019,1108.08
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 30.06.19,B000020273/61546,R K GROUP,08/07/2019,1181.81
ENVIRONMENTAL PROTECTION TEAM,ADVERTISING,CIEH VACANCY POSTING,B000020274/849,CHARTERED INST. OF ENVIRONMENTAL HEALTH,08/07/2019,1200.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF  P/C 30.06.19,B000020273/61657,G2 RECRUITMENT SOLUTIONS,08/07/2019,1776.75
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING FOR WEDDINGS,B000020273/57628,S.R.S. CATERING LTD,08/07/2019,3333.34
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020274/50640,PRISM MEDICAL UK,08/07/2019,4217.70
WOODNOOK VALE ENTRANCE IMPS,CONTRACT WORKS,ENTRANCE FEATURES,B000020273/61600,RICK GOODWIN,08/07/2019,6100.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,ACC T/H PHASE 4  VAL 2,B000020273/7524,ROSS LEE CONSTRUCTION LTD,08/07/2019,15468.40
ENFORCEMENT,ADVERTISING GENERAL,ADVERTISEMENT JUNE 14TH AND 28TH ,B000020277/60625,REACH PUBLISHING SERVICES LTD,09/07/2019,333.33
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ADVERT FOR JULY 19,B000020277/52885,ACORN COMMUNITY NEWS,09/07/2019,375.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,GRANT PAYMENT TOWARDS FATHERS DAY EVENT,B000020277/61777,GLOBE MCC,09/07/2019,500.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  17.6.19 TO 23.6.19 ,B000020277/58023,BUCKINGHAM FUTURES LTD,09/07/2019,500.50
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT- DUNKENHALGH ,B000020278/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,09/07/2019,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020278/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,09/07/2019,540.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 24.6.19 TO 30.6.19 ,B000020277/55740,RAPID RECRUITMENT LTD,09/07/2019,743.28
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 23.6.19  ,B000020277/19414,HEADS RECRUITMENT LIMITED,09/07/2019,779.80
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 23.6.19 ,B000020277/19414,HEADS RECRUITMENT LIMITED,09/07/2019,868.92
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO GRIND OUT APPROX 17 STUMPS ,B000020278/56356,STUMP BUSTERS NORTH LANCS,09/07/2019,1290.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,RURAL GRASS VERGE CUTTING ,B000020278/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,09/07/2019,1800.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ACCRINGTON CARNIVAL TRAFFIC MANAGEMENT 23.6.19,B000020277/19776,BIBBY FACTORS NORTHWEST LTD,09/07/2019,2825.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FANTASTIC FOREST PARADE 50% PAYMENT,B000020277/24254,ADVENTURE HYNDBURN,09/07/2019,8045.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL FUEL ,B000020277/56040,TATE FUEL OILS LTD,09/07/2019,27232.53
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,ADVERT,B000020280/59724,TMP (UK) LTD,10/07/2019,267.60
HOUSING ADVICE,GRANTS,ARTWORK,B000020280/60404,LOCATA (HOUSING SERVICES) LTD,10/07/2019,350.00
HUMAN RESOURCES,TRAINING EXPENSES,TRAINING,B000020279/61778,TUTORCARE LTD,10/07/2019,395.00
LEISURE IN HYNDBURN,BLACKBURN WITH DARWEN SERVICES,CONTRIBUTION ARMED FORCES APR MAY JUN 19,B000020279/29112,HYNDBURN LEISURE,10/07/2019,612.50
HUMAN RESOURCES,TRAINING EXPENSES,C-21 TRAINING,B000020279/1553,FRONTIER SOFTWARE PLC,10/07/2019,675.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 05.07.19,B000020280/59823,HAYS,10/07/2019,676.92
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF  W/E 30.06.19,B000020280/46341,MORGAN HUNT UK LTD,10/07/2019,786.90
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING BROADWAY 1-30 JUNE 19,B000020280/29112,HYNDBURN LEISURE,10/07/2019,936.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020281/61466,AUTOTECH RECRUIT,10/07/2019,1000.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.06.19,B000020280/33923,EDEN BROWN LTD,10/07/2019,1010.10
Corporate Property Bus Unit,AGENCY STAFF,STAFF  WE 08.04.19,B000020280/58852,OYSTER PARTNERSHIP,10/07/2019,1233.00
LEISURE IN HYNDBURN,BLACKBURN WITH DARWEN SERVICES,CONT REDUCED SWIM PERIOD,B000020279/29112,HYNDBURN LEISURE,10/07/2019,1305.00
LEISURE IN HYNDBURN,BLACKBURN WITH DARWEN SERVICES,RECHARGE CLAYTON CIVIC HALL 1 - 30.06.19,B000020279/29112,HYNDBURN LEISURE,10/07/2019,1600.00
DEV CONTROL,FINANCIAL VIABILITY ASSESMENTS,VIABILITY ASSESS  MILLERFOLD,B000020280/59174,KEPPIE MASSIE,10/07/2019,1700.00
ATC RAISED PLANETRS,CONTRACTOR OTHER,CREDIT NOTE  INPUT IN EROR,B000020282/14010,BROXAP LTD,10/07/2019,1850.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020280/30178,B3P SERVICES LTD,10/07/2019,3195.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,JUL - SEP 19,B000020279/1957,HOMEWISE SOCIETY LTD,10/07/2019,6124.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,INVEST TO GROW GRANT,B000020279/29112,HYNDBURN LEISURE,10/07/2019,30000.00
LICENSING,DVLA FEES,DVLA CHECKS,B000020286/59795,G B GROUP PLC,12/07/2019,310.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,GROUND BASED CHAINSAW OPERATOR - REFRESHER - L.WOLFENDEN,B000020288/41978,MYERSCOUGH COLLEGE,12/07/2019,360.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  4.7.19 ,B000020288/7871,STANLEY BROS TIPPERS LTD,12/07/2019,390.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOM  5.7.19 - 09.07.19,B000020286/28199,HILL VIEW (PRIVATE) HOTEL,12/07/2019,420.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK 1.7.19 TO 7.7.19 ,B000020288/58023,BUCKINGHAM FUTURES LTD,12/07/2019,424.67
ACCRINGTON CREMATORIUM,AGENCY STAFF,AGENCY STAFF  WK 30.6.19 ,B000020288/19414,HEADS RECRUITMENT LIMITED,12/07/2019,434.46
ACCRINGTON CREMATORIUM,AGENCY STAFF,AGENCY STAFF WK 30.6.19,B000020288/19414,HEADS RECRUITMENT LIMITED,12/07/2019,462.93
LICENSING,OTHER FEES,DBS MAY 2019,B000020286/54847,DISCLOSURE & BARRING SERVICE,12/07/2019,484.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 1.7.19 TO 7.7.19 ,B000020288/55740,RAPID RECRUITMENT LTD,12/07/2019,617.76
LIBRARY ST DEPOT,ELECTRICITY,CVMU   JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,739.53
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK  30.6.19 ,B000020288/19414,HEADS RECRUITMENT LIMITED,12/07/2019,925.86
ACCOUNTANCY,AGENCY STAFF,STAFF W/E 7.7.19,B000020287/61546,R K GROUP,12/07/2019,977.74
GYPSY SITE,ELECTRICITY,GYPSY JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,1199.93
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 01.07.19,B000020286/58852,OYSTER PARTNERSHIP,12/07/2019,1335.60
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,1552.38
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF  07.07.19,B000020286/61657,G2 RECRUITMENT SOLUTIONS,12/07/2019,1776.75
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMODATION   21.06.19 - 03.07.19,B000020286/28199,HILL VIEW (PRIVATE) HOTEL,12/07/2019,1920.00
ACCOUNTANCY,LICENCES,BCIS  12 MONTH SUBS,B000020286/61787,RICS,12/07/2019,2000.00
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET SEPT 18,B000020287/59343,EDF ENERGY,12/07/2019,2307.71
MARKETS - OPERATIONS,ELECTRICITY,MARKET HALL JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,2454.76
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,2619.50
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REFS APRIL- JUNE 2019 ,B000020288/7171,PEEL HOUSE MEDICAL PRACTICE,12/07/2019,2720.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,3366.77
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL JUN 19,B000020286/25200,E.ON UK PLC,12/07/2019,3596.54
CREMATOR PURCHASE,CONTRACTOR OTHER,ACC CREM FIRE ALARM UPGRADE,B000020287/61283,EMERGENCY SYSTEMS LTD,12/07/2019,3740.82
HAWORTH ART GALLERY,ASSET MAINT R&M,H./A.G. ROOF WORKS,B000020287/37017,PILKINGTON BROS (CHURCH) LTD,12/07/2019,3865.60
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMODATION  24.05.19 - 01.07.19,B000020286/28199,HILL VIEW (PRIVATE) HOTEL,12/07/2019,4560.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020286/50640,PRISM MEDICAL UK,12/07/2019,4694.75
PARKS & OPEN SPACES,GAS,31.5.19 TO 30.6.19 - RHYDDINGS,B000020289/61050,YU ENERGY,15/07/2019,277.50
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY - JUNE 19,B000020289/48843,CLEARWAY ENV SERVICES (UK) LTD,15/07/2019,778.00
MARKETS - OPERATIONS,YARD CLEANING,WASTE DISPOSAL - JUNE 19,B000020289/59730,BLACKBURN SKIPS LIMITED,15/07/2019,1749.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000020299/27972,ROSSENDALES,17/07/2019,252.58
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BUMPER COVER,B000020296/1164,DENNIS EAGLE LIMITED,17/07/2019,311.48
LIBRARY ST DEPOT,GENERAL REPAIR & MAINT BLDGS,CLEANING  - JULY 19,B000020296/2981,MINSTER CLEANING SERVICES,17/07/2019,318.32
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CHARGES 15.7.19 TO 14.8.19,B000020299/61288,XBM LTD,17/07/2019,325.66
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BUMPER / FILTER KIT,B000020296/1164,DENNIS EAGLE LIMITED,17/07/2019,327.16
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,EXCESS TRANSACTION S- 1.10.18 TO 31.12.18,B000020299/17209,CIVICA UK LIMITED,17/07/2019,344.96
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020299/45450,MERCERS BUILDERS LTD,17/07/2019,375.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS LOCAL GOVT LAW,B000020299/50652,THOMSON REUTERS PROFESSIONAL UK LTD,17/07/2019,401.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT AS PART OF HLF,B000020298/60670,FRIENDS OF RHYDDINGS PARK,17/07/2019,500.00
STRATEGIC HOUSING DEPARTMENT,LEGAL FEES,PROFESSIONAL FEES,B000020299/26004,FORBES SOLICITORS,17/07/2019,563.50
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 7.7.19,B000020299/46341,MORGAN HUNT UK LTD,17/07/2019,590.18
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,EXCESS TRANSACTIONS - 1.7.18 TO 30.9.18,B000020299/17209,CIVICA UK LIMITED,17/07/2019,613.99
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 14.7.19,B000020296/61466,AUTOTECH RECRUIT,17/07/2019,975.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 7.7.19,B000020299/33923,EDEN BROWN LTD,17/07/2019,1010.10
HUMAN RESOURCES,ADVERTISING,1 WATCHGUARD FIREWALL TRAINING,B000020297/29231,SEC-1 LIMITED,17/07/2019,1500.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,"HBC - ORMEROD STREET, ACC",B000020299/32265,VALUATION OFFICE AGENCY ADMINISTRATION,17/07/2019,1500.00
MILNSHAW PARK PLAY AREA,CONTRACTOR OTHER,THIRD PARTY CONTRIBUTION TOWARDS LEF PROJECT,B000020298/60889,LANCASHIRE ENVIRONMENTAL FUND,17/07/2019,3300.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,INITIAL CLEAN 16.5.19 - 23.5.19,B000020304/2981,MINSTER CLEANING SERVICES,22/07/2019,251.88
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000020302/61798,CHRISTINA MAY LIMITED,22/07/2019,262.08
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO CROWN RAISE APPROX 9 TREES ,B000020305/22189,ROY CATTERMOLE (TREE SURGEON),22/07/2019,300.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"WORKS AT CUTT WOOD, RISHTON",B000020305/22189,ROY CATTERMOLE (TREE SURGEON),22/07/2019,350.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,REPAIRS TO SAFETY SURFACE AT RHYDDINGS,B000020305/60721,GROUNDWORK & LEISURE SERVICES LTD,22/07/2019,400.00
ACCRINGTON CREMATORIUM,AGENCY STAFF,"ACENGY STAFF,  WK 7.7.19 ",B000020304/19414,HEADS RECRUITMENT LIMITED,22/07/2019,434.46
ACCRINGTON CREMATORIUM,AGENCY STAFF,AGENCY STAFF  WK  7.7.19 ,B000020304/19414,HEADS RECRUITMENT LIMITED,22/07/2019,462.93
HOUSING ADVICE,GRANTS,EAST LANCS HOMELESS REDUCTION ACT,B000020302/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,22/07/2019,555.54
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK  7.7.19 ,B000020304/19414,HEADS RECRUITMENT LIMITED,22/07/2019,925.86
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 14.07.19,B000020302/61546,R K GROUP,22/07/2019,973.87
REGISTRATION OF ELECTORS,PRINTING,UCI FORMS AND POSTAGE,B000020301/25419,ELECTORAL REFORM SERVICES,22/07/2019,1069.39
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT TREE WORK,B000020305/22189,ROY CATTERMOLE (TREE SURGEON),22/07/2019,1500.00
HYNDBURN CEMETERIES,MATERIALS-DIRECT,VAULT CONSTRUCTION AT DILL HALL CEMETERY,B000020304/42573,C.B. PRICE & SON LTD,22/07/2019,3250.00
EXTERNAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,PV PACKS POSTAGE EPE 19,B000020301/25419,ELECTORAL REFORM SERVICES,22/07/2019,24523.67
MILNSHAW PARK PLAY AREA,CONTRACTOR OTHER,MILNSHAW PARK EXTENSION,B000020305/54658,WADE GROUP,22/07/2019,35102.15
VEHICLE MAINT SUPERVISION,CONTRACT HIRE, CONTRACT HIRE AGREEMENT 18.6.19 - 17.6.20,B000020304/46880,SPECIALIST FLEET SERVICES LTD,22/07/2019,37088.00
VEHICLE MAINT SUPERVISION,TACHOGRAPHS,MEMBERSHIP,B000020308/1547,FREIGHT TRANSPORT ASSOC,24/07/2019,795.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020308/61466,AUTOTECH RECRUIT,24/07/2019,975.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 14.7.19,B000020309/33923,EDEN BROWN LTD,24/07/2019,1010.10
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020308/29877,ROSSENDALE VULCANISING (SALES LTD),24/07/2019,2634.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020313/61130,KIRK SCAFFOLDING LTD,29/07/2019,308.57
Electical works various,CONTRACTOR OTHER,"WILLOWS LANE, 5 YR WIRING REMEDIALS",B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,308.70
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,ROTARY BLADE & OIL,B000020317/7805,SPALDINGS UK LTD,29/07/2019,360.00
Electical works various,CONTRACTOR OTHER,GATTY PARK 5 YR WIRING REMEDIALS,B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,376.00
Electical works various,CONTRACTOR OTHER,MILNSHAW PARK 5YR WIRING REMEDIALS,B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,380.40
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  16.7.19 ,B000020316/7871,STANLEY BROS TIPPERS LTD,29/07/2019,390.00
Electical works various,CONTRACTOR OTHER,CVMU  5 YR WIRING REMEDIALS,B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,412.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 14.7.19 ,B000020316/19414,HEADS RECRUITMENT LIMITED,29/07/2019,434.46
Electical works various,CONTRACTOR OTHER,MARKET HALL 5 YR WIRING,B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,436.40
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020312/27972,ROSSENDALES,29/07/2019,440.92
Electical works various,CONTRACTOR OTHER,WEST END CENTRE 5 YR WIRING WORKS,B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,448.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF 14.7.19,B000020316/19414,HEADS RECRUITMENT LIMITED,29/07/2019,462.93
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  15.7.19 -21.7.19 ,B000020316/55740,RAPID RECRUITMENT LTD,29/07/2019,483.96
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT - DUNKENHALGH ,B000020315/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,29/07/2019,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020315/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,29/07/2019,540.00
Electical works various,CONTRACTOR OTHER,HAWORTH ART  5 YR WIRING WORKS,B000020313/60330,CALBARRIE COMPLIANCE SERVICES,29/07/2019,572.40
PARKS & OPEN SPACES,MATERIALS-DIRECT,OOT ZONE MIX ,B000020315/2707,M C & M A STEWART (HAULAGE) LTD,29/07/2019,601.80
LEISURE IN HYNDBURN,LIH R&M,TWON HALL ANNUAL PAT TEST,B000020312/58451,SISTO COMPLIANCE,29/07/2019,622.60
BUILDING CONTROL B.U.,DEV CONTROL SYSTEM,COMPETENT PERSONS LOADER 19/20,B000020313/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,29/07/2019,673.38
CORPORATE PROPERTY,ASSET MAINT R&M,DILL HALL COPING STONES,B000020314/45450,MERCERS BUILDERS LTD,29/07/2019,675.00
ACCOUNTANCY,GENERAL SUBSCRIPTIONS,VAT ADVISORY SERVICE - JULY 19- JUNE 20,B000020319/2496,LANCASHIRE COUNTY COUNCIL,29/07/2019,699.00
Air con scaitcliffe hse,CONTRACTOR OTHER,SCAITCLIFFE HOUSE INSTALL A/C EQUIP,B000020312/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,29/07/2019,700.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL PARK  CONCRETE FLOOR,B000020312/37017,PILKINGTON BROS (CHURCH) LTD,29/07/2019,744.81
MARKETS - STAFFING,LICENCES,PPL MUSIC LICENCE 02.08.19 - 01.08.20,B000020314/60557,PPL PRS LTD,29/07/2019,778.22
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT @ JUNCTION 6 ,B000020315/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,29/07/2019,825.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 14.7.19,B000020316/19414,HEADS RECRUITMENT LIMITED,29/07/2019,875.41
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 21.7.19,B000020313/61546,R K GROUP,29/07/2019,963.21
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 28.7.19,B000020318/61466,AUTOTECH RECRUIT,29/07/2019,975.00
GREEN INFRASTRUCTURE,WOODNOOK ROTHWELL,DRAINAGE AND PATH REPAIRS,B000020313/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,29/07/2019,984.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL PARK REPAIR FLOOR,B000020312/37017,PILKINGTON BROS (CHURCH) LTD,29/07/2019,1014.50
