Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCRINGTON TOWN CENTRE,ADVERTISING GENERAL,HALF PAGE A4 LANDSCAPE,B000022805/65719,LOOP PUBLISHING LIMITED,07-Dec-21,300.00
COVID 19,PRIVATE CONTRACTORS WORK,WILSONS PAVILLION CLEANING DECEMBER 21,B000022805/50873,SERVICEMASTER,07-Dec-21,448.40
COVID TESTING,AGENCY STAFF,TEMP STAFF W/E  22.11.21 - 28.11.21,B000022805/55740,RAPID RECRUITMENT LTD,07-Dec-21,609.97
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER  2.9.21 TO 21.11.21,B000022805/8325,WATER PLUS LTD,07-Dec-21,617.46
COVID 19,PRIVATE CONTRACTORS WORK,RHYDDIGS PARK CLEAN DECEMBER 21,B000022805/50873,SERVICEMASTER,07-Dec-21,672.61
DOG WARDEN,KENNELING - DAYTIME,"KENNELLING FEES NOVEMBER 21 ,",B000022805/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,07-Dec-21,767.86
COVID 19 Waste Services,AGENCY STAFF,WILLOWS LANE CLEANING DECEMBER 21,B000022805/50873,SERVICEMASTER,07-Dec-21,896.84
WASTE SERVICES,AGENCY STAFF,TEMP STAFF W/E 22.11.21 - 28.11.21,B000022805/55740,RAPID RECRUITMENT LTD,07-Dec-21,931.07
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 28.11.21,B000022804/61860,VIVID RESOURCING,07-Dec-21,1264.43
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022803/7874,STANNAH LIFT SERVICES LIMITED,07-Dec-21,2786.00
PSDS Scaitcliffe,DESIGN WORK,SCAITCLIFFE DECARBON VAL 2 PROJECT MANAGEMENT FEE,B000022804/65923,SALVIS GROUP LIMITED,07-Dec-21,3000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022803/25868,HYNDBURN PLUMBING & HEATING SERVICES,07-Dec-21,3120.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022803/25868,HYNDBURN PLUMBING & HEATING SERVICES,07-Dec-21,3850.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022803/59806,GREENWOOD PLUMBERS,07-Dec-21,4393.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022803/30178,B3P SERVICES LTD,07-Dec-21,6263.19
UNDERSPENDS BIDS,GRANTS-GENERAL,ACC TOWN HALL BALLROOM SPEAKER,B000022804/29112,HYNDBURN LEISURE,07-Dec-21,17078.00
HLC ROOF & ELEC SUB STATION,CONTRACTOR OTHER,HLC DECARBON ALLIANCE SERVICES ROOF VAL 2,B000022804/48468,ALLIANCE LEISURE SERVICES LTD,07-Dec-21,107564.13
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 28.11.21,B000022811/60568,CUMMINS MELLOR,09-Dec-21,486.75
LCC COVID PREVENTION,IMPLEMENTS & TOOLS,HIRE OF FENCING,B000022810/28458,MARCHBRIDGE BUILDERS LTD,09-Dec-21,705.75
DEV CONTROL,COMPUTER LEASING CHARGES,FME MAINTENANCE AND SUPPORT,B000022810/62138,MISO,09-Dec-21,780.00
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,BRCC,B000022810/57679,CRITIQOM,09-Dec-21,882.84
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING OF BROADWAY,B000022811/29112,HYNDBURN LEISURE,09-Dec-21,964.43
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 28.11.21,B000022811/46341,MORGAN HUNT UK LTD,09-Dec-21,1004.92
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 28.11.21,B000022811/33923,EDEN BROWN LIMITED,09-Dec-21,1010.10
PUBLIC TRANSPORT,MAINTENANCE,PANELS ON BUS SHELTER,B000022810/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,09-Dec-21,1023.59
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 28.11.21,B000022811/55150,VENN GROUP LIMITED,09-Dec-21,1024.52
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 28.11.21,B000022811/55150,VENN GROUP LIMITED,09-Dec-21,1110.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WE 28.11.21,B000022811/61657,G2 RECRUITMENT SOLUTIONS,09-Dec-21,1248.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WE 22.11.21,B000022811/58852,OYSTER PARTNERSHIP,09-Dec-21,1368.36
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WE 28.11.21,B000022811/61657,G2 RECRUITMENT SOLUTIONS,09-Dec-21,1476.30
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,POSTAGE,B000022810/57679,CRITIQOM,09-Dec-21,1905.35
PSDS Scaitcliffe,CONTRACTOR OTHER,SCAITCLIFFE DECARBON VRV AIRCO VAL 1,B000022811/67024,AIRCO,09-Dec-21,59232.74
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPION NOTE PADS,B000022818/1344,ELLISON PRINTING,10-Dec-21,264.00
INDOOR MARKET HALL REDEVELOPMT,CONTRACTOR OTHER,BOXING IN AND CABINET,B000022816/65965,TONY HOWARTH JOINERY,10-Dec-21,370.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,GUTTER CLEANING,B000022816/62140,CLEARVIEW CONTRACTORS LTD,10-Dec-21,495.00
MARKETS - OPERATIONS,MARKETING INITIATIVES,LANCS MAG DEC 21,B000022816/67009,LANCS MAG LTD,10-Dec-21,495.00
MARKETS - OPERATIONS,MARKETING INITIATIVES,ADVERT,B000022816/67014,LIVING WITH DISABILITY,10-Dec-21,495.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,CHAMPIONS MERCHANDISE,B000022818/1344,ELLISON PRINTING,10-Dec-21,653.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS PRINTING,B000022818/1110,DALTON & CO (PRINTERS) LTD,10-Dec-21,704.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,GRAPHIC DESIGN SUPPORT,B000022818/65011,BRANDS INSIDE OUT LIMITED,10-Dec-21,900.00
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,SUP CLEAN DEC 21,B000022816/50873,SERVICEMASTER,10-Dec-21,1234.13
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,CHAMPIONS FILMING AND VIDEO EDITS,B000022818/66163,MEDIA VILLAGE,10-Dec-21,1800.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,HYNDBURN NEWS DISTRIBUTION,B000022818/61872,J P P MEDIA LIMITED,10-Dec-21,5055.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,HYNDBURN NEWS PRINTING,B000022818/1344,ELLISON PRINTING,10-Dec-21,12426.00
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,GAS,B000022821/634,BRITISH OXYGEN CO LTD,13-Dec-21,306.75
CUSTOMER SERVICES,BPR/CONTACT CENTRE,6 X HEADSETS,B000022820/2016,INCOM TELECOMMUNICATIONS,13-Dec-21,391.04
SCAITCLIFFE HOUSE,HOSPITALITY,"WATER, SCATICLIFFE  NOV 2021",B000022820/16592,SELECT MARKETING NW LTD,13-Dec-21,412.00
COVIID 19,MISC EXPENSES OTHER,SOUND EQUIPMENT AND TECH SUPPORT,B000022820/66734,GLYNH CONSULTANCY,13-Dec-21,457.40
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 05.12.21,B000022820/60568,CUMMINS MELLOR,13-Dec-21,482.63
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 05.12.21,B000022820/46341,MORGAN HUNT UK LTD,13-Dec-21,814.80
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,TEST/AUDIT OF NETWORK POINTS AT MKTS ,B000022822/7968,T I S LTD,13-Dec-21,880.00
SCAITCLIFFE HOUSE RECEPTION,RENTAL & MAINT SOFTWARE MISC,RELOCATION OF CABLES,B000022822/7968,T I S LTD,13-Dec-21,1418.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022820/64557,HARRIS HEATING (NW) LTD,13-Dec-21,1945.00
COVID BACKFILL,AGENCY STAFF,STAFF WC 29.11.21,B000022820/58852,OYSTER PARTNERSHIP,13-Dec-21,2120.00
COVID BACKFILL,AGENCY STAFF,STAFF WC 22.11.21,B000022820/58852,OYSTER PARTNERSHIP,13-Dec-21,2650.00
REGISTRATION OF ELECTORS,CANVASS,CANVASS 21 AUTO RESPONSES,B000022820/62168,CIVICA ELECTION SERVICES,13-Dec-21,2693.95
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022822/59806,GREENWOOD PLUMBERS,13-Dec-21,7178.00
DOG WARDEN,STREET SIGNS,130 SIGNS REFURBISHED INCLUDING 12 NEW SIGNS,B000022829/28932,TATLOW SIGNS,14-Dec-21,412.50
REFUSE COLLECTION,HIRED VEHICLE,HIRED LUTON BOX VAN ,B000022829/2062,INTACK SELF DRIVE,14-Dec-21,599.60
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"FELL 3 DEAD WILLOWS, FELL AND LEAVE",B000022829/22189,ROY CATTERMOLE (TREE SURGEON),14-Dec-21,1200.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,12 MONTH PRS PPL LICENCE FOR TOWN SQUARE,B000022829/60557,PPL PRS LTD,14-Dec-21,1213.52
WILLOWS LANE DEPOT,LICENCES,PRL/PPL WILLOWS LANE DEPOT,B000022833/60557,PPL PRS LTD,15-Dec-21,283.96
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE 03/12/2021 ,B000022832/59724,TMP (UK) LTD,15-Dec-21,332.40
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,JUMP STARTER PACK,B000022836/64658,KEITH CLEMENT AUTO ELECTRICAL SERVICE LIMITED,15-Dec-21,350.00
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE 10/09/2021,B000022832/59724,TMP (UK) LTD,15-Dec-21,397.20
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE, 4.12.21 CRAFTING SESSION 3,B000022833/61031,NEW FREEDOM,15-Dec-21,407.20
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PUMP,B000022836/7688,AEBI SCHMIDT UK LTD,15-Dec-21,432.25
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 1.12.21 ,B000022833/7871,STANLEY BROS TIPPERS LTD,15-Dec-21,450.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 26.11.21,B000022833/7871,STANLEY BROS TIPPERS LTD,15-Dec-21,450.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,ANNUAL SERVICE  12.12.21 - 11.12.22 SANITARY DISPOSAL,B000022833/7087,P H S GROUP LTD,15-Dec-21,461.96
COVID TESTING,AGENCY STAFF,AGENCY STAFF  29.11.21 - 5.12.21 ,B000022833/55740,RAPID RECRUITMENT LTD,15-Dec-21,609.97
UNDERSPENDS,NEW EQUIPMENT,REPLACEMENT PADS,B000022831/62010,DEFIBSHOP,15-Dec-21,616.00
SCAITCLIFFE HOUSE,DISPOSAL UNIT RENTAL,SANITARY DISPOSAL - 12.12.21 TO 11.12.22,B000022837/7087,P H S GROUP LTD,15-Dec-21,771.04
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF  WK 29.11.21 ,B000022833/58852,OYSTER PARTNERSHIP,15-Dec-21,918.96
FENCING HARGREAVES MILL,GENERAL REPAIR & MAINT BLDGS,FENCING,B000022834/28458,MARCHBRIDGE BUILDERS LTD,15-Dec-21,927.57
WASTE SERVICES,AGENCY STAFF,TEMP STAFF 29.11.21 - 5.12.21 2 ,B000022833/55740,RAPID RECRUITMENT LTD,15-Dec-21,1034.52
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF WC 29.11.21,B000022831/58852,OYSTER PARTNERSHIP,15-Dec-21,1266.30
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF  PE 24.10.21,B000022831/66417,CARRINGTON WEST LIMITED,15-Dec-21,1293.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF PE 28.11.21,B000022831/66417,CARRINGTON WEST LIMITED,15-Dec-21,1293.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,STAFF PE 07.11.21,B000022834/66417,CARRINGTON WEST LIMITED,15-Dec-21,1293.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,STAFF PE 14.11.21,B000022834/66417,CARRINGTON WEST LIMITED,15-Dec-21,1293.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,STAFF P/E 21.11.21,B000022834/66417,CARRINGTON WEST LIMITED,15-Dec-21,1293.75
MARKETS - OPERATIONS,ASSET MAINT R&M,INSTALL NEW CROSS CONNECTION BOARD,B000022831/64522,R J LIFT SERVICES LTD,15-Dec-21,1525.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022834/30178,B3P SERVICES LTD,15-Dec-21,3951.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,PROFESSIONAL FEES,B000022831/66097,HILL DICKINSON LLP,15-Dec-21,5955.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,XMAS LIGHTY SWITCH ON EVENT 2021 ,B000022833/17546,SCOTT DAWSON ADVERTISING LTD,15-Dec-21,7500.00
LIBRARY ST DEPOT,GENERAL REPAIR & MAINT BLDGS,WASTE RECYCLING,B000022834/52330,JOHN WADE GROUNDWORKS LTD,15-Dec-21,14318.26
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL ,B000022833/45743,WATSON PETROLEUM,15-Dec-21,22030.36
LICENSING,DVLA FEES,DVLA LICENCE CHECKS,B000022839/62170,PERSONNEL CHECKS,16-Dec-21,284.00
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB NOV 2021 ELECTRIC,B000022839/59343,EDF ENERGY,16-Dec-21,523.87
CORPORATE R & M (HOLDING A/C),ELECTRICITY,GYPSY SITE ELECTRIC NOV 2021,B000022839/59343,EDF ENERGY,16-Dec-21,1914.74
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL ELECTRIC NOV 2021,B000022839/59343,EDF ENERGY,16-Dec-21,1958.59
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL ELECTRIC NOV 21,B000022839/59343,EDF ENERGY,16-Dec-21,2062.53
LIBRARY ST DEPOT,ELECTRICITY,CVMU ELECTRIC NOV 2021,B000022839/59343,EDF ENERGY,16-Dec-21,2330.74
HUMAN RESOURCES,EMPLOYEE ASSISTANCE PROGRAMME,EAP ANNUAL DEC 2021 - DEC 2022,B000022839/62141,VALIDIUM,16-Dec-21,2917.70
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET ELECTRIC NOV 2021,B000022839/59343,EDF ENERGY,16-Dec-21,4135.38
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE NOV 21,B000022839/59343,EDF ENERGY,16-Dec-21,5606.25
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE  ELECTRIC NOV 2021,B000022839/59343,EDF ENERGY,16-Dec-21,10163.34
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,DROP LINKS,B000022842/1918,HYDRAIR,17-Dec-21,253.38
COMPUTER SERVICES,TELEPHONES,CHARGES 01.12.21 - 28.2.22,B000022843/644,BRITISH TELECOMMUNICATIONS PLC,17-Dec-21,465.24
LIBRARY ST DEPOT,CLEANING,CVMU CLEANING  DECEMBER  21,B000022842/50873,SERVICEMASTER,17-Dec-21,597.87
COMPUTER SERVICES,AGENCY SERVICES,1 DAY CONSULTANCY,B000022844/65220,CAPITA  BUSINESS SERVICES LTD,17-Dec-21,1300.00
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 12.12.21,B000022843/61860,VIVID RESOURCING,17-Dec-21,1514.21
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,TORCH BOARD FOR SHAKER PLATES ,B000022842/58111,MRB WORKSHOP SERVICES,17-Dec-21,2700.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,JCB TELEHANDLER REPAIR,B000022842/64278,WELDING P H SERVICES,17-Dec-21,4680.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 12.12.21,B000022847/60568,CUMMINS MELLOR,20-Dec-21,433.13
WILLOWS LANE DEPOT,ASSET MAINT R&M,PIPE LEAK AND BOILER PRESSURE,B000022847/37017,PILKINGTON BROS (CHURCH) LTD,20-Dec-21,447.53
WILLOWS LANE DEPOT,ASSET MAINT R&M,REPAIR BOILER/PUMP,B000022847/37017,PILKINGTON BROS (CHURCH) LTD,20-Dec-21,498.14
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGE SEARCHES,B000022847/2496,LANCASHIRE COUNTY COUNCIL,20-Dec-21,582.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 12.12.21,B000022847/33923,EDEN BROWN LIMITED,20-Dec-21,655.20
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 12.12.21,B000022847/46341,MORGAN HUNT UK LTD,20-Dec-21,814.80
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 5.12.21,B000022847/55150,VENN GROUP LIMITED,20-Dec-21,872.48
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 05.12.21,B000022847/33923,EDEN BROWN LIMITED,20-Dec-21,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E  05.12.21,B000022847/55150,VENN GROUP LIMITED,20-Dec-21,1110.30
LIBRARY ST DEPOT,ASSET MAINT R&M,PIGEON DISPATCH AND PREVENTION MESH,B000022847/10715,PRO-KILL ENVIRONMENTAL SERVICES,20-Dec-21,1125.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022847/43818,PRISM MEDICAL UK *********,20-Dec-21,1596.00
DEVELOPMENT,EXTERNAL CHARGES - ESG,AFFORDABLE WARM GRANTS  APR - SEP 2021 ,B000022847/1957,HOMEWISE SOCIETY LTD,20-Dec-21,4560.43
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,TEMP STAFF,B000022851/50873,SERVICEMASTER,21-Dec-21,262.20
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,LIGHTS AND SENSORS,B000022851/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,21-Dec-21,380.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,NEW GLASS ACCY AND OUTSIDE,B000022851/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,21-Dec-21,495.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL REPAIRS,B000022855/59128,GEORGE PEARCE & SONS LTD,22-Dec-21,256.00
LYNDON PLAYING FIELD,LEGAL FEES,PROFESSIONAL FEES,B000022854/60851,DWF LLP,22-Dec-21,280.50
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS RTPI 2022  ,B000022854/39694,ROYAL TOWN PLANNING INSTITUTE,22-Dec-21,321.00
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS RTPI  2022  ,B000022854/39694,ROYAL TOWN PLANNING INSTITUTE,22-Dec-21,321.00
DEVELOPMENT,RENTAL & MAINT SOFTWARE MISC,AUTOCAD LT 1 YR SUBSCRIPTION,B000022858/62028,DIGITAL RIVER IRELAND LTD,22-Dec-21,390.00
HAWORTH ART GALLERY,ASSET MAINT R&M,CALL OUT SOURCE AND REPLACE BROKEN RIDGE TILES,B000022855/59128,GEORGE PEARCE & SONS LTD,22-Dec-21,484.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL REPAIR ROOF AND CLEAR GUTTERS,B000022855/59128,GEORGE PEARCE & SONS LTD,22-Dec-21,491.00
HAWORTH ART GALLERY,ASSET MAINT R&M,CALL OUT FIX TO LEAKING ROOF,B000022855/59128,GEORGE PEARCE & SONS LTD,22-Dec-21,492.00
BUILDING CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,RICS RENEWAL ,B000022854/35163,RICS,22-Dec-21,539.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 12/12/21,B000022858/55150,VENN GROUP LIMITED,22-Dec-21,674.24
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 05-12-21,B000022858/63907,BUTLER ROSE,22-Dec-21,802.75
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 12-12-21,B000022858/63907,BUTLER ROSE,22-Dec-21,872.90
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 19-12-21,B000022858/63907,BUTLER ROSE,22-Dec-21,876.90
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 12.12.21,B000022858/55150,VENN GROUP LIMITED,22-Dec-21,1110.30
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 05.12.21,B000022855/61657,G2 RECRUITMENT SOLUTIONS,22-Dec-21,1248.75
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,STAFF P/E 05.12.21,B000022854/66417,CARRINGTON WEST LIMITED,22-Dec-21,1293.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 05.12.21,B000022855/61657,G2 RECRUITMENT SOLUTIONS,22-Dec-21,1477.65
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WC 06.12.21,B000022854/58852,OYSTER PARTNERSHIP,22-Dec-21,1586.76
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022854/36324,R H DENBIGH,22-Dec-21,1945.00
ECONOMIC DEVELOPMENT LEVEL UP,FEES-ANALYSTS & CONSULTANTS,CONSULTANCT FEES,B000022855/66485,CHEREGEN,22-Dec-21,2083.33
COVID BACKFILL,AGENCY STAFF,STAFF WC 06.12.21,B000022854/58852,OYSTER PARTNERSHIP,22-Dec-21,2650.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022854/64557,HARRIS HEATING (NW) LTD,22-Dec-21,2675.00
HOUSING ADVICE,PYMTS REDUCE RENT ARREARS HPG,RENT PAYMENT,B000022854/55684,PRISTINE INVESTMENTS LTD,22-Dec-21,2730.00
CUSTOMER SERVICES,COMPUTER RENTAL & MAINT,COMPUTER EQUIPMENT,B000022858/66590,LIQUID VOICE SYSTEMS LIMITED,22-Dec-21,4388.75
