Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
WOODNOOK REGENERATION,CONTRACTOR OTHER,VAL 16 - PUBLIC REALM WORKS,B000018641/57437,WOODNOOK JVCO LTD,06/02/2017,46424.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,MACHINERY PARTS,B000018648/442,BALMERS GARDEN MACHINERY,08/02/2017,253.44
PARKS & OPEN SPACES,FOOTPATH REPAIRS,SIGN POST INSTALLATION,B000018648/54658,WADE GROUP,08/02/2017,275.00
ACCRINGTON MARKET,CLEANING MATERIALS,CLEANING MATERIALS,B000018644/7033,OPTION HYGIENE,08/02/2017,304.65
TIPPING CHARGES,HIRED VEHICLE,REMOVAL OF WASTE 23.1.17,B000018648/7871,STANLEY BROS TIPPERS LTD,08/02/2017,390.00
TIPPING CHARGES,HIRED VEHICLE,REMOVAL OF WASTE 26.1.17,B000018648/7871,STANLEY BROS TIPPERS LTD,08/02/2017,390.00
TIPPING CHARGES,HIRED VEHICLE,REMOVAL OF WASTE 23.2.17,B000018648/7871,STANLEY BROS TIPPERS LTD,08/02/2017,390.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W/E 21.1.17,B000018646/8287,TRIPLE C SKIPS,08/02/2017,480.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W/E 14.1.17,B000018646/8287,TRIPLE C SKIPS,08/02/2017,480.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,GARDEN FLAGGING,B000018648/54658,WADE GROUP,08/02/2017,495.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,ROUTINE MAINTENANCE,B000018648/8652,THE PHOENIX PARTNERSHIP,08/02/2017,574.60
SADLER ST IND EST-GEN,GENERAL REPAIR & MAINT BLDGS,SADLER ST UNITS,B000018645/7524,ROSS LEE CONSTRUCTION LTD,08/02/2017,590.05
HUMAN RESOURCES,CRB CHECKS,DBS - JAN 17,B000018645/54847,DISCLOSURE & BARRING SERVICE,08/02/2017,792.00
LANLORDS GRANT,AGENCY STAFF,TEMP STAFF W/E 29.1.17,B000018645/58023,BUCKINGHAM FUTURES LTD,08/02/2017,821.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,GATE REPAIR,B000018648/20,A BYRNE FENCING,08/02/2017,849.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.1.17 TO 31.1.17,B000018645/59343,EDF ENERGY,08/02/2017,1318.71
HIGH ST INNOVATION FUND,HIGH STREET INNOVATION,MARKET FEES - STAGE 3,B000018646/59315,IBI GROUP,08/02/2017,2000.00
PROPOSED SELEC LICENSING 2017,PRINTING,SL LEAFLETS & QUESTIONNAIRES,B000018644/1110,DALTON & CO (PRINTERS) LTD,08/02/2017,2712.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - 1.1.17 TO 31.1,B000018645/59343,EDF ENERGY,08/02/2017,3030.31
LICENSING,OFFICE CONSUMABLES,TAXI LICENCING GOODS,B000018646/21487,VIP-SYSTEM LTD,08/02/2017,3217.56
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.1.17 TO 31.1.1,B000018645/59343,EDF ENERGY,08/02/2017,3257.11
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018644/40178,CRAIG KERSHAW LTD,08/02/2017,4480.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,GRANT SUPPORT - OSW LIBRARY,B000018646/59511,OSWALDTWISTLE LAMP COMMUNITY GROUP,08/02/2017,5000.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PROPORTIONING VALVE,B000018650/1918,HYDRAIR,09/02/2017,260.68
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COMPRESSION LEG,B000018650/7688,AEBI SCHMIDT UK LTD,09/02/2017,511.44
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BANKSMAN 13,B000018650/8388,VISION TECHNIQUES LTD,09/02/2017,650.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BANKSMAN 16,B000018650/8388,VISION TECHNIQUES LTD,09/02/2017,650.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WORKS AT GYPSY SITE,B000018649/30178,B3P SERVICES LTD,09/02/2017,948.50
MOT GENERAL,EQUIPMNT REPAIR & MAINT,SUPPLY AND INSTALL SHAKER,B000018650/58111,MRB WORKSHOP SERVICES,09/02/2017,3295.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000018650/29877,ROSSENDALE VULCANISING (SALES LTD),09/02/2017,4807.00
REFUSE COLLECTION,CPC DRIVER TRAINING,WASTE MANAGEMENT TRAINING FOR,B000018653/54696,WASTE MANAGEMENT TRAINING LTD,10/02/2017,2345.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,COLOR TONER FOR CEMETERY,B000018654/53622,SPECTRUM COMPUTER SUPPLIES LTD,13/02/2017,351.51
LAND CHARGES,LAND CHARGES,LAND CHARGES - JAN 17,B000018655/2496,LANCASHIRE COUNTY COUNCIL,13/02/2017,537.00
LANLORDS GRANT,AGENCY STAFF,TEMP STAFF W/E 5.2.17,B000018655/58023,BUCKINGHAM FUTURES LTD,13/02/2017,868.00
LOCAL TAXATION,OFFICE CONSUMABLES,STATIONERY FOR YEAR END,B000018655/57679,CRITIQOM,13/02/2017,888.96
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 5.2.17,B000018655/55150,VENN GROUP LIMITED,13/02/2017,906.25
BOOTH ST ACQ ODDS,SECURING PREMISES,SECURITY - JAN 17,B000018655/48843,CLEARWAY ENV SERVICES (UK) LTD,13/02/2017,939.00
BANK MILL HOUSE FOOTBALL CAGES,CONTRACTOR OTHER,FLOOD RISK ASSESSMENT,B000018654/58443,FLOOD RISK CONSULTANCY,13/02/2017,1200.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITES GRANT,B000018654/40686,ASSIST FACILITIES MANAGEMENT,13/02/2017,1425.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - 1.1.17 TO 31.1,B000018655/29112,HYNDBURN LEISURE,13/02/2017,1600.00
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,MTCE FRANKING MACHINE,B000018655/7231,PITNEY BOWES LTD,13/02/2017,1821.48
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,LA DATA SHARING SOFTWARE,B000018655/783,CAPITA BUSINESS SERVICES LTD,13/02/2017,2294.13
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018654/7874,STANNAH LIFT SERVICES LIMITED,13/02/2017,2504.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,10 X PRODESK BASE UNITS,B000018654/1106,B T BUSINESS DIRECT,13/02/2017,4321.10
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018654/993,COOKSON BUILDERS LTD,13/02/2017,4360.22
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MGT FEE - FEB 17,B000018655/29112,HYNDBURN LEISURE,13/02/2017,22387.67
CEMETERY AT LEE LANE,CONTRACTOR OTHER,LEE LANE CEM SCHEME,B000018656/8530,WM PYE LTD,13/02/2017,70393.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,2 PUBLICATIONS,B000018662/11925,CHILD POVERTY ACTION GROUP,14/02/2017,257.49
HYNDBURN CEMETERIES,ASSET MAINT R&M,WORKS ST G-H CEM,B000018661/20,A BYRNE FENCING,14/02/2017,288.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIDE SKIDS,B000018660/7688,AEBI SCHMIDT UK LTD,14/02/2017,365.91
CORPORATE PROPERTY,HORSE REMOVAL FRM COUNCIL LAND,SUPPLY BOULDER,B000018662/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,14/02/2017,385.00
PRIVATE LANDLORDS SCHEME,STATIONERY,PRIVATE RENTED TEAM ENVELOPES,B000018661/49501,HOUSE OF PRINT (UK) LTD,14/02/2017,419.00
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,CANON - 9.11.16-8.2.17,B000018662/781,CANON (UK) LTD,14/02/2017,447.94
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FIBRE GLASS LINING,B000018660/58447,BRADKINS COMMERCIALS,14/02/2017,658.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 29.1.17,B000018662/33923,EDEN BROWN LTD,14/02/2017,843.75
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 29.1.17,B000018662/33923,EDEN BROWN LTD,14/02/2017,858.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 29.1.17,B000018662/46341,MORGAN HUNT UK LTD,14/02/2017,888.00
HLC CHANGING ROOM CONVERSION,CONTRACTOR OTHER,WORKS AT CHANGING FACILITIES,B000018662/37017,PILKINGTON BROS (CHURCH) LTD,14/02/2017,1167.28
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018661/34573,MR R WILCOCK,14/02/2017,5320.00
WOODNOOK STRATEGIC ACQUISITION,OTHER FEES,INSPECTOR FOR PUBLIC INQUIRY 1,B000018662/59525,THE PLANNING INSPECTORATE,14/02/2017,5334.93
CORPORATE PROPERTY,ASSET MAINT R&M,WORKS ON GABLE ,B000018661/37017,PILKINGTON BROS (CHURCH) LTD,14/02/2017,10213.92
ACC TC CCTV,TELEPHONE LEASE,CCTV,B000018663/26383,BT REDCARE,15/02/2017,881.38
HLC ENERGY EFFICIENCY IMPROVEM,CONTRACTOR OTHER,SPORTS CENTRE,B000018663/9877,SBS HEATING & PLUMBING SERVICES LIMITED,15/02/2017,1011.00
ASPEN COLLIERY COKE OVEN,CONTRACTOR OTHER,ASPEN COLLIERY,B000018663/57065,BUTTRESS,15/02/2017,1406.25
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV,B000018663/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,15/02/2017,3582.51
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV MONITORING,B000018663/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,15/02/2017,11100.97
LOCAL TAXATION,LEGAL FEES,COSTS,B000018668/36882,RUNDLES,16/02/2017,335.66
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,ADVERT 10.2.17,B000018666/55711,TRINITY MIRROR PUBLISHING LTD,16/02/2017,367.20
ACC TOWN HALL,ASSET MAINT R&M,WORKS AT A.T.H,B000018666/59248,LANCASHIRE GAS SERVICES,16/02/2017,466.00
LIBRARY ST DEPOT,ASSET MAINT R&M,WORKS AT CVMU,B000018666/59248,LANCASHIRE GAS SERVICES,16/02/2017,587.35
HAWORTH ART GALLERY,ADVERTISING GENERAL,ADVERT IN RIBBLE LIVE MAG,B000018669/59524,LIVE MAGAZINES,20/02/2017,265.00
HAWORTH STABLES,GAS,STABLES 31.12.16 - 31.1.17,B000018669/30430,NPOWER BUSINESS,20/02/2017,273.31
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF ,B000018672/19414,HEADS RECRUITMENT LIMITED,20/02/2017,343.35
HOUSING ADVICE,TEMPORARY ACCOMMODATION,2.2.17 - 6.2.17,B000018670/28199,HILL VIEW (PRIVATE) HOTEL,20/02/2017,360.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000018671/46341,MORGAN HUNT UK LTD,20/02/2017,360.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,13.02.17 - 15.02.17,B000018670/28199,HILL VIEW (PRIVATE) HOTEL,20/02/2017,380.00
ACCRINGTON MARKET,WATER CHARGES,MARKET  2.11.16 - 19.01.17,B000018669/8325,UNITED UTILITIES WATER,20/02/2017,385.91
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000018672/19414,HEADS RECRUITMENT LIMITED,20/02/2017,403.30
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000018672/19414,HEADS RECRUITMENT LIMITED,20/02/2017,403.30
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL 23.1.17 - 28.1.,B000018669/8287,TRIPLE C SKIPS,20/02/2017,480.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W/E 4.2.17,B000018669/8287,TRIPLE C SKIPS,20/02/2017,480.00
PUBLIC TRANSPORT,CLEANING,BUS SHELTER CLEANING,B000018671/27106,ATKINSON CLEANING SERVICES LIMITED,20/02/2017,530.25
LIBRARY ST DEPOT,GAS,CVMU 4.1.17 - 4.2.17,B000018670/30430,NPOWER BUSINESS,20/02/2017,558.36
ACC TOWN HALL,ELECTRICITY,ATH 2 DEC 16 - 12-DEC-16,B000018669/59343,EDF ENERGY,20/02/2017,571.87
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000018672/19414,HEADS RECRUITMENT LIMITED,20/02/2017,686.70
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000018672/19414,HEADS RECRUITMENT LIMITED,20/02/2017,686.70
ACC TOWN HALL,ELECTRICITY,ATH 13.12.16 - 31.12.16,B000018669/59343,EDF ENERGY,20/02/2017,733.94
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000018671/33923,EDEN BROWN LTD,20/02/2017,832.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000018671/33923,EDEN BROWN LTD,20/02/2017,843.75
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000018671/33923,EDEN BROWN LTD,20/02/2017,858.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING,B000018671/29112,HYNDBURN LEISURE,20/02/2017,860.54
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000018671/46341,MORGAN HUNT UK LTD,20/02/2017,888.00
HEALTH OFFICERS,AGENCY STAFF,COVER WK 5.2.,B000018672/58023,BUCKINGHAM FUTURES LTD,20/02/2017,937.50
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,CSP GRANT,B000018671/1957,HYNDBURN HOMEWISE SOCIETY LTD,20/02/2017,1000.00
WILLOWS LANE DEPOT,GAS,WILLOWS LANE 31.12.16 - 31.1.1,B000018670/30430,NPOWER BUSINESS,20/02/2017,1198.65
ADMINISTRATION EXPENSES,STATIONERY,SERVICE COVER  FOR FOLDING MAC,B000018672/7231,PITNEY BOWES LTD,20/02/2017,1200.01
GYPSY SITE,NET RENTS,02.01.17  TO 30.01.17,B000018670/45458,GLOSSOP CARAVANS LTD,20/02/2017,1205.00
HAWORTH ART GALLERY,GAS,HAG 31.12.16 - 31.1.17,B000018670/30430,NPOWER BUSINESS,20/02/2017,1229.65
HEALTH OFFICERS,AGENCY STAFF,COVER WK 12.2,B000018672/58023,BUCKINGHAM FUTURES LTD,20/02/2017,1250.00
ACC TOWN HALL,ELECTRICITY,ATH 1.1.17 - 31.1.17,B000018669/59343,EDF ENERGY,20/02/2017,1434.15
STREET CLEANSING,AGENCY STAFF,AGNCY STAFF ,B000018672/55740,RAPID RECRUITMENT LTD,20/02/2017,1722.30
ACCRINGTON MARKET,WATER CHARGES,MARKETS 1.11.16 - 1.2.17,B000018669/8325,UNITED UTILITIES WATER,20/02/2017,1729.98
ACCRINGTON MARKET,GAS,MARKET 31.12.16 - 31.1.17,B000018670/30430,NPOWER BUSINESS,20/02/2017,2092.80
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000018672/55740,RAPID RECRUITMENT LTD,20/02/2017,2185.22
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000018672/55740,RAPID RECRUITMENT LTD,20/02/2017,2550.54
ACCRINGTON CREMATORIUM,GAS,ACC CEM 31.12.16 - 31.1.17,B000018669/30430,NPOWER BUSINESS,20/02/2017,2707.34
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,SOFTWARE LICENCE 01/04/17 TO 3,B000018672/32441,IDOX SOFTWARE LTD,20/02/2017,4000.00
PARIS UPGRADE,COMPUTER RENTAL & MAINT,UPGRADE ON PARIS,B000018669/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,20/02/2017,4200.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL COSTS 23000LTRS,B000018672/7658,SAMUEL COOKE & CO LTD,20/02/2017,21758.00
TIPPING CHARGES,HIRED VEHICLE,REMOVAL OF WASTE,B000018675/7871,STANLEY BROS TIPPERS LTD,21/02/2017,390.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,charged individually,B000018675/46880,SPECIALIST FLEET SERVICES LTD,21/02/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,000372-LOT 6 PERIOD 6/2/17 TO ,B000018675/46880,SPECIALIST FLEET SERVICES LTD,21/02/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,HIRE OF 5 NO RCV'S IN ACCORDAN,B000018675/46880,SPECIALIST FLEET SERVICES LTD,21/02/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,610.32/WEEK VEH + VAT,B000018675/46880,SPECIALIST FLEET SERVICES LTD,21/02/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,TO YOUR TENDER YPO FRAMEWORK,B000018675/46880,SPECIALIST FLEET SERVICES LTD,21/02/2017,2644.75
PARKS & OPEN SPACES,NEW EQUIPMENT,PURCHASE OF NEW HAV WEAR SYSTE,B000018675/26392,REACTEC,21/02/2017,5088.88
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,FLAGS ETC ,B000018676/38733,MARCHBRIDGE BUILDERS LTD,22/02/2017,357.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,LINUX SERVER,B000018676/36434,BYTES SOFTWARE SERVICES LTD,22/02/2017,551.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,8 RENEWALS,B000018676/42067,XICON LIMITED,22/02/2017,588.10
LANLORDS GRANT,AGENCY STAFF, W/E 12.2.17,B000018676/58023,BUCKINGHAM FUTURES LTD,22/02/2017,829.25
FACILITIES TEAM,BASIC PAY,W/E 12.2.17,B000018676/55150,VENN GROUP LIMITED,22/02/2017,901.50
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,10 MONITORS AND WARRANTY'S,B000018676/1106,B T BUSINESS DIRECT,22/02/2017,1642.90
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,BIZHUB C452 4.11.16 - 3.2.17,B000018676/31105,KONICA MINOLTA B S EAST LTD,22/02/2017,1956.46
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018676/21792,H & M BUILDING & JOINERY LTD,22/02/2017,13581.92
STRAT DIRECTOR COMM. SERVICES,SUBSIDISED PROFESSIONAL SUBS,SUBS  17,B000018681/58814,CIPFA,27/02/2017,310.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 12.2.17 ,B000018682/19414,HEADS RECRUITMENT LIMITED,27/02/2017,686.70
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018680/7874,STANNAH LIFT SERVICES LIMITED,27/02/2017,725.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 19.2.17,B000018681/33923,EDEN BROWN LTD,27/02/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 19.2.17,B000018681/33923,EDEN BROWN LTD,27/02/2017,875.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 12.2.17,B000018681/33923,EDEN BROWN LTD,27/02/2017,881.25
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 19.2.17,B000018681/46341,MORGAN HUNT UK LTD,27/02/2017,888.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 19.2.17,B000018681/55150,VENN GROUP LIMITED,27/02/2017,905.25
WOODNOOK STRATEGIC ACQUISITION,OTHER FEES,VALUATION,B000018681/32265,VALUATION OFFICE AGENCY ADMINISTRATION,27/02/2017,1100.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018683/56920,EASIBATHE LTD,27/02/2017,1361.27
RHYDDINGS PARK LOTTERY,ARCHITECT FEES,ARCHITECTURAL SERVICES ,B000018682/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,27/02/2017,3000.00
TOWNSCAPE HERITAGE INITIATIVE,PRIVATE CONTRACTORS WORK, 1.11.16 TO 31.11.16,B000018683/56469,ANNETTE BIRCH,27/02/2017,3780.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018680/993,COOKSON BUILDERS LTD,27/02/2017,4068.00
HLC ENERGY EFFICIENCY IMPROVEM,CONTRACTOR OTHER,POOL ALTERATIONS AT SPORTS CEN,B000018681/1024,CRAIG HAMBLING LTD,27/02/2017,18305.47
RHYDDINGS PARK LOTTERY,ARCHITECT FEES,ARCHITECTURAL SERVICES ,B000018682/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,27/02/2017,29557.50
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY COVER ,B000018687/19414,HEADS RECRUITMENT LIMITED,28/02/2017,343.35
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000018687/19414,HEADS RECRUITMENT LIMITED,28/02/2017,403.30
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY COVER  WK 19.2.17,B000018687/19414,HEADS RECRUITMENT LIMITED,28/02/2017,465.98
PARKS & OPEN SPACES,TRAINING EXPENSES,TRAINING CHAINSAW OPERATOR FOR,B000018687/41978,MYERSCOUGH COLLEGE,28/02/2017,735.90
ATH BALLROOM/BALCONY REROOF,CONTRACTOR OTHER,RE ROOFING WORKS AT ACC TOWN H,B000018690/45450,MERCERS BUILDERS LTD,28/02/2017,893.25
HLC ENERGY EFFICIENCY IMPROVEM,CONTRACTOR OTHER,FLAT ROOF REPAIRS,B000018690/45450,MERCERS BUILDERS LTD,28/02/2017,1970.00
ACC TOWN CENTRE,HIGH STREET INNOVATION,FOOD FESTIVAL CONTRIBUTION,B000018688/17546,SCOTT DAWSON ADVERTISING LTD,28/02/2017,3000.00
WILLOWS LANE DEPOT,PENDLE - OUT OF HOURS,OOH CHARGES DECEMBER 16,B000018687/59166,TOGETHER HOUSING ASSOCIATION,28/02/2017,3949.10
WOODNOOK REGENERATION,CONTRACTOR OTHER,WOODNOOK PUBLIC REALM AVL 17,B000018690/57437,WOODNOOK JVCO LTD,28/02/2017,51804.32
