Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS,ELECTION 2.5.19,B000020207/9241,PEEL PARK PRIMARY SCHOOL,05/06/2019,300.00
HAG SECUR SYSTEM & CCTV UPGRDE,CONTRACTOR OTHER,HAWORTH CCTV SYSTEM,B000020208/24998,FULL CIRCUIT FIRE & SECURITY LTD,05/06/2019,3755.51
LEISURE IN HYNDBURN,LIH R&M,CLAYTON CIVIC  NEW ELECTRICAL DOORS,B000020208/37017,PILKINGTON BROS (CHURCH) LTD,05/06/2019,1336.05
HOMELESSNESS-302 BURNLEY RD AC,ASSET MAINT R&M,"302 BURNLEY RD, 19/05 ANNUAL CHARGE",B000020208/44845,KEYPLUS SECURITY LTD,05/06/2019,260.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,ACC CEM  STONE WORK,B000020208/49892,KEN HOWE NATURAL STONE SUPPLIES,05/06/2019,8280.00
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF TABLES EPE 2019,B000020208/49997,DALE EVENT HIRE,05/06/2019,329.00
MUNICIPAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,RETURN POSTAGE PV HBC 19,B000020208/51517,ROYAL MAIL GROUP LTD,05/06/2019,1956.66
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,TEMP STAFF - APRIL 19,B000020208/55748,URBAN VISION PARTNERSHIP LTD,05/06/2019,5981.84
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF ROOM EPE 2019,B000020208/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,05/06/2019,320.00
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF TOILETS FOR EPE 19,B000020208/58892,PORTABLE TOILET COMPANY,05/06/2019,864.00
DEV CONTROL,FINANCIAL VIABILITY ASSESMENTS,VIABILITY ACCESS  BURTONS BLDGS ACC,B000020208/59174,KEPPIE MASSIE,05/06/2019,1700.00
PARKS & OPEN SPACES,ASSET MAINT R&M,MEMORIAL PARK WIRING,B000020208/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,286.00
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF ROOM EPE 2019,B000020208/61672,NW RFCA,05/06/2019,390.00
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF UNITS EPE 2019,B000020208/7247,PORTAKABIN LTD,05/06/2019,6896.50
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,PO SUNDRY PACKS ETC,B000020208/7735,SHAW & SONS LTD,05/06/2019,1643.28
WILLOWS LANE DEPOT,ASSET MAINT R&M,"WILLOWS LANE, BROKEN PANES",B000020209/37017,PILKINGTON BROS (CHURCH) LTD,05/06/2019,316.25
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL ASBESTOS REMOVAL,B000020209/40686,ASSIST FACILITIES MANAGEMENT,05/06/2019,390.00
PARKS & OPEN SPACES,ASSET MAINT R&M,WILSONS  5 YR WIRING REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,312.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,GT HAR CEM 5 YR REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,312.00
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDINGS PARK 5 YR WIRING REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,310.90
LEISURE IN HYNDBURN,LIH R&M,WEST END  5 YR WIRING REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,312.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,ACC CEM  5 YR WIRING REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,327.40
PARKS & OPEN SPACES,ASSET MAINT R&M,MEMORIALS PAVILION  5 YR WIRING REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,286.00
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE  5 YR WIRING REMEDIALS,B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,312.00
CANNON ST ACC,ASSET MAINT R&M,"CANNON ST,  5 YR WIRING REMEDIALS",B000020209/60330,CALBARRIE COMPLIANCE SERVICES,05/06/2019,322.00
MARKETS - OPERATIONS,ELECTRICITY,ELECT MARKETS,B000020210/43682,SCOTTISH POWER,05/06/2019,807.10
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  W/E 26.05.19,B000020210/46341,MORGAN HUNT UK LTD,05/06/2019,970.51
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/E 20.05.19,B000020210/58852,OYSTER PARTNERSHIP,05/06/2019,1440.00
MARKETS - OPERATIONS,YARD CLEANING,MARKETS - SKIP HIRE,B000020210/59730,BLACKBURN SKIPS LIMITED,05/06/2019,1773.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 26.05.19,B000020210/61657,G2 RECRUITMENT SOLUTIONS,05/06/2019,1687.50
CUSTOMER SERVICES,BPR/CONTACT CENTRE,8 X HEADSETS,B000020211/2016,INCOM TELECOMMUNICATIONS,05/06/2019,465.42
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020211/30178,B3P SERVICES LTD,05/06/2019,3200.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,ENTERPRISE AGREEMENT RENEWAL,B000020211/36434,BYTES SOFTWARE SERVICES LTD,05/06/2019,75995.24
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMNT REPAIR & MAINT,LAPTOP WITH WARRANTY,B000020211/52932,INSIGHT DIRECT (UK) LTD,05/06/2019,2920.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020211/56815,EASIACCESS,05/06/2019,3461.12
HOUSING ADVICE,GRANTS,COLD WEATHER GRANT,B000020212/19391,MAUNDY RELIEF,06/06/2019,2555.00
HUMAN RESOURCES,TRAINING EXPENSES,ACCOM FOR CONFERENCE,B000020212/24031,EVENT-X-LIMITED,06/06/2019,462.00
INSURANCES,PREMIUMS PAID,FINE ART PROPERTLY DAMANGE 2019,B000020212/57918,AON UK LTD,06/06/2019,6373.21
INSURANCES,PREMIUMS PAID,TERRORISM 2019 POLICY,B000020212/57918,AON UK LTD,06/06/2019,5959.15
INSURANCES,PREMIUMS PAID,EMPL LIABILITY 19/20,B000020212/57918,AON UK LTD,06/06/2019,36392.16
INSURANCES,BROKERS FEES,BROKING FEE,B000020212/57918,AON UK LTD,06/06/2019,8000.00
INSURANCES,BROKERS FEES,ENGINEERING INSPECTION 2019,B000020212/57918,AON UK LTD,06/06/2019,6249.44
INSURANCES,PREMIUMS PAID,PERSONAL ACCIDENT AND TRAVEL 219,B000020212/57918,AON UK LTD,06/06/2019,789.15
FACILITIES TEAM,AGENCY STAFF,STAFF WE 31.5.19,B000020212/59823,HAYS,06/06/2019,1111.01
PARKS & OPEN SPACES,MATERIALS-DIRECT,SIGNAGE ,B000020215/1866,HITCHENS ENGRAVERS LTD,06/06/2019,696.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020215/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,06/06/2019,1500.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT @ JUNCTION 6 WHITEBIRK,B000020215/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,06/06/2019,825.00
RECYCLING COLLECTION,CONTAINER REPAIRS & SPARES,BLUE & BROWN WHEELED BINS,B000020215/50339,LUXUS LTD,06/06/2019,3000.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,HIGHWAYS STUMP GRINDING ,B000020215/56356,STUMP BUSTERS NORTH LANCS,06/06/2019,1036.00
RECYCLING COLLECTION,TRAINING EXPENSES,INITIAL REGISTRATION WHAMITAB OPERATOR,B000020215/61661,ENVIRONMENTAL LEADERSHIP LTD,06/06/2019,576.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,BRACKETS FOR BENCH INSTALLATION,B000020215/8397,W & G POLLARD (ACCRINGTON) LTD,06/06/2019,250.80
HUMAN RESOURCES,DRUGS & ALCOHOL,DTEC COLLECTION CHARGES,B000020216/57686,D TEC INTERNATIONAL,07/06/2019,370.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020216/61130,KIRK SCAFFOLDING LTD,07/06/2019,318.86
GENERAL INVESTIGATION,WORK DONE DLO-HIGHWAYS,RIVERSIDE VIEW CULVERT,B000020216/61611,PMP UTILITIES,07/06/2019,8625.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 02.06.19,B000020216/61657,G2 RECRUITMENT SOLUTIONS,07/06/2019,1507.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020217/34573,MR R WILCOCK,10/06/2019,2480.00
MARKETS - OPERATIONS,SERVICE RENTS / CHARGE,RENT CHARGES PEEL ST KIOSKS,B000020217/48913,THREADNEEDLE UK PROPERTY TRUST,10/06/2019,672.55
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/E 27.05.19,B000020217/58852,OYSTER PARTNERSHIP,10/06/2019,828.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020217/59301,CONSULTANTS & SPEC SURVEYORS LTD,10/06/2019,331.00
FACILITIES TEAM,AGENCY STAFF,STAFF WE 10.05.19,B000020217/59823,HAYS,10/06/2019,693.37
ALLOTMENTS,WATER CHARGES,WATER HUNCOAT,B000020219/8325,WATER PLUS LTD,11/06/2019,674.93
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020220/61466,AUTOTECH RECRUIT,11/06/2019,775.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,STOCK PARTS,B000020220/7317,Q P S PLASTICS,11/06/2019,393.79
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,MAINTENANCE YEAR 1 OF 5 AOM LICENCE ,B000020221/17209,CIVICA UK LIMITED,11/06/2019,1291.95
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 19.5.19  ,B000020221/19414,HEADS RECRUITMENT LIMITED,11/06/2019,868.92
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,"STAFF TIME FOR RHYDDINGS PARK PROJECT TO DECEMBER 18, THIRD PARTY COSTS",B000020221/24110,NEWGROUND CIC,11/06/2019,18273.42
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,EVENTS AND ACTIVITIES AT RHYDDINGS PARK FOR LAUNCH WEEKEND,B000020221/47786,HYNDBURN ARTS LIMITED,11/06/2019,666.67
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,"KIDS FUN DAY HOLIDAY CLUBS 17TH APRIL AND 29TH MAY, EASTER DAY ON 20.4.19 AT RHYDDINGS PARK",B000020221/47786,HYNDBURN ARTS LIMITED,11/06/2019,500.00
CCTV'S,EQUIPMNT REPAIR & MAINT,"CCTV RE-CONNECTION RHYDDINGS PARK, OSWALDTWISTLE",B000020221/50554,ELECTRICITY NORTH WEST LTD,11/06/2019,353.73
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 27.5.19 - 2.6.19  ,B000020221/55740,RAPID RECRUITMENT LTD,11/06/2019,654.76
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF -  6-5-19 TO 19-5-19,B000020221/58023,BUCKINGHAM FUTURES LTD,11/06/2019,1219.83
ENFORCEMENT,ADVERTISING GENERAL, ADVERT ACCRINGTON OBSERVER MAY 19,B000020221/60625,REACH PUBLISHING SERVICES LTD,11/06/2019,500.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,"HLF PROJECT, CONTRIBUTION TO EVENTS AT RHYDDINGS PARK",B000020221/60670,FRIENDS OF RHYDDINGS PARK,11/06/2019,500.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,PAYMENT 2 OF 2 EASTER EVENT FUN DAY 20TH APRIL 19,B000020221/61582,ACCRINGTON COMMUNITY EVENTS,11/06/2019,575.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,50% FUNDING FOR 21ST ANNIVERSARY EVENT ON 7TH SEPTEMBER 2019,B000020221/9249,PROSPECTS FOUNDATION,11/06/2019,1750.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020222/25868,HYNDBURN PLUMBING & HEATING SERVICES,12/06/2019,1076.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020222/25868,HYNDBURN PLUMBING & HEATING SERVICES,12/06/2019,5855.00
CUSTOMER SERVICES,KENNELING - OUT OF HOURS,STAFF  W/E 02.06.19,B000020222/46341,MORGAN HUNT UK LTD,12/06/2019,786.90
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF  W/E 19.05.19,B000020222/55150,VENN GROUP LIMITED,12/06/2019,870.48
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF  W/E 02.06.19,B000020222/55150,VENN GROUP LIMITED,12/06/2019,447.20
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT  X 10 SYRIAN REFUGEE PROPERTIES,B000020222/61245,ONWARD HOMES,12/06/2019,6311.61
ACCOUNTANCY,AGENCY STAFF,STAFF WE 02.06.19,B000020222/61546,R K GROUP,12/06/2019,1191.50
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,SIGNS,B000020225/24038,G & G SIGNS,13/06/2019,841.90
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGES SEARCHES,B000020225/2496,LANCASHIRE COUNTY COUNCIL,13/06/2019,372.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEAN UP BROADWAY  1-31 MAY 19,B000020225/29112,HYNDBURN LEISURE,13/06/2019,936.00
LEGAL SERVICES,AGENCY STAFF,AGENCY STAFF  W/E 28.04.19,B000020225/55150,VENN GROUP LIMITED,13/06/2019,529.14
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,CORPORATE DAMAGED LAMPOSTS,B000020226/37017,PILKINGTON BROS (CHURCH) LTD,13/06/2019,393.75
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDINGS PARK BROKEN WINDW,B000020226/37017,PILKINGTON BROS (CHURCH) LTD,13/06/2019,277.20
AREA COUNCILS,GRANTS - PEEL & BARNFIELD,PEEL AND BARNFIELD AREA GRANT,B000020226/49170,PEEL RESIDENTS GROUP,13/06/2019,700.00
ACC TOWN HALL,ASSET MAINT R&M,TOWN HALL EXT  BANNER INSPECTION,B000020226/56378,RUTTERS,13/06/2019,400.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE AIR CONDITINING,B000020226/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,13/06/2019,3690.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE  AIR CONDITIONING,B000020226/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,13/06/2019,2295.00
LIBRARY ST DEPOT,ASSET MAINT R&M,CVMU  WRA REMEDIAL WORKS,B000020226/59248,LANCASHIRE GAS SERVICES,13/06/2019,374.00
ACCOUNTANCY,AGENCY STAFF,AGENCY STAFF W/E 09.06.19,B000020226/61546,R K GROUP,13/06/2019,987.43
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020227/61466,AUTOTECH RECRUIT,13/06/2019,987.50
STREET CLEANSING,NEW HAND CARTS,LINER ORDERLY BARROW,B000020228/1654,GLASDON UK LTD,13/06/2019,7000.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT FOR DUNK WAY ON 15TH MAY,B000020228/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,13/06/2019,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL,B000020228/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,13/06/2019,540.00
RECYCLING COLLECTION,CONTAINER REPAIRS & SPARES,TO SIZE REDUCE AND GRIND 2 WHEELED BIN LIDS,B000020228/50339,LUXUS LTD,13/06/2019,850.00
GREEN WASTE COLLECTION,PRINTING,CONTINUED SUPPORT FOR GARDEN WASTE LABELS,B000020228/61634,DURA ID SOLUTIONS,13/06/2019,254.00
ACC TC CLEANSING,IMPLEMENTS & TOOLS, INTENSIVE DEEP CLEAN,B000020228/61652,CAPITAL CLEANING (KENT) LTD,13/06/2019,429.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020229/50640,PRISM MEDICAL UK,14/06/2019,1138.51
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020229/59806,GREENWOOD PLUMBERS,14/06/2019,6656.93
FACILITIES TEAM,AGENCY STAFF,STAFF  W/E 07.06.19,B000020229/59823,HAYS,14/06/2019,715.50
FACILITIES TEAM,AGENCY STAFF,STAFF  W/E 07.06.19,B000020229/59823,HAYS,14/06/2019,1152.06
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF  W/E 09.06.19,B000020229/61657,G2 RECRUITMENT SOLUTIONS,14/06/2019,1264.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020229/7874,STANNAH LIFT SERVICES LIMITED,14/06/2019,5233.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PARIS SOFTWARE EXTENSION,B000020231/17209,CIVICA UK LIMITED,17/06/2019,1785.15
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF-  W/C 19/5,B000020231/33923,EDEN BROWN LTD,17/06/2019,1010.10
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF-  W/C 09/06/19,B000020231/46341,MORGAN HUNT UK LTD,17/06/2019,970.51
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER ,B000020231/50717,HIGH EFFICIENCY LTD,17/06/2019,1795.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,REPLACEMENT BOILER,B000020231/50717,HIGH EFFICIENCY LTD,17/06/2019,1785.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 22.4.19,B000020231/58852,OYSTER PARTNERSHIP,17/06/2019,1260.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 3.6.19,B000020231/58852,OYSTER PARTNERSHIP,17/06/2019,1513.80
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020231/61195,H2 HOMES,17/06/2019,850.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPAIRS,B000020231/61518,AYA PROPERTIES LTD,17/06/2019,11442.00
HEALTH FOOD & SAFETY,GPP + ORDNANCE SURVEY SHEETS,GGP COSTS 1.4.19 TO 31.3.20,B000020235/1639,GGP SYSTEMS LTD,18/06/2019,1362.42
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ACCRINGTON FOOD FESTIVAL 2019,B000020235/17546,SCOTT DAWSON ADVERTISING LTD,18/06/2019,5000.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,BUS FESIVIAL GRANT FOR ACCRINGTON TOWN CENTRE,B000020235/17546,SCOTT DAWSON ADVERTISING LTD,18/06/2019,3000.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF - WK 2.6.19 ,B000020235/19414,HEADS RECRUITMENT LIMITED,18/06/2019,1063.17
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF - WK 2.6.19 ,B000020235/19414,HEADS RECRUITMENT LIMITED,18/06/2019,601.56
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF - WK 26.5.19,B000020235/19414,HEADS RECRUITMENT LIMITED,18/06/2019,868.92
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF -WK 26.5.19 ,B000020235/19414,HEADS RECRUITMENT LIMITED,18/06/2019,1152.26
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF 19.5.19 X ,B000020235/19414,HEADS RECRUITMENT LIMITED,18/06/2019,868.92
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT FOR ACCRINGTON TOWN CENTRE 25.5.19 AND 26.5.19 ,B000020235/19776,BIBBY FACTORS NORTHWEST LTD,18/06/2019,890.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT FOR ACCRINGTON TOWN CENTR EVENT 11.5.19,B000020235/19776,BIBBY FACTORS NORTHWEST LTD,18/06/2019,445.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT 18.5.19 ACCRINGTON TOWN CENTRE EVENT,B000020235/19776,BIBBY FACTORS NORTHWEST LTD,18/06/2019,445.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  3.6.19 TO 9.6.19 ,B000020235/55740,RAPID RECRUITMENT LTD,18/06/2019,736.60
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT HIGHAMS PLAYING FIELDS,B000020235/57700,MASTER GROUND SERVICES,18/06/2019,6053.50
ACCRINGTON CREMATORIUM,EQUIPMENT REPAIR,"TROLLEY LOLER INSPECTIONS , COFFIN LIFTER",B000020235/59779,J & J MAINTENANCE SERVICES,18/06/2019,303.82
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,"VALUATION NUMBER 12 FOR RHYDDINGS PARK, OSWALDTWISTLE",B000020235/7524,ROSS LEE CONSTRUCTION LTD,18/06/2019,5625.70
TIPPING CHARGES,HIRED VEHICLE,WILLOWS LANE SKIP HIRE  3.6.19 AND 10.6.19,B000020235/7871,STANLEY BROS TIPPERS LTD,18/06/2019,780.00
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER AND SEWERAGE WILSONS PLAYING FIELDS 20.2.19 TO 20.5.19 ,B000020235/8325,WATER PLUS LTD,18/06/2019,456.91
PARKS & OPEN SPACES,SEWERAGE,WASTE WATER AND SEWERAGE WHITE ASH 3.2.19 TO 22.5.19 ,B000020235/8325,WATER PLUS LTD,18/06/2019,684.40
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020236/29877,ROSSENDALE VULCANISING (SALES LTD),19/06/2019,3265.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 16.6.19,B000020236/61466,AUTOTECH RECRUIT,19/06/2019,975.00
EXTERNAL ELECTIONS,STATIONERY,TACTILE VOTING DEVICES - EPE 19,B000020237/12855,PAKFLATT (UK) LTD,19/06/2019,448.56
EXTERNAL ELECTIONS,HIRE OF POLLING STATIONS,GENERATORS FOR MOBILE UNITS - 23.5.19,B000020237/26968,LIGHTING AND BUILDING SERVICES LTD,19/06/2019,1548.00
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS,GENERATORS FOR MOBILE UNITS - 2.5.19,B000020237/26968,LIGHTING AND BUILDING SERVICES LTD,19/06/2019,775.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - MAY 19,B000020237/29112,HYNDBURN LEISURE,19/06/2019,1600.00
EXTERNAL ELECTIONS,ELECTION FEES-COUNTING VOTES,HIRE OF SPORTS CENTRE 24.5.19 - 26.5.19,B000020237/29112,HYNDBURN LEISURE,19/06/2019,968.40
EXTERNAL ELECTIONS,ELECTION FEES-COUNTING VOTES,HIRE OF TABLES 23.5.19,B000020237/49997,DALE EVENT HIRE,19/06/2019,305.00
EXTERNAL ELECTIONS,POSTAGES,RETURN PV POSTAGE - EPE 19,B000020237/51517,ROYAL MAIL GROUP LTD,19/06/2019,1608.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PLANTERS INCLUDING 4 CRESTS,B000020238/27858,AMBEROL LTD,19/06/2019,1345.62
