Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCOUNTANCY,AGENCY STAFF,STAFF  22.04.18,B000019505/60226,SELLICK PARTNERSHIP LTD,09/05/18,640.68
MUNICIPAL ELECTIONS,PRINTING,CNL HBC 18,B000019505/44031,PRINT IMAGE NETWORK LTD,09/05/18,655.00
ACC TOWN CENTRE,T C PROMOTIONS,CHRISTMAS LIGHTS,B000019505/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,09/05/18,1210.00
PENDLE ST PH1,CONTRACTOR OTHER,CLEAR RUBBISH,B000019504/1248,DUNCAN CAMPBELL,09/05/18,3000.00
MILNSHAW PARK REBUILD RET WALL,CONTRACTOR OTHER,MILNSHAW PARK,B000019504/1024,CRAIG HAMBLING LTD,09/05/18,14647.58
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY COVER  WK 23.4.18,B000019507/58023,BUCKINGHAM FUTURES LTD,10/05/18,252.90
HEALTH FOOD & SAFETY,AGENCY STAFF, AGENCY COVER WK 23.04.18 ,B000019507/58023,BUCKINGHAM FUTURES LTD,10/05/18,340.08
TIPPING CHARGES,HIRED VEHICLE,TIPPING CHARGES WILLOWS LANE BAYS 27.4.18 VEHICLE HIRE,B000019507/7871,STANLEY BROS TIPPERS LTD,10/05/18,390.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WASTE BAYS WILLOWS LANE  20.04.18,B000019507/7871,STANLEY BROS TIPPERS LTD,10/05/18,390.00
WILLOWS LANE DEPOT,DEPOT COSTS,WHEEL WASH REPAIR TO WILLOWS LANE  E STOP BUTTON,B000019507/1605,GARIC LTD,10/05/18,453.13
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 22.4.18 ,B000019507/19414,HEADS RECRUITMENT LIMITED,10/05/18,520.89
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 22.04.18 ,B000019507/19414,HEADS RECRUITMENT LIMITED,10/05/18,550.74
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 29.4.18 ,B000019507/19414,HEADS RECRUITMENT LIMITED,10/05/18,578.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 29.04.18 ,B000019507/19414,HEADS RECRUITMENT LIMITED,10/05/18,818.22
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 22.04.18  ,B000019507/19414,HEADS RECRUITMENT LIMITED,10/05/18,861.90
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL QTY 2000  1.5.18,B000019507/7658,SAMUEL COOKE & CO LTD,10/05/18,1113.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WASTE SERVICES WK 23.4.18 15 X OPERATIVES,B000019507/55740,RAPID RECRUITMENT LTD,10/05/18,5042.68
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL 25000 LTRS @ 101.48 PER LTR  1.5.18,B000019507/7658,SAMUEL COOKE & CO LTD,10/05/18,25370.00
RECYCLING COLLECTION,LEAFLETS,PRINTING OF LEAFLETS,B000019509/1344,ELLISON PRINTING,11/05/18,375.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT WORK- REMOVE LARGE FALLEN STEM,B000019509/22189,ROY CATTERMOLE (TREE SURGEON),11/05/18,400.00
WILLOWS LANE DEPOT,DEPOT COSTS,"CLEAN OUT CHASSIS/VEHICLE WASH, WATER LAGOON",B000019509/2506,LANCASHIRE COUNTY COUNCIL,11/05/18,728.60
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,TO CARRY OUT SOIL SAMPLING AND TESTING ,B000019509/13929,WORMS EYE GEOTECHNICAL,11/05/18,2894.00
ACC TOWN CENTRE,T C PROMOTIONS,SPONSORSHIP LAMPOST BANNER,B000019512/17546,SCOTT DAWSON ADVERTISING LTD,14/05/18,280.00
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE NG,B000019512/59724,TMP (UK) TLD,14/05/18,289.20
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019514/32519,LANCASHIRE CARE NHS TRUST,14/05/18,294.00
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS,ELECTION MAY 18,B000019510/58892,PORTABLE TOILET COMPANY,14/05/18,300.00
MUNICIPAL ELECTIONS,ELECTION FEES-COUNTING VOTES,TRESTLE TABLES,B000019514/49997,DALE EVENT HIRE,14/05/18,305.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 01.03.18 - 07.03.18,B000019511/28199,HILL VIEW (PRIVATE) HOTEL,14/05/18,330.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS LOCAL GOVT LAW RLS 71,B000019513/50652,THOMSON REUTERS,14/05/18,368.00
ACCRINGTON MARKET,SEWERAGE,WATER/WASTEWATER PEEL ST,B000019512/8325,WATER PLUS LTD,14/05/18,435.77
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 10.04.18 - 16.4.18,B000019511/28199,HILL VIEW (PRIVATE) HOTEL,14/05/18,540.00
ACCOUNTANCY,AGENCY STAFF,STAFF WE 29.04.18,B000019510/60226,SELLICK PARTNERSHIP LTD,14/05/18,646.58
Corporate Property Bus Unit,AGENCY STAFF, TEMP STAFF W/C 30/4/18,B000019513/58852,OYSTER PARTNERSHIP,14/05/18,802.71
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 30/3/18,B000019513/59823,HAYS,14/05/18,805.83
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION  16.4.18 -2.5.18,B000019512/28199,HILL VIEW (PRIVATE) HOTEL,14/05/18,880.00
HAWORTH ART GALLERY,ADVERTISING GENERAL,VENUE LISTING FOR WEDDINGS,B000019513/59880,IMMEDIATE MEDIA COMPANY,14/05/18,899.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019513/46341,MORGAN HUNT UK LTD,14/05/18,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019513/46341,MORGAN HUNT UK LTD,14/05/18,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019513/55150,VENN GROUP LIMITED,14/05/18,944.32
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF,B000019514/33923,EDEN BROWN LTD,14/05/18,975.98
LIBRARY ST DEPOT,ELECTRICITY,CVMU 1.4.18 - 30.4.18,B000019510/59343,EDF ENERGY,14/05/18,1008.68
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF,B000019514/33923,EDEN BROWN LTD,14/05/18,1010.10
Corporate Property Bus Unit,AGENCY STAFF,STAFF WE 4.5.18,B000019510/59823,HAYS,14/05/18,1012.20
Corporate Property Bus Unit,AGENCY STAFF, TEMP STAFF C/C 23/4/18,B000019513/58852,OYSTER PARTNERSHIP,14/05/18,1027.89
ACC TOWN HALL,ELECTRICITY,ATH 01.04.18 30.4.18,B000019510/59343,EDF ENERGY,14/05/18,1030.82
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,AGENCY FEES ,B000019513/46341,MORGAN HUNT UK LTD,14/05/18,1070.83
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY FEES ,B000019513/46341,MORGAN HUNT UK LTD,14/05/18,1070.83
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION  22.2.18 - 15.3.18,B000019511/28199,HILL VIEW (PRIVATE) HOTEL,14/05/18,1155.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,GRANT WORK,B000019510/50717,HIGH EFFICIENCY LTD,14/05/18,1194.99
ACCRINGTON MARKET,WATER CHARGES,WATER MARKET HALL,B000019512/8325,WATER PLUS LTD,14/05/18,1309.20
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,SITE CLEARANCE,B000019512/1248,DUNCAN CAMPBELL,14/05/18,1500.00
GYPSY SITE,RENT AND HIRE OF PREMISES,"2,5,6,10,11",B000019514/45458,GLOSSOP CARAVANS LTD,14/05/18,1579.54
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION 10.4.18 - 09.05.18,B000019511/28199,HILL VIEW (PRIVATE) HOTEL,14/05/18,1595.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,GRANT WORK,B000019510/50717,HIGH EFFICIENCY LTD,14/05/18,1845.60
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,GRANT WORK,B000019510/35745,AGS HEATING & PLUMBING LTD,14/05/18,1848.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE COLLECTION WE 28.4.18,B000019512/59730,BLACKBURN SKIPS LIMITED,14/05/18,1950.00
MUNICIPAL ELECTIONS,HIRE OF POLLING STATIONS,PORTAKABIN HBC 2018,B000019513/7247,PORTAKABIN LTD,14/05/18,2638.50
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CEN  APR 18,B000019510/59343,EDF ENERGY,14/05/18,2967.60
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL APR 18,B000019510/59343,EDF ENERGY,14/05/18,3301.94
SCAITCLIFFE HOUSE,ELECTRICITY,SCATICLIFFE  APR 18,B000019510/59343,EDF ENERGY,14/05/18,3323.40
UNDERSPENDS,RENTAL & MAINT SOFTWARE MISC,EFIN 5 UPGRADE FINAL PMT,B000019512/59305,ADVANCED BUSINESS SOLUTIONS,14/05/18,5287.50
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,4TH OF 4 ANNUAL PAYMENTS,B000019511/783,CAPITA BUSINESS SERVICES LTD,14/05/18,25970.00
ENFORCEMENT,IMPLEMENTS & TOOLS,LASER JET PRO M510DN,B000019517/1106,B T BUSINESS DIRECT,15/05/18,263.60
GENERAL EXPENSES,CABINET ACTION FUND,MARKETING FOR APPRENTICE EVENT,B000019517/9901,ACCRINGTON & ROSSENDALE COLLEGE,15/05/18,500.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,BIZHUB C452 4/2/18 TO 3/5/18,B000019517/31105,KONICA MINOLTA B S EAST LTD,15/05/18,1469.43
WOODNOOK VALE ENTRANCE IMPS,OTHER FEES,PROJECT FEES,B000019517/60561,PROFFITS - INVESTING IN COMMUNITIES,15/05/18,2855.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE REPLACE 3 X CAMERAS,B000019519/24998,BELLIT SECURITY LIMITED,16/05/18,360.40
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HSE LEAD REPLACEMENT,B000019519/9887,PILKINGTON BROTHERS (CHURCH) LTD,16/05/18,702.12
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,RENTAL CHARGE,B000019519/48843,CLEARWAY ENV SERVICES (UK) LTD,16/05/18,796.00
ACCRINGTON MARKET,ASSET MAINT R&M,ACC MARKET LIFT,B000019519/59916,CONCEPT ELEVATORS,16/05/18,1019.84
CORPORATE PROPERTY,ASSET MAINT R&M,Pot House Ln replace fencing with railings,B000019518/20,A BYRNE FENCING,16/05/18,4000.00
ACC TWN CNTR INFRASTR IMPROVE,CONTRACTOR OTHER,REMOVE CATENARY WIRES - UNION ST,B000019524/27030,LIGHTING AND BUILDING SERVICES LTD,21/05/18,275.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,CHIPPER BLADES TIMBERWOLF FOR CVMU,B000019521/7805,SPALDINGS UK LTD,21/05/18,335.72
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,REPACE LAMPS - BRADSHAW ST CAR PARK,B000019524/27030,LIGHTING AND BUILDING SERVICES LTD,21/05/18,337.50
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCH 9 16.04.18 TO 14.05.18,B000019523/45458,GLOSSOP CARAVANS LTD,21/05/18,341.80
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,NIGHT INSPECTION,B000019524/27030,LIGHTING AND BUILDING SERVICES LTD,21/05/18,350.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF 30.04.18 TO 6.5.18 ,B000019521/58023,BUCKINGHAM FUTURES LTD,21/05/18,353.34
LEISURE IN HYNDBURN,LIH R&M,URGENT CALL OUT TO LEAK AT CLAYTON CIVIC HALL,B000019522/59248,LANCASHIRE GAS SERVICES,21/05/18,384.60
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE TIP BAYS 4.5.18,B000019521/9294,STANLEY BROTHERS (TIPPERS) LTD,21/05/18,390.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 22.4.18 ,B000019521/19414,HEADS RECRUITMENT LIMITED,21/05/18,430.95
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 29.4.18 ,B000019521/19414,HEADS RECRUITMENT LIMITED,21/05/18,455.13
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 6.5.18  ,B000019521/19414,HEADS RECRUITMENT LIMITED,21/05/18,526.71
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 13.5.18,B000019524/46341,MORGAN HUNT UK LTD,21/05/18,751.07
INSURANCES,PREMIUMS PAID,PA ACCOUNT 18/19,B000019524/57918,AON UK LTD,21/05/18,806.30
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF WK 29.4.18 ,B000019521/19414,HEADS RECRUITMENT LIMITED,21/05/18,811.07
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 13.5.18,B000019524/46341,MORGAN HUNT UK LTD,21/05/18,905.58
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,AGENCY STAFF WK 6.5.18 ,B000019521/19414,HEADS RECRUITMENT LIMITED,21/05/18,910.26
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 13.5.18,B000019524/46341,MORGAN HUNT UK LTD,21/05/18,942.02
BUILDING CONTROL B.U.,BASIC PAY,TEMP STAFF - MAR 18,B000019524/55748,URBAN VISION PARTNERSHIP LTD,21/05/18,1351.02
ENVIRONMENTAL INITIATIVES B.U.,GENERAL SUBSCRIPTIONS,DCP ONLINE RENEWALS - ET,B000019523/58800,HAYMARKET MEDIA GROUP LTD,21/05/18,1560.00
HAWORTH ART GALLERY,WEDDING EXPENDITURE,PAYMENT TO GALLERY KITCHEN FOR WEDDING SERVICE ,B000019523/57628,S.R.S. CATERING LTD,21/05/18,1666.67
ACC TOWN CENTRE,T C PROMOTIONS,RON HILL ROAD RACE,B000019523/57067,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,21/05/18,2280.00
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,FIT LED LIGHTING TO CYCLE PATH,B000019524/27030,LIGHTING AND BUILDING SERVICES LTD,21/05/18,3315.00
INSURANCES,PREMIUMS PAID,PROFESSIONAL INDEMNITY INS 18/19,B000019524/57918,AON UK LTD,21/05/18,3417.01
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,EXTENDED PERIOD FOR RHYDDINGS  COACH HOUSE  MONTH 2,B000019521/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,21/05/18,3626.25
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DWP LA DATA SHARING PROGRAMME,B000019523/783,CAPITA BUSINESS SERVICES LTD,21/05/18,3778.63
INSURANCES,PREMIUMS PAID,OFFICERS INDEMNITY 18/19,B000019523/57918,AON UK LTD,21/05/18,4704.06
INSURANCES,PREMIUMS PAID,TERRORISM 19/19,B000019524/57918,AON UK LTD,21/05/18,5040.00
INSURANCES,PREMIUMS PAID,FINE ARTS INS 18/19,B000019524/57918,AON UK LTD,21/05/18,6270.99
INSURANCES,PREMIUMS PAID,ENGINEERING INSPECTIONS  INS 18/19,B000019524/57918,AON UK LTD,21/05/18,6333.55
INSURANCES,BROKERS FEES,BROKERS FEES 18/19,B000019524/57918,AON UK LTD,21/05/18,7000.00
UNDERSPENDS,T C PROMOTIONS,MUSIC FESTIVAL,B000019523/17546,SCOTT DAWSON ADVERTISING LTD,21/05/18,7500.00
INSURANCES,PREMIUMS PAID,COMBINED LIABILITY 2C 18/19,B000019523/57918,AON UK LTD,21/05/18,105812.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 13/05/2018,B000019527/19414,HEADS RECRUITMENT LIMITED,22/05/18,342.63
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  APR/MAY 2018,B000019527/58023,BUCKINGHAM FUTURES LTD,22/05/18,520.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 13/05/2018,B000019527/19414,HEADS RECRUITMENT LIMITED,22/05/18,723.54
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 13/05/2018,B000019527/19414,HEADS RECRUITMENT LIMITED,22/05/18,727.38
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 06/05/2018,B000019527/19414,HEADS RECRUITMENT LIMITED,22/05/18,818.22
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 13/05/2018,B000019527/19414,HEADS RECRUITMENT LIMITED,22/05/18,901.72
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 13/05/2018,B000019527/55740,RAPID RECRUITMENT LTD,22/05/18,4610.62
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,"RHYDDINGS PARK, OSWALDTWISTLE - COACH HOUSE",B000019527/7524,ROSS LEE CONSTRUCTION LTD,22/05/18,124346.25
INSURANCES,PREMIUMS PAID,ZURICH IND UNITS INS 18/19,B000019529/1287,ZURICH INSURANCE PLC,23/05/18,421.95
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,FIXINGS FOR 2 PLAYGROUND GATES,B000019528/40903,MEDWAY GALVANISING CO LTD,23/05/18,561.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,ARMED FORCES JAN-MAR 18,B000019529/29112,HYNDBURN LEISURE,23/05/18,712.60
STREET CLEANSING,TRAFFIC MANAGEMENT,"TRAFFIC MANAGEMENT AT JCT 6, WHITEBIRK",B000019528/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,23/05/18,825.00
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES - 9.11.17-8.5.18,B000019529/781,CANON (UK) LTD,23/05/18,989.37
REFUSE COLLECTION VEHICLES,AQUISITION OF VEHICLES,PARTS,B000019528/1164,DENNIS EAGLE LIMITED,23/05/18,1410.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND REMOVAL OF LITTER,B000019528/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,23/05/18,1500.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - MAR 18,B000019529/29112,HYNDBURN LEISURE,23/05/18,1600.00
INSURANCES,PREMIUMS PAID,GROUP LIFE 18/19,B000019529/60580,LEGAL & GENERAL ASSURANCE SOCIETY LIMITED,23/05/18,12971.35
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,SUPPORT FUNDING  CONT 18/19,B000019529/29112,HYNDBURN LEISURE,23/05/18,75000.00
INSURANCES,PREMIUMS PAID,ZURICH RENEWALS 18/19,B000019529/1287,ZURICH INSURANCE PLC,23/05/18,89309.47
REFUSE COLLECTION VEHICLES,AQUISITION OF VEHICLES,PURCHASE OF REFUSE COLLECTION VEHICLE ,B000019528/1164,DENNIS EAGLE LIMITED,23/05/18,164928.00
REFUSE COLLECTION VEHICLES,AQUISITION OF VEHICLES,PURCHASE OF REFUSE COLLECTION VEHICLE ,B000019528/1164,DENNIS EAGLE LIMITED,23/05/18,164928.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDOW REGULATOR,B000019539/1164,DENNIS EAGLE LIMITED,30/05/18,258.76
LOCAL TAXATION,LEGAL FEES,COSTS,B000019535/27972,ROSSENDALES,30/05/18,310.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,GEAR WHEEL,B000019539/442,BALMERS GARDEN MACHINERY,30/05/18,311.84
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SOLID TINE,B000019539/442,BALMERS GARDEN MACHINERY,30/05/18,385.92
MUNICIPAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,HBC 2018 LARGE BALLOT PAPERS,B000019538/54880,PRINT IMAGE FACILITIES LLP,30/05/18,389.00
"DS6776-368-370 BBURN RD,BB51SA",GENERAL REPAIR & MAINT BLDGS,ROAD CLOSURE & DIVERSION - BBURN RD,B000019535/57067,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,30/05/18,395.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PAINT PANELS,B000019539/60180,CGS BODYWORKS,30/05/18,400.00
ACCRINGTON MARKET,MARKETING INITIATIVES,SPONSORSHIP PACKAGE,B000019536/59695,GT HARWOOD AGRICULTURAL SOCIETY,30/05/18,500.00
UNDERSPENDS,CIVIC SUNDAY EXPENSES,TEMP STAFF,B000019536/60568,CUMMINS MELLOR,30/05/18,510.60
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E  7.5.18,B000019535/58852,OYSTER PARTNERSHIP,30/05/18,642.60
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019538/55150,VENN GROUP LIMITED,30/05/18,716.04
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/E 11.05.18,B000019536/59823,HAYS,30/05/18,776.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019538/55150,VENN GROUP LIMITED,30/05/18,842.40
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019538/55150,VENN GROUP LIMITED,30/05/18,850.72
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019538/33923,EDEN BROWN LTD,30/05/18,887.25
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 20.5.18,B000019535/46341,MORGAN HUNT UK LTD,30/05/18,942.02
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 20.5.18,B000019535/46341,MORGAN HUNT UK LTD,30/05/18,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019538/33923,EDEN BROWN LTD,30/05/18,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 20.5.18,B000019535/46341,MORGAN HUNT UK LTD,30/05/18,1067.08
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE WATER,B000019536/8325,WATER PLUS LTD,30/05/18,1760.58
EAGLE STREET PREMISES,WATER CHARGES,EAGLE ST 18/19,B000019536/8325,WATER PLUS LTD,30/05/18,1790.06
MUNICIPAL ELECTIONS,ELECTION FEES-POSTAL BALLOT,HBC2018 RETURN PV POSTAGE,B000019538/51517,ROYAL MAIL GROUP LTD,30/05/18,1878.59
