Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,REC CLAYTON CIVIC HALL - 1-30.,B000019238/29112,HYNDBURN LEISURE,15/12/2017,1600.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019236/7874,STANNAH LIFT SERVICES LIMITED,15/12/2017,2596.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019236/7874,STANNAH LIFT SERVICES LIMITED,15/12/2017,2874.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,16/17 AUDIT FEE VARIATION,B000019237/38319,GRANT THORNTON UK LLP,15/12/2017,2898.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019236/7874,STANNAH LIFT SERVICES LIMITED,15/12/2017,3121.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,3 YEAR RENEWAL - SOPHOS,B000019236/52650,SECON,15/12/2017,10247.18
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,17-18 AUDIT FEE 2 OF 4,B000019237/38319,GRANT THORNTON UK LLP,15/12/2017,11731.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MAN FEE - DECEMBER 17,B000019238/29112,HYNDBURN LEISURE,15/12/2017,12083.33
LOCAL TAXATION,LEGAL FEES,COSTS,B000019241/49780,ROSSENDALES COLLECT LTD,18/12/2017,251.02
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TURBO REPAIR,B000019239/60230,TURBO FORCE LTD,18/12/2017,275.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,ENHANCED SUPPORT,B000019244/783,CAPITA BUSINESS SERVICES LTD,18/12/2017,400.00
HLC ENERGY EFFICIENCY IMPROVEM,CONTRACTOR OTHER,RETENTION- POOL BALCONY,B000019244/7524,ROSS LEE CONSTRUCTION LTD,18/12/2017,420.88
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SENSOR,B000019239/8014,TERBERG MATTEC UK LTD,18/12/2017,459.00
DILL HALL CEM REROOF,CONTRACTOR OTHER,RETENTIONS- DILL HALL CEM ROOF,B000019244/7524,ROSS LEE CONSTRUCTION LTD,18/12/2017,462.18
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS AT KING GEORGES,B000019243/59248,LANCASHIRE GAS SERVICES,18/12/2017,468.23
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,REMEMBRANCE DAY SERVICE,B000019241/17546,SCOTT DAWSON ADVERTISING LTD,18/12/2017,496.00
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,CONT TO NWHF,B000019241/60246,BOLTON AT HOME,18/12/2017,500.00
LAND CHARGES,LAND CHARGES,LAND CHARGES - NOV 17,B000019240/2496,LANCASHIRE COUNTY COUNCIL,18/12/2017,738.00
PROPOSED SELEC LICENSING 2017,ADVERTISING GENERAL,ADVERT 8.12.17,B000019243/59724,TMP (UK) TLD,18/12/2017,863.84
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 10.12.17,B000019240/46341,MORGAN HUNT UK LTD,18/12/2017,914.64
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 10.12.17,B000019240/33923,EDEN BROWN LTD,18/12/2017,916.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019242/55150,VENN GROUP LIMITED,18/12/2017,999.32
HUMAN RESOURCES,DRUGS & ALCOHOL,TESTS,B000019244/57686,D TEC INTERNATIONAL,18/12/2017,2160.00
ACC TOWN CENTRE,HIGH STREET INNOVATION,CHRISTMAS EVENT 2017,B000019240/49439,CIVIC ARTS CENTRE,18/12/2017,3900.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,FINL VALUATION - ATH,B000019244/1024,CRAIG HAMBLING LTD,18/12/2017,9708.45
PARKS & OPEN SPACES,SEWERAGE,"WASTE WATER CHARGES BULLOUGH, ",B000019247/8325,WATER PLUS LTD,19/12/2017,261.08
ADMINISTRATION EXPENSES,PHOTOGRAPHIC EXPENSES,PHOTOCOPIER COSTS WILLOWS LANE,B000019247/999,SHARP BUSINESS SYSTEMS UK PLC,19/12/2017,275.66
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  10.12.17 ,B000019247/19414,HEADS RECRUITMENT LIMITED,19/12/2017,343.67
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 10.12.,B000019247/19414,HEADS RECRUITMENT LIMITED,19/12/2017,343.67
PARKS & OPEN SPACES,MATERIALS-DIRECT,MAN 356 RB-AR REMOVABLE ALUMIN,B000019248/28934,FURNITUBES INTERNATIONAL LTD,19/12/2017,346.00
TIPPING CHARGES,HIRED VEHICLE,"WILLOWS LANE WASTE BAYS, CONTR",B000019247/7871,STANLEY BROS TIPPERS LTD,19/12/2017,390.00
STREET CLEANSING,AGENCY STAFF,AGENCY COVER WK 10.12.17 ,B000019247/19414,HEADS RECRUITMENT LIMITED,19/12/2017,403.67
PARKS & OPEN SPACES,SEWERAGE,WASTE WATER CHARGES WILSONS 11,B000019247/8325,WATER PLUS LTD,19/12/2017,413.74
HUMAN RESOURCES,TRAINING EXPENSES,DAIRY TRAINING COURSE ,B000019248/60138,ALLAN WATSON TRAINING,19/12/2017,500.00
PEST CONTROL,BAITS & POISONS,"RATWALL110- RAT WALL 4""",B000019248/58758,PELSIS LTD,19/12/2017,513.12
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY COVER  WK 03.12.17,B000019247/58023,BUCKINGHAM FUTURES LTD,19/12/2017,587.48
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK 26.11.17,B000019247/58023,BUCKINGHAM FUTURES LTD,19/12/2017,596.80
ACCRINGTON CREMATORIUM,MEMORIAL WALL DH & GH,LETTERING AND PLAQUES FOR ACC ,B000019247/7899,ROBERTSON MEMORIALS,19/12/2017,733.70
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF WK 05.12.17,B000019247/59970,CRYSTAL UMBRELLA,19/12/2017,962.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019247/59970,CRYSTAL UMBRELLA,19/12/2017,962.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MEDIA AND WEBCAST SERVICE CHAR,B000019247/55609,OBITUS (VIVEDIA LTD),19/12/2017,1198.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL RED DIESEL WILLOWS LAN,B000019247/7658,SAMUEL COOKE & CO LTD,19/12/2017,1976.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"VT BANKSMAN REVERSE SYSTEM, VT",B000019248/46880,SPECIALIST FLEET SERVICES LTD,19/12/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"VT BANKSMAN REVERSE SYSTEM, VT",B000019248/46880,SPECIALIST FLEET SERVICES LTD,19/12/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"VT BANKSMAN REVERSE SYSTEM, VT",B000019248/46880,SPECIALIST FLEET SERVICES LTD,19/12/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"VT BANKSMAN REVERSE SYSTEM, VT",B000019248/46880,SPECIALIST FLEET SERVICES LTD,19/12/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"VT BANKSMAN REVERSE SYSTEM, VT",B000019248/46880,SPECIALIST FLEET SERVICES LTD,19/12/2017,2644.75
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,"RHYDDINGS PARK COACH HOUSE, IN",B000019247/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,19/12/2017,5426.25
STREET CLEANSING,AGENCY STAFF,AGENCY ATAFF ,B000019247/55740,RAPID RECRUITMENT LTD,19/12/2017,5466.83
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,OPTION 2 - TWO USER BACAS SYST,B000019248/59817,CLEAR SKIES SOFTWARE LTD,19/12/2017,7590.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL FOR WILLOWS LANE  8.12.,B000019247/7658,SAMUEL COOKE & CO LTD,19/12/2017,25947.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,CLUTCH PLATES,B000019249/442,BALMERS GARDEN MACHINERY,20/12/2017,268.56
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,GREASING HOSES,B000019249/8014,TERBERG MATTEC UK LTD,20/12/2017,286.22
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SHOP SLAES,B000019250/70,A SANDERS & D WALLACE,20/12/2017,292.80
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019249/7688,AEBI SCHMIDT UK LTD,20/12/2017,348.99
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019249/7688,AEBI SCHMIDT UK LTD,20/12/2017,348.99
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019249/7688,AEBI SCHMIDT UK LTD,20/12/2017,348.99
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019249/7688,AEBI SCHMIDT UK LTD,20/12/2017,348.99
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SENSORS,B000019249/8014,TERBERG MATTEC UK LTD,20/12/2017,433.05
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUTTONS/BEARINGS ETC,B000019249/1164,DENNIS EAGLE LIMITED,20/12/2017,537.29
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TIPPING RAMS,B000019249/59948,EURO MUNICIPAL LTD,20/12/2017,600.00
ELMFIELD HALL FLATS,GAS,ELMFIELD HAL - 31.10.17-30.11.,B000019251/30430,NPOWER BUSINESS,20/12/2017,600.75
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,GEARBOX,B000019249/60255,H L SMITH TRANSMISSIONS LTD,20/12/2017,2850.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019251/51317,PRISM MEDICAL UK,20/12/2017,3798.46
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019251/31295,ASTOR-BANNERMAN (MEDICAL)LTD,20/12/2017,8475.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019251/60264,R STINSON LIMITED,20/12/2017,17726.54
ALLOTMENTS,WATER CHARGES,NORDEN 22.8.17-15.12.17,B000019255/8325,WATER PLUS LTD,31/12/2017,323.17
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 17.12.17,B000019255/60226,SELLICK PARTNERSHIP LTD,31/12/2017,627.19
P & C G,LEGAL,SUBS 18,P-CARD DEC 18,CHARTERED INST OF LEGAL,13/12/2017,364.00
REGENERATION,HOUSING SERVICES,SUBS 18,P-CARD DEC 18,RICS,13/12/2017,519.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,NOVEMBER,Nov-17,ALLPAY.NET LTD,14/12/2017,463.15
HOUSING BENEFIT ADMIN,SWIPE CARDS,NOVEMBER,Nov-17,ALLPAY.NET LTD,14/12/2017,1970.07
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  NOV,Nov-17,G4S CASH SOLUTIONS,15/12/2017,307.32
BANK CHARGES,BANK CHARGES,STREAMLINE,29714,NATWEST BANK,20/12/2017,1275.33
BANK CHARGES,BANK CHARGES,STREAMLINE,29714,NATWEST BANK,20/12/2017,975.77
BANK CHARGES,BANK CHARGES,QUARTER 3 BANK CHARGES,29714,NATWEST BANK,29/12/2017,3486.05

