Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,LOWERFOLD PARK SERVICE CLEANING JUL 2021,B000022350/50873,SERVICEMASTER,16/07/2021,299.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PARKER ST BOWLS  CLEANING JUL 21,B000022350/50873,SERVICEMASTER,16/07/2021,299.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PEEL PARK PAVILION  CLEANING JUL 21,B000022350/50873,SERVICEMASTER,16/07/2021,448.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,OAKHILL PARK PAV   CLEANING JUL 21,B000022350/50873,SERVICEMASTER,16/07/2021,598.00
BROADWAY SHOPS,CONTRACTOR OTHER,WORKS ON  BROADWAY,B000022350/59128,GEORGE PEARCE & SONS LTD,16/07/2021,754.85
BROADWAY SHOPS,CONTRACTOR OTHER,BROADWAY. WORKS,B000022350/59128,GEORGE PEARCE & SONS LTD,16/07/2021,799.85
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF P/E 11.7.21,B000022350/61860,VIVID RESOURCING,16/07/2021,1517.31
ENVIRONMENTAL PROTECTION TEAM,OWNERS CONTRIBUTION,YARD CLEARANCE,B000022352/1248,DUNCAN CAMPBELL,16/07/2021,1200.00
CORPORATE PROPERTY,GROUND RENTS,GROUND RENT ,B000022352/16782,INGHAM & YORKE,16/07/2021,1250.00
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGE SEARCHES,B000022352/2496,LANCASHIRE COUNTY COUNCIL,16/07/2021,681.00
LCC COVID PREVENTION,IMPLEMENTS & TOOLS,HOLGAT ST CAR PARK,B000022352/28458,MARCHBRIDGE BUILDERS LTD,16/07/2021,597.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 27.6.21,B000022352/33923,EDEN BROWN LIMITED,16/07/2021,1010.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 27.6.21,B000022352/46341,MORGAN HUNT UK LTD,16/07/2021,794.43
BULLOUGH PARK BLD RATIONALISAT,CONTRACTOR OTHER,BULLOUGH PARK CLEARANCE,B000022352/52330,JOHN WADE GROUNDWORKS LTD,16/07/2021,15321.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 27.06.21,B000022352/55150,VENN GROUP LIMITED,16/07/2021,999.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 27.6.21,B000022352/60568,CUMMINS MELLOR,16/07/2021,610.50
HOUSING ADVICE,AGENCY STAFF,STAFF P/E 04.07.21,B000022352/61860,VIVID RESOURCING,16/07/2021,1264.43
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022352/64557,HARRIS HEATING (NW) LTD,16/07/2021,4275.00
CORPORATE PROPERTY,GROUND RENTS,GROUND RENT ,B000022355/16782,INGHAM & YORKE,19/07/2021,1250.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,PLANTATION BRIDGE,B000022355/28458,MARCHBRIDGE BUILDERS LTD,19/07/2021,20000.00
PAVING IMPROVEMENTS,CONTRACTOR OTHER,TOWN CENTRE STONE PAVING,B000022355/29068,HARD SCAPE PRODUCTS LTD,19/07/2021,2051.50
SCAITCLIFFE HOUSE RECEPTION,CONTRACTOR OTHER,PROFESSIONAL REPORT,B000022355/59301,CONSULTANTS & SPEC SURVEYORS LTD,19/07/2021,495.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING OF BROADWAY,B000022356/29112,HYNDBURN LEISURE,19/07/2021,964.43
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 11.7.21,B000022356/33923,EDEN BROWN LIMITED,19/07/2021,1010.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 04.07.21,B000022356/46341,MORGAN HUNT UK LTD,19/07/2021,407.40
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 30.06.21,B000022356/46341,MORGAN HUNT UK LTD,19/07/2021,597.52
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 11.7.21,B000022356/46341,MORGAN HUNT UK LTD,19/07/2021,1004.92
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 04.07.21,B000022356/55150,VENN GROUP LIMITED,19/07/2021,999.00
BANK CHARGES,BANK CHARGES,STREAMLINE,34405,WORLDPAY,20/07/2021,2701.04
BANK CHARGES,BANK CHARGES,STREAMLINE,34405,WORLDPAY,20/07/2021,2765.89
LEISURE IN HYNDBURN,GRANTS-GENERAL,AGREED CONTIBS TO ARMED FORCES,B000022364/29112,HYNDBURN LEISURE,21/07/2021,305.40
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/C 05.07.21,B000022364/58852,OYSTER PARTNERSHIP,21/07/2021,1575.00
EMPTY PROPERT CAMPAIGN MISC,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022364/61433,JCM STEEL FABRICATIONS LTD,21/07/2021,2900.00
LICENSING,DVLA FEES,DVLA CHECKS,B000022364/62170,PERSONNEL CHECKS,21/07/2021,408.00
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL ROOF REPAIRS,B000022367/59128,GEORGE PEARCE & SONS LTD,22/07/2021,634.00
HOUSING ADVICE,AGENCY STAFF,STAFF PE 18.7.21,B000022367/61860,VIVID RESOURCING,22/07/2021,1502.48
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000022369/19414,HEADS RECRUITMENT LIMITED,22/07/2021,474.24
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF,B000022369/19414,HEADS RECRUITMENT LIMITED,22/07/2021,502.32
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,380.00
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,380.00
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,380.00
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,380.00
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,380.00
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,380.00
COVID TESTING,HIRED VEHICLE,VEHICLE HIRE,B000022369/2062,INTACK SELF DRIVE,22/07/2021,599.60
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,CREMATOR - SERVICE,B000022369/28418,FACULTATIEVE TECHNOLOGIES,22/07/2021,8728.90
HYNDBURN CEMETERIES,NEW EQUIPMENT,SUMMER BEDDING PLANTS,B000022369/28726,LES HALMAN NURSERIES LTD,22/07/2021,1620.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - OAKHILL,B000022369/50873,SERVICEMASTER,22/07/2021,292.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - WILSONS,B000022369/50873,SERVICEMASTER,22/07/2021,448.40
HYNDBURN CEMETERIES,PRIVATE CONTRACTORS WORK,CLEANING - ACC CEMETERY,B000022369/50873,SERVICEMASTER,22/07/2021,597.87
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - RHYDDINGS,B000022369/50873,SERVICEMASTER,22/07/2021,672.61
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,WOODEN FENCE PLAY AREA,B000022369/52330,JOHN WADE GROUNDWORKS LTD,22/07/2021,695.00
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,CONSTRUCTION DRAWINGS ,B000022369/52714,THE INTELLIGENT DESIGN CENTRE LTD,22/07/2021,5500.00
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,TRIBUTE/MEDIA CHARGES,B000022369/55609,OBITUS (VIVEDIA LTD),22/07/2021,1680.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022369/55740,RAPID RECRUITMENT LTD,22/07/2021,413.81
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF,B000022369/58852,OYSTER PARTNERSHIP,22/07/2021,918.96
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF,B000022369/58852,OYSTER PARTNERSHIP,22/07/2021,918.96
COVID BACKFILL,AGENCY STAFF,TEMP STAFF,B000022369/58852,OYSTER PARTNERSHIP,22/07/2021,1937.52
COVID BACKFILL,AGENCY STAFF,TEMP STAFF,B000022369/58852,OYSTER PARTNERSHIP,22/07/2021,2026.62
HYNDBURN CEMETERIES,SEWERAGE,ACCY CEM GATES - WATER RATES,B000022369/8325,WATER PLUS LTD,22/07/2021,267.51
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAGS WILLOWS LANE,B000022369/9294,STANLEY BROTHERS (TIPPERS) LTD,22/07/2021,450.00
CORP & DEM CORE,HIRED VEHICLE,JCB HIRE,B000022369/9294,STANLEY BROTHERS (TIPPERS) LTD,22/07/2021,1571.40
MARKETS - OPERATIONS,MARKETING INITIATIVES,SILVER PACKAGE WEBSITE,B000022375/65103,THE WEB SURGERY,24/07/2021,999.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,JUNE,34414,ALLPAY.NET LTD,26/07/2021,1292.45
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,ARCHAEOLOGICAL ADVICE 2021,B000022377/2496,LANCASHIRE COUNTY COUNCIL,26/07/2021,2283.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,SPORT ENGLAND NRLF PAYMENT 4,B000022377/29112,HYNDBURN LEISURE,26/07/2021,29922.38
PSDS Scaitcliffe,CONTRACTOR OTHER,SCAITCLIFFE HSE - ROOF VISUAL SURVEY ,B000022377/37017,PILKINGTON BROS (CHURCH) LTD,26/07/2021,1380.00
REGISTRATION OF ELECTORS,BASIC PAY,1ST QTR PAYMENT,B000022377/45531,BOROUGH OF PENDLE,26/07/2021,5765.90
HAWORTH ART GALLERY,EXHIBITIONS,BOARDS FOR EXHIBITION X 7,B000022377/54933,THE SMALL SIGN COMPANY,26/07/2021,329.00
HUMAN RESOURCES,TRAINING EXPENSES,MS TEAMS TRAINING,B000022377/58090,NORTH WEST EMPLOYERS,26/07/2021,1350.00
