Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCOUNTANCY,ADVERTISING,AD FOR VACANCY (REF 1023),B000019192/59687,BLUETOWNONLINE LTD,21/11/2017,479.00
PARKS & OPEN SPACES,ASSET MAINT R&M,INSTALL INTRUDER ALARM - FOXHI,B000019200/24998,BELLIT SECURITY LIMITED,27/11/2017,481.29
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,URGENT TREE FELLING LEY FARM,B000019179/55074,SCOTT MITCHELL,15/11/2017,500.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RE FURB INJECTOR PUMP,B000019180/51257,FEATHER DIESEL SERVICES,15/11/2017,534.88
REGISTRATION OF ELECTORS,CANVASS,CANVASS RETURN POSTAGE,B000019207/51517,ROYAL MAIL GROUP LTD,29/11/2017,545.11
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 12.11.17,B000019186/46341,MORGAN HUNT UK LTD,20/11/2017,556.20
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019182/58023,BUCKINGHAM FUTURES LTD,15/11/2017,559.50
ACCRINGTON MARKET,GAS,MARKET  31.8.17  -  1.10.17,B000019199/30430,NPOWER BUSINESS,27/11/2017,577.17
RISHTON FACELIFTING SCHEME,OTHER FEES,CDM SPRING ST,B000019163/39718,GLOVERS PROJECT SERVICES LTD,06/11/2017,600.00
ACCOUNTANCY,AGENCY STAFF,STAFF  WE 26.11.17,B000019210/60226,SELLICK PARTNERSHIP LTD,30/11/2017,624.33
HAWORTH ART GALLERY,GAS,HAG 31.8.17  -  1.10.17,B000019199/30430,NPOWER BUSINESS,27/11/2017,626.45
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,COPIER CHARGES  9.8.17 -8.11.1,B000019179/781,CANON (UK) LTD,15/11/2017,629.60
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,LEGAL AGREEMENT QUART CHARGE,B000019166/59953,LANCS ARCHAEOLOGICAL ADVISORY SERV,08/11/2017,656.25
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY  STAFF WK 15.10.17,B000019182/19414,HEADS RECRUITMENT LIMITED,15/11/2017,665.51
HAWORTH STABLES,GAS,STABLES 31.08.17 - 12.09.17,B000019203/30430,NPOWER BUSINESS,27/11/2017,694.98
HOUSING ADVICE,NEW EQUIPMENT,5 DIGITAL HANDSETS,B000019166/14149,DAISY CORPORATE SERVICES LTD,08/11/2017,698.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019210/33923,EDEN BROWN LTD,30/11/2017,728.00
DISABLED FACILITIES GRANT,GENERAL REPAIR & MAINT BLDGS,DISABLED FACILITIES GRANT,B000019162/46026,MICHAEL POOLER ASSOCIATES,02/11/2017,750.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF,B000019170/19414,HEADS RECRUITMENT LIMITED,10/11/2017,769.16
SCAITCLIFFE HOUSE,DISPOSAL UNIT RENTAL,SANITARY DISPOSAL - 12.12.17-1,B000019174/7087,P H S GROUP LTD,13/11/2017,771.04
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY COVER  12.11.17,B000019206/58023,BUCKINGHAM FUTURES LTD,28/11/2017,783.30
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.10.17-31.10.17,B000019186/59343,EDF ENERGY,20/11/2017,819.03
PEST CONTROL,PRIVATE CONTRACTORS WORK,PEST CONTROL SURVEY FOR MERCER,B000019197/15410,LANCASTER CITY COUNCIL,24/11/2017,825.00
PARKS & OPEN SPACES,AGENCY STAFF,"AGENCY STAFF, ",B000019170/19414,HEADS RECRUITMENT LIMITED,10/11/2017,850.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 12.11.17,B000019197/19414,HEADS RECRUITMENT LIMITED,24/11/2017,850.98
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019199/33923,EDEN BROWN LTD,27/11/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019199/33923,EDEN BROWN LTD,27/11/2017,858.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING SERVICES HYND LEISURE,B000019163/29112,HYNDBURN LEISURE,06/11/2017,860.54
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019207/55150,VENN GROUP LIMITED,29/11/2017,866.32
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019162/55150,VENN GROUP LIMITED,02/11/2017,886.08
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 26.11.17,B000019214/55150,VENN GROUP LIMITED,30/11/2017,887.12
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 22.10.17,B000019175/55150,VENN GROUP LIMITED,13/11/2017,889.72
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MAGTEC MEGA DUTY SET,B000019201/56666,SOUTH SURVEY LTD,27/11/2017,902.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 5.11.17,B000019175/55150,VENN GROUP LIMITED,13/11/2017,906.10
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019163/46341,MORGAN HUNT UK LTD,06/11/2017,914.64
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 5.11.17,B000019175/46341,MORGAN HUNT UK LTD,13/11/2017,914.64
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019199/46341,MORGAN HUNT UK LTD,27/11/2017,914.64
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  ,B000019210/46341,MORGAN HUNT UK LTD,30/11/2017,914.64
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY OCT,B000019163/48843,CLEARWAY ENV SERVICES (UK) LTD,06/11/2017,939.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019162/55150,VENN GROUP LIMITED,02/11/2017,948.22
HYNDBURN CEMETERIES,HEADSTONE SAFETY,"NEW CEMETARY, GT HAR",B000019198/60214,SPECIALISED YORKSTONE SUPPLIES LTD,27/11/2017,950.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 12.11.17,B000019187/55150,VENN GROUP LIMITED,20/11/2017,952.38
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF  ,B000019163/33923,EDEN BROWN LTD,06/11/2017,962.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY COVER FOOD TEAM S.THALA,B000019172/59970,CRYSTAL UMBRELLA,10/11/2017,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF    ,B000019179/33923,EDEN BROWN LTD,15/11/2017,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 12.11.17,B000019187/33923,EDEN BROWN LTD,20/11/2017,962.00
HEALTH FOOD & SAFETY,AGENCY STAFF, AGENCY COVER  13.11.17,B000019197/59970,CRYSTAL UMBRELLA,24/11/2017,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019199/33923,EDEN BROWN LTD,27/11/2017,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019199/33923,EDEN BROWN LTD,27/11/2017,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019199/33923,EDEN BROWN LTD,27/11/2017,962.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019170/58023,BUCKINGHAM FUTURES LTD,10/11/2017,969.80
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL,B000019211/8325,WATER PLUS LTD,30/11/2017,1013.38
SADLER ST IND EST-GEN,GENERAL REPAIR & MAINT BLDGS,WORKS AT UNIT 9 SADLER ST,B000019200/59248,LANCASHIRE GAS SERVICES,27/11/2017,1040.50
PARKS & OPEN SPACES,MATERIALS-DIRECT,PALLET OF BOWCOM SUPREME PLUS ,B000019201/57563,BOWCOM,27/11/2017,1056.25
ACC TWN CNTR INFRASTR IMPROVE,OTHER FEES,ACCTH17 X TOWN HALL BANNERS,B000019163/2496,LANCASHIRE COUNTY COUNCIL,06/11/2017,1106.00
GENERAL EXPENSES,CABINET ACTION FUND,SPONSORSHIP FOR FIREWORK DISPL,B000019162/139,ACCRINGTON STANLEY F C LTD,02/11/2017,1250.00
GYPSY SITE,NET RENTS,9.10.17 TO 6.11.17,B000019175/45458,GLOSSOP CARAVANS LTD,13/11/2017,1311.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,BIZHUB C452  4.8.17 - 3.11.17,B000019181/31105,KONICA MINOLTA B S EAST LTD,15/11/2017,1346.26
LICENSING,OTHER FEES,DBS CHECKS  OCTOBER 2017,B000019192/54847,DISCLOSURE & BARRING SERVICE,21/11/2017,1496.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WALL REBUILDING - PLANTATION R,B000019187/58693,ALAN RHODES,20/11/2017,1500.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,creamator failure,B000019171/8652,THE PHOENIX PARTNERSHIP,10/11/2017,1509.60
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE  8.9.17 - 12.11.17,B000019192/8325,WATER PLUS LTD,21/11/2017,1572.43
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC OCT 17,B000019163/29112,HYNDBURN LEISURE,06/11/2017,1600.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,ENGINE OIL,B000019173/59186,SAR LUBRICANTS,13/11/2017,1640.00
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,KEY HOLDING CHARGES FOR PLAYIN,B000019172/44845,KEYPLUS SECURITY LTD,10/11/2017,1680.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DWP  LA DTE SHARING PROGRAMME,B000019179/783,CAPITA BUSINESS SERVICES LTD,15/11/2017,1825.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PEEL PARK,B000019207/38733,MARCHBRIDGE BUILDERS LTD,29/11/2017,1892.33
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019173/29877,ROSSENDALE VULCANISING (SALES LTD),13/11/2017,1928.00
ACCRINGTON MARKET,WATER CHARGES,WATER MARKETS  02-08-17  -  01,B000019202/8325,WATER PLUS LTD,27/11/2017,1944.92
HYNDBURN CEMETERIES,GAS,ACC CEM 31.8.17  -  1.10.17,B000019202/30430,NPOWER BUSINESS,27/11/2017,1971.97
POLICY AND PERFORMANCE REVIEW,AGENCY STAFF,COMMUNITY SAFETY SUPPORT 1.12.,B000019175/40624,BURNLEY BOROUGH COUNCIL,13/11/2017,2000.00
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,medical refs,B000019171/7171,PEEL HOUSE MEDICAL PRACTICE,10/11/2017,2010.00
REGISTRATION OF ELECTORS,CANVASS,POSTAE FOR 3RD REMINDER CANVAS,B000019166/54880,PRINT IMAGE FACILITIES LLP,08/11/2017,2446.12
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,6 PC'S AND CARE PACKS,B000019166/1106,B T BUSINESS DIRECT,08/11/2017,2460.24
HYNDBURN CEMETERIES,HEADSTONE SAFETY,49 x Headstones @ St James Chu,B000019185/42573,C.B. PRICE & SON LTD,16/11/2017,2500.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019193/7874,STANNAH LIFT SERVICES LIMITED,22/11/2017,2639.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"PER YPO FRAMEWORK, 000372, COM",B000019201/46880,SPECIALIST FLEET SERVICES LTD,27/11/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"PER YPO FRAMEWORK, 000372, COM",B000019201/46880,SPECIALIST FLEET SERVICES LTD,27/11/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"PER YPO FRAMEWORK, 000372, COM",B000019201/46880,SPECIALIST FLEET SERVICES LTD,27/11/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"PER YPO FRAMEWORK, 000372, COM",B000019201/46880,SPECIALIST FLEET SERVICES LTD,27/11/2017,2644.75
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,"PER YPO FRAMEWORK, 000372, COM",B000019201/46880,SPECIALIST FLEET SERVICES LTD,27/11/2017,2644.75
COMPUTER SERVICES,DISASTER PLANNING,AIR CON REPLACEMENT,B000019166/42964,ABC DIRECT,08/11/2017,2750.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE- 1.10.17-31.10.1,B000019186/59343,EDF ENERGY,20/11/2017,2943.40
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019193/7874,STANNAH LIFT SERVICES LIMITED,22/11/2017,2961.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - 1.10.17-31.10.17,B000019186/59343,EDF ENERGY,20/11/2017,3026.82
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,VARIERTY OF TREES,B000019206/45940,BRENTWOOD MOSS NURSERIES,28/11/2017,3033.00
ACCRINGTON MARKET,YARD CLEANING,SKIP COLLECTION - OCT 17,B000019174/59730,BLACKBURN SKIPS LIMITED,13/11/2017,3315.00
DISABLED FACILITIES GRANT,GENERAL REPAIR & MAINT BLDGS,DISABLED FACILITIES GRANT,B000019162/38733,MARCHBRIDGE BUILDERS LTD,02/11/2017,3345.08
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.10.17-31.10.17,B000019186/59343,EDF ENERGY,20/11/2017,3505.42
FACILITIES TEAM,AGENCY STAFF,VENN PLACEMENT ,B000019162/55150,VENN GROUP LIMITED,02/11/2017,4000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DIABLED FACILITIES GRANT,B000019167/7874,STANNAH LIFT SERVICES LIMITED,08/11/2017,4073.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019192/47956,BRYAN LEE BULDING CONTRACTORS,21/11/2017,4448.02
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019176/34573,MR R WILCOCK,13/11/2017,4460.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DIABLED FACILITIES GRANT,B000019179/47956,BRYAN LEE BULDING CONTRACTORS,15/11/2017,4744.34
STREET CLEANSING,AGENCY STAFF,"AGENCY COVER, ",B000019170/55740,RAPID RECRUITMENT LTD,10/11/2017,5112.34
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DIABLED FACILITIES GRANT,B000019167/30178,B3P SERVICES LTD,08/11/2017,5345.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,INTERIM PAYMENT NUMBER 5 RHYDD,B000019206/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,28/11/2017,5426.25
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000019182/55740,RAPID RECRUITMENT LTD,15/11/2017,5783.45
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,"FOUNTAIN, ENTRANCES, MARKET CR",B000019171/49892,KEN HOWE NATURAL STONE SUPPLIES,10/11/2017,6825.00
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT INCLUDI,B000019170/57700,MASTER GROUND SERVICES,10/11/2017,7226.56
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV MONITORING,B000019179/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,15/11/2017,7320.78
RHYDDING PARK BOWLS PAV REFURB,CONTRACTOR OTHER,WORKS TO BOWLING PAVILLION - R,B000019200/37017,PILKINGTON BROS (CHURCH) LTD,27/11/2017,8190.00
WOODNOOK STRATEGIC ACQUISITION,CONTRACTOR OTHER,WORKS TO ROOF ,B000019212/37017,PILKINGTON BROS (CHURCH) LTD,30/11/2017,8191.75
"AUDIT, BANK & TREASURY FEES",FEES-ANALYSTS & CONSULTANTS,TREASURY SERVICES - 19.4.17-18,B000019186/60208,LINK ASSET SERVICES,20/11/2017,9100.00
LICENSING,OFFICE CONSUMABLES,"BADGES, POUCHES ETC",B000019192/60103,NEWAUTO LTD,21/11/2017,10199.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MSNAGEMENT FEE NOV 17,B000019163/29112,HYNDBURN LEISURE,06/11/2017,12083.33
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,INTERIM PAYMENT 1 FOR RHYDDING,B000019172/7524,ROSS LEE CONSTRUCTION LTD,10/11/2017,41044.92
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,INTERIM PAYMENT NO 3  RHYDDING,B000019206/7524,ROSS LEE CONSTRUCTION LTD,28/11/2017,60576.52
ENVIRONMENTAL SERVICES,CVMU,VEHICLE PARTS,P-CARD - NOV 17,STUD EXTRACT LTD,16/10/2017,375.00
REGENERATION,ART GALLERY,ACCOMMODATION,P-CARD - NOV 17,WYNDHAM GARDEN,17/10/2017,290.88
P & C G,IT,LICENCE FEE,P-CARD - NOV 17,IMAGE COMPUTER,19/10/2017,395.00
P & C G,LEGAL,SUBS 18,P-CARD - NOV 17,THE LAW SOCIETY,19/10/2017,318.00
P & C G,LEGAL,SUBS 18,P-CARD - NOV 17,THE LAW SOCIETY,19/10/2017,318.00
P & C G,LEGAL,SUBS 18,P-CARD - NOV 17,THE LAW SOCIETY,20/10/2017,318.00
P & C G,ADMINISTRATION,STATIONERY,P-CARD - NOV 17,OFFICE DEPOT,03/11/2017,425.76
HOUSING BENEFIT ADMIN,SWIPE CARDS,OCTOBER,Oct-17,ALLPAY.NET LTD,14/11/2017,519.53
HOUSING BENEFIT ADMIN,SWIPE CARDS,OCTOBER,Oct-17,ALLPAY.NET LTD,14/11/2017,2049.98
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  OCT,29661,G4S CASH SOLUTIONS,20/11/2017,307.32
BANK CHARGES,BANK CHARGES,STREAMLINE,29616,NATWEST BANK,21/11/2017,1445.66
BANK CHARGES,BANK CHARGES,STREAMLINE,29616,NATWEST BANK,21/11/2017,1175.84

