Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,CALL OUT,B000022109/57686,D TEC INTERNATIONAL,10/05/2021,370
ACCOUNTANCY,ADVERTISING,ADVERTISING,B000022109/58633,JGP RESOURCING LTD,10/05/2021,600
16 CHINA ST DV RENOVATION,CONTRACTOR OTHER,6 MTHS DEFECT INTERIM,B000022109/59128,GEORGE PEARCE & SONS LTD,10/05/2021,1156.98
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 30.04.21,B000022109/59823,HAYS,10/05/2021,1548.08
"AUDIT, BANK & TREASURY FEES",FEES-ANALYSTS & CONSULTANTS,SERVICES 19.4.21 - 18.4.22,B000022109/60208,LINK ASSET SERVICES,10/05/2021,8100
HOUSING ADVICE,AGENCY STAFF,STAFF PE 30.4.21,B000022109/61860,VIVID RESOURCING,10/05/2021,1514.21
ACCOUNTANCY,ADVERTISING,ADVERTISING,B000022109/62354,REDACTIVE PUBLISHING LTD,10/05/2021,1200
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT  5.4.21- 20.4.21,B000022109/64211,ONWARD HOMES,10/05/2021,329.92
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT  5.4.21 - 2.5.21,B000022109/64211,ONWARD HOMES,10/05/2021,336.08
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT   5.4.21 - 2.5.21,B000022109/64211,ONWARD HOMES,10/05/2021,337.28
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING MATS,B000022109/7033,OPTION HYGIENE,10/05/2021,289.95
ENVIRONMENTAL SERVICES,CVMU,INSURANCE EXCESS,P-CARD- MAY 21,FMG ACCRINGTON,10/05/2021,433.96
ENVIRONMENTAL SERVICES,CVMU,VEHICLE TAX,P-CARD- MAY 21,DVLA,10/05/2021,277.50
ENVIRONMENTAL SERVICES,CVMU,VEHICLE PARTS,P-CARD- MAY 21,RAYNOR,11/05/2021,388.22
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,10000 CHEQUES WITH UCN,B000022121/20296,BANK SECURITY PRINTING,12/05/2021,1655
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022121/24239,GREAT HARWOOD WINDOWS LTD,12/05/2021,6025
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC APR 21,B000022121/29112,HYNDBURN LEISURE,12/05/2021,1600
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 02.05.21,B000022121/33923,EDEN BROWN LIMITED,12/05/2021,1010.1
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022121/45450,MERCERS BUILDERS LTD,12/05/2021,15000
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 02.05.21,B000022121/46341,MORGAN HUNT UK LTD,12/05/2021,1004.92
HUMAN RESOURCES,RELOCATION EXPENSES,MEMBERSHIP,B000022121/49172,DISTRICT COUNCILS NETWORK,12/05/2021,1216
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,HIGHAMS CULVERT CLEARNACE,B000022121/52330,JOHN WADE GROUNDWORKS LTD,12/05/2021,1356
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,TREE SAFETY WORKS,B000022121/55411,WOODY (HYNDBURN) C I C,12/05/2021,2360
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022121/59806,GREENWOOD PLUMBERS,12/05/2021,8699.73
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 02.05.21,B000022121/60568,CUMMINS MELLOR,12/05/2021,610.5
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT ,B000022121/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,12/05/2021,800
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 11.4.21,B000022121/61657,G2 RECRUITMENT SOLUTIONS,12/05/2021,964.88
HOUSING ADVICE,AGENCY STAFF,STAFF PE 11.4.21,B000022121/61860,VIVID RESOURCING,12/05/2021,1011.54
HOUSING BENEFIT ADMINISTRATION,LEGAL FEES,DEBT COLLECTION,B000022121/64270,MARSTON (HOLDINGS) LIMITED,12/05/2021,342.73
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022121/64557,HARRIS HEATING (NW) LTD,12/05/2021,1545
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AWG 10 CHURCH BANK,B000022121/64557,HARRIS HEATING (NW) LTD,12/05/2021,2275
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL,B000022122/8325,WATER PLUS LTD,12/05/2021,853.71
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,SUP CLEAN MAY 21,B000022125/50873,SERVICEMASTER,12/05/2021,1195.74
P & C G,CENTRAL ADMIN,OFFICE CHAIR,P-CARD- MAY 21,EQUIP4WORK,12/05/2021,303.00
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD- MAY 21,OFFICE DEPOT,12/05/2021,261.38
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE STORES FIRE SAFETY EQUIPMENT,B000022129/20408,PENNINE FIRE & SAFETY LIMITED,13/05/2021,451.1
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL DOORS STICKING,B000022129/37111,AUTOMATIC DOOR COMPANY,13/05/2021,276.8
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART LIFT WORKS,B000022129/64522,R J LIFT SERVICES LTD,13/05/2021,625
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL H & S WORKS,B000022129/64522,R J LIFT SERVICES LTD,13/05/2021,1130.2
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL LIFT I WORKS,B000022129/64522,R J LIFT SERVICES LTD,13/05/2021,1170.55
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL H AND S WORKS,B000022129/64522,R J LIFT SERVICES LTD,13/05/2021,2437
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL  WORKS TO LIFT,B000022129/64522,R J LIFT SERVICES LTD,13/05/2021,2943
HOUSING ADVICE,CHOICE BASED LETTINGS,B WITH US PARTNERHIPS CONT TO COSTS 21/22,B000022130/59166,TOGETHER HOUSING ASSOCIATION,13/05/2021,13191.67
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB APR 21,B000022130/59343,EDF ENERGY,13/05/2021,273.78
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL  ELECT APR 2021,B000022130/59343,EDF ENERGY,13/05/2021,636.25
ACC TOWN HALL,ELECTRICITY,ATH  ELECTRIC  APRIL 2021,B000022130/59343,EDF ENERGY,13/05/2021,966.49
LIBRARY ST DEPOT,ELECTRICITY,CVMU  ELECTRIC APR 2021,B000022130/59343,EDF ENERGY,13/05/2021,1204.77
GYPSY SITE,ELECTRICITY,GYSPY SITE ELECT APR 2021,B000022130/59343,EDF ENERGY,13/05/2021,1319.54
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET HALL ELECT APR 2021,B000022130/59343,EDF ENERGY,13/05/2021,1933.93
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE HOUSE ELECTRIC  APRIL 2021,B000022130/59343,EDF ENERGY,13/05/2021,3742.4
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE ELECT APR 2021,B000022130/59343,EDF ENERGY,13/05/2021,5523.47
GYPSY SITE,WORK DONE DLO-HIGHWAYS,REPLACE HOT WATER CYLINDER ,B000022130/65674,CAMPBELL HEATING & PLUMBING LTD,13/05/2021,960
MHLC FRONTAGE REFURBISHMENT,CONTRACTOR OTHER,3 X BETULA JACQUEMONTII ,B000022137/12998,J A JONES AND SONS,14/05/2021,354
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/C  9.5.21,B000022137/19414,HEADS RECRUITMENT LIMITED,14/05/2021,376.96
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK  25.4.21 ,B000022137/19414,HEADS RECRUITMENT LIMITED,14/05/2021,474.24
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF   WK 25.4.21 ,B000022137/19414,HEADS RECRUITMENT LIMITED,14/05/2021,474.24
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 9.5.21 ,B000022137/19414,HEADS RECRUITMENT LIMITED,14/05/2021,480.21
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 9.5.21 ,B000022137/19414,HEADS RECRUITMENT LIMITED,14/05/2021,941.74
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF AGENCY  25.4.21 ,B000022137/19414,HEADS RECRUITMENT LIMITED,14/05/2021,1004.64
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,ONLINE VIEWING  FOR BOOK OF REMEMBRANCE ,B000022137/23978,CALLIGRAPHY UK LTD,14/05/2021,1628
DOG WARDEN,KENNELING - DAYTIME,KENNELLING COSTS APRIL 21 FOR HYNDBURN,B000022137/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,14/05/2021,730.86
HYNDBURN CEMETERIES,PRIVATE CONTRACTORS WORK,MAY 21 CLEANING ACCRINGTON CEMETERY OFFICE,B000022137/50873,SERVICEMASTER,14/05/2021,597.87
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MEDIA SERVICE CHARGES  APRIL 21,B000022137/55609,OBITUS (VIVEDIA LTD),14/05/2021,1658
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 26.4.21  TO 2.5.21 ,B000022137/55740,RAPID RECRUITMENT LTD,14/05/2021,3071.27
ENFORCEMENT,ADVERTISING GENERAL,ACCRINGTON OBSERVER ADVERT APRIL ,B000022137/60625,REACH PUBLISHING SERVICES LTD,14/05/2021,498
HIGH STREET FUND,ADVERTISING GENERAL,VARIABLE MESSAGE SIGN MOBILES X 3  APRIL 21,B000022137/65009,CLANCY PLANT LIMITED,14/05/2021,2827.8
COVID-COMF,ADVERTISING GENERAL,VARIABLE MESSAGE SIGNS X 7  APRIL 21,B000022137/65009,CLANCY PLANT LIMITED,14/05/2021,6600.3
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE ON 28.4.21,B000022137/7871,STANLEY BROS TIPPERS LTD,14/05/2021,450
CORP & DEM CORE,HIRED VEHICLE,TELEHANDLER HIRE APRIL 21 ,B000022137/7871,STANLEY BROS TIPPERS LTD,14/05/2021,1280
HYNDBURN CEMETERIES,WATER CHARGES,WASTE WATER DILL HALL CEMETERY INV06485109 - 22.2.21 TO 2.5.21 6534-6573,B000022137/8325,WATER PLUS LTD,14/05/2021,388.11
WILLOWS LANE DEPOT,WATER CHARGES,"WASTE WATER TOWNS YARD, WILLOWS LANE 17.2.21 TO 27.4.21 INV06477685 7399-7831",B000022137/8325,WATER PLUS LTD,14/05/2021,1343.46
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,34160,G4S,17/05/2021,412.06
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  2.5.21,B000022138/19414,HEADS RECRUITMENT LIMITED,17/05/2021,474.24
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 2.5.21 ,B000022138/19414,HEADS RECRUITMENT LIMITED,17/05/2021,474.24
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 2.5.21 ,B000022138/19414,HEADS RECRUITMENT LIMITED,17/05/2021,1004.64
COVID 19,HIRED VEHICLE,VOLKSWAGON TRANSPORTER 30.3.21 TO 27.4.21,B000022138/2062,INTACK SELF DRIVE,17/05/2021,506.52
COVID 19,HIRED VEHICLE,VEHICLE HIRE 6.4.21 TO 1.6.21,B000022138/2062,INTACK SELF DRIVE,17/05/2021,799.6
COVID 19,HIRED VEHICLE,VEHICLE HIRE  3.4.21 - 1.5.21,B000022138/2062,INTACK SELF DRIVE,17/05/2021,819.17
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,ACCRINGTON CREM PUBLIC WC   ,B000022138/37017,PILKINGTON BROS (CHURCH) LTD,17/05/2021,15100.75
STREET CLEANSING,STANDPIPE LICENCES,STANDPIPE CHARGES APRIL 21,B000022138/43206,UNITED UTILITIES,17/05/2021,589.32
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,OAKHILL PARK OFFICE MONTHLY CLEAN MAY 21,B000022138/50873,SERVICEMASTER,17/05/2021,292.5
COVID 19,PRIVATE CONTRACTORS WORK,MONTHLY  CLEAN - MAY 21- WILSONS,B000022138/50873,SERVICEMASTER,17/05/2021,448.4
COVID 19,PRIVATE CONTRACTORS WORK,MONTHLY CLEAN - MAY 21 - RHYDDINGS PARK,B000022138/50873,SERVICEMASTER,17/05/2021,672.61
SANITISATION STATIONS,AGENCY STAFF,AGENCY STAFF WK 26.4.21 TO 2.5.21,B000022138/55740,RAPID RECRUITMENT LTD,17/05/2021,297.12
SANITISATION STATIONS,AGENCY STAFF,TEMP STAFF WK 26.4.21 TO 2.5.21 ,B000022138/55740,RAPID RECRUITMENT LTD,17/05/2021,464.88
COVID TESTING,AGENCY STAFF,AGENCY STAFF WK  26.4.21 TO 2.5.21 A.SINGLETON,B000022138/55740,RAPID RECRUITMENT LTD,17/05/2021,656.32
WILLOWS LANE DEPOT,DEPOT COSTS,WHEEL WASH  CLEAN WILLOWS LANE,B000022138/61581,C J JETZ LTD,17/05/2021,932
LCC COVID PREVENTION,IMPLEMENTS & TOOLS,HIGHAMS CULVERT,B000022139/28458,MARCHBRIDGE BUILDERS LTD,17/05/2021,547
PSDS HSC,DESIGN WORK,HLC DECARBONISATION,B000022139/48468,ALLIANCE LEISURE SERVICES LTD,17/05/2021,8750
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 03.05.21,B000022139/59823,HAYS,17/05/2021,1234.28
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022139/65718,KENNEDY REDFORD LIMITED,17/05/2021,795
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,HIGHWAYS CAPACITY STUDY,B000022139/65926,WSP UK LTD,17/05/2021,10348.65
BUILDING CONTROL B.U.,PHOTOCOPYING,BC SCANNING,B000022139/65927,SCAN HOUSE SOLUTIONS LTD,17/05/2021,2925.38
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,A4 PAPER,B000022139/781,CANON (UK) LTD,17/05/2021,825.6
BANK CHARGES,BANK CHARGES,STREAMLINE,34160,WORLDPAY,19/05/2021,2778.16
BANK CHARGES,BANK CHARGES,STREAMLINE,34160,WORLDPAY,19/05/2021,2616.76
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000022148/29877,ROSSENDALE VULCANISING (SALES LTD),19/05/2021,3011
LIBRARY ST DEPOT,CLEANING,CLEANING,B000022148/50873,SERVICEMASTER,19/05/2021,597.87
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SIEZED CHAIN,B000022148/62002,TAIL LIFT UK,19/05/2021,984.76
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT WORK - REMOVE DEADWOOD ,B000022150/22189,ROY CATTERMOLE (TREE SURGEON),20/05/2021,350
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT WORK  MILNSHAW PARK,B000022150/22189,ROY CATTERMOLE (TREE SURGEON),20/05/2021,480
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,STUMPS AT VARIOUS LOCATIONS WTHIN HYNDBURN AS,B000022150/24202,MARK RIDING TREE SERVICES,20/05/2021,6350
MHLC FRONTAGE REFURBISHMENT,CONTRACTOR OTHER,RANDOM LENGTH SANDSTONE,B000022150/29068,HARD SCAPE PRODUCTS LTD,20/05/2021,18113.69
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REMOVE RUGBY POST SOCKET ,B000022150/54658,WADE GROUP,20/05/2021,1250
PARKS & OPEN SPACES,FOOTPATH REPAIRS,CARRY OUT PATH WORKS AT CUTWOOD PARK ,B000022150/54658,WADE GROUP,20/05/2021,7019.25
GREEN WASTE COLLECTION,PRINTING,"7,500 GARDEN WASTE SUBSCRIPTION STICKERS",B000022150/61634,DURA ID SOLUTIONS LIMITED,20/05/2021,1169.93
MHLC FRONTAGE REFURBISHMENT,CONTRACTOR OTHER,STREET WORKS PERMIT FOR WORKS TO FOOTPATH,B000022150/62099,LANCASHIRE COUNTY COUNCIL,20/05/2021,325
ACC TC CLEANSING,IMPLEMENTS & TOOLS,ANNUAL SERVICE AGREEMENT FOR KARCHER ,B000022150/63954,KARCHER (UK) LTD,20/05/2021,1196
MHLC FRONTAGE REFURBISHMENT,CONTRACTOR OTHER,PROVIDE REFURBISHMENT OF MERCER HALL,B000022150/65703,BDB SPECIAL PROJECTS LTD,20/05/2021,28895.31
COMPUTER SERVICES,TELEPHONES,CHARGES - 1.1.21-3103.21,B000022152/40272,CABLE & WIRELESS,21/05/2021,2707.61
LYNDON PLAYING FIELD,CONTRACTOR OTHER,LYNDON PLAYING FIELDS,B000022152/57454,REILLY DEVELOPMENT LTD,21/05/2021,73280.27
PARKS & OPEN SPACES,ASSET MAINT R&M,BOWLS PAV KEYS,B000022155/2138,J H BLAKEY & SONS (SECURITY) LTD,21/05/2021,2033.73
ACC TOWN HALL,ASSET MAINT R&M,CANNON ST ROOF REPS,B000022155/21792,H & M BUILDING & JOINERY LTD,21/05/2021,2165
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE  REPAIRS TO TOILET,B000022155/37017,PILKINGTON BROS (CHURCH) LTD,21/05/2021,316.76
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL RENEW FLOORING,B000022155/37017,PILKINGTON BROS (CHURCH) LTD,21/05/2021,2353.59
PSDS HSC,DESIGN WORK,HLC DECARBON VAL 1,B000022155/48468,ALLIANCE LEISURE SERVICES LTD,21/05/2021,27486
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,TOWN HALL PIGEON  NETTING,B000022155/53738,PESTBUSTERS (MIDLANDS) LTD,21/05/2021,3859
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART NEW TAPS,B000022155/59248,LANCASHIRE GAS SERVICES,21/05/2021,1046.5
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING OF BROADWAR APR 21,B000022157/29112,HYNDBURN LEISURE,21/05/2021,964.43
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 09.5.21,B000022157/46341,MORGAN HUNT UK LTD,21/05/2021,611.1
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS ENCYC RLS 90,B000022157/50652,THOMSON REUTERS PROFESSIONAL UK LTD,21/05/2021,476
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,PLANNING LAW AND PREC,B000022157/50652,THOMSON REUTERS PROFESSIONAL UK LTD,21/05/2021,1098.96
BULLOUGH PARK BLD RATIONALISAT,CONTRACTOR OTHER,BULLOUGH PARK ELEC DISCONNECTION,B000022157/50771,ELECTRICITY NORTH WEST,21/05/2021,1250.48
OFF STREET PARKING,OTHER DSO    WORK DONE,PARKING ENF 20-21,B000022157/57907,RIBBLE VALLEY B.C.,21/05/2021,800
PARKS & OPEN SPACES,ASSET MAINT R&M,KING G V PAV  HEATING FAULT,B000022157/59248,LANCASHIRE GAS SERVICES,21/05/2021,1640.1
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 9.5.21,B000022157/60568,CUMMINS MELLOR,21/05/2021,486.75
LEGAL SERVICES,SUBSIDISED PROFESSIONAL SUBS,SUBS,B000022157/63999,LLG,21/05/2021,270
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022158/1248,DUNCAN CAMPBELL,21/05/2021,800
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART 1ST FLOOR BATHROOM WORKS,B000022158/37017,PILKINGTON BROS (CHURCH) LTD,21/05/2021,2163.15
Replacement Boilers various,CONTRACTOR OTHER,WILSON PAV  BOILER,B000022158/37017,PILKINGTON BROS (CHURCH) LTD,21/05/2021,11521.73
