Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"CS02437-SERVICE-URGENT WORK - SO 42 ST JOHNS STREET,",B000021227/22189,ROY CATTERMOLE (TREE SURGEON),06/10/2020,260
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,HANDLE FOR SPRINGHILL PLAY AREA,B000021227/28755,PLAYDALE PLAYGROUNDS LTD,06/10/2020,293.81
GREEN WASTE COLLECTION,NEW CONTAINERS,GREEN 240 LTR WHEELED BINS,B000021227/34812,CRAEMER UK LTD,06/10/2020,5085
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,PENULTIMATE CERT MILNSHAW FINAL BILL,B000021227/37017,PILKINGTON BROS (CHURCH) LTD,06/10/2020,38552.18
STREET CLEANSING,MECH SWEEPER BRUSHES,WIRE BRUSHES  ,B000021227/54115,PROBRUSH,06/10/2020,2108
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021227/59171,COLLETT TRANSPORT SERVICES,06/10/2020,3990
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021227/59171,COLLETT TRANSPORT SERVICES,06/10/2020,3990
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021227/59171,COLLETT TRANSPORT SERVICES,06/10/2020,3990
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE ,B000021227/59171,COLLETT TRANSPORT SERVICES,06/10/2020,3990
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021227/59171,COLLETT TRANSPORT SERVICES,06/10/2020,3990
BOLTON AVENUE PLAY AREA,CONTRACTOR OTHER,CONE CLIMBER ,B000021227/60025,TAYPLAY LTD,06/10/2020,5296
GREEN WASTE COLLECTION,COMPUTER RENTAL & MAINT,PRINTER SUPPORT/REMOTE SUPPORT FOR GREEN,B000021227/61634,DURA ID SOLUTIONS,06/10/2020,254
COVID 19,DISASTER PLANNING,15 hp probook laptops ,B000021228/52932,INSIGHT DIRECT (UK) LTD,07/10/2020,8508.3
COVID 19,DISASTER PLANNING,20 LOGITECH C270 720P WEBCAMS,B000021228/64340,BASELINE TECHNOLOGIES LTD,07/10/2020,709.8
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021229/25868,HYNDBURN PLUMBING & HEATING SERVICES,07/10/2020,580
COVID 19,RENTAL & MAINT SOFTWARE MISC,32 X PREM EDITION SOCKETS,B000021229/36434,BYTES SOFTWARE SERVICES LTD,07/10/2020,6594.24
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 27.9.20,B000021229/55150,VENN GROUP LIMITED,07/10/2020,925
COMPUTER SERVICES,TELEPHONES,SEPTEMBER  20,B000021229/644,BRITISH TELECOMMUNICATIONS PLC,07/10/2020,682.34
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021230/61466,AUTOTECH RECRUIT,07/10/2020,975
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RADIATOR FITTED,B000021230/7688,AEBI SCHMIDT UK LTD,07/10/2020,1495
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIBRATION,B000021230/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,07/10/2020,390
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,LNR ACTIVITIES,B000021231/61937,RIBBLE RIVERS TRUST,07/10/2020,583.96
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD- OCT 20,DVLA,07/10/2020,267.5
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD- OCT 20,DVLA,07/10/2020,267.5
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD- OCT 20,DVLA,07/10/2020,267.5
P & C G,IT,LAPTOP,P-CARD- OCT 20,BUY DIRECT.CO.UK,07/10/2020,731.39
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT VEHICLE HIRE ,B000021233/46880,SPECIALIST FLEET SERVICES LTD,08/10/2020,41668
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT VEHICLE HIRE ,B000021233/46880,SPECIALIST FLEET SERVICES LTD,08/10/2020,41668
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT VEHCILCE HIRE ,B000021233/46880,SPECIALIST FLEET SERVICES LTD,08/10/2020,41668
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT VEHICLE HIRE ,B000021233/46880,SPECIALIST FLEET SERVICES LTD,08/10/2020,41668
COVID 19,MATERIALS-DIRECT,REPLACEMENT CLUTCH,B000021234/63930,CROFT COMMERCIALS TRANSPORT LIMITED,12/10/2020,1538.44
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - SEPT 20,B000021235/29112,HYNDBURN LEISURE,12/10/2020,936
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 4.10.20,B000021235/46341,MORGAN HUNT UK LTD,12/10/2020,990.86
COVID 19,CLEANING,TEMP STAFF - OCT 20,B000021235/50873,SERVICEMASTER,12/10/2020,378
ACCOUNTANCY,MEDICAL EXAMINATIONS,OCC HEALTH,B000021235/58234,BAXENDEN PHYSIOTHERAPY & SPORTS INJURY CLINIC,12/10/2020,610
REGISTRATION OF ELECTORS,CANVASS,CANVASS 2020 RETURNS,B000021235/62168,CIVICA ELECTION SERVICES,12/10/2020,2561.23
WILLOWS LANE DEPOT,ASSET MAINT R&M,REPLACE BROKEN DG WINDOWS,B000021236/27030,LIGHTING AND BUILDING SERVICES LTD,12/10/2020,381.5
WILLOWS LANE DEPOT,ASSET MAINT R&M,REPLACE GUTTERS AND REPAIR,B000021236/27030,LIGHTING AND BUILDING SERVICES LTD,12/10/2020,550
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,GRANT PAYMENT,B000021236/52714,THE INTELLIGENT DESIGN CENTRE LTD,12/10/2020,5323
BROADWAY SHOPS,CONTRACTOR OTHER,SAFETY BRAKE AND MOTORISE,B000021236/54975,ROLLER SHUTTER SERVICES LTD,12/10/2020,955
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,IMPROVEMENT WORKS - STALL 4,B000021236/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,12/10/2020,319.44
GYPSY SITE,ELECTRICITY,GYSPYS SITE - SEPT 20,B000021237/25200,E.ON UK PLC,12/10/2020,1289.13
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - SEPT 20,B000021237/25200,E.ON UK PLC,12/10/2020,1106.32
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - SEPT 20,B000021237/25200,E.ON UK PLC,12/10/2020,2491.29
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - SEPT 20,B000021237/25200,E.ON UK PLC,12/10/2020,1199.24
LIBRARY ST DEPOT,ELECTRICITY,SEPT 20 - CVMU,B000021237/25200,E.ON UK PLC,12/10/2020,876.44
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - SEPT 20,B000021237/25200,E.ON UK PLC,12/10/2020,2129.38
ACC MKT HALL SVCE YARD LAMPS,CONTRACTOR OTHER,INSTALL FEEDER PILLAR,B000021237/27030,LIGHTING AND BUILDING SERVICES LTD,12/10/2020,475
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,SEPT 20 - C-L-M CIVIC HALL,B000021237/29112,HYNDBURN LEISURE,12/10/2020,1600
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS RELEASE 86,B000021237/50652,THOMSON REUTERS PROFESSIONAL UK LTD,12/10/2020,437
PARKS & OPEN SPACES,ELECTRICITY,SEPT 20 - COMMUNITY HUB,B000021237/59343,EDF ENERGY,12/10/2020,267.96
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021237/7874,STANNAH LIFT SERVICES LIMITED,12/10/2020,3228
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,GRANT CLAIM - THI 10,B000021238/410,B MCDERMOTT & SON (LANCS) LTD,12/10/2020,22331
P & C G,LEGAL,SUBSCRIPTION,P-CARD- OCT 20,THE LAW SOCIETY,12/10/2020,328
P & C G,CENTRAL ADMIN,SUBSCRIPTION,P-CARD- OCT 20,AUTODESK COMMUNICATION,12/10/2020,1000
LCC COVID PREVENTION,IMPLEMENTS & TOOLS,GAZEBO SIDES  X 3,B000021240/17546,SCOTT DAWSON ADVERTISING LTD,14/10/2020,597
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF   27.9.20,B000021240/19414,HEADS RECRUITMENT LIMITED,14/10/2020,1731.52
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 30.8.20 ,B000021240/19414,HEADS RECRUITMENT LIMITED,14/10/2020,368.28
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 27.9.20,B000021240/19414,HEADS RECRUITMENT LIMITED,14/10/2020,463.32
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 4.10.20 ,B000021240/19414,HEADS RECRUITMENT LIMITED,14/10/2020,1442.91
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 4.10.20 M.HUGGON,B000021240/19414,HEADS RECRUITMENT LIMITED,14/10/2020,463.32
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF 23.08.20 ,B000021240/19414,HEADS RECRUITMENT LIMITED,14/10/2020,380.16
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,OAKHILL- REPAIR  FEEDER PILLAR,B000021240/26968,LIGHTING AND BUILDING SERVICES LTD,14/10/2020,275
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,SERVICE MTCE  CREM CURTAIN TRACK,B000021240/33866,ZAGOTA CREATIONS LTD,14/10/2020,485
ACCRINGTON CREMATORIUM,CLEANING MATERIALS,CREMATORIUM UPHOLSTERY ,B000021240/33866,ZAGOTA CREATIONS LTD,14/10/2020,395
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,OBITUS MEDIA / TRIBUTES,B000021240/55609,OBITUS (VIVEDIA LTD),14/10/2020,880
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK  28.09.10 - 4.10.20 ,B000021240/55740,RAPID RECRUITMENT LTD,14/10/2020,2346.77
ACCRINGTON CREMATORIUM,EQUIPMNT REPAIR & MAINT,TROLLEY LOLER INSPECTION ,B000021240/59779,J & J MAINTENANCE SERVICES,14/10/2020,385.31
STREET CLEANSING,VEHICLE TRACKER / FUEL OBD,SWEEPER VEHICLE TRACKERS ,B000021240/60537,TRACKING INSTALLS @ THE FLEET STORE,14/10/2020,400
STREET CLEANSING,TRAFFIC MANAGEMENT,GRASS CUTTING,B000021240/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,14/10/2020,525
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT 9.9.20,B000021240/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,14/10/2020,825
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING,B000021240/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,14/10/2020,1500
STREET CLEANSING,PRIVATE CONTRACTORS WORK,LITTER REMOVAL 12.8.20,B000021240/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,14/10/2020,540
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDIAL REFSJUL/AUG/SEPT 20,B000021240/7171,PEEL HOUSE MEDICAL PRACTICE,14/10/2020,2540
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE  5.10.20 ,B000021240/7871,STANLEY BROS TIPPERS LTD,14/10/2020,450
PARKS & OPEN SPACES,WATER CHARGES,WHITEASH 6 MAY 20 TO 5 AUGUST 20 ,B000021240/8325,WATER PLUS LTD,14/10/2020,601.28
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,MIRROR ASSEMBLY,B000021241/1164,DENNIS EAGLE LIMITED,14/10/2020,605.94
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTERS,B000021241/2521,LANCASHIRE LEYLAND DAF LTD,14/10/2020,289.81
REFUSE COLLECTION,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,2950.03
REFUSE COLLECTION,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,3352.87
REFUSE COLLECTION,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,4978.01
VEHICLE MAINT WORK DONE,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,3352.87
REFUSE COLLECTION,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,2809.39
VEHICLE MAINT WORK DONE,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,4978.01
VEHICLE MAINT WORK DONE,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,2950.03
VEHICLE MAINT WORK DONE,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,2809.39
VEHICLE MAINT WORK DONE,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,3386.27
REFUSE COLLECTION,RECHARGEABLE WORK,HIRED RCV DAMAGE,B000021241/59171,COLLETT TRANSPORT SERVICES,14/10/2020,3386.27
MOT GENERAL,AGENCY STAFF,TEMP STAFF 11.10.20,B000021241/61466,AUTOTECH RECRUIT,14/10/2020,1000
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SENSOR,B000021241/8014,TERBERG MATTEC UK LTD,14/10/2020,382.07
BANK CHARGES,SECURITY SERVICE,G4S JUNE-AUGUST,33402,G4S CASH SOLUTIONS,15/10/2020,402.82
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,HELMET & STORE ITEMS,B000021248/49523,R M WILLIAMS (ACCRINGTON) LTD,16/10/2020,281.41
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,GOODS / SERVICE,B000021248/62002,TAIL LIFT UK,16/10/2020,254.14
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,"FENCING KEMP DELPH, STANHILL. OSWALDTWISTLE",B000021250/20,A BYRNE FENCING,16/10/2020,1480
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,SIGNS - VARIOUS STREETS,B000021250/24038,G & G SIGNS,16/10/2020,613.5
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - SEPT 20,B000021250/25200,E.ON UK PLC,16/10/2020,5780.38
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,ERECTION OF POSTS AND SIGNS - JACKHOUSE,B000021250/28458,MARCHBRIDGE BUILDERS LTD,16/10/2020,394.82
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,CLEARANCE OF TRASH SCREENS - VARIOUS LOCATIONS,B000021250/28458,MARCHBRIDGE BUILDERS LTD,16/10/2020,311.58
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000021250/30073,MR IAN PONTER,16/10/2020,1500
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF  W/E 11.10.20,B000021250/33923,EDEN BROWN LIMITED,16/10/2020,1010.1
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  W/E 11.10.20,B000021250/46341,MORGAN HUNT UK LTD,16/10/2020,803.4
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 11.10.20,B000021250/46341,MORGAN HUNT UK LTD,16/10/2020,769.2
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITES GRANT,B000021250/59301,CONSULTANTS & SPEC SURVEYORS LTD,16/10/2020,295
ACC MKT HALL SVCE YARD LAMPS,CONTRACTOR OTHER,ACC TOWN HALL - PROVIDE ROAD MARKINGS,B000021250/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,16/10/2020,450
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,SERVICE LEVEL AGREEMENT 2019-2020,B000021251/2496,LANCASHIRE COUNTY COUNCIL,19/10/2020,2234
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 4.10.20,B000021251/46341,MORGAN HUNT UK LTD,19/10/2020,948.68
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,INSTALL NEW EMERGENCY LIGHTING - LOWERFOLD,B000021251/53957,LANTEI LIMITED,19/10/2020,505.98
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,INSTALL NEW EMERGENCY LIGHTING,B000021251/53957,LANTEI LIMITED,19/10/2020,4311.99
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,ANNUAL COUNCIL REDUCTION SCHEME,B000021251/54638,ACS LTD,19/10/2020,500
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 4.10.20,B000021251/55150,VENN GROUP LIMITED,19/10/2020,925
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 11.10.20,B000021251/61657,G2 RECRUITMENT SOLUTIONS,19/10/2020,2032.68
CANNON ST ACC,ASSET MAINT R&M,LIFT LOCK ASSEMBLY - A.T.H,B000021251/64522,R J LIFT SERVICES LTD,19/10/2020,785
MARKETS - OPERATIONS,ASSET MAINT R&M,EMPTY AND CLEAN LIFT PITS,B000021251/64522,R J LIFT SERVICES LTD,19/10/2020,1820
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGE SEARCHES,B000021252/2496,LANCASHIRE COUNTY COUNCIL,19/10/2020,525
MARKETS - OPERATIONS,MARKETING INITIATIVES,FULL PAGE ADVERT ,B000021252/52885,ACORN COMMUNITY NEWS,19/10/2020,350
MARKETS - OPERATIONS,ASSET MAINT R&M,JET CLEAN  DRAINS ,B000021252/54512,CLEAR A DRAIN LTD,19/10/2020,1060
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF - P/E 11.10.20,B000021252/61657,G2 RECRUITMENT SOLUTIONS,19/10/2020,1123.56
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF P/E 23.8.20,B000021252/61657,G2 RECRUITMENT SOLUTIONS,19/10/2020,5918.88
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF - P/E 4.10.20,B000021252/61657,G2 RECRUITMENT SOLUTIONS,19/10/2020,2049.84
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF- P/E 04.10.20,B000021252/61657,G2 RECRUITMENT SOLUTIONS,19/10/2020,1100.52
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,CUT BACK FOILAGE,B000021252/62449,JOHN HOGG CLEANING,19/10/2020,1025
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021252/64652,M B MCKEON AND P MCKEON,19/10/2020,1192.93
CORPORATE PROPERTY,ASSET MAINT R&M,ST JAMES RESOURCE CENTRE - INSURANCE EXCESS,B000021252/64653,HOME REPAIR NETWORK LIMITED,19/10/2020,500
BANK CHARGES,BANK CHARGES,STREAMLINE,33407,WORLDPAY,20/10/2020,1713.14
BANK CHARGES,BANK CHARGES,STREAMLINE,33407,WORLDPAY,20/10/2020,1747.76
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,ACC CREM - VENT SEALED,B000021254/37017,PILKINGTON BROS (CHURCH) LTD,21/10/2020,1659.45
HOUSING ADVICE,TEMPORARY ACCOMMODATION,RENT BOND,B000021254/55105,PROPERTY SHOP (ACCRINGTON) LTD,21/10/2020,375
CORPORATE PROPERTY,ASSET MAINT R&M,REPLACE LIGHTING CONTROL UNIT,B000021254/59128,GEORGE PEARCE & SONS LTD,21/10/2020,643.5
HUMAN RESOURCES,SUBSIDISED PROFESSIONAL SUBS,EMPLOYMENT ESSENTIALS,B000021254/59281,INDICATOR - FL MEMO LTD,21/10/2020,667
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021254/7874,STANNAH LIFT SERVICES LIMITED,21/10/2020,3967
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,HONDA ENGINE,B000021256/442,BALMERS GARDEN MACHINERY,21/10/2020,560
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021256/61466,AUTOTECH RECRUIT,21/10/2020,1000
HOUSING BENEFIT ADMIN,SWIPE CARDS,SEPTEMBER,33420,ALLPAY.NET LTD,26/10/2020,1237.66
COMPUTER SERVICES,DISASTER PLANNING,ONSITE SERVICE SUPPORT,B000021263/46800,CLOUDCOCO,26/10/2020,750
COVID 19,DISASTER PLANNING,15 HP WARRANTIES,B000021263/52932,INSIGHT DIRECT (UK) LTD,26/10/2020,720.15
DEV CONTROL,DEV CONTROL SYSTEM,CONSULTANCY FEE,B000021263/59944,IDOX SOFTWARE LTD,26/10/2020,950
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - AUGUST 20,B000021264/29112,HYNDBURN LEISURE,26/10/2020,936
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,CDM ADVISORY SERVICES,B000021264/44108,RJD ASSOCIATES (NORTH WEST) LIMITED,26/10/2020,300
COVID 19,TELEPHONES,17 X MICOLAB TELECOMS SYSTEM INSTALL,B000021264/46800,CLOUDCOCO,26/10/2020,12750
