Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
BROADWAY SHOPS,CONTRACTOR OTHER,"REMOVAL WORKS, COUNTER ETC",B000021170/59128,GEORGE PEARCE & SONS LTD,09/09/2020,1494
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/C 26.07.20 AND 31.07.20,B000021170/61657,G2 RECRUITMENT SOLUTIONS,09/09/2020,2191.32
COVID 19,NEW EQUIPMENT,"SCAITCLIFFE HOUSE - SCREEENS, SIGNAGE AND DISPENSERS",B000021174/64418,SIGNAGE SYSTEMS,09/09/2020,2450
WASTE SERVICES,AGENCY STAFF,TEMP STAFF WK 24.08.20 TO 30.08.20 ,B000021173/55740,RAPID RECRUITMENT LTD,09/09/2020,2965.58
COVID 19,DISASTER PLANNING,5 LENOVO THINK BOOK LAPTOPS,B000021170/57717,DEANE COMPUTER SOLUTIONS LIMITED,09/09/2020,3105
WILLOWS LANE DEPOT,WATER CHARGES,TOWNS YARD WILLOWS LANE WATER CHARGES 28.04.20 TO 11.08.20  5018-6278,B000021173/8325,WATER PLUS LTD,09/09/2020,3944.91
PARKS & OPEN SPACES FOOTPATHS,MISCELLANEOUS, FOOTPATH IMPROVEMENT WORKS ,B000021175/54658,WADE GROUP,09/09/2020,4396
REFUSE COLLECTION,NEW CONTAINERS,BLUE 240LTR WHEELED BINS ,B000021175/59653,MGB PLASTICS,09/09/2020,4800
HUMAN RESOURCES,TRAINING EXPENSES,LEARNING POOL PACKAGE,B000021174/60910,LEARNING POOL LTD,09/09/2020,6500
HOUSING ADVICE,GRANTS,GRANT AGREEMENT YOUTH HOMELESS PREVENTION SERV,B000021170/55075,YNOT ASPIRE LTD,09/09/2020,10000
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,GLASS PLASTICS AND CANS FROM HYNDBURN DURING JULY 20. TOTAL WEIGHT 382.820KG,B000021173/33025,RISHTON WASTE PAPER LTD,09/09/2020,11867.42
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021179/61466,AUTOTECH RECRUIT,10/09/2020,825
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 06.09.20,B000021180/61657,G2 RECRUITMENT SOLUTIONS,11/09/2020,262.08
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000021180/64523,PROJECT MAYA CIC,11/09/2020,291.25
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000021180/52714,THE INTELLIGENT DESIGN CENTRE LTD,11/09/2020,430
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PARIS EXCESS TRANS,B000021180/17209,CIVICA UK LIMITED,11/09/2020,446.23
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,WASTE REMOVAL ,B000021180/59338,WASTE BUSTERS WASTE REMOVAL,11/09/2020,550
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C  24.08.20,B000021180/58852,OYSTER PARTNERSHIP,11/09/2020,1260
COVID 19,NEW EQUIPMENT,HAWORTH AG  SCREENS AND SIGNAGE,B000021180/64418,SIGNAGE SYSTEMS,11/09/2020,1656.68
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 06.09.20,B000021180/61657,G2 RECRUITMENT SOLUTIONS,11/09/2020,2036.32
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE RENTAL,B000021180/56935,SOCIETE GENERALE EQUIP FINANCE LTD,11/09/2020,5695
SYRIAN RESETTLEMENT PROGRAMME,MEET & GREET/ORIENTATION/CASEW,GLOBAL RESETTLEMENT SCHEME CASEWORK SUPPORTS,B000021180/35570,CALICO ENTERPRISE,11/09/2020,27500
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,ABS ANNUAL SUPPORT AND MAINT,B000021180/819,ADVANCED BUSINESS SOLUTIONS,11/09/2020,38472.76
COVID 19,RENTAL & MAINT SOFTWARE MISC,SOFTWARE ASSURANCE,B000021180/46800,CLOUDCOCO,11/09/2020,76253
LCC COVID PREVENTION,PRIVATE CONTRACTORS WORK,AGENCY STAFF  31.08.20 TO 6.9.20,B000021183/55740,RAPID RECRUITMENT LTD,14/09/2020,262.4
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,NOTICE BOARD FOR PEEL PARK,B000021184/54425,METROPLAN LIMITED,14/09/2020,330.21
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,REMOTE SERVICES,B000021185/58238,LIQUID VOICE MAINTENANCE LTD,14/09/2020,400
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  27.08.20,B000021183/7871,STANLEY BROS TIPPERS LTD,14/09/2020,450
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF 23.08.20 ,B000021183/19414,HEADS RECRUITMENT LIMITED,14/09/2020,463.32
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK, REMOVE 3 DYING TREES ,B000021184/22189,ROY CATTERMOLE (TREE SURGEON),14/09/2020,510
HYNDBURN CEMETERIES,NEW EQUIPMENT,DIGGER BUCKET AND TEETH  ACCRINGTON CEMETERY,B000021183/7805,SPALDINGS UK LTD,14/09/2020,553
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF- W/C 06.09.20,B000021185/46341,MORGAN HUNT UK LTD,14/09/2020,564.08
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,APPRENTICESHIP SEPTEMBER 20,B000021183/60670,FRIENDS OF RHYDDINGS PARK,14/09/2020,750
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 06.09.20,B000021185/46341,MORGAN HUNT UK LTD,14/09/2020,803.4
VEHICLE MAINT SUPERVISION,FUEL STOCK,GAS OIL,B000021184/64492,CERTAS ENERGY,14/09/2020,860
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF -  W/E 06.09.20,B000021185/33923,EDEN BROWN LIMITED,14/09/2020,1010.1
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO REMOVE A DISEASED TREE,B000021184/22189,ROY CATTERMOLE (TREE SURGEON),14/09/2020,1200
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021183/59171,COLLETT TRANSPORT SERVICES,14/09/2020,1330
ARSON REFUSE VEHICLES,HIRED VEHICLE,VN69 0YY - SEPTEMBER 20 VEHICLE HIRE,B000021183/59171,COLLETT TRANSPORT SERVICES,14/09/2020,1330
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000021183/59171,COLLETT TRANSPORT SERVICES,14/09/2020,1330
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 23.08.20 ,B000021183/19414,HEADS RECRUITMENT LIMITED,14/09/2020,1651.01
WASTE SERVICES,AGENCY STAFF,TEMP STAFF  WK 31.08.20 TO 06.09.20,B000021183/55740,RAPID RECRUITMENT LTD,14/09/2020,1723.6
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT - VERGE CUTTING,B000021183/57700,MASTER GROUND SERVICES,14/09/2020,6133.5
VEHICLE MAINT SUPERVISION,FUEL STOCK,ROAD DIESAL,B000021184/64492,CERTAS ENERGY,14/09/2020,10949.67
PEEL PARK ENTERANCE IMPROVEMEN,CONTRACTOR OTHER,IMPROVEMENTS TO PEEL PARK ENTRANCE,B000021184/42355,O'CALLAGHAN LTD,14/09/2020,11864.58
HOUSING ADVICE,GRANTS,PROV OF NIGHT SHELTER,B000021182/19391,MAUNDY RELIEF,14/09/2020,12000
CCTV'S,TELEPHONE LEASE,ANNUAL FEE FOR HARDWIRE LINES CCTV,B000021182/26383,BT REDCARE,14/09/2020,16366.61
BROADWAY SHOPS,CONTRACTOR OTHER,RSD SERVICE,B000021188/54975,ROLLER SHUTTER SERVICES LTD,16/09/2020,321
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 16.08.20,B000021188/63907,BUTLER ROSE,16/09/2020,621.6
MARKETS - OPERATIONS,GENERAL CONTRIBUTIONS,PEEL ST KIOSKS 13-19 SERVICE CHARGE,B000021188/48913,THREADNEEDLE UK PROPERTY TRUST,16/09/2020,705.26
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE ENTRANCE DOOR PROTECTION BARRIER,B000021188/37111,AUTOMATIC DOOR COMPANY,16/09/2020,1174
DFG Affordable Warmth Grant,CONTRACTOR OTHER,HEATING SYSTEM,B000021188/64557,HARRIS HEATING (NW) LTD,16/09/2020,2375
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 14.09.20,B000021188/58852,OYSTER PARTNERSHIP,16/09/2020,5400
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BOX COVER,B000021191/8014,TERBERG MATTEC UK LTD,18/09/2020,252.1
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,BATTERY CHARGERS X 3,B000021191/7805,SPALDINGS UK LTD,18/09/2020,348.3
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,SYNMAX SCORPIO,B000021191/59186,SAR LUBRICANTS,18/09/2020,360.8
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SUPPLY AND FIT WINDSCREENS,B000021191/38986,LANCASHIRE WINDSCREENS LIMITED,18/09/2020,395
COVID 19,MATERIALS-DIRECT,SERVICE,B000021191/63930,CROFT COMMERCIALS TRANSPORT LIMITED,18/09/2020,633
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021192/61466,AUTOTECH RECRUIT,18/09/2020,1000
PARKS & OPEN SPACES,ELECTRICITY,COMM HUB  UTILITY 1.8.20-31.8.20,B000021193/59343,EDF ENERGY,21/09/2020,250.2
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,HERITAGE WEEKEND MEALS - SEPT 20,B000021194/60670,FRIENDS OF RHYDDINGS PARK,21/09/2020,286
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,B.S.L TRAINING SESSIONS -SEPT 20,B000021194/60670,FRIENDS OF RHYDDINGS PARK,21/09/2020,300
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 6.9.20 ,B000021194/19414,HEADS RECRUITMENT LIMITED,21/09/2020,362.34
HAWORTH ART GALLERY,NEW EQUIPMENT,CHAIRS FOR COMM ROOM,B000021193/8566,YORKSHIRE PURCHASING ORGANISATION,21/09/2020,456
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,PLOT TO POT DELIVERY EQUIPMENT ,B000021194/60670,FRIENDS OF RHYDDINGS PARK,21/09/2020,498.99
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS ,B000021194/60670,FRIENDS OF RHYDDINGS PARK,21/09/2020,500
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,"CLEANING OF YARD, BOARD UP",B000021195/62449,JOHN HOGG CLEANING,21/09/2020,540
DOG WARDEN,KENNELING - DAYTIME,KENNELLING FEES AUGUST 20,B000021194/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,21/09/2020,766.86
ACCOUNTANCY,AGENCY STAFF,STAFF W/ E 06.09.20,B000021195/63907,BUTLER ROSE,21/09/2020,799.2
ACCOUNTANCY,AGENCY STAFF,STAFF W/E 30.08.20,B000021195/63907,BUTLER ROSE,21/09/2020,821.4
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 13.09.20,B000021195/46341,MORGAN HUNT UK LTD,21/09/2020,948.68
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 13.09.20,B000021195/46341,MORGAN HUNT UK LTD,21/09/2020,990.86
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 13.09.20,B000021195/33923,EDEN BROWN LIMITED,21/09/2020,1010.1
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 13.09.20,B000021195/61657,G2 RECRUITMENT SOLUTIONS,21/09/2020,1119.24
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,APPEAL FEE ,B000021195/64334,MR DAVID ARMSTRONG,21/09/2020,1250
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 07.09.20,B000021195/58852,OYSTER PARTNERSHIP,21/09/2020,1260
CUSTOMER SERVICES,TRAINING EXPENSES,IRRV DISTANCE LEARNING,B000021195/52997,IRRV,21/09/2020,1390
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 6.9.20 ,B000021194/19414,HEADS RECRUITMENT LIMITED,21/09/2020,1480.69
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021195/61714,AUTHORIZED ACCESS SYSTEMS LTD,21/09/2020,1735.21
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 13.09.20,B000021195/61657,G2 RECRUITMENT SOLUTIONS,21/09/2020,2045.16
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE  AUG 20,B000021193/25200,E.ON UK PLC,21/09/2020,2165.43
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 30.08.20  06.09.20,B000021195/61657,G2 RECRUITMENT SOLUTIONS,21/09/2020,2379.94
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE AUG 20,B000021193/25200,E.ON UK PLC,21/09/2020,5728.5
DEV CONTROL,DEV CONTROL SYSTEM,SUPPORT AND MAINTENANCE,B000021195/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,21/09/2020,10467.52
HOUSING ADVICE,GRANTS,MAUNDY RELIEF SCHEME 20/21,B000021195/19391,MAUNDY RELIEF,21/09/2020,12000
ARSON REFUSE VEHICLES,HIRED VEHICLE,RENTAL CHARGES - SEPT 20,B000021198/59171,COLLETT TRANSPORT SERVICES,22/09/2020,1710
ARSON REFUSE VEHICLES,HIRED VEHICLE,RENTAL CHARGES - SEPT 20,B000021198/59171,COLLETT TRANSPORT SERVICES,22/09/2020,1710
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,EXTENDED WARRANTY ,B000021198/46880,SPECIALIST FLEET SERVICES LTD,22/09/2020,1720
VEHICLE MAINT WORK DONE,EQUIPMNT REPAIR & MAINT,BIN LIFT COLOUR,B000021198/46880,SPECIALIST FLEET SERVICES LTD,22/09/2020,4000
PEEL PARK TENNIS COURT,CONTRACTOR OTHER,INSTALL TENNIS NET AND MINI NET,B000021198/64267,AMV PLAYGROUND SOLUTIONS LTD,22/09/2020,5267
ACC MKT HALL SVCE YARD LAMPS,CONTRACTOR OTHER,WORK AT ACC TOWN HALL SERVICE YARD,B000021203/64476,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,23/09/2020,450
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,MERCERS ACTURIAL SERVICES 2020,B000021200/2496,LANCASHIRE COUNTY COUNCIL,23/09/2020,552.81
MOT GENERAL,AGENCY STAFF,TEMP MOT TESTER,B000021202/61466,AUTOTECH RECRUIT,23/09/2020,1025
ACC MKT HALL SVCE YARD LAMPS,CONTRACTOR OTHER,WORKS AT MARKET HALL SERVICE YARD,B000021203/28458,MARCHBRIDGE BUILDERS LTD,23/09/2020,1253.15
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAMING PLATES,B000021203/28458,MARCHBRIDGE BUILDERS LTD,23/09/2020,1456
HOUSING ADVICE,GRANTS,HARV GRANT AGREEMENT PROV OF SAFE HOUSES,B000021203/61366,HARV HOUSING CIC,23/09/2020,2750
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW HEATING SYSTEM,B000021203/63765,JDL DOUBLE GLAZING LTD,23/09/2020,3250
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,IND REPORT ARCHITECTURAL LIGHTING,B000021200/40866,L I T E,23/09/2020,3496
REGISTRATION OF ELECTORS,AGENCY STAFF,STAFF 1ST QUARTER PAYMENT 20/21,B000021200/45531,BOROUGH OF PENDLE,23/09/2020,5250
PENDLE ST PH1,CONTRACTOR OTHER,DEMOLITION,B000021200/51521,HARDCORE CRUSHING LTD,23/09/2020,56633.45
DEV CONTROL,ADVERTISING GENERAL,PRESS NOTICE,B000021206/59724,TMP (UK) LTD,25/09/2020,267.6
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,"MIRROR GLASS, BUMPER, BRAKE PADS",B000021207/1164,DENNIS EAGLE LIMITED,25/09/2020,276.51
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKE PAD SET,B000021207/1164,DENNIS EAGLE LIMITED,25/09/2020,289.28
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,HOUSE CLEARANCE,B000021208/1248,DUNCAN CAMPBELL,25/09/2020,550
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SPRING/ BUSHES,B000021207/8433,WALTON SUMMIT TRUCK CENTRE LTD,25/09/2020,861.21
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE - WRA PROCESS SYSTEMS,B000021208/57133,INTERSERVE FS (UK) LTD,25/09/2020,900
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 30.08.20,B000021208/55150,VENN GROUP LIMITED,25/09/2020,925
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 20.09.20,B000021208/55150,VENN GROUP LIMITED,25/09/2020,925
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  W/E 13.09.20,B000021208/55150,VENN GROUP LIMITED,25/09/2020,925
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  W/E 20.09.20,B000021208/46341,MORGAN HUNT UK LTD,25/09/2020,948.68
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 20.09.20,B000021208/46341,MORGAN HUNT UK LTD,25/09/2020,990.86
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF  W/E 20.09.20,B000021208/33923,EDEN BROWN LIMITED,25/09/2020,1010.1
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 20.09.20,B000021206/61657,G2 RECRUITMENT SOLUTIONS,25/09/2020,1092.96
DEV CONTROL,COURT FEES RECOVERED,PROFESSIONAL FEES,B000021208/59174,KEPPIE MASSIE,25/09/2020,1100
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,FEES,B000021206/62122,FRANCIS ROBERTS ARCHITECTS,25/09/2020,1800
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 20.09.20,B000021206/61657,G2 RECRUITMENT SOLUTIONS,25/09/2020,2067
GYPSY SITE,RENT AND HIRE OF PREMISES,VAN HIRE 07.06.20 - 30.08.20,B000021206/45458,GLOSSOP CARAVANS LTD,25/09/2020,5560
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE - ENTRANCE DOOR NEW BATTERY UNIT,B000021210/37111,AUTOMATIC DOOR COMPANY,28/09/2020,281
LCC COVID PREVENTION,AGENCY STAFF,AGENCY STAFF W/E 13/09/2020,B000021209/55740,RAPID RECRUITMENT LTD,28/09/2020,325.05
HYNDBURN CEMETERIES,SEWERAGE,WATER RATES - ACC CEM/GATES,B000021209/8325,WATER PLUS LTD,28/09/2020,348.1
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,NORTHERN LIFE MAGAZINE  JULY/AUG 2020,B000021209/17546,SCOTT DAWSON ADVERTISING LTD,28/09/2020,450
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WAGON  - 14/09/2020,B000021209/9294,STANLEY BROTHERS (TIPPERS) LTD,28/09/2020,450
