Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF-W/E 21.02.2020,B000020847/33923,EDEN BROWN LIMITED,06/04/2020,1010.10
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,MOWER PARTS,B000020848/7805,SPALDINGS UK LTD,06/04/2020,1018.43
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 29.3.20,B000020850/61657,G2 RECRUITMENT SOLUTIONS,06/04/2020,1122.84
PARKS & OPEN SPACES,PLAYGROUND REPAIRS, ANNUAL INSPECTION ON 25 PLAY AREAS,B000020846/61071,MORRAL PLAY SERVICES LTD,06/04/2020,1125.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF - W/E 23/03/20,B000020850/58852,OYSTER PARTNERSHIP,06/04/2020,1302.12
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,1380.00
CORPORATE PROPERTY,R & M SOFTWARE MISC,GGP 01/04/2020 TO 31/03/2021,B000020847/1639,GGP SYSTEMS LTD,06/04/2020,1389.66
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF- W/E 29.3.20,B000020850/61657,G2 RECRUITMENT SOLUTIONS,06/04/2020,1437.54
INTERNAL AUDIT,PUBLICATIONS & PERIODICALS,NAFN SUBS 2020/21 CUST ID 276177,B000020847/58700,TAMESIDE MBC,06/04/2020,1600.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 29-3-2020,B000020845/55740,RAPID RECRUITMENT LTD,06/04/2020,1636.88
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E29.3.20,B000020850/61657,G2 RECRUITMENT SOLUTIONS,06/04/2020,2097.16
LIBRARY ST DEPOT,GENERAL REPAIR & MAINT BLDGS,NEW BARRIER - CVMU,B000020853/58448,GATE AUTOMATION SOLUTIONS LTD,06/04/2020,3180.23
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,3585.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,3680.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,3703.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,3725.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,3980.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,4145.00
ARSON REFUSE VEHICLES,NEW EQUIPMENT,REPLACEMENT EQUIPMENT,B000020845/1192,DICK LEIGH CHAINSAW SPECIALIST,06/04/2020,5574.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MUSIC/MEDIA CHARGES,B000020845/55609,OBITUS (VIVEDIA LTD),06/04/2020,5592.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,6332.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020847/7874,STANNAH LIFT SERVICES LIMITED,06/04/2020,7194.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,REMOTE SUPPORT,B000020847/783,CAPITA BUSINESS SERVICES LTD,06/04/2020,8996.27
16 CHINA ST DV RENOVATION,CONTRACTOR OTHER,HMO WORKS  ,B000020850/59128,GEORGE PEARCE & SONS LTD,06/04/2020,14390.39
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL,B000020845/45743,WATSON PETROLEUM,06/04/2020,18348.17
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE MAINTENANCE,B000020847/783,CAPITA BUSINESS SERVICES LTD,06/04/2020,46508.83
WILLOWS LANE DEPOT,SECURITY SYSTEM MAINTENANCE,"ALARM RESPONSE RANGER STREET, ACCRINGTON  24.03.20 26.03.20 28.03.20",B000020856/44845,KEYPLUS SECURITY LTD,08/04/2020,256.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  16.3.20 TO 22.3.20,B000020856/58023,BUCKINGHAM FUTURES LTD,08/04/2020,273.00
PARKS & OPEN SPACES,ASSET MAINT R&M,GATTY PARK - JET FOUL LINES ,B000020855/54512,CLEAR A DRAIN LTD,08/04/2020,285.00
REFUSE COLLECTION,IMPLEMENTS & TOOLS,TUBS OF HAND WIPES,B000020858/7951,SYSTEM HYGIENE LTD,08/04/2020,400.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,SUPPLY AND INSTALL NEW WATER HEATER,B000020855/37017,PILKINGTON BROS (CHURCH) LTD,08/04/2020,405.55
SCAITCLIFFE HOUSE,GENERAL GROUNDS MAINTENANCE,INSTALL BABY CHANGING UNIT,B000020855/37017,PILKINGTON BROS (CHURCH) LTD,08/04/2020,417.64
MILNSHAW PARK PLAY AREA,MISCELLANEOUS,SITE STAGE FEES 5 OF 5 MILNSHAW ,B000020858/52714,THE INTELLIGENT DESIGN CENTRE LTD,08/04/2020,420.35
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF GROUNDS MAINTENANCE P.THOMAS WK 29.3.20 REF 30855,B000020856/19414,HEADS RECRUITMENT LIMITED,08/04/2020,462.93
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP FRONT REPLACEMENT,B000020855/52714,THE INTELLIGENT DESIGN CENTRE LTD,08/04/2020,641.04
PARKS & OPEN SPACES,ASSET MAINT R&M,BULLOUGH PARK - BOILER NEW PROBES AND TRAP,B000020855/59248,LANCASHIRE GAS SERVICES,08/04/2020,728.77
STREET CLEANSING,CONTAINER REPAIRS & SPARES,REPAIRS TO 22YD HLS SKIP BODYS ,B000020858/1453,FAIRPORT CONTAINERS LTD,08/04/2020,734.68
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL - REPAIRS TO TAPS ,B000020855/59248,LANCASHIRE GAS SERVICES,08/04/2020,1074.50
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 5.4.20,B000020857/61657,G2 RECRUITMENT SOLUTIONS,08/04/2020,1095.12
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 30.3.20 TO 5.4.20 ,B000020856/55740,RAPID RECRUITMENT LTD,08/04/2020,1227.66
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 30/03/20,B000020857/58852,OYSTER PARTNERSHIP,08/04/2020,1260.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 5.4.20,B000020857/61657,G2 RECRUITMENT SOLUTIONS,08/04/2020,1453.12
PEEL PARK ENTERANCE IMPROVEMEN,CONTRACTOR OTHER,DESIGN STAGES  PEEL PARK ENTRANCE ,B000020856/24110,NEWGROUND CIC,08/04/2020,2000.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 5.4.20,B000020857/61657,G2 RECRUITMENT SOLUTIONS,08/04/2020,2048.28
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020855/45450,MERCERS BUILDERS LTD,08/04/2020,4270.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000020855/410,B MCDERMOTT & SON (LANCS) LTD,08/04/2020,7647.40
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020855/21792,H & M BUILDING & JOINERY LTD,08/04/2020,8800.00
CORPORATE PROPERTY,SECURITY SYSTEM MAINTENANCE,MERCER HIUSE- KEY HOLDING ANNUAL CHARGE,B000020861/44845,KEYPLUS SECURITY LTD,13/04/2020,260.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 3.4.20,B000020861/59823,HAYS,13/04/2020,270.70
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 5.4.20,B000020861/63907,BUTLER ROSE,13/04/2020,832.50
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 22.3.20,B000020861/63907,BUTLER ROSE,13/04/2020,1034.96
COVID 19,MATERIALS-MISC,HUB CARDBOARD BOXES,B000020861/17546,SCOTT DAWSON ADVERTISING LTD,13/04/2020,2240.00
FACILITIES TEAM,AGENCY STAFF,PLACEMENT FEE ,B000020861/59823,HAYS,13/04/2020,4254.77
COVID 19,ADVERTISING GENERAL,SUPPORT - MONTH 1,B000020861/17546,SCOTT DAWSON ADVERTISING LTD,13/04/2020,8000.00
MEMBER SERVICES,COMPUTER SERVICES,MODERN.GOV SUBS - 1.5.20 TO 30.4.21,B000020861/17209,CIVICA UK LIMITED,13/04/2020,10475.50
REGISTRATION OF ELECTORS,RENTAL & MAINT SOFTWARE MISC,XPRESS MTCE - YEAR 2,B000020861/17209,CIVICA UK LIMITED,13/04/2020,12000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,REPAIRS ,B000020861/58004,B MCDERMOTT & SON (LANCS) LTD,13/04/2020,23220.00
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,"ANNUAL CHARGE  MERCER HOUSE, MERCER PARK",B000020863/44845,KEYPLUS SECURITY LTD,14/04/2020,260.00
PARKS & OPEN SPACES,WATER CHARGES,WATER CHARGES  - BOLTON AVENUE RECREATION GROUND,B000020863/8325,WATER PLUS LTD,14/04/2020,470.19
WILLOWS LANE DEPOT,DEPOT COSTS,WORKS CARRIED OUT- WILLOWS LANE,B000020863/20,A BYRNE FENCING,14/04/2020,4300.00
WILLOWS LANE DEPOT,WATER CHARGES,WATER CHARGES WILLOWS LANE,B000020863/8325,WATER PLUS LTD,14/04/2020,8695.94
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING MATERIALS,B000020868/7033,OPTION HYGIENE,15/04/2020,305.65
HAWORTH ART GALLERY,LICENSING PLACES OF ENTERTMT,PRIS PPC LIC 20/21,B000020868/38998,THE PERFORMING RIGHT SOCIETY,15/04/2020,310.75
PENDLE ST PH1,CONTRACTOR OTHER,SCAFFOLDING,B000020868/61130,KIRK SCAFFOLDING LTD,15/04/2020,318.86
LICENSING,OTHER FEES,DBS CHECKS MAR 20,B000020866/54847,DISCLOSURE & BARRING SERVICE,15/04/2020,520.00
SCAITCLIFFE HOUSE,EQUIPMNT REPAIR & MAINT,BADGES,B000020868/375,AUTO TIME SYSTEMS NORTHERN,15/04/2020,690.00
HUMAN RESOURCES,DRUGS & ALCOHOL,DRUG WIPES AND MOUTHPIECES,B000020866/57686,D TEC INTERNATIONAL,15/04/2020,1461.00
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL MAR 20,B000020866/25200,E.ON UK PLC,15/04/2020,1469.31
LIBRARY ST DEPOT,ELECTRICITY,CVMU MAR 20,B000020866/25200,E.ON UK PLC,15/04/2020,1496.99
GYPSY SITE,ELECTRICITY,GYPSY SITE MAR 20,B000020866/25200,E.ON UK PLC,15/04/2020,1613.94
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000020868/62122,FRANCIS ROBERTS ARCHITECTS,15/04/2020,1628.00
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET MAR 20,B000020866/25200,E.ON UK PLC,15/04/2020,2518.79
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILD REPAIRS,B000020868/63912,JACANA CARE TRUST,15/04/2020,2872.00
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL MAR 20,B000020868/25200,E.ON UK PLC,15/04/2020,2923.26
RECYCLING COLLECTION,CANS PLASTICS 50% INCOME LCC,RECYCLABLE SHARE LCC,B000020866/2496,LANCASHIRE COUNTY COUNCIL,15/04/2020,3664.50
SCAITCLIFFE HOUSE,ELECTRICITY,SCATICLIFFE MAR 20,B000020868/25200,E.ON UK PLC,15/04/2020,4751.33
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE MAR 20,B000020866/25200,E.ON UK PLC,15/04/2020,6760.68
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 29.03.20,B000020873/33923,EDEN BROWN LIMITED,16/04/2020,955.50
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 29.03.20,B000020873/46341,MORGAN HUNT UK LTD,16/04/2020,970.51
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 05.04.20,B000020873/46341,MORGAN HUNT UK LTD,16/04/2020,970.51
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 08.04.20,B000020873/33923,EDEN BROWN LIMITED,16/04/2020,1010.10
CUSTOMER SERVICES,BPR/CONTACT CENTRE,20 HEADSETS,B000020873/2016,INCOM TELECOMMUNICATIONS,16/04/2020,1059.80
Corporate Property Bus Unit,AGENCY STAFF,STAFF WE 30.03.20,B000020873/58852,OYSTER PARTNERSHIP,16/04/2020,1152.00
BUILDING CONTROL B.U.,GRASS CUTTING CONTRACT,BC SERVICES MARCH 2020,B000020873/55748,CAPITA PROPERTY & INFRASTRUCTURE LTD,16/04/2020,4929.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,HIRE OF ROOM FOR PCC 2020,B000020876/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,18/04/2020,360.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 12.04.20,B000020876/61657,G2 RECRUITMENT SOLUTIONS,18/04/2020,844.92
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 22.03.20,B000020876/61657,G2 RECRUITMENT SOLUTIONS,18/04/2020,1159.20
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,PO SUNDRY BAGS PCC 2020,B000020876/7735,SHAW & SONS LTD,18/04/2020,1207.90
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF NP/E 12.04.20,B000020876/61657,G2 RECRUITMENT SOLUTIONS,18/04/2020,1214.86
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 12.04.20,B000020876/61657,G2 RECRUITMENT SOLUTIONS,18/04/2020,1960.92
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 08.03.20,B000020876/61657,G2 RECRUITMENT SOLUTIONS,18/04/2020,1985.36
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 22.03.20,B000020876/61657,G2 RECRUITMENT SOLUTIONS,18/04/2020,2002.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,IMPROVEMENT AGENCY APRIL TO JUN 20,B000020876/1957,HOMEWISE SOCIETY LTD,18/04/2020,6233.13
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,WASTE REMOVAL,B000020877/59338,WASTE BUSTERS WASTE REMOVAL,20/04/2020,350.00
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,WASTE REMOVAL,B000020877/59338,WASTE BUSTERS WASTE REMOVAL,20/04/2020,400.00
MARKETS - OPERATIONS,ASSET MAINT R&M,REGLAZE WINDOW,B000020877/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,20/04/2020,507.35
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,STOCK ITEMS,B000020878/18374,AUTOMOTIVE TOOL AND SUPPLIES,20/04/2020,595.15
LEISURE IN HYNDBURN,GRANTS-GENERAL,REDUCED SWIM,B000020877/29112,HYNDBURN LEISURE,20/04/2020,784.00
MOT GENERAL,AGENCY STAFF,STAFF,B000020878/61466,AUTOTECH RECRUIT,20/04/2020,800.00
MOT GENERAL,TRAINING EXPENSES,STAFF 05.04.20,B000020878/61466,AUTOTECH RECRUIT,20/04/2020,975.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS LABOUR FOR SERVICE,B000020878/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,20/04/2020,979.28
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS AND LABOUR,B000020878/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,20/04/2020,990.50
LEISURE IN HYNDBURN,GRANTS-GENERAL,ARMED FORCES CONTRIBUTION,B000020877/29112,HYNDBURN LEISURE,20/04/2020,994.30
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS AND LABOUR,B000020878/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,20/04/2020,1069.18
ARSON REFUSE VEHICLES,EMERGENCY REPAIRS,OAKHILL PARK,B000020877/37017,PILKINGTON BROS (CHURCH) LTD,20/04/2020,1662.82
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020877/51317,PRISM MEDICAL UK,20/04/2020,1836.79
ACC TOWN HALL,GENERAL GROUNDS MAINTENANCE,BROADWAY WORKS,B000020877/37017,PILKINGTON BROS (CHURCH) LTD,20/04/2020,2196.89
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,2019/2020 EXT AUDIT,B000020877/38319,GRANT THORNTON UK LLP,20/04/2020,9033.50
INSURANCES,PREMIUMS PAID,GROUP LIFE POLICY 2021,B000020877/60858,METLIFE,20/04/2020,10962.00
ADMINISTRATION EXPENSES,PHOTOCOPYING,COPIER CHARGES,B000020882/999,SHARP BUSINESS SYSTEMS UK PLC,21/04/2020,530.77
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 6-4-20 TO 12-4-20 ,B000020882/55740,RAPID RECRUITMENT LTD,21/04/2020,955.54
ARSON REFUSE VEHICLES,IMPLEMENTS & TOOLS,ARMORGARD STRIMMERSAFE RACK,B000020883/35458,GROUNDSMAN TOOLS & SUPPLIES LLP,21/04/2020,2399.97
CCTV'S,PRIVATE CONTRACTORS WORK,PUBLIC SPACE CCTV MONITORING ,B000020882/28873,BLACKBURN WITH DARWEN B.C.,21/04/2020,7497.60
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL ,B000020882/45743,WATSON PETROLEUM,21/04/2020,8801.76
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,MARCH 2020 PLASTICS/CANS TONNAGE 296.300 KGS @ £30.50 PER TON,B000020882/33025,RISHTON WASTE PAPER LTD,21/04/2020,9037.15
PEEL PARK ENTERANCE IMPROVEMEN,CONTRACTOR OTHER,PEEL PARK ENTRANCE  INTERIM APPLICATION 1,B000020882/42355,O'CALLAGHAN LTD,21/04/2020,19000.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TRACK ROD END,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,253.94
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,AIR FILTRS,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,286.15
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,GLOVES,B000020884/7228,PIRTEK PRESTON 2004 LTD,22/04/2020,369.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WORKS,B000020884/1164,DENNIS EAGLE LIMITED,22/04/2020,461.66
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SKIDS AND WASHERS,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,536.95
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COMPRESSION LEG,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,578.65
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTERS,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,656.90
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,DUMP VALVE   CABLE,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,714.95
MOT GENERAL,TRAINING EXPENSES,STAFF 19.4.20,B000020884/61466,AUTOTECH RECRUIT,22/04/2020,775.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEERING CYLINDER,B000020884/7688,AEBI SCHMIDT UK LTD,22/04/2020,1210.66
COVID 19,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000020888/53622,SPECTRUM COMPUTER SUPPLIES LTD,23/04/2020,294.00
GENERAL EXPENSES,CABINET ACTION FUND,FLOWERS,B000020886/63949,ST JOHNS CHURCH,23/04/2020,300.00
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,BENEFITS SUB WEBINAR,B000020886/783,CAPITA BUSINESS SERVICES LTD,23/04/2020,300.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020886/12122,MAUNDY RELIEF,23/04/2020,400.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,LICENCE TO APR 2021,B000020888/61589,INAPLEX LTD,23/04/2020,480.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 12.4.20,B000020886/46341,MORGAN HUNT UK LTD,23/04/2020,803.40
ACC TOWN HALL,CLEANING OF BUILDINGS,BROADWAY CLEANING MAR 20,B000020886/29112,HYNDBURN LEISURE,23/04/2020,936.00
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000020886/52714,THE INTELLIGENT DESIGN CENTRE LTD,23/04/2020,957.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 12.4.20,B000020886/33923,EDEN BROWN LIMITED,23/04/2020,1010.10
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020886/12122,MAUNDY RELIEF,23/04/2020,1050.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 8.3.20,B000020886/61657,G2 RECRUITMENT SOLUTIONS,23/04/2020,1110.96
COMPUTER SERVICES,BROADBAND,INTERNET CONNECTION TO 31.3.21,B000020888/2496,LANCASHIRE COUNTY COUNCIL,23/04/2020,4037.22
CVMU HGV RAMP & WORKS,CONTRACTOR OTHER,LIBRARY ST LAMPS,B000020886/52330,JOHN WADE GROUNDWORKS LTD,23/04/2020,9469.91
COVID 19,DISASTER PLANNING,LAPTOPS,B000020888/57717,DEANE COMPUTER SOLUTIONS LIMITED,23/04/2020,14450.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,EMERGENCY FUND RELEASE,B000020890/60670,FRIENDS OF RHYDDINGS PARK,24/04/2020,732.00
DOG WARDEN,KENNELING - DAYTIME,KENNELLING FEES MARCH 20 FOR HYNDBURN - DAY RATES,B000020890/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,24/04/2020,1342.86
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER CARTRIDGE,B000020893/7688,AEBI SCHMIDT UK LTD,27/04/2020,279.96
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB UTILITY CHARGE 1.3.20 - 31.3.20,B000020891/59343,EDF ENERGY,27/04/2020,279.97
HAWORTH ART GALLERY,ASSET MAINT R&M,HAWORTH ART WATER RISK ASES,B000020891/57133,INTERSERVE FS (UK) LTD,27/04/2020,490.00
LEISURE IN HYNDBURN,ASSET MAINT R&M,ACC TOWN HALL CLEANING CWST TANKS,B000020891/57133,INTERSERVE FS (UK) LTD,27/04/2020,492.31
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BALL JOINTS,B000020893/7688,AEBI SCHMIDT UK LTD,27/04/2020,565.80
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 07.2.20,B000020891/59823,HAYS,27/04/2020,688.98
DEV CONTROL,DEV CONTROL SYSTEM,SPATIAL EXT 1.6.20- 31.5.21,B000020891/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,27/04/2020,789.46
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 19.4.20,B000020891/61657,G2 RECRUITMENT SOLUTIONS,27/04/2020,842.40
