Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT WORK TO TREES,B000020401/22189,ROY CATTERMOLE (TREE SURGEON),10/09/2019,950.00
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,STRIMMER,B000020401/442,BALMERS GARDEN MACHINERY,10/09/2019,464.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,WELDING AT ST JAMES SKATEBOARD PARK,B000020401/45363,J B I ENGINEERING NW LTD,10/09/2019,876.00
PARKS & OPEN SPACES,PROTECTIVE CLOTHING,HEAT SEALS PARKS & OPEN SPACES  C66,B000020401/49604,BE SMART CLOTHING LTD,10/09/2019,411.00
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGE SEARCHES,B000020402/2496,LANCASHIRE COUNTY COUNCIL,11/09/2019,525.00
LAND CHARGES,LAND CHARGES,LLC SEARCHES,B000020402/2496,LANCASHIRE COUNTY COUNCIL,11/09/2019,372.00
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 30.08.19,B000020402/59823,HAYS,11/09/2019,681.85
FACILITIES TEAM,PRIVATE CONTRACTORS WORK,STAFF  AUGUST 2019,B000020402/60967,JAC FM LIMITED,11/09/2019,4581.93
ENVIRONMENTAL PROTECTION TEAM,LEGAL FEES,TRIBUNAL COSTS,B000020403/26004,FORBES SOLICITORS,11/09/2019,3620.50
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES, SECURITY,B000020403/48843,CLEARWAY ENV SERVICES (UK) LTD,11/09/2019,580.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C  01.09.19,B000020403/61657,G2 RECRUITMENT SOLUTIONS,11/09/2019,984.60
ALLOTMENTS,WATER CHARGES,WATER HUNCOAT,B000020403/8325,WATER PLUS LTD,11/09/2019,415.04
MOT GENERAL,AGENCY STAFF,STAFF 08.09.19,B000020404/61466,AUTOTECH RECRUIT,11/09/2019,975.00
LEISURE IN HYNDBURN,ELECTRICITY,MARKET HALL - AUG 19,B000020405/25200,E.ON UK PLC,11/09/2019,3884.45
LEISURE IN HYNDBURN,ELECTRICITY,HYNDBURN SPORTS CENTRE- AUG 19,B000020405/25200,E.ON UK PLC,11/09/2019,3966.31
MARKETS - OPERATIONS,ELECTRICITY,MARKET HALL - AUG 19,B000020405/25200,E.ON UK PLC,11/09/2019,2624.06
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - AUG 19,B000020405/25200,E.ON UK PLC,11/09/2019,2228.71
LIBRARY ST DEPOT,ELECTRICITY,CVMU - AUG 19,B000020405/25200,E.ON UK PLC,11/09/2019,688.26
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - AUG 19,B000020405/25200,E.ON UK PLC,11/09/2019,1579.56
LOCAL TAXATION,LEGAL FEES,COSTS,B000020405/27972,ROSSENDALES,11/09/2019,554.60
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 8.9.19,B000020405/61546,R K GROUP,11/09/2019,819.84
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020405/61915,RYDER AND DUTTON,11/09/2019,519.00
LOCAL TAXATION,OFFICE CONSUMABLES,HOUSING FRAMEWORK WITH ALLPAY,B000020405/61917,CHESHIRE EAST COUNCIL,11/09/2019,1500.00
P & C G,ADMIN SERVICES,STATIONERY,P -CARD - SEPT 19,OFFICE DEPOT,11/09/2019,327.08
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  AUGUST,32150,G4S CASH SOLUTIONS,13/09/2019,378.34
ACCRINGTON CREMATORIUM,URNS & CASKETS,ASHES BOXES FOR ACCRINGTON WITH LOGO,B000020408/27901,TELESHORE (UK) LTD,16/09/2019,775.00
WILLOWS LANE DEPOT,SECURITY SYSTEM MAINTENANCE,"ALARM RESPONSE WILLOWS LANE  AUGUST 19  PLUS KEYHOLDING ANNUAL CHARGES FOR BROWN ST, WILLOWS LANE",B000020408/44845,KEYPLUS SECURITY LTD,16/09/2019,580.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 8.7.19 - 14.7.19 ,B000020408/55740,RAPID RECRUITMENT LTD,16/09/2019,387.17
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK  2.9.19 TO 8.9.19 ,B000020408/55740,RAPID RECRUITMENT LTD,16/09/2019,387.17
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS ,B000020408/60670,FRIENDS OF RHYDDINGS PARK,16/09/2019,500.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,"DISCOVER HYNDBURN, A GRAND DAY OUT  ADVERT",B000020408/61918,PRO DIGITAL MEDIA & EVENT MANAGEMENT LTD,16/09/2019,395.00
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE  5.9.19 ,B000020408/7871,STANLEY BROS TIPPERS LTD,16/09/2019,390.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL,B000020408/7979,T SPLITT,16/09/2019,18410.40
GYPSY SITE,ELECTRICITY,GYPSY SITE - AUG 19,B000020409/25200,E.ON UK PLC,16/09/2019,1245.39
LOCAL TAXATION,LEGAL FEES,COSTS,B000020409/27972,ROSSENDALES,16/09/2019,354.00
DEV CONTROL,DEV CONTROL SYSTEM,SOFTWARE SUPPORT 1.10.19-30.9.20,B000020409/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,16/09/2019,10374.15
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 6.9.19,B000020409/59823,HAYS,16/09/2019,1257.04
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 6.9.19,B000020409/59823,HAYS,16/09/2019,778.79
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 8.9.19,B000020409/61657,G2 RECRUITMENT SOLUTIONS,16/09/2019,1670.40
LOCAL TAXATION,LEGAL FEES,PROFESSIONAL FEES ,B000020409/61871,MS LISA FENG,16/09/2019,550.00
WOODNOOK VALE ENTRANCE IMPS,CONTRACT WORKS,ENTRANCE WORKS,B000020410/52330,JOHN WADE GROUNDWORKS LTD,16/09/2019,8442.87
DUMPERS,AQUISITION OF VEHICLES,SALE OF 3 DUMPERS,B000020410/57276,CHRYSTAL CONSULTING,16/09/2019,12750.00
WOODNOOK VALE ENTRANCE IMPS,OTHER FEES,FEES,B000020410/60561,PROFFITS - INVESTING IN COMMUNITIES,16/09/2019,1442.50
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WILDFLOWERS,B000020410/61845,BOSTON SEEDS LTD,16/09/2019,822.16
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,RIVET & BUMPER COVERS,B000020413/1164,DENNIS EAGLE LIMITED,18/09/2019,294.24
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 15.9.19,B000020413/61466,AUTOTECH RECRUIT,18/09/2019,975.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SENSOR SONIC,B000020413/8014,TERBERG MATTEC UK LTD,18/09/2019,514.81
LCC JUNCTION 7 CONTRIBUTION,CONTRACTOR OTHER,BURNLEY PENDLE & GROWTH CORRIDOR,B000020414/2496,LANCASHIRE COUNTY COUNCIL,18/09/2019,250000.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,SERVICE LEVEL AGREEMENT - ARCHAEOLOGY,B000020414/2496,LANCASHIRE COUNTY COUNCIL,18/09/2019,2234.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000020414/27972,ROSSENDALES,18/09/2019,414.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 08.09.19,B000020419/33923,EDEN BROWN LTD,19/09/2019,996.45
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 08.09.19,B000020419/46341,MORGAN HUNT UK LTD,19/09/2019,760.67
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 26.08.19,B000020419/58852,OYSTER PARTNERSHIP,19/09/2019,842.40
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 29.07.19,B000020419/58852,OYSTER PARTNERSHIP,19/09/2019,1555.20
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT, 16.08.19 - 15.09.19,B000020419/61288,XBM LTD,19/09/2019,276.37
COMPUTER SERVICES,YEAR 2000, 16.08.19 - 15.09.19,B000020419/61288,XBM LTD,19/09/2019,276.37
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 15.09.19,B000020419/61546,R K GROUP,19/09/2019,583.48
COMPUTER SERVICES,TELEPHONES,Sep-19,B000020419/644,BRITISH TELECOMMUNICATIONS PLC,19/09/2019,442.54
BANK CHARGES,BANK CHARGES,STREAMLINE,32203,WORLDPAY,19/09/2019,1402.91
BANK CHARGES,BANK CHARGES,STREAMLINE,32203,WORLDPAY,19/09/2019,2015.08
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 25.8.19,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,284.07
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF WK 1.9.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,345.34
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 25.8.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,462.93
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK  25.8.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,434.46
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK  25.8.19  ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,462.93
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 1.9.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,367.97
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 8.9.19,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,462.93
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 8.9.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,434.46
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  1.9.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,362.04
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 1.9.19 ,B000020420/19414,HEADS RECRUITMENT LIMITED,20/09/2019,490.16
HYNDBURN CEMETERIES,MATERIALS-DIRECT,SUPPLY OF SPRING BEDDING BULBS,B000020420/25910,J PARKER DUTCH BULBS (WHOLESALE) CO,20/09/2019,293.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,CROWD CONTROL COVERS FOR BARRIERS ,B000020420/61844,SAFE FENCE,20/09/2019,809.79
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL,B000020420/7979,T SPLITT,20/09/2019,5114.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,HP450 LAPTOP,B000020421/1106,B T BUSINESS DIRECT,23/09/2019,499.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020421/30178,B3P SERVICES LTD,23/09/2019,4000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020421/30178,B3P SERVICES LTD,23/09/2019,529.40
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020421/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,23/09/2019,400.00
HAWORTH ART GALLERY,EQUIPMNT REPAIR & MAINT,REFURBISHMENT OF PIANO,B000020421/61920,STORRS HALL HOTEL,23/09/2019,1250.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,GAZEBOS,B000020422/17546,SCOTT DAWSON ADVERTISING LTD,23/09/2019,3823.00
MILNSHAW PARK PLAY AREA,MISCELLANEOUS,PROFESSIONAL SERVICES,B000020422/52714,THE INTELLIGENT DESIGN CENTRE LTD,23/09/2019,4194.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020423/36323,UPGRADE WINDOWS (BURNLEY) LTD,23/09/2019,708.34
REFUSE/CLEANSING ADMIN STAFF,MOBILES,I PHONE,B000020423/46800,ADEPT4 MANAGED IT LIMITED,23/09/2019,509.16
STRATEGIC HOUSING DEPARTMENT,NEW EQUIPMENT,"4 X HP ELITE DISPALY E202 20"" MONITORS",B000020423/52932,INSIGHT DIRECT (UK) LTD,23/09/2019,416.44
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020423/7874,STANNAH LIFT SERVICES LIMITED,23/09/2019,4341.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,IT SUPPORT MAINTENANCE,B000020423/819,ADVANCED BUSINESS SOLUTIONS,23/09/2019,37681.32
VEHICLE MAINT WORK DONE,IMPLEMENTS & TOOLS,SUPPLY & FIT GOODS,B000020425/30368,SCL,25/09/2019,286.10
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 22.9.19,B000020425/61466,AUTOTECH RECRUIT,25/09/2019,975.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020426/30178,B3P SERVICES LTD,25/09/2019,5027.71
MOORFIELD ENCAPSULATION,WORK DONE DLO-HIGHWAYS,SUBSISTANCE CHARGES,B000020428/59657,ENVIRONMENT AGENCY,25/09/2019,3002.95
PUBLIC TRANSPORT,MAINTENANCE,REGLAZE BUS SHELTERS,B000020428/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,25/09/2019,417.25
REGISTRATION OF ELECTORS,CANVASS,CANVASS AUTO RESPONSES,B000020429/25419,ELECTORAL REFORM SERVICES,25/09/2019,1606.40
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PARIS EXCESS TRANSACTIONS,B000020431/17209,CIVICA UK LIMITED,27/09/2019,434.07
PARKS & OPEN SPACES,ASSET MAINT R&M,EXTRACTOR FANS - WHITEASH,B000020432/23376,CITY ELECTRICAL FACTORS LTD,30/09/2019,282.93
HYNDBURN CEMETERIES,ASSET MAINT R&M,UPGRADE CCTV CAMERA- ACC CEM,B000020433/24998,FULL CIRCUIT FIRE & SECURITY LTD,30/09/2019,274.06
PARKS & OPEN SPACES,ASSET MAINT R&M,UPGRADE ALARM - LOWERFOLD,B000020433/24998,FULL CIRCUIT FIRE & SECURITY LTD,30/09/2019,623.50
ACC TOWN HALL IMPROVEMENTS,EQUIPMENT,PHASE 4 - FURNITURE,B000020433/29112,HYNDBURN LEISURE,30/09/2019,21950.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC - SEPT 19,B000020433/29112,HYNDBURN LEISURE,30/09/2019,1600.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC - AUG 19,B000020433/29112,HYNDBURN LEISURE,30/09/2019,1600.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 22.9.19,B000020433/33923,EDEN BROWN LTD,30/09/2019,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 15.9.19,B000020433/33923,EDEN BROWN LTD,30/09/2019,682.50
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 22.9.19,B000020433/46341,MORGAN HUNT UK LTD,30/09/2019,786.90
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 15.9.19,B000020433/46341,MORGAN HUNT UK LTD,30/09/2019,963.95
LEISURE IN HYNDBURN,ASSET MAINT R&M,NEW PUMP - ACC TOWN HALL,B000020433/59248,LANCASHIRE GAS SERVICES,30/09/2019,474.75
HOUSING BENEFIT ADMIN,SWIPE CARDS,AUGUST,32204,ALLPAY.NET LTD,30/09/2019,1623.23
BANK CHARGES,BANK CHARGES,BANK CHARGES,32204,NATWEST / ON GROUP,30/09/2019,3436.14

