Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
MOT GENERAL,AGENCY STAFF,STAFF PE 31.05.20,B000020969/61466,AUTOTECH RECRUIT,03/06/2020,600.00
HUMAN RESOURCES,NEW EQUIPMENT,OFFICE FURNITURE,B000020968/9535,BEVLAN OFFICE INTERIORS LTD,03/06/2020,717.60
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 18.05.20,B000020968/58852,OYSTER PARTNERSHIP,03/06/2020,1260.00
LAND CHARGES,LAND CHARGES,LOCAL SEARCHES MAY 20,B000020972/2496,LANCASHIRE COUNTY COUNCIL,05/06/2020,273.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020972/52236,SYCAMORE LETTINGS,05/06/2020,390.00
ARSON REFUSE VEHICLES,HEALTH SCREENING,ANTI-BACTERIAL GEL PUMP DISPENSER,B000020974/666,"BUBBLES, BRUSHES & WIPER CO LTD",05/06/2020,419.40
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000020972/54886,MR GREG SMITH,05/06/2020,425.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,ACC TOWN HALL PHASE 4  WINDOW FOIL,B000020972/29112,HYNDBURN LEISURE,05/06/2020,445.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WAGON 22/05/2020,B000020973/9294,STANLEY BROTHERS (TIPPERS) LTD,05/06/2020,450.00
COVID 19,HIRED VEHICLE,VEHICLE HIRE ,B000020973/2062,INTACK SELF DRIVE,05/06/2020,506.40
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL,B000020974/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,05/06/2020,540.00
STREET CLEANSING,LITTER BINS/ LINERS, LITTER BIN BLACK PLASTIC LINERS,B000020974/1654,GLASDON UK LTD,05/06/2020,719.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT @ JUNCTION 6 WHITEBIRK,B000020974/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,05/06/2020,825.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,SOCIAL DISTANCING SIGNAGE FOR PARKS,B000020974/1866,HITCHENS ENGRAVERS LTD,05/06/2020,1084.00
GREEN WASTE COLLECTION,PRINTING,GREEN WASTE SUBSCRIPTIONS,B000020973/61634,DURA ID SOLUTIONS,05/06/2020,1128.04
ACC TC CLEANSING,IMPLEMENTS & TOOLS,ANNUAL SERVICE AGREEMENT ,B000020974/63954,KARCHER (UK) LTD,05/06/2020,1324.50
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 31.05.2020,B000020973/55740,RAPID RECRUITMENT LTD,05/06/2020,1436.78
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,"10,000 CHEQUES",B000020972/20296,BANK SECURITY PRINTING,05/06/2020,1455.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL ,B000020974/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,05/06/2020,1500.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 24-05-20,B000020973/55740,RAPID RECRUITMENT LTD,05/06/2020,1928.04
STREET CLEANSING,MECH SWEEPER BRUSHES,1 WIRE BRUSHES FOR SCHMIDT COMPACT,B000020974/54115,PROBRUSH,05/06/2020,2057.14
ARSON REFUSE VEHICLES,DEPOT COSTS,ALARM MAINTENANCE,B000020973/24998,FULL CIRCUIT FIRE & SECURITY LTD,05/06/2020,2309.92
STREET CLEANSING,PURPLE BAGS,"60,000 LAVENDER COLOUR SACKS ",B000020974/63519,DURASAK LIMITED,05/06/2020,3445.68
COMMERCIAL COLLECTIONS,NEW CONTAINERS,BROWN 1100LTR PLASTIC 4 WHEELED BINS WITH,B000020974/60432,WEBER UK LTD,05/06/2020,3450.00
STREET CLEANSING,DOG BAGS,"55,000 DOG WASTE SACKS ",B000020974/63519,DURASAK LIMITED,05/06/2020,3748.16
ARSON REFUSE VEHICLES,HIRED VEHICLE,RCV HIRE ,B000020973/59171,COLLETT TRANSPORT SERVICES,05/06/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,RCV HIRE ,B000020973/59171,COLLETT TRANSPORT SERVICES,05/06/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,RCV HIRE ,B000020973/59171,COLLETT TRANSPORT SERVICES,05/06/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,RCV HIRE ,B000020973/59171,COLLETT TRANSPORT SERVICES,05/06/2020,4180.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,RCV HIRE ,B000020973/59171,COLLETT TRANSPORT SERVICES,05/06/2020,4180.00
REGISTRATION OF ELECTORS,BASIC PAY,STAFF JAN - MAR 20,B000020972/45531,BOROUGH OF PENDLE,05/06/2020,5714.22
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,19/20 EXTERNAL AUDIT INST 4,B000020972/38319,GRANT THORNTON UK LLP,05/06/2020,9033.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PIPES,B000020976/7688,AEBI SCHMIDT UK LTD,08/06/2020,325.98
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FAN ASSEMBLY,B000020976/7688,AEBI SCHMIDT UK LTD,08/06/2020,1323.88
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL MARCH 20,B000020975/29112,HYNDBURN LEISURE,08/06/2020,1600.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTERS AND PULLEYS,B000020976/7688,AEBI SCHMIDT UK LTD,08/06/2020,1672.47
ARSON REFUSE VEHICLES,MATERIALS-DIRECT,SUPPLY AND FIT FENCE CVMU,B000020976/20,A BYRNE FENCING,08/06/2020,2936.00
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER 05.2.20 TO 5.5.20 ,B000020980/8325,WATER PLUS LTD,09/06/2020,360.88
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF WK 10.05.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,380.16
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 19.4.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,384.00
WASTE SERVICES,PROTECTIVE CLOTHING,BALLISTIC TROUSERS 3  X 17 PAIRS,B000020980/49604,BE SMART CLOTHING LTD,09/06/2020,391.77
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 10.5.20,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,428.06
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TOWARDS POT TO PLOT PROJECT AT RHYDDINGS PARK,B000020980/60670,FRIENDS OF RHYDDINGS PARK,09/06/2020,443.99
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 17.05.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,463.32
HYNDBURN CEMETERIES,AGENCY STAFF, 24.5.20 AGENCY STAFF ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,463.32
PARKS & OPEN SPACES,WATER CHARGES,"WASTE WATER WILSONS , 20.2.20 TO 20.5.20 ",B000020980/8325,WATER PLUS LTD,09/06/2020,487.72
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 24.5.20,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,491.01
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 17.5.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,491.01
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 05.04.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,491.01
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS AS PART OF HLF PROJECT AT RHYDDINGS PARK,B000020980/60670,FRIENDS OF RHYDDINGS PARK,09/06/2020,500.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK  05.04.20  ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,522.72
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 10.05.20,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,1211.76
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 19.04.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,1288.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 17.05.20 ,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,1330.56
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 24.5.20,B000020980/19414,HEADS RECRUITMENT LIMITED,09/06/2020,1389.96
HYNDBURN CEMETERIES,NEW EQUIPMENT,SUMMER BEDDING PLANTS,B000020980/28726,LES HALMAN NURSERIES LTD,09/06/2020,1620.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MEDIA WEBCAST CHARGES / MUSIC TRIBUTES MAY 2020 ACCRINGTON CREMATORIUM,B000020980/55609,OBITUS (VIVEDIA LTD),09/06/2020,2020.00
PARKS & OPEN SPACES,WATER CHARGES,RHYDDINGS PARK WASTE WATER 01-OCT-19 TO 04-MAY-20  ,B000020980/8325,WATER PLUS LTD,09/06/2020,4448.41
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,AGREEMENT RENEWAL 25.6.20 TO 24.6.21,B000020980/46880,SPECIALIST FLEET SERVICES LTD,09/06/2020,37088.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,CONTRACT HIRE PERIOD JUNE 2020 ,B000020980/46880,SPECIALIST FLEET SERVICES LTD,09/06/2020,37088.00
PENDLE ST PH1,CONTRACTOR OTHER,WORKS AT PENDLE STREET,B000020981/61130,KIRK SCAFFOLDING LTD,10/06/2020,318.86
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,MARKET WAY PAVING REPAIRS,B000020981/52330,JOHN WADE GROUNDWORKS LTD,10/06/2020,394.57
PENDLE ST PH1,CONTRACTOR OTHER, SURVEY,B000020981/46026,MICHAEL POOLER ASSOCIATES,10/06/2020,500.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU MAY 20,B000020981/25200,E.ON UK PLC,10/06/2020,904.50
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 18.05.20,B000020981/58852,OYSTER PARTNERSHIP,10/06/2020,1008.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 03.05.20,B000020981/61657,G2 RECRUITMENT SOLUTIONS,10/06/2020,1065.60
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 31.05.20,B000020982/61657,G2 RECRUITMENT SOLUTIONS,10/06/2020,1304.54
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 03.05.20,B000020981/61657,G2 RECRUITMENT SOLUTIONS,10/06/2020,2075.84
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 31.05.20,B000020982/61657,G2 RECRUITMENT SOLUTIONS,10/06/2020,2090.94
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 26.4.20 AND 03.05.20,B000020981/61657,G2 RECRUITMENT SOLUTIONS,10/06/2020,2984.52
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020981/48969,SPAIN BUILDING & MAINTENANCE LTD,10/06/2020,3000.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000020981/62816,THE INTELLIGENT DESIGN CTR LTD,10/06/2020,5888.00
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,CONTRIBUTIION TO SUPER SLOW WAY,B000020981/54412,CANAL & RIVER TRUST,10/06/2020,10000.00
GYPSY SITE,RENT AND HIRE OF PREMISES,RENT - FEB - MAY 20,B000020986/45458,GLOSSOP CARAVANS LTD,10/06/2020,10102.37
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000020981/62169,ONE 7 GRP  LTD,10/06/2020,23670.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,ANTIFREEZE,B000020991/59186,SAR LUBRICANTS,11/06/2020,305.45
MOT GENERAL,TRAINING EXPENSES,STAFF P/E 07.06.20,B000020991/61466,AUTOTECH RECRUIT,11/06/2020,975.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,ROLLER END ASSEMBLY,B000020991/1640,GIBSONS GARDEN MACHINERY LTD,11/06/2020,980.56
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020990/50717,HIGH EFFICIENCY LTD,11/06/2020,1852.38
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020990/62183,DYNAMIC PLUMBING AND HEATING,11/06/2020,2200.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,BAGS OF MANURE,B000020992/7461,RIGBY TAYLOR LTD,12/06/2020,279.00
COVID 19 Waste Services,PROTECTIVE CLOTHING,ALCOHOL SANITISER 5LTR,B000020992/7951,SYSTEM HYGIENE LTD,12/06/2020,316.00
WILLOWS LANE DEPOT,DEPOT COSTS,CS02260-SERVICE-DESTROY/SHED 370 ARCHIVE BOXES OF PAPER,B000020992/54964,ECS LTD,12/06/2020,800.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REMOVE FALLEN TREE ,B000020992/22189,ROY CATTERMOLE (TREE SURGEON),12/06/2020,900.00
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,REPAIRS ,B000020992/37017,PILKINGTON BROS (CHURCH) LTD,12/06/2020,8028.53
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,ANNUAL SUB PLANNING MAG 20/21,B000020993/56716,HAYMARKET BUSINESS MEDIA,15/06/2020,299.00
GYPSY SITE,SEWERAGE,CLEAR PUMP 21.5.20,B000020993/1248,DUNCAN CAMPBELL,15/06/2020,380.00
COMPUTER SERVICES,TELEPHONES,  JUN 20,B000020995/644,BRITISH TELECOMMUNICATIONS PLC,15/06/2020,546.34
MARKETS - OPERATIONS,GENERAL CONTRIBUTIONS,SERVICE CHARGE PEEL ST ,B000020995/48913,THREADNEEDLE UK PROPERTY TRUST,15/06/2020,705.26
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL MAY 20,B000020993/25200,E.ON UK PLC,15/06/2020,1083.51
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL MAY 20,B000020993/25200,E.ON UK PLC,15/06/2020,1223.22
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 01.06.20,B000020993/58852,OYSTER PARTNERSHIP,15/06/2020,1260.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 07.06.20,B000020995/61657,G2 RECRUITMENT SOLUTIONS,15/06/2020,1416.26
MARKETS - OPERATIONS,ELECTRICITY,MAY 20,B000020993/25200,E.ON UK PLC,15/06/2020,1760.76
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E  31.5.20  07.06.20,B000020995/61657,G2 RECRUITMENT SOLUTIONS,15/06/2020,1899.36
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 05.06.20,B000020995/61657,G2 RECRUITMENT SOLUTIONS,15/06/2020,2019.16
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE MAY 20,B000020993/25200,E.ON UK PLC,15/06/2020,2217.29
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE MAY 20,B000020993/25200,E.ON UK PLC,15/06/2020,2479.44
COVID 19,RENTAL & MAINT SOFTWARE MISC,WATCHGUARD MAGANED FOREWALL STD,B000020994/29231,CLARANET CYBER SECURITY (SEC 1),15/06/2020,2707.00
COMPUTER SERVICES,TELEPHONES,  1.1.20  -  31.3.20,B000020993/40272,CABLE & WIRELESS,15/06/2020,2707.61
CVMU HGV RAMP & WORKS,CONTRACTOR OTHER,CVMU VEHICLE RAMPS,B000020993/52330,JOHN WADE GROUNDWORKS LTD,15/06/2020,5557.89
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPPORT AS PER QUOTE,B000020994/42067,XICON LIMITED,15/06/2020,6502.86
GRANTS,ADVERTISING GENERAL,PRESS NOTICE NG,B000021017/59724,TMP (UK) LTD,17/06/2020,310.80
MOT GENERAL,TRAINING EXPENSES,STAFF 08.06.20,B000021020/64225,QUESTECH RECRUITMENT LIMITED,17/06/2020,362.10
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REPAIRS TO BRUSHES,B000021020/7688,AEBI SCHMIDT UK LTD,17/06/2020,370.18
MOT GENERAL,STATIONERY,MOT FAIL BOOKS,B000021020/1344,ELLISON PRINTING,17/06/2020,377.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUMPER AND WING,B000021020/1164,DENNIS EAGLE LIMITED,17/06/2020,457.36
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,THINKBOOK & WARRANTY FOR PLANNING,B000021018/57717,DEANE COMPUTER SOLUTIONS LIMITED,17/06/2020,680.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 31.05.20,B000021017/46341,MORGAN HUNT UK LTD,17/06/2020,803.40
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 07.06.20,B000021017/46341,MORGAN HUNT UK LTD,17/06/2020,990.86
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 31.05.20,B000021017/33923,EDEN BROWN LIMITED,17/06/2020,1010.10
GYPSY SITE,ELECTRICITY,ALTHAM SITE MAY 20,B000021017/25200,E.ON UK PLC,17/06/2020,1465.40
COMPUTER SERVICES,DISASTER PLANNING,15 Lenovo Thinkbooks with 3 years warranties,B000021018/57717,DEANE COMPUTER SOLUTIONS LIMITED,17/06/2020,10850.00
COVID 19,DISASTER PLANNING,20 LENOVO THINKBOOKS & WARRANTIES,B000021018/57717,DEANE COMPUTER SOLUTIONS LIMITED,17/06/2020,12360.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,PTO SHARF AND UNIVERSAL GUARD ,B000021023/64252,AGRISPARES TRADING CO LTD,18/06/2020,260.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,ADJUST BRICKWORK TO MANHOLE COVER AND FRAME AT RHYDDINGS PARK,B000021023/28458,MARCHBRIDGE BUILDERS LTD,18/06/2020,310.00
STREET CLEANSING,TRAFFIC MANAGEMENT,DUNKENHALGH WAY TRAFFIC MANAGEMENT 20.05.20,B000021023/19776,BIBBY FACTORS NORTHWEST LTD,18/06/2020,525.00
COVID 19 Waste Services,PROTECTIVE CLOTHING,100X SANITISER HAND GEL 500ML,B000021023/666,"BUBBLES, BRUSHES & WIPER CO LTD",18/06/2020,699.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK  01.06.20 TO 07.6.20 ,B000021023/55740,RAPID RECRUITMENT LTD,18/06/2020,773.29
WILLOWS LANE DEPOT,DEPOT COSTS,GULLEY CLEANING  08.06.20 WHEEL WASH @ £55 PER TONNE 4.06 TONNES REF 11785,B000021023/61581,C J JETZ LTD,18/06/2020,844.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,MOSS KILLER 10L  X 50,B000021023/51506,PROGREEN WEED CONTROL SOLUTIONS LTD,18/06/2020,1493.00
INSURANCES,EXCESS PAYMENTS,EXCESS FOR INSURANCE CLAIM,B000021023/61720,TRAVELERS INSURANCE COMPANY,18/06/2020,7030.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIPERS,B000021026/1918,HYDRAIR,19/06/2020,512.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF 14.06.20,B000021026/61466,AUTOTECH RECRUIT,19/06/2020,575.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF 14.06.20  ,B000021024/61657,G2 RECRUITMENT SOLUTIONS,19/06/2020,1134.00
ENVIRONMENTAL PROTECTION TEAM,OTHER FEES,COMPUTER MODEL AND MARKETING TI8 INST 1,B000021024/62122,FRANCIS ROBERTS ARCHITECTS,19/06/2020,1200.00
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,FUNERAL FEES  11.06.20,B000021025/55164,BARTON & HALLWORTH FUNERAL SERVICES,19/06/2020,1265.00
Electical works various,CONTRACTOR OTHER,ACC CREM 5 YR WIRING IMPR WORKS,B000021025/60330,CALBARRIE COMPLIANCE SERVICES,19/06/2020,1311.23
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPAIRS ARCHITECTURAL FEATURES,B000021024/62122,FRANCIS ROBERTS ARCHITECTS,19/06/2020,1404.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 14.06.20,B000021024/61657,G2 RECRUITMENT SOLUTIONS,19/06/2020,1431.46
Electical works various,CONTRACTOR OTHER,SCAITCLIFFE  5 YR WIRING IMPROVEMENT WORKS,B000021025/60330,CALBARRIE COMPLIANCE SERVICES,19/06/2020,1553.56
COVID 19,MATERIALS-DIRECT,REPLACE SCRAPER AND LIFTING ROD,B000021026/1640,GIBSONS GARDEN MACHINERY LTD,19/06/2020,1779.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 14.06.20,B000021024/61657,G2 RECRUITMENT SOLUTIONS,19/06/2020,2015.00
BUILDING CONTROL B.U.,AGENCY STAFF,PROFFESSIONAL SERVICES MAY 2020,B000021024/783,CAPITA BUSINESS SERVICES LTD,19/06/2020,3240.00
DEV CONTROL,DEV CONTROL SYSTEM,SOFTWARE,B000021025/61564,IDOX SOFTWARE LTD,19/06/2020,4112.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF  W/E 14.06.20,B000021029/33923,EDEN BROWN LIMITED,22/06/2020,825.83
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF WE 14.6.20,B000021029/46341,MORGAN HUNT UK LTD,22/06/2020,990.86
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 07.06.20,B000021029/33923,EDEN BROWN LIMITED,22/06/2020,1010.10
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF  W/C 08.06.20,B000021029/58852,OYSTER PARTNERSHIP,22/06/2020,1260.00
DEV CONTROL,DEV CONTROL SYSTEM,DCS COMPASS ONLINE RENEWALS,B000021029/52420,HAYMARKET MEDIA GROUP,22/06/2020,2580.00
OFF STREET PARKING,GENERAL REPAIR & MAINT BLDGS,STRUCTURAL SURVEY REPORT PENDLE ST,B000021027/59657,ENVIRONMENT AGENCY,22/06/2020,3002.95
ACC MKT HALL SVCE YARD LAMPS,CONTRACTOR OTHER,REFUSE STORAGE AREA CONSTRUCTION,B000021027/49892,KEN HOWE NATURAL STONE SUPPLIES,22/06/2020,7460.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000021029/61879,SPACE TO MAKE,22/06/2020,15264.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BOLL  SOCK JOINT,B000021033/2521,LANCASHIRE LEYLAND DAF LTD,24/06/2020,253.82
MOT GENERAL,TRAINING EXPENSES,STAFF 15.06.20,B000021033/64225,QUESTECH RECRUITMENT LIMITED,24/06/2020,892.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021035/7874,STANNAH LIFT SERVICES LIMITED,24/06/2020,3274.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021035/7874,STANNAH LIFT SERVICES LIMITED,24/06/2020,3674.00
SYRIAN RESETTLEMENT PROGRAMME,MEET & GREET/ORIENTATION/CASEW,SUPPORT SERVICES - 17.4.20-1.7.20-,B000021035/60802,CALICO ENTERPRISE,24/06/2020,8750.00
LOWER WOODNOOK HSING RENEW SCH,CONTRACTOR OTHER,WOODNOOK VALUATION 7,B000021035/7524,ROSS LEE CONSTRUCTION LTD,24/06/2020,26713.22
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE BULLOUGH  04.05.20 ,B000021037/44845,KEYPLUS SECURITY LTD,26/06/2020,276.50
