Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DFG SURVEY,B000020098/39718,GLOVERS PROJECT SERVICES LTD,03/04/2019,950.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 10.2.19,B000020096/55150,VENN GROUP LIMITED,03/04/2019,962.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 31.3.19,B000020097/61466,AUTOTECH RECRUIT,03/04/2019,1000.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,WORK EMBEDDED VIEWER,B000020095/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,03/04/2019,1300.00
FACILITIES TEAM,AGENCY STAFF,STAFF  22.3.19,B000020098/59823,HAYS,03/04/2019,1314.00
FACILITIES TEAM,PRIVATE CONTRACTORS WORK,CONSULTANCY W/C 25.3.19,B000020095/60967,JAC FM LIMITED,03/04/2019,1316.00
INTERNAL AUDIT,PUBLICATIONS & PERIODICALS,NAFN SUBS 19/20 276177,B000020098/58700,TAMESIDE MBC,03/04/2019,1500.00
ACCOUNTANCY,ADVERTISING,PLACEMENT FEE ,B000020095/59823,HAYS,03/04/2019,2444.25
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020098/7874,STANNAH LIFT SERVICES LIMITED,03/04/2019,3104.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING LIGHTING IBI FEES,B000020095/59315,IBI GROUP,03/04/2019,5505.00
SYRIAN RESETTLEMENT PROGRAMME,LOCAL INTEGRATION FUND,SUPPORT SYRIAN RESETTLEMENT GRANT,B000020095/19391,MAUNDY RELIEF,03/04/2019,10000.00
ALTHAM PARISH PRECEPT,MISC EXPENSES OTHER,ALTHAM PARISH PRECEPT 19/20,B000020098/55299,ALTHAM PARISH COUNCIL,03/04/2019,12725.00
SYRIAN RESETTLEMENT PROGRAMME,MEET & GREET/ORIENTATION/CASEW,SYRIAN RESETTLEMENT - 8.4.19 - 16.7.19,B000020095/60802,CALICO ENTERPRISE,03/04/2019,20000.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 24.03.19,B000020102/61546,R K GROUP,05/04/2019,1195.38
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 31.03.19,B000020102/61546,R K GROUP,05/04/2019,1281.27
LOCAL TAXATION,OFFICE CONSUMABLES,REFUND ENFORCEMENT AGENTS FEE,B000020104/61547,NATIONAL CARE GROUP,08/04/2019,518.00
LICENSING,GENERAL SUBSCRIPTIONS,SUBSCRIPTION SCHEME,B000020104/56051,JAMES BUTTON & CO SOLICITORS,08/04/2019,700.00
HUMAN RESOURCES,TRAINING EXPENSES,TEAM LEADER TRAINING,B000020104/41978,MYERSCOUGH COLLEGE,08/04/2019,795.00
ENVIRONMENTAL PROTECTION TEAM,COMPUTER RENTAL & MAINT,CSP FOR GGP WINDOWS 1.4.19 - 31.3.20,B000020104/1639,GGP SYSTEMS LTD,08/04/2019,908.28
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF - W/E 21.3.19,B000020104/33923,EDEN BROWN LTD,08/04/2019,921.38
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 31.3.19,B000020104/46341,MORGAN HUNT UK LTD,08/04/2019,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF - W/E 24.3.19,B000020104/33923,EDEN BROWN LTD,08/04/2019,1010.10
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING FROM WEDDING 16 03 2019,B000020104/57628,S.R.S. CATERING LTD,08/04/2019,1666.67
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING FOR WEDDINGS 05/04/2019 AND 14/04/2019,B000020104/57628,S.R.S. CATERING LTD,08/04/2019,3333.34
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,GTAA INVOICE 3 - ARC 4,B000020104/53366,ARC4 LTD,08/04/2019,4640.73
"AUDIT, BANK & TREASURY FEES",FEES-ANALYSTS & CONSULTANTS,TREASURY SERVICES - 19.4.19 - 18.4.20,B000020104/60208,LINK ASSET SERVICES,08/04/2019,8100.00
ENFORCEMENT,PRINTING,ACCRINGTON OBSERVER ADVERT ,B000020110/60625,REACH PUBLISHING SERVICES LTD,09/04/2019,333.34
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE   25.03.19,B000020110/7871,STANLEY BROS TIPPERS LTD,09/04/2019,390.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WORK AT LEY ALLOTMENTS,B000020107/1248,DUNCAN CAMPBELL,09/04/2019,400.00
REFUSE COLLECTION,RENTAL & MAINT SOFTWARE MISC,CSP FOR GGP WINDOWS FROM 1-4-19 TO 31-3-20,B000020110/1639,GGP SYSTEMS LTD,09/04/2019,454.14
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  25.3.19 TO 31.3.19,B000020110/58023,BUCKINGHAM FUTURES LTD,09/04/2019,465.83
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  11.3.19 TO 17.3.19,B000020110/58023,BUCKINGHAM FUTURES LTD,09/04/2019,491.83
WILLOWS LANE DEPOT,DEPOT COSTS,"SUBS, COVER SERVICE AND MAINTENANCE ON MERRIDALE FUEL PUMP",B000020110/7187,PENNINE PUMP & TANK CO,09/04/2019,700.00
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,MARKET HALL EXHIBITION EXTENSION,B000020110/17546,SCOTT DAWSON ADVERTISING LTD,09/04/2019,995.00
WILLOWS LANE DEPOT,DEPOT COSTS,SOFTWARE LICENCE RENEWAL FROM 01.5.19 - 30-4-20,B000020110/8288,TRISCAN SYSTEMS LIMITED,09/04/2019,1570.13
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  25.03.19 TO 31.3.19 ,B000020110/55740,RAPID RECRUITMENT LTD,09/04/2019,2730.60
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 18.03.19 - 24.03.19  ,B000020110/55740,RAPID RECRUITMENT LTD,09/04/2019,2784.76
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL DELIVERY DIESEL ,B000020110/45743,WATSON PETROLEUM,09/04/2019,25179.03
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 29.3.19,B000020114/59823,HAYS,10/04/2019,762.49
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000020115/55150,VENN GROUP LIMITED,10/04/2019,909.48
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 7.4.19,B000020113/61466,AUTOTECH RECRUIT,10/04/2019,987.50
ENVIRONMENTAL PROTECTION TEAM,IMPLEMENTS & TOOLS,2 x Body Video Cameras,B000020112/61331,PINNACLE RESPONSE LTD,10/04/2019,1190.00
MUNICIPAL ELECTIONS,PREPARATION POLL CARDS,POLL CARDS - HBC 2019,B000020114/25419,ELECTORAL REFORM SERVICES,10/04/2019,1530.40
ENVIRONMENTAL PROTECTION TEAM,BURIAL FEES,FUNERAL CHARGES,B000020114/55164,BARTON & HALLWORTH FUNERAL SERVICES,10/04/2019,1580.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,MEMORANDUM OF AGREEMENT 19/20,B000020114/2496,LANCASHIRE COUNTY COUNCIL,10/04/2019,1962.00
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,MIX MEDIA SESSIONS,B000020114/54918,CANWE SOLUTIONS CIC,10/04/2019,2721.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,HOME IMP AGENCY - APRIL - JUNE 19,B000020114/1957,HOMEWISE SOCIETY LTD,10/04/2019,6560.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,FELL ONE LARGE TREE,B000020118/22189,ROY CATTERMOLE (TREE SURGEON),11/04/2019,300.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,FELL 3 TREES,B000020118/22189,ROY CATTERMOLE (TREE SURGEON),11/04/2019,350.00
STREET CLEANSING,IMPLEMENTS & TOOLS,"SINGLE ACTION LITTER PICKER 33""",B000020118/36319,LANDSCAPE SUPPLY COMPANY,11/04/2019,498.60
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,FELLING OF TREES,B000020118/22189,ROY CATTERMOLE (TREE SURGEON),11/04/2019,720.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020119/61130,KIRK SCAFFOLDING LTD,12/04/2019,318.86
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CONTRIBUTION REDUCED SWIM FEB 19,B000020119/29112,HYNDBURN LEISURE,12/04/2019,580.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020120/25868,HYNDBURN PLUMBING & HEATING SERVICES,12/04/2019,690.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CONTRIBUTION ARMED FORCES,B000020119/29112,HYNDBURN LEISURE,12/04/2019,1044.30
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,RETAIL ADVICE PEEL CENTRE,B000020120/61576,URBAN AGILE LTD,12/04/2019,1166.67
LICENSING,OFFICE CONSUMABLES,TAXI LICENSING ITEMS,B000020119/60103,NEWAUTO LTD,12/04/2019,1211.90
ACCOUNTANCY,AGENCY STAFF,TEMP STAF WE 7.4.19,B000020119/61546,R K GROUP,12/04/2019,1272.23
FACILITIES TEAM,AGENCY STAFF,STAFF  WE 05.04.19,B000020120/59823,HAYS,12/04/2019,1343.16
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL MAR 19,B000020119/29112,HYNDBURN LEISURE,12/04/2019,1600.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,REPLACE BLOCK PAVING AND FLAGS,B000020119/58049,BREWERS CONTRACTORS LTD,12/04/2019,2550.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020119/25868,HYNDBURN PLUMBING & HEATING SERVICES,12/04/2019,3730.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020120/30178,B3P SERVICES LTD,12/04/2019,4496.96
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020120/31295,ASTOR-BANNERMAN (MEDICAL)LTD,12/04/2019,11182.00
MARKETS - OPERATIONS,CLEANING MATERIALS,CLEANING MATERIALS,B000020123/7033,OPTION HYGIENE,15/04/2019,270.11
HAWORTH ART GALLERY,ADVERTISING GENERAL,ADS MARKETING LANCS,B000020121/54892,MARKETING LANCASHIRE LTD,15/04/2019,412.00
PARKS & OPEN SPACES,ASSET MAINT R&M,"CLOCK DISMANTLE AND REMOVE SOUTHWOOD DR, BAX",B000020123/37017,PILKINGTON BROS (CHURCH) LTD,15/04/2019,645.00
ENVIRONMENTAL PROTECTION TEAM,EQUIPMNT REPAIR & MAINT,CALIBRATION OF NOISE MONITORING EQUIP,B000020121/49216,CAMPBELL ASSOCIATES LTD,15/04/2019,870.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL WRA WORKS,B000020123/59248,LANCASHIRE GAS SERVICES,15/04/2019,1167.00
PARKS & OPEN SPACES,ASSET MAINT R&M,INTERNAL REMDIALS,B000020123/37017,PILKINGTON BROS (CHURCH) LTD,15/04/2019,1327.50
Corporate Property Bus Unit,AGENCY STAFF,STAFF WE 01.04.19,B000020123/58852,OYSTER PARTNERSHIP,15/04/2019,1449.72
PARKS & OPEN SPACES,ASSET MAINT R&M,INSTALL RSD MOTOR AND SWITCHES,B000020123/54975,ROLLER SHUTTER SERVICES LTD,15/04/2019,1530.00
LIBRARY ST DEPOT,ASSET MAINT R&M,NEW INTERAL EXTERNAL DOORS CVMU,B000020123/37017,PILKINGTON BROS (CHURCH) LTD,15/04/2019,2616.08
CREMATOR PURCHASE,CONTRACTOR OTHER,CATAFLQUE WIDENING,B000020123/37017,PILKINGTON BROS (CHURCH) LTD,15/04/2019,3636.42
CORPORATE PROPERTY,ASSET MAINT R&M,REBUILDING BOUNDARY WALL,B000020122/45450,MERCERS BUILDERS LTD,15/04/2019,10108.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,SERVICE LEASE  RENEWAL,B000020126/18339,NOMIX ENVIRO LIMITED,16/04/2019,400.00
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,COMMUNITY EVENT 50% PAYMENT FAIRTRADE MARKETS ACCRINGTON,B000020126/61031,NEW FREEDOM,16/04/2019,456.70
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,EXTENSION TO TEMPORARY CLOSURE ON PUBLIC FOOTPATH ,B000020126/2496,LANCASHIRE COUNTY COUNCIL,16/04/2019,478.28
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS AS PART OF HERITAGE LOTTERY PROJECT AT RHYDDINGS PARK,B000020126/60670,FRIENDS OF RHYDDINGS PARK,16/04/2019,500.00
DOG WARDEN,KENNELING - DAYTIME,KENNELLING COSTS MARCH 19,B000020126/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,16/04/2019,516.28
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TREE REMOVAL  AND HEDGE TRIMMING,B000020126/45615,MR J WALSH,16/04/2019,550.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,REPAIRS TO PAVING ,B000020127/52330,JOHN WADE GROUNDWORKS LTD,16/04/2019,718.75
HYNDBURN CEMETERIES,NEW EQUIPMENT,ACCRINGTON CEMETERY TOP SOIL,B000020126/1913,HUPERADE LTD,16/04/2019,940.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 1.4.19 ,B000020126/55740,RAPID RECRUITMENT LTD,16/04/2019,982.13
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MEDIA SERVICE CHARGE APRIL 19 TO JULY 2019 ,B000020126/55609,OBITUS (VIVEDIA LTD),16/04/2019,1198.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS, SUPPLY AND INSTALL BESPOKE STORAGE UNIT ,B000020127/7524,ROSS LEE CONSTRUCTION LTD,16/04/2019,2400.00
STREET CLEANSING,PURPLE BAGS,LAVENDAR COLOUR SACKS ,B000020127/19799,DURASAK,16/04/2019,2678.40
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REFS JAN-MARCH 19,B000020126/7171,PEEL HOUSE MEDICAL PRACTICE,16/04/2019,2770.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,TO CARRY OUT INSTALLATION OF POWER SUPPLY ,B000020127/16868,WALSH INTEGRATED BUILDING SERVICES LTD,16/04/2019,4342.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,SUPPLY OF GRANT FINDER 1-4-19 TO 31-3-20,B000020126/61564,IDOX SOFTWARE LTD,16/04/2019,4350.00
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,MIXED PLASTICS CANS AND GLASS- MARCH 19 ,B000020126/33025,RISHTON WASTE PAPER LTD,16/04/2019,9405.00
LICENSING,GENERAL SUBSCRIPTIONS,SMALL ORGANISATION SUBSCRIPTION,B000020129/47283,INSTITUTE OF LICENSING,17/04/2019,300.00
SCAITCLIFFE HOUSE,EQUIPMNT REPAIR & MAINT,OWN LOGO TEMP BADGES,B000020129/375,AUTO TIME SYSTEMS NORTHERN,17/04/2019,330.50
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,EASTER FUN DAY EVENT 50% FUNDING,B000020128/18057,D M LAWRENSON,17/04/2019,575.00
HUMAN RESOURCES,GENERAL SUBSCRIPTIONS,ANNUAL MEMBERSHIP FEE,B000020129/49172,DISTRICT COUNCILS NETWORK,17/04/2019,603.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF - W/E 07.04.19,B000020129/55150,VENN GROUP LIMITED,17/04/2019,705.12
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,TREES & SHRUBS,B000020129/52718,ALBA TREES PLC,17/04/2019,707.70
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  W/E 07.04.19,B000020129/46341,MORGAN HUNT UK LTD,17/04/2019,970.51
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 14.APR-2019,B000020129/61466,AUTOTECH RECRUIT,17/04/2019,987.50
HUMAN RESOURCES,TRAINING EXPENSES,COURSE FEE 3RD INSTALMENT,B000020129/16561,MANCHESTER METROPOLITAN UNIVERSITY,17/04/2019,1028.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 14.04.19,B000020129/61546,R K GROUP,17/04/2019,1195.70
FACILITIES TEAM,LEGAL FEES,EMPLOYMENT TRIBUNAL,B000020129/26004,FORBES SOLICITORS,17/04/2019,1275.50
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,TREE WORK LONSDALE ST,B000020129/22189,ROY CATTERMOLE (TREE SURGEON),17/04/2019,1500.00
DEV CONTROL,DEV CONTROL SYSTEM,EGGP MAINT - INTERNET 01.04.19 - 31.03.20,B000020129/1639,GGP SYSTEMS LTD,17/04/2019,1560.60
LICENSING,OFFICE CONSUMABLES,TAXI SUPPLIES,B000020129/21487,VIP-SYSTEM LTD,17/04/2019,2078.72
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,I & W SUPPORT,B000020129/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,17/04/2019,4000.00
CORP & DEM CORE,SUBSIDISED PROFESSIONAL SUBS,MEMBERSHIP SUBSCRIPTION,B000020129/6959,NORTH WEST EMPLOYERS,17/04/2019,4281.81
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,CAPITA DEVELOPMENT FUND,B000020129/783,CAPITA BUSINESS SERVICES LTD,17/04/2019,8693.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,E SERVICES & MAINTENANCE,B000020129/783,CAPITA BUSINESS SERVICES LTD,17/04/2019,8807.41
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,CAPITA SOFTWARE MAINTENANCE,B000020129/783,CAPITA BUSINESS SERVICES LTD,17/04/2019,45330.25
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,"DFG 10568 - 35 WATER STREET, G-H",B000020131/25868,HYNDBURN PLUMBING & HEATING SERVICES,18/04/2019,8000.00
OFF STREET PARKING,RATES,"CAR PARK CHURCH ST , GT HARWOOD",B000020133/1937,HYNDBURN BOROUGH COUNCIL,23/04/2019,294.60
MARKETS - OPERATIONS,MARKETING INITIATIVES,GT HARWOOD AGRICULTURAL SHOW,B000020133/59695,GT HARWOOD AGRICULTURAL SOCIETY,23/04/2019,500.00
MARKETS - OPERATIONS,GENERAL SUBSCRIPTIONS,SUBS,B000020133/8811,NABMA,23/04/2019,716.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PARIS BUREAU,B000020133/17209,CIVICA UK LIMITED,23/04/2019,800.00
MARKETS - OPERATIONS,YARD CLEANING,WASTE DISPOSAL,B000020133/59730,BLACKBURN SKIPS LIMITED,23/04/2019,1560.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020133/25868,HYNDBURN PLUMBING & HEATING SERVICES,23/04/2019,1625.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020133/34573,MR R WILCOCK,23/04/2019,5550.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,EPC ST JAMES SCHOOL,B000020134/29350,OAKLODGE ENERGY LTD,24/04/2019,300.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,16.3.19 TO 15.4.19,B000020139/61288,XBM LTD,24/04/2019,346.45
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPPORT TO APRIL 2020,B000020139/61589,INAPLEX LTD,24/04/2019,480.00
TECH REFRESH CASHBACK,CAP CONTNS,SUBS 2019/20,B000020139/60910,LEARNING POOL LTD,24/04/2019,500.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020137/24239,GREAT HARWOOD WINDOWS LTD,24/04/2019,680.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 21.4.19,B000020135/61466,AUTOTECH RECRUIT,24/04/2019,800.00
FACILITIES TEAM,AGENCY STAFF,STAF  WE 05.04.19,B000020134/59823,HAYS,24/04/2019,807.87
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING BROADWAY MARCH 2019,B000020134/29112,HYNDBURN LEISURE,24/04/2019,860.54
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,WOODLAND MAINT LOWER BARNES,B000020138/55411,WOODY (HYNDBURN) C I C,24/04/2019,870.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 7.4.19,B000020134/33923,EDEN BROWN LTD,24/04/2019,900.90
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,WEB PAY INTEGRATION,B000020134/17209,CIVICA UK LIMITED,24/04/2019,901.58
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 21.4.19,B000020139/61546,R K GROUP,24/04/2019,929.63
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,WOODLAND MAINT CLAYTON FP,B000020138/55411,WOODY (HYNDBURN) C I C,24/04/2019,950.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 14.4.19,B000020134/46341,MORGAN HUNT UK LTD,24/04/2019,970.51
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020137/7874,STANNAH LIFT SERVICES LIMITED,24/04/2019,977.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 14.4.19,B000020134/33923,EDEN BROWN LTD,24/04/2019,1010.10
SUPERANNUATION,SALARIES PAYMY OVER SUSPENSE,APRIL 19,B000020139/59631,NHS BUSINESS SERVICES AUTHORITY,24/04/2019,1168.52
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020137/54602,RTE FABRICATIONS,24/04/2019,1245.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020139/7874,STANNAH LIFT SERVICES LIMITED,24/04/2019,1253.00
FACILITIES TEAM,AGENCY STAFF,STAFF WE 12.04.19,B000020136/59823,HAYS,24/04/2019,1307.34
GYPSY SITE,ELECTRICITY,MAR 2019 GYPSY SITE,B000020136/25200,E.ON UK PLC,24/04/2019,1378.40
LIBRARY ST DEPOT,ELECTRICITY,MAR 19 CVMU,B000020136/25200,E.ON UK PLC,24/04/2019,1421.54
ACC TOWN HALL,ELECTRICITY,MAR 19 TOWN HALL,B000020136/25200,E.ON UK PLC,24/04/2019,1606.56
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,WOODLAND MAINT BOLTON AVE,B000020138/55411,WOODY (HYNDBURN) C I C,24/04/2019,2315.00
LEISURE IN HYNDBURN,ELECTRICITY,1.3.19 - 31.3.19  MERCER HALL,B000020136/25200,E.ON UK PLC,24/04/2019,2399.36
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPPORT 26.3.19-25.3.20,B000020139/42067,XICON LIMITED,24/04/2019,2809.00
MARKETS - OPERATIONS,ELECTRICITY,MAR 19  ACC MRKET,B000020136/25200,E.ON UK PLC,24/04/2019,2961.14
COMPUTER SERVICES,TELEPHONES,APRIL 19,B000020139/40272,CABLE & WIRELESS,24/04/2019,3317.25
LEISURE IN HYNDBURN,ELECTRICITY,MAR 19  HYNDBURN SPORTS,B000020136/25200,E.ON UK PLC,24/04/2019,4240.72
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020138/59806,GREENWOOD PLUMBERS,24/04/2019,4496.30
SCAITCLIFFE HOUSE,ELECTRICITY,MAR 19 SCAITCLIFFE,B000020136/25200,E.ON UK PLC,24/04/2019,4674.86
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,LGA SUBS 19/20,B000020139/43988,LOCAL GOVERNMENT ASSOCIATION,24/04/2019,8026.08
LOCAL TAXATION,LEGAL FEES,DEBT RECOVERY,B000020142/49780,ROSSENDALES COLLECT LTD,26/04/2019,260.37
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB FIELDING LANE 1.3.19 - 31.3.19,B000020142/59343,EDF ENERGY,26/04/2019,319.01
CORPORATE R & M (HOLDING A/C),ASSET MAINT R&M,LIGHT FITTINGS,B000020142/23376,CITY ELECTRICAL FACTORS LTD,26/04/2019,320.00
LOCAL TAXATION,LEGAL FEES,DEBT RECOVERY,B000020142/49780,ROSSENDALES COLLECT LTD,26/04/2019,360.34
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY WOOD NOOK  MAR 19,B000020142/48843,CLEARWAY ENV SERVICES (UK) LTD,26/04/2019,778.00
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,ANNUAL MAMBERSHIP 19-20,B000020142/6983,NORTHERN HOUSING CONSORTIUM LTD,26/04/2019,910.00
