Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
REGISTRATION OF ELECTORS,RENTAL & MAINT SOFTWARE MISC,EMS SOFTWARE 18/19,B000019290/46684,HALAROSE LIMITED,17/01/2018,14861.49
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,SPRING STREET - VAL 2,B000019290/7524,ROSS LEE CONSTRUCTION LTD,17/01/2018,36324.61
SKATE PARK ACC RAMPS,MISCELLANEOUS,CS01227-SERVICE-FIT BRACKETS A,B000019287/20,A BYRNE FENCING,17/01/2018,1390.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000019286/19414,HEADS RECRUITMENT LIMITED,17/01/2018,433.35
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000019286/55740,RAPID RECRUITMENT LTD,17/01/2018,5402.51
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,AT02471-SERVICE-3 yr NBD Onsit,B000019289/1106,B T BUSINESS DIRECT,17/01/2018,1518.93
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,AT02471-SERVICE-HP 280 G2 SFF ,B000019289/1106,B T BUSINESS DIRECT,17/01/2018,3312.81
TIPPING CHARGES,HIRED VEHICLE,WASTE BAYS WILLOS LANE 21.12.1,B000019286/7871,STANLEY BROS TIPPERS LTD,17/01/2018,390.00
UNAPPORTIONED CENTRAL O/HEAD,PENSION INCREASE ACT PAYMENT,RECHARGEABLE PENSION FUND 17/1,B000019288/58700,TAMESIDE MBC,17/01/2018,2968.46
UNDERSPENDS,GRANTS,INSTAL OF GAS PIPE TO PHASE 2,B000019290/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,17/01/2018,3500.00
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY DECEMBER,B000019288/48843,CLEARWAY ENV SERVICES (UK) LTD,17/01/2018,885.00
BANK CHARGES,BANK CHARGES,STREAMLINE,29785,NATWEST BANK,19/01/2018,1088.26
BANK CHARGES,BANK CHARGES,STREAMLINE,29785,NATWEST BANK,19/01/2018,854.10
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING COSTS BROADWAY,B000019294/29112,HYNDBURN LEISURE,22/01/2018,860.54
ACCOUNTANCY,CONFERENCE EXPENSES,HS ACC CLOSEDOWN 23.01.18,B000019295/44171,CIPFA BUSINES LIMITED,22/01/2018,295.00
ACCOUNTANCY,AGENCY STAFF,STAFF  WE 14.01.18,B000019293/60226,SELLICK PARTNERSHIP LTD,22/01/2018,631.74
ACCOUNTANCY,PUBLICATIONS & PERIODICALS,CODE OF PRACTISE 17/18,B000019295/44171,CIPFA BUSINES LIMITED,22/01/2018,960.00
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,GRANT,B000019293/59736,FIREFLY ENERGI LTD,22/01/2018,771.75
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER,B000019293/50717,HIGH EFFICIENCY LTD,22/01/2018,1695.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VAL 17/18,B000019293/60309,H M REVENUE & CUSTOMS,22/01/2018,12000.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000019294/46341,MORGAN HUNT UK LTD,22/01/2018,741.60
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019296/7874,STANNAH LIFT SERVICES LIMITED,22/01/2018,3001.00
ELMFIELD HALL FLATS,GAS,ELMFIELD HALL GAS 30.11.17 - 3,B000019294/30430,NPOWER BUSINESS,22/01/2018,413.82
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,DISABLED FACILITIES GRANT,B000019293/28458,MARCHBRIDGE BUILDERS LTD,22/01/2018,558.00
GREEN WASTE COLLECTION,RENTAL & MAINT SOFTWARE MISC,WEB PAGE MAINT,B000019294/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,22/01/2018,871.93
GREEN WASTE COLLECTION,RENTAL & MAINT SOFTWARE MISC,CONTACT PAY MAINT,B000019294/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,22/01/2018,871.93
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,"GYPSY SITE PITCHES 3, 5 AND 12",B000019293/30178,B3P SERVICES LTD,22/01/2018,282.35
HAWORTH ART GALLERY,ADVERTISING GENERAL,AD IN DISCOVER BRITAIN,B000019293/59825,DESTINATION UK LTD,22/01/2018,279.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,RETENTION AND DISPOSAL MAINT,B000019294/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,22/01/2018,754.32
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019294/33923,EDEN BROWN LTD,22/01/2018,825.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019294/55150,VENN GROUP LIMITED,22/01/2018,833.82
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019294/33923,EDEN BROWN LTD,22/01/2018,838.50
HUMAN RESOURCES,TRAINING EXPENSES,GDPR TRAINING,B000019294/56472,DLA PIPER UK LLP,22/01/2018,649.00
LAND CHARGES,LAND CHARGES,LLC SEARCHES,B000019294/2496,LANCASHIRE COUNTY COUNCIL,22/01/2018,252.00
LEISURE IN HYNDBURN,LIH R&M,PAT ACC TOWN HALL,B000019295/58451,SISTO COMPLIANCE,22/01/2018,255.60
PARKS & OPEN SPACES,GAS,SERVICE-GAS AMR'S,B000019296/44846,APOLLO ENERGY LTD,22/01/2018,1373.40
PLANNING POLICY B.U.,FEES-ANALYSTS & CONSULTANTS,GREEN BELT ASSESSMENT LOCAL PL,B000019293/60157,OVE ARUP AND PARTNERS LIMITED,22/01/2018,11005.00
REGISTRATION OF ELECTORS,CANVASS,POSTAGE PI REFRESH 2018,B000019294/54880,PRINT IMAGE FACILITIES LLP,22/01/2018,341.48
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE LIGHTING PROTECTIO,B000019295/60080,BEST,22/01/2018,287.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,PAT SCAITCLIFFE,B000019295/58451,SISTO COMPLIANCE,22/01/2018,1077.40
STRATEGIC HOUSING DEPARTMENT,ADVERTISING,PROPERTY JOBS,B000019293/56543,REED BUSINESS INFORMATION LTD,22/01/2018,2145.00
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,WORKS,B000019295/24038,G & G SIGNS,22/01/2018,302.50
WILLOWS LANE DEPOT,ASSET MAINT R&M,PAt TEST WILLOWS LANE,B000019295/58451,SISTO COMPLIANCE,22/01/2018,385.00
ACC TC CCTV,TELEPHONE LEASE,ANALOGUE RENTAL SOUTHWOOD DRIV,B000019302/644,BRITISH TELECOMMUNICATIONS PLC,24/01/2018,1411.55
ACC TC CCTV,TELEPHONE LEASE,LANCASTER AVENUE LICENCE 51792,B000019302/6880,ARQIVA,24/01/2018,4869.00
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV HUB MONITORING - NOVEMBER,B000019302/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,24/01/2018,7084.63
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019302/50717,HIGH EFFICIENCY LTD,24/01/2018,1285.00
HAG FIRE ALARM,CONTRACTOR OTHER,FIRE ALARM UPGRADE,B000019302/24998,BELLIT SECURITY LIMITED,24/01/2018,22434.48
JOINT  VENTURES,CIVIC SUNDAY EXPENSES,"XMAS COUNTDOWN BANNERS, LET IN",B000019302/17546,SCOTT DAWSON ADVERTISING LTD,24/01/2018,815.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019304/1758,GUNN JCB LTD,24/01/2018,252.31
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RADAR HEAD,B000019304/8388,VISION TECHNIQUES LTD,24/01/2018,875.00
WILLOWS LANE DEPOT,GAS,WILLOWS LANE 31.8.17 - 1.10.17,B000019302/30430,NPOWER BUSINESS,24/01/2018,2277.30
WOODNOOK STRATEGIC ACQUISITION,CONTRACTOR OTHER,GRANT AWARD FOR CCTV IN WOODNO,B000019302/57437,WOODNOOK JVCO LTD,24/01/2018,15600.00
ACC TOWN CENTRE,EVENT EXPENDITURE,ADVERTS,B000019311/55711,TRINITY MIRROR PUBLISHING LTD,29/01/2018,520.00
ACC TOWN HALL,ASSET MAINT R&M,PAT TESTNG - A.T.H,B000019311/58451,SISTO COMPLIANCE,29/01/2018,460.60
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 21.1.18,B000019311/60226,SELLICK PARTNERSHIP LTD,29/01/2018,643.04
