Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT SUPERVISION,FUEL STOCK,ROAD DIESEL,B000021531/64492,CERTAS ENERGY,06/01/2021,18203.54
MARKETS - OPERATIONS,MARKETING INITIATIVES,MARKET WEBSITE,B000021533/65103,THE WEB SURGERY,06/01/2021,1499.5
Corporate Property Bus Unit,SUBSIDISED PROFESSIONAL SUBS,RICS PAYMENT PROFESSIONAL FEES ,B000021539/35163,RICS,07/01/2021,539
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,RETENTIION PAYMENT ,B000021539/52330,JOHN WADE GROUNDWORKS LTD,07/01/2021,306.83
ACC TOWN HALL,ASSET MAINT R&M,INVESTIGATE ROOF LEAK,B000021539/59128,GEORGE PEARCE & SONS LTD,07/01/2021,756.35
BROADWAY SHOPS,CONTRACTOR OTHER,BROADWAY CANOPY ROOF  CLEAR DRAINS AND SCAFFOLD HIRE,B000021539/59128,GEORGE PEARCE & SONS LTD,07/01/2021,859.6
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,HBC FIRE SAFETY SIGNS AND NOTICES FOR VARIUS SITES,B000021539/60247,SAFETY SIGNS 4 LESS,07/01/2021,333
ENVIRONMENTAL SERVICES,ENVIRONMENTAL HEALTH,TRAINING,P-CARD - JAN 21,CIEH,07/01/2021,360
LEISURE IN HYNDBURN,GRANTS-GENERAL,LCC WEIGHT MANAGEMENT GRANT,B000021540/29112,HYNDBURN LEISURE,08/01/2021,19777.75
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,EXT AUDIT 20/21,B000021540/38319,GRANT THORNTON UK LLP,08/01/2021,18067
CUSTOMER SERVICES,TRAINING EXPENSES,AUTUMN PRE EXAMINATION COURSE,B000021540/52997,IRRV,08/01/2021,375
HOUSING ADVICE,AGENCY STAFF,STAFF P/E 03.01.21,B000021540/61860,VIVID RESOURCING,08/01/2021,505.77
HOUSING ADVICE,AGENCY STAFF,STAFF P/E 27.12.20,B000021540/61860,VIVID RESOURCING,08/01/2021,758.66
HOUSING ADVICE,AGENCY STAFF,STAFF P/E 27.12.20,B000021540/61860,VIVID RESOURCING,08/01/2021,758.66
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/E 20.12.20,B000021540/61860,VIVID RESOURCING,08/01/2021,1178
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,PROF SERVICES,B000021540/64776,SLOAN & ASSOCIATES LIMITED,08/01/2021,11310
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WING ASSEMBLY,B000021542/1164,DENNIS EAGLE LIMITED,08/01/2021,261.6
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,OIL,B000021542/59186,SAR LUBRICANTS,08/01/2021,338.25
VEHICLE MAINT WORK DONE,EQUIPMNT REPAIR & MAINT,BATTERIES,B000021542/64658,KEITH CLEMENT AUTO ELECTRICAL SERVICE LIMITED,08/01/2021,360.2
ENVIRONMENTAL SERVICES,ENVIRONMENTAL HEALTH,EQUIPMENT,P-CARD - JAN 21,"BUBBLES, BRUSHES",08/01/2021,504.6
ENVIRONMENTAL SERVICES,ENVIRONMENTAL HEALTH,SUBSCRIPTION,P-CARD - JAN 21,CIEH,08/01/2021,1103
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE RENTAL 25.12.20 TO 22.1.21 ,B000021548/2062,INTACK SELF DRIVE,11/01/2021,380
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE RENTAL  25.12.20 TO 22.1.21 ,B000021548/2062,INTACK SELF DRIVE,11/01/2021,380
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE RENTAL  25.12.20 TO 22.1.21 ,B000021548/2062,INTACK SELF DRIVE,11/01/2021,380
ARSON REFUSE VEHICLES,EQUIPMNT REPAIR & MAINT,INSTALLATION OF  CCTV SYSTEM,B000021548/28873,BLACKBURN WITH DARWEN B.C.,11/01/2021,22861.41
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,VARIOUS TREES ,B000021548/45940,BRENTWOOD MOSS NURSERIES,11/01/2021,2673
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,CLEANING JANUARY 21 FOR WILLOWS LANE DEPOT,B000021548/50873,SERVICEMASTER,11/01/2021,731.25
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 21.12.20 - 27.12.20,B000021548/55740,RAPID RECRUITMENT LTD,11/01/2021,2456.86
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 14.12.20 TO 20.12.20 ,B000021548/55740,RAPID RECRUITMENT LTD,11/01/2021,3768.04
LCC COVID PREVENTION,AGENCY STAFF,AGENCY STAFF 21.12.20 TO 27.12.20 ,B000021548/58023,BUCKINGHAM FUTURES LTD,11/01/2021,504
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF W/C 14-12-20 ,B000021548/58852,OYSTER PARTNERSHIP,11/01/2021,1837.92
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,MAGIC CARPET AND BUSHES ,B000021551/42354,THE CHILDRENS PLAYGROUND CO LTD,11/01/2021,1635.4
RECYCLING COLLECTION,ADVERTISING GENERAL,CHRISTMAS ADVERT  WASTE SERVICES ,B000021551/60625,REACH PUBLISHING SERVICES LTD,11/01/2021,704
ACC TC CLEANSING,IMPLEMENTS & TOOLS,10L INTENSIVE BASIC,B000021551/63954,KARCHER (UK) LTD,11/01/2021,330.26
P & C G ,IT,DATA PROTECTION FEE,P-CARD - JAN 21,ICO.ORG.UK,11/01/2021,2900
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUMPERS,B000021557/1758,GUNN JCB LTD,12/01/2021,253.42
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,2 X BATTERIES,B000021557/1918,HYDRAIR,12/01/2021,301.3
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000021557/61466,AUTOTECH RECRUIT,12/01/2021,1000
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 27.12.20,B000021559/33923,EDEN BROWN LIMITED,13/01/2021,1010.1
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 27.12.20,B000021559/46341,MORGAN HUNT UK LTD,13/01/2021,602.55
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,EXT LEASE FOR MAYORAL CAR,B000021559/55818,LEX AUTOLEASE LTD,13/01/2021,298.72
LEISURE IN HYNDBURN,LIH R&M,BANK MILL HOUSE ASBESTOS RE INSPECTION,B000021559/59301,CONSULTANTS & SPEC SURVEYORS LTD,13/01/2021,335
CORPORATE PROPERTY,ASSET MAINT R&M,ELMFIELD HALL ASBESTOS RE INSPECTION,B000021559/59301,CONSULTANTS & SPEC SURVEYORS LTD,13/01/2021,345
LEISURE IN HYNDBURN,LIH R&M,HYNDBURN LEISURE ASBESTOS RE INSPECTION,B000021559/59301,CONSULTANTS & SPEC SURVEYORS LTD,13/01/2021,1292
MEMBER SERVICES,MISC EXPENSES OTHER,SPECIALIST OFFICE CHAIR,B000021559/9535,BEVLAN OFFICE INTERIORS LTD,13/01/2021,379.45
CORPORATE PROPERTY,ASSET MAINT R&M,ARTHUR WILSON   FIRE ALARM SIGNALLING AND MONITORING,B000021560/24998,FULL CIRCUIT FIRE & SECURITY LTD,13/01/2021,351.86
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,INSTALL NEW FIRE ALARM,B000021560/24998,FULL CIRCUIT FIRE & SECURITY LTD,13/01/2021,5672.36
FIRE RISK ASSESS WORKS VARIOUS,CONTRACTOR OTHER,WILLOWS LANE  NEW FIRE ALARM ,B000021560/24998,FULL CIRCUIT FIRE & SECURITY LTD,13/01/2021,9545.72
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVAL OF WASTE ,B000021560/59338,WASTE BUSTERS WASTE REMOVAL,13/01/2021,500
LAND ASSEMBLY & REMEDIATION,CONTRACTOR OTHER,CARAVAN /RUBBISH REMOVAL NEWARK ST,B000021560/59338,WASTE BUSTERS WASTE REMOVAL,13/01/2021,900
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER ,B000021560/64557,HARRIS HEATING (NW) LTD,13/01/2021,1285
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000021560/64614,MR PIERS RILEY-SMITH,13/01/2021,750
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS LOCAL GOVT RES 88,B000021566/50652,THOMSON REUTERS PROFESSIONAL UK LTD,14/01/2021,437
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,ENV HEALTH ENCY,B000021566/50652,THOMSON REUTERS PROFESSIONAL UK LTD,14/01/2021,1321.2
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,LOCAL GOVT LAW ENCY,B000021566/50652,THOMSON REUTERS PROFESSIONAL UK LTD,14/01/2021,1328.4
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,COMP PURCHASE ENCY,B000021566/50652,THOMSON REUTERS PROFESSIONAL UK LTD,14/01/2021,1352.7
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,WOODFALL LLET ENCY,B000021566/50652,THOMSON REUTERS PROFESSIONAL UK LTD,14/01/2021,1797.3
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,PLANNING ENCY,B000021566/50652,THOMSON REUTERS PROFESSIONAL UK LTD,14/01/2021,2063.7
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 10.01.21,B000021566/63907,BUTLER ROSE,14/01/2021,561.8
LOCAL TAXATION,LEGAL FEES,COUNSEL FEES ,B000021566/64928,MR FREDDIE HUMPHREYS,14/01/2021,900
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL NEW MOTOR STALL 10,B000021573/54975,ROLLER SHUTTER SERVICES LTD,15/01/2021,450
PARKS & OPEN SPACES,ASSET MAINT R&M,SERVICE BUILDINGS WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,256.15
PARKS & OPEN SPACES,ASSET MAINT R&M,MERCER PARK SERVICE BUILD  WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,266.15
PARKS & OPEN SPACES,ASSET MAINT R&M,MEMORIAL PARK OLD STORE BUILDING WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,276.15
PARKS & OPEN SPACES,ASSET MAINT R&M,MAERCER PARK BOWLS WATER RA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,276.15
LIBRARY ST DEPOT,ASSET MAINT R&M,CVMU  WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,306.15
PARKS & OPEN SPACES,ASSET MAINT R&M,BRIAN WALMSLEY PAVILLION  WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,357.69
PARKS & OPEN SPACES,ASSET MAINT R&M,WILSONS SPORTS PAVILLION  WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,690
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE HOUSE WRA REM WORKS,B000021573/57133,INTERSERVE FS (UK) LTD,15/01/2021,852.31
LEISURE IN HYNDBURN,ASSET MAINT R&M,CLAYTON CIVIC HALL INSTALL IMMERSION HEATER,B000021573/59248,LANCASHIRE GAS SERVICES,15/01/2021,264.5
HOUSING ADVICE,AGENCY STAFF,STAFF P/E 10.01.21,B000021573/61860,VIVID RESOURCING,15/01/2021,1517.31
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 20.12.20,B000021574/19414,HEADS RECRUITMENT LIMITED,15/01/2021,396.59
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  29.11.20 ,B000021574/19414,HEADS RECRUITMENT LIMITED,15/01/2021,793.18
COVID 19,HIRED VEHICLE,VEHICLE HIRE 12.12.20 - 9.1.21,B000021574/2062,INTACK SELF DRIVE,15/01/2021,819.17
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING OAKHILL PARK JANUARY 21,B000021574/50873,SERVICEMASTER,15/01/2021,292.5
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MONTHLY CLEAN WILSONS JANUARY 21,B000021574/50873,SERVICEMASTER,15/01/2021,438.75
HYNDBURN CEMETERIES,PRIVATE CONTRACTORS WORK,MONTHLY CLEANING ACCRINGTON CEMETERY OFFICE JANUARY 21,B000021574/50873,SERVICEMASTER,15/01/2021,585
LIBRARY ST DEPOT,PRIVATE CONTRACTORS WORK,CVMU MONTHLY CLEAN 2021,B000021574/50873,SERVICEMASTER,15/01/2021,585
HYNDBURN CEMETERIES,CLEANING OF BUILDINGS,MONTHLY CLEANING ACC CEM JAN 21,B000021574/50873,SERVICEMASTER,15/01/2021,585
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MONTHLY CLEANING RHYDDINGS JANUARY 21,B000021574/50873,SERVICEMASTER,15/01/2021,658.13
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 28.12.20 TO 3.1.21 ,B000021574/55740,RAPID RECRUITMENT LTD,15/01/2021,4593.76
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE  8.1.21 REF ,B000021574/7871,STANLEY BROS TIPPERS LTD,15/01/2021,450
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE  23.12.20 ,B000021574/7871,STANLEY BROS TIPPERS LTD,15/01/2021,450
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,SUP CLEAN JAN21,B000021575/50873,SERVICEMASTER,16/01/2021,1170
MARKETS - OPERATIONS,WATER CHARGES,WASTE & WATER DEC20,B000021575/8325,WATER PLUS LTD,16/01/2021,590.61
WILLOWS LN RSD&PEDESTRIAN DOOR,CONTRACTOR OTHER,NEW RSD WITH KEYSWITCH,B000021576/54975,ROLLER SHUTTER SERVICES LTD,18/01/2021,1930
BROADWAY SHOPS,CONTRACTOR OTHER,MOTORISE RSD AND PROVIDE FOBS,B000021576/54975,ROLLER SHUTTER SERVICES LTD,18/01/2021,2610
PARKS & OPEN SPACES,ASSET MAINT R&M,GATTY PARK POLYTUNNELS  REM WORKS,B000021576/57133,INTERSERVE FS (UK) LTD,18/01/2021,336.15
PARKS & OPEN SPACES,ASSET MAINT R&M,BULLOUGH PARK PAV WRA REM WORKS,B000021576/57133,INTERSERVE FS (UK) LTD,18/01/2021,446.92
PARKS & OPEN SPACES,ASSET MAINT R&M,MEMORIAL PARK PAV WRA REM WORKS,B000021576/57133,INTERSERVE FS (UK) LTD,18/01/2021,600
HUMAN RESOURCES,DRUGS & ALCOHOL,FOR CAUSE COLLECTION,B000021576/57686,D TEC INTERNATIONAL,18/01/2021,370
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET  DEC 20,B000021576/59343,EDF ENERGY,18/01/2021,307.7
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB DEC 20,B000021576/59343,EDF ENERGY,18/01/2021,614.03
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL DEC 20,B000021576/59343,EDF ENERGY,18/01/2021,1136.05
ACC TOWN HALL,ELECTRICITY,A.T.H. DEC 20,B000021576/59343,EDF ENERGY,18/01/2021,1386.82
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021576/59806,GREENWOOD PLUMBERS,18/01/2021,3870
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDINGS PARK COACH HOUSE REM WORKS LIGHTING,B000021576/64735,PREMIER TECHNICAL SERVICES GROUP,18/01/2021,257.47
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,BROADWAY REPAIRS,B000021579/52330,JOHN WADE GROUNDWORKS LTD,18/01/2021,800
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT,B000021579/61245,ONWARD HOMES,18/01/2021,731.34
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT - 12/10 - 27/12,B000021579/61245,ONWARD HOMES,18/01/2021,913.77
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000021579/64334,MR DAVID ARMSTRONG,18/01/2021,1500
COVID 19,NEW EQUIPMENT,SCAITCLIFFE HOUSE - DESK SCREENS,B000021579/64418,SIGNAGE SYSTEMS,18/01/2021,2050
HUMAN RESOURCES,TRAINING EXPENSES,TRAINING,B000021579/65121,PET INDUSTRY FEDERATION,18/01/2021,2380
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,PROFESSIONAL FEES,B000021579/65147,MR JAMES MALAM,18/01/2021,2135
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000021580/410,B MCDERMOTT & SON (LANCS) LTD,18/01/2021,11872
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION GRANT,B000021580/60562,CARERS LINK LANCASHIRE,18/01/2021,24223
BANK CHARGES,BANK CHARGES,STREAMLINE,33657,WORLDPAY,19/01/2021,1146.52
BANK CHARGES,BANK CHARGES,STREAMLINE,33657,WORLDPAY,19/01/2021,1499.57
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 10.1.21,B000021593/33923,EDEN BROWN LIMITED,20/01/2021,1010.1
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 10.1.21,B000021593/46341,MORGAN HUNT UK LTD,20/01/2021,575.77
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HUNCOAT MATERPLAN,B000021593/59167,ARCADIS CONSULTING (UK) LTD,20/01/2021,9975.68
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,HUNCOAT MASTERPLAN ,B000021593/59167,ARCADIS CONSULTING (UK) LTD,20/01/2021,17475.68
LIBRARY ST DEPOT,ELECTRICITY,CVMU - DEC 20,B000021593/59343,EDF ENERGY,20/01/2021,1779.43
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - DEC 20,B000021593/59343,EDF ENERGY,20/01/2021,5930.74
Electical works various,CONTRACTOR OTHER,FIX WIRING - ARTHUR WILSON CENTRE,B000021593/60330,CALBARRIE COMPLIANCE SERVICES,20/01/2021,585.28
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 15.11.20,B000021593/61860,VIVID RESOURCING,20/01/2021,2470
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 10.1.21,B000021593/63907,BUTLER ROSE,20/01/2021,643.8
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 17.1.21,B000021593/63907,BUTLER ROSE,20/01/2021,768.5
HOUSING ADVICE,TEMPORARY ACCOMMODATION,RENT DEPOSIT,B000021593/65169,LNR PROPERTIES,20/01/2021,399
GYPSY SITE,SEWERAGE,BLOCKAGES - DEC 20,B000021603/1248,DUNCAN CAMPBELL,22/01/2021,450
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,AGENCY SERVICES - JAN - MAR 21,B000021603/1957,HOMEWISE SOCIETY LTD,22/01/2021,6233.13
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000021603/25868,HYNDBURN PLUMBING & HEATING SERVICES,22/01/2021,3668
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - OCT 20,B000021603/29112,HYNDBURN LEISURE,22/01/2021,1600
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - NOV 20,B000021603/29112,HYNDBURN LEISURE,22/01/2021,1600
PARKS & OPEN SPACES,ASSET MAINT R&M,GRAFFITTI  DAMAGE ,B000021603/37017,PILKINGTON BROS (CHURCH) LTD,22/01/2021,974
LEISURE IN HYNDBURN,ASSET MAINT R&M,SKYLIGHT AND INTERNAL REPAIRS,B000021603/37017,PILKINGTON BROS (CHURCH) LTD,22/01/2021,1433
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,GRANT - CLAIM NO 5,B000021603/410,B MCDERMOTT & SON (LANCS) LTD,22/01/2021,6786
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 17.1.21,B000021603/61657,G2 RECRUITMENT SOLUTIONS,22/01/2021,2430.79
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,RETENTION AND DISPOSAL SUPPORT,B000021609/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,25/01/2021,801.52
PARKS & OPEN SPACES,ASSET MAINT R&M,MERCER PARK REBUILD DAMAGED WALL,B000021609/45450,MERCERS BUILDERS LTD,25/01/2021,300
PARKS & OPEN SPACES,ASSET MAINT R&M,PEEL PARK BOWLING PAV  ROOF TILES,B000021609/45450,MERCERS BUILDERS LTD,25/01/2021,390
PARKS & OPEN SPACES,ASSET MAINT R&M,BULLOUGH PARK CHAIN LINK FENCE,B000021609/45450,MERCERS BUILDERS LTD,25/01/2021,574.07
HOUSING ADVICE,AGENCY STAFF,STAFF PE 17.01.21,B000021609/61860,VIVID RESOURCING,25/01/2021,1264.43
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN AND POSTAGE,B000021609/62168,CIVICA ELECTION SERVICES,25/01/2021,259.01
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,SHOP RESTORATION,B000021609/62169,ONE 7 GRP  LTD,25/01/2021,50826
HUMAN RESOURCES,TRAINING EXPENSES,COMPLAINTS HANDLING TRAINING,B000021609/65218,THE COMMISSION FOR LOCAL ADMIN IN ENGLAND,25/01/2021,350
Corporate Property Bus Unit,SUBSIDISED PROFESSIONAL SUBS,RICS FEES ,B000021612/35163,RICS,25/01/2021,539
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,RENEWAL 1.12.20 - 30.11.21,B000021612/43299,SITEHELPDESK.COM,25/01/2021,652.5
CORPORATE PROPERTY,ASSET MAINT R&M,GT HAR CLOCK TOWER REPAIRS,B000021612/45450,MERCERS BUILDERS LTD,25/01/2021,495
COVID 19,TELEPHONES,35 DEVICES,B000021615/2016,INCOM TELECOMMUNICATIONS,25/01/2021,2132.74
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,CONNECT PROTECT,B000021615/52650,SECON,25/01/2021,3900
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,IT EQUIPMENT,B000021615/52650,SECON,25/01/2021,35001.3
COVID 19,DISASTER PLANNING,5 HP PROBOOKS,B000021615/52932,INSIGHT DIRECT (UK) LTD,25/01/2021,2684.95
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000021616/19414,HEADS RECRUITMENT LIMITED,25/01/2021,396.59
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,2020 EMMISIONS TEST,B000021616/28418,FACULTATIEVE TECHNOLOGIES,25/01/2021,2244
