Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LEISURE IN HYNDBURN,ASSET MAINT R&M,MANAGEMENT SURVEY  CLAYTON CIVIC,B000020001/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/02/2019,1145.00
FACILITIES TEAM,AGENCY STAFF,STAFF,B000020003/59823,HAYS,18/02/2019,1195.50
LEISURE IN HYNDBURN,ASSET MAINT R&M,ASBESTOS SURVEY MERCER HALL LEISURE,B000020001/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/02/2019,1200.00
FACILITIES TEAM,AGENCY STAFF,STAFF WE 8.2.19,B000020003/59823,HAYS,18/02/2019,1295.40
FACILITIES TEAM,AGENCY STAFF,STAFF WE 1.2.19,B000020003/59823,HAYS,18/02/2019,1313.40
REGISTRATION OF ELECTORS,POSTAGES,WEEKLY PRINT AND RUN POSTAGE,B000020002/25419,ELECTORAL REFORM SERVICES,18/02/2019,1315.71
Corporate Property Bus Unit,AGENCY STAFF,W/C 28.01.19 STAFF,B000020003/58852,OYSTER PARTNERSHIP,18/02/2019,1404.00
WILLOWS LANE DEPOT,ASSET MAINT R&M,MANAGEMENT SURVEY WILLOW LANE,B000020001/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/02/2019,1465.00
VEHICLE MAINT SUPERVISION,ADVERTISING,VACANCY AD,B000020001/57973,NEWSQUEST,18/02/2019,1563.30
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC HALL 1-31.1.19,B000020002/29112,HYNDBURN LEISURE,18/02/2019,1600.00
Corporate Property Bus Unit,AGENCY STAFF,W/C 04.02.19,B000020003/58852,OYSTER PARTNERSHIP,18/02/2019,1620.00
LEISURE IN HYNDBURN,ASSET MAINT R&M,ASBESTOS SURVEY ELMFIELD HALL  GATTY PARK,B000020001/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/02/2019,1650.00
LIBRARY ST DEPOT,ELECTRICITY,JAN 19 VEHICLE MAINT,B000020004/25200,E.ON UK PLC,18/02/2019,1753.82
HAWORTH ART GALLERY,ASSET MAINT R&M,ASBESTOS SURVEY HAWORTH ART GALL,B000020001/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/02/2019,2200.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,NFI 18/19 HYND,B000020002/59458,CABINET OFFICE,18/02/2019,2300.00
LEISURE IN HYNDBURN,ASSET MAINT R&M,ASBESTOS SURVEY HYNDBURN SPORTS CENTRE,B000020001/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/02/2019,2400.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,GTAA INV 2  ARC4,B000020002/53366,ARC4 LTD,18/02/2019,2457.48
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,"24-26 WHALLEY RD, FLAT ROOF REPAIRS",B000020001/37017,PILKINGTON BROS (CHURCH) LTD,18/02/2019,2898.00
CANNON ST ACC,ASSET MAINT R&M,CANNON ST ROOF REPAIRS,B000020003/37017,PILKINGTON BROS (CHURCH) LTD,18/02/2019,2902.88
MARKETS - OPERATIONS,ELECTRICITY,1.1.19 - 31.1.19  ACC MARKET HALL,B000020004/25200,E.ON UK PLC,18/02/2019,2979.23
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,CONTRIBUTION TO LOCAL PLAN STUDY,B000020002/49037,BLACKBURN WITH DARWEN BOROUGH COUNCIL,18/02/2019,4199.87
LIBRARY ST DEPOT,ELECTRICITY,1.10.18 - 31.12.18 NEW CHARGES,B000020004/25200,E.ON UK PLC,18/02/2019,4568.51
SCAITCLIFFE HOUSE,ELECTRICITY,JAN 19 SCAITCLIFFE,B000020004/25200,E.ON UK PLC,18/02/2019,5721.96
MARKETS - OPERATIONS,ELECTRICITY,1.10.18 - 31.12.18 MARKET HALL,B000020004/25200,E.ON UK PLC,18/02/2019,9261.42
SCAITCLIFFE HOUSE,ELECTRICITY,1.10.18 - 31.12.18 SCAITCLIFFE NEW CHARGES,B000020004/25200,E.ON UK PLC,18/02/2019,13314.54
LYNDON PF SPORTS FACILITIES,CONTRACTOR OTHER,WOOD ST G-H,B000020003/57454,REILLY DEVELOPMENT LTD,18/02/2019,30935.28
HYNDBURN CEMETERIES,SECURITY SYSTEM MAINTENANCE,TELECOMS SERVICE CHARGE,B000020008/35290,LOGICALTELECOM,19/02/2019,275.63
TIPPING CHARGES,HIRED VEHICLE,HIRE OF WHEEL WAGON 07.01.2019,B000020008/9294,STANLEY BROTHERS (TIPPERS) LTD,19/02/2019,390.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,EDGE  CUTTING TO HEYS LANE G-H,B000020009/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,19/02/2019,500.00
PARKS & OPEN SPACES,WATER CHARGES,WATER CHARGES WHITEASH PLAYING FIELDS,B000020008/8325,WATER PLUS LTD,19/02/2019,502.28
PARKS & OPEN SPACES,WATER CHARGES,KING GEORGES WATER CHARGES,B000020008/8325,WATER PLUS LTD,19/02/2019,523.31
WHEELED BINS,EQUIPMENT,HIRE VEHICLE,B000020008/2062,INTACK SELF DRIVE,19/02/2019,540.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,CREM EQUIPMENT,B000020008/28418,FACULTATIEVE TECHNOLOGIES,19/02/2019,635.20
HYNDBURN CEMETERIES,NEW EQUIPMENT,GROUND GUARDS 4 X 8,B000020008/60303,GROUND-GUARDS,19/02/2019,680.00
HYNDBURN CEMETERIES,MATERIALS-DIRECT,BEDDING PLANTS,B000020009/23105,LANCASTER CITY COUNCIL,19/02/2019,2700.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 04.02.19 ,B000020008/55740,RAPID RECRUITMENT LTD,19/02/2019,2738.74
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,FIELDING LANE TRAFFIC ISLAND,B000020008/2506,LANCASHIRE COUNTY COUNCIL,19/02/2019,5450.00
WILLOWS LANE DEPOT,WATER CHARGES,WASTE WATER CHARGES WILLOWS LANE DEPOT,B000020008/8325,WATER PLUS LTD,19/02/2019,8590.17
GENERAL EXPENSES,CABINET ACTION FUND,BEDLINGTON PLANTERS,B000020009/14010,BROXAP LTD,19/02/2019,15270.00
SCAITCLIFFE HOUSE,CLEANING MATERIALS,VACUUM CLEANER,B000020010/7033,OPTION HYGIENE,20/02/2019,295.99
INSURANCES,EXCESS PAYMENTS,UNIT 1 HEYS LANE IND EST,B000020010/37017,PILKINGTON BROS (CHURCH) LTD,20/02/2019,1972.00
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXIS,B000020010/21487,VIP-SYSTEM LTD,20/02/2019,2163.38
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020010/30178,B3P SERVICES LTD,20/02/2019,4162.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020010/61444,Z N BUILDERS,20/02/2019,7350.00
MARKETS - OPERATIONS,ASSET MAINT R&M,FRANKIES CAFE REPLACE CEILING TILES,B000020014/37017,PILKINGTON BROS (CHURCH) LTD,21/02/2019,608.47
FACILITIES TEAM,AGENCY STAFF,STAFF WE 8.2.19,B000020014/59823,HAYS,21/02/2019,777.44
LEISURE IN HYNDBURN,ASSET MAINT R&M,MERCER HALL  FENCING,B000020014/37017,PILKINGTON BROS (CHURCH) LTD,21/02/2019,895.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,PAT TEST SCAITCLIFFE,B000020014/58451,SISTO COMPLIANCE,21/02/2019,928.60
LICENSING,LEGAL,BRIEF FOR HEARING IN PRESTON,B000020014/61448,TRINITY CHAMBERS,21/02/2019,3500.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020014/31295,ASTOR-BANNERMAN (MEDICAL)LTD,21/02/2019,9408.09
SCAITCLIFFE HOUSE,ASSET MAINT R&M,LIGHTING PROTECTION TEST SCAITCLIFFE,B000020017/60080,BEST,22/02/2019,287.00
GREEN INFRASTRUCTURE,FEES-ANALYSTS & CONSULTANTS,COMMUNITY AND GRANT BID PREP,B000020017/60561,PROFFITS - INVESTING IN COMMUNITIES,22/02/2019,895.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL PARK MESS ROOM WATER HEATER,B000020017/59248,LANCASHIRE GAS SERVICES,22/02/2019,1400.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020017/50640,PRISM MEDICAL UK,22/02/2019,2375.17
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020017/25868,HYNDBURN PLUMBING & HEATING SERVICES,22/02/2019,3903.00
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,SERVICE COLUMN LIFTS,B000020019/58111,MRB WORKSHOP SERVICES,25/02/2019,262.86
GYPSY SITE,WATER CHARGES,1.4.19 - 31.03.20,B000020020/8325,WATER PLUS LTD,25/02/2019,366.31
MARKETS - OPERATIONS,SEWERAGE,WATER AND WASTE WATER,B000020018/8325,WATER PLUS LTD,25/02/2019,420.10
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SUSPENSION ARM BUSHES,B000020019/8433,WALTON SUMMIT TRUCK CENTRE LTD,25/02/2019,448.57
MARKETS - OPERATIONS,SEWERAGE,WATER AND WASTE WATER,B000020018/8325,WATER PLUS LTD,25/02/2019,521.57
MARKETS - OPERATIONS,SEWERAGE,WATER AND WASTE WATER,B000020018/8325,WATER PLUS LTD,25/02/2019,647.64
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT BODY PARTS,B000020019/1164,DENNIS EAGLE LIMITED,25/02/2019,693.10
Corporate Property Bus Unit,AGENCY STAFF,STAFF WC 11.02.19,B000020020/58852,OYSTER PARTNERSHIP,25/02/2019,1440.00
MARKETS - OPERATIONS,MARKETING INITIATIVES,MUSIC LICENCE,B000020018/60557,PPL PRS LTD,25/02/2019,1565.46
CORPORATE PROPERTY,WATER CHARGES,20 CANNON ST,B000020020/8325,WATER PLUS LTD,25/02/2019,1847.19
MARKETS - OPERATIONS,SEWERAGE,WATER AND WASTE WATER,B000020018/8325,WATER PLUS LTD,25/02/2019,1863.29
GYPSY SITE,ELECTRICITY,1.1.19 - 31.1.19  GYPSY SITE,B000020018/25200,E.ON UK PLC,25/02/2019,2048.80
MARKETS - OPERATIONS,SEWERAGE,WATER AND WASTE WATER,B000020018/8325,WATER PLUS LTD,25/02/2019,3863.68
GYPSY SITE,ELECTRICITY,1.10.18 - 31.12.18,B000020018/25200,E.ON UK PLC,25/02/2019,4700.86
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,K3057 11.2.19,B000020025/61288,XBM LTD,26/02/2019,376.28
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 4.2.19 REF 376354,B000020024/7871,STANLEY BROS TIPPERS LTD,26/02/2019,390.00
MUNICIPAL ELECTIONS,PRINTING,2 PRINTERS,B000020023/52996,DOCUMENT XL LIMITED,26/02/2019,397.70
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC, 1 YEAR LSS RENEWAL,B000020023/29231,SEC-1 LIMITED,26/02/2019,410.00
REGISTRATION OF ELECTORS,NEW EQUIPMENT,1 X SCANNER  RENEWAL  09.03.19 - 8.3.20,B000020025/46277,E FILE UK LTD,26/02/2019,425.00
LOCAL TAXATION,OFFICE CONSUMABLES,HP PROBOOK .,B000020025/52932,INSIGHT DIRECT (UK) LTD,26/02/2019,495.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TOWARDS EVENTS ,B000020024/60670,FRIENDS OF RHYDDINGS PARK,26/02/2019,500.00
DOG WARDEN,NEW EQUIPMENT, BODY WORN VIDEO CAMERA ,B000020026/61331,PINNACLE RESPONSE LTD,26/02/2019,595.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,COPIER CHARGES  04.11.18 - 03.02.19,B000020025/31105,KONICA MINOLTA B S EAST LTD,26/02/2019,663.72
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"URGENT WORK, MERCER PARK CLM ",B000020026/22189,ROY CATTERMOLE (TREE SURGEON),26/02/2019,700.00
WILLOWS LANE DEPOT,DEPOT COSTS,CLEAN OUT CHASSIS ,B000020026/2506,LANCASHIRE COUNTY COUNCIL,26/02/2019,800.00
DOG WARDEN,NEW EQUIPMENT, BODY WORN VIDEO CAMERA ,B000020026/61331,PINNACLE RESPONSE LTD,26/02/2019,1190.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,PALLET OF BOWCOM SUPREME PLUS ,B000020026/57563,BOWCOM,26/02/2019,1194.00
