Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT TOWARDS REDUCED SWIM,B000018595/29112,HYNDBURN LEISURE,11/01/2017,1331.90
LEISURE IN HYNDBURN,GRANTS-GENERAL,ARMED FORCES - 1.10.16-31.12.1,B000018595/29112,HYNDBURN LEISURE,11/01/2017,1509.20
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - 1.12.16-31.12.,B000018595/29112,HYNDBURN LEISURE,11/01/2017,1600.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE- 1.12.16-31.12.1,B000018594/59343,EDF ENERGY,11/01/2017,2506.80
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.12.16-31.12.16,B000018594/59343,EDF ENERGY,11/01/2017,2927.69
HYNDBURN CEMETERIES,HEADSTONE SAFETY,NEW CONTAINER,B000018591/59324,BOOTLE CONTAINERS LTD,11/01/2017,4200.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - 1.12.16-31.12.16,B000018594/59343,EDF ENERGY,11/01/2017,4254.83
PEST CONTROL NISSAN,AQUISITION OF VEHICLES,VEHICLE,B000018591/59440,JUST VANS LTD,11/01/2017,7330.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MGT FEE - JAN 17,B000018595/29112,HYNDBURN LEISURE,11/01/2017,22387.67
PARKS & OPEN SPACES,WATER CHARGES,WATER BILL,B000018597/24576,UNITED UTILITIES WATER PLC,12/01/2017,292.55
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF,B000018597/19414,HEADS RECRUITMENT LIMITED,12/01/2017,299.25
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF,B000018597/19414,HEADS RECRUITMENT LIMITED,12/01/2017,350.28
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF,B000018597/19414,HEADS RECRUITMENT LIMITED,12/01/2017,588.60
RECYCLING COLLECTION,HIRED VEHICLE,CAGE HIRE,B000018597/59406,LEEDS COMMERCIAL LTD,12/01/2017,1000.00
LEISURE IN HYNDBURN,LIH R&M,CALL OUT TO FIRE ALARM,B000018599/24998,BELLIT SECURITY LIMITED,16/01/2017,255.00
CORPORATE PROPERTY,ASSET MAINT R&M,ANNUAL SERVICE - EAGLE ST,B000018599/59248,LANCASHIRE GAS SERVICES,16/01/2017,320.99
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SHOCKER AND AIR SPRING,B000018602/1918,HYDRAIR,16/01/2017,359.72
REGISTRATION OF ELECTORS,CANVASS,RETURN POSTAGE CANVASS FORMS,B000018599/51517,ROYAL MAIL GROUP LTD,16/01/2017,396.80
ACCRINGTON MARKET,ASSET MAINT R&M,ANNUAL SERVICE- MARKET,B000018599/59248,LANCASHIRE GAS SERVICES,16/01/2017,437.56
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TRAINING 1.12.16,B000018600/52244,CIPFA BUSINESS LIMITED,16/01/2017,490.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COMPRESSION LEG,B000018601/7688,AEBI SCHMIDT UK LTD,16/01/2017,559.79
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,ADVERT 6.1.17,B000018598/55711,TRINITY MIRROR PUBLISHING LTD,16/01/2017,561.60
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE,B000018600/19244,OVALTECH LTD,16/01/2017,585.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 22.12.16,B000018600/33923,EDEN BROWN LTD,16/01/2017,650.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 8.1.17,B000018600/33923,EDEN BROWN LTD,16/01/2017,656.25
ACCRINGTON MARKET,ASSET MAINT R&M,REPAIRS TO LIFT,B000018600/1267,E A FOULDS LTD,16/01/2017,703.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 11.12.16,B000018600/33923,EDEN BROWN LTD,16/01/2017,843.75
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 11.12.16,B000018600/33923,EDEN BROWN LTD,16/01/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 8.1.17,B000018600/33923,EDEN BROWN LTD,16/01/2017,858.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.12.16,B000018600/33923,EDEN BROWN LTD,16/01/2017,858.00
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,WORK ON FIRE ALARM AT A.T.H,B000018599/24998,BELLIT SECURITY LIMITED,16/01/2017,881.06
HAWORTH ART GALLERY,ASSET MAINT R&M,NEW SET OF BURNER BARS - H.A.G,B000018598/59248,LANCASHIRE GAS SERVICES,16/01/2017,887.18
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,LOAD RUNNER BEARINGS,B000018602/8014,TERBERG MATTEC UK LTD,16/01/2017,924.38
BOOTH ST ACQ ODDS,SECURING PREMISES,SECURITY - DEC 16,B000018599/48843,CLEARWAY ENV SERVICES (UK) LTD,16/01/2017,932.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SUPPORT BEAM,B000018602/1164,DENNIS EAGLE LIMITED,16/01/2017,1196.11
ACC TC CCTV,TELEPHONE LEASE,CCTV 3.1.17 TO 1.1.18,B000018599/26383,BT REDCARE,16/01/2017,1411.55
ROGUE LANLORDS GRANT,AGENCY STAFF,TEMP STAFF W/E 18.12.16,B000018600/58023,BUCKINGHAM FUTURES LTD,16/01/2017,1511.25
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,UPGRADE FIRE ALARM,B000018598/24998,BELLIT SECURITY LIMITED,16/01/2017,1698.83
GENERAL EXPENSES,BUSINESS RATE POOLING ADMIN,LANCS BUSINESS RATES POOL 16/1,B000018599/7448,RIBBLE VALLEY BOROUGH COUNCIL,16/01/2017,2000.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000018601/29877,ROSSENDALE VULCANISING (SALES LTD),16/01/2017,3498.00
POLICY AND PERFORMANCE REVIEW,EDUCATION & TRAINING CONS,SAFEGUARDING TRAINING,B000018600/114,ACCRINGTON & ROSS COLLEGE,16/01/2017,5000.00
POLICY AND PERFORMANCE REVIEW,AGENCY STAFF,SUPPORT- 1.6.16,B000018600/40624,BURNLEY BOROUGH COUNCIL,16/01/2017,13000.00
NEW FUEL TANK,CONTRACTOR OTHER,WILLOWS LANE VEHICLE HARDSTAND,B000018598/38733,MARCHBRIDGE BUILDERS LTD,16/01/2017,25823.95
HARWOOD RD PLAY AREA,CONTRACTOR OTHER,FENCING WORK,B000018605/20,A BYRNE FENCING,17/01/2017,1441.00
HAWORTH STABLES,GAS,STABLES - 30.11.16-31.12.16,B000018608/30430,NPOWER BUSINESS,18/01/2017,255.86
ACC TOWN CENTRE,T C PROMOTIONS,LIGHT SWITCH ON 16,B000018614/56759,ST JOHN AMBULANCE,18/01/2017,276.00
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS 17,B000018608/8757,THE ROYAL TOWN PLANNING INSTITUTE,18/01/2017,323.00
LIBRARY ST DEPOT,GAS,CVMU - 30.11.16-4.1.17,B000018608/30430,NPOWER BUSINESS,18/01/2017,530.57
ROGUE LANLORDS GRANT,AGENCY STAFF,TEMP STAFF W/E 8.1.17,B000018610/58023,BUCKINGHAM FUTURES LTD,18/01/2017,550.25
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018607/7874,STANNAH LIFT SERVICES LIMITED,18/01/2017,992.00
WILLOWS LANE DEPOT,GAS,WILLOWS LANE - 30.11.16-31.12.,B000018608/30430,NPOWER BUSINESS,18/01/2017,1139.18
ACC TOWN CENTRE,T C PROMOTIONS,LIGHT SWITCH ON 2016,B000018614/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,18/01/2017,1210.00
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAMEPLATES,B000018610/28458,MARCHBRIDGE BUILDERS LTD,18/01/2017,1288.00
HAWORTH ART GALLERY,GAS,H.A.G  - 30.11.16-31.12.16,B000018608/30430,NPOWER BUSINESS,18/01/2017,1381.86
ACCRINGTON MARKET,GAS,MARKET - 30.11.16-31.12.16,B000018608/30430,NPOWER BUSINESS,18/01/2017,1865.69
HUMAN RESOURCES,OD AND EQUALITY,TRAINING 17.3.17,B000018608/58703,IN-COMPANY TRAINING SERVICES LTD,18/01/2017,2000.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,NFI EXERCISE 16/17,B000018608/59458,CABINET OFFICE,18/01/2017,2300.00
HYNDBURN CEMETERIES,GAS,ACC CEM -30.11.16-31.12.16,B000018608/30430,NPOWER BUSINESS,18/01/2017,2406.46
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018607/34573,MR R WILCOCK,18/01/2017,4030.00
HYNDBURN CEMETERIES,MEMORIAL WALL,MEMORIAL PLAQUE,B000018617/7899,ROBERTSON MEMORIALS,20/01/2017,260.82
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF,B000018617/19414,HEADS RECRUITMENT LIMITED,20/01/2017,273.81
WILLOWS LANE DEPOT,DEPOT COSTS,CCTV CAMERA INSTALLS,B000018617/24998,BELLIT SECURITY LIMITED,20/01/2017,345.00
HYNDBURN CEMETERIES,HIRED VEHICLE,CHERRY PICKER HIRE,B000018617/26968,LIGHTING AND BUILDING SERVICES LTD,20/01/2017,490.00
HEALTH OFFICERS,AGENCY STAFF,AGENCY STAFF - W/E 8.1.17,B000018617/58023,BUCKINGHAM FUTURES LTD,20/01/2017,937.50
HEALTH OFFICERS,AGENCY STAFF,AGENCY STAFF - W/E 15.1.17,B000018617/58023,BUCKINGHAM FUTURES LTD,20/01/2017,937.50
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF,B000018617/55740,RAPID RECRUITMENT LTD,20/01/2017,1488.28
PARKS & OPEN SPACES,ASSET MAINT R&M,FIT DEFIBRILLATOR AT MEMORIAL ,B000018618/27030,LIGHTING AND BUILDING SERVICES LTD,23/01/2017,325.00
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,NIGHT INSPECTION - DEC 16,B000018619/27030,LIGHTING AND BUILDING SERVICES LTD,23/01/2017,350.00
ACCRINGTON MARKET,MARKETING INITIATIVES,ADVERT - 16.12.16,B000018619/55711,TRINITY MIRROR PUBLISHING LTD,23/01/2017,400.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL - W/E 8.1.17,B000018619/8287,TRIPLE C SKIPS,23/01/2017,480.00
ACC TOWN HALL,ASSET MAINT R&M,PORTABLE APPLIANCE TESTING,B000018619/58451,SISTO COMPLIANCE,23/01/2017,495.00
HAWORTH ART GALLERY,ASSET MAINT R&M,WORKS AT HAWORTH STABLES,B000018618/7524,ROSS LEE CONSTRUCTION LTD,23/01/2017,504.00
CORPORATE PROPERTY,ASSET MAINT R&M,REPAIRS AT MERCER HOUSE,B000018619/59248,LANCASHIRE GAS SERVICES,23/01/2017,891.46
ASPEN COLLIERY COKE OVEN,CONTRACTOR OTHER,PROFESSIONAL FEES ,B000018619/57065,BUTTRESS,23/01/2017,1303.13
CHRISTMAS DECS & AMENITY COSTS,WORK DONE DLO-HIGHWAYS,REPAIRS TO STREET LIGHTING,B000018618/27030,LIGHTING AND BUILDING SERVICES LTD,23/01/2017,1915.00
ASPEN COLLIERY COKE OVEN,CONTRACTOR OTHER,ECOLOGICAL SURVEY,B000018619/57065,BUTTRESS,23/01/2017,2032.40
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS DECORATIONS,BARNES SQUARE LIGHTING,B000018618/27030,LIGHTING AND BUILDING SERVICES LTD,23/01/2017,2310.00
HLC ENERGY EFFICIENCY IMPROVEM,CONTRACTOR OTHER,WORKS AT LEISURE CENTRE,B000018618/9877,SBS HEATING & PLUMBING SERVICES LIMITED,23/01/2017,2638.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018618/50640,PRISM MEDICAL UK,23/01/2017,2640.89
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018618/25868,HYNDBURN PLUMBING & HEATING SERVICES,23/01/2017,3884.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018619/25868,HYNDBURN PLUMBING & HEATING SERVICES,23/01/2017,3985.00
DILL HALL CEM REROOF,CONTRACTOR OTHER,ROOFING - DILL HALL CEM,B000018618/7524,ROSS LEE CONSTRUCTION LTD,23/01/2017,11451.30
HLC ENERGY EFFICIENCY IMPROVEM,CONTRACTOR OTHER,POOL ALTERATIONS - SPORTS CENT,B000018619/1024,CRAIG HAMBLING LTD,23/01/2017,92612.79
ELMFIELD HALL FLATS,GAS,ELMFIELD HALL -  30.11.16-31.1,B000018623/30430,NPOWER BUSINESS,25/01/2017,278.90
ADMINISTRATION SERVICES,CLEANING MATERIALS,CLEANING MATERIALS,B000018623/7033,OPTION HYGIENE,25/01/2017,293.39
LEISURE IN HYNDBURN,LIH R&M,WORKS AT A.T.H,B000018622/37111,AUTOMATIC DOOR COMPANY,25/01/2017,301.25
TIPPING CHARGES,HIRED VEHICLE,REMOVAL OF WASTE - 10.1.17,B000018624/7871,STANLEY BROS TIPPERS LTD,25/01/2017,390.00
TIPPING CHARGES,HIRED VEHICLE,REMOVAL OF WASTE - 11.1.17,B000018624/7871,STANLEY BROS TIPPERS LTD,25/01/2017,390.00
FACILITIES TEAM,BASIC PAY,TEMP STAFF W/E 15.1.17,B000018623/55150,VENN GROUP LIMITED,25/01/2017,893.75
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,PHASE 3 - A.T.H,B000018623/44786,CAMPBELL DRIVER PARTNERSHIP,25/01/2017,2356.80
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REFEREE WORK,B000018624/7171,PEEL HOUSE MEDICAL PRACTICE,25/01/2017,2500.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018622/7874,STANNAH LIFT SERVICES LIMITED,25/01/2017,2757.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,NEW PLATFORM,B000018624/7386,R.BRIGGS SHEET METAL FABRICATION,25/01/2017,3840.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018622/59330,TOTAL HYGIENE LTD,25/01/2017,4107.00
TMO GENERAL,MISC EXPENSES OTHER,NEW HOLLAND T5.105 YJ66 GWU PR,B000018624/42081,TOWNSON TRACTORS,25/01/2017,44740.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF,B000018628/19414,HEADS RECRUITMENT LIMITED,26/01/2017,539.56
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF - W/E 8.1.17,B000018628/19414,HEADS RECRUITMENT LIMITED,26/01/2017,686.70
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,BENCH INSTALLATION,B000018630/20,A BYRNE FENCING,30/01/2017,259.00
GYPSY SITE,NET RENTS,PITCH 5,B000018632/45458,GLOSSOP CARAVANS LTD,30/01/2017,280.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018632/59301,CONSULTANTS & SPEC SURVEYORS LTD,30/01/2017,295.00
OFF STREET PARKING,GENERAL REPAIR & MAINT BLDGS,FENCING REPAIR WORK,B000018630/20,A BYRNE FENCING,30/01/2017,320.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,PLAYGROUND REPAIR WORK,B000018630/20,A BYRNE FENCING,30/01/2017,388.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,CLAIM ON BOND ,B000018632/55908,IAN G SCHOLES,30/01/2017,400.00
ROGUE LANLORDS GRANT,AGENCY STAFF,TEMP STAFF  W/E 22.1.17,B000018632/58023,BUCKINGHAM FUTURES LTD,30/01/2017,558.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PARTS,B000018631/8014,TERBERG MATTEC UK LTD,30/01/2017,774.46
ROGUE LANLORDS GRANT,AGENCY STAFF,T EMP STAFF W/E 25.12.16,B000018632/58023,BUCKINGHAM FUTURES LTD,30/01/2017,775.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000018632/33923,EDEN BROWN LTD,30/01/2017,781.25
ROGUE LANLORDS GRANT,AGENCY STAFF,TEMP STAFF  W/E 15.01.17,B000018632/58023,BUCKINGHAM FUTURES LTD,30/01/2017,798.25
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000018629/33923,EDEN BROWN LTD,30/01/2017,832.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF - W/E15.1.17,B000018632/33923,EDEN BROWN LTD,30/01/2017,858.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING,B000018632/29112,HYNDBURN LEISURE,30/01/2017,860.54
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000018629/33923,EDEN BROWN LTD,30/01/2017,887.50
CUSTOMER SERVICES,AGENCY STAFF,STAFF - W/E 22.1.17,B000018632/46341,MORGAN HUNT UK LTD,30/01/2017,888.00
FACILITIES TEAM,BASIC PAY,TEMP STAFF W/E 22.1.17,B000018632/55150,VENN GROUP LIMITED,30/01/2017,902.25
MOT GENERAL,EQUIPMNT REPAIR & MAINT,MOT BAY EQPT,B000018631/7773,SNAP ON DIAGNOSTICS,30/01/2017,995.00
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,SERVICE - LOAD TEST,B000018631/58111,MRB WORKSHOP SERVICES,30/01/2017,1300.00
COMPUTER SERVICES,TELEPHONES,A/C UK13114488 1.10.16 - 31.12,B000018629/40272,CABLE & WIRELESS,30/01/2017,2547.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018629/30178,B3P SERVICES LTD,30/01/2017,5829.20
GREEN INFRASTRUCTURE,MISC EXPENSES OTHER,DRY STONE WALLING TRAINING,B000018635/58554,PETER ISHERWOOD LTD,31/01/2017,630.00
GREEN INFRASTRUCTURE,MISC EXPENSES OTHER,AUDIT VISIT - AUG 16,B000018636/57561,DISABILITY FIRST,31/01/2017,1600.00
