Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
COVID BACKFILL,AGENCY STAFF,AGENCY STAFF WK 24.5.21 ,B000022215/58852,OYSTER PARTNERSHIP,08/06/2021,1998.00
COVID-COMF,MARKETING COMMUNICATIONS,LCC ADVERTISEMENTS MARCH 21 ,B000022215/60625,REACH PUBLISHING SERVICES LTD,08/06/2021,1960.00
HYNDBURN CEMETERIES,PRIVATE CONTRACTORS WORK,ANNUAL MTCE CHARGE 1.3.21 - 28.2.22,B000022215/65390,DIRECT VOICE AND DATA,08/06/2021,303.88
PARKS & OPEN SPACES,WATER CHARGES,WATE WATER WOODLANDS C-L-M,B000022215/8325,WATER PLUS LTD,08/06/2021,1668.03
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,ROOF REPAIRS,B000022217/1248,DUNCAN CAMPBELL,09/06/2021,1200.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,SPORT ENGLAND NRLF PAYMENT 2,B000022217/29112,HYNDBURN LEISURE,09/06/2021,29922.38
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,CLEAR YARD ,B000022217/46845,WASTE & HAULAGE,09/06/2021,340.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUND,B000022217/55075,YNOT ASPIRE LTD,09/06/2021,5000.00
LAND ASSEMBLY & REMEDIATION,LEGAL FEES,PHOENIX 1D REGENERATION PROJECT,B000022217/55525,DWF LAW LLP,09/06/2021,1228.09
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 16.4.21,B000022217/59823,HAYS,09/06/2021,1569.00
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT - 3.5.21 - 25.5.21,B000022217/64477,ONWARD HOMES,09/06/2021,271.00
SYRIAN RESETTLEMENT PROGRAMME,VOID COSTS,RENT - 3.5.21 - 25.5.21,B000022217/64477,ONWARD HOMES,09/06/2021,277.02
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE - 11.2.21 - 29.4.21,B000022217/8325,WATER PLUS LTD,09/06/2021,1517.48
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022220/25868,HYNDBURN PLUMBING & HEATING SERVICES,10/06/2021,4788.70
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000022220/53622,SPECTRUM COMPUTER SUPPLIES LTD,10/06/2021,498.63
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,8 X HARD DRIVES & MEMORY,B000022220/62014,TECHBUYER LIMITED,10/06/2021,482.00
COMPUTER SERVICES,AGENCY SERVICES,MIGRATION OF AD OFFICE 365,B000022221/29231,CLARANET CYBER SECURITY (SEC 1),10/06/2021,9800.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022221/30178,B3P SERVICES LTD,10/06/2021,5562.27
COMPUTER SERVICES,AGENCY SERVICES,DISABLED FACILITIES GRANT,B000022221/65220,CAPITA  BUSINESS SERVICES LTD,10/06/2021,600.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,URGENT WORK TO DUE TO HIGH WINDS,B000022226/22189,ROY CATTERMOLE (TREE SURGEON),10/06/2021,480.00
REFUSE COLLECTION,ORANGE BIN BAGS,ORANGE SACKS,B000022226/33805,IMPERIAL POLYTHENE,10/06/2021,496.80
STREET CLEANSING,PURPLE BAGS,PURPLE SACKS,B000022226/33805,IMPERIAL POLYTHENE,10/06/2021,689.00
PARKS & OPEN SPACES FOOTPATHS,CONTRACTOR OTHER,CARRY OUT FOOTPATH RECONSTRUCTION,B000022226/54658,WADE GROUP,10/06/2021,24493.50
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,SENIOR RUGBY POST WITH SOCKETS,B000022226/58217,THE SOCCER STORE,10/06/2021,500.00
RECYCLING COLLECTION,NEW CONTAINERS,BLUE 240 LTR WHEELED BINS ,B000022226/59653,MGB PLASTICS,10/06/2021,4977.00
MHLC FRONTAGE REFURBISHMENT,CONTRACTOR OTHER,FORECOURT AS PER RETURNED TENDER ,B000022226/65703,BDB SPECIAL PROJECTS LTD,10/06/2021,18384.65
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,GRAPHIC DESIGN,B000022226/65816,BRADSHAW ADVISARY LTD,10/06/2021,17750.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PAINT 3 BENCHES,B000022226/66054,C. HORNE LTD,10/06/2021,600.00
REFUSE COLLECTION,CONTAINER REPAIRS & SPARES,DARK GREY 240LTR LIDS WITH PINS,B000022226/7059,ESE WORLD LIMITED,10/06/2021,2832.00
VEHICLE MAINT WORK DONE,GENERAL SUBSCRIPTIONS,FTA SUBS,B000022229/1547,FREIGHT TRANSPORT ASSOC,14/06/2021,825.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,AIR DRYER,B000022229/1918,HYDRAIR,14/06/2021,275.79
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COMPLETE HUB,B000022229/1918,HYDRAIR,14/06/2021,250.09
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,WINDSCREEN,B000022229/38986,LANCASHIRE WINDSCREENS LIMITED,14/06/2021,395.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,GEARBOX,B000022229/442,BALMERS GARDEN MACHINERY,14/06/2021,945.27
LIBRARY ST DEPOT,CLEANING,CLEANING,B000022229/50873,SERVICEMASTER,14/06/2021,597.87
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,LEVER LATCH,B000022229/7688,AEBI SCHMIDT UK LTD,14/06/2021,359.66
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CLAMP SPRING,B000022229/8014,TERBERG MATEC UK,14/06/2021,467.15
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SENSOR,B000022229/8014,TERBERG MATEC UK,14/06/2021,393.18
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKES AND SHOES,B000022229/8433,WALTON SUMMIT TRUCK CENTRE LTD,14/06/2021,1071.59
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,REMOVAL OF WASTE,B000022230/1248,DUNCAN CAMPBELL,14/06/2021,960.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,REMOVAL OF WASTE HEYS ALLOTS,B000022230/1248,DUNCAN CAMPBELL,14/06/2021,480.00
INSURANCES,PREMIUMS PAID,INSURANCE,B000022230/1287,ZURICH INSURANCE PLC,14/06/2021,1012.41
INSURANCES,PREMIUMS PAID,INSURANCE,B000022230/1287,ZURICH INSURANCE PLC,14/06/2021,103593.47
INSURANCES,PREMIUMS PAID,INSURANCE,B000022230/1287,ZURICH INSURANCE PLC,14/06/2021,3136.00
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGES SEARCHES,B000022230/2496,LANCASHIRE COUNTY COUNCIL,14/06/2021,540.00
GENERAL EXPENSES,CABINET ACTION FUND,FLAG POLE PROJECTOR,B000022230/30597,HAMPSHIRE FLAG COMPANY,14/06/2021,5655.24
LOCAL ELECTIONS,MISC EXPENSES OTHER,PROFESSIONAL ADVICE,B000022230/66035,MISS FIONA CLARK,14/06/2021,1440.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022230/7874,STANNAH LIFT SERVICES LIMITED,14/06/2021,3263.00
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,34241,G4S,15/06/2021,412.06
REFUSE/CLEANSING ADMIN STAFF,CIVIL CONTINGENCY ACT,2021/22 LRF CONTRIBUTION,B000022235/11051,LANCASHIRE POLICE AUTHORITY,15/06/2021,861.94
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF PARKS,B000022235/19414,HEADS RECRUITMENT LIMITED,15/06/2021,392.84
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF CEMS,B000022235/19414,HEADS RECRUITMENT LIMITED,15/06/2021,399.28
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF - PARKS,B000022235/19414,HEADS RECRUITMENT LIMITED,15/06/2021,370.88
COVID 19,HIRED VEHICLE,VEHICLE HIRE,B000022235/2062,INTACK SELF DRIVE,15/06/2021,819.17
COVID 19,HIRED VEHICLE,VEHICLE HIRE,B000022235/2062,INTACK SELF DRIVE,15/06/2021,689.54
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,GRANT FUNDER LICENSE,B000022235/61564,IDOX SOFTWARE LTD,15/06/2021,4350.00
PARKS & OPEN SPACES,INSURANCES GENERAL,INSURANCE CLAIM COSTS,B000022235/62197,PROTECTOR INSURANCE,15/06/2021,540.00
HYNDBURN CEMETERIES,SECURITY SYSTEM MAINTENANCE,FIRE RANGER - SAFE LOCK CHANGE,B000022235/8187,THE SECURITY COMPANY N/W LTD,15/06/2021,380.00
PARKS & OPEN SPACES,WATER CHARGES,WATER BILL - LOWERFOLD,B000022235/8325,WATER PLUS LTD,15/06/2021,288.96
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WAGON - MAY 21,B000022235/9294,STANLEY BROTHERS (TIPPERS) LTD,15/06/2021,900.00
CORP & DEM CORE,HIRED VEHICLE,HIRED REPLACEMENT JCB,B000022235/9294,STANLEY BROTHERS (TIPPERS) LTD,15/06/2021,1216.00
HAWORTH ART GALLERY,EXHIBITIONS,ENVIRONMENTAL MONITORING TRANSMITTER,B000022241/20441,MEACO MEASUREMENTS,16/06/2021,255.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,WORKS NEAR WOODLAND -  MANCHESTER RD,B000022241/26968,LIGHTING AND BUILDING SERVICES LTD,16/06/2021,2975.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF - W/E 16.05.21,B000022241/33923,EDEN BROWN LIMITED,16/06/2021,819.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF-W/E 06.06.21,B000022241/33923,EDEN BROWN LIMITED,16/06/2021,764.40
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 06.06.21,B000022241/46341,MORGAN HUNT UK LTD,16/06/2021,760.48
HUMAN RESOURCES,CRB CHECKS,DBS CHECKS,B000022241/54847,DISCLOSURE & BARRING SERVICE,16/06/2021,920.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF - W/E 30.05.21,B000022241/55150,VENN GROUP LIMITED,16/06/2021,925.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF- W/E 23.05.21,B000022241/55150,VENN GROUP LIMITED,16/06/2021,925.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF TO W/E 06.06.21,B000022241/55150,VENN GROUP LIMITED,16/06/2021,810.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF TO W/E 30.05.21,B000022241/55150,VENN GROUP LIMITED,16/06/2021,999.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF,B000022241/60568,CUMMINS MELLOR,16/06/2021,4018.40
HOUSING ADVICE,AGENCY STAFF,AGENCY STAFF P/E 09.05.21,B000022241/61860,VIVID RESOURCING,16/06/2021,1011.54
HOUSING ADVICE,AGENCY STAFF,AGENCY STAFF P/E 04.06.21,B000022241/61860,VIVID RESOURCING,16/06/2021,1011.54
COVID-COMF,MARKETING COMMUNICATIONS,ARTWORK / DESIGN SUPPORT,B000022241/65011,BRANDS INSIDE OUT LIMITED,16/06/2021,450.00
COMMUNITY CHAMPIONS FUNDING,COMMUNITY CHAMPIONS FUNDING,ACCESSIBLE INFORMATION COURSE,B000022241/66052,SPRING INTO ACTION CIC,16/06/2021,320.00
BANK CHARGES,BANK CHARGES,STREAMLINE,34257,WORLDPAY,21/06/2021,2573.81
BANK CHARGES,BANK CHARGES,STREAMLINE,34257,WORLDPAY,21/06/2021,2793.22
COVID TESTING,ELECTRICITY,4 BRAODWAY - 12.2.21 TO 31.5.21,B000022253/25200,E.ON UK PLC,21/06/2021,4851.59
LEISURE IN HYNDBURN,GRANTS-GENERAL,SPORT ENGLAND NLRF - PAYMENT 3,B000022253/29112,HYNDBURN LEISURE,21/06/2021,29922.38
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - PARKER ST - JUNE 21,B000022253/50873,SERVICEMASTER,21/06/2021,299.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING -OAKHILL- MAY 21,B000022253/50873,SERVICEMASTER,21/06/2021,303.60
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - PEEL PARK - JUNE 21,B000022253/50873,SERVICEMASTER,21/06/2021,448.50
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - LOWERFOLD - JUNE 21,B000022253/50873,SERVICEMASTER,21/06/2021,299.00
