Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
MOT GENERAL,AGENCY STAFF,TEMP STAFF P/E 03.11.19,B000020514/61466,AUTOTECH RECRUIT,06/11/2019,975.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020512/7874,STANNAH LIFT SERVICES LIMITED,06/11/2019,1919.00
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,ANNUAL MAINTENANCE AGREEMENT,B000020514/58111,MRB WORKSHOP SERVICES,06/11/2019,2559.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020512/993,COOKSON BUILDERS LTD,06/11/2019,3970.00
ENVIRONMENTAL SERVICES,WASTE SERVICES,TRAINING,P-CARD - NOV 19,ENTERPRISE TRANSPORT,06/11/2019,278.13
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ADVERT 11.10.19,B000020516/57973,NEWSQUEST,07/11/2019,351.96
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 27.10.19,B000020516/19414,HEADS RECRUITMENT LIMITED,07/11/2019,462.93
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 21.10.19 TO 27.10.19  ,B000020516/55740,RAPID RECRUITMENT LTD,07/11/2019,818.44
HEALTH FOOD & SAFETY,CIVICA MOBILE WORKING,CR1 - CONFIGURATION AND UAT SUPPORT,B000020516/17209,CIVICA UK LIMITED,07/11/2019,1275.00
PARKS & OPEN SPACES,RECHARGEABLE WORK," LABOUR,PAINT AND  PARTS ",B000020516/27428,SUMMIT AUTO BODIES,07/11/2019,2293.32
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL ,B000020516/7979,T SPLITT,07/11/2019,6060.00
CCTV'S,PRIVATE CONTRACTORS WORK,MONITORING OF HYNDBURN CCTV CAMERAS ,B000020516/28873,BLACKBURN WITH DARWEN B.C.,07/11/2019,7526.68
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL ,B000020516/45743,WATSON PETROLEUM,07/11/2019,19609.03
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES RECOVERED,B000020517/27972,ROSSENDALES,08/11/2019,256.89
LICENSING,DVLA FEES,DVLA CHECKS,B000020517/59795,G B GROUP PLC,08/11/2019,300.00
ACCOUNTANCY,SUBSIDISED PROFESSIONAL SUBS,SUBS 19/20,B000020517/58814,CIPFA,08/11/2019,332.00
PARKS & OPEN SPACES,MATERIALS-MISC,TIMBER FOR BENCHES ,B000020518/62004,WATERLOO TIMBER CO LTD,08/11/2019,378.00
ACC TC CLEANSING,IMPLEMENTS & TOOLS,EXTENDED WARRANTY ,B000020518/60747,ECO REMOVAL SYSTEMS LTD,08/11/2019,395.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS ON LG LAW RLS 80,B000020517/50652,THOMSON REUTERS PROFESSIONAL UK LTD,08/11/2019,401.00
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,LOLER INSPECTIONS AND REPORT ,B000020518/45081,G M TREE CONSULTANTS,08/11/2019,480.00
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGE SEARCHES,B000020517/2496,LANCASHIRE COUNTY COUNCIL,08/11/2019,510.00
PEST CONTROL,NEW EQUIPMENT,FACE FIT TESTING - FULL DAY ,B000020518/61973,ARCO PROFESSIONAL SAFETY SERVICES,08/11/2019,650.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/C 03.11.19,B000020517/61657,G2 RECRUITMENT SOLUTIONS,08/11/2019,918.00
PARKS & OPEN SPACES,MATERIALS-MISC,PLANTS ,B000020518/38523,JAMES COLES & SONS (NURSERIES) LTD,08/11/2019,981.20
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO GRIND OUT APPROX 30 STUMPS,B000020518/56356,STUMP BUSTERS NORTH LANCS,08/11/2019,1080.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL OCTOBER 2019,B000020517/29112,HYNDBURN LEISURE,08/11/2019,1600.00
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE 02.08.19 - 29.10.19,B000020517/8325,WATER PLUS LTD,08/11/2019,2014.46
STREET CLEANSING,HIRED VEHICLE,15 TONNE SWEEPER HIRE,B000020518/6987,DAWSONGROUP SWEEPERS LTD,08/11/2019,3060.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,H/BENEFIT AUDIT 18/19,B000020517/38319,GRANT THORNTON UK LLP,08/11/2019,4750.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,THI PUBLIC REALM ADDITIONAL PAYMENT ,B000020517/2496,LANCASHIRE COUNTY COUNCIL,08/11/2019,11758.77
ACC TOWN HALL IMPROVEMENTS,CONTRACTOR OTHER,TOWN HALL PH4 VAL 6,B000020517/7524,ROSS LEE CONSTRUCTION LTD,08/11/2019,73710.56
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,PRINTER & PROJECTOR ,B000020520/1106,B T BUSINESS DIRECT,11/11/2019,399.00
PUBLIC TRANSPORT,MAINTENANCE,OCTOBER BUS STOP CLEANING CYCLE,B000020521/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,11/11/2019,750.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,30 HP 290 G1 PCs,B000020520/52932,INSIGHT DIRECT (UK) LTD,11/11/2019,870.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 28.10.19,B000020521/58852,OYSTER PARTNERSHIP,11/11/2019,1150.20
DFG Affordable Warmth Grant,CONTRACTOR OTHER,WORKS CARRIED OUT.,B000020522/50717,HIGH EFFICIENCY LTD,11/11/2019,2975.00
HOUSING ADVICE,TRANSFORMING LIVES, GARDEN CLEARANCE,B000020523/62076,SCS FACILITY SERVICES LTD,12/11/2019,259.90
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020523/18972,LANCASHIRE CARE NHS TRUST,12/11/2019,294.00
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020523/27972,ROSSENDALES,12/11/2019,310.00
SCAITCLIFFE HOUSE,DISPOSAL UNIT RENTAL,SANITARY DISP  12.12.19 - 11.12.20,B000020523/7087,P H S GROUP LTD,12/11/2019,771.04
VEHICLE MAINT SUPERVISION,VEHICLE LEASING, TOYOTA LEASE,B000020523/58330,JCB FINANCE,12/11/2019,1949.93
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF OCT 19,B000020523/61898,AURORA ACCOUNTING SERVICES,12/11/2019,2345.00
INSURANCES,EXCESS PAYMENTS,INSURANCE CLAIM,B000020523/62078,TRAVELLERS INSURANCE,12/11/2019,25000.00
ENVIRONMENTAL SERVICES,WASTE SERVICES,SHREDDER,P-CARD - NOV 19,VIKING,12/11/2019,1799.00
VEHICLE MAINT SUPERVISION,BARRISTERS FEES,LEGAL FEES,B000020528/54767,SIMPSONS SOLICITORS,13/11/2019,350.00
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020527/27972,ROSSENDALES,13/11/2019,476.47
HUMAN RESOURCES,TRAINING EXPENSES,VEHICLE INSPECTION TRAINING,B000020530/1547,FREIGHT TRANSPORT ASSOC,13/11/2019,530.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PANELS,B000020530/8014,TERBERG MATTEC UK LTD,13/11/2019,594.86
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 03.11.19,B000020527/46341,MORGAN HUNT UK LTD,13/11/2019,769.20
MARKETS - OPERATIONS,WATER CHARGES,WATER/WASTE WATER 05.08.19 - 29.10.19,B000020527/8325,WATER PLUS LTD,13/11/2019,845.66
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020529/61466,AUTOTECH RECRUIT,13/11/2019,975.00
LIBRARY ST DEPOT,WATER CHARGES,CVMU - 2.8.19 - 28.10.19,B000020530/8325,WATER PLUS LTD,13/11/2019,1161.24
MARKETS - OPERATIONS,YARD CLEANING,WASTE DISPOSAL OCT 19  W/C 29.10.19,B000020527/59730,BLACKBURN SKIPS LIMITED,13/11/2019,1773.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020530/29877,ROSSENDALE VULCANISING (SALES LTD),13/11/2019,6625.00
LICENSING,BARRISTERS FEES,LEGAL FEES,B000020528/56051,JAMES BUTTON & CO SOLICITORS,13/11/2019,7467.00
P & C G,CENTRAL ADMIN,COURT FEES,P-CARD - NOV 19,BURNLEY COURT,13/11/2019,330.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU OCT 19,B000020533/25200,E.ON UK PLC,15/11/2019,1402.85
ACC TOWN HALL,ELECTRICITY,ATH OCT 19,B000020533/25200,E.ON UK PLC,15/11/2019,1785.09
ACCRINGTON CREMATORIUM,MEDICAL EXAMINATIONS,MEDICAL REFS JULY - SEPTEMBER 2019 ,B000020534/7171,PEEL HOUSE MEDICAL PRACTICE,15/11/2019,2200.00
MARKETS - OPERATIONS,ELECTRICITY,MARKET OCT 19,B000020533/25200,E.ON UK PLC,15/11/2019,2792.41
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL OCT 19,B000020533/25200,E.ON UK PLC,15/11/2019,3756.62
FACILITIES TEAM,PRIVATE CONTRACTORS WORK,CONSULTANCY OCT 19,B000020533/60967,JAC FM LIMITED,15/11/2019,3794.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE OCT 19,B000020533/25200,E.ON UK PLC,15/11/2019,4051.13
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE OCT 19,B000020533/25200,E.ON UK PLC,15/11/2019,6634.46
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  OCTOBER,32331,G4S CASH SOLUTIONS,15/11/2019,402.82
ADMINISTRATION EXPENSES,PHOTOCOPYING,COPIER CHARGES,B000020537/999,SHARP BUSINESS SYSTEMS UK PLC,18/11/2019,252.31
Asbestos removal various sites,CONTRACTOR OTHER,PEEL PARK - ASBESTOS REMOVAL,B000020539/40686,ASSIST FACILITIES MANAGEMENT,18/11/2019,275.00
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 20.10.19,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,339.77
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 3.11.19 ,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,378.76
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 27.10.19 ,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,434.46
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,"RHYDDINGS PARK, OSWALDTWISTLE , SANITARY SERVICES, ANNUAL CHARGE 12.12.19 TO 11.12.20",B000020537/7087,P H S GROUP LTD,18/11/2019,446.42
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 20.10.19 P.THOMAS GROUNDS MAINTENANCE,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,462.93
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 29.9.19,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,462.93
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 3.11.19 ,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,462.93
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 27.10.19 ,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,462.93
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,"CLEAR RIVER SCREENS, FREE FROM DEBRIS",B000020539/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,18/11/2019,475.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,"SCRAPE VEG FROM PATHS, ALLOW BETTER ACCESS, FILL POTHOLES",B000020539/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,18/11/2019,480.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 29.9.19 ,B000020537/19414,HEADS RECRUITMENT LIMITED,18/11/2019,490.16
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,HALLOWEEN TRAIL SPONSORSHIP 2019,B000020537/17546,SCOTT DAWSON ADVERTISING LTD,18/11/2019,500.00
Asbestos removal various sites,CONTRACTOR OTHER,302 BURNLEY RD - ASBESTOS REMOVAL,B000020539/40686,ASSIST FACILITIES MANAGEMENT,18/11/2019,500.00
Asbestos removal various sites,CONTRACTOR OTHER,MERCER HALL CENTRE - ASBESTOS REMOVAL,B000020539/40686,ASSIST FACILITIES MANAGEMENT,18/11/2019,500.00
Asbestos removal various sites,CONTRACTOR OTHER,ELMFIELD HALL - ASBESTOS SURVEY,B000020539/59301,CONSULTANTS & SPEC SURVEYORS LTD,18/11/2019,550.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020538/61963,SMART BUILDING SOLUTIONS BLACKBURN LTD,18/11/2019,600.00
LIBRARY ST DEPOT,ASSET MAINT R&M,NEW SAFETY EDGE ETC - SHUTTER DOOR,B000020539/54975,ROLLER SHUTTER SERVICES LTD,18/11/2019,778.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHILE 1.11.19 /6.11.19 ,B000020537/7871,STANLEY BROS TIPPERS LTD,18/11/2019,780.00
PARKS & OPEN SPACES,ASSET MAINT R&M,WILSONS PAVILION - LIGHTING IMPROVEMENT,B000020539/62094,DARWEN ELECTRICAL SERVICES LTD,18/11/2019,980.00
DOG WARDEN,KENNELING - DAYTIME,KENNELLING COSTS OCTOBER 2019,B000020537/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,18/11/2019,1046.78
Plumbing works various sites,CONTRACTOR OTHER,WRA WORKS - ACC CEMETERY,B000020539/59248,LANCASHIRE GAS SERVICES,18/11/2019,1070.60
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK 28.10.19  ,B000020537/55740,RAPID RECRUITMENT LTD,18/11/2019,1132.10
GYPSY SITE,ELECTRICITY,GYPSY SITE OCT 2019,B000020535/25200,E.ON UK PLC,18/11/2019,1247.37
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020536/24239,GREAT HARWOOD WINDOWS LTD,18/11/2019,1375.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  7.10.19 TO 10.11.19 ,B000020537/58023,BUCKINGHAM FUTURES LTD,18/11/2019,1456.00
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE ANNUAL KEY HOLDING FEES,B000020537/44845,KEYPLUS SECURITY LTD,18/11/2019,1490.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FINAL 50% FUNDING 21ST ANNIVERSARY  ,B000020537/9249,PROSPECTS FOUNDATION,18/11/2019,1750.00
MARKETS - OPERATIONS,ASSET MAINT R&M,CLEANING AND LIGHTING - MARKET HALL,B000020539/37017,PILKINGTON BROS (CHURCH) LTD,18/11/2019,2108.90
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020536/50640,PRISM MEDICAL UK,18/11/2019,3380.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020536/61963,SMART BUILDING SOLUTIONS BLACKBURN LTD,18/11/2019,5352.00
BANK CHARGES,BANK CHARGES,STREAMLINE,32355,WORLDPAY,19/11/2019,1277.07
BANK CHARGES,BANK CHARGES,STREAMLINE,32355,WORLDPAY,19/11/2019,1970.76
CUSTOMER SERVICES,TRAINING EXPENSES,COUNCIL TAX TRAINING,B000020543/52997,IRRV,20/11/2019,280.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SEAT,B000020547/1758,GUNN JCB LTD,20/11/2019,280.00
DEVELOPMENT CONTROL B.U.,PRINTING,RICOH PRINTS,B000020544/60165,SPECIALIST COMPUTER CENTRES PLC,20/11/2019,299.13
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020543/27972,ROSSENDALES,20/11/2019,310.00
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS 19/20,B000020542/39694,ROYAL TOWN PLANNING INSTITUTE,20/11/2019,315.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,16.10.19 -  15.11.19,B000020543/61288,XBM LTD,20/11/2019,433.88
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,TONER CARTRIDGE,B000020544/53622,SPECTRUM COMPUTER SUPPLIES LTD,20/11/2019,443.11
LOCAL TAXATION,LEGAL FEES,COMMISSION ON MONIES COLLECTED,B000020543/27972,ROSSENDALES,20/11/2019,464.59
INSURANCES,LOAN COMMISSION,01.04.19-31.03.20,B000020542/60858,METLIFE,20/11/2019,549.51
Electical works various,CONTRACTOR OTHER,OAKHILL BANDSTAND 5YR WIRING WORKS,B000020542/60330,CALBARRIE COMPLIANCE SERVICES,20/11/2019,674.80
Electical works various,CONTRACTOR OTHER,OAKHILL SERVICE BLDS 5YR WIRING WORKS,B000020542/60330,CALBARRIE COMPLIANCE SERVICES,20/11/2019,750.80
MOT GENERAL,AGENCY STAFF,STAFF P/E 17.11.19,B000020545/61466,AUTOTECH RECRUIT,20/11/2019,775.00
Electical works various,CONTRACTOR OTHER,BRIAN WALMSLEY PAVILION 5 YR WIRING CHECK,B000020542/60330,CALBARRIE COMPLIANCE SERVICES,20/11/2019,794.80
Electical works various,CONTRACTOR OTHER,HAWORTH STABLES 5 YR IMPROVEMENT WORKS,B000020542/60330,CALBARRIE COMPLIANCE SERVICES,20/11/2019,861.60
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 13.11.19,B000020543/33923,EDEN BROWN LTD,20/11/2019,1010.10
Electical works various,CONTRACTOR OTHER,OAKHILL PARK 5 YR IMPROVEMENT WORKS,B000020542/60330,CALBARRIE COMPLIANCE SERVICES,20/11/2019,1095.60
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020544/47956,BRYAN LEE BULDING CONTRACTORS,20/11/2019,1137.82
LIFT IMPROVEMENTS,CONTRACTOR OTHER,SCAITCLIFFE NEW AUTO DIALLER,B000020542/59916,CONCEPT ELEVATORS,20/11/2019,1440.04
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW BOILER,B000020543/35745,AGS HEATING & PLUMBING LTD,20/11/2019,2200.00
DEVELOPMENT,LEGAL FEES,SOLICITORS FEES,B000020544/26004,FORBES SOLICITORS,20/11/2019,2688.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020542/61963,SMART BUILDING SOLUTIONS BLACKBURN LTD,20/11/2019,3576.00
BUILDING CONTROL B.U.,AGENCY STAFF,TEMP STAFF SEPT 2019,B000020543/55748,URBAN VISION PARTNERSHIP LTD,20/11/2019,4264.83
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DWP LADS SOFTWARE,B000020544/783,CAPITA BUSINESS SERVICES LTD,20/11/2019,4702.22
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 10.11.19 ,B000020548/19414,HEADS RECRUITMENT LIMITED,21/11/2019,434.46
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 10.11.19,B000020548/19414,HEADS RECRUITMENT LIMITED,21/11/2019,462.93
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 3.11.19,B000020548/19414,HEADS RECRUITMENT LIMITED,21/11/2019,462.93
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF   WK 29.7.19 TO 4.8.19 ,B000020548/55740,RAPID RECRUITMENT LTD,21/11/2019,483.96
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 04.11.19 TO 10.11.19  ,B000020548/55740,RAPID RECRUITMENT LTD,21/11/2019,818.44
HYNDBURN CEMETERIES,MEMORIAL WALL,PLAQUES FOR MEMORIAL WALL ,B000020548/604,BRENT STEVENSON MEMORIALS,21/11/2019,1665.00
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGE GATE REPAIRS,B000020549/37017,PILKINGTON BROS (CHURCH) LTD,22/11/2019,276.66
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL REPAIRS,B000020549/37017,PILKINGTON BROS (CHURCH) LTD,22/11/2019,447.05
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 25.10.19,B000020549/59823,HAYS,22/11/2019,713.12
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 25.10.19,B000020549/59823,HAYS,22/11/2019,1227.71
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL REPAIRS,B000020549/37017,PILKINGTON BROS (CHURCH) LTD,22/11/2019,1236.39
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,SECURITY CAMERA,B000020552/55389,TRADE UK,25/11/2019,326.04
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY - OCT 19,B000020552/48843,CLEARWAY ENV SERVICES (UK) LTD,25/11/2019,626.00
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 1.11.19,B000020552/59823,HAYS,25/11/2019,643.80
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,FLOOD DAMAGED REPLACEMENT DEFIB,B000020554/62010,DEFIBSHOP,25/11/2019,650.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 17.11.19,B000020552/46341,MORGAN HUNT UK LTD,25/11/2019,883.16
MARKETS - OPERATIONS,MARKETING INITIATIVES,ADVERT 11.10.19,B000020554/8549,THE WORLDS FAIR LTD,25/11/2019,1000.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 17.11.19,B000020552/33923,EDEN BROWN LTD,25/11/2019,1010.10
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 1.11.19,B000020552/59823,HAYS,25/11/2019,1189.42
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020553/31295,ASTOR-BANNERMAN (MEDICAL)LTD,25/11/2019,1572.00
MARKETS - OPERATIONS,WATER CHARGES,WATER 16.07.19 - 15.10.19,B000020551/8325,WATER PLUS LTD,25/11/2019,2873.52
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020553/7874,STANNAH LIFT SERVICES LIMITED,25/11/2019,6439.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPAIRS & ARCHITECT FEATURES,B000020552/62103,THE INTELLIGENT DESIGN CENTRE LTD,25/11/2019,6845.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,BUILDING REPIARS & ARCHITECT FEATURES,B000020552/410,B MCDERMOTT & SON (LANCS) LTD,25/11/2019,13840.00
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,LOADING RAMP HOBBY W/SHOP,B000020559/7805,SPALDINGS UK LTD,26/11/2019,270.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,MARKET HALL LIFT REPAIRS,B000020557/59916,CONCEPT ELEVATORS,26/11/2019,404.00
BREXIT FUND,MECH SWEEPER BRUSHES,PARTS,B000020558/54115,PROBRUSH,26/11/2019,929.29
PARKS & OPEN SPACES,MATERIALS-DIRECT,TON OF TOP DRESSING ,B000020558/2707,M C & M A STEWART (HAULAGE) LTD,26/11/2019,930.83
PARKS & OPEN SPACES,MATERIALS-DIRECT,20 TON TOP DRESSING ,B000020558/2707,M C & M A STEWART (HAULAGE) LTD,26/11/2019,942.17
MOT GENERAL,TRAINING EXPENSES,STAFF P/E 24.11.19,B000020559/61466,AUTOTECH RECRUIT,26/11/2019,975.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,MARKET HALL  BUNTING,B000020557/37017,PILKINGTON BROS (CHURCH) LTD,26/11/2019,1111.43
STREET CLEANSING,HIRED VEHICLE,SWEEPER HIRE. 23RD SEPT TO 18TH OCT,B000020558/6987,DAWSONGROUP SWEEPERS LTD,26/11/2019,1190.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,EDGE FLAIL CUTTING ,B000020558/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,26/11/2019,1300.00
