Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT HIGHAMS PLANING FIELDS,B000019764/57700,MASTER GROUND SERVICES,03/10/2018,6053.50
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF 10.09.18 TO 16.09.18 ,B000019764/58023,BUCKINGHAM FUTURES LTD,03/10/2018,1053.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  17.9.18 TO 23.9.18 ,B000019764/58023,BUCKINGHAM FUTURES LTD,03/10/2018,390.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF 27.8.18 TO 2.9.18 8.5 ,B000019764/58023,BUCKINGHAM FUTURES LTD,03/10/2018,719.42
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF   10.09.18 TO 16.09.18 ,B000019764/58023,BUCKINGHAM FUTURES LTD,03/10/2018,364.00
STREET CLEANSING,HIRED VEHICLE,HIRE OF SWEEPER 24.9.18 TO 30.09.18 ,B000019764/6987,DAWSONGROUP SWEEPERS LTD,03/10/2018,820.00
TIPPING CHARGES,HIRED VEHICLE,"WILLOWS LANE , VEHICLE HIRE 24.09.18 ",B000019764/7871,STANLEY BROS TIPPERS LTD,03/10/2018,390.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 13.09.18 ,B000019764/7871,STANLEY BROS TIPPERS LTD,03/10/2018,390.00
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,DUAL CAT5E DATA RUN ,B000019765/7968,T I S LTD,03/10/2018,511.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,DOUBLE DATA POINT IN MARKETS & BALL ROOM,B000019765/7968,T I S LTD,03/10/2018,778.00
FACILITIES TEAM,SUNDRY INCOME,Sep-18,B000019767/35310,SWALEC,03/10/2018,1520.66
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,LARGE ASH TREE CROWN REDUCE AND THIN ,B000019770/22189,ROY CATTERMOLE (TREE SURGEON),04/10/2018,650.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT AT JUNCTION 6 WHITEBIRK,B000019770/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,04/10/2018,825.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TRAFFIC MANAGEMENT ON DUNKENHALGH WAY,B000019770/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,04/10/2018,525.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER PICK AT JCT 6,B000019770/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,04/10/2018,1500.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,GRASS CUTTING AND LITTER REMOVAL PER TENDER,B000019770/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,04/10/2018,540.00
ACC TOWN CENTRE,EVENT EXPENDITURE,FAIRYTALE TRAIL,B000019771/29112,HYNDBURN LEISURE,08/10/2018,1200.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY FEES,B000019771/46341,MORGAN HUNT UK LTD,08/10/2018,1067.08
ACC TC CCTV,PRIVATE CONTRACTORS WORK,MONTHLY MONITORING CCTV,B000019771/49037,BLACKBURN WITH DARWEN BOROUGH COUNCIL,08/10/2018,7560.24
REGISTRATION OF ELECTORS,CANVASS,CANVASS RESPONSES IDOX,B000019771/59944,IDOX SOFTWARE LTD,08/10/2018,2129.04
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS TREE EXPENSES,XMAS TREES X 5,B000019771/60084,BOLTON CHRISTMAS TREES,08/10/2018,4830.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,WORKSHOPS AND PROJECTION ARTWORK,B000019771/60788,ILLUMINOS,08/10/2018,10425.00
ACC TOWN CENTRE,EVENT EXPENDITURE,FAIRTRADE MARKET DAYS,B000019771/61031,NEW FREEDOM,08/10/2018,1096.00
HUMAN RESOURCES,TRAINING EXPENSES,ILM REGISTRATION,B000019771/61032,PULSE (NW) LTD,08/10/2018,1400.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,HOME IMPR AGENCY OCT - DEC 18,B000019772/1957,HOMEWISE SOCIETY LTD,08/10/2018,6560.50
HAWORTH ART GALLERY,WEDDING EXPENDITURE,WEDDING AND CATERING FOR 2 WEDDINGS,B000019772/57628,S.R.S. CATERING LTD,08/10/2018,3333.34
HUMAN RESOURCES,TRAINING EXPENSES,MOT ANNUAL TRAINING,B000019772/59129,GB MOT TRAINING LTD,08/10/2018,270.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,KEYS AND PADLOCK,B000019773/2138,J H BLAKEY & SONS (SECURITY) LTD,08/10/2018,257.20
ACC TOWN CENTRE,EVENT EXPENDITURE,CHRISTMAS LIGHT SWITCH ON,B000019773/47786,HYNDBURN ARTS LIMITED,08/10/2018,5833.33
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,"LADDER INSP STICKERS, NO SMOKING STICKERS",B000019774/59693,VANTEX (UK) LTD,08/10/2018,267.20
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019775/30178,B3P SERVICES LTD,08/10/2018,7505.00
Corporate Property Bus Unit,ADVERTISING,AD VACANCY,B000019778/56543,REED BUSINESS INFORMATION LTD,09/10/2018,1950.00
DEVELOPMENT CONTROL B.U.,ADVERTISING,AD VACANCY,B000019778/56716,HAYMARKET BUSINESS MEDIA,09/10/2018,2079.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019779/7874,STANNAH LIFT SERVICES LIMITED,10/10/2018,3271.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019779/7874,STANNAH LIFT SERVICES LIMITED,10/10/2018,921.00
HOUSING BENEFIT ADMINISTRATION,FRANKING MACHINE LEASE,WEB BENEFITS CALCULATOR,B000019780/19244,OVALTECH LTD,10/10/2018,660.00
INSURANCES,EXCESS PAYMENTS,EXCESS PAYMENT,B000019780/39848,TRAVELERS INSURANCE CO LTD,10/10/2018,23890.75
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 30.9.18,B000019780/46341,MORGAN HUNT UK LTD,10/10/2018,942.02
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 23.9.18,B000019780/46341,MORGAN HUNT UK LTD,10/10/2018,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 30.9.18,B000019780/55150,VENN GROUP LIMITED,10/10/2018,962.00
HOUSING BENEFIT ADMINISTRATION,OTHER FEES,UNIVERSAL CREDIT - JUL-SEPT 18,B000019780/59950,ONWARD HOMES,10/10/2018,3641.40
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,CONSULTANCY FEE,B000019780/783,CAPITA BUSINESS SERVICES LTD,10/10/2018,1300.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SUPPORT FOR UNIVERSAL CAPTURE,B000019781/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,10/10/2018,672.73
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019781/45450,MERCERS BUILDERS LTD,10/10/2018,12000.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,ADV / INSERTS FOR NOV EVENTS & LIGHTS SWITCH ON,B000019781/52885,ACORN COMMUNITY NEWS,10/10/2018,430.00
ENVIRONMENTAL PROTECTION TEAM,VETS COSTS,ACC RIDING SCHOOL INSPECTION,B000019781/8090,MEARLEY VETERINARY GROUP,10/10/2018,277.29
UNDERSPENDS,NEW RECYCLING SERVICE,"1000 BIN LABELS AS PER SAMPLE FOR GLASS, CANS",B000019784/1344,ELLISON PRINTING,12/10/2018,479.00
CREMATOR PURCHASE,CONTRACTOR OTHER,WORKS TO CREMATOR,B000019784/28418,FACULTATIEVE TECHNOLOGIES,12/10/2018,19976.90
CREMATOR PURCHASE,CONTRACTOR OTHER,INSTALLATION OF 2ND CREMATOR,B000019784/28418,FACULTATIEVE TECHNOLOGIES,12/10/2018,39953.80
HUMAN RESOURCES,TRAINING EXPENSES,3 -  1/2 Day Cemetery Training Course,B000019784/60521,CEMETERY TRAINING SERVICES,12/10/2018,2447.00
HOUSING ADVICE,GRANTS,KEY SCHEME 2018/19,B000019785/19391,MAUNDY RELIEF,15/10/2018,12000.00
SYRIAN RESETTLEMENT PROGRAMME,LOCAL INTEGRATION FUND,VOLUNTARY SECTOR GRANT SUPPORT,B000019785/19391,MAUNDY RELIEF,15/10/2018,10000.00
LAND CHARGES,LAND CHARGES,LAND CHARGES - SEPT 18,B000019785/2496,LANCASHIRE COUNTY COUNCIL,15/10/2018,315.00
LOCAL TAXATION,LEGAL FEES,COSTS,B000019785/49780,ROSSENDALES COLLECT LTD,15/10/2018,325.45
HUMAN RESOURCES,SUBSIDISED PROFESSIONAL SUBS,SUBS 19.11.18 - 18.11.19,B000019785/59281,INDICATOR - FL MEMO LTD,15/10/2018,607.00
OFF STREET PARKING,SEWERAGE,"CAR PARK GAME ST, G-H",B000019785/8325,WATER PLUS LTD,15/10/2018,361.89
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019786/50640,PRISM MEDICAL UK,15/10/2018,2280.01
CUSTOMER SERVICES,TRAINING EXPENSES,TRAINING,B000019786/52997,IRRV,15/10/2018,270.00
ACC TOWN HALL IMPROVEMENTS,OTHER FEES,A.T.H IMPROVEMENTS - PHASE 4,B000019787/44786,CAMPBELL DRIVER PARTNERSHIP,15/10/2018,5439.00
ACC TOWN HALL IMPROVEMENTS,OTHER FEES,A.T.H IMPROVEMENTS - PHASE 4,B000019787/44786,CAMPBELL DRIVER PARTNERSHIP,15/10/2018,5799.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 7.10.18,B000019787/46341,MORGAN HUNT UK LTD,15/10/2018,1067.08
LICENSING,OTHER FEES,DBS - AUGUST 18,B000019787/54847,DISCLOSURE & BARRING SERVICE,15/10/2018,572.00
CORP & DEM CORE,MARKETING COMMUNICATIONS,MEMBERS BOARDS  AND FACE BOARDS,B000019787/54933,THE SMALL SIGN COMPANY,15/10/2018,330.00
PUBLIC TRANSPORT,CLEANING,BUS STOP CLEANING - MAY 18,B000019787/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,15/10/2018,750.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 30/09/2018,B000019788/19414,HEADS RECRUITMENT LIMITED,15/10/2018,455.13
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 23/09/2018,B000019788/19414,HEADS RECRUITMENT LIMITED,15/10/2018,373.44
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,PLASTC/CANS/GLASS SEPTEMBER 2018,B000019788/33025,RISHTON WASTE PAPER LTD,15/10/2018,9162.30
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,FINAL INVOICE FOR CONSTRUCTION,B000019788/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,15/10/2018,3626.25
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 30/09/2018 ,B000019788/55740,RAPID RECRUITMENT LTD,15/10/2018,2664.44
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 30/09/2018 ,B000019788/55740,RAPID RECRUITMENT LTD,15/10/2018,2664.44
WASTE SERVICES,AGENCY STAFF,AGENCY WORKERS W/E 07/10/2018,B000019788/55740,RAPID RECRUITMENT LTD,15/10/2018,2664.44
STREET CLEANSING,AGENCY STAFF,AGENCY WORKERS W/E 07/10/2018,B000019788/55740,RAPID RECRUITMENT LTD,15/10/2018,2664.44
PEST CONTROL,AGENCY STAFF,AGENCY STAFF 24/09/2018 TO 01/10/2018,B000019788/58023,BUCKINGHAM FUTURES LTD,15/10/2018,923.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF - SEPT 2018,B000019788/58023,BUCKINGHAM FUTURES LTD,15/10/2018,312.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION FOR EVENTS HLF PROJECT RHYDDINGS,B000019788/60670,FRIENDS OF RHYDDINGS PARK,15/10/2018,500.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019789/29877,ROSSENDALE VULCANISING (SALES LTD),15/10/2018,1147.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019789/30405,EMPRESS TYRES.COM,15/10/2018,258.16
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 5.10.18,B000019790/33923,EDEN BROWN LTD,16/10/2018,730.28
CORPORATE PROPERTY,GENERAL REPAIR & MAINT BLDGS,"HIRE OF TM - HOLGATE ST, G-H",B000019790/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,16/10/2018,750.00
REGISTRATION OF ELECTORS,CANVASS,1ST REMINDER - CANVASS 2018,B000019790/44031,PRINT IMAGE NETWORK LTD,16/10/2018,1957.50
HAWORTH ART GALLERY,ADVERTISING GENERAL,ADVERT,B000019790/59825,DESTINATION UK LTD,16/10/2018,386.75
ACC TWN CNTR INFRASTR IMPROVE,CONTRACTOR OTHER,BUILDING LIGHTNG - VAL 1,B000019790/61049,SENATE (CONSTRUCTION SERVICES) LTD,16/10/2018,44886.17
PARKS & OPEN SPACES,GAS,RHYDDINGS COACH HSE- 16.8.18-30.9.18,B000019790/61050,YU ENERGY,16/10/2018,364.99
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,iPad Wi-Fi + Cellular 32 GB - Space Grey,B000019795/1106,B T BUSINESS DIRECT,17/10/2018,374.17
REGISTRATION OF ELECTORS,NEW EQUIPMENT,KOFAX VRS ELITE 5.1 DESKTOP LICESNSE,B000019795/46277,E FILE UK LTD,17/10/2018,2318.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,HP PROBOOK ,B000019795/52932,INSIGHT DIRECT (UK) LTD,17/10/2018,510.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,25 X HP 290 G1 SFF COMPUTERS,B000019795/52932,INSIGHT DIRECT (UK) LTD,17/10/2018,450.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,TONER FOR LICENSING,B000019795/52996,DOCUMENT XL LIMITED,17/10/2018,253.96
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 7.10.18,B000019797/19414,HEADS RECRUITMENT LIMITED,17/10/2018,910.26
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER FOR WILLOWS LANE SKIP BAYS 5.10.18,B000019797/7871,STANLEY BROS TIPPERS LTD,17/10/2018,390.00
WILLOWS LANE DEPOT,EQUIPMNT REPAIR & MAINT,REPLACEMENT SWIPE CARDS,B000019798/23402,AUTO TIME SYSTEMS NORTHERN,17/10/2018,315.65
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,TO CARRY OUT PATHWORKS AND ASSOCIATED WORK,B000019798/38733,MARCHBRIDGE BUILDERS LTD,17/10/2018,41254.87
STREET CLEANSING,WEEDKILLING,TO PROVIDE TWO HIGHWAY WEED CONTROL,B000019798/42709,RM SERVICES LTD,17/10/2018,11555.00
STREET CLEANSING,WEEDKILLING,TO PROVIDE ONE HIGHWAY WEED CONTROL TREATMENT,B000019798/42709,RM SERVICES LTD,17/10/2018,590.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,interim payment rhyddings  sept 18,B000019798/49892,KEN HOWE NATURAL STONE SUPPLIES,17/10/2018,7900.00
WHEELED BINS,EQUIPMENT,240LTR BLUE BIN TO HYNDBURN SPEC ,B000019798/59653,MGB PLASTICS,17/10/2018,9000.00
WHEELED BINS,EQUIPMENT,240LTR BROWN BIN TO HYNDBURN SPEC ,B000019798/59653,MGB PLASTICS,17/10/2018,9000.00
PARKS & OPEN SPACES,HIRED VEHICLE,2 X DAYS VERTIDRAIN FOR BOWLING GREENS,B000019798/61016,DANVIC TURFCARE LTD,17/10/2018,1350.00
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,"RHYDDINGS PARK, OSWALDTWISTLE PRACTICAL COMPLETION 2.5%",B000019800/7524,ROSS LEE CONSTRUCTION LTD,17/10/2018,23125.00
GENERAL EXPENSES,CABINET ACTION FUND,STOCK OF FLAGS,B000019801/30597,HAMPSHIRE FLAG COMPANY,17/10/2018,1827.50
REGISTRATION OF ELECTORS,WEBSITE MANAGEMENT (ICT),2019 AEA CONFERENCE,B000019801/350,ASSOC OF ELECTORAL ADMINISTRATORS,17/10/2018,740.00
COMPUTER SERVICES,TELEPHONES,Oct-18,B000019801/40272,CABLE & WIRELESS,17/10/2018,3317.25
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY - SEPT,B000019801/48843,CLEARWAY ENV SERVICES (UK) LTD,17/10/2018,778.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,25 PC'S,B000019801/52932,INSIGHT DIRECT (UK) LTD,17/10/2018,11000.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W/E 28/9/18,B000019801/59730,BLACKBURN SKIPS LIMITED,17/10/2018,1560.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL W/E 31/8/18,B000019801/59730,BLACKBURN SKIPS LIMITED,17/10/2018,1755.00
ACCRINGTON MARKET,WATER CHARGES,WATER & WASTE WATER 16/8/18 - 15-9/18,B000019801/8325,WATER PLUS LTD,17/10/2018,953.92
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING AT BROADWAY,B000019807/29112,HYNDBURN LEISURE,22/10/2018,860.54
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCHES OCT 18,B000019807/45458,GLOSSOP CARAVANS LTD,22/10/2018,1920.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019807/46341,MORGAN HUNT UK LTD,22/10/2018,572.85
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY FEES,B000019807/46341,MORGAN HUNT UK LTD,22/10/2018,1067.08
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019807/55150,VENN GROUP LIMITED,22/10/2018,962.00
Corporate Property Bus Unit,ADVERTISING,ESTATES MGR AD ESTATES GAZETTE,B000019807/56543,REED BUSINESS INFORMATION LTD,22/10/2018,1006.00
ACCRINGTON MARKET,MARKETING INITIATIVES,FIRST AID EQUIP,B000019807/60020,S P SERVICES,22/10/2018,391.41
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019807/7874,STANNAH LIFT SERVICES LIMITED,22/10/2018,1688.00
PLANNING POLICY B.U.,FEES-ANALYSTS & CONSULTANTS,HENAS FIRST INSTALMENT,B000019808/49037,BLACKBURN WITH DARWEN BOROUGH COUNCIL,22/10/2018,6230.00
PLANNING POLICY B.U.,FEES-ANALYSTS & CONSULTANTS,GTAA 1ST PAYMENT,B000019808/53366,ARC4 LTD,22/10/2018,5132.73
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.10.18,B000019810/33923,EDEN BROWN LTD,24/10/2018,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 12.10.18,B000019810/33923,EDEN BROWN LTD,24/10/2018,907.73
ACCRINGTON MARKET,MARKETING INITIATIVES,MARKET CARRIER BAGS,B000019810/44118,MONRO,24/10/2018,1884.96
ACCOUNTANCY,PUBLICATIONS & PERIODICALS,CIPFA CODE OF PRACTICE 18/19,B000019810/44171,CIPFA BUSINES LIMITED,24/10/2018,333.75
ACC TOWN CENTRE,EVENT EXPENDITURE,EVENT LEAFLETS,B000019810/60318,PRINTWORTHY,24/10/2018,300.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BUMPER COVERS,B000019811/1164,DENNIS EAGLE LIMITED,24/10/2018,600.88
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUMPER WINGS ETC,B000019811/1164,DENNIS EAGLE LIMITED,24/10/2018,368.16
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TACHO FAULT,B000019811/2521,LANCASHIRE LEYLAND DAF LTD,24/10/2018,257.70
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF T 23.09.18 ,B000019815/19414,HEADS RECRUITMENT LIMITED,25/10/2018,851.91
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 7.10.18 ,B000019815/19414,HEADS RECRUITMENT LIMITED,25/10/2018,455.13
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK 30.09.18,B000019815/19414,HEADS RECRUITMENT LIMITED,25/10/2018,455.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK 14.10.18 ,B000019815/19414,HEADS RECRUITMENT LIMITED,25/10/2018,409.11
PARKS & OPEN SPACES,AGENCY STAFF, AGENCY STAFF WK 14.10.18 ,B000019815/19414,HEADS RECRUITMENT LIMITED,25/10/2018,910.26
STREET CLEANSING,AGENCY STAFF, SERVICES AGENCY STAFF WK 8.10.18 TO 14.10.18 ,B000019815/55740,RAPID RECRUITMENT LTD,25/10/2018,2742.81
WASTE SERVICES,AGENCY STAFF, AGENCY STAFF WK 8.10.18 TO 14.10.18  7,B000019815/55740,RAPID RECRUITMENT LTD,25/10/2018,2742.81
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE BAYS 11.10.18,B000019815/7871,STANLEY BROS TIPPERS LTD,25/10/2018,390.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019816/25868,HYNDBURN PLUMBING & HEATING SERVICES,29/10/2018,4569.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019816/25868,HYNDBURN PLUMBING & HEATING SERVICES,29/10/2018,4245.00
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE 19.10.18,B000019816/59724,TMP (UK) LTD,29/10/2018,267.60
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019816/7874,STANNAH LIFT SERVICES LIMITED,29/10/2018,976.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019817/31295,ASTOR-BANNERMAN (MEDICAL)LTD,29/10/2018,8632.30
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019817/45450,MERCERS BUILDERS LTD,29/10/2018,15000.00
SECRETERIAL,FEES-ANALYSTS & CONSULTANTS,HALF DAY CONSULTANCY FEE 14.9.18,B000019817/61104,NORTHGATEARINSO UK LIMITED,29/10/2018,500.00
ACCRINGTON MARKET,WATER CHARGES,MARKET HALL - 16.9.18-15.10.18,B000019817/8325,WATER PLUS LTD,29/10/2018,628.93
ACCRINGTON MARKET,WATER CHARGES,PUBLIC CONVENINENCES - 20.7.18-15.10.18,B000019817/8325,WATER PLUS LTD,29/10/2018,671.17
ACC TOWN CENTRE,EVENT EXPENDITURE,GENERATOR HIRE - CHOCOLATE FESTIVAL,B000019819/17546,SCOTT DAWSON ADVERTISING LTD,30/10/2018,480.00
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,TEMP STAFF W/E 21.10.18,B000019819/46341,MORGAN HUNT UK LTD,30/10/2018,1067.08
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV MONITORING- SEPT 18,B000019819/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,30/10/2018,7316.37
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,PROJECT BROCHURE,B000019819/61128,PROFFITTS,30/10/2018,312.00
PENDLE ST PH1,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019819/61130,KIRK SCAFFOLDING LTD,30/10/2018,3937.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,PHOTO STUDIO,B000019819/61138,HISTORY NEEDS YOU,30/10/2018,350.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SEAT BELT,B000019821/36492,CHORLEY NISSAN,31/10/2018,315.75
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,CALIBRATION,B000019821/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,31/10/2018,390.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,FILTER BUMPER COVER,B000019822/1164,DENNIS EAGLE LIMITED,31/10/2018,396.26
PARKS & OPEN SPACES,EQUIPMNT REPAIR & MAINT,ROLLER,B000019822/1640,GIBSONS GARDEN MACHINERY LTD,31/10/2018,375.70
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT AND MUD GUARD,B000019822/2521,LANCASHIRE LEYLAND DAF LTD,31/10/2018,363.27
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,WORKSHOP EQUIP TESTS,B000019822/58111,MRB WORKSHOP SERVICES,31/10/2018,2559.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019824/50640,PRISM MEDICAL UK,31/10/2018,4265.23
