Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL 28.02.18,B000019381/59730,BLACKBURN SKIPS LIMITED,12/03/2018,3120.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000019380/55740,RAPID RECRUITMENT LTD,12/03/2018,3466.04
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF ,B000019380/55740,RAPID RECRUITMENT LTD,12/03/2018,4999.26
WILLOWS LANE DEPOT,SEWERAGE,ANNUAL WATER CHARGE FOR WILLOW,B000019380/8325,WATER PLUS LTD,12/03/2018,8324.56
ACCOUNTANCY,AGENCY STAFF,STAFF  WE 04.03.18,B000019384/60226,SELLICK PARTNERSHIP LTD,13/03/2018,587.40
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 11.03.18,B000019384/60226,SELLICK PARTNERSHIP LTD,13/03/2018,675.24
Corporate Property Bus Unit,AGENCY STAFF,WE 23.02.18 STAFF,B000019384/59823,HAYS,13/03/2018,974.23
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019384/30178,B3P SERVICES LTD,13/03/2018,1000.00
STREET CLEANSING,MECH SWEEPER BRUSHES,SERVICE-POLY/WIRE BRUS,B000019383/54115,PROBRUSH,13/03/2018,1348.58
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019384/56920,EASIBATHE LTD,13/03/2018,1681.90
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,MEDICAL REFS ,B000019383/7171,PEEL HOUSE MEDICAL PRACTICE,13/03/2018,2430.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019384/21804,ACCESS & SURVEILLANCE BY BLAKEYS LTD,13/03/2018,3560.42
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019384/25868,HYNDBURN PLUMBING & HEATING SERVICES,13/03/2018,3635.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,CREM REPAIRS ,B000019383/8652,THE PHOENIX PARTNERSHIP,13/03/2018,5980.00
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,2017 /18  AUDIT FEE 3 OF 4,B000019384/38319,GRANT THORNTON UK LLP,13/03/2018,11731.00
LOCAL TAXATION,LEGAL FEES,MONIES RECOVERED,B000019385/49780,ROSSENDALES COLLECT LTD,14/03/2018,271.45
COMPUTER SERVICES,TELEPHONES, MARCH 2018,B000019385/644,BRITISH TELECOMMUNICATIONS PLC,14/03/2018,420.44
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGE SEARCHES,B000019387/2496,LANCASHIRE COUNTY COUNCIL,15/03/2018,336.00
REGISTRATION OF ELECTORS,POSTAGES,RETURN POSTAGE,B000019387/51517,ROYAL MAIL GROUP LTD,15/03/2018,342.30
LICENSING,NEW EQUIPMENT,I PAD,B000019386/1106,B T BUSINESS DIRECT,15/03/2018,365.14
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,I@W SOFTWARE SUPPORT,B000019387/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,15/03/2018,400.00
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,TRAFFIC MANAGEMENT OSW REMEMBRANCE,B000019387/57067,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,15/03/2018,490.00
HUMAN RESOURCES,TRAINING EXPENSES,LEGIONELLA TRAINING,B000019387/57133,INTERSERVE FS (UK) LTD,15/03/2018,500.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,SKIP HIRE,B000019386/59730,BLACKBURN SKIPS LIMITED,15/03/2018,626.50
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,I@W SOFTWARE SUPPORT,B000019387/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,15/03/2018,636.71
HUMAN RESOURCES,TRAINING EXPENSES,APPROVED PREMISES TRAINING,B000019387/60138,ALLAN WATSON TRAINING,15/03/2018,750.00
HUMAN RESOURCES,TRAINING EXPENSES,RTPI NW TRAINING 2018,B000019387/39694,ROYAL TOWN PLANNING INSTITUTE,15/03/2018,850.00
LOCAL TAXATION,OFFICE CONSUMABLES,CTAX LEAFLET PRINTING,B000019387/57679,CRITIQOM,15/03/2018,863.50
PROPOSED SELEC LICENSING 2017,ADVERTISING GENERAL,SL NOTICE - TELEGRAPH 16.2.18,B000019387/59724,TMP (UK) TLD,15/03/2018,863.84
PROPOSED SELEC LICENSING 2017,ADVERTISING GENERAL,SL ADVERT - TELEGRAPH 2.2.18,B000019387/59724,TMP (UK) TLD,15/03/2018,863.84
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,I@W EMBEDDED VIEWER,B000019387/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,15/03/2018,1300.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,LA CONTRIBUTION TO LANCS SPORT,B000019387/54043,LANCASHIRE SPORT PARTNERSHIP LTD,15/03/2018,1500.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL ,B000019387/29112,HYNDBURN LEISURE,15/03/2018,1600.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PARIS SOFTWARE EXT SUPPORT,B000019387/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,15/03/2018,1726.45
HUMAN RESOURCES,TRAINING EXPENSES,RECRUITMENT AND SELECTION TRAINING,B000019387/58713,POTENTIAL UNEARTHED LTD,15/03/2018,2400.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019386/34573,MR R WILCOCK,15/03/2018,3890.00
HYNDBURN CEMETERIES,HEADSTONE SAFETY,DRY STONE WALL,B000019386/58693,ALAN RHODES,15/03/2018,4000.00
HOUSING ADVICE,GRANTS,SH00622-SERVICE-Purchase Locat,B000019386/60404,LOCATA (HOUSING SERVICES) LTD,15/03/2018,5750.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,MANAGEMENT FEE - MAR 18,B000019387/29112,HYNDBURN LEISURE,15/03/2018,12083.33
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,"LCC COSTS 2,3 AND 4 AS SC 278",B000019388/2496,LANCASHIRE COUNTY COUNCIL,15/03/2018,347004.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,FOXHILL BANK LNR,B000019391/2529,LANCASHIRE WILDLIFE TRUST,16/03/2018,1000.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,I@W SUPPORT,B000019391/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,16/03/2018,4000.00
PLANNING POLICY B.U.,FEES-ANALYSTS & CONSULTANTS,GREEN BELT ASSESSEMENT - FINAL,B000019391/60157,OVE ARUP AND PARTNERS LIMITED,16/03/2018,4809.70
HAG STABLE BLOCK CONVERSION,CONTRACTOR OTHER,WORKS AT H.A.G,B000019391/7524,ROSS LEE CONSTRUCTION LTD,16/03/2018,12424.50
ACCOUNTANCY,NEW EQUIPMENT,3 YR WARRANTY,B000019393/1106,B T BUSINESS DIRECT,19/03/2018,268.71
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019392/58023,BUCKINGHAM FUTURES LTD,19/03/2018,307.73
GYPSY SITE,NET RENTS,WORKST AT GYPSY SITE,B000019395/45458,GLOSSOP CARAVANS LTD,19/03/2018,332.28
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WASTE SERVICES  G,B000019392/19414,HEADS RECRUITMENT LIMITED,19/03/2018,390.08
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WASTE CLEAR - ALLOTMENTS,B000019395/1248,DUNCAN CAMPBELL,19/03/2018,400.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019392/58023,BUCKINGHAM FUTURES LTD,19/03/2018,552.50
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,SERVICE LEVEL AGREEMENT,B000019393/59953,LANCS ARCHAEOLOGICAL ADVISORY SERV,19/03/2018,656.25
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000019392/19414,HEADS RECRUITMENT LIMITED,19/03/2018,758.25
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,DISABLED FACILITIES GRANT,B000019395/30178,B3P SERVICES LTD,19/03/2018,965.00
ACC TWN CNTR INFRASTR IMPROVE,OTHER FEES,VALUATION FEE,B000019395/26757,TREVOR DAWSON LTD,19/03/2018,1000.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019392/58023,BUCKINGHAM FUTURES LTD,19/03/2018,1005.20
ACCOUNTANCY,NEW EQUIPMENT,SURFACE PRO CARE,B000019393/1106,B T BUSINESS DIRECT,19/03/2018,1010.97
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,ALBERT MILL RISHTON,B000019393/59174,KEPPIE MASSIE,19/03/2018,1700.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019395/30178,B3P SERVICES LTD,19/03/2018,3867.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITC  1.2.18 - 28.2.18,B000019395/59343,EDF ENERGY,19/03/2018,4741.92
SUSTAINABILITY APPRAISAL PDG,OTHER FEES,SUSTAINABILITY APPRAISAL,B000019393/60425,LAND USE CONSULTANTS LTD,19/03/2018,11571.00
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,"WORKS AT SPRING ST, RISHTON",B000019393/7524,ROSS LEE CONSTRUCTION LTD,19/03/2018,24211.69
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,RHYDDINGS PARK COACH HOUSE AND,B000019392/7524,ROSS LEE CONSTRUCTION LTD,19/03/2018,52312.12
ACCRINGTON CREMATORIUM,PRINTING,Cremation FormS,B000019398/1110,DALTON & CO (PRINTERS) LTD,20/03/2018,267.00
WHEELED BINS,EQUIPMENT,GREY BINS,B000019398/59653,MGB PLASTICS,20/03/2018,761.00
PEST CONTROL,WORKSHOPS/COURSES,CHEMICALS,B000019398/2419,KILLGERM CHEMICALS LTD,20/03/2018,2400.00
WHEELED BINS,EQUIPMENT,GREY BINS,B000019398/59653,MGB PLASTICS,20/03/2018,8316.00
LICENSING,GENERAL SUBSCRIPTIONS,SUBS 18/19,B000019402/47283,INSTITUTE OF LICENSING,21/03/2018,300.00
UNDERSPENDS,RISK ASSESSMENTS,RISK ASSESSMENT - CLAYTON CIVI,B000019400/57133,INTERSERVE FS (UK) LTD,21/03/2018,350.00
UNDERSPENDS,RISK ASSESSMENTS,RISK ASSESSMENT - CVMU,B000019400/57133,INTERSERVE FS (UK) LTD,21/03/2018,350.00
UNDERSPENDS,RISK ASSESSMENTS,H.A.G - RISK ASSESSMENT,B000019400/57133,INTERSERVE FS (UK) LTD,21/03/2018,350.00
UNDERSPENDS,RISK ASSESSMENTS,RISK ASSESSMENT - HIGHAMS,B000019400/57133,INTERSERVE FS (UK) LTD,21/03/2018,350.00
CORPORATE PROPERTY,ASSET MAINT R&M,SERVICE-SUPPLY & INSTALL,B000019399/20,A BYRNE FENCING,21/03/2018,359.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 1 DAY JOB NO. ,B000019401/9294,STANLEY BROTHERS (TIPPERS) LTD,21/03/2018,390.00
HUMAN RESOURCES,TRAINING EXPENSES,LADDER ASSOC USER TRAINING,B000019403/60445,HIGHER SAFETY & TRAINING SOLUTIONS LTD,21/03/2018,425.00
ACCRINGTON MARKET,ASSET MAINT R&M,Replace light ,B000019399/59916,CONCEPT ELEVATORS,21/03/2018,442.00
UNDERSPENDS,REPAIRS FIXTURES & FITTINGS,CALL OUT,B000019399/59248,LANCASHIRE GAS SERVICES,21/03/2018,484.12
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 2.3.18,B000019402/59823,HAYS,21/03/2018,552.94
UNDERSPENDS,RISK ASSESSMENTS,WILLOWS LANE - RISK ASSESSMENT,B000019400/57133,INTERSERVE FS (UK) LTD,21/03/2018,650.00
ACCRINGTON MARKET,ASSET MAINT R&M,REPAIRS TO ROLLER SHUTTER,B000019399/54975,ROLLER SHUTTER SERVICES LTD,21/03/2018,680.00
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,SERVICE-REPAIR LEAK,B000019399/59248,LANCASHIRE GAS SERVICES,21/03/2018,695.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.3.18,B000019400/55150,VENN GROUP LIMITED,21/03/2018,730.60
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 11.3.18,B000019400/55150,VENN GROUP LIMITED,21/03/2018,858.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 11.3.18,B000019400/46341,MORGAN HUNT UK LTD,21/03/2018,896.10
ACCRINGTON MARKET,ASSET MAINT R&M,WORKS TO LIGHTING - ACC MARKET,B000019402/24998,BELLIT SECURITY LIMITED,21/03/2018,914.29
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.3.18,B000019400/33923,EDEN BROWN LTD,21/03/2018,962.00
ACC TC CCTV,EQUIPMNT REPAIR & MAINT,CCTV REPAIRS - Q1-Q3,B000019402/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,21/03/2018,1077.38
EAGLE STREET PREMISES,ASSET MAINT R&M,SERVICE-DAMP/TIMBER TREATMENT,B000019399/21510,STONE OAK LTD,21/03/2018,1134.00
OFF STREET PARKING,OTHER DSO    WORK DONE,PARKING ENFORCEMENT APR 17-MAR,B000019402/7448,RIBBLE VALLEY BOROUGH COUNCIL,21/03/2018,1325.83
HYNDBURN CEMETERIES,ASSET MAINT R&M,REPAIRS TO DAMAGED FENCING,B000019399/20,A BYRNE FENCING,21/03/2018,1408.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/E 5.3.18,B000019402/58852,OYSTER PARTNERSHIP,21/03/2018,1439.10
BUILDING CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,LABC SERVICE FEE 18/19,B000019402/20833,LABC,21/03/2018,1840.35
HAWORTH ART GALLERY,ASSET MAINT R&M,NEW HEATING PUMP,B000019399/59248,LANCASHIRE GAS SERVICES,21/03/2018,2463.33
HEALTH FOOD & SAFETY,FEES-ANALYSTS & CONSULTANTS,INVESTIGATION RE - HYNDBURN LE,B000019401/60428,AQUA LEISURE SAFETY,21/03/2018,2843.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019399/30178,B3P SERVICES LTD,21/03/2018,3298.78
HAWORTH ART GALLERY,ASSET MAINT R&M,ADDITIONAL WORKS,B000019399/7524,ROSS LEE CONSTRUCTION LTD,21/03/2018,5543.00
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV- FEB 18,B000019402/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,21/03/2018,6612.32
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV - JAN 18,B000019402/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,21/03/2018,7320.78
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV - DEC 17,B000019402/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,21/03/2018,7320.78
HUMAN RESOURCES,TRAINING EXPENSES,SOCIAL MEDIA TRAINING,B000019405/60451,CROSSHANDS LIMITED,22/03/2018,999.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,FOXHILL - ACCESS IMPROVEMENTS,B000019405/30834,LANCASHIRE WILDLIFE TRUST,22/03/2018,1000.00
HYNDBURN CEMETERIES,HEADSTONE SAFETY,STONE,B000019405/60214,SPECIALISED YORKSTONE SUPPLIES LTD,22/03/2018,1000.00
ACCRINGTON CREMATORIUM,URNS & CASKETS,SERVICE-POLY URNS INC ,B000019412/27901,TELESHORE (UK) LTD,26/03/2018,250.18
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,PARTS,B000019413/30368,SCL,26/03/2018,270.00
VEHICLE MAINT WORK DONE,MATERIALS-MISC,WINGS ETC,B000019409/1758,GUNN JCB LTD,26/03/2018,273.59
ACCOUNTANCY,PUBLICATIONS & PERIODICALS,IFRS 9 ONLINE GUIDE,B000019410/44171,CIPFA BUSINES LIMITED,26/03/2018,295.00
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,ENGINEER VISIT 26.2.18,B000019409/58111,MRB WORKSHOP SERVICES,26/03/2018,338.00
