Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PUBLIC TRANSPORT,MAINTENANCE,SUPPLY NEW BUS SHELTER,B000023254/59697,AUTOCROSS EUROSHEL LTD,04/05/2022,4785.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000023254/61603,MR JONATHON EASTON,04/05/2022,675.00
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 24.4.22,B000023254/61860,VIVID RESOURCING,04/05/2022,1204.05
MARKETS - STAFFING,ADVERTISING,JOB ADVERT,B000023254/67598,TALOS360 LIMITED,04/05/2022,399.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023254/7874,STANNAH LIFT SERVICES LIMITED,04/05/2022,6377.00
STRAT DIRECTOR COMM. SERVICES,SUBSIDISED PROFESSIONAL SUBS,ANNUAL SUBS - 2022,B000023255/58814,CIPFA,04/05/2022,447.00
PARKS & OPEN SPACES,ASSET MAINT R&M,INSTYALL NEW CATERFLEX,B000023255/59248,LANCASHIRE GAS SERVICES,04/05/2022,325.00
LEISURE IN HYNDBURN,LIH R&M,MODIFY PIPEWORK AT A.T.H,B000023255/59248,LANCASHIRE GAS SERVICES,04/05/2022,574.00
MARKETS - OPERATIONS,ASSET MAINT R&M,REPLACE WATER HEATER & WIRING,B000023255/59248,LANCASHIRE GAS SERVICES,04/05/2022,614.50
HOUSING ADVICE,GRANTS,GRANT FUNDING ,B000023255/67671,SENSORY HOUSING,04/05/2022,450.00
WILLOWS LANE DEPOT,DEPOT COSTS,TRISCAN FUEL HUB LICENCE,B000023260/8288,TRISCAN SYSTEMS LIMITED,09/05/2022,1640.67
WILLOWS LANE DEPOT,DEPOT COSTS,OPTIMA STANDARD SUPPORT ANNUAL ,B000023261/8288,TRISCAN SYSTEMS LIMITED,09/05/2022,675.00
LOCAL TAXATION,COMPUTER RENTAL & MAINT,CIVICA SOFTWARE UPDATE,B000023262/17209,CIVICA UK LIMITED,09/05/2022,2141.66
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - 1-30.4.22,B000023262/29112,HYNDBURN LEISURE,09/05/2022,991.19
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 24.4.22,B000023262/33923,EDEN BROWN LIMITED,09/05/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF 24.4.22 W/E,B000023262/33923,EDEN BROWN LIMITED,09/05/2022,1054.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF W/E 1.5.22,B000023262/33923,EDEN BROWN LIMITED,09/05/2022,1147.00
ACCOUNTANCY,GENERAL SUBSCRIPTIONS,CODE OF PRACTICE 21/22,B000023262/44171,CIPFA BUSINES LIMITED,09/05/2022,1715.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 24.4.22,B000023262/46341,MORGAN HUNT UK LTD,09/05/2022,872.10
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 1.5.22,B000023262/46341,MORGAN HUNT UK LTD,09/05/2022,1075.59
CORP & DEM CORE,GENERAL SUBSCRIPTIONS,2022/23 MEMBERSHIP FEE,B000023262/49172,DISTRICT COUNCILS NETWORK,09/05/2022,2150.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 24.4.22,B000023262/55150,VENN GROUP LIMITED,09/05/2022,1118.81
HAWORTH ART GALLERY,WEDDING EXPENDITURE,WEDDING CATERING,B000023262/57628,S.R.S. CATERING LTD,09/05/2022,6833.34
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF WC 25.4.22,B000023262/58852,OYSTER PARTNERSHIP,09/05/2022,806.00
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,AGENCY STAFF W.C 25.4.22,B000023262/58852,OYSTER PARTNERSHIP,09/05/2022,1443.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF WC 25.4.22,B000023262/58852,OYSTER PARTNERSHIP,09/05/2022,1467.79
COVID BACKFILL,AGENCY STAFF,AGENCY STAFF WC 25.4.22,B000023262/58852,OYSTER PARTNERSHIP,09/05/2022,2650.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 24.4.22,B000023262/60568,CUMMINS MELLOR,09/05/2022,513.30
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF PERIOD ENDING 1.5.22,B000023262/61657,G2 RECRUITMENT SOLUTIONS,09/05/2022,666.94
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,AGENCY STAFF PERIOD ENDING 1.5.22,B000023262/61657,G2 RECRUITMENT SOLUTIONS,09/05/2022,1248.75
HOUSING ADVICE,AGENCY STAFF,AGENCY STAFF PERIOD ENDING 10.4.22,B000023262/61860,VIVID RESOURCING,09/05/2022,1763.99
LIBRARY ST DEPOT,CLEANING,SUPPLEMENTARY CLEANING,B000023263/50873,SERVICEMASTER,09/05/2022,637.45
HYNDBURN CEMETERIES,MATERIALS-DIRECT,TOP SOIL 20T (FINE),B000023264/1913,HUPERADE LTD,09/05/2022,565.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,EMISSIONS RE TEST,B000023264/28418,FACULTATIEVE TECHNOLOGIES,09/05/2022,1150.00
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MUSIC/MEDIA CHARGES,B000023264/55609,OBITUS (VIVEDIA LTD),09/05/2022,1445.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 01.05.2022,B000023264/55740,RAPID RECRUITMENT LTD,09/05/2022,1172.11
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 25.04.2022,B000023264/58852,OYSTER PARTNERSHIP,09/05/2022,1092.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF- W/C 25.04.2022,B000023264/58852,OYSTER PARTNERSHIP,09/05/2022,1300.00
HYNDBURN CEMETERIES,WATER CHARGES,WATER CHARGES D/H CEM,B000023264/8325,WATER PLUS LTD,09/05/2022,671.55
PARKS & OPEN SPACES,MATERIALS-DIRECT,8 X 5 LITRES DANISH OIL,B000023265/49313,M J SUPPLIES,09/05/2022,269.92
HOUSING ADVICE,GRANTS,RAPID REHOUSING PATHWAY NAVIGATOR SERVICE 21/22 (X2 INSTALMENTS) 2ND INVOICE,B000023266/19391,MAUNDY RELIEF,09/05/2022,13125.00
DEVELOPMENT CONTROL B.U.,GENERAL SUBSCRIPTIONS,DCP ONLINE RENEWAL,B000023266/52420,HAYMARKET MEDIA GROUP,09/05/2022,3345.00
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE - 29.04.22,B000023266/59724,TMP (UK) LTD,09/05/2022,289.20
DEV CONTROL,DEV CONTROL SYSTEM,WEB PUBLISHING MAINTENANCE TO 11/03/23,B000023266/59944,IDOX SOFTWARE LTD,09/05/2022,795.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,SHOP SIGNS ON BALCONY X 3,B000023267/24708,SIGN IT,10/05/2022,486.00
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,SUP CLEAN MAY 22,B000023267/50873,SERVICEMASTER,10/05/2022,1359.98
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000023270/29877,ROSSENDALE VULCANISING (SALES LTD),11/05/2022,2641.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEAM CLEAN X 2,B000023270/58642,KEEP EM CLEAN,11/05/2022,262.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,MIRROR ASSEMBLEY,B000023270/66129,LOOKERS PRESTON TRADE PARTS CENTRE,11/05/2022,348.23
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SAFETY BARRIER,B000023270/8014,TERBERG MATEC UK,11/05/2022,594.35
CORPORATE PROPERTY,ASSET MAINT R&M,FENCNG,B000023271/20,A BYRNE FENCING,11/05/2022,2422.00
DEV CONTROL,DEV CONTROL SYSTEM,MAINTENANCE SPATIAL EXT TO 31.5.23,B000023271/35967,NEC SOFTWARE SOLUTIONS UK LIMITED,11/05/2022,854.70
LOCAL ELECTIONS,ELECTION FEES-COUNTING VOTES,HIRE OF TABLES ELECTION 2022,B000023271/49997,DALE EVENT HIRE,11/05/2022,442.00
DEVELOPMENT CONTROL B.U.,GENERAL SUBSCRIPTIONS,SUBS TO 23.05.23 PLANNNG JUNGLE,B000023271/55406,PLANNING JUNGLE LTD,11/05/2022,300.00
PARKS & OPEN SPACES,ASSET MAINT R&M,REPLACE GUTTERING,B000023271/59128,GEORGE PEARCE & SONS LTD,11/05/2022,894.00
PARKS & OPEN SPACES,ELECTRICITY,ELEC APRIL 2022 VISISTOR CENTRE RHYDDINGS,B000023271/59343,EDF ENERGY,11/05/2022,335.76
LEISURE IN HYNDBURN,ELECTRICITY,ELE APR 2022 MERCER HALL,B000023271/59343,EDF ENERGY,11/05/2022,1809.85
LIBRARY ST DEPOT,ELECTRICITY,CVMU APRIL ELECTRIC,B000023271/59343,EDF ENERGY,11/05/2022,1891.18
GYPSY SITE,ELECTRICITY,GYPSY SITE ELEC APRIL 2022,B000023271/59343,EDF ENERGY,11/05/2022,1905.41
LEISURE IN HYNDBURN,ELECTRICITY,ELEC APR 22 TOWN HALL,B000023271/59343,EDF ENERGY,11/05/2022,2243.37
LEISURE IN HYNDBURN,ELECTRICITY,ELEC APRIL 2022 HLC,B000023271/59343,EDF ENERGY,11/05/2022,9345.79
MARKETS - OPERATIONS,ELECTRICITY,ELEC APR 22 MARKET HALL,B000023272/59343,EDF ENERGY,11/05/2022,3601.94
SCAITCLIFFE HOUSE,ELECTRICITY,ELEC APRIL 22 SCAITCLIFFE,B000023272/59343,EDF ENERGY,11/05/2022,4122.11
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION,B000023272/66036,MARSTON (HOLDINGS) LTD,11/05/2022,677.67
HOUSING ADVICE,ACCOM EX OFFENDERS,HOUSING RENT,B000023272/67685,WHITEFIELD ESTATE AGENTS,11/05/2022,950.00
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD - MAY 22,DVLA,11/05/2022,292.5
MARKETS - OPERATIONS,ASSET MAINT R&M,REPLACE 2 X DOORS,B000023275/37017,PILKINGTON BROS (CHURCH) LTD,13/05/2022,2437.65
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,BUILDING HIRE ELECT 22,B000023275/53768,ACCRINGTON STANLEY COMMUNITY TRUST,13/05/2022,500.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HBC 22 ELECTION,B000023275/57931,ST JOSEPHS ACCRINGTON,13/05/2022,400.00
HEALTH FOOD & SAFETY,AGENCY STAFF,STAFF WB 02.05.22,B000023275/58852,OYSTER PARTNERSHIP,13/05/2022,706.16
COVID BACKFILL,AGENCY STAFF,STAFF WC 02.05.22,B000023275/58852,OYSTER PARTNERSHIP,13/05/2022,1855.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF UNITS HBC ELECT 22,B000023275/7247,PORTAKABIN LTD,13/05/2022,8584.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HBC ELECTION 22,B000023275/9241,PEEL PARK PRIMARY SCHOOL,13/05/2022,300.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,STAFF WE 8.5.22,B000023276/33923,EDEN BROWN LIMITED,13/05/2022,992.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 1.5.22,B000023276/33923,EDEN BROWN LIMITED,13/05/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 8.5.22,B000023276/33923,EDEN BROWN LIMITED,13/05/2022,1010.10
CUSTOMER SERVICES,AGENCY STAFF,STAFF WE 8.5.22,B000023276/46341,MORGAN HUNT UK LTD,13/05/2022,872.10
CUSTOMER SERVICES,AGENCY STAFF,STAF WE 1.5.22,B000023276/60568,CUMMINS MELLOR,13/05/2022,643.80
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023277/25868,HYNDBURN PLUMBING & HEATING SERVICES,13/05/2022,8483.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023277/30178,B3P SERVICES LTD,13/05/2022,4075.68
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023277/50640,PRISM MEDICAL UK,13/05/2022,3754.00
INSURANCES,PREMIUMS PAID,FIRE GENERAL IND UNITS 22-23,B000023278/1287,ZURICH INSURANCE PLC,13/05/2022,1161.22
INSURANCES,PREMIUMS PAID,FIDELITY GUARANTEE 22-23,B000023278/1287,ZURICH INSURANCE PLC,13/05/2022,3391.90
INSURANCES,PREMIUMS PAID,COMBINED INS 22-23,B000023278/1287,ZURICH INSURANCE PLC,13/05/2022,133707.66
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 1.5.22,B000023278/55150,VENN GROUP LIMITED,13/05/2022,1118.81
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF WC 2.5.22,B000023278/58852,OYSTER PARTNERSHIP,13/05/2022,1177.41
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,STAFF WB 02.05.22,B000023278/58852,OYSTER PARTNERSHIP,13/05/2022,1443.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 08.05.22,B000023278/61657,G2 RECRUITMENT SOLUTIONS,13/05/2022,710.40
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 08.05.22,B000023278/61657,G2 RECRUITMENT SOLUTIONS,13/05/2022,1248.75
HOUSING ADVICE,AGENCY STAFF,STAFF PE 08.05.22,B000023278/61860,VIVID RESOURCING,13/05/2022,1223.72
CORPORATE R & M (HOLDING A/C),Defibrillators,DEFIB BATTERIES,B000023278/62010,DEFIBSHOP,13/05/2022,630.00
PARKS & OPEN SPACES,WATER CHARGES,WATER BOWLING GREEN WHEATFIELD ST  08.04.21-15.07.21,B000023278/8325,WATER PLUS LTD,13/05/2022,1472.47
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION - 31.03.22 - 04.04.22,B000023279/28199,HILL VIEW (PRIVATE) HOTEL,16/05/2022,260.00
HOUSING ADVICE,Protect and Vaccine Grant,ACCOMMODATION - 10.02.22 - 01.04.22,B000023279/28199,HILL VIEW (PRIVATE) HOTEL,16/05/2022,3750.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMMODATION - 01.04.22 - 01.06.22,B000023279/28199,HILL VIEW (PRIVATE) HOTEL,16/05/2022,4575.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,LCC WEIGHT MGT GRANT - JAN-MAR 2022,B000023279/29112,HYNDBURN LEISURE,16/05/2022,6591.75
HOUSING ADVICE,PERSONALISED BUDGETS,GRANT FUNDING ,B000023279/67671,SENSORY HOUSING,16/05/2022,400.00
PARKS & OPEN SPACES,WATER CHARGES,KING GEORGES  - AUG21 - FEB22,B000023279/8325,WATER PLUS LTD,16/05/2022,615.75
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILEE BEACON TRAIL ADVERT,B000023280/52885,ACORN COMMUNITY NEWS,16/05/2022,300.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 08.05.2022,B000023280/55740,RAPID RECRUITMENT LTD,16/05/2022,956.85
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 02.05.2022,B000023280/58852,OYSTER PARTNERSHIP,16/05/2022,585.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,GRANT FINDER ,B000023280/61564,IDOX SOFTWARE LTD,16/05/2022,4568.00
WILLOWS LANE DEPOT,DEPOT COSTS,STEAM CLEANER SERVICE,B000023280/65669,BT SERVICE & SUPPLIES LTD,16/05/2022,282.90
MHLC FRONTAGE REFURBISHMENT,CONTRACTOR OTHER,RELEASE OF 2.5% RENTENTION FEE,B000023280/65703,BDB SPECIAL PROJECTS LTD,16/05/2022,1231.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,ACCRINGTON ACRE PROJECT FEES,B000023280/66574,CBRE LTD,16/05/2022,4347.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,JUBILLE PROMOTIONAL GIFTS,B000023280/67689,HOTLINE,16/05/2022,399.00
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAYS - WILLOWS LANE,B000023280/9294,STANLEY BROTHERS (TIPPERS) LTD,16/05/2022,540.00
ADMINISTRATION EXPENSES,PRINTING,COPIER METER READINGS,B000023280/999,SHARP BUSINESS SYSTEMS UK PLC,16/05/2022,281.73
DANGEROUS STRUCTURE,GENERAL REPAIR & MAINT BLDGS,DANGEROUS STRUCTURE WORKS,B000023281/52330,JOHN WADE GROUNDWORKS LTD,16/05/2022,1200.00
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,CONTRIBUTION TO NW HOUSING FORUM- 21/22,B000023281/60246,BOLTON AT HOME,16/05/2022,500.00
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,SUBS  2022,B000023281/62168,CIVICA ELECTION SERVICES,16/05/2022,2600.06
ECONOMIC DEVELOPMENT LEVEL UP,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000023281/66485,CHEREGEN,16/05/2022,2083.33
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF - 27.03.22,B000023281/67448,MACDONALD & COMPANY,16/05/2022,4411.80
DEVELOPMENT CONTROL B.U.,BASIC PAY,TEMP STAFF - 10.04.22,B000023281/67448,MACDONALD & COMPANY,16/05/2022,5431.82
OFF STREET PARKING,SEWERAGE,CAR PARK - CRAWSHAW STREET,B000023281/8325,WATER PLUS LTD,16/05/2022,304.36
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,35296,G4S,17/05/2022,510.95
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE RENTAL,B000023284/19083,SOCIETE GENERALE EQUIPMENT FINANCE LTD,18/05/2022,1685.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 28.03.22,B000023284/58852,OYSTER PARTNERSHIP,18/05/2022,1443.00
HOUSING ADVICE,PERSONALISED BUDGETS,HOUSING RENT,B000023284/67671,SENSORY HOUSING,18/05/2022,1000.00
ADMINISTRATION SERVICES,POSTAGES,POSTAGE,B000023284/7231,PITNEY BOWES LTD,18/05/2022,8902.66
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,ENGINEERS VISIT,B000023285/58111,MRB WORKSHOP SERVICES,18/05/2022,451.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEAM CLEAN X 2,B000023285/58642,KEEP EM CLEAN,18/05/2022,262.50
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,TOOLS AND EQUIPMENT,B000023285/67686,S I J AUTOMOTIVE LIMITED,18/05/2022,469.95
BANK CHARGES,BANK CHARGES,STREAMLINE,35296,WORLDPAY,19/05/2022,1706.19
BANK CHARGES,BANK CHARGES,STREAMLINE,35296,WORLDPAY,19/05/2022,4715.21
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,SIGNS,B000023288/24038,G & G SIGNS,20/05/2022,813.50
COMPUTER SERVICES,TELEPHONES,CHARGES 01-05-22 - 31-05-22,B000023288/46800,CLOUDCOCO,20/05/2022,2323.70
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,ANNUAL BILL TECHNICAL CHARGES,B000023288/57679,CRITIQOM,20/05/2022,300.00
COUNCIL TAX REBATE,OFFICE CONSUMABLES,ENERGY REBATE,B000023288/57679,CRITIQOM,20/05/2022,406.78
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,ANNUAL BILLING- STATIONERY,B000023288/57679,CRITIQOM,20/05/2022,529.00
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,ANNUAL BILL- AB SERVICES,B000023288/57679,CRITIQOM,20/05/2022,4206.75
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,ANNUAL BILL POSTAGE,B000023288/57679,CRITIQOM,20/05/2022,13484.49
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E  09.05.22,B000023288/58852,OYSTER PARTNERSHIP,20/05/2022,1443.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 9.5.22,B000023288/58852,OYSTER PARTNERSHIP,20/05/2022,1467.79
COVID BACKFILL,AGENCY STAFF,TEMP STAFF W/E 9.5.22,B000023288/58852,OYSTER PARTNERSHIP,20/05/2022,2650.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,PHOTO COPIER CHARGES,B000023288/60165,SPECIALIST COMPUTER CENTRES PLC,20/05/2022,305.78
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,COMM CHARGE Q1 FEB 22- APR 22,B000023288/66155,NOMINET UK,20/05/2022,765.94
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,WORK AT MARKET HALL,B000023288/7968,T I S LTD,20/05/2022,1540.00
HYNDBURN CEMETERIES,MATERIALS-DIRECT,CDA CHEMICAL,B000023289/18339,NOMIX ENVIRO LIMITED,23/05/2022,423.10
HYNDBURN CEMETERIES,NEW EQUIPMENT,20T TOP SOIL,B000023289/1913,HUPERADE LTD,23/05/2022,555.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 08.05.2022,B000023289/19414,PROMAN RECRUITMENT LIMITED,23/05/2022,493.81
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 27.03.2022,B000023289/19414,PROMAN RECRUITMENT LIMITED,23/05/2022,540.54
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 08.05.2022,B000023289/19414,PROMAN RECRUITMENT LIMITED,23/05/2022,728.33
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 01.05.2022,B000023289/19414,PROMAN RECRUITMENT LIMITED,23/05/2022,966.75
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 01.05.2022,B000023289/19414,PROMAN RECRUITMENT LIMITED,23/05/2022,1040.46
COVID TESTING,HIRED VEHICLE,VEHICLE HIRE,B000023289/2062,INTACK SELF DRIVE,23/05/2022,535.36
CCTV'S,PRIVATE CONTRACTORS WORK,ANNUAL MTCE AND MONITORING OF CCTV ,B000023289/28873,BLACKBURN WITH DARWEN B.C.,23/05/2022,92136.60
HYNDBURN CEMETERIES,NEW EQUIPMENT,TRANSBANK FUEL CONTAINER,B000023289/36319,LANDSCAPE SUPPLY COMPANY,23/05/2022,459.90
COVID 19,PRIVATE CONTRACTORS WORK,OAKHILL CLEANING,B000023289/50873,SERVICEMASTER,23/05/2022,311.86
COVID 19,PRIVATE CONTRACTORS WORK,WILSONS - CLEANING,B000023289/50873,SERVICEMASTER,23/05/2022,478.08
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING ACCY CEM,B000023289/50873,SERVICEMASTER,23/05/2022,637.45
COVID 19,PRIVATE CONTRACTORS WORK,RHYDDINGS PARK CLEANING,B000023289/50873,SERVICEMASTER,23/05/2022,717.14
COVID 19,PRIVATE CONTRACTORS WORK,WILLOWS LANE OFFICE CLEANING,B000023289/50873,SERVICEMASTER,23/05/2022,828.69
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 15.05.2022,B000023289/55740,RAPID RECRUITMENT LTD,23/05/2022,1171.15
INSURANCES,PREMIUMS PAID,INSURANCE COSTS,B000023289/56833,WEIGHTMANS LLP,23/05/2022,308.80
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 09.05.2022,B000023289/58852,OYSTER PARTNERSHIP,23/05/2022,663.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF,B000023289/58852,OYSTER PARTNERSHIP,23/05/2022,1092.00
CCTV'S,EVENT EXPENDITURE,FUNDING FOR JUBILEE EVENT,B000023289/60670,FRIENDS OF RHYDDINGS PARK,23/05/2022,550.00
RANGER ST COMPOUND & DEPOT,WATER CHARGES,WATER BILLS TOWNS YARD - WILLOWS LANE,B000023289/8325,WATER PLUS LTD,23/05/2022,779.60
HYNDBURN CEMETERIES,WATER CHARGES,WATER CHARGES DILL HALL CEM,B000023289/8325,WATER PLUS LTD,23/05/2022,1273.98
TIPPING CHARGES,HIRED VEHICLE,TIP CLEARANCE WILLOWS LANE BAYS,B000023289/9294,STANLEY BROTHERS (TIPPERS) LTD,23/05/2022,540.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023291/17577,WESSEX LIFT CO LTD,23/05/2022,13385.00
