Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HEALTH OFFICERS,ADVERTISING,ADVERT 1008,B000018852/2496,LANCASHIRE COUNTY COUNCIL,24/05/2017,850
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 14.5.17,B000018852/59684,PARK AVENUE RECRUITMENT,24/05/2017,1339.5
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER,B000018852/35745,AGS HEATING & PLUMBING LTD,24/05/2017,1670
INSURANCES,PREMIUMS PAID,ZURICH IND UNITS INS 17/18,B000018852/1287,ZURICH INSURANCE PLC,24/05/2017,2010.53
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER,B000018852/50717,HIGH EFFICIENCY LTD,24/05/2017,2775
INSURANCES,PREMIUMS PAID,MATERIAL DAMAGE 17/18,B000018852/1287,ZURICH INSURANCE PLC,24/05/2017,98143.44
EXTERNAL ELECTIONS 2017,HIRE OF POLLING STATIONS,LCC 2017,B000018854/43488,GM FITTED FURNITURE,25/05/2017,300
EXTERNAL ELECTIONS 2017,HIRE OF POLLING STATIONS,LCC 2017,B000018854/9241,PEEL PARK PRIMARY SCHOOL,25/05/2017,300
REFERENDUM,HIRE OF POLLING STATIONS,SIGNS PARL 2017,B000018855/7735,SHAW & SONS LTD,25/05/2017,449.4
REFERENDUM,HIRE OF POLLING STATIONS,NOTICES AND SEALS PARL 2017,B000018855/7735,SHAW & SONS LTD,25/05/2017,645.82
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY APR 17,B000018855/48843,CLEARWAY ENV SERVICES (UK) LTD,25/05/2017,885
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 21.5.17,B000018859/55150,VENN GROUP LIMITED,26/05/2017,961
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER,B000018859/50717,HIGH EFFICIENCY LTD,26/05/2017,1675
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,REPLACEMENT BOILER,B000018859/50717,HIGH EFFICIENCY LTD,26/05/2017,1675
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000018859/56815,EASIACCESS,26/05/2017,2130.62
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVAL OF WASTE,B000018863/1248,DUNCAN CAMPBELL,31/05/2017,500
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 21.5.17,B000018863/46341,MORGAN HUNT UK LTD,31/05/2017,741.6
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,ANNUAL EAS RENTAL,B000018864/36434,BYTES SOFTWARE SERVICES LTD,31/05/2017,55354.89
ENVIRONMENTAL SERVIES,CVMU,VEHICLE TAX,P-CARD-MAY 17,DVLA,20-Apr-17,652.5
ENVIRONMENTAL SERVIES,WASTE SERVICES,WASTE PUMP,P-CARD-MAY 17,WWW.ANCHORPUMPS.COM,21-Apr-17,520.45
ENVIRONMENTAL SERVIES,CVMU,PARTS,P-CARD-MAY 17,BURY LANDROVER,05-May-17,470.12
REGENERATION,HOUSING SERVICES,TRAVELODGE,P-CARD-MAY 17,ACCOMMODATION,10-May-17,280
HOUSING BENEFIT ADMIN,SWIPE CARDS,APRIL,28984,ALLPAY.NET LTD,15-May-17,2368.01
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S ,28984,G4S CASH SOLUTIONS,15-May-17,307.32
LOCAL TAXATION,SUMMONSES,HMCTS FEES,28984,MINISTRY OF JUSTICE,16-May-17,1461
BANK CHARGES,BANK CHARGES,STREAMLINE,28984,NATWEST BANK,19-May-17,1651.24
BANK CHARGES,BANK CHARGES,STREAMLINE,28984,NATWEST BANK,19-May-17,1047.91

