Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
WILLOWS LANE DEPOT,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE WILLOWS LANE  A,B000019062/44845,KEYPLUS SECURITY LTD,15/09/2017,480.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,PARTS,B000019063/1164,DENNIS EAGLE LIMITED,15/09/2017,527.48
PARKS & OPEN SPACES,AGENCY STAFF,"AGENCY STAFF GROUNDS, WE 03.09",B000019062/19414,HEADS RECRUITMENT LIMITED,15/09/2017,583.69
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY COVER ACC CEMETERY WE 0,B000019062/19414,HEADS RECRUITMENT LIMITED,15/09/2017,676.42
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VISION TECHNIQUES LTD,B000019063/8388,VISION TECHNIQUES LTD,15/09/2017,850.00
HEALTH FOOD & SAFETY,AGENCY STAFF,"AGENCY COVER, FOOD TEAM WK  04",B000019062/59970,CRYSTAL UMBRELLA,15/09/2017,949.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL WILLOWS LANE 06.09.17 402,B000019062/7979,T SPLITT,15/09/2017,1917.21
HUMAN RESOURCES,TRAINING EXPENSES,SIGNING LIGHTING AND GUARDING ,B000019062/59789,SAFETY COMES FIRST LTD,15/09/2017,1950.00
VEHICLE MAINT SUPERVISION,COMPUTER RENTAL & MAINT,FLEETMASTER LICENCE,B000019063/44243,TRAPEZE GROUP (UK) LTD,15/09/2017,7513.98
VEHICLE MAINT SUPERVISION,FUEL STOCK,FUEL WILLOWS LANE 23964 93.68 ,B000019062/7979,T SPLITT,15/09/2017,22449.48
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 3.9.17,B000019064/55150,VENN GROUP LIMITED,18/09/2017,278.72
LIBRARY ST DEPOT,SECURITY SYSTEM MAINTENANCE,ALARM RESPONSE,B000019065/44845,KEYPLUS SECURITY LTD,18/09/2017,300.00
HUMAN RESOURCES,TRAINING EXPENSES,MOT TRAINING - CVMU,B000019064/59129,GB MOT TRAINING LTD,18/09/2017,352.00
Corporate Property Bus Unit,FEES-ANALYSTS & CONSULTANTS,ASSET VALUATIONS 16/17 - FINAL,B000019064/32265,VALUATION OFFICE AGENCY ADMINISTRATION,18/09/2017,450.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 11.9.17,B000019064/33923,EDEN BROWN LTD,18/09/2017,858.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 10.9.17,B000019064/46341,MORGAN HUNT UK LTD,18/09/2017,914.64
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,AIR FAN FAILURE CREAMATOR ACC ,B000019066/8652,THE PHOENIX PARTNERSHIP,18/09/2017,915.29
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 27.8.17,B000019064/55150,VENN GROUP LIMITED,18/09/2017,961.22
PARKS & OPEN SPACES,MATERIALS-DIRECT,PRO MASTER 10 FOR BOLWING GREE,B000019066/32109,D L F TRIFOLIUM LTD,18/09/2017,1088.00
RHYDDINGS PARK LOTTERY,MISCELLANEOUS,interim payment number 3 01.07,B000019066/24110,NEWGROUND CIC,18/09/2017,4050.18
COMPUTER SERVICES,TELEPHONES,SEPT 17,B000019070/644,BRITISH TELECOMMUNICATIONS PLC,20/09/2017,413.52
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 10.9.17,B000019068/55150,VENN GROUP LIMITED,20/09/2017,935.50
GYPSY SITE,NET RENTS,17.7.17-14.8.17,B000019068/45458,GLOSSOP CARAVANS LTD,20/09/2017,1649.79
SCAITCLIFFE HOUSE,WATER CHARGES,15.5.17-7.9.17- SCAITCLIFFE,B000019068/8325,WATER PLUS LTD,20/09/2017,2204.38
PENDLE ST PH1,CONTRACTOR OTHER,CLEAR WASTE,B000019068/1248,DUNCAN CAMPBELL,20/09/2017,2800.00
NON DOMESTIC RATES,LEVY PAYMENT,BUSINESS RATES POOL,B000019068/57907,RIBBLE VALLEY B.C.,20/09/2017,30516.00
ACCRINGTON MARKET,GAS,MARKET - 31.7.17 - 31.8.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,291.56
PARKS & OPEN SPACES,GAS,WILSONS - 30.4.17 - 31.7.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,321.72
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.8.17- 31.8.17,B000019076/59343,EDF ENERGY,22/09/2017,454.78
PARKS & OPEN SPACES,GAS,WILSONS - 31.1.17-30.4.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,474.14
PARKS & OPEN SPACES,GAS,WILSONS - 21.1.16 - 31.1.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,567.46
HAWORTH ART GALLERY,GAS,H.A.G - 31.7.17-31.8.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,584.57
PARKS & OPEN SPACES,GAS,HIGHAMS - 31.7.17-4.9.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,668.28
HYNDBURN CEMETERIES,ASSET MAINT R&M,WORKS ON INTRUDER ALARM - ACC ,B000019074/24998,BELLIT SECURITY LIMITED,22/09/2017,692.58
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 17.9.17,B000019073/46341,MORGAN HUNT UK LTD,22/09/2017,741.60
GYPSY SITE,ELECTRICITY,GYPSY - 1.8.17 - 31.8.17,B000019076/59343,EDF ENERGY,22/09/2017,848.34
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.9.17,B000019078/33923,EDEN BROWN LTD,22/09/2017,858.00
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,C4 SCHOOLS PART 2 DIGIFISH,B000019073/58722,P WELLS T/A THE HERITAGE CONNECTION,22/09/2017,1185.99
GYPSY SITE,NET RENTS,14.8.17 TO 11.9.17,B000019079/45458,GLOSSOP CARAVANS LTD,22/09/2017,1310.33
ACC TOWN HALL,ELECTRICITY,A.T.H - 1.8.17- 31.8.17,B000019076/59343,EDF ENERGY,22/09/2017,1323.60
PARKS & OPEN SPACES,GAS,WILSON - 30.9.16-21.10.16,B000019076/30430,NPOWER BUSINESS,22/09/2017,1332.03
LIBRARY ST DEPOT,ASSET MAINT R&M,INSTALL NEW YARD BEAMS,B000019074/24998,BELLIT SECURITY LIMITED,22/09/2017,1834.73
HYNDBURN CEMETERIES,GAS,ACC CEM - 31.7.17-31.8.17,B000019076/30430,NPOWER BUSINESS,22/09/2017,1857.34
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - 1.8.17-31.8.17,B000019076/59343,EDF ENERGY,22/09/2017,2202.14
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.8.17- 31.8.17,B000019076/59343,EDF ENERGY,22/09/2017,3514.56
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - 1.8.17-31.8.17,B000019076/59343,EDF ENERGY,22/09/2017,3753.82
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019074/30178,B3P SERVICES LTD,22/09/2017,4567.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019074/52883,POLLOCK LIFTS,22/09/2017,18183.00
ACCRINGTON MARKET,ELECTRICITY,CELLAR 14 - 2.2.15-29.8.17,B000019084/59343,EDF ENERGY,27/09/2017,591.91
ACCRINGTON MARKET,ELECTRICITY,CELLAR 7 - 2.12.15-29.8.17,B000019084/59343,EDF ENERGY,27/09/2017,718.95
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPPORT - 1.10.17-30.9.18,B000019084/819,ADVANCED BUSINESS SOLUTIONS,27/09/2017,789.95
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 17.9.17,B000019084/55150,VENN GROUP LIMITED,27/09/2017,1000.50
CORP & DEM CORE,MARKETING COMMUNICATIONS,BT ADVERT,B000019084/54552,BRITISH TELECOMMUNICATIONS PLC,27/09/2017,1098.18
ACCRINGTON MARKET,ELECTRICITY,STALL 47/48 8.2.14-21.8.17,B000019084/59343,EDF ENERGY,27/09/2017,1343.08
ACCRINGTON MARKET,MARKETING INITIATIVES,XMAS DECORATIONS 2017,B000019084/48656,M.K. ILLUMINATIONS UK LTD,27/09/2017,3832.00
COMPUTER SERVICES,R & M HARDWARE LINK COSTS,EXTRENAL ASSESSMENT,B000019086/29231,SEC-1 LIMITED,27/09/2017,6225.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019085/29877,ROSSENDALE VULCANISING (SALES LTD),27/09/2017,7044.00
ACC MRKT HALL FIRE ALARM RENEW,CONTRACTOR OTHER,INSTALLATION OF NEW FIRE SYSTE,B000019086/24998,BELLIT SECURITY LIMITED,27/09/2017,18861.33
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPPORT 1.10.17-30.9.18,B000019084/819,ADVANCED BUSINESS SOLUTIONS,27/09/2017,31074.38
P&CG,CENTRAL ADMIN,STATIONERY,P-CARD-SEPT 17,OFFICE DEPOT,16/08/2017,408.29
ENVIRONMENTAL SERVICES,WASTE SERVICES,CONTAINER/SHELVING,P-CARD-SEPT 17,SHOPFITTING SERVCIES,25/08/2017,823.00
WASTE SERVICES,RENTAL & MAINTENANCE OF SOFTWARE,SOFTWARE LICENCES,29406,RESCO SPOL,07/09/2017,490.62
P&CG,CENTRAL ADMIN,EYE CARE VOUCHERS,P-CARD-SEPT 17,EDENRED,08/09/2017,554.75
REGENERATION,HOUSING SERVICES,SUBSCRIPTION,P-CARD-SEPT 17,ESTATES GAZETTE,11/09/2017,319.00
HOUSING BENEFIT ADMIN,SWIPE CARDS,AUGUST,29408,ALLPAY.NET LTD,14/09/2017,2213.69
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S ,29408,G4S CASH SOLUTIONS,15/09/2017,307.32
LOCAL TAXATION,SUMMONSES,HMCTS FEES,29421,MINISTRY OF JUSTICE,18/09/2017,516.00
BANK CHARGES,BANK CHARGES,STREAMLINE,29421,NATWEST BANK,20/09/2017,1475.09
BANK CHARGES,BANK CHARGES,STREAMLINE,29421,NATWEST BANK,20/09/2017,1279.31

