Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,NAME PLATES,B000019844/38733,MARCHBRIDGE BUILDERS LTD,12/11/2018,251.08
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,ACC OBSERVER NOTICES,B000019842/59724,TMP (UK) LTD,12/11/2018,267.60
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,"ACC OBSERVER, NOTICES",B000019842/59724,TMP (UK) LTD,12/11/2018,332.40
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT,B000019842/61195,H2 HOMES,12/11/2018,350.00
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,LOLER INSPECTIONS ,B000019843/45081,G M TREE CONSULTANTS,12/11/2018,480.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019844/61194,MRS AMANDA DUFFY,12/11/2018,482.00
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,SUBS,B000019842/60246,BOLTON AT HOME,12/11/2018,500.00
CREMATOR PURCHASE,CONTRACTOR OTHER,CCTV System Upgrade @ Crematorium,B000019843/24998,BELLIT SECURITY LIMITED,12/11/2018,882.46
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019842/46341,MORGAN HUNT UK LTD,12/11/2018,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019842/33923,EDEN BROWN LTD,12/11/2018,1010.10
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY FEES,B000019842/46341,MORGAN HUNT UK LTD,12/11/2018,1050.64
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,NAME PLATES,B000019844/24038,G & G SIGNS,12/11/2018,1057.80
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAMEPLATES,B000019844/38733,MARCHBRIDGE BUILDERS LTD,12/11/2018,1338.00
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVEAL WE 30.10.18,B000019844/59730,BLACKBURN SKIPS LIMITED,12/11/2018,1755.00
SCAITCLIFFE HOUSE,WATER CHARGES,06.05.18 - 08.08.18 EST,B000019844/8325,WATER PLUS LTD,12/11/2018,1758.84
UNDERSPENDS,CABINET ACTION FUND,PLANTS AS PER QUOTE ,B000019843/38523,JAMES COLES & SONS (NURSERIES) LTD,12/11/2018,2075.60
MANAGING DIRECTOR &SECRETARIAT,TRAINING EXPENSES,SUBS,B000019849/59303,SOLACE GROUP LTD,14/11/2018,350.00
ACC TOWN CENTRE,EVENT EXPENDITURE,CAROUSEL FOR 10TH AND 11TH NOV 18,B000019847/61202,LEES AMUSEMENTS LTD,14/11/2018,500.00
ACC TOWN CENTRE,T C PROMOTIONS,EVENT ADVERT,B000019847/52885,ACORN COMMUNITY NEWS,14/11/2018,750.00
SCAITCLIFFE HOUSE,DISPOSAL UNIT RENTAL,HYGIENE UNITS  12.12.18 - 11.12.19,B000019848/7087,P H S GROUP LTD,14/11/2018,771.04
LICENSING,OFFICE CONSUMABLES,TAXI LICENSING GOODS,B000019847/60103,NEWAUTO LTD,14/11/2018,1255.90
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,BARRIERS AND COVER FOR TOWN SQUARE EVENT,B000019847/60888,SAFE FENCE LTD,14/11/2018,1363.40
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT ARMED FORCES JULY-SEP,B000019848/29112,HYNDBURN LEISURE,14/11/2018,1502.80
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE CLAYTON CIVIC HALL,B000019848/29112,HYNDBURN LEISURE,14/11/2018,1600.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019848/7874,STANNAH LIFT SERVICES LIMITED,14/11/2018,1603.00
ACC TOWN CENTRE,EVENT EXPENDITURE,WINDOW COVERING FOR ALM PROJECTION,B000019847/59122,SIGN IT UP,14/11/2018,1738.00
BUILDING CONTROL B.U.,AGENCY STAFF,TEMP STAFF - SEPT 18,B000019847/55748,URBAN VISION PARTNERSHIP LTD,14/11/2018,4085.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019847/21792,H & M BUILDING & JOINERY LTD,14/11/2018,5095.00
ACC TC CCTV,PRIVATE CONTRACTORS WORK,CCTV OCT 18,B000019847/49037,BLACKBURN WITH DARWEN BOROUGH COUNCIL,14/11/2018,7560.24
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019848/61197,B & G SEARS LTD,14/11/2018,14161.00
RISHTON FACELIFTING SCHEME,CONTRACTOR OTHER,VALUATION 8 -  SPRING ST,B000019847/7524,ROSS LEE CONSTRUCTION LTD,14/11/2018,50000.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,ACC TH AND MARKET EXT FEATURE LIGHTING,B000019847/61049,SENATE (CONSTRUCTION SERVICES) LTD,14/11/2018,66230.88
PUBLIC TRANSPORT,MAINTENANCE,BUS SHELTER REPAIRS,B000019852/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,15/11/2018,264.53
LICENSING,DRIVERS,DVLA CHECKS,B000019852/59795,G B GROUP PLC,15/11/2018,300.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEAM CLEANER REPAIRS,B000019853/30368,SCL,15/11/2018,300.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,MATERIALS,B000019853/1164,DENNIS EAGLE LIMITED,15/11/2018,351.65
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,WREATHS REMEMBRANCE SUNDAY,B000019852/59312,THE ROYAL BRITISH LEGION,15/11/2018,357.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TACHO REPAIR,B000019853/2521,LANCASHIRE LEYLAND DAF LTD,15/11/2018,372.34
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BALL JOINT,B000019853/7688,AEBI SCHMIDT UK LTD,15/11/2018,446.60
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FAN MOTOR,B000019853/7688,AEBI SCHMIDT UK LTD,15/11/2018,640.73
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTER KIT,B000019853/7688,AEBI SCHMIDT UK LTD,15/11/2018,803.36
LIBRARY ST DEPOT,WATER CHARGES,MAY TO AUG 18,B000019853/8325,WATER PLUS LTD,15/11/2018,1018.92
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,WEST ACC CYCLE WAY,B000019852/52330,JOHN WADE GROUNDWORKS LTD,15/11/2018,1100.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WATER PUMP REPAIR,B000019853/7688,AEBI SCHMIDT UK LTD,15/11/2018,1173.77
HUMAN RESOURCES,TRAINING EXPENSES,ILM,B000019852/61032,PULSE (NW) LTD,15/11/2018,1250.00
HUMAN RESOURCES,TRAINING EXPENSES,HGV TAINING COURSE,B000019853/61006,LLOYD MORGAN GROUP LTD,15/11/2018,2440.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019853/29877,ROSSENDALE VULCANISING (SALES LTD),15/11/2018,2576.00
LOCAL TAXATION,LEGAL FEES,COMMISSION,B000019855/27972,ROSSENDALES,16/11/2018,608.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING 1 - 31.10.18,B000019854/29112,HYNDBURN LEISURE,16/11/2018,860.54
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019855/46341,MORGAN HUNT UK LTD,16/11/2018,942.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019855/33923,EDEN BROWN LTD,16/11/2018,989.63
PUBLIC TRANSPORT,MAINTENANCE,REMOVE BUS SHELTER,B000019856/26968,LIGHTING AND BUILDING SERVICES LTD,19/11/2018,325.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 6.11.18 ,B000019859/7871,STANLEY BROS TIPPERS LTD,19/11/2018,390.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF   WK 28.10.8 ,B000019859/19414,HEADS RECRUITMENT LIMITED,19/11/2018,396.78
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF 11.11.18 ,B000019859/19414,HEADS RECRUITMENT LIMITED,19/11/2018,455.13
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  29.10.18 - 4.11.18,B000019859/58023,BUCKINGHAM FUTURES LTD,19/11/2018,520.00
MEMBER SERVICES,BASIC PAY,VACANCY AD,B000019858/58633,JGP RESOURCING LTD,19/11/2018,599.00
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER AND SEWERAGE WHITE ASH ,B000019859/8325,WATER PLUS LTD,19/11/2018,631.16
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019856/46341,MORGAN HUNT UK LTD,19/11/2018,948.26
REGISTRATION OF ELECTORS,NEW EQUIPMENT,ARCSERVE UDP BACKUP LICENCE,B000019857/36434,BYTES SOFTWARE SERVICES LTD,19/11/2018,1117.54
PARKS & OPEN SPACES,SECURITY SYSTEM MAINTENANCE,KEY HOLDING ANNUAL CHARGE FOR BULLOUGH PARK AND GATTY PARK FROM 23.12.18,B000019859/44845,KEYPLUS SECURITY LTD,19/11/2018,1680.00
REGISTRATION OF ELECTORS,NEW EQUIPMENT,Dell R330 server from Deane Computers,B000019857/57717,DEANE COMPUTER SOLUTIONS LIMITED,19/11/2018,1726.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  5.11.18 TO 11.11.18 ,B000019859/55740,RAPID RECRUITMENT LTD,19/11/2018,2759.52
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,ARCHITECTURAL SERVICES FOR RHYDDINGS PARK COACH HOUSE- MONTH 5,B000019859/48678,SUNDERLAND PEACOCK & ASSOCIATES LTD,19/11/2018,3626.25
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,"TONNAGE FOR OCTOBER 2018 PLASTICS/CANS/GLASS, WEIGHT 299.900KGS",B000019859/33025,RISHTON WASTE PAPER LTD,19/11/2018,10496.50
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DWP LA DATA SHARING,B000019856/783,CAPITA BUSINESS SERVICES LTD,19/11/2018,10767.14
HUNCOAT HOUSING ZONE,RENT AND HIRE OF PREMISES,GALAXY SUITE 23.10.18,B000019863/59116,GLOBE ENTERPRISES LTD,21/11/2018,250.70
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019863/55150,VENN GROUP LIMITED,21/11/2018,276.90
HOUSING ADVICE,TEMPORARY ACCOMMODATION,14.06.18 - 19.06.18 ,B000019863/28199,HILL VIEW (PRIVATE) HOTEL,21/11/2018,360.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS LOCAL GOV RLS 74,B000019863/50652,THOMSON REUTERS,21/11/2018,368.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,PROVIDE A FLAGGED BASE FOR A MEMORIAL BENCH,B000019862/52330,JOHN WADE GROUNDWORKS LTD,21/11/2018,395.00
REGISTRATION OF ELECTORS,CANVASS,RETURN POSTAGE CANVAS 18,B000019863/51517,ROYAL MAIL GROUP LTD,21/11/2018,518.70
ACCOUNTANCY,GENERAL SUBSCRIPTIONS,MERDIUM TEAM RET RESOURCE 17/18,B000019863/54735,LG FUTURES,21/11/2018,580.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019863/55150,VENN GROUP LIMITED,21/11/2018,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019863/55150,VENN GROUP LIMITED,21/11/2018,962.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019863/33923,EDEN BROWN LTD,21/11/2018,1010.10
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,PITCHES 12 AND 14,B000019863/30178,B3P SERVICES LTD,21/11/2018,1277.20
Corporate Property Bus Unit,AGENCY STAFF,STAFF,B000019863/58852,OYSTER PARTNERSHIP,21/11/2018,1440.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF,B000019863/58852,OYSTER PARTNERSHIP,21/11/2018,1440.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,20 TONNE TOP DRESSING ,B000019862/2707,M C & M A STEWART (HAULAGE) LTD,21/11/2018,1835.47
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCH FEES,B000019863/45458,GLOSSOP CARAVANS LTD,21/11/2018,1920.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WOODNOOK/ BATH STREET - REMOVE CROWNS OF 4 TREES,B000019862/22189,ROY CATTERMOLE (TREE SURGEON),21/11/2018,2100.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,20.09.18 - 10.10.18 ,B000019863/28199,HILL VIEW (PRIVATE) HOTEL,21/11/2018,2800.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WINDOW PITCH 9,B000019863/30178,B3P SERVICES LTD,21/11/2018,3350.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019863/25868,HYNDBURN PLUMBING & HEATING SERVICES,21/11/2018,3950.00
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,50 % OFF AGREED LUMP SUM,B000019863/59167,ARCADIS CONSULTING (UK) LTD,21/11/2018,7250.00
ROUNDABOUT IMPROVEMENTS GT HWD,CONTRACTOR OTHER,QUEEN ST ROUNDABOUT,B000019863/52330,JOHN WADE GROUNDWORKS LTD,21/11/2018,13883.32
HUNCOAT HOUSING ZONE,FEES-ANALYSTS & CONSULTANTS,75% STAGE 1 FEE HUNCOAT GARDEN,B000019863/59167,ARCADIS CONSULTING (UK) LTD,21/11/2018,26166.44
LICENSING,OFFICE CONSUMABLES,TONER FOR LICENSING,B000019869/52996,DOCUMENT XL LIMITED,26/11/2018,250.96
ACCOUNTANCY,TRAINING EXPENSES,IFRS0 WORKSHOP - 25.10.18,B000019866/60208,LINK ASSET SERVICES,26/11/2018,300.00
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS 19  ,B000019870/39694,ROYAL TOWN PLANNING INSTITUTE,26/11/2018,309.00
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS 19 ,B000019870/8757,THE ROYAL TOWN PLANNING INSTITUTE,26/11/2018,309.00
WHEELED BINS,EQUIPMENT,CLEANER,B000019866/7750,SHORROCK TRICHEM,26/11/2018,350.00
HAWORTH ART GALLERY,EQUIPMNT REPAIR & MAINT,ENVIRONMENTAL MONITORING,B000019866/20441,MEACO MEASUREMENTS,26/11/2018,380.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 15.11.18 ,B000019867/7871,STANLEY BROS TIPPERS LTD,26/11/2018,390.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,VINTAGE PHOTOGRAPHY  WW1  FOR AMAZING ACCRINGTON PHOTO SHOOT,B000019867/60932,HISTORY NEEDS YOU,26/11/2018,400.00
ACC TOWN CENTRE,CIVIC SUNDAY EXPENSES,HIRE OF EQUIPMENT FOR REMEMBRANCE SUNDAY 2018,B000019867/61241,B H AUDIO,26/11/2018,400.00
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  4.11.18 ,B000019867/19414,HEADS RECRUITMENT LIMITED,26/11/2018,455.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WK  4.11.18 ,B000019867/19414,HEADS RECRUITMENT LIMITED,26/11/2018,455.13
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 11.11.18 ,B000019867/19414,HEADS RECRUITMENT LIMITED,26/11/2018,455.13
MEMBER SERVICES,BASIC PAY,VACANCY ADVERT,B000019866/59044,ASSOCIATION OF DEMOCRATIC SERVICES OFFICERS,26/11/2018,480.00
ACCRINGTON MARKET,WATER CHARGES,16.10.18 - 15.11.18,B000019866/8325,WATER PLUS LTD,26/11/2018,647.64
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 18.11.18,B000019866/46341,MORGAN HUNT UK LTD,26/11/2018,668.51
ACCRINGTON MARKET,GENERAL CONTRIBUTIONS,SERVICE CHARGE 25.12.18-24.4.19,B000019866/48913,THREADNEEDLE UK PROPERTY TRUST,26/11/2018,683.90
REGISTRATION OF ELECTORS,CANVASS,2ND REMINDERS FOR CANVASS,B000019866/44031,PRINT IMAGE NETWORK LTD,26/11/2018,903.74
