Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
CORPORATE PROPERTY,ASSET MAINT R&M,MANAGEMENT SURVEY 4 BROADWAY,B000020726/59301,CONSULTANTS & SPEC SURVEYORS LTD,25/02/20,350.00
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,KEYS CABINET  DEHUMID,B000020701/55389,TRADE UK,11/02/20,354.96
LAND CHARGES,LAND CHARGES,LOCAL LAND CHARGE SEARCHES,B000020698/2496,LANCASHIRE COUNTY COUNCIL,07/02/20,363.00
HUMAN RESOURCES,DRUGS & ALCOHOL,COLLECTION CHARGE,B000020729/57686,D TEC INTERNATIONAL,26/02/20,370.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,GRAFTON AVENUE WORKS,B000020728/38733,MARCHBRIDGE BUILDERS LTD,26/02/20,379.85
HAWORTH ART GALLERY,ADVERTISING GENERAL,WEDDING ADVERTISING,B000020711/54892,MARKETING LANCASHIRE LTD,17/02/20,382.50
ACCRINGTON CREMATORIUM,SUBSIDISED PROFESSIONAL SUBS,ANNUAL TEAMVIEWER SUBSCRIPTION 15.11.19 TO 14.11.20,B000020713/61225,TEAM VIEWER GMBH,17/02/20,382.80
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 31.1.20,B000020714/7871,STANLEY BROS TIPPERS LTD,17/02/20,390.00
OFF STREET PARKING,SEWERAGE,GAME STREET CAR PARK WATER,B000020730/8325,WATER PLUS LTD,26/02/20,392.50
MARKETS - OPERATIONS,GENERAL REPAIR & MAINT BLDGS,REGLAZE WINDOWS IN MARKET,B000020711/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,17/02/20,397.86
LICENSING,MISC EXPENSES OTHER,VEHICLE CHECKS,B000020693/59412,EXPERIAN,05/02/20,400.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,INFO@WORK SUPPORT,B000020725/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,25/02/20,400.00
HEALTH FOOD & SAFETY,PRINTING,INSPECTION PADS,B000020704/1344,ELLISON PRINTING,11/02/20,404.00
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,"WORKS AT BATH ST, ACC",B000020728/38733,MARCHBRIDGE BUILDERS LTD,26/02/20,419.40
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,10 X FLOW BALL VALVE,B000020700/7228,PIRTEK PRESTON 2004 LTD,10/02/20,419.50
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,STOCK ITEMS,B000020700/7688,AEBI SCHMIDT UK LTD,10/02/20,420.89
PARKS & OPEN SPACES,ASSET MAINT R&M,KING GEORGE V - PPM WATER SYSTEMS,B000020726/57133,INTERSERVE FS (UK) LTD,25/02/20,430.77
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER CHARGES KING GEORGES PAVILLION 24.04.19 TO 4.8.19  139.00M3 792.00-931.00,B000020704/8325,WATER PLUS LTD,11/02/20,433.59
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,HB INFO SUBS,B000020693/46443,HBINFO LTD,05/02/20,450.00
CHURCH ST PLAY AREA,CONTRACTOR OTHER,PLAY EQUIPMENT,B000020706/62193,THERMOPLASTIC DESIGNS AND LINES,12/02/20,450.00
HUMAN RESOURCES,TRAINING EXPENSES,PESTICIDE TRAINING,B000020730/41978,MYERSCOUGH COLLEGE,26/02/20,460.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  3.2.20 - 9.2.20,B000020734/58023,BUCKINGHAM FUTURES LTD,27/02/20,462.00
HYNDBURN CEMETERIES,NEW EQUIPMENT,COVER FOR HYDRAULIC SHORING INC LOCKS AND CHAINS,B000020704/27901,TELESHORE (UK) LTD,11/02/20,475.00
HAWORTH ART GALLERY,NEW EQUIPMENT,LAPTOP & 3 YR WARRANTY,B000020699/52932,INSIGHT DIRECT (UK) LTD,10/02/20,490.00
LOCAL TAXATION,OFFICE CONSUMABLES,TRAINING,B000020730/62336,M TRAINING AND CONSULTANCY LTD,26/02/20,495.00
PARKS & OPEN SPACES,MATERIALS-DIRECT,BOX OF 100 ECO PLUG MAX,B000020691/55274,SHERRIFF AMENITY,04/02/20,499.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,CONTRIBUTION TO GRANT FOR EVENTS ,B000020704/60670,FRIENDS OF RHYDDINGS PARK,11/02/20,500.00
PEST CONTROL,HIRED VEHICLE,VEHICLE HIRE,B000020714/2062,INTACK SELF DRIVE,17/02/20,506.40
PEST CONTROL,HIRED VEHICLE,VEHICLE RENTAL 3 MONTHS,B000020734/2062,INTACK SELF DRIVE,27/02/20,506.40
PEST CONTROL,HIRED VEHICLE,VEHICLE HIRE 28 DAYS RENTAL  ,B000020734/2062,INTACK SELF DRIVE,27/02/20,506.40
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,ASSESSMENT OF TINKER BROOK,B000020712/2529,LANCASHIRE WILDLIFE TRUST,17/02/20,515.40
MARKETS - OPERATIONS,ADVERTISING GENERAL,ADVERT 13.12.19,B000020693/60625,REACH PUBLISHING SERVICES LTD,05/02/20,520.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  ,B000020692/58023,BUCKINGHAM FUTURES LTD,04/02/20,525.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,NURSERY STOCK,B000020692/45940,BRENTWOOD MOSS NURSERIES,04/02/20,574.00
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WEEKEND VOLUNTARY ACTIVITIES,B000020712/61937,RIBBLE RIVERS TRUST,17/02/20,576.29
CUSTOMER SERVICES,AGENCY STAFF,STAFF  W/E 02.02.20,B000020701/46341,MORGAN HUNT UK LTD,11/02/20,576.90
HAWORTH ART GALLERY,ADVERTISING GENERAL,LANCASHIRE WEDDING CAMPAIGN,B000020737/54892,MARKETING LANCASHIRE LTD,29/02/20,585.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VEHICLE SERVICE,B000020709/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,13/02/20,590.05
RECYCLING COLLECTION,LEAFLETS,"12,000 A5 RESIDENTS GUIDE ",B000020706/1344,ELLISON PRINTING,12/02/20,592.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,DIG OUT TREE PIT IN ACC TOWN CENTRE ,B000020724/54658,WADE GROUP,25/02/20,597.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK 27.1.20 - 2.2.20 ,B000020704/58023,BUCKINGHAM FUTURES LTD,11/02/20,598.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COPPER WASHER,B000020700/7688,AEBI SCHMIDT UK LTD,10/02/20,619.11
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 20.01.20,B000020698/58852,OYSTER PARTNERSHIP,07/02/20,621.00
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER WHITE ASH PLAYING FIELDS ,B000020714/8325,WATER PLUS LTD,17/02/20,625.84
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT FEE,B000020719/62320,RENT SMART LTD UK,19/02/20,640.00
HUMAN RESOURCES,TRAINING EXPENSES,TRAINING,B000020710/47283,INSTITUTE OF LICENSING,14/02/20,641.75
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 24.1.20,B000020715/59823,HAYS,17/02/20,642.17
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000020692/58023,BUCKINGHAM FUTURES LTD,04/02/20,652.17
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 3.2.20,B000020715/59823,HAYS,17/02/20,661.73
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,WEEKEND VOLUNTARY ACTIVITIES,B000020712/9249,PROSPECTS FOUNDATION,17/02/20,665.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WE 26.01.2020,B000020692/58023,BUCKINGHAM FUTURES LTD,04/02/20,672.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SERVICE VEHICLES,B000020694/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,05/02/20,675.55
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,INFO@WORK SUPPORT,B000020725/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,25/02/20,677.72
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  03.02.20 TO 09.02.20,B000020734/55740,RAPID RECRUITMENT LTD,27/02/20,728.61
STREET CLEANSING,CONTAINER REPAIRS & SPARES,REPAIRS TO 22YD HLS SKIP BODYS ,B000020706/1453,FAIRPORT CONTAINERS LTD,12/02/20,734.68
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,VRANGER PROFESSIONAL BACKUP,B000020699/42067,XICON LIMITED,10/02/20,738.40
REGISTRATION OF ELECTORS,TRAINING EXPENSES,AEA ANNUAL CONFERENCE,B000020710/350,ASSOC OF ELECTORAL ADMINISTRATORS,14/02/20,740.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  WE 19.01.2020,B000020692/19414,HEADS RECRUITMENT LIMITED,04/02/20,747.82
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 26.1.20 ,B000020714/19414,HEADS RECRUITMENT LIMITED,17/02/20,747.82
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 02.02.20,B000020714/19414,HEADS RECRUITMENT LIMITED,17/02/20,747.82
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 9.2.20 ,B000020734/19414,HEADS RECRUITMENT LIMITED,27/02/20,747.82
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,WHITE ASH BROOK COLLAPSED BRIDGE,B000020735/28458,MARCHBRIDGE BUILDERS LTD,28/02/20,748.34
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 17.1.20,B000020715/59823,HAYS,17/02/20,752.63
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE ,B000020704/7871,STANLEY BROS TIPPERS LTD,11/02/20,780.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT & DEPOSIT,B000020737/26944,EAFIELD & MAPLE,29/02/20,790.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 10.2.20 TO 16.2.20 ,B000020734/55740,RAPID RECRUITMENT LTD,27/02/20,790.63
MOT GENERAL,TRAINING EXPENSES,TEMP STAFF 23.02.20,B000020733/61466,AUTOTECH RECRUIT,27/02/20,800.00
MILNSHAW PARK PLAY AREA,MISCELLANEOUS,CONSULTANCY AGREEMENT ,B000020691/52714,THE INTELLIGENT DESIGN CENTRE LTD,04/02/20,840.70
DOG WARDEN,KENNELING - DAYTIME,KENNELLING FEES JANUARY 2019,B000020714/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,17/02/20,844.16
PENDLE ST PH1,CONTRACTOR OTHER,BAT INSPECTION,B000020728/59236,BOWLAND ECOLOGY,26/02/20,850.00
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,SECURITY GATES HEYS ALLOTS,B000020735/20,A BYRNE FENCING,28/02/20,900.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING (BROADWAY) 01-31 JAN 2020,B000020705/29112,HYNDBURN LEISURE,12/02/20,936.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 9.2.20,B000020716/46341,MORGAN HUNT UK LTD,17/02/20,948.68
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 16.2.20,B000020730/46341,MORGAN HUNT UK LTD,26/02/20,948.68
HUMAN RESOURCES,FIRST AID COURSES,FIRST AID AT WORK TRAINING,B000020722/62329,EYFS RESOURCES LTD,21/02/20,950.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 9.2.20,B000020716/46341,MORGAN HUNT UK LTD,17/02/20,957.40
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/C 16.2.20,B000020730/46341,MORGAN HUNT UK LTD,26/02/20,957.40
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 02.02.20,B000020701/46341,MORGAN HUNT UK LTD,11/02/20,970.51
MOT GENERAL,AGENCY STAFF,STAFF W/E 02.02.20,B000020694/61466,AUTOTECH RECRUIT,05/02/20,975.00
MOT GENERAL,AGENCY STAFF,STAFF W/E 09.02.20,B000020709/61466,AUTOTECH RECRUIT,13/02/20,975.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020727/61466,AUTOTECH RECRUIT,25/02/20,975.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  20.01.20 - 26.01.20,B000020704/55740,RAPID RECRUITMENT LTD,11/02/20,978.14
PARKS & OPEN SPACES,FOOTPATH REPAIRS,TO CARRY OUT FOOTPATH REPAIRS ,B000020724/38733,MARCHBRIDGE BUILDERS LTD,25/02/20,990.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 16.2.20,B000020730/33923,EDEN BROWN LIMITED,26/02/20,996.45
RECYCLING COLLECTION,PAPER CARDBOARD - SALE OF MATS,MIXED TONNAGE FROM HYNDBURN DURING JANUARY 20 TOTAL WEIGHT 33.380KGS,B000020734/33025,RISHTON WASTE PAPER LTD,27/02/20,1001.40
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 30.01.20,B000020701/33923,EDEN BROWN LIMITED,11/02/20,1003.28
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 11.2.20,B000020716/33923,EDEN BROWN LIMITED,17/02/20,1010.10
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 09.02.20,B000020711/61657,G2 RECRUITMENT SOLUTIONS,17/02/20,1033.92
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,LIFT REPAIRS,B000020709/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,13/02/20,1042.00
WILLOWS LANE DEPOT,ASSET MAINT R&M,INSTALL 1 X NEW CALLOMAX WATER HEATER - WILLOWS LANE,B000020726/59248,LANCASHIRE GAS SERVICES,25/02/20,1192.65
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 17/02/20,B000020730/58852,OYSTER PARTNERSHIP,26/02/20,1195.92
PARKS & OPEN SPACES,WATER CHARGES,WASTE WATER CHARGED WHITE ASH ,B000020714/8325,WATER PLUS LTD,17/02/20,1197.88
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 27.10.20,B000020698/58852,OYSTER PARTNERSHIP,07/02/20,1217.52
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL OCT 19 - FEB 20,B000020727/8325,WATER PLUS LTD,25/02/20,1272.11
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,INFO@WORK EMBEDDED VIEWER,B000020725/35967,NORTHGATE PUBLIC SERVICES (UK) LTD,25/02/20,1300.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,MOTORCYCLE STORAGE UNIT ,B000020704/62303,CONSULTANTSEA LIMITED,11/02/20,1310.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF  W/C 10/02/20,B000020730/58852,OYSTER PARTNERSHIP,26/02/20,1352.88
WILLOWS LANE DEPOT,WATER CHARGES,WASTE WATER TOWNS YARD ,B000020714/8325,WATER PLUS LTD,17/02/20,1361.18
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 26.01.20 - 02.02.20,B000020701/61657,G2 RECRUITMENT SOLUTIONS,11/02/20,1378.80
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,STOCK ITEMS FOR SWEEPERS,B000020694/7688,AEBI SCHMIDT UK LTD,05/02/20,1411.64
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 03.02.20,B000020710/58852,OYSTER PARTNERSHIP,14/02/20,1420.92
HUMAN RESOURCES,OTHER FEES,PROFESSIONAL FEES,B000020693/26004,FORBES SOLICITORS,05/02/20,1437.50
GYPSY SITE,ELECTRICITY,GYPSY SITE JAN 20,B000020711/25200,E.ON UK PLC,17/02/20,1483.77
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,FINANCIAL INTELLIGENCE TOOLKIT,B000020735/61517,LG FUTURES,28/02/20,1595.00
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,RECHARGE IN RESPECT OF CLAYTON CIVIC HALL,B000020701/29112,HYNDBURN LEISURE,11/02/20,1600.00
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - JAN 20,B000020716/25200,E.ON UK PLC,17/02/20,1639.69
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/C 09.02.20  16.02.20,B000020728/61657,G2 RECRUITMENT SOLUTIONS,26/02/20,1764.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU JAN 20,B000020718/25200,E.ON UK PLC,18/02/20,1777.98
ACCOUNTANCY,TRAINING EXPENSES,4 DAYS VAT TRAINING,B000020695/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,06/02/20,1788.00
REFEREND16/17 PARLIMENTAR17/18,HIRE OF POLLING STATIONS,HIRE OF GENERATORS FOR PARL 19,B000020735/27030,LIGHTING AND BUILDING SERVICES LTD,28/02/20,1800.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ACCRINGTON XMAS LIGHT SWITCH ON 28.11.2019,B000020692/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,04/02/20,1810.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 09.02.20,B000020711/61657,G2 RECRUITMENT SOLUTIONS,17/02/20,1925.04
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF P/C 16.02.20,B000020728/61657,G2 RECRUITMENT SOLUTIONS,26/02/20,1997.84
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020729/45450,MERCERS BUILDERS LTD,26/02/20,2000.00
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE WATER OCT 19 - FEB 20,B000020711/8325,WATER PLUS LTD,17/02/20,2011.13
STREET CLEANSING,MECH SWEEPER BRUSHES, WIRE BRUSHES FOR SCHMIDT COMPACT,B000020706/50410,PROBRUSH,12/02/20,2013.14
HYNDBURN CEMETERIES,NEW SEATS,MEMORIAL TREES FOR CEMETERIES,B000020704/12998,J A JONES AND SONS,11/02/20,2023.00
LICENSING,EQUIPMENT-RESALE,TAXI ITEMS ,B000020719/60103,NEWAUTO LTD,19/02/20,2131.90
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW CENTRAL HEATING SYSTEM,B000020722/50717,HIGH EFFICIENCY LTD,21/02/20,2295.00
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,TEMP STAFF JAN 2020,B000020693/61898,AURORA ACCOUNTING SERVICES,05/02/20,2345.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,M270 FIREWALL and 3 YEARS SUPPORT,B000020699/29231,SEC-1 LIMITED,10/02/20,2505.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SERVICE PARTS - SWEEPERS,B000020700/7688,AEBI SCHMIDT UK LTD,10/02/20,2570.44
HEALTH FOOD & SAFETY,BARRISTERS FEES,BARISTER FEES 28-5-19 / 11-6-19/14-1-20,B000020714/62312,MR JOSEPH HART,17/02/20,2750.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020729/50640,PRISM MEDICAL UK,26/02/20,2792.89
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020699/50640,PRISM MEDICAL UK,10/02/20,2861.49
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - JAN 20,B000020716/25200,E.ON UK PLC,17/02/20,3099.48
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020729/59806,GREENWOOD PLUMBERS,26/02/20,3305.00
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,"TREE SURGEON , CHIPPER , STUMP GRIND AND DIGGER HIRE HYNDBURN SPORTS CENTRE",B000020704/57700,MASTER GROUND SERVICES,11/02/20,3570.00
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - JAN 20,B000020716/25200,E.ON UK PLC,17/02/20,3794.22
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,"RACKMOUNT, RAIL & SUPPORT",B000020699/1106,B T BUSINESS DIRECT,10/02/20,3910.25
LICENSING,OFFICE CONSUMABLES,GOODS FOR TAXI LICENSING,B000020705/21487,VIP-SYSTEM LTD,12/02/20,3974.82
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020691/59171,COLLETT TRANSPORT SERVICES,04/02/20,4170.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020691/59171,COLLETT TRANSPORT SERVICES,04/02/20,4170.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020728/34573,MR R WILCOCK,26/02/20,4285.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020706/59171,COLLETT TRANSPORT SERVICES,12/02/20,4370.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020706/59171,COLLETT TRANSPORT SERVICES,12/02/20,4370.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020706/59171,COLLETT TRANSPORT SERVICES,12/02/20,4370.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020706/59171,COLLETT TRANSPORT SERVICES,12/02/20,4370.00
ARSON REFUSE VEHICLES,HIRED VEHICLE,VEHICLE HIRE,B000020706/59171,COLLETT TRANSPORT SERVICES,12/02/20,4370.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,NEW CENTRAL HEATING SYSTEM,B000020698/50717,HIGH EFFICIENCY LTD,07/02/20,4475.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020729/59806,GREENWOOD PLUMBERS,26/02/20,4490.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020700/29877,ROSSENDALE VULCANISING (SALES LTD),10/02/20,4820.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020699/61963,SMART BUILDING SOLUTIONS BLACKBURN LTD,10/02/20,5002.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020722/30178,B3P SERVICES LTD,21/02/20,5181.32
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020728/34573,MR R WILCOCK,26/02/20,5270.00
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING AS PER CONTRACT - FINAL INVOICE FOR VERGES,B000020704/57700,MASTER GROUND SERVICES,11/02/20,5493.50
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - JAN 20,B000020716/25200,E.ON UK PLC,17/02/20,5558.19
REFUSE COLLECTION,RENTAL & MAINT SOFTWARE MISC,TEXT MESSAGE SERVICE,B000020711/55187,TxtLOCAL LTD,17/02/20,5800.00
REGISTRATION OF ELECTORS,BASIC PAY,2 X STAFF Q3 PAYMENT,B000020695/45531,BOROUGH OF PENDLE,06/02/20,5852.77
GLOBE JOINT VENTURE,LEGAL FEES,SALE OF SHARES ,B000020701/26004,FORBES SOLICITORS,11/02/20,7000.00
POLICY AND PERFORMANCE REVIEW,DOMESTIC VIOLENCE,DOMESTIC ABUSE CONTRIBUTION 19-20,B000020719/11051,LANCASHIRE POLICE AUTHORITY,19/02/20,7000.00
