Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
UNDERSPENDS,CIVIC SUNDAY EXPENSES,AGENCY STAFF,B000019736/60568,CUMMINS MELLOR,17/09/2018,407.10
COMPUTER SERVICES,TELEPHONES, SEPT 2018,B000019737/644,BRITISH TELECOMMUNICATIONS PLC,17/09/2018,429.84
LIBRARY ST DEPOT,ELECTRICITY,CVMU  1.8.18 - 31.8.18,B000019738/59343,EDF ENERGY,17/09/2018,432.07
MOORFIELD ENCAPSULATION,WORK DONE DLO-HIGHWAYS,WORKS AT MOORFIELD IND EST,B000019736/59657,ENVIRONMENT AGENCY,17/09/2018,446.50
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,HLF C4 COSTUMES FOR HOD VICTORIA/THI,B000019736/60932,HYSTORY NEEDS YOU,17/09/2018,455.08
UNDERSPENDS,GENERAL REPAIR & MAINT BLDGS,WORKS AT MILL LANE BRIDGE OSW ,B000019737/38733,MARCHBRIDGE BUILDERS LTD,17/09/2018,470.31
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019737/55150,VENN GROUP LIMITED,17/09/2018,741.52
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,WOODNOOK SECURITY,B000019737/48843,CLEARWAY ENV SERVICES (UK) LTD,17/09/2018,896.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF ,B000019737/46341,MORGAN HUNT UK LTD,17/09/2018,942.02
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,AGENCY FEES,B000019736/46341,MORGAN HUNT UK LTD,17/09/2018,979.98
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,IDENTIFY WATERLEAKS & EXCAVATE & INSTALL NEW PIPEWORK,B000019737/54512,CLEAR A DRAIN LTD,17/09/2018,1068.90
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,WORKS AT OAKHILL PARK,B000019736/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,17/09/2018,1140.00
ACC TOWN HALL,ELECTRICITY,ATH AUG 18,B000019738/59343,EDF ENERGY,17/09/2018,1262.50
GYPSY SITE,RENT AND HIRE OF PREMISES,RENT OF PITCHES,B000019738/45458,GLOSSOP CARAVANS LTD,17/09/2018,1920.00
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE 1.8.18 - 31.8.18,B000019738/59343,EDF ENERGY,17/09/2018,2027.96
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,WATCHGUARD RENEWAL 1 YR,B000019738/29231,SEC-1 LIMITED,17/09/2018,2144.24
LEISURE IN HYNDBURN,ELECTRICITY,1.8.18 - 31.8.18  MERCER HALL,B000019738/59343,EDF ENERGY,17/09/2018,3343.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019736/25868,HYNDBURN PLUMBING & HEATING SERVICES,17/09/2018,4105.00
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE AUG 18,B000019738/59343,EDF ENERGY,17/09/2018,4627.85
UNDERSPENDS,TRAINING EXPENSES,SUBS 09/18 - 09/19,B000019736/60910,LEARNING POOL LTD,17/09/2018,6500.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPP & MAINT 1/10/18-30/09/19,B000019737/819,ADVANCED BUSINESS SOLUTIONS,17/09/2018,36672.89
T DOBSON,GENERAL DEBIT SUSPENSE,"9.7"" Cell + Wifi 128Gb Space Grey",B000019741/1106,B T BUSINESS DIRECT,18/09/2018,522.46
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019741/7874,STANNAH LIFT SERVICES LIMITED,18/09/2018,724.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019741/7874,STANNAH LIFT SERVICES LIMITED,18/09/2018,1126.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019741/34573,MR R WILCOCK,18/09/2018,2538.00
OFF STREET PARKING,GENERAL REPAIR & MAINT BLDGS,CAR PARK MAINTENANCE ,B000019741/38733,MARCHBRIDGE BUILDERS LTD,18/09/2018,6911.00
GYPSY SITE,SEWERAGE,CLEAR BLOCKAGES,B000019742/1248,DUNCAN CAMPBELL,19/09/2018,300.00
VEHICLE MAINT SUPERVISION,MATERIALS-STOCK ISSUES,BUMPER COVERS / WINGS,B000019744/1164,DENNIS EAGLE LIMITED,19/09/2018,435.66
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC - AUG 18,B000019743/29112,HYNDBURN LEISURE,19/09/2018,1600.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019744/29877,ROSSENDALE VULCANISING (SALES LTD),19/09/2018,2114.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,REDUCED SWIM JULY/AUG 18,B000019743/29112,HYNDBURN LEISURE,19/09/2018,3768.00
BUILDING CONTROL B.U.,AGENCY STAFF,TEMP STAFF - JULY 18,B000019743/55748,URBAN VISION PARTNERSHIP LTD,19/09/2018,4591.05
BUILDING CONTROL B.U.,AGENCY STAFF,TEMP STAFF,B000019743/55748,URBAN VISION PARTNERSHIP LTD,19/09/2018,4933.21
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF - FINDER FEE,B000019743/59823,HAYS,19/09/2018,7200.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,FIXINGS FOR 1 PLAYGROUND GATE,B000019747/40903,MEDWAY GALVANISING CO LTD,20/09/2018,284.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,30 m2 OF GRASS MATS FOR PLAYGROUND REPAIRS,B000019747/60721,GROUNDWORK & LEISURE SERVICES LTD,20/09/2018,360.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,FIT NOTICE BOARD (SUPPLIED) INCLUDING REMOVAL,B000019747/54658,WADE GROUP,20/09/2018,466.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  WK 10.09.18 TO 16.09.18  ,B000019748/55740,RAPID RECRUITMENT LTD,20/09/2018,2429.34
STREET CLEANSING,PURPLE BAGS,LAVENDER STREET CLEANSING SACKS ,B000019748/19799,DURASAK,20/09/2018,3152.30
REFUSE COLLECTION,ORANGE BIN BAGS,30 m2 OF GRASS MATS FOR PLAYGROUND REPAIRS,B000019747/19799,DURASAK,20/09/2018,3181.36
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL FUEL ,B000019748/7979,T SPLITT,20/09/2018,19754.30
CUSTOMER SERVICES,TRAINING EXPENSES,TRAINING,B000019750/46443,HBINFO LTD,24/09/2018,260.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,AIR CON SERVICING IT SERV,B000019749/56939,AFFORDABLE BAR & CATERING EQUIPMENT DIRECT,24/09/2018,302.50
ACCRINGTON MARKET,ASSET MAINT R&M,MARKETS  BOILER,B000019750/59248,LANCASHIRE GAS SERVICES,24/09/2018,328.57
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,WORKS IN C-L-M,B000019749/1957,HOMEWISE SOCIETY LTD,24/09/2018,411.44
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,RHYDDINGS FIRE EQUIPMENT,B000019749/20408,PENNINE FIRE & SAFETY LIMITED,24/09/2018,441.43
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019749/33923,EDEN BROWN LTD,24/09/2018,450.45
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,NEW METER RHYDDINGS PARK,B000019749/60899,IMSERV EUROPE LTD,24/09/2018,486.98
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,INK CARTRIDGES,B000019749/7231,PITNEY BOWES LTD,24/09/2018,509.85
LEISURE IN HYNDBURN,LIH R&M,ASBESTOS SURVEY MERCER HALL,B000019750/32038,ACM MANAGEMENT SOLUTIONS LTD,24/09/2018,600.00
TOWNSCAPE HERITAGE INITIATIVE,PLAN PRINTING,C4 ACTIVITIES HERITAGE OPEN DAYS PRINTING,B000019750/60970,LAMBERT PRINT & DESIGN LTD,24/09/2018,695.00
CORPORATE PROPERTY,ASSET MAINT R&M,STORE SURVEY,B000019750/60325,HIRST CONSERVATION,24/09/2018,830.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019749/55150,VENN GROUP LIMITED,24/09/2018,908.18
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019749/46341,MORGAN HUNT UK LTD,24/09/2018,942.02
DEVELOPMENT,AGENCY STAFF,AGENCY STAFF,B000019749/59823,HAYS,24/09/2018,1224.71
REGISTRATION OF ELECTORS,CANVASS,RETURN MAIL 18 CANVASS,B000019750/51517,ROYAL MAIL GROUP LTD,24/09/2018,1925.80
BUILDING CONTROL B.U.,AGENCY STAFF,TEMP STAFF AUG 18,B000019750/55748,URBAN VISION PARTNERSHIP LTD,24/09/2018,3662.63
REGISTRATION OF ELECTORS,BASIC PAY,1ST QTR PAYMENT,B000019750/45531,BOROUGH OF PENDLE,24/09/2018,5947.01
INSURANCES,EXCESS PAYMENTS,CLAIM 869676,B000019750/39848,TRAVELERS INSURANCE CO LTD,24/09/2018,6300.41
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019751/7874,STANNAH LIFT SERVICES LIMITED,25/09/2018,1261.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISBALED FACILITIES GRANT,B000019751/25868,HYNDBURN PLUMBING & HEATING SERVICES,25/09/2018,3283.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019751/45450,MERCERS BUILDERS LTD,25/09/2018,3600.00
ACCRINGTON MARKET,MARKETING INITIATIVES,EQPT FOR FIRST AID TRAINING,B000019754/60911,QUALSAFE LTD,26/09/2018,505.00
DEVELOPMENT,AGENCY STAFF,TEMP STAFF W/E 31.8.18,B000019754/59823,HAYS,26/09/2018,1029.62
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,TEMP STAFF W/E 16.9.18,B000019754/46341,MORGAN HUNT UK LTD,26/09/2018,1065.64
HAG EXTERNAL WORKS,CONTRACTOR OTHER,REPLACEMENT GLASS - HAWORTH STABLES,B000019754/7524,ROSS LEE CONSTRUCTION LTD,26/09/2018,1363.00
FACILITIES TEAM,PRIVATE CONTRACTORS WORK,CONSULTANCY - AUG 18,B000019753/60967,JAC FM LIMITED,26/09/2018,1470.00
SUPERANNUATION,SALARIES PAYMY OVER SUSPENSE,SEPT 18,B000019754/59631,NHS BUSINESS SERVICES AUTHORITY,26/09/2018,1519.08
HUMAN RESOURCES,TRAINING EXPENSES,MEDIATION TRAINING,B000019753/60984,UK MEDIATION LTD,26/09/2018,1615.50
GYPSY SITE,RENT AND HIRE OF PREMISES,13.8.18 TO 10.9.18,B000019754/45458,GLOSSOP CARAVANS LTD,26/09/2018,1920.00
LICENSING,UNMET DEMAND SURVEY,TAXI DEMAND SURVEY,B000019754/20448,CTS TRAFFIC AND TRANSPORTATION,26/09/2018,1948.50
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,18/19 EXTRENAL AUDIT 1/4,B000019753/38319,GRANT THORNTON UK LLP,26/09/2018,9033.50
ACC TOWN HALL,ASSET MAINT R&M,REINSTATE NET2 EQUIPMENT,B000019755/23402,AUTO TIME SYSTEMS NORTHERN,27/09/2018,495.00
PARKS & OPEN SPACES,ASSET MAINT R&M,FIT NEW DOOR - OAKHILL,B000019755/54975,ROLLER SHUTTER SERVICES LTD,27/09/2018,1010.00
DEVELOPMENT CONTROL B.U.,EQUIPMNT REPAIR & MAINT,MAINTENANCE FOR RICOH,B000019758/60165,M2 DIGITAL LTD,30/09/2018,260.40
LOCAL TAXATION,LEGAL FEES,COMMISSION,B000019759/49780,ROSSENDALES COLLECT LTD,30/09/2018,293.93
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,BOILER FAULT,B000019761/59248,LANCASHIRE GAS SERVICES,30/09/2018,311.86
PUBLIC TRANSPORT,MAINTENANCE,BUS SHELTER REGLAZE ALICE ST,B000019759/53222,AUTOCROSS EUROSHEL,30/09/2018,450.00
CORPORATE PROPERTY,ASSET MAINT R&M,2 X NEW KEPPADS,B000019761/58448,GATE AUTOMATION SOLUTIONS LTD,30/09/2018,478.38
HAWORTH ART GALLERY,ASSET MAINT R&M,1.9.18 - 31.8.19  STABLES WATER,B000019758/39699,INTERSERVE FS (UK) LTD,30/09/2018,518.97
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019759/40686,ASSIST FACILITIES MANAGEMENT,30/09/2018,550.00
ACCOUNTANCY,FEES-ANALYSTS & CONSULTANTS,BUSINESS OJJECTS CONSULTANCY,B000019761/59305,ADVANCED BUSINESS SOLUTIONS,30/09/2018,575.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,HYD RAM REPAIRS,B000019760/58215,REDGOLD HYDRAULICS LTD,30/09/2018,687.00
GENERAL EXPENSES,CABINET ACTION FUND,REMEMBRANCE SUNDAY BEACON,B000019758/61000,BULLFINCH (GAS EQUIP) LTD,30/09/2018,720.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,CONTROL BOARD FOR LIFT SCAIT,B000019758/59916,CONCEPT ELEVATORS,30/09/2018,962.64
HOUSING BENEFIT ADMINISTRATION,LICENCES- OPERATORS,AGENCY FEES,B000019758/46341,MORGAN HUNT UK LTD,30/09/2018,1067.08
UNDERSPENDS,TRAFFIC MANAGEMENT,TRAFFIC SURVEY,B000019759/2496,LANCASHIRE COUNTY COUNCIL,30/09/2018,1420.60
CORPORATE PROPERTY,ASSET MAINT R&M,ST JAMES OLD SCHOOL STRUC SURVEY,B000019759/60558,BOOTH KING PARTNERSHIP LTD,30/09/2018,1500.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,ACC MARKET PAVING,B000019759/28458,MARCHBRIDGE BUILDERS LTD,30/09/2018,1791.47
AMH ROOF & GUTTER WORKS,CONTRACTOR OTHER,ROOF WORKS,B000019759/37017,PILKINGTON BROS (CHURCH) LTD,30/09/2018,9896.45
P& C G,CENTRAL ADMIN,BROADBAND,P-CARD-SEPT 18,TALK TALK,10/08/2018,305.60
ENVIRONMENTAL SERVICES,CEMETERIES,"SAND, CHIPPINGS, CEMENT",P-CARD-SEPT 18,GREENGATES,20/08/2018,280.10
P& C G,CENTRAL ADMIN,STATUE,P-CARD-SEPT 18,TBNT,28/08/2018,776.30
REGENERATION,STRATEGIC HOUSNG,SALTO PROFILE CYLINDER,P-CARD-SEPT 18,ALL GOOD HOLDINGS,29/08/2018,285.75
ENVIRONMENTAL SERVICES,WASTE SERVICES,WATER PUMP,P-CARD-SEPT 18,ANCHOR PUMPS,10/09/2018,402.50
P& C G,CENTRAL ADMIN,TELEPHONE,P-CARD-SEPT 18,BEST4SYSTEMS,13/09/2018,290.00
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  AUGUST,30830,G4S CASH SOLUTIONS,17/09/2018,318.07
BANK CHARGES,BANK CHARGES,STREAMLINE,30830,NATWEST BANK,19/09/2018,1466.87
BANK CHARGES,BANK CHARGES,STREAMLINE,30830,NATWEST BANK,19/09/2018,1502.95
REFUSE COLLECTION,RENTAL & MAINT SOFTWARE,LICENCE MAINTENANCE,30861,RESCO SPOL,24/09/2018,261.56
RECYCLING COLLECTION,RENTAL & MAINT SOFTWARE,LICENCE MAINTENANCE,30861,RESCO SPOL,24/09/2018,261.56
CUSTOMER CONTACT CENTRE,COMPUTER RENTAL & MAINT,LICENCE MAINTENANCE,30861,RESCO SPOL,24/09/2018,261.57
BANK CHARGES,BANK CHARGES,GROUP QUARTERLY CHARGES,30861,NATWEST BANK,28/09/2018,3638.99

