Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,WILLOWS LANE CLEANING - OCTOBER 2022,B000023590/50873,SERVICEMASTER,10/10/2022,828.69
POLICY AND PERFORMANCE REVIEW,DOMESTIC VIOLENCE,HYNDBURN KNIFE BIN - PROVIDE ATTENDANCE FOR OFF LOADING OF BIN,B000023590/52330,JOHN WADE GROUNDWORKS LTD,10/10/2022,380.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 25.09.22,B000023590/55150,VENN GROUP LIMITED,10/10/2022,1147.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF - W/C 26.09.22,B000023590/58852,OYSTER PARTNERSHIP,10/10/2022,1053.00
VAT ONLY SUSPENSE,MISC EXPENSES OTHER,COMMISSION ON DEBT COLLECTION,B000023590/66036,MARSTON (HOLDINGS) LTD,10/10/2022,708.80
GYPSY SITE,RENT AND HIRE OF PREMISES,RENT,B000023590/67784,CHEVAL SOCIAL MANAGEMENT,10/10/2022,779.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023591/25868,HYNDBURN PLUMBING & HEATING SERVICES,10/10/2022,10513.60
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,TRASH SCREEN,B000023591/28458,MARCHBRIDGE BUILDERS LTD,10/10/2022,462.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,HAG - SUPPLY AND INSTALL NEW CAR GUIDE ,B000023591/64522,R J LIFT SERVICES LTD,10/10/2022,785.00
LIFT IMPROVEMENTS,CONTRACTOR OTHER,TOWN HALL - REPAIRS TO LIFT,B000023591/64522,R J LIFT SERVICES LTD,10/10/2022,1430.00
Asbestos removal various sites,CONTRACTOR OTHER,SUPPLY AND INSTALL NEW LOAD NUT BELT,B000023591/64522,R J LIFT SERVICES LTD,10/10/2022,2340.00
ENVIRONMENTAL HEALTH,FOOD STANDARDS,SUBSCRIPTION,P-CARD - OCT 22,CIEH,10/10/2022,280.00
ACCOUNTANCY,NEW EQUIPMENT,2 HP E23 G4 E SERIES MONITORS,B000023593/52932,INSIGHT DIRECT (UK) LTD,12/10/2022,319.98
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,22.56800 SAMPLE DATA EXTRACT,B000023593/59944,IDOX SOFTWARE LTD,12/10/2022,1900.00
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,DATA EXTRACTION,B000023593/59944,IDOX SOFTWARE LTD,12/10/2022,8550.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,SUPPORT SERVICE 30/07/2022 - 29/07/2023,B000023593/66893,BCN GROUP LTD,12/10/2022,735.00
CUSTOMER SERVICES,COMPUTER RENTAL & MAINT,WORK AT CONTACT CENTRE,B000023593/7968,T I S LTD,12/10/2022,2191.00
MEMBERS EXPENSES,GENERAL CONTRIBUTIONS,2 X A2 MAYORAL CERTIFICATES,B000023594/1344,ELLISON PRINTING,12/10/2022,374.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SERVICE GAS SUPPRESSION SYSTEM,B000023594/17583,PROTEC FIRE DETECTION PLC,12/10/2022,275.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SERVICE HF200 GAS SYSTEM,B000023594/17583,PROTEC FIRE DETECTION PLC,12/10/2022,1197.00
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 26.9.22 ,B000023594/58852,OYSTER PARTNERSHIP,12/10/2022,1443.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF W.E 26.9.22 ,B000023594/58852,OYSTER PARTNERSHIP,12/10/2022,1467.79
HMO,AGENCY STAFF,TEMP STAFF W/E 26.9.22 ,B000023594/58852,OYSTER PARTNERSHIP,12/10/2022,1560.00
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB - 1.9.22 TO 30.9.22,B000023594/59343,EDF ENERGY,12/10/2022,322.69
LIBRARY ST DEPOT,ELECTRICITY,CVMU - 1.9.22 TO 30.9.22,B000023594/59343,EDF ENERGY,12/10/2022,942.27
ACC TOWN HALL,LIH UTILITY COSTS,A.T.H- 1.9.22 TO 30.9.22,B000023594/59343,EDF ENERGY,12/10/2022,1678.07
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - 1.9.22 TO 30.9.22,B000023594/59343,EDF ENERGY,12/10/2022,1841.29
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - 1.9.22 TO 30.9.22,B000023594/59343,EDF ENERGY,12/10/2022,2569.62
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - 1.9.22 TO 30.9.22,B000023594/59343,EDF ENERGY,12/10/2022,3236.97
CORPORATE R & M (HOLDING A/C),Defibrillators,2 X DEFIB CABINET,B000023594/62010,DEFIBSHOP,12/10/2022,970.00
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,AGENCY SERVICE - 1.10.22 TO 31.12.22,B000023595/1957,HOMEWISE SOCIETY LTD,12/10/2022,6233.13
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,COVID CLEANING,B000023597/50873,SERVICEMASTER,13/10/2022,1359.98
MARKETS - OPERATIONS,MARKETING INITIATIVES,SUMMER ACTVITIES 28/10/2022,B000023597/67755,WRIGGLY ROAD SHOW,13/10/2022,290.00
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,35730,G4S,14/10/2022,408.76
PARKS & OPEN SPACES,HIRED VEHICLE,VEHICLE HIRE - 6.7.22 TO 3.8.22,B000023598/2062,INTACK SELF DRIVE,14/10/2022,679.60
RECYCLING COLLECTION,HIRED VEHICLE,VEHICLE HIRE - 31.8.22 TO 28.9.22,B000023598/2062,INTACK SELF DRIVE,14/10/2022,679.60
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,OIL AND ANTI FREEZE,B000023598/59186,SAR LUBRICANTS,14/10/2022,411.95
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,TRAFFIC MANAGEMENT - AUGUST 22,B000023598/64476,KAYS HIGHWAYS LTD,14/10/2022,1865.00
LICENSING,COMPUTER RENTAL & MAINT,CHECK OUT LICENCE & IMPLEMENATION,B000023599/17209,CIVICA UK LIMITED,14/10/2022,5960.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF W/E 26.9.22 ,B000023599/58852,OYSTER PARTNERSHIP,14/10/2022,936.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF W/E 3.10.22 ,B000023599/58852,OYSTER PARTNERSHIP,14/10/2022,936.00
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/E 3.10.22 ,B000023599/58852,OYSTER PARTNERSHIP,14/10/2022,1300.00
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 3.10.22,B000023599/58852,OYSTER PARTNERSHIP,14/10/2022,1443.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF W/E 3.10.22,B000023599/58852,OYSTER PARTNERSHIP,14/10/2022,1467.79
HMO,AGENCY STAFF,TEMP STAFF W/E 3.10.22 ,B000023599/58852,OYSTER PARTNERSHIP,14/10/2022,1802.84
PROPOSED SELEC LICENSING 2017,LEGAL FEES,PROFESSIONAL FEES,B000023599/60525,MR DEAN UNDERWOOD,14/10/2022,10146.66
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 25.9.22,B000023599/61657,G2 RECRUITMENT SOLUTIONS,14/10/2022,810.40
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 9.10.22 ,B000023599/61657,G2 RECRUITMENT SOLUTIONS,14/10/2022,2036.13
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,TEMP STAFF W/E 2.10.22,B000023599/61657,G2 RECRUITMENT SOLUTIONS,14/10/2022,2047.27
LOCAL TAXATION,COMPUTER RENTAL & MAINT,CIVICA PAY ANNUALS,B000023600/17209,CIVICA UK LIMITED,17/10/2022,24980.00
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING TOWN HALL 01 - 31ST AUG 22,B000023600/29112,HYNDBURN LEISURE,17/10/2022,991.19
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 09.10.22 ,B000023600/33923,EDEN BROWN LIMITED,17/10/2022,1010.10
LOCAL TAXATION,AGENCY STAFF,TEMP STAFF WE 09.10.22 ,B000023600/33923,EDEN BROWN LIMITED,17/10/2022,1286.50
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF WE 09.10.22,B000023600/46341,MORGAN HUNT UK LTD,17/10/2022,999.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 02.10.22 ,B000023600/55150,VENN GROUP LIMITED,17/10/2022,1147.00
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF E 09.10.22 ,B000023600/60568,CUMMINS MELLOR,17/10/2022,1287.60
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SALES,B000023600/70,A SANDERS & D WALLACE,17/10/2022,264.32
SCAITCLIFFE HOUSE,WATER CHARGES,WATER SCAITCLIFFE  SEPT 2022,B000023600/8325,WATER PLUS LTD,17/10/2022,251.89
COMPUTER SERVICES,TELEPHONES,01.07.22 - 30.09.22,B000023601/40272,CABLE & WIRELESS,17/10/2022,792.51
ADMINISTRATION EXPENSES,STATIONERY,STATIONERY,B000023602/67355,OT GROUP LIMITED,17/10/2022,336.70
BANK CHARGES,BANK CHARGES,STREAMLINE,35746,WORLDPAY,19/10/2022,2899.17
BANK CHARGES,BANK CHARGES,STREAMLINE,35746,WORLDPAY,19/10/2022,947.50
MEMBER SERVICES,VISUAL TRIBUTES,QUEEN ELIZABETHS DEATH ARTWORK,B000023604/17546,SCOTT DAWSON ADVERTISING LTD,19/10/2022,1510.00
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT AND DEPOSIT,B000023604/61195,H2 HOMES LETTINGS & PROPERTY SERVICES,19/10/2022,525.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF WC 03.10.22 ,B000023604/61657,G2 RECRUITMENT SOLUTIONS,19/10/2022,2025.00
ACCOUNTANCY,GENERAL SUBSCRIPTIONS,TAX CLUB OCT 22 - MAR 23,B000023604/64999,LAVAT CONSULTING LTD,19/10/2022,1396.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023605/50640,PRISM MEDICAL UK,19/10/2022,2713.00
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000023605/62103,THE INTELLIGENT DESIGN CENTRE LTD,19/10/2022,700.00
LIBRARY ST DEPOT,CLEANING,CLEANING,B000023608/50873,SERVICEMASTER,20/10/2022,637.45
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,STEAM CLEAN,B000023608/58642,KEEP EM CLEAN,20/10/2022,262.50
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,STEERING BOX REPAIR,B000023608/63930,CROFT COMMERCIALS TRANSPORT LIMITED,20/10/2022,605.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,MOT AND REPAIRS,B000023608/63930,CROFT COMMERCIALS TRANSPORT LIMITED,20/10/2022,1332.25
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,CLUTCH,B000023608/66006,ALLIANCE AUTOMOTIVE UK LV T/A JPN AUTOPARTS,20/10/2022,368.60
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,CLUTCH,B000023608/66006,ALLIANCE AUTOMOTIVE UK LV T/A JPN AUTOPARTS,20/10/2022,528.45
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL,B000023608/8325,WATER PLUS LTD,20/10/2022,373.96
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,REPAIR BANKSMAN,B000023608/8388,VISION TECHNIQUES LTD,20/10/2022,260.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,FILTERS AND GASKETS,B000023608/8433,WALTON SUMMIT TRUCK CENTRE LTD,20/10/2022,820.48
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,CALIBRATION TESTS,B000023608/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,20/10/2022,351.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023609/43816,LANCASHIRE DOUBLE GLAZING GROUP,21/10/2022,9050.00
HUMAN RESOURCES,MEMBER TRAINING,AUDIT COMMITTEE TRAINING,B000023609/44171,CIPFA BUSINES LIMITED,21/10/2022,295.00
COVID BACKFILL,AGENCY STAFF,TEMP STAFF WC 03.10.22 ,B000023609/58852,OYSTER PARTNERSHIP,21/10/2022,2650.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOMM 05.08.22 - 20.10.22,B000023609/67383,MOLESWORTH HOTEL,21/10/2022,6004.00
HUMAN RESOURCES,TRAINING EXPENSES,ENFORCEMENT UPDATE TRAINING ,B000023609/68027,IVY LEGAL TRAINING DEPARTMENT,21/10/2022,420.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023610/50640,PRISM MEDICAL UK,21/10/2022,3085.68
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 16.10.22 ,B000023612/33923,EDEN BROWN LIMITED,21/10/2022,1010.10
LOCAL TAXATION,AGENCY STAFF,TEMP STAFF W/E 16.10.22,B000023612/33923,EDEN BROWN LIMITED,21/10/2022,1242.48
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 16.10.22,B000023612/46341,MORGAN HUNT UK LTD,21/10/2022,985.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 9.10.22 ,B000023612/55150,VENN GROUP LIMITED,21/10/2022,1147.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/C 10.10.22,B000023612/58852,OYSTER PARTNERSHIP,21/10/2022,463.20
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/C 26.9.22 ,B000023612/58852,OYSTER PARTNERSHIP,21/10/2022,463.20
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/C 3.10.22 ,B000023612/58852,OYSTER PARTNERSHIP,21/10/2022,463.20
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/C 19/9/22 ,B000023612/58852,OYSTER PARTNERSHIP,21/10/2022,623.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/C 26.9.22 ,B000023612/58852,OYSTER PARTNERSHIP,21/10/2022,667.50
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF W/E 16.10.22 ,B000023612/60568,CUMMINS MELLOR,21/10/2022,1021.38
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 31.7.22 ,B000023612/66417,CARRINGTON WEST LIMITED,21/10/2022,261.38
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 17.7.22 ,B000023612/66417,CARRINGTON WEST LIMITED,21/10/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 24.7.22 ,B000023612/66417,CARRINGTON WEST LIMITED,21/10/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/E 10.7.22 ,B000023612/66417,CARRINGTON WEST LIMITED,21/10/2022,1306.88
HAG RESTORATION & LIGHTING,CONTRACTOR OTHER,LIGHTING DESIGN FEE,B000023612/68015,LUMENATA,21/10/2022,490.00
ENVIRONMENTAL PROTECTION TEAM,GENERAL SUBSCRIPTIONS,RIAMS PREMIUM SUBSCRIPTION,B000023613/55865,R H ENVIRONMENTAL LIMITED,21/10/2022,3500.00
DEV CONTROL,DEV CONTROL SYSTEM,PROJECT MANAGEMENT  CONSULTANCY + IMPLEMENTATION - SEPT 2022,B000023613/65823,NEC SOFTWARE SOLUTIONS UK LTD,21/10/2022,1400.00
