Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
SCAITCLIFFE HOUSE,ASSET MAINT R&M,ANNUAL SERVICE -SCAITCLIFFE,B000023760/67024,AIRCO,04/01/2023,2857.00
CUSTOMER INFO & COMMUNICATION,GENERAL SUBSCRIPTIONS,GOV DELIVERY RENEWAL- 12.1.23-11.1.24,B000023760/67137,GRANICUS,04/01/2023,8807.40
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 13.11.22 ,B000023760/67448,MACDONALD & COMPANY,04/01/2023,1762.50
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000023760/67720,DOCUMENT LOGIC,04/01/2023,270.96
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,WHINNEY  HILL RENT,B000023760/67784,CHEVAL SOCIAL MANAGEMENT,04/01/2023,1683.24
P & C G,IT,MONITOR,P-CARD - JAN 23,CURRYS,04/01/2023,266.64
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF ,B000023762/19414,PROMAN SUPPLY CHAIN LTD,06/01/2023,303.99
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF - W/C 19.12.22,B000023762/19414,PROMAN SUPPLY CHAIN LTD,06/01/2023,452.69
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,EMISSION TESTING 2022,B000023762/28418,FACULTATIEVE TECHNOLOGIES,06/01/2023,2410.00
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,CREMATOR SERVICE AGREEMENT,B000023762/28418,FACULTATIEVE TECHNOLOGIES,06/01/2023,9535.96
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,BUILDING CLEANING - RHYDDINGS,B000023762/50873,SERVICEMASTER,06/01/2023,451.77
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,BUILDING CLEANING - WILSONS,B000023762/50873,SERVICEMASTER,06/01/2023,501.98
HYNDBURN CEMETERIES,PRIVATE CONTRACTORS WORK,CLEANING - ACC CEMETERY,B000023762/50873,SERVICEMASTER,06/01/2023,669.32
WILLOWS LANE DEPOT,CLEANING OF BUILDINGS,BUILDING CLEANING W/L,B000023762/50873,SERVICEMASTER,06/01/2023,870.12
HYNDBURN CEMETERIES,OWNERS CONTRIBUTION,MEMORIAL BENCHES,B000023762/54326,ARK PLASTICS LTD,06/01/2023,645.00
ENFORCEMENT,ADVERTISING GENERAL,ADVERTS OBSERVER (WASTE),B000023762/60625,REACH PUBLISHING SERVICES LTD,06/01/2023,857.15
PARKS & OPEN SPACES,DISPOSAL UNIT RENTAL,SANITARY CARE RHYDDINGS,B000023762/61601,PHS GROUP,06/01/2023,502.40
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000023762/61971,RAPID RECRUIT LTD,06/01/2023,425.94
HYNDBURN CEMETERIES,PROTECTIVE CLOTHING,PPE,B000023762/666,"BUBBLES, BRUSHES & WIPER CO LTD",06/01/2023,362.04
UNDERSPENDS,FEES-ANALYSTS & CONSULTANTS,LISTING ENHANCEMENT,B000023762/68172,HISTORIC ENGLAND,06/01/2023,2225.00
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,INTERIM PAYMENT #3,B000023762/7524,ROSS LEE CONSTRUCTION LTD,06/01/2023,66708.60
PLANNING POLICY B.U.,AGENCY STAFF,TEMPS STAFF W/E 12.12.22,B000023763/58852,OYSTER PARTNERSHIP,06/01/2023,1268.25
DEV CONTROL,DEV CONTROL SYSTEM,CONSULTANCY,B000023763/65823,NEC SOFTWARE SOLUTIONS UK LTD,06/01/2023,2100.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 25.9.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,784.13
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 4.12.22,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,871.25
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 27.11.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,906.10
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 20.11.22,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,975.80
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 4.9.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1045.50
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 11.12.22,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1045.50
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 14.8.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 16.10.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 23.10.22,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 11.9.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 18.9.22,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 2.10.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 9.10.22,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 21.8.22 ,B000023763/66417,CARRINGTON WEST LIMITED,06/01/2023,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 18.12.22,B000023763/67448,MACDONALD & COMPANY,06/01/2023,1165.08
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,JAPANESE KNOTWEED TREATMENT ,B000023764/30834,LANCASHIRE WILDLIFE TRUST,06/01/2023,760.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,JAPANESE KNOTWEED TREATMENT ,B000023764/30834,LANCASHIRE WILDLIFE TRUST,06/01/2023,1650.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF  W/E 01.01.23,B000023764/33923,EDEN BROWN LIMITED,06/01/2023,668.85
LOCAL TAXATION,AGENCY STAFF,TEMP STAFF - W/E 25.12.22,B000023764/33923,EDEN BROWN LIMITED,06/01/2023,974.02
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF - W/E 25.12.22,B000023764/33923,EDEN BROWN LIMITED,06/01/2023,1010.10
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF- W/E 25.12.22,B000023764/46341,MORGAN HUNT UK LTD,06/01/2023,756.00
HLC LEISURE INV PROG,FEES-ANALYSTS & CONSULTANTS,LEISURE TRANSFORMATION HLC STAGE 3 - ALLIANCE VAL 2,B000023764/48468,ALLIANCE LEISURE SERVICES LTD,06/01/2023,50570.45
WPF LEISURE INV PROG,FEES-ANALYSTS & CONSULTANTS,LEISURE TRANSFORMATION WPF STAGE 3 - ALLIANCE VAL 2,B000023764/48468,ALLIANCE LEISURE SERVICES LTD,06/01/2023,77508.18
ENVIRONMENTAL PROTECTION,AGENCY STAFF,TEMP STAFF 12-12.22- - 18.12.22,B000023764/58023,BUCKINGHAM FUTURES LTD,06/01/2023,1776.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF 12/12/22 - 18/12/22B,B000023764/58852,OYSTER PARTNERSHIP,06/01/2023,1443.00
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 12.12.22 & W/C 19.12.22,B000023764/61657,G2 RECRUITMENT SOLUTIONS,06/01/2023,3456.00
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,PUBLIC NOTICE ,B000023764/65606,NEWSQUEST MEDIA GROUP,06/01/2023,253.60
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,PUBLIC NOTICE ,B000023764/65606,NEWSQUEST MEDIA GROUP,06/01/2023,399.16
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF- W/E 27.11.22,B000023764/67448,MACDONALD & COMPANY,06/01/2023,1465.75
PARKS & OPEN SPACES,ASSET MAINT R&M,MILNSHAW  - FIRE RISK ASSESSMENT,B000023764/68104,FIRESEC COMPLIANCE LTD,06/01/2023,264.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023766/50640,PRISM MEDICAL UK,09/01/2023,1141.15
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE - WATER RISK ASSESSMENT PROCESSES,B000023766/57133,MITIE (UK) LIMITED,09/01/2023,900.00
PLANNING POLICY B.U.,AGENCY STAFF,TEMP STAFF- W/C 19.12.22,B000023766/58852,OYSTER PARTNERSHIP,09/01/2023,356.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/C 26.12.22,B000023766/58852,OYSTER PARTNERSHIP,09/01/2023,463.20
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF - W/C 12.12.22,B000023766/58852,OYSTER PARTNERSHIP,09/01/2023,463.20
PLANNING POLICY B.U.,AGENCY STAFF,TEMP STAFF - W/C 19.12.22,B000023766/58852,OYSTER PARTNERSHIP,09/01/2023,1646.50
COVID BACKFILL,AGENCY STAFF,TEMP STAFF - W/C 31.10.22,B000023766/58852,OYSTER PARTNERSHIP,09/01/2023,2650.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED AFCILITIES GRANT,B000023766/59301,CONSULTANTS & SPEC SURVEYORS LTD,09/01/2023,395.00
TOWNSCAPE HERITAGE INITIATIVE,CONTRACTOR OTHER,PROFESSIONAL SERVICES,B000023766/66097,HILL DICKINSON LLP,09/01/2023,1160.00
SCAITCLIFFE HOUSE,CLEANING MATERIALS,CLEANING MATERIALS - SCAITCLIFFE,B000023766/7033,OPTION HYGIENE,09/01/2023,408.99
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,BUMPER,B000023767/1164,DENNIS EAGLE LIMITED,09/01/2023,265.10
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,AIR SPRING,B000023767/1164,DENNIS EAGLE LIMITED,09/01/2023,318.34
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,AIR PURIFIER,B000023767/1758,GUNN JCB LTD,09/01/2023,330.53
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,EGR VALVE,B000023767/1758,GUNN JCB LTD,09/01/2023,2505.48
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,SERVICE AND REPAIRS,B000023767/442,BALMERS GARDEN MACHINERY,09/01/2023,724.17
PARKS & OPEN SPACES,MATERIALS-DIRECT,SERVICE,B000023767/442,BALMERS GARDEN MACHINERY,09/01/2023,911.05
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,STEAM CLEAN X 2,B000023767/58642,KEEP EM CLEAN,09/01/2023,262.50
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,STEAM CLEAN X 2,B000023767/58642,KEEP EM CLEAN,09/01/2023,262.50
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,BEARINGS - RIGHT,B000023767/60210,MONKS CONTRACTORS LIMITED,09/01/2023,605.76
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,BEARINGS,B000023767/60210,MONKS CONTRACTORS LIMITED,09/01/2023,785.76
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,HOME IMPROVEMENT SERVICE - JAN-MAR 2023,B000023768/1957,HOMEWISE SOCIETY LTD,09/01/2023,6233.13
COMPUTER SERVICES,AGENCY SERVICES,PROFESSIONAL SERVICES,B000023768/46800,CLOUDCOCO LIMITED,09/01/2023,5437.50
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF - W/C 19.12.22,B000023768/58852,OYSTER PARTNERSHIP,09/01/2023,300.04
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF- W/C 12.12.22,B000023768/58852,OYSTER PARTNERSHIP,09/01/2023,611.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF- W/C 05.12.22,B000023768/58852,OYSTER PARTNERSHIP,09/01/2023,1053.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF- W/C 21.11.22,B000023768/58852,OYSTER PARTNERSHIP,09/01/2023,1066.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF - W/C 28.11.22,B000023768/58852,OYSTER PARTNERSHIP,09/01/2023,1105.00
CORPORATE PROPERTY,ELECTRICITY,ELEC - UNIT 15 PEEL STREET KIOSKS,B000023768/59343,EDF ENERGY,09/01/2023,283.07
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CHARGES - 11/11/22 - 03/01/23,B000023768/61288,XBM LTD,09/01/2023,251.43
ENVIRONMENTAL PROTECTION,AGENCY STAFF,TEMP STAFF - W/E 18.12.22,B000023768/61860,VIVID RESOURCING,09/01/2023,626.54
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF- W/E 25.12.22,B000023768/61860,VIVID RESOURCING,09/01/2023,1797.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF- W/E 18.12.22,B000023768/61860,VIVID RESOURCING,09/01/2023,2367.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023768/64332,R W BUILDING AND DEVELOPMENT,09/01/2023,8000.00
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION SERVICES,B000023768/66036,MARSTON (HOLDINGS) LTD,09/01/2023,372.61
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES FOR CEMETERY,B000023768/67720,DOCUMENT LOGIC,09/01/2023,362.49
IDOX TO NEC EXPLORER MIGRATION,EQUIPMENT,480GB SDD SATA READ INTENSIVE,B000023768/67960,SERVERS DIRECT,09/01/2023,341.65
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,SUPPLY AND FIT GULLEYS IN OAK HILL PARK,B000023769/52330,JOHN WADE GROUNDWORKS LTD,09/01/2023,725.00
PARKS & OPEN SPACES,FOOTPATH REPAIRS,FOOTPATH REPAIRS AT OAKHILL PARK,B000023769/52330,JOHN WADE GROUNDWORKS LTD,09/01/2023,6170.00
CEMETERY WELFARE & DEPOT FAC,MISCELLANEOUS,PROFESSIONAL FEES,B000023769/52714,THE INTELLIGENT DESIGN CENTRE LTD,09/01/2023,1949.85
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL,B000023769/64492,CERTAS ENERGY,09/01/2023,24478.08
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000023770/52714,THE INTELLIGENT DESIGN CENTRE LTD,09/01/2023,580.00
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000023770/53622,SPECTRUM COMPUTER SUPPLIES LTD,09/01/2023,283.36
SCAITCLIFFE HOUSE,EQUIPMNT REPAIR & MAINT,CABLING WORK,B000023770/7968,T I S LTD,09/01/2023,1518.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,MIRROR GLASS,B000023772/1164,DENNIS EAGLE LIMITED,10/01/2023,530.85
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,TYRES,B000023772/29877,ROSSENDALE VULCANISING (SALES LTD),10/01/2023,2697.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,TYRES,B000023772/29877,ROSSENDALE VULCANISING (SALES LTD),10/01/2023,3403.00
LIBRARY ST DEPOT,CLEANING OF BUILDINGS,CLEANING,B000023772/50873,SERVICEMASTER,10/01/2023,669.32
P & C G,CENTRAL ADMIN,TRAINING,P-CARD - JAN 23,LABC.UK.COM,10/01/2023,600
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF,B000023773/58852,OYSTER PARTNERSHIP,11/01/2023,724.36
HMO,AGENCY STAFF,TEMP STAFF,B000023773/58852,OYSTER PARTNERSHIP,11/01/2023,858.00
HMO,AGENCY STAFF,TEMP STAFF,B000023773/58852,OYSTER PARTNERSHIP,11/01/2023,1352.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023773/7874,STANNAH LIFT SERVICES LIMITED,11/01/2023,3474.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,STEAM CLEAN X 2,B000023775/58642,KEEP EM CLEAN,11/01/2023,262.50
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,FILTERS,B000023775/7688,AEBI SCHMIDT UK LTD,11/01/2023,328.84
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,FILTERS,B000023775/7688,AEBI SCHMIDT UK LTD,11/01/2023,328.84
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,FILTERS,B000023775/7688,AEBI SCHMIDT UK LTD,11/01/2023,328.84
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,PUMP AND MAGNETS,B000023775/7688,AEBI SCHMIDT UK LTD,11/01/2023,1272.23
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,SENSOR SONIC,B000023775/8014,TERBERG MATEC UK,11/01/2023,380.00
P & C G,CENTRAL ADMIN,SUBSCRIPTION,P-CARD - JAN 23,CIPFA,12/01/2023,362
LEISURE IN HYNDBURN,GRANTS-GENERAL,LEISURE PASS FOR ARMED FORCES,B000023779/29112,HYNDBURN LEISURE,13/01/2023,989.40
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF WE 08.1.23,B000023779/33923,EDEN BROWN LIMITED,13/01/2023,1010.10
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,REMEMBRANCE SUNDAY,B000023779/58429,STACKSTEADS BAND,13/01/2023,300.00
PARKS & OPEN SPACES,MISC EQUIPMENT,GREEN FLAG COSTS,B000023780/11991,KEEP BRITAIN TIDY,13/01/2023,3745.00
PEST CONTROL,GENERAL SUBSCRIPTIONS,PEST CONTROL GENERAL SUBSCRIPTION,B000023780/60701,BRITISH PEST CONTROL ASSOCIATION,13/01/2023,745.00
ACCRINGTON TOWN CENTRE,EQUIPMNT REPAIR & MAINT,NEW FLAG POLE FOR TOWNSQUARE,B000023780/64242,NORTHERN FLAGS LTD,13/01/2023,3160.27
UNDERSPENDS,FEES-ANALYSTS & CONSULTANTS,MONTHLY RETAINER DEC 22,B000023780/65816,BRADSHAW ADVISARY LTD,13/01/2023,5000.00
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAYS W/L,B000023780/9294,STANLEY BROTHERS (TIPPERS) LTD,13/01/2023,540.00
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAYS W/L,B000023780/9294,STANLEY BROTHERS (TIPPERS) LTD,13/01/2023,1080.00
UNDERSPENDS BIDS,PRIVATE CONTRACTORS WORK,FELL TREES,B000023781/22189,ROY CATTERMOLE (TREE SURGEON),13/01/2023,6240.00
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,OREGON CHAIN SHARPNERS,B000023781/442,BALMERS GARDEN MACHINERY,13/01/2023,750.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,FILTERS,B000023782/1164,DENNIS EAGLE LIMITED,13/01/2023,490.90
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,BOOSTER PACK,B000023782/64658,KEITH CLEMENT AUTO ELECTRICAL SERVICE LIMITED,13/01/2023,412.50
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,STRUT AND SENSOR,B000023782/7688,AEBI SCHMIDT UK LTD,13/01/2023,298.49
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,BALL JOINTS,B000023782/7688,AEBI SCHMIDT UK LTD,13/01/2023,523.09
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,35977,G4S,16/01/2023,439.4
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  W/C 02.01.23 W/E 08.01.23,B000023783/19414,PROMAN SUPPLY CHAIN LTD,16/01/2023,271.61
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY W/C 12.12.22 W/E 18.12.22,B000023783/19414,PROMAN SUPPLY CHAIN LTD,16/01/2023,362.59
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY W/C 12.12.22 W/E 18.12.22,B000023783/19414,PROMAN SUPPLY CHAIN LTD,16/01/2023,452.69
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF- W/C 05.12.22 W/E 11.12.22,B000023783/19414,PROMAN SUPPLY CHAIN LTD,16/01/2023,520.56
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY  W/C 05.12.22 W/E 11.12.22,B000023783/19414,PROMAN SUPPLY CHAIN LTD,16/01/2023,587.84
DOG WARDEN,KENNELING - DAYTIME,KENELLING ASPEN VALLEY,B000023783/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,16/01/2023,902.01
DOG WARDEN,KENNELING - DAYTIME,KENELLING ASPEN VALLEY,B000023783/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,16/01/2023,1046.41
DOG WARDEN,KENNELING - DAYTIME,KENELLING ASPEN VALLEY,B000023783/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,16/01/2023,1397.00
WILLOWS LANE DEPOT,WATER CHARGES,WATER BILL - WILLOWS LANE - 25 NOV 22 / 24 DEC 22,B000023783/8325,WATER PLUS LTD,16/01/2023,536.95
LOCAL TAXATION,AGENCY STAFF,TEMP STAFF W/E 8.1.23,B000023784/33923,EDEN BROWN LIMITED,16/01/2023,1007.50
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 4.9.22,B000023784/46341,MORGAN HUNT UK LTD,16/01/2023,756.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 8.1.23,B000023784/46341,MORGAN HUNT UK LTD,16/01/2023,769.50
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 4.9.22,B000023784/46341,MORGAN HUNT UK LTD,16/01/2023,872.10
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 6.11.22,B000023784/46341,MORGAN HUNT UK LTD,16/01/2023,999.00
CORPORATE PROPERTY,ASSET MAINT R&M,WORKS TO RETAINING WALL,B000023784/52330,JOHN WADE GROUNDWORKS LTD,16/01/2023,356.00
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,40 BOXES PAPER,B000023784/55485,CANON (UK) LTD,16/01/2023,820.00
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 2.1.23,B000023784/58852,OYSTER PARTNERSHIP,16/01/2023,463.20
PLANNING POLICY B.U.,AGENCY STAFF,TEMP STAFF W/E 2.1.23 ,B000023784/58852,OYSTER PARTNERSHIP,16/01/2023,1401.75
CORPORATE PROPERTY,AGENCY STAFF,TEMP STAFF W/E 8.1.23,B000023784/61657,G2 RECRUITMENT SOLUTIONS,16/01/2023,1647.00
MEMBERS EXPENSES,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000023784/67122,J P AUSTIN,16/01/2023,4309.40
LEISURE IN HYNDBURN,GRANTS-GENERAL,LEISURE PASS INDUCTIONS - OCT-DEC 22,B000023785/29112,HYNDBURN LEISURE,16/01/2023,330.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,REDUCED SWIMMING - OCT - DEC 22,B000023785/29112,HYNDBURN LEISURE,16/01/2023,488.00
CORPORATE PROPERTY,GAS,HIPPINGS VALE - DEC 22,B000023785/35310,SSE,16/01/2023,835.35
COMMUNITY HUB YOUTH SUPPORT GR,GRANTS,YOUTH HUB PROJECT GRANT,B000023785/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,16/01/2023,8053.00
HOUSING STANDARDS,AGENCY STAFF,TEMP STAFF W/E 8.1.23 ,B000023785/58023,BUCKINGHAM FUTURES LTD,16/01/2023,3107.20
