Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
CORPORATE PROPERTY,ASSET MAINT R&M,CLEANING AND MINOR REPAIRS WAR,B000019331/27030,LIGHTING AND BUILDING SERVICES LTD,12/02/2018,1050
HOUSING BENEFIT ADMINISTRATION,FEES-ANALYSTS & CONSULTANTS,SUBS 18,B000019333/44171,CIPFA BUSINES LIMITED,12/02/2018,1075
GYPSY SITE,ELECTRICITY,GYPSY 01.01.18 - 31.01.18,B000019331/59343,EDF ENERGY,12/02/2018,1095.4
LIBRARY ST DEPOT,ELECTRICITY,CVMU 1.1.18 - 31.1.18,B000019331/59343,EDF ENERGY,12/02/2018,1358.99
ADMINISTRATION SERVICES,EQUIPMNT REPAIR & MAINT,7.3.18 - 6.3.19,B000019333/7231,PITNEY BOWES LTD,12/02/2018,1967.19
AFFORDABLE WARMTH GRANT,CONTRACTOR OTHER,BOILER WORKS,B000019333/35745,AGS HEATING & PLUMBING LTD,12/02/2018,1986
HYNDBURN CEMETERIES,ASSET MAINT R&M,REBUILD WALL DILL HALL CEM,B000019331/45450,MERCERS BUILDERS LTD,12/02/2018,2350
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019333/7874,STANNAH LIFT SERVICES LIMITED,12/02/2018,2490
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000019330/29877,ROSSENDALE VULCANISING (SALES LTD),12/02/2018,3963
HOUSING ADVICE,GRANTS,1ST PAYMENT DCLG SERV DELIVERY,B000019333/35258,HARV DOMESTIC VIOLENCE TEAM,12/02/2018,5000
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE  1.1.18  -  31.1.1,B000019331/59343,EDF ENERGY,12/02/2018,5188.8
CHURCH & ALTHAM CEM WALL,CONTRACTOR OTHER,REBUILD WALL CHURCH & CLAYTON ,B000019331/45450,MERCERS BUILDERS LTD,12/02/2018,14710
REGISTRATION OF ELECTORS,OFFICE CONSUMABLES,SERVICE EQUIPMENT,B000019337/53622,SPECTRUM COMPUTER SUPPLIES LTD,14/02/2018,303.9
LOCAL TAXATION,LEGAL FEES,COSTS,B000019338/27972,ROSSENDALES,14/02/2018,310
COMPUTER SERVICES,DISASTER PLANNING,SERVICE EQUIPMENT,B000019337/29231,SEC-1 LIMITED,14/02/2018,342.35
TECH. REFRESH (ANNUAL REPLACEM,EQUIPMENT,SERVICE I PAD,B000019337/1106,B T BUSINESS DIRECT,14/02/2018,370.58
STREET CLEANSING,AGENCY STAFF,AGENCY WORKERS W/E 04/02/2018,B000019336/19414,HEADS RECRUITMENT LIMITED,14/02/2018,403.67
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 11.2.18,B000019338/60226,SELLICK PARTNERSHIP LTD,14/02/2018,615.9
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,CONSUMABLES,B000019338/53622,SPECTRUM COMPUTER SUPPLIES LTD,14/02/2018,656.77
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 4.2.18,B000019338/55150,VENN GROUP LIMITED,14/02/2018,660.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019337/46026,MICHAEL POOLER ASSOCIATES,14/02/2018,750
ACCRINGTON CREMATORIUM,NEW SEATS,CH01540-SERVICE-Memorial Tree ,B000019339/700,C & R WALNE,14/02/2018,780
HYNDBURN CEMETERIES,MATERIALS-DIRECT,CH01513-SERVICE-Winter Polyant,B000019339/23105,LANCASTER CITY COUNCIL,14/02/2018,900
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 28.1.18,B000019338/55150,VENN GROUP LIMITED,14/02/2018,962
HYNDBURN CEMETERIES,HEADSTONE SAFETY,STONE,B000019337/60345,SPECIALISED YORK STONE SUPPLIES LTD,14/02/2018,1000
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF W/E 04/02/2018 ,B000019336/58023,BUCKINGHAM FUTURES LTD,14/02/2018,1015.55
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF W/E 04/02/2018 ,B000019336/58023,BUCKINGHAM FUTURES LTD,14/02/2018,1165.63
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,RECRUITMENT ADVERT,B000019338/58800,HAYMARKET MEDIA GROUP LTD,14/02/2018,1460
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE - 13.11.17-5.2.18,B000019338/8325,WATER PLUS LTD,14/02/2018,1610.81
STREET CLEANSING,PRIVATE CONTRACTORS WORK,CS01126-SERVICE-GRASS CUTTING ,B000019339/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,14/02/2018,1800
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019337/34573,MR R WILCOCK,14/02/2018,2075
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019337/7874,STANNAH LIFT SERVICES LIMITED,14/02/2018,2694
ACCRINGTON CREMATORIUM,REPAIR & MAINT CREMATOR,CH01500-SERVICE-VARIOUS SITE V,B000019339/8652,THE PHOENIX PARTNERSHIP,14/02/2018,4129.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019337/25868,HYNDBURN PLUMBING & HEATING SERVICES,14/02/2018,4159
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019337/25868,HYNDBURN PLUMBING & HEATING SERVICES,14/02/2018,4530
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 04/02/2018,B000019336/55740,RAPID RECRUITMENT LTD,14/02/2018,4822.97
"AUDIT, BANK & TREASURY FEES",APPROVED AUDIT FEES,16/17 GRANT AUDIT,B000019338/38319,GRANT THORNTON UK LLP,14/02/2018,6165
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SPRING BRAKE,B000019345/1918,HYDRAIR,19/02/2018,279.22
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BRAKE CHAMBER,B000019345/1918,HYDRAIR,19/02/2018,332.1
GYPSY SITE,NET RENTS,PITCH 11  15.01.18 - 12.02.18,B000019344/45458,GLOSSOP CARAVANS LTD,19/02/2018,332.28
LICENSING,MISC EXPENSES OTHER,VEHICLE INFO SERVICE,B000019344/59412,EXPERIAN,19/02/2018,400
ACCRINGTON MARKET,ELECTRICITY,CELLAR 9 03.11.17 - 02.02.18,B000019343/43682,SCOTTISH POWER,19/02/2018,460
LICENSING,OTHER FEES,DBS CHECKS DEC 17 (LIC),B000019343/54847,DISCLOSURE & BARRING SERVICE,19/02/2018,572
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,ROLLER BEARINGS,B000019345/1640,GIBSONS GARDEN MACHINERY LTD,19/02/2018,653.27
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019344/33923,EDEN BROWN LTD,19/02/2018,962
LOCAL TAXATION,OFFICE CONSUMABLES,STATIONARY,B000019343/57679,CRITIQOM,19/02/2018,987.3
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,EDY SEMINAR,B000019343/783,CAPITA BUSINESS SERVICES LTD,19/02/2018,1155
LICENSING,EQUIPMENT-RESALE,ITEMS FOR TAXI LIC,B000019343/21487,VIP-SYSTEM LTD,19/02/2018,4115.33
LEISURE IN HYNDBURN,ADVERTISING GENERAL,CONT RE MARKETING LOSS OF INCO,B000019343/29112,HYNDBURN LEISURE,19/02/2018,7105
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BODY FILTER KITS,B000019348/1164,DENNIS EAGLE LIMITED,21/02/2018,255.66
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BODY FILTER,B000019348/1164,DENNIS EAGLE LIMITED,21/02/2018,255.66
HAWORTH ART GALLERY,OTHER FEES,ARTISTS SALES,B000019347/59118,PATRICK CAMPBELL,21/02/2018,272
UNDERSPENDS,ENGRAVED PAVING STONE,VC PAVING STONE,B000019349/60359,MARSHALLS GROUP PLC,21/02/2018,540
MEMBER SERVICES,NAME PLATES,NAME BOARDS COUNCIL CHAMBERS,B000019347/54933,THE SMALL SIGN COMPANY,21/02/2018,675
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019349/55150,VENN GROUP LIMITED,21/02/2018,914.42
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF ,B000019349/33923,EDEN BROWN LTD,21/02/2018,929.5
VEHICLE MAINT SUPERVISION,WATER CHARGES,WATER BILL,B000019348/8325,WATER PLUS LTD,21/02/2018,1012.16
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 18/02/2018,B000019355/19414,HEADS RECRUITMENT LIMITED,28/02/2018,403.67
LIBRARY ST DEPOT,ASSET MAINT R&M,ANNUAL SERVICE,B000019354/59248,LANCASHIRE GAS SERVICES,28/02/2018,420
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 11.02.2018,B000019355/19414,HEADS RECRUITMENT LIMITED,28/02/2018,478.27
GYPSY SITE,SEWERAGE,CLEAR BLOCKAGES REPAIR PUMP,B000019352/1248,DUNCAN CAMPBELL,28/02/2018,500
WILLOWS LANE DEPOT,ASSET MAINT R&M,REPLACE UNIT ON EMERGENCY LIGH,B000019357/24998,BELLIT SECURITY LIMITED,28/02/2018,521.43
ACC TOWN HALL,ASSET MAINT R&M,REPLACE UNIT,B000019357/24998,BELLIT SECURITY LIMITED,28/02/2018,521.43
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 11.02.2018,B000019355/19414,HEADS RECRUITMENT LIMITED,28/02/2018,613.69
FOOD GROWING PROJECT,EQUIPMENT,SUPPLIES,B000019352/58939,PIGGY PARK COMM GARDENS ASSOC,28/02/2018,614.99
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 18.2.18,B000019352/60226,SELLICK PARTNERSHIP LTD,28/02/2018,632.42
PARKS & OPEN SPACES,AGENCY STAFF,AGECY STAFF W/E 04/02/2018,B000019355/19414,HEADS RECRUITMENT LIMITED,28/02/2018,687.34
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W.E 18.2.18,B000019354/46341,MORGAN HUNT UK LTD,28/02/2018,741.6
REFUSE COLLECTION,HIRED VEHICLE,HIRE OF VO09 MLK 19/01/2018,B000019355/60300,TRASH UK LTD,28/02/2018,800
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 21.2.18,B000019352/33923,EDEN BROWN LTD,28/02/2018,962
ACCRINGTON CREMATORIUM,ASSET MAINT R&M,HF11004-SERVICE-FRA ALTERATION,B000019353/37017,PILKINGTON BROS (CHURCH) LTD,28/02/2018,1096.32
BANK MILL HOUSE,ASSET MAINT R&M,UBBLOCK RAINWATER PIPE,B000019356/45450,MERCERS BUILDERS LTD,28/02/2018,1150
PARKS & OPEN SPACES,ASSET MAINT R&M,RADIATOR NOT WORKING,B000019353/59248,LANCASHIRE GAS SERVICES,28/02/2018,1187
LEISURE IN HYNDBURN,ASSET MAINT R&M,ROOF REPAIRS,B000019356/45450,MERCERS BUILDERS LTD,28/02/2018,1250
RECYCLING COLLECTION,HIRED VEHICLE,HIRE OF VO09 MLK,B000019355/60300,TRASH UK LTD,28/02/2018,1310
PARKS & OPEN SPACES,ASSET MAINT R&M,WORKS AT WILSON,B000019357/59248,LANCASHIRE GAS SERVICES,28/02/2018,1503.5
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019356/7874,STANNAH LIFT SERVICES LIMITED,28/02/2018,2959
OAKHILL PARK REPLACE COPING ST,CONTRACTOR OTHER,REPLACE COPINGS- OAKHILL PARK,B000019357/45450,MERCERS BUILDERS LTD,28/02/2018,11375
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019354/16316,TOPE CONSTRUCTION LTD,28/02/2018,29666.35
CHRISTMAS DECS & AMENITY COSTS,CHRISTMAS DECORATIONS,HF10900-SERVICE-INSTALLATION O,B000019353/27030,LIGHTING AND BUILDING SERVICES LTD,28/02/2018,39546

