Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 22.8.21,B000022502/19414,HEADS RECRUITMENT LIMITED,06/09/2021,1004.64
SANITISATION STATIONS,PROTECTIVE CLOTHING,HI VIS VESTS  X 20 HANDS FACE SPACE,B000022502/2930,MERCER PRINT UK LTD.,06/09/2021,300.00
SANITISATION STATIONS,PROTECTIVE CLOTHING,20 HI VIS PURPLE VESTS / ARTWORK,B000022502/2930,MERCER PRINT UK LTD.,06/09/2021,330.00
SANITISATION STATIONS,NEW EQUIPMENT,10 FEATHER FLAGS,B000022502/2930,MERCER PRINT UK LTD.,06/09/2021,850.00
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF 10.5.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,513.00
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 26.7.21,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,612.64
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 16.8.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,918.96
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 9.8.21,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,918.96
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 2.8.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,918.96
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WC 19.7.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,918.96
COVID BACKFILL,AGENCY STAFF,TEMP STAFF WK 19.7.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1489.32
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF WK 12.7.2,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1575.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF WK 19.7.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1577.94
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF WK 2.8.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1578.36
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF WK 26.7.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1578.36
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF WK 14.6.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1651.86
COVID BACKFILL,AGENCY STAFF,TEMP STAFF WK 26.7.21 ,B000022502/58852,OYSTER PARTNERSHIP,06/09/2021,1907.28
WASTE SERVICES,AGENCY STAFF,TEMP STAFF 22.8.21 ,B000022502/60568,CUMMINS MELLOR,06/09/2021,577.50
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ART SESSIONS FOR CHILDREN,B000022502/61031,NEW FREEDOM,06/09/2021,2443.22
REFUSE COLLECTION,CLINICAL WASTE COLLECTION,SHARPS REMOVAL DOMESTIC PROPERTIES ,B000022502/62108,RENTOKIL INITIAL UK LTD,06/09/2021,285.00
TIPPING CHARGES,HIRED VEHICLE,18.8.21 VEHICLE HIRE,B000022502/7871,STANLEY BROS TIPPERS LTD,06/09/2021,450.00
WILLOWS LANE DEPOT,WATER CHARGES,"WASTE WATER, TOWNS YARD WILLOWS LANE 28.4.21 TO 16.8.21  INV 06769062 7831-8767",B000022502/8325,WATER PLUS LTD,06/09/2021,2920.84
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDOW REGULATOR  AND MOTOR,B000022503/1164,DENNIS EAGLE LIMITED,06/09/2021,299.72
TAXI CABIN CVMU,CONTRACTOR OTHER,RELOATION OF CCTV MONITORS,B000022503/24998,FULL CIRCUIT FIRE & SECURITY LTD,06/09/2021,375.00
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,LICENCES FOR 3 X USERS 1.10.21- 30.9.22,B000022503/44243,TRAPEZE GROUP (UK) LTD,06/09/2021,8114.69
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VEHICLE INSPECTION,B000022503/63930,CROFT COMMERCIALS TRANSPORT LIMITED,06/09/2021,1395.88
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SENSOR FAULT,B000022503/8014,TERBERG MATEC UK,06/09/2021,325.26
ENVIRONMENTAL SERVICES,CEMETERIES,WOOD,P-CARD - SEPT 21,WHEWELLS,06/09/2021,360
SCAITCLIFFE HOUSE RECEPTION,CONTRACTOR OTHER,SCAITCLIFFE VAL 2,B000022509/37017,PILKINGTON BROS (CHURCH) LTD,08/09/2021,11144.91
ALLOTMENTS,WATER CHARGES,WATER LEY FARM 24.04.21 - 17.8.21,B000022509/8325,WATER PLUS LTD,08/09/2021,445.31
GYPSY SITE,SEWERAGE,PUMP FAILURE,B000022510/1248,CAMPBELL CONSTRUCTION,08/09/2021,300.00
GYPSY SITE,SEWERAGE,AQUA VAC HIRE,B000022510/1248,CAMPBELL CONSTRUCTION,08/09/2021,640.00
GYPSY SITE,SEWERAGE,HIRE OF AQUA VAN 28.08.21,B000022510/1248,CAMPBELL CONSTRUCTION,08/09/2021,660.00
GYPSY SITE,SEWERAGE,CLEAN OUT DRAIN WHINNEY HILL,B000022510/1248,CAMPBELL CONSTRUCTION,08/09/2021,1200.00
PUBLIC TRANSPORT,MAINTENANCE,REMOVE LARGE BUS SHELTER,B000022510/27030,LIGHTING AND BUILDING SERVICES LTD,08/09/2021,320.00
LCC COVID PREVENTION,IMPLEMENTS & TOOLS,HOLGATE ST CAR PARK REPAIRS,B000022510/28458,MARCHBRIDGE BUILDERS LTD,08/09/2021,615.00
GYPSY SITE,SEWERAGE,REPAIR PUMP,B000022510/35998,ASK REWINDS LTD,08/09/2021,1076.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 29.08.21,B000022510/55150,VENN GROUP LIMITED,08/09/2021,1110.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TREE WORK,B000022512/22189,ROY CATTERMOLE (TREE SURGEON),08/09/2021,300.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT HIRE OF REFUSE COLLECTION,B000022512/46880,SPECIALIST FLEET SERVICES LTD,08/09/2021,41668.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT HIRE OF REFUSE COLLECTION,B000022512/46880,SPECIALIST FLEET SERVICES LTD,08/09/2021,41668.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT HIRE OF REFUSE COLLECTION,B000022512/46880,SPECIALIST FLEET SERVICES LTD,08/09/2021,41668.00
VEHICLE MAINT SUPERVISION,CONTRACT HIRE,4 YEAR CONTRACT HIRE OF REFUSE COLLECTION,B000022512/46880,SPECIALIST FLEET SERVICES LTD,08/09/2021,41668.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REPAIRS TO JCB ENGINE,B000022512/65670,MECHPLANT NORTHWEST LTD,08/09/2021,3885.33
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,Aug-21,B000022512/65816,BRADSHAW ADVISARY LTD,08/09/2021,5000.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,PRACTICAL LAW,B000022513/50652,THOMSON REUTERS PROFESSIONAL UK LTD,08/09/2021,16494.84
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,CHARGES MAY 21-JUL21,B000022513/66155,NOMINET UK,08/09/2021,765.94
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022514/2062,INTACK SELF DRIVE,08/09/2021,380.00
COVID 19 Waste Services,HIRED VEHICLE,VEHICLE HIRE,B000022514/2062,INTACK SELF DRIVE,08/09/2021,380.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,EVENT COSTS TREASURE TRAIL,B000022514/47786,HYNDBURN ARTS LIMITED,08/09/2021,787.50
COVID 19,CLEANING,CLEANING - CVMU,B000022514/50873,SERVICEMASTER,08/09/2021,597.87
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,CLEANING WILLOWS LANE,B000022514/50873,SERVICEMASTER,08/09/2021,896.84
COVID TESTING,AGENCY STAFF,AGENCY STAFF,B000022514/55740,RAPID RECRUITMENT LTD,08/09/2021,609.97
COVID TESTING,AGENCY STAFF,AGENCY STAFF,B000022514/55740,RAPID RECRUITMENT LTD,08/09/2021,673.35
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF ,B000022514/55740,RAPID RECRUITMENT LTD,08/09/2021,931.07
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022514/55740,RAPID RECRUITMENT LTD,08/09/2021,1090.61
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS VERGE CONTRACT,B000022514/57700,MASTER GROUND SERVICES,08/09/2021,6133.50
WASTE SERVICES,AGENCY STAFF,TEMP STAFF,B000022514/60568,CUMMINS MELLOR,08/09/2021,610.50
HYNDBURN CEMETERIES,PROTECTIVE CLOTHING,PPE - SAFETY FOOTWEAR,B000022514/666,"BUBBLES, BRUSHES & WIPER CO LTD",08/09/2021,512.25
HYNDBURN CEMETERIES,WATER CHARGES,WATER RATES - DILL HALL,B000022514/8325,WATER PLUS LTD,08/09/2021,324.75
HYNDBURN CEMETERIES,WATER CHARGES,WATER RATES - GATES ACC,B000022514/8325,WATER PLUS LTD,08/09/2021,462.41
MARKETS - OPERATIONS,MARKETING INITIATIVES,HOPSCOTCH AND TRAIL,B000022516/1344,ELLISON PRINTING,08/09/2021,1965.00
INDOOR MARKET HALL REDEVELOPMT,CONTRACTOR OTHER,REPAIRS & BUNTING REMOVAL,B000022516/64624,MARTIN ROLFE,08/09/2021,940.00
INDOOR MARKET HALL REDEVELOPMT,CONTRACTOR OTHER,WINDOW STICKER REMOVAL,B000022516/64624,MARTIN ROLFE,08/09/2021,1332.00
INDOOR MARKET HALL REDEVELOPMT,CONTRACTOR OTHER,BOARDING ON STALLS/DOOR PLAINED,B000022516/65965,TONY HOWARTH JOINERY,08/09/2021,1185.00
ENVIRONMENTAL SERVICES,MARKETS,CARPET TILES,P-CARD - SEPT 21,DISCOUNT CARPET TILES,09/09/2021,275.48
TAXI CABIN CVMU,ELECTRICITY,POWER SUPPLY TO PORTA CABIN,B000022523/37017,PILKINGTON BROS (CHURCH) LTD,10/09/2021,330.19
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEAM CLEANERS X 5,B000022523/58642,KEEP EM CLEAN,10/09/2021,405.00
LOCAL ELECTIONS,COVID ITEMS,PPE EQUIPMENT ,B000022525/2496,LANCASHIRE COUNTY COUNCIL,13/09/2021,2159.86
HOUSING ADVICE,TEMPORARY ACCOMMODATION,4 X ACCOM  9.7.21 - 31.7.21,B000022525/28199,HILL VIEW (PRIVATE) HOTEL,13/09/2021,2640.00
HOUSING ADVICE,TEMPORARY ACCOMMODATION,ACCOM 28.7.21 - 13.9.21,B000022525/28199,HILL VIEW (PRIVATE) HOTEL,13/09/2021,5405.00
PHOENIX 1D,CONTRACTOR OTHER,CLAIM 3 16.06.21 FUNDING,B000022525/41590,KEEPMOAT HOMES,13/09/2021,320077.20
MAYORALTY,MISC EXPENSES OTHER,3 X PAST MAYOR AND 2 X FREEMAN BADGES,B000022526/11252,VAUGHTONS,13/09/2021,1332.88
MAYORALTY,CIVIC LUNCHEON,MAYORAL CERTIFICATE,B000022526/1344,ELLISON PRINTING,13/09/2021,429.00
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGE SEARCHES,B000022526/2496,LANCASHIRE COUNTY COUNCIL,13/09/2021,519.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF PE 05.09.21,B000022526/46341,MORGAN HUNT UK LTD,13/09/2021,814.80
COVID BACKFILL,AGENCY STAFF,STAFF WC 23.08.21,B000022526/58852,OYSTER PARTNERSHIP,13/09/2021,1855.00
COVID BACKFILL,AGENCY STAFF,STAFF E/C 30.08.21,B000022526/58852,OYSTER PARTNERSHIP,13/09/2021,2120.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 05.09.21,B000022526/60568,CUMMINS MELLOR,13/09/2021,486.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 05.09.21,B000022526/61657,G2 RECRUITMENT SOLUTIONS,13/09/2021,999.00
HOUSING ADVICE,AGENCY STAFF,STAFF PE 03.09.21,B000022526/61860,VIVID RESOURCING,13/09/2021,1011.54
REGISTRATION OF ELECTORS,DOCUMENT MANAGEMENT,WEEKLY PRINT RUN,B000022526/62168,CIVICA ELECTION SERVICES,13/09/2021,1405.80
REGISTRATION OF ELECTORS,CANVASS,CANVASS 2021 2ND RUN,B000022526/62168,CIVICA ELECTION SERVICES,13/09/2021,3854.47
REGISTRATION OF ELECTORS,CANVASS,CANVASS 2021,B000022526/62168,CIVICA ELECTION SERVICES,13/09/2021,11193.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022529/24239,GREAT HARWOOD WINDOWS LTD,13/09/2021,1600.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022529/45450,MERCERS BUILDERS LTD,13/09/2021,6443.75
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022529/50640,PRISM MEDICAL UK,13/09/2021,1426.92
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022529/7874,STANNAH LIFT SERVICES LIMITED,13/09/2021,3456.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022529/7874,STANNAH LIFT SERVICES LIMITED,13/09/2021,6588.00
GENERAL EXPENSES,CABINET ACTION FUND,INSTALL POST SIGN  ,B000022530/44426,HITCHENS ENGRAVERS,13/09/2021,617.00
PSDS HLC,DESIGN WORK,HLC DECARBON ALLIANCE VAL2 ,B000022530/48468,ALLIANCE LEISURE SERVICES LTD,13/09/2021,6304.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF TO W/E 05.09.21 ,B000022530/55150,VENN GROUP LIMITED,13/09/2021,1110.00
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,262.50
LIBRARY ST DEPOT,ELECTRICITY,CVMU - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,560.08
GYPSY SITE,ELECTRICITY,GYPSY SITE - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,1147.39
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,1243.41
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,1371.75
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET HALL - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,2253.92
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,2316.48
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - AUG 21,B000022530/59343,EDF ENERGY,13/09/2021,6739.41
CUSTOMER SERVICES,COMPUTER RENTAL & MAINT,PART PAY FOR LIQUID VOICE UPGRADE,B000022530/66590,LIQUID VOICE SYSTEMS LIMITED,13/09/2021,4388.75
OFF STREET PARKING,SEWERAGE,WATER - 01-04-21  31/03/22 - CAR PARK UNION ROAD,B000022530/8325,WATER PLUS LTD,13/09/2021,505.70
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD - SEPT 21,OFFICE DEPOT,13/09/2021,273.35
COVID TESTING,HIRED VEHICLE,VEHICLE HIRE,B000022532/2062,INTACK SELF DRIVE,14/09/2021,599.60
DOG WARDEN,KENNELING - DAYTIME,KENNEL CONTRACT,B000022532/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,14/09/2021,1033.86
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MEDIA/TRIBUTE FEES,B000022532/55609,OBITUS (VIVEDIA LTD),14/09/2021,1316.00
COVID TESTING,AGENCY STAFF,COVID WASTE COLLECTIONS,B000022532/55740,RAPID RECRUITMENT LTD,14/09/2021,506.52
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022532/55740,RAPID RECRUITMENT LTD,14/09/2021,920.33
TIPPING CHARGES,HIRED VEHICLE,EMPTY BAYS WILLOWS LANE,B000022532/9294,STANLEY BROTHERS (TIPPERS) LTD,14/09/2021,450.00
ADMINISTRATION EXPENSES,PHOTOCOPYING,PHOTOCOPIER READINGS,B000022532/999,SHARP BUSINESS SYSTEMS UK PLC,14/09/2021,255.27
ADMINISTRATION EXPENSES,PHOTOCOPYING,PHOTOCOPIER READINGS,B000022532/999,SHARP BUSINESS SYSTEMS UK PLC,14/09/2021,821.92
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,34546,G4S,15/09/2021,475.45
HUNCOAT HOUSING ZONE,GRANTS,DONATION TO HUNCOAT FORUM,B000022536/66486,HUNCOAT FORUM,15/09/2021,500.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,CONSULTANCY FEE,B000022536/66593,FIFTEEN WINCKLEY SQUARE,15/09/2021,500.00
HOUSING ADVICE,GRANTS,NIGHT SHELTER APRIL1 - MARCH 31 2022,B000022537/19391,MAUNDY RELIEF,15/09/2021,12000.00
HOUSING ADVICE,GRANTS,RAPID REHOUSING PATHWAY NAVIGATOR SERVICE 21/22 (X2 INSTALMENTS),B000022537/19391,MAUNDY RELIEF,15/09/2021,13125.00
LAND CHARGES,SEARCH FEES,LOCAL LAND CHARGE SEARCHES,B000022537/2496,LANCASHIRE COUNTY COUNCIL,15/09/2021,591.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,SPORT ENGLAND NRLF PAYMENT 5,B000022537/29112,HYNDBURN LEISURE,15/09/2021,29922.38
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/C 23.08.21,B000022537/58852,OYSTER PARTNERSHIP,15/09/2021,1242.36
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 30.08.21,B000022537/58852,OYSTER PARTNERSHIP,15/09/2021,1533.00
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,HYNDBURN LANDSCAPE ASSESSMENT STUDY,B000022537/61536,PENNY PRICE,15/09/2021,2277.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF STAFW/C 29.08.21,B000022537/61657,G2 RECRUITMENT SOLUTIONS,15/09/2021,1248.75
DEV CONTROL,DEV CONTROL SYSTEM,DME SUPPORT & MAINTENANCE,B000022537/65823,NEC SOFTWARE SOLUTIONS UK LTD,15/09/2021,10928.09
LEGAL SERVICES,ADVERTISING,JOB ADVERT,B000022537/66592,HB EDITORIAL SERVICES LTD,15/09/2021,695.00
MILSHAW PARK PUMP TRACK,CONTRACTOR OTHER,INSTALL A PUMP TRACK ,B000022538/65838,ARCHITRAIL VELOSOLUTIONS UK LTD,15/09/2021,31688.22
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000022543/29877,ROSSENDALE VULCANISING (SALES LTD),16/09/2021,1412.00
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,WORKSOP MAINTENANCE CONTRACT,B000022543/58111,MRB WORKSHOP SERVICES,16/09/2021,2559.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REPAIR AND RESPRAY 3 X PANELS,B000022543/65358,XILE MOTORS,16/09/2021,550.00
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF 22.08.21,B000022545/63907,BUTLER ROSE,20/09/2021,547.45
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF  05.09.21,B000022545/63907,BUTLER ROSE,20/09/2021,651.35
ACCOUNTANCY,AGENCY STAFF,STAFF T/S 29.08.21,B000022545/63907,BUTLER ROSE,20/09/2021,958.60
ACCOUNTANCY,AGENCY STAFF,STAFF  08.08.21,B000022545/63907,BUTLER ROSE,20/09/2021,1165.50
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,LOWER FOLD PAV DEMOLITION,B000022546/28458,MARCHBRIDGE BUILDERS LTD,20/09/2021,754.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022546/35745,AGS HEATING & PLUMBING LTD,20/09/2021,2196.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022546/35745,AGS HEATING & PLUMBING LTD,20/09/2021,2280.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022546/35745,AGS HEATING & PLUMBING LTD,20/09/2021,2760.00
COVID BACKFILL,AGENCY STAFF,STAFF W/C 06.09.21,B000022546/58852,OYSTER PARTNERSHIP,20/09/2021,2650.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,STOCK FOR RE SALE IN SHOP,B000022546/61798,CHRISTINA MAY LIMITED,20/09/2021,291.20
HOUSING ADVICE,AGENCY STAFF,STAFF PE 12.09.21,B000022546/61860,VIVID RESOURCING,20/09/2021,1729.49
HUMAN RESOURCES,EMPLOYEE ASSISTANCE PROGRAMME,TRAINING,B000022546/62141,VALIDIUM,20/09/2021,510.00
REGISTRATION OF ELECTORS,CANVASS,CANVASS 21  3RD RUN,B000022546/62168,CIVICA ELECTION SERVICES,20/09/2021,3063.94
COMPUTER SERVICES,TELEPHONES,SEPT 2021 - 30.11.2021,B000022546/644,BRITISH TELECOMMUNICATIONS PLC,20/09/2021,465.24
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022546/64557,HARRIS HEATING (NW) LTD,20/09/2021,2585.00
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022546/64557,HARRIS HEATING (NW) LTD,20/09/2021,4645.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022547/25868,HYNDBURN PLUMBING & HEATING SERVICES,20/09/2021,3784.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022547/25868,HYNDBURN PLUMBING & HEATING SERVICES,20/09/2021,4751.50
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022547/30178,B3P SERVICES LTD,20/09/2021,5471.46
LICENSING,OFFICE CONSUMABLES,TONER FOR LICENSING,B000022547/53622,SPECTRUM COMPUTER SUPPLIES LTD,20/09/2021,311.99
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022547/59806,GREENWOOD PLUMBERS,20/09/2021,5724.00
BANK CHARGES,BANK CHARGES,STREAMLINE,34589,WORLDPAY,21/09/2021,2896.26
BANK CHARGES,BANK CHARGES,STREAMLINE,34589,WORLDPAY,21/09/2021,2741.33
VEHICLE MAINT SUPERVISION,VEHICLE LEASING,LEASE RENTAL - 17.7.21 - 17.7.22,B000022552/19083,SOCIETE GENERALE EQUIPMENT FINANCE LTD,21/09/2021,3825.00
COVID 19,HIRED VEHICLE,VEHICLE HIRE 17.8.21 - 14.9.21,B000022556/2062,INTACK SELF DRIVE,21/09/2021,506.52
MILNSHAW PARK BOWLS HOUSE,MISCELLANEOUS,MILNSHAW PARK RETENTION FEE ,B000022556/37017,PILKINGTON BROS (CHURCH) LTD,21/09/2021,3200.34
COVID TESTING,AGENCY STAFF,TEMP STAFF  6.9.21 TO 12.9.21,B000022556/55740,RAPID RECRUITMENT LTD,21/09/2021,517.26
WASTE SERVICES,AGENCY STAFF,WASTE SERVICES 6.9.21 - 12.9.21 ,B000022556/55740,RAPID RECRUITMENT LTD,21/09/2021,931.07
WASTE SERVICES,AGENCY STAFF,AGENCY  WK 2.8.21 - 8.8.21,B000022556/55740,RAPID RECRUITMENT LTD,21/09/2021,1086.26
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 30.8.21 ,B000022556/58852,OYSTER PARTNERSHIP,21/09/2021,612.64
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF WK 6.9.21 21 HRS,B000022556/58852,OYSTER PARTNERSHIP,21/09/2021,918.96
