Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SWINGO  SUCTION TUBE,B000022421/7688,AEBI SCHMIDT UK LTD,09/08/2021,868
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,REAR BUMPER AND PANELS,B000022421/7688,AEBI SCHMIDT UK LTD,09/08/2021,905.78
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,PULLIES AND BELTS,B000022421/7688,AEBI SCHMIDT UK LTD,09/08/2021,1681.68
VEHICLE MAINT SUPERVISION,EQUIPMNT REPAIR & MAINT,SIDE SKID ASSEMBLY,B000022421/7688,AEBI SCHMIDT UK LTD,09/08/2021,2145.2
VEHICLE MAINT SUPERVISION,MATERIALS-DIRECT,WHEEL HUB SET,B000022421/8433,WALTON SUMMIT TRUCK CENTRE LTD,09/08/2021,358.23
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022424/21792,H & M BUILDING & JOINERY LTD,09/08/2021,15000
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022424/34573,MR R WILCOCK,09/08/2021,7640
DFG (AREA IMPROVEMENT),EXTERNAL CHARGES - DFG,DISABLED FACILITIES GRANT,B000022424/39718,GLOVERS PROJECT SERVICES LTD,09/08/2021,950
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,PROFESSIONAL FEES,B000022425/64614,MR PIERS RILEY-SMITH,09/08/2021,500
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,AGENCY STAFF,B000022425/66417,CARRINGTON WEST LIMITED,09/08/2021,454.02
ALLOTMENTS,BASIC PAY,AGENCY STAFF,B000022425/66417,CARRINGTON WEST LIMITED,09/08/2021,1191.97
ALLOTMENTS,WATER CHARGES,HUNCOAT WATER - 30.4.21 TO 29.7.21,B000022425/8325,WATER PLUS LTD,09/08/2021,290.14
CORP & DEM CORE,MARKETING COMMUNICATIONS,WASTE BIN STICKERS,B000022426/1110,DALTON & CO (PRINTERS) LTD,09/08/2021,282
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,WORKS AT WHITEASH GARAGES,B000022426/1248,CAMPBELL CONSTRUCTION,09/08/2021,1150
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING - JULY 21,B000022426/29112,HYNDBURN LEISURE,09/08/2021,964.43
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 4.7.21,B000022426/33923,EDEN BROWN LIMITED,09/08/2021,1010.1
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 1.8.21,B000022426/33923,EDEN BROWN LIMITED,09/08/2021,1010.1
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022426/35745,AGS HEATING & PLUMBING LTD,09/08/2021,2640
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 1.8.21,B000022426/46341,MORGAN HUNT UK LTD,09/08/2021,1004.92
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 25.7.21,B000022426/46341,MORGAN HUNT UK LTD,09/08/2021,1004.92
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING - AUG 21 - RHYDDINGS PARK,B000022426/50873,SERVICEMASTER,09/08/2021,299
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING - AUG 21 - MERECR PARK,B000022426/50873,SERVICEMASTER,09/08/2021,299
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - AUG 21 - RHYDDINGS PARK,B000022426/50873,SERVICEMASTER,09/08/2021,299
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - AUG 21 - MERECR PARK,B000022426/50873,SERVICEMASTER,09/08/2021,299
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 25.7.21,B000022426/55150,VENN GROUP LIMITED,09/08/2021,1110
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF W/E 30.7.21,B000022426/61860,VIVID RESOURCING,09/08/2021,1485.57
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022426/64557,HARRIS HEATING (NW) LTD,09/08/2021,3100
SCAITCLIFFE HOUSE,WATER CHARGES,SCAITCLIFFE - 1.2.21 TO 29.4.21,B000022426/8325,WATER PLUS LTD,09/08/2021,1517.19
COVID 19,CLEANING,CVMU AUGUST 21,B000022427/50873,SERVICEMASTER,09/08/2021,597.87
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,WILLOWS LANE AUGUST 21,B000022427/50873,SERVICEMASTER,09/08/2021,896.84
WASTE SERVICES,AGENCY STAFF,TEMP STAFF WK 28.6.21 - 4.7.21,B000022427/55740,RAPID RECRUITMENT LTD,09/08/2021,724.16
WASTE SERVICES,AGENCY STAFF,TEMP STAFF WE 1.8.21 ,B000022427/60568,CUMMINS MELLOR,09/08/2021,486.75
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF  25.7.21,B000022427/61860,VIVID RESOURCING,09/08/2021,1125
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF 1.8.21 ,B000022427/61860,VIVID RESOURCING,09/08/2021,1192.5
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 27.7.21 ,B000022427/7871,STANLEY BROS TIPPERS LTD,09/08/2021,450
ADMINISTRATION EXPENSES,PHOTOCOPYING,COPIER CHARGES  04/05/21 - 21/07/21,B000022427/999,SHARP BUSINESS SYSTEMS UK PLC,09/08/2021,899.17
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD - AUG 21,DVLA,09/08/2021,302.50
ENVIRONMENTAL SERVICES,CVMU,ROAD TAX,P-CARD - AUG 21,DVLA,09/08/2021,277.5
CEMETERY WELFARE & DEPOT FAC,CONTRACTOR OTHER,NEW FLOORING - ACC CREM,B000022428/37017,PILKINGTON BROS (CHURCH) LTD,10/08/2021,3345.66
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING - AUG 21 - OAKHILL,B000022428/50873,SERVICEMASTER,10/08/2021,598
PARKS & OPEN SPACES,ELECTRICITY,COMMUNITY HUB - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,265.81
LIBRARY ST DEPOT,ELECTRICITY,CVMU - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,509.4
GYPSY SITE,ELECTRICITY,GYPSY SITE - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,1121.69
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,1167.8
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,1257.12
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,2456.36
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,2475.05
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - JULY 21,B000022428/59343,EDF ENERGY,10/08/2021,7018.29
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,MILNSHAW PARK PAV CLEANING AUG 21,B000022429/50873,SERVICEMASTER,10/08/2021,299
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,LOWERFOLD PARK CLEANING AUG 21,B000022429/50873,SERVICEMASTER,10/08/2021,299
COVID 19,PRIVATE CONTRACTORS WORK,PARKET ST PAV  CLEANING AUG 21,B000022429/50873,SERVICEMASTER,10/08/2021,299
COVID 19,PRIVATE CONTRACTORS WORK,PEEL PARK PAV CLEANING AUG 21,B000022429/50873,SERVICEMASTER,10/08/2021,448.5
MAYORALTY,CIVIC LUNCHEON,MAYORAL LUNCH 21.08.21,B000022429/62276,TYSONS'S CATERERS,10/08/2021,2038.1
INDOOR MARKET HALL REDEVELOPMT,CONTRACTOR OTHER,STALL 1 & 2 STRIP OUT STALL,B000022430/64624,MARTIN ROLFE,10/08/2021,1150
PUBLIC TRANSPORT,MAINTENANCE,REMOVE BUS SHELTER,B000022434/27030,LIGHTING AND BUILDING SERVICES LTD,11/08/2021,325
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,COLLECT BOLLARDS,B000022434/28458,MARCHBRIDGE BUILDERS LTD,11/08/2021,360.77
DEV CONTROL,ADVERTISING GENERAL,PRESS NOTICE,B000022434/59724,TMP (UK) LTD,11/08/2021,375.6
REGENERATION,HOUSING,SUBSCRIPTION,P-CARD - AUG 21,CIEH,11/08/2021,232.00
HYNDBURN CEMETERIES,NEW EQUIPMENT,20 TONNES OF SOIL,B000022439/1913,HUPERADE LTD,12/08/2021,555
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 25.7.21 ,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,502.32
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF 18.7.21,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,502.32
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF 11.7.21 ,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,502.32
HYNDBURN CEMETERIES,AGENCY STAFF,TEMP STAFF 1.8.21,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,502.32
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF  WK 11.7.21,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,524.7
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 18.7.21 ,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,895.16
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 1.8.21,B000022439/19414,HEADS RECRUITMENT LIMITED,12/08/2021,1004.64
COVID 19 Waste Services,HIRED VEHICLE,HIRE OF VEHICLE 6.8.21,B000022439/2062,INTACK SELF DRIVE,12/08/2021,380
COVID 19 Waste Services,HIRED VEHICLE,HIRE OF VEHICLE 6.8.21 - 3.9.21,B000022439/2062,INTACK SELF DRIVE,12/08/2021,380
COVID 19,PRIVATE CONTRACTORS WORK,OAKHILL PARK AUGUST 21,B000022439/50873,SERVICEMASTER,12/08/2021,292.5
COVID 19,PRIVATE CONTRACTORS WORK,WILSONS AUGUST 21,B000022439/50873,SERVICEMASTER,12/08/2021,448.4
COVID 19,PRIVATE CONTRACTORS WORK,ACCRINGTON CEMETERY AUGUST 21,B000022439/50873,SERVICEMASTER,12/08/2021,597.87
COVID 19,PRIVATE CONTRACTORS WORK,RHYDDINGS PARK AUGUST 21,B000022439/50873,SERVICEMASTER,12/08/2021,672.61
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MEDIA CHARGE/ ACC CREM TRIBUTES,B000022439/55609,OBITUS (VIVEDIA LTD),12/08/2021,970
COVID TESTING,AGENCY STAFF,TEMP STAFF 26.7.21 TO 1.8.21,B000022439/55740,RAPID RECRUITMENT LTD,12/08/2021,517.26
WASTE SERVICES,AGENCY STAFF,TEMP STAFF 26.7.21 TO 1.8.21 ,B000022439/55740,RAPID RECRUITMENT LTD,12/08/2021,1034.52
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING ,B000022439/57700,MASTER GROUND SERVICES,12/08/2021,6133.5
WASTE SERVICES,AGENCY STAFF,TEMP STAFF  8.8.21,B000022439/60568,CUMMINS MELLOR,12/08/2021,486.75
ACCRINGTON CREMATORIUM,MEDICAL REFEREE FEES,CREAMATION FORMS APRIL/MAY/JUNE 21 ,B000022439/7171,PEEL HOUSE MEDICAL PRACTICE,12/08/2021,3630
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,LOADING RAMP  CVMU,B000022439/7805,SPALDINGS UK LTD,12/08/2021,350
TIPPING CHARGES,HIRED VEHICLE,VVEHICLE HIRE 5.8.21,B000022439/7871,STANLEY BROS TIPPERS LTD,12/08/2021,450
PARKS & OPEN SPACES,WATER CHARGES, WHITE ASH 15.5.21 TO 1.8.21,B000022439/8325,WATER PLUS LTD,12/08/2021,426.3
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL,B000022442/1033,CROWN OIL LTD,13/08/2021,16377.02
REFUSE COLLECTION VEHICLES,AQUISITION OF VEHICLES,2 MID LIFT NARROW TRACK RCV,B000022442/1164,DENNIS EAGLE LIMITED,13/08/2021,189418
PARKS & OPEN SPACES,MATERIALS-DIRECT,ROOT ZONE MIX 70/30 FOR SOIL RENOVATION,B000022442/2707,M C & M A STEWART (HAULAGE) LTD,13/08/2021,624.68
REFUSE COLLECTION,ORANGE BIN BAGS," ""DOMESTIC WASTE""  BAGS",B000022442/33805,IMPERIAL POLYTHENE,13/08/2021,273.78
REFUSE COLLECTION,ORANGE BIN BAGS,ORANGE SACKS,B000022442/33805,IMPERIAL POLYTHENE,13/08/2021,1209.6
WASTE SERVICES,PROTECTIVE CLOTHING,EAR ULTRAFIT 14 EAR PROTECTION,B000022442/49604,BE SMART CLOTHING LTD,13/08/2021,403.88
RECYCLING COLLECTION,NEW CONTAINERS,BROWN 240 LTR WHEELED BINS ,B000022442/59653,MGB PLASTICS,13/08/2021,5250
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,REPAIRS TO CHILDREN'S PLAY AREA ,B000022442/60721,GROUNDWORK & LEISURE SERVICES LTD,13/08/2021,800
PSDS Crematorium,CONTRACTOR OTHER,DESIGN AND PROJECT MGT FOR LIGHTING,B000022442/65923,SALVIS GROUP LIMITED,13/08/2021,1740
PARKS & OPEN SPACES,MATERIALS-DIRECT,SIGNAGE FIXINGS ,B000022442/8397,W & G POLLARD (ACCRINGTON) LTD,13/08/2021,467.8
PARKS & OPEN SPACES,MATERIALS-DIRECT,LAZER CUT METAL DRAIN COVERS ,B000022442/8397,W & G POLLARD (ACCRINGTON) LTD,13/08/2021,539.75
ALLOTMENTS,GENERAL REPAIR & MAINT BLDGS,URGENT DEMOLITION WORK WHITASH,B000022443/1248,CAMPBELL CONSTRUCTION,13/08/2021,660
LEISURE IN HYNDBURN,ASSET MAINT R&M,TOWN HALL WINDOW REPAIR,B000022443/37017,PILKINGTON BROS (CHURCH) LTD,13/08/2021,1142.2
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL  AUTODOORS REPAIRS,B000022443/37111,AUTOMATIC DOOR COMPANY,13/08/2021,2043
CUSTOMER SERVICES,AGENCY STAFF,STAFF W/E 08.08.21,B000022443/46341,MORGAN HUNT UK LTD,13/08/2021,1004.92
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF WE 01.08.21,B000022443/55150,VENN GROUP LIMITED,13/08/2021,1110
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 12.07.21,B000022443/58852,OYSTER PARTNERSHIP,13/08/2021,1575
HOUSING ADVICE,AGENCY STAFF,STAFF PE 08.08.21,B000022443/61860,VIVID RESOURCING,13/08/2021,1215.44
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 18.07.21,B000022443/63907,BUTLER ROSE,13/08/2021,932.4
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 01.08.21,B000022443/63907,BUTLER ROSE,13/08/2021,1690.75
HUMAN RESOURCES,TRAINING EXPENSES,THE FUTURE OF INTERNAL AUDIT TRAINING,B000022443/64197,BUSINESS RISK MANAGEMENT LIMITED,13/08/2021,350
COVID 19,NEW EQUIPMENT,DESK SCREENS,B000022443/64418,SIGNAGE SYSTEMS,13/08/2021,5501.14
HOUSING BENEFIT ADMIN,SECURITY SERVICES,G4S,34471,G4S,16/08/2021,380.36
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022448/21792,H & M BUILDING & JOINERY LTD,17/08/2021,7000
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022448/24239,GREAT HARWOOD WINDOWS LTD,17/08/2021,3454
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKET HALL ROOF REPAIRS,B000022448/59128,GEORGE PEARCE & SONS LTD,17/08/2021,1184
PROPOSED SELEC LICENSING 2017,LEGAL FEES,PROFESSIONAL FEES,B000022448/60525,MR DEAN UNDERWOOD,17/08/2021,3500
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 11.7.21,B000022448/63907,BUTLER ROSE,17/08/2021,743.7
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF WE 04.07.21,B000022448/63907,BUTLER ROSE,17/08/2021,999
GENERAL EXPENSES,BUSINESS RATE POOLING ADMIN,LANCS BUSINESS RATES POOL 20/21,B000022448/7448,RIBBLE VALLEY BOROUGH COUNCIL,17/08/2021,1818.18
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022449/7874,STANNAH LIFT SERVICES LIMITED,17/08/2021,2619
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022449/7874,STANNAH LIFT SERVICES LIMITED,17/08/2021,4832
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000022452/34573,MR R WILCOCK,17/08/2021,7300
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022457/16708,OSWALDTWISTLE GLASS,18/08/2021,1300
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AWGS  APRIL - JUN 2021,B000022457/1957,HOMEWISE SOCIETY LTD,18/08/2021,3190.3
SYRIAN RESETTLEMENT PROGRAMME,FURNISHING HOMES,PROCESSING FEES,B000022457/35570,CALICO ENTERPRISE,18/08/2021,840
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,ANNUAL CRS SCHEME,B000022457/57030,ACS LTD,18/08/2021,500
LAND ASSEMBLY & REMEDIATION,LEGAL FEES,PROFESSIONAL FEES,B000022457/60851,DWF LLP,18/08/2021,1071
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022457/66471,MCCALLOT WINDOWS,18/08/2021,3386.4
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,1 YEAR VMWARE 7 ENTERPRISE SUPPORT,B000022458/42067,XICON LIMITED,18/08/2021,782.4
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,12 MTHS SOFTWARE ASSURANCE FOR INAPORT,B000022458/61589,INAPLEX LTD,18/08/2021,480
CORPORATE R & M (HOLDING A/C),ASSET MAINT R&M,WOODNOOK WALL,B000022459/52330,JOHN WADE GROUNDWORKS LTD,18/08/2021,2273.75
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY - TO  W/E 08.08.21,B000022459/55150,VENN GROUP LIMITED,18/08/2021,1109.4
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - SF 25/07/21,B000022459/60568,CUMMINS MELLOR,18/08/2021,367.13
BANK CHARGES,BANK CHARGES,STREAMLINE,34471,WORLDPAY,19/08/2021,3196.19
BANK CHARGES,BANK CHARGES,STREAMLINE,34471,WORLDPAY,19/08/2021,2649.14
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,HEAT SHIELD,B000022466/1164,DENNIS EAGLE LIMITED,20/08/2021,291.38
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,COMPLETE BUMPER,B000022466/1164,DENNIS EAGLE LIMITED,20/08/2021,387.82
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,WINDOW REGULATOR AND MOTOR,B000022466/1164,DENNIS EAGLE LIMITED,20/08/2021,458.77
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VEHICLE CALIBRATION,B000022466/1164,DENNIS EAGLE LIMITED,20/08/2021,1564.76
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SEAT BELT AND OIL SUMP,B000022466/2521,LANCASHIRE LEYLAND DAF LTD,20/08/2021,400.62
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FUEL TANK,B000022466/2521,LANCASHIRE LEYLAND DAF LTD,20/08/2021,526.9
