Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
HUMAN RESOURCES,FIRST AID COURSES,FIRST AID AT WORK TRAINING,B000022922/37618,ABC NORTH WEST LTD,21/01/2022,965.00
HUMAN RESOURCES,OD AND EQUALITY,MS TEAMS TRAINING,B000022922/6959,NORTH WEST EMPLOYERS,21/01/2022,1100.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 16.01.22,B000022922/61657,G2 RECRUITMENT SOLUTIONS,21/01/2022,1248.75
GREEN INFRASTRUCTURE,WOODNOOK ROTHWELL,TREE STUMP AND PATH UPGRADING,B000022922/52330,JOHN WADE GROUNDWORKS LTD,21/01/2022,1350.00
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF PE 16.01.22,B000022922/61657,G2 RECRUITMENT SOLUTIONS,21/01/2022,1527.30
PAVING IMPROVEMENTS,CONTRACTOR OTHER,MATERIALS,B000022922/29068,HARD SCAPE PRODUCTS LTD,21/01/2022,4767.84
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,PROFESSIONAL FEES,B000022922/48406,PENNY BENNETT,21/01/2022,5419.25
GYPSY SITE,RENT AND HIRE OF PREMISES,RENTS,B000022922/45458,ADA GLOSSOP LTD,21/01/2022,12400.00
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING OAKHILL,B000022927/50873,SERVICEMASTER,24/01/2022,292.50
GREEN INFRASTRUCTURE,GREEN INFRASTRUCTURE,FENCING,B000022924/52330,JOHN WADE GROUNDWORKS LTD,24/01/2022,376.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000022924/57153,CANNS DOWN PRESS LTD,24/01/2022,380.64
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,TRAINING FEES,B000022924/45536,ZEBRA TRAINING SERVICES LTD,24/01/2022,395.00
COVID TESTING,AGENCY STAFF, AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,413.81
COVID 19,PRIVATE CONTRACTORS WORK,CLEANING WILSONS,B000022927/50873,SERVICEMASTER,24/01/2022,448.40
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER VEHICLE 06.01.22 ,B000022927/9294,STANLEY BROTHERS (TIPPERS) LTD,24/01/2022,450.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER VEHICLE 14.01.2022 ,B000022927/9294,STANLEY BROTHERS (TIPPERS) LTD,24/01/2022,450.00
TIPPING CHARGES,HIRED VEHICLE,EMPTY WASTE BAGS WILLOWS LANE,B000022927/9294,STANLEY BROTHERS (TIPPERS) LTD,24/01/2022,450.00
COVID TESTING,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,517.26
COVID 19,PRIVATE CONTRACTORS WORK,BUILDING CLEANNG CEM,B000022927/50873,SERVICEMASTER,24/01/2022,597.87
COVID TESTING,HIRED VEHICLE,VEHICLE HIRE,B000022927/2062,INTACK SELF DRIVE,24/01/2022,599.60
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF,B000022927/58852,OYSTER PARTNERSHIP,24/01/2022,612.64
COVID MARSHALLS,MISC EXPENSES OTHER,RECHARGE FOR ACORN MARSHALLS,B000022927/29112,HYNDBURN LEISURE,24/01/2022,614.79
COVID TESTING,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,626.34
COVID MARSHALLS,AGENCY STAFF,TEMP STAFF,B000022927/58852,OYSTER PARTNERSHIP,24/01/2022,636.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,RHYDDINGS CLEANING,B000022927/50873,SERVICEMASTER,24/01/2022,672.61
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF,B000022927/58852,OYSTER PARTNERSHIP,24/01/2022,708.00
COVID 19 Waste Services,PRIVATE CONTRACTORS WORK,CLEANING WILLOWS LANE DEPOT,B000022927/50873,SERVICEMASTER,24/01/2022,896.84
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF,B000022927/58852,OYSTER PARTNERSHIP,24/01/2022,918.96
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF WE 16.01.22,B000022924/33923,EDEN BROWN LIMITED,24/01/2022,1010.10
COVID TESTING,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,1062.64
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF W/E 09.01.22,B000022924/55150,VENN GROUP LIMITED,24/01/2022,1110.30
HOUSING ADVICE,AGENCY STAFF,STAFF PE 16.01.22,B000022924/61860,VIVID RESOURCING,24/01/2022,1514.21
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,1632.81
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022924/35745,AGS HEATING & PLUMBING LTD,24/01/2022,1698.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,1929.18
CCTV'S,EQUIPMNT REPAIR & MAINT,DEPOT CCTV COSTS,B000022927/28873,BLACKBURN WITH DARWEN B.C.,24/01/2022,2000.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,2245.84
DFG Affordable Warmth Grant,CONTRACTOR OTHER,AFFORDABLE WARMTH GRANT,B000022924/35745,AGS HEATING & PLUMBING LTD,24/01/2022,2640.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF,B000022927/55740,RAPID RECRUITMENT LTD,24/01/2022,3592.85
DEVELOPMENT CONTROL B.U.,SUBSIDISED PROFESSIONAL SUBS,SUBS 2022,B000022930/39694,ROYAL TOWN PLANNING INSTITUTE,25/01/2022,321.00
