Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,PL00877-SERVICE-Tress. Oakhill. AH,B000019439/59538,CHEVIOT TREES LTD,09/04/2018,1242.50
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,WOODLAND MGT - PLANTATION,B000019440/55411,WOODY (HYNDBURN) C I C,09/04/2018,1615.00
GYPSY SITE,RENT AND HIRE OF PREMISES,26.2.18 TO 26.3.18,B000019438/45458,GLOSSOP CARAVANS LTD,09/04/2018,1621.65
LICENSING,EQUIPMENT-RESALE,CE00805-SERVICE-GOODS FOR TAXI LICENSING,B000019439/60103,NEWAUTO LTD,09/04/2018,1876.90
HOMELESSNESS-302 BURNLEY RD AC,RATES,FLAT - HFU - 18/19,B000019438/1937,HYNDBURN BOROUGH COUNCIL,09/04/2018,2077.10
ACCRINGTON MARKET,YARD CLEANING,REFUSE REMOVAL 2.3.18 TO 31.3.18,B000019437/59730,BLACKBURN SKIPS LIMITED,09/04/2018,2925.00
HOMELESSNESS-302 BURNLEY RD AC,RATES,302 BURNLEY RD - 2018/19,B000019438/1937,HYNDBURN BOROUGH COUNCIL,09/04/2018,3264.00
ACCRINGTON MARKET,SEWERAGE,MARKET HALL - 1.4.18-31.3.19,B000019437/8325,WATER PLUS LTD,09/04/2018,3744.20
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,WOODLAND MGT - WEST ACC,B000019440/55411,WOODY (HYNDBURN) C I C,09/04/2018,3856.00
GREEN INFRASTRUCTURE,GENERAL GROUNDS MAINTENANCE,PL00873-SERVICE-Woodland Mgm Contract. AH,B000019439/57603,RICHARD DAVIS,09/04/2018,4700.00
REGISTRATION OF ELECTORS,AGENCY STAFF,STAFF-  QTR 4 2018/17,B000019438/45531,BOROUGH OF PENDLE,09/04/2018,5780.09
TIPPING CHARGES,HIRED VEHICLE,VEHICLE HIRE 23.03.18 358877 1 X DAY HIRE,B000019448/7871,STANLEY BROS TIPPERS LTD,10/04/2018,390.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF WASTE SERVICES  WK 25.03.18 ,B000019448/19414,HEADS RECRUITMENT LIMITED,10/04/2018,511.69
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,Phoenix Fire Ranger FS1511K Sz 1 - Key Lock,B000019447/60452,REBEL FURNITURE SUPPLIES,10/04/2018,559.35
STREET CLEANSING,MECH SWEEPER BRUSHES,POLY/WIRE BRUSHES FOR SCHMIDT,B000019447/54115,PROBRUSH,10/04/2018,674.29
WILLOWS LANE DEPOT,DEPOT COSTS,SERVICE AND MAINTENANCE CONTRACT 9.3.18 TO 8.3.19,B000019448/7187,PENNINE PUMP & TANK CO,10/04/2018,700.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,WORKS ON TREE,B000019447/22189,ROY CATTERMOLE (TREE SURGEON),10/04/2018,750.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF  X 2 OPERATIVES WK 25.03.18,B000019448/19414,HEADS RECRUITMENT LIMITED,10/04/2018,758.25
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK  31.3.18 ,B000019448/58023,BUCKINGHAM FUTURES LTD,10/04/2018,823.45
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF  WK  25.03.18 ,B000019448/58023,BUCKINGHAM FUTURES LTD,10/04/2018,962.00
UNDERSPENDS,FEES-ANALYSTS & CONSULTANTS,SERVICE-AS ABOVE,B000019447/60285,LIBERATA UK LIMITED,10/04/2018,1100.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,service charge/fee apr 18 to jul 18,B000019447/55609,OBITUS (VIVEDIA LTD),10/04/2018,1198.00
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000019448/58023,BUCKINGHAM FUTURES LTD,10/04/2018,1296.18
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,TO PROVIDE A POCKET GIS CUSTOMISATION SYSTEM,B000019447/60302,POSITIONING RESOURCES LTD,10/04/2018,1892.50
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF  26.3.18 3XOPERATIVES,B000019448/55740,RAPID RECRUITMENT LTD,10/04/2018,6346.33
CREMATOR PURCHASE,CONTRACTOR OTHER,CS01272-SERVICE-INSTALL NEW CREMATION EQUIPMENT AT ACCRINGTON,B000019447/28418,FACULTATIEVE TECHNOLOGIES,10/04/2018,119861.40
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,1 A W9 XTM26  - 3 YR LSR,B000019450/29231,SEC-1 LIMITED,11/04/2018,340.89
DEV CONTROL,ADVERTISING GENERAL,PRESS NOTICE,B000019450/59724,TMP (UK) TLD,11/04/2018,354.00
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,50 X ORDER BOOKS,B000019449/59037,NOTTINGHAM LABEL COMPANY LIMITED,11/04/2018,373.00
HOUSING BENEFIT ADMINISTRATION,OFFICE CONSUMABLES,HB LETTER PRINTING,B000019449/57679,CRITIQOM,11/04/2018,2000.00
LOCAL TAXATION,OFFICE CONSUMABLES,BILL PRINTING,B000019449/57679,CRITIQOM,11/04/2018,2091.75
COMPUTER SERVICES,TELEPHONES,UK13114488  1.1.18 - 31.3.18,B000019450/40272,CABLE & WIRELESS,11/04/2018,3317.25
LOCAL TAXATION,OFFICE CONSUMABLES,BILL POSTING,B000019449/57679,CRITIQOM,11/04/2018,3372.22
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019450/45450,MERCERS BUILDERS LTD,11/04/2018,3940.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019449/30178,B3P SERVICES LTD,11/04/2018,8979.44
P & C G,ADMIN,STATIONERY,P-CARD APR 18,OFFICE DEPOT,12/04/2018,429.28
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FIT KIT,B000019457/1758,GUNN JCB LTD,16/04/2018,251.94
UNDERSPENDS,RISK ASSESSMENTS,CIRCUITS TESTED,B000019456/60330,CALBARRIE COMPLIANCE SERVICES,16/04/2018,256.25
PUBLIC TRANSPORT,MAINTENANCE,WORKS,B000019455/53222,AUTOCROSS EUROSHEL,16/04/2018,275.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,EASTER,B000019455/29112,HYNDBURN LEISURE,16/04/2018,284.00
UNDERSPENDS,RISK ASSESSMENTS,CIRCUITS SITE ACC MARKET,B000019456/60330,CALBARRIE COMPLIANCE SERVICES,16/04/2018,312.50
UNDERSPENDS,RISK ASSESSMENTS,RISK ASS OAKHILL PAV,B000019456/57133,INTERSERVE FS (UK) LTD,16/04/2018,350.00
UNDERSPENDS,RISK ASSESSMENTS,RISK ASS SITES 34  35  ACC CREM,B000019456/57133,INTERSERVE FS (UK) LTD,16/04/2018,350.00
UNDERSPENDS,RISK ASSESSMENTS,RISK ASS BULLOUGH PARK,B000019456/57133,INTERSERVE FS (UK) LTD,16/04/2018,350.00
UNDERSPENDS,RISK ASSESSMENTS,RISK ASS    KING G PAV,B000019456/57133,INTERSERVE FS (UK) LTD,16/04/2018,350.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,SOLID TYRE,B000019457/442,BALMERS GARDEN MACHINERY,16/04/2018,385.92
LAND CHARGES,LAND CHARGES,LLCS,B000019456/2496,LANCASHIRE COUNTY COUNCIL,16/04/2018,387.00
DISABLED FACILITIES GENERAL,GENERAL REPAIR & MAINT BLDGS,WORKS ON BLACKBURN ROAD,B000019455/59927,CONNOLLY RECLAIMED STONE LTD,16/04/2018,450.00
LEISURE IN HYNDBURN,GRANTS-GENERAL,CONT REDUCED SWIMMING FEB 18,B000019455/29112,HYNDBURN LEISURE,16/04/2018,468.00
ACCOUNTANCY,AGENCY STAFF,STAFF,B000019455/60226,SELLICK PARTNERSHIP LTD,16/04/2018,570.21
BUILDING CONTROL B.U.,ADVERTISING,PLANNING AD,B000019456/60304,SYON MEDIA LTD,16/04/2018,600.00
UNDERSPENDS,RISK ASSESSMENTS,CIRCUITS CVMU,B000019456/60330,CALBARRIE COMPLIANCE SERVICES,16/04/2018,600.00
CUSTOMER SERVICES,AGENCY STAFF,STAFF,B000019453/46341,MORGAN HUNT UK LTD,16/04/2018,681.06
UNDERSPENDS,RISK ASSESSMENTS,CIRCUITS TOWN H EXT,B000019456/60330,CALBARRIE COMPLIANCE SERVICES,16/04/2018,693.75
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF,B000019456/46341,MORGAN HUNT UK LTD,16/04/2018,741.60
UNDERSPENDS,RISK ASSESSMENTS,KIOSK 5 ACC TH,B000019456/57133,INTERSERVE FS (UK) LTD,16/04/2018,750.00
UNDERSPENDS,RISK ASSESSMENTS,CIRCUITS CANNON ST,B000019456/60330,CALBARRIE COMPLIANCE SERVICES,16/04/2018,800.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019456/55150,VENN GROUP LIMITED,16/04/2018,844.22
ACC TOWN HALL,CLEANING OF BUILDINGS,CLEANING SERVICES,B000019453/29112,HYNDBURN LEISURE,16/04/2018,860.54
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,STAFF,B000019455/46341,MORGAN HUNT UK LTD,16/04/2018,864.62
ENVIRONMENTAL PROTECTION TEAM,RENTAL & MAINT SOFTWARE MISC,CSP FOR GGP WINDOWS 1.4.18 - 31.3.19,B000019454/1639,GGP SYSTEMS LTD,16/04/2018,890.48
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF,B000019456/46341,MORGAN HUNT UK LTD,16/04/2018,914.64
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF,B000019456/46341,MORGAN HUNT UK LTD,16/04/2018,914.64
Corporate Property Bus Unit,AGENCY STAFF,STAFF,B000019454/59823,HAYS,16/04/2018,1012.20
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BUMPER PANELS,B000019457/1164,DENNIS EAGLE LIMITED,16/04/2018,1159.36
GYPSY SITE,RATES,GYSPSY SITE 18/19,B000019454/1937,HYNDBURN BOROUGH COUNCIL,16/04/2018,1213.76
Corporate Property Bus Unit,AGENCY STAFF,STAFF,B000019454/59823,HAYS,16/04/2018,1268.75
HAWORTH ART GALLERY,WEDDING EXPENDITURE,WEDDING SERVICES,B000019453/57628,S.R.S. CATERING LTD,16/04/2018,1666.67
HAWORTH ART GALLERY,WEDDING EXPENDITURE,WEDDING SERVICES,B000019453/57628,S.R.S. CATERING LTD,16/04/2018,1666.67
ACCRINGTON MARKET,ELECTRICITY,MARKET  1.8.17 - 31.8.17,B000019454/59343,EDF ENERGY,16/04/2018,2458.25
ACCRINGTON MARKET,ELECTRICITY,MARKET  1.9.17 - 30.9.17,B000019454/59343,EDF ENERGY,16/04/2018,2467.28
ACCRINGTON MARKET,ELECTRICITY,MARKET 1.2.18 - 28.2.18,B000019454/59343,EDF ENERGY,16/04/2018,2487.20
ACCRINGTON MARKET,ELECTRICITY,MARKET  1.10.17 - 31.10.17,B000019454/59343,EDF ENERGY,16/04/2018,2616.18
ACCRINGTON MARKET,ELECTRICITY,MARKET MAR 18,B000019455/59343,EDF ENERGY,16/04/2018,2707.14
ACCRINGTON MARKET,ELECTRICITY,MARKET  NOVEMBER 17,B000019454/59343,EDF ENERGY,16/04/2018,2811.68
ACCRINGTON MARKET,ELECTRICITY,MARKET  JAN 18,B000019454/59343,EDF ENERGY,16/04/2018,2959.38
ACCRINGTON MARKET,ELECTRICITY,MARKET  DEC 17,B000019454/59343,EDF ENERGY,16/04/2018,3011.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019455/47956,BRYAN LEE BULDING CONTRACTORS,16/04/2018,4097.56
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TECH ANNUAL MAINT,B000019455/783,CAPITA BUSINESS SERVICES LTD,16/04/2018,8616.44
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,DEV FUND,B000019455/783,CAPITA BUSINESS SERVICES LTD,16/04/2018,8693.00
LIBRARY ST DEPOT,RATES,NON DOM,B000019457/1937,HYNDBURN BOROUGH COUNCIL,16/04/2018,14280.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019454/21792,H & M BUILDING & JOINERY LTD,16/04/2018,20090.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,SOFTWARE MAINT,B000019455/783,CAPITA BUSINESS SERVICES LTD,16/04/2018,44138.51
HOUSING BENEFIT ADMIN,SWIPE CARDS,MARCH,30227,ALLPAY.NET LTD,16/04/2018,1084.80
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  MAR,30227,G4S CASH SOLUTIONS,16/04/2018,318.07
LOCAL TAXATION,SUMMONSES,HMCTS,30227,MINISTRY OF JUSTICE,16/04/2018,894.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 08/04/2018,B000019461/19414,HEADS RECRUITMENT LIMITED,18/04/2018,267.50
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,LOLOR INSPECTIONS,B000019462/9544,CALIBRATION & CONSULTANCY SERVICES UK LTD,18/04/2018,273.00
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 08/04/2018,B000019461/19414,HEADS RECRUITMENT LIMITED,18/04/2018,342.55
TIPPING CHARGES,HIRED VEHICLE,HIRE OF TIPPER WAGON,B000019461/9294,STANLEY BROTHERS (TIPPERS) LTD,18/04/2018,390.00
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 08/04/2018,B000019461/19414,HEADS RECRUITMENT LIMITED,18/04/2018,395.21
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 01/04/2018,B000019461/19414,HEADS RECRUITMENT LIMITED,18/04/2018,409.84
WILLOWS LANE DEPOT,R & M SOFTWARE MISC,GGP WINDOWS FROM 01-04-2018 TO 31-03-2019,B000019461/1639,GGP SYSTEMS LTD,18/04/2018,445.24
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,HINGES DOOR,B000019462/8014,TERBERG MATTEC UK LTD,18/04/2018,503.78
WILLOWS LANE DEPOT,DEPOT COSTS,WHEEL WASH REPAIRS,B000019461/1605,GARIC LTD,18/04/2018,545.00
WILLOWS LANE DEPOT,RENTAL & MAINT SOFTWARE MISC,ANNUAL HARDWARE SUPPORT RENEWAL 01/06/2018 TO 31/05/2019,B000019461/8288,TRISCAN SYSTEMS LIMITED,18/04/2018,657.76
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 01/04/2018,B000019461/19414,HEADS RECRUITMENT LIMITED,18/04/2018,741.88
DOG WARDEN,KENNELING - DAYTIME,KENNELING COSTS,B000019461/36271,ASPEN VALLEY BOARDING KENNELS & CATTERY,18/04/2018,766.74
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,BIN LIFT PARTS,B000019462/8014,TERBERG MATTEC UK LTD,18/04/2018,828.58
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF S.THALANGE 11/02/2018,B000019461/58023,BUCKINGHAM FUTURES LTD,18/04/2018,962.00
STREET CLEANSING,HIRED VEHICLE,HIRED SWEEPER 23-10-2017 - 31-10-2017,B000019461/6987,DAWSONRENTALS SWEEPERS,18/04/2018,1120.00
STREET CLEANSING,HIRED VEHICLE,HIRED SWEEPER 01/11/2017 - 30/11/2017,B000019461/6987,DAWSONRENTALS SWEEPERS,18/04/2018,3360.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000019463/30178,B3P SERVICES LTD,18/04/2018,4884.37
STREET CLEANSING,AGENCY STAFF,AGENCY STAFF W/E 08/04/2018,B000019461/55740,RAPID RECRUITMENT LTD,18/04/2018,5463.88
BANK CHARGES,BANK CHARGES,STREAMLINE,30227,NATWEST BANK,19/04/2018,1312.61
BANK CHARGES,BANK CHARGES,STREAMLINE,30227,NATWEST BANK,19/04/2018,899.86
ENVIRONMENTAL PROTECTION TEAM,IMPLEMENTS & TOOLS,LADDERS X 3,B000019470/42424,BROWNS LADDERS LIMITED,23/04/2018,303.53
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF ,B000019468/46341,MORGAN HUNT UK LTD,23/04/2018,381.90
VEHICLE MAINT EMPLOYMENT,ADVERTISING,BLUETOWN ADVERTISING RE 1036,B000019468/59687,BLUETOWNONLINE LTD,23/04/2018,479.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RE SALE IN SHOP,B000019467/58349,FLAME TREEPUBLISHING LTD,23/04/2018,500.64
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 15/4/18,B000019470/60226,SELLICK PARTNERSHIP LTD,23/04/2018,656.53
HYNDBURN CEMETERIES,HEADSTONE SAFETY,STONE,B000019468/60345,SPECIALISED YORK STONE SUPPLIES LTD,23/04/2018,750.00
GYPSY SITE,GENERAL REPAIR & MAINT BLDGS,WHINNEY HILL PITCH 8 AND 12A,B000019470/30178,B3P SERVICES LTD,23/04/2018,827.50
STRATEGIC HOUSING DEPARTMENT,GENERAL SUBSCRIPTIONS,MEMBERSHIP 1.4.18-31.3.19,B000019468/6983,NORTHERN HOUSING CONSORTIUM LTD,23/04/2018,885.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF,B000019468/46341,MORGAN HUNT UK LTD,23/04/2018,1067.08
GENERAL EXPENSES,BUSINESS RATE POOLING ADMIN,LACS BUSINESS RATES POOL 17/18,B000019469/7448,RIBBLE VALLEY BOROUGH COUNCIL,23/04/2018,2000.00
REGISTRATION OF ELECTORS,PRINTING,PI REFRESH 18 CANCELLATIONS,B000019469/44031,PRINT IMAGE NETWORK LTD,23/04/2018,2151.49
MUNICIPAL ELECTIONS,PREPARATION POLL CARDS,HBC18 POLL CARD PRINTING,B000019469/44031,PRINT IMAGE NETWORK LTD,23/04/2018,3470.45
DEVELOPMENT,CONTBN HYNDBURN HOMEWISE,HOME IMPROVEMENT AGENCY APRIL-JUN-18,B000019468/1957,HOMEWISE SOCIETY LTD,23/04/2018,6560.50
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 8.4.18,B000019477/55150,VENN GROUP LIMITED,25/04/2018,261.82
HYNDBURN CEMETERIES,ASSET MAINT R&M,ACCRINGTON CEMETERY - S+F TMV MESS HALL,B000019474/59248,LANCASHIRE GAS SERVICES,25/04/2018,263.75
SCAITCLIFFE HOUSE,ASSET MAINT R&M,HF11087-SERVICE-REPLACE PADDLE HANDLE ON STAFF ENTRANCE DOOR,B000019476/37111,AUTOMATIC DOOR COMPANY,25/04/2018,294.88
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE OFFICE - BOILER REPAIR,B000019474/59248,LANCASHIRE GAS SERVICES,25/04/2018,375.25
