Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
ACCRINGTON TOWN CENTRE,CIVIC SUNDAY EXPENSES,RIDES FOR MARKET JUBILEE ACTIVITIES,B000023382/67810,M & C LEISURE,07/07/2022,800.00
PARKS & OPEN SPACES,FOOTPATH REPAIRS,HAWORTH ART MAINTENANCE WORKS,B000023383/28458,MARCHBRIDGE BUILDERS LTD,08/07/2022,1915.00
OFF STREET PARKING,GENERAL REPAIR & MAINT BLDGS,HYND CAR PARK MAINTENANCE,B000023383/28458,MARCHBRIDGE BUILDERS LTD,08/07/2022,5980.00
PARKS & OPEN SPACES,GAS,KING GEORGE PF 06.05.22 - 07.06.22 GAS,B000023383/35310,SSE,08/07/2022,359.31
PROPOSED SELEC LICENSING 2017,AGENCY STAFF,STAFF WB 27.06.22,B000023383/58852,OYSTER PARTNERSHIP,08/07/2022,1443.00
PARKS & OPEN SPACES,ELECTRICITY,COM HUB JUNE 2022,B000023383/59343,EDF ENERGY,08/07/2022,337.19
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL ELECT JUN 22,B000023383/59343,EDF ENERGY,08/07/2022,2059.54
INSURANCES,EMPLOYER LIABILITY CLAIMS,INSURANCE CLAIM,B000023383/67607,JIVA SOLICTIROS LTD,08/07/2022,1034.40
INSURANCES,EMPLOYER LIABILITY CLAIMS,INSURANCE CLAIM,B000023383/67607,JIVA SOLICTIROS LTD,08/07/2022,3499.60
INSURANCES,EMPLOYER LIABILITY CLAIMS,INSURANCE CLAIM,B000023383/67607,JIVA SOLICTIROS LTD,08/07/2022,6245.20
ACC TOWN HALL,CLEANING OF BUILDINGS,BROADWAY CLEAN UP,B000023384/29112,HYNDBURN LEISURE,08/07/2022,991.19
MARKETS - OPERATIONS,ASSET MAINT R&M,MARKETS  ELECTRICAL WORKS TO PORTERS ROOM,B000023384/57949,STEVEN MERCER ELECTRICAL CONTRACTORS LIMITED,08/07/2022,295.80
HEALTH FOOD & SAFETY,AGENCY STAFF,STAFF W/C 27.06.22,B000023384/58852,OYSTER PARTNERSHIP,08/07/2022,996.84
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 27.06.22,B000023384/58852,OYSTER PARTNERSHIP,08/07/2022,1467.79
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 30.06.22  03.07.22,B000023384/61657,G2 RECRUITMENT SOLUTIONS,08/07/2022,708.15
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 03.07.22,B000023384/61657,G2 RECRUITMENT SOLUTIONS,08/07/2022,1248.75
LOCAL TAXATION,LEGAL FEES,DEBT COLLECTION,B000023384/66036,MARSTON (HOLDINGS) LTD,08/07/2022,293.24
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,ANTIROLL BARLINK/WING,B000023385/1164,DENNIS EAGLE LIMITED,08/07/2022,413.94
PARKS & OPEN SPACES,MATERIALS-DIRECT,YELLOW LINE,B000023385/1192,DICK LEIGH CHAINSAW SPECIALIST,08/07/2022,468.09
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,DIFF OIL,B000023385/1758,GUNN JCB LTD,08/07/2022,303.84
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,STEERING JOINTS,B000023385/1758,GUNN JCB LTD,08/07/2022,392.68
LIBRARY ST DEPOT,CLEANING,CLEANING OF BUILDING CVMU,B000023385/50873,SERVICEMASTER,08/07/2022,637.45
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 3.7.22,B000023385/61466,AUTOTECH RECRUIT,08/07/2022,1080.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,FILTERS,B000023385/7688,AEBI SCHMIDT UK LTD,08/07/2022,342.61
LIBRARY ST DEPOT,WATER CHARGES,WATER BILL,B000023385/8325,WATER PLUS LTD,08/07/2022,373.96
COMPUTER SERVICES,TELEPHONES,PERIOD 1.6.22 - 30.6.22,B000023386/46800,CLOUDCOCO,11/07/2022,2871.76
LOCAL ELECTIONS,PREPARATION POLL CARDS,2ND POLLCARDS MAY ELECTION,B000023386/62168,CIVICA ELECTION SERVICES,11/07/2022,709.19
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023387/21792,H & M BUILDING & JOINERY LTD,11/07/2022,15000.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023387/25868,HYNDBURN PLUMBING & HEATING SERVICES,11/07/2022,5626.00
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,10 M365 E3 LICENCES,B000023387/36434,BYTES SOFTWARE SERVICES LTD,11/07/2022,1817.20
COMPUTER SERVICES,AGENCY SERVICES,UPGRADE TO LALPAC CLASSIC & LALPAC PA,B000023387/59944,IDOX SOFTWARE LTD,11/07/2022,4275.00
REFUSE/CLEANSING ADMIN STAFF,CIVIL CONTINGENCY ACT,PUBLIC SAFETY COURSE,B000023388/40624,BURNLEY BOROUGH COUNCIL,11/07/2022,350.00
ACCRINGTON CREMATORIUM,CLEANING OF BUILDINGS,OFFICE/CREM CLEANING,B000023388/50873,SERVICEMASTER,11/07/2022,637.45
ACCRINGTON CREMATORIUM,VISUAL TRIBUTES,MUSIC/MEDIA CHARGES,B000023388/55609,OBITUS (VIVEDIA LTD),11/07/2022,930.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 03.07.2022,B000023388/55740,RAPID RECRUITMENT LTD,11/07/2022,593.68
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF W/C 27/06/2022 ,B000023388/58852,OYSTER PARTNERSHIP,11/07/2022,1040.00
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,OFFICE FURNITURE,B000023388/59518,OFFICE FURNITURE ONLINE,11/07/2022,376.00
HYNDBURN CEMETERIES,WATER CHARGES,WATER RATES ACC GATES,B000023388/8325,WATER PLUS LTD,11/07/2022,337.82
HYNDBURN CEMETERIES,WATER CHARGES,WATER RATES DILL HALL CEMETERY,B000023388/8325,WATER PLUS LTD,11/07/2022,1329.25
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF -  W/E 12.06.22,B000023389/33923,EDEN BROWN LIMITED,11/07/2022,532.35
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF - W/E 03.07.22,B000023389/33923,EDEN BROWN LIMITED,11/07/2022,1209.00
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF  - 03.07.22,B000023389/46341,MORGAN HUNT UK LTD,11/07/2022,988.38
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF - W/E 03.07.22,B000023389/46341,MORGAN HUNT UK LTD,11/07/2022,999.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023389/50640,PRISM MEDICAL UK,11/07/2022,1866.00
COUNCIL TAX REBATE,AGENCY STAFF,AGENCY STAFF - W/E 03.07.22,B000023389/60568,CUMMINS MELLOR,11/07/2022,1287.60
HOUSING ADVICE,AGENCY STAFF,TEMP STAFF P/E 03.07.22,B000023389/61860,VIVID RESOURCING,11/07/2022,1259.60
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,HOURS COVERED - MARCH,B000023390/50873,SERVICEMASTER,11/07/2022,756.00
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,HOURS COVERED - FEBRUARY,B000023390/50873,SERVICEMASTER,11/07/2022,924.00
MARKETS - OPERATIONS,CLEANING OF BUILDINGS,COVID CLEANING PORTER - JULY 2022,B000023390/50873,SERVICEMASTER,11/07/2022,1359.98
MARKETS - OPERATIONS,MARKETING INITIATIVES,NORTHERN LIFE ADVERTISEMENT,B000023390/65719,LOOP PUBLISHING LIMITED,11/07/2022,300.00
MARKETS - OPERATIONS,WATER CHARGES,MARKETS WATER - 24/05/22 - 23.06.22,B000023390/8325,WATER PLUS LTD,11/07/2022,915.92
ECONOMIC DEVELOPMENT FUND,HOSPITALITY,CATERING,B000023392/57628,S.R.S. CATERING LTD,11/07/2022,1312.50
UNDERSPENDS BIDS,PRIVATE CONTRACTORS WORK,TREES FELLING,B000023394/22189,ROY CATTERMOLE (TREE SURGEON),12/07/2022,3400.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,REPAIRS TO SAFETY SURFACING ,B000023394/60721,GROUNDWORK & LEISURE SERVICES LIMITED,12/07/2022,380.00
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,GRASS MATS ,B000023394/60721,GROUNDWORK & LEISURE SERVICES LIMITED,12/07/2022,390.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,DERV (DIESEL) ,B000023394/64492,CERTAS ENERGY,12/07/2022,33815.54
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,PAINT PLAY AREA ,B000023394/66054,C. HORNE LTD,12/07/2022,650.00
PHOENIX 1D,CONTRACTOR OTHER,PHOENIX 1 D,B000023395/41590,KEEPMOAT HOMES,12/07/2022,80000.00
PSDS HLC,CONTRACTOR OTHER,HLC DECARB VAL 8,B000023395/48468,ALLIANCE LEISURE SERVICES LTD,12/07/2022,164987.17
LEGAL SERVICES,GENERAL CONTRIBUTIONS,COMM SOLUTIONS GRANT,B000023395/56041,COMMUNITY SOLUTIONS NORTH WEST LTD,12/07/2022,8053.00
LIBRARY ST DEPOT,ELECTRICITY,CVMU  JUN 22,B000023395/59343,EDF ENERGY,12/07/2022,766.64
GYPSY SITE,ELECTRICITY,GYPSY SITE JUN 2022,B000023395/59343,EDF ENERGY,12/07/2022,1183.74
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL JUN 22,B000023395/59343,EDF ENERGY,12/07/2022,1704.66
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE JUN 22,B000023395/59343,EDF ENERGY,12/07/2022,2188.73
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET  JUN 22,B000023395/59343,EDF ENERGY,12/07/2022,3435.45
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE  JUN 22,B000023395/59343,EDF ENERGY,12/07/2022,5899.10
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000023396/29877,ROSSENDALE VULCANISING (SALES LTD),12/07/2022,6429.00
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 10.7.22,B000023396/61466,AUTOTECH RECRUIT,12/07/2022,1080.00
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,RUBBER LUG WASHER,B000023396/8433,WALTON SUMMIT TRUCK CENTRE LTD,12/07/2022,274.88
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 3.7.22,B000023397/19414,PROMAN SUPPLY CHAIN LTD,12/07/2022,416.19
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 26.6.22,B000023397/19414,PROMAN SUPPLY CHAIN LTD,12/07/2022,416.19
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF W/E 19.6.22,B000023397/19414,PROMAN SUPPLY CHAIN LTD,12/07/2022,520.23
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 26.6.22,B000023397/19414,PROMAN SUPPLY CHAIN LTD,12/07/2022,1025.86
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 19.6.22,B000023397/19414,PROMAN SUPPLY CHAIN LTD,12/07/2022,1084.98
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF W/E 3.7.22,B000023397/19414,PROMAN SUPPLY CHAIN LTD,12/07/2022,1084.98
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING OAKHILL,B000023397/50873,SERVICEMASTER,12/07/2022,311.86
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING WILSONS,B000023397/50873,SERVICEMASTER,12/07/2022,478.08
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,CLEANING RHYDDINGS PARK,B000023397/50873,SERVICEMASTER,12/07/2022,717.14
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT,B000023397/57700,MASTER GROUND SERVICES,12/07/2022,6133.50
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,MARKET HALL BUSINESS PLAN ,B000023397/65816,BRADSHAW ADVISARY LTD,12/07/2022,5500.00
WILLOWS LANE DEPOT,WATER CHARGES,WATER BILL WILLOWS LANE,B000023397/8325,WATER PLUS LTD,12/07/2022,314.16
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023398/21792,H & M BUILDING & JOINERY LTD,13/07/2022,330.00
"AUDIT, BANK & TREASURY FEES",FEES-ANALYSTS & CONSULTANTS,TREASURY COSTS,B000023398/67826,LINK GROUP,13/07/2022,8100.00
MAINT. OF H'WAYS & CYCLEWAYS,WORK DONE DLO-HIGHWAYS,TIDY UP WORKS TO CYCLEPATH,B000023398/67828,GRACE ARBORICULTURE,13/07/2022,325.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023399/43816,LANCASHIRE DOUBLE GLAZING GROUP,13/07/2022,1600.00
ADMINISTRATION EXPENSES,STATIONERY,STATIONERY,B000023402/67355,OT GROUP LIMITED,13/07/2022,322.51
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,EVENT COST - POST PARADE EVENT,B000023405/47786,HYNDBURN ARTS LIMITED,14/07/2022,7900.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF W/E 10.07.2022,B000023405/55740,RAPID RECRUITMENT LTD,14/07/2022,535.76
HUMAN RESOURCES,FIRST AID COURSES,FIRST AID TRAINING X 9 PLACES,B000023407/37618,ABC NORTH WEST LTD,18/07/2022,778.50
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 20.06.22  27.06.22,B000023407/61860,VIVID RESOURCING,18/07/2022,3300.00
HUMAN RESOURCES,OD AND EQUALITY,IOSH FIRE SAFETY TRAINING,B000023407/67839,SHEQ SERVICES,18/07/2022,300.00
COVID TESTING,NEW EQUIPMENT,BARRIER AT EASTGATE CAR PARK,B000023408/20,A BYRNE FENCING,18/07/2022,1654.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000023408/30178,B3P SERVICES LTD,18/07/2022,9444.00
HAWORTH ART GALLERY,EQUIPMENT-RESALE,GOODS FOR RESALE IN SHOP,B000023408/67820,COLLETTE HALSTEAD GLASS,18/07/2022,369.00
LOCAL ELECTIONS,HIRE OF POLLING STATIONS,HIRE OF UNIT FOR OVERTON ELECTION,B000023408/7247,PORTAKABIN LTD,18/07/2022,3015.00
PARKS & OPEN SPACES,ELECTRICITY,KING GEORGES - 2.5.22-1.6.22,B000023409/35310,SSE,18/07/2022,483.30
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 5.6.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,784.13
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 8.5.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1045.50
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 3.7.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1299.90
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 12.6.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 26.6.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 15.5.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 19.6.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1306.88
DEVELOPMENT CONTROL B.U.,AGENCY STAFF,TEMP STAFF W/E 22.5.22,B000023409/66417,CARRINGTON WEST LIMITED,18/07/2022,1306.88
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 03.07.22,B000023410/33923,EDEN BROWN LIMITED,18/07/2022,266.18
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF W/E 10.7.22,B000023410/33923,EDEN BROWN LIMITED,18/07/2022,1010.10
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF W/E 10.7.22,B000023410/33923,EDEN BROWN LIMITED,18/07/2022,1121.27
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 10.7.22,B000023410/46341,MORGAN HUNT UK LTD,18/07/2022,436.05
CUSTOMER SERVICES,AGENCY STAFF,AGENCY STAFF W/E 10.7.22,B000023410/46341,MORGAN HUNT UK LTD,18/07/2022,810.00
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,AGENCY STAFF W/E 10.7.22,B000023410/60568,CUMMINS MELLOR,18/07/2022,643.80
DEVELOPMENT CONTROL B.U.,PRIVATE CONTRACTORS WORK,AGENCY STAFF - W/E 3.7.22,B000023410/67448,MACDONALD & COMPANY,18/07/2022,1809.50
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ARTWORK FOR JUBILEE SINAGE,B000023413/2904,MC CORMACK  & BROWN,20/07/2022,568.00
WILLOWS LANE DEPOT,PENDLE - OUT OF HOURS,LONE WORKER ANNUAL CONTRACT,B000023413/59807,SECTOR SECURITY SERVICES,20/07/2022,2701.80
WILLOWS LANE DEPOT,DEPOT COSTS,WHEEL WASH CLEANING,B000023413/61581,C J JETZ LTD,20/07/2022,1494.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,ADVERT FOR EVENTS,B000023413/61918,PRO DIGITAL MEDIA & EVENT MANAGEMENT LTD,20/07/2022,495.00
ECONOMIC DEVELOPMENT FUND,FEES-ANALYSTS & CONSULTANTS,MAC PROFESSIONAL SERVICES PART 4,B000023413/65816,BRADSHAW ADVISARY LTD,20/07/2022,2550.00
GYPSY SITE,RENT AND HIRE OF PREMISES,WHINNEY HILL RENTAL CHARGES,B000023415/45458,ADA GLOSSOP LTD,20/07/2022,1640.00
COMPUTER SERVICES,TELEPHONES,PERIOD  01.07.22 - 31.07.22,B000023415/46800,CLOUDCOCO,20/07/2022,2279.03
CAFM SYSTEM,RENTAL & MAINT SOFTWARE MISC,SUPPORT AND MAINTENANCE 3 YEARS,B000023415/59944,IDOX SOFTWARE LTD,20/07/2022,7560.00
GREEN INFRASTRUCTURE,MISC EXPENSES OTHER,PLECK MEADOW FOOTPATH,B000023415/64148,SITE SURVEYING SERVICES LIMITED,20/07/2022,485.00
GYPSY SITE,RENT AND HIRE OF PREMISES,WHINNEY HILL,B000023415/67784,CHEVAL SOCIAL MANAGEMENT,20/07/2022,912.00
ADMINISTRATION SERVICES,POSTAGES,POSTAGE,B000023415/7231,PITNEY BOWES LTD,20/07/2022,12002.66
MOT GENERAL,AGENCY STAFF,TEMP STAFF W/E 17.7.22,B000023421/61466,AUTOTECH RECRUIT,21/07/2022,1080.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,PEEL PARK BOWLS PAV  WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
HYNDBURN CEMETERIES,ASSET MAINT R&M,ACC CREM SERV BUILD  WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL PARK BOWL PAV WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
PARKS & OPEN SPACES,ASSET MAINT R&M,OAKHILL PARK TENNIS PAV WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
PARKS & OPEN SPACES,ASSET MAINT R&M,BULLOUGH PARK PAV  WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
PARKS & OPEN SPACES,ASSET MAINT R&M,RHYDDING PARK COACH HOUSE    WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
PARKS & OPEN SPACES,ASSET MAINT R&M,BRIAN WALMSLEY PAV  WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
MARKETS - OPERATIONS,ASSET MAINT R&M,ACC MARKET HALL  WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,300.00
CORPORATE PROPERTY,ASSET MAINT R&M,AWC WATER DOM SYSTEM,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,375.00
SCAITCLIFFE HOUSE,ASSET MAINT R&M,SCAITCLIFFE  WRA,B000023423/57133,MITIE (UK) LIMITED,22/07/2022,650.00
ADMINISTRATION SERVICES,OFFICE CONSUMABLES,INK CARTRIDGE,B000023423/7231,PITNEY BOWES LTD,22/07/2022,291.95
HOUSING BENEFIT ADMINISTRATION,COMPUTER RENTAL & MAINT,TEMP STAFF - W/E 17.07.22,B000023424/33923,EDEN BROWN LIMITED,22/07/2022,1276.27
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF - W/E 17.07.22,B000023424/46341,MORGAN HUNT UK LTD,22/07/2022,945.00
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF - W/E 17.07.22,B000023424/46341,MORGAN HUNT UK LTD,22/07/2022,1075.59
WILLOWS LANE DEPOT,ASSET MAINT R&M,WILLOWS LANE DEPOT - PPM LAT TESTING,B000023424/53957,LANTEI LIMITED,22/07/2022,347.07
HAWORTH ART GALLERY,WEDDING EXPENDITURE,CATERING,B000023424/57628,S.R.S. CATERING LTD,22/07/2022,7000.00
COUNCIL TAX REBATE,AGENCY STAFF,TEMP STAFF - W/E - 17.07.22,B000023424/60568,CUMMINS MELLOR,22/07/2022,1287.60
