Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
PEST CONTROL,PRINTING,"PEST CONTROL PADS, 2 PART ",B000020335/1110,DALTON & CO (PRINTERS) LTD,43684,595
LIBRARY ST DEPOT,ASSET MAINT R&M,INSTALL NEW HEATERS - CVMU,B000020337/59248,LANCASHIRE GAS SERVICES,43684,671.78
COMPUTER SERVICES,RENTAL & MAINT SOFTWARE MISC,XICON SUPPORT 30/07/19 - 29/07/20,B000020336/42067,XICON LIMITED,43684,725
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,FAIRY TALE TRAIL SATURDAY 16TH MAR 2019,B000020334/29112,HYNDBURN LEISURE,43684,833.33
REFUSE/CLEANSING ADMIN STAFF,CIVIL CONTINGENCY ACT,CONTRIBUTION TO LRF ADMIN POST 2019/20,B000020334/11051,LANCASHIRE POLICE AUTHORITY,43684,856.13
MOT GENERAL,AGENCY STAFF,TEMP STAFF  04/08/19,B000020333/61466,AUTOTECH RECRUIT,43684,975
ACCRINGTON CREMATORIUM,NEW EQUIPMENT,MUSIC/MEDIA SUPPORT CHARGE,B000020334/55609,OBITUS (VIVEDIA LTD),43684,1198
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,2 X WG M400 STANDARD SUPPORT FOR 1 YEAR,B000020336/29231,SEC-1 LIMITED,43684,1232.5
COMPUTER SERVICES,TELEPHONES,RENTAL CHARGES 20.5.19-30.6.19,B000020337/46800,ADEPT4 MANAGED IT LIMITED,43684,2160.12
Replacement Boilers various,CONTRACTOR OTHER,NEW BOILER - H.A.G,B000020337/59248,LANCASHIRE GAS SERVICES,43684,2211
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,WORKSHOP EQUIP TESTING,B000020333/58111,MRB WORKSHOP SERVICES,43684,2559.5
REGISTRATION OF ELECTORS,CANVASS,RETURN POSTAGE - CANVASS,B000020337/51517,ROYAL MAIL GROUP LTD,43684,3375.84
RHYDDINGS PARK COACH HSE&GRDN,MISCELLANEOUS,TO CARRY OUT FOOTPATH AND ASSOCIATED WORKS ,B000020335/54658,WADE GROUP,43684,3792
RECYCLING COLLECTION,WASTE DISPOSAL CHARGES,TONNAGE FOR PLASTIC AND CANS JUNE 2019,B000020334/33025,RISHTON WASTE PAPER LTD,43684,3975.44
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020337/45450,MERCERS BUILDERS LTD,43684,5430
CCTV'S,PRIVATE CONTRACTORS WORK,MONITORING OF HYNDBURN CAMERAS MAY 2019,B000020334/552,BLACKBURN WITH DARWEN BOROUGH COUNCIL,43684,7636.16
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,"TO PROVIDE COMMUNITY ARCHAEOLOGY ACTIVITIES,",B000020335/8335,UNIVERSITY OF SALFORD,43684,11170
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,NEWGROUND STAFF TIME JAN-MAR PAYMENT NO. 2,B000020334/24110,NEWGROUND CIC,43684,15335.17
Asbestos removal various sites,CONTRACTOR OTHER,ASBESTOS REMOVAL - HIGHAMS,B000020337/53768,ACCRINGTON STANLEY COMMUNITY TRUST,43684,18985
MERCER SKATE PARK PROJECT,MISCELLANEOUS,TO CARRY OUT THE WHOLE OF THE WORKS SKATE BOARD PARK,B000020335/61746,LESLIE LIPTON LTD,43684,30756.25
HUMAN RESOURCES,TRAINING EXPENSES,TRAINING,B000020341/61287,ROSPA PLAYSAFETY,43685,435
HUMAN RESOURCES,TRAINING EXPENSES,HR CERTIFICATE,B000020341/39756,RUNSHAW COLLEGE,43685,1265
P & C G,CENTRAL ADMIN,STATIONERY,P-CARD - AUG 19,OFFICE DEPOT,43685,468.62
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT DEPOSIT ,B000020342/61851,HUNTERS ESTATE AGENTS,43689,395
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY JULY 19,B000020342/48843,CLEARWAY ENV SERVICES (UK) LTD,43689,644
MARKETS - STAFFING,MISC EQUIPMENT,EVAC CHAIR FOR MARKET BALCONY,B000020345/60020,S P SERVICES,43689,648
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 26.7.19,B000020342/59823,HAYS,43689,727.94
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF W/E 04.08.19,B000020343/61546,R K GROUP,43689,767.53
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 19.7.19,B000020342/59823,HAYS,43689,814.09
WOODNOOK STRATEGIC ACQUISITION,SECURING PREMISES,SECURITY MAY 2019,B000020342/48843,CLEARWAY ENV SERVICES (UK) LTD,43689,896
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 26.7.19,B000020342/59823,HAYS,43689,1153.31
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 02.08.19,B000020342/59823,HAYS,43689,1161.64
LEISURE IN HYNDBURN,LEISURE TRUST MANAGEMENT FEE,CLAYTON CIVIC HALL JULY 19,B000020343/29112,HYNDBURN LEISURE,43689,1600
SCAITCLIFFE HOUSE,WATER CHARGES,WATER SCAITCLIFFE  30.04.19 - 01.08.19,B000020345/8325,WATER PLUS LTD,43689,2185.71
MARKETS - STAFFING,MISC EQUIPMENT,EVAC CHAIRS FOR HBC SITES,B000020345/60020,S P SERVICES,43689,3162.6
HUMAN RESOURCES,TRAINING EXPENSES,LEARNING POOL E LEARNING TRAINING,B000020343/60910,LEARNING POOL LTD,43689,6500
P & C G,CENTRAL ADMIN,KEYBOARD MONITOR,P-CARD - AUG 19,AMAZON,43689,329.94
LOCAL TAXATION,LEGAL FEES,COSTS,B000020347/27972,ROSSENDALES,43691,351.49
PARKS & OPEN SPACES,ASSET MAINT R&M,NEW FLOORING - OAKHILL,B000020347/37017,PILKINGTON BROS (CHURCH) LTD,43691,398.2
LAND CHARGES,LAND CHARGES,LAND CHARGES - JUNE 19,B000020347/2496,LANCASHIRE COUNTY COUNCIL,43691,435
LIBRARY ST DEPOT,ELECTRICITY,CVMU - JULY 19,B000020348/25200,E.ON UK PLC,43691,553.18
FACILITIES TEAM,AGENCY STAFF,TEMP STAFF W/E 2.8.19,B000020348/59823,HAYS,43691,684.96
MARKETS - OPERATIONS,ASSET MAINT R&M,25.7.19- 24.7.19 - MARKET HALL,B000020347/57133,INTERSERVE FS (UK) LTD,43691,731.14
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 23.8.19,B000020347/33923,EDEN BROWN LTD,43691,1010.1
ACC TOWN HALL,ELECTRICITY,ACC TOWN HALL - JULY 19,B000020348/25200,E.ON UK PLC,43691,1579.91
CORPORATE PROPERTY,ASSET MAINT R&M,REPAIR FLAGGING - MERCER HALL,B000020347/45450,MERCERS BUILDERS LTD,43691,1685
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE - JULY 19,B000020348/25200,E.ON UK PLC,43691,2500.57
MARKETS - OPERATIONS,ELECTRICITY,ACC MARKET - JULY 19,B000020348/25200,E.ON UK PLC,43691,2593.9
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE - JULY 19,B000020348/25200,E.ON UK PLC,43691,3375.61
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL - JULY 19,B000020348/25200,E.ON UK PLC,43691,3863.03
GENERAL EXPENSES,CABINET ACTION FUND,GRANT - ACC PALS,B000020348/61858,YORK AND LANCASTER REGIMENT,43691,5000
HOUSING BENEFIT ADMIN,SWIPE CARDS,JULY,32039,ALLPAY.NET LTD,43691,1768.98
HOUSING BENEFIT ADMIN,SECURITY SERVICE,G4S  JULY,32039,G4S CASH SOLUTIONS,43692,378.35
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020352/59301,CONSULTANTS & SPEC SURVEYORS LTD,43696,295
HOUSING ADVICE,GRANTS,NPSS HOMELESSNESS REDUCTION ACT,B000020351/61861,N P S S LTD,43696,304
DEVELOPMENT,R & M SOFTWARE MISC,FLEETMASTER LICENCE,B000020352/43299,SITEHELPDESK.COM,43696,340
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VARIOUS PARTS,B000020353/8014,TERBERG MATTEC UK LTD,43696,364.99
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,WASTE REMOVAL,B000020351/46845,WASTE & HAULAGE,43696,440
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVAL OF WASTE,B000020351/46845,WASTE & HAULAGE,43696,495
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020352/24239,GREAT HARWOOD WINDOWS LTD,43696,566.67
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,REMOVAL OF WASTE ,B000020351/1248,DUNCAN CAMPBELL,43696,700
ACCOUNTANCY,AGENCY STAFF,TEMP STAFF  WE  11.8.19,B000020352/61546,R K GROUP,43696,712.64
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,VARIOUS PARTS,B000020353/442,BALMERS GARDEN MACHINERY,43696,835.32
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020352/24239,GREAT HARWOOD WINDOWS LTD,43696,865
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,AGENCY STAFF WE 11.08.19,B000020352/33923,EDEN BROWN LTD,43696,948.68
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020353/61466,AUTOTECH RECRUIT,43696,975
GYPSY SITE,ELECTRICITY,GYPSY JUL 19,B000020351/25200,E.ON UK PLC,43696,1141.81
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,CONTRACT EHO,B000020351/61860,VIVID RESCOURCING,43696,1223.88
ENVIRONMENTAL PROTECTION TEAM,WORK IN DEFAULT,WASTE REMOVAL,B000020351/1248,DUNCAN CAMPBELL,43696,1250
MARKETS - OPERATIONS,MARKETING INITIATIVES,SIGNAGE FOR ACC MARKET HALL,B000020352/59122,SIGN IT UP,43696,1360.64
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020352/61433,JCM STEEL FABRICATIONS LTD,43696,1680
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020352/1248,DUNCAN CAMPBELL,43696,1700
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCHES - AUG 19,B000020351/45458,GLOSSOP CARAVANS LTD,43696,1920
GYPSY SITE,RENT AND HIRE OF PREMISES,PITCHES - JUL 19,B000020351/45458,GLOSSOP CARAVANS LTD,43696,1920
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,EF & P ONLINE SUBS,B000020351/22900,LEXIS NEXIS,43696,3301
ENVIRONMENTAL PROTECTION TEAM,GRASS CUTTING CONTRACT,CONTRACT CHO,B000020351/61860,VIVID RESCOURCING,43696,3874.17
SYRIAN RESETTLEMENT PROGRAMME,OTHER DSO    WORK DONE,SYRIAN RESETTLEMENT CASEWORK SUPPORT,B000020351/35570,CALICO ENTERPRISE,43696,8750
BANK CHARGES,BANK CHARGES,STREAMLINE,32059,WORLDPAY,43697,1938.82
BANK CHARGES,BANK CHARGES,STREAMLINE,32059,WORLDPAY,43697,2002.54
GENERAL EXPENSES,CABINET ACTION FUND, RAIL TICKETS,B000020355/28873,BLACKBURN WITH DARWEN B.C.,43698,262.5
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,REPAIR AND SERVICE MAJOR LIFT,B000020357/58111,MRB WORKSHOP SERVICES,43698,264
ADMINISTRATION EXPENSES,PHOTOCOPYING,COPIER COSTS,B000020358/999,SHARP BUSINESS SYSTEMS UK PLC,43698,267.3
DEV CONTROL,FEES-ANALYSTS & CONSULTANTS,BRITANNIA MILL,B000020355/59174,KEPPIE MASSIE,43698,292.5
VEHICLE MAINT SUPERVISION,IMPLEMENTS & TOOLS,REPAIRS TO EXHAUST EXTRACTION SYSTEM,B000020357/58111,MRB WORKSHOP SERVICES,43698,305
PENDLE ST PH1,CONTRACTOR OTHER,SCAFFOLDING,B000020355/61130,KIRK SCAFFOLDING LTD,43698,318.86
ENFORCEMENT,ADVERTISING GENERAL,STORANGE AND REMOVAL ADVERT JULY 12TH / 26TH,B000020358/60625,REACH PUBLISHING SERVICES LTD,43698,333.33
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT ON PROPERTY,B000020355/26944,EAFIELD & MAPLE,43698,350
ALLOTMENTS,WATER CHARGES,WATER LEY FARM,B000020355/8325,WATER PLUS LTD,43698,363.07
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 21.7.19 ,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,379.84
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE 24.7.19 ,B000020358/7871,STANLEY BROS TIPPERS LTD,43698,390
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,KIDS FUN - HOLIDAY CLUB RHYDDINGS PARK 24.7.19 AND 31.7.19,B000020358/47786,HYNDBURN ARTS LIMITED,43698,400
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 21.7.19 ,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,434.46
HYNDBURN CEMETERIES,AGENCY STAFF, AGENCY STAFF WK 4.8.19,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,434.46
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF  WK 28.7.19 ,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,434.46
PARKS & OPEN SPACES,AGENCY STAFF, AGENCY STAFF WK 28.7.19 ,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,462.93
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF WK 28.7.19 ,B000020358/55740,RAPID RECRUITMENT LTD,43698,483.96
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF 11.8.19,B000020358/55740,RAPID RECRUITMENT LTD,43698,483.96
HYNDBURN CEMETERIES,AGENCY STAFF,AGENCY STAFF WK4.8.19 ,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,527.33
HEALTH FOOD & SAFETY,AGENCY STAFF,AGENCY STAFF ,B000020358/58023,BUCKINGHAM FUTURES LTD,43698,691.17
PARKS & OPEN SPACES,AGENCY STAFF,AGENCY STAFF WK 21.7.19 ,B000020358/19414,HEADS RECRUITMENT LIMITED,43698,866.51
HYNDBURN CEMETERIES,MATERIALS-DIRECT,SOIL 40 TONNES FOR ACCRIGTON CEMETERY,B000020358/1913,HUPERADE LTD,43698,940
Corporate Property Bus Unit,AGENCY STAFF,STAFF WE 05.08.19,B000020355/58852,OYSTER PARTNERSHIP,43698,1176.48
HEALTH FOOD & SAFETY,AGENCY STAFF,TEMP STAFF  8.7.19 TO 28.7.19 ,B000020358/58023,BUCKINGHAM FUTURES LTD,43698,1265.33
LOCAL TAXATION,LEGAL FEES,LEGAL FILES,B000020355/61871,MS LISA FENG,43698,1300
VEHICLE MAINT SUPERVISION,WATER CHARGES,WATER  CVMU  APRIL TO AUG 2019,B000020357/8325,WATER PLUS LTD,43698,1312.18
HYNDBURN CEMETERIES,NEW EQUIPMENT,PANELS AND HYDRAULIC RAMS FOR CEMETERY,B000020358/27901,TELESHORE (UK) LTD,43698,1343
HYNDBURN CEMETERIES,MATERIALS-DIRECT,CONSTRUCTION OF VAULT OF ACCRINGTON CEMETERY CASKET COFFIN,B000020358/42573,C.B. PRICE & SON LTD,43698,3250
ENVIRONMENTAL PROTECTION TEAM,NIGHTIME NOISE INITIATIVE,NIGHT TIME NOISE,B000020355/28873,BLACKBURN WITH DARWEN B.C.,43698,4272
VEHICLE MAINT WORK DONE,MATERIALS-DIRECT,TYRES,B000020357/29877,ROSSENDALE VULCANISING (SALES LTD),43698,4670
BUILDING CONTROL B.U.,AGENCY STAFF,BLDG CONTROL SUPPORT JULY,B000020355/55748,URBAN VISION PARTNERSHIP LTD,43698,5311.42
PARKS & OPEN SPACES,GRASS CUTTING CONTRACT,GRASS CUTTING CONTRACT HIGHAMS,B000020358/57700,MASTER GROUND SERVICES,43698,6053.5
CCTV'S,PRIVATE CONTRACTORS WORK,MONITORING OF HYNDBURN CCTV FEBRUARY 19,B000020358/28873,BLACKBURN WITH DARWEN B.C.,43698,6973.9
MERCER SKATE PARK PROJECT,MISCELLANEOUS,ACTIVITY SCHEDUE 2 - CREATION OF NEW CONCRETE WHEELED SPORTS FACILITY AT MERCER PARK,B000020358/61746,LESLIE LIPTON LTD,43698,37952.5
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,WOODLANDS CLEARANCE,B000020362/38733,MARCHBRIDGE BUILDERS LTD,43699,370.23
GENERAL MAINTENANCE,WORK DONE DLO-HIGHWAYS,WOODLANDS BAMFORD GRAFTON AND RISHTON,B000020362/38733,MARCHBRIDGE BUILDERS LTD,43699,468.78
PUBLIC TRANSPORT,MAINTENANCE,JULY BUS STOP CYCLE,B000020362/58050,PAUL WALSH GROUNDWORK & PLANT HIRE,43699,750
PUBLIC TRANSPORT,MAINTENANCE,REGLAZE BUS SHELTERS,B000020362/8372,VICTORIA GLASS JOINERY & PLUMBING LTD,43699,762.8
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/E 21.07.19,B000020362/61657,G2 RECRUITMENT SOLUTIONS,43699,1461
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/C 04.08.19,B000020362/61657,G2 RECRUITMENT SOLUTIONS,43699,1739.7
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF P/E 28.07.19,B000020362/61657,G2 RECRUITMENT SOLUTIONS,43699,1788
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020362/7874,STANNAH LIFT SERVICES LIMITED,43699,3312
BROADWAY LANDSCAPING,CONTRACTOR OTHER,YELLOW ROCK GRANITE PAVING,B000020362/29068,HARD SCAPE PRODUCTS LTD,43699,3471.08
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020362/25868,HYNDBURN PLUMBING & HEATING SERVICES,43699,3770
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020362/25868,HYNDBURN PLUMBING & HEATING SERVICES,43699,3770
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020362/30178,B3P SERVICES LTD,43699,5064
MOT GENERAL,TRAINING EXPENSES,TEMP STAFF,B000020363/61466,AUTOTECH RECRUIT,43700,975
PARKS & OPEN SPACES,PLAYGROUND REPAIRS,6 BAGS OF TOP COAT ,B000020364/34644,BOUNCEBACK SURFACES LTD,43704,373
STREET CLEANSING,MECH SWEEPER BRUSHES,COMPACT SWEEPER BOLTED TO THE OUTSIDE.,B000020364/54115,PROBRUSH,43704,460.96
STREET CLEANSING,MECH SWEEPER BRUSHES, WIRE BRUSHES FOR SCHMIDT,B000020364/54115,PROBRUSH,43704,1459.7
DEVELOPMENT CONTROL B.U.,ADVERTISING GENERAL,PRESS NOTICE 23.08.19,B000020366/59724,TMP (UK) LTD,43705,267.6
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020367/59301,CONSULTANTS & SPEC SURVEYORS LTD,43705,295
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 12.07.19,B000020366/59823,HAYS,43705,662.82
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 16.08.19,B000020366/59823,HAYS,43705,674.54
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 09.08.19,B000020366/59823,HAYS,43705,680.02
TOWNSCAPE HERITAGE INITIATIVE,OTHER FEES,THI PROJECT GI,B000020366/61879,SPACE TO MAKE,43705,858
MOT GENERAL,AGENCY STAFF,TEMP STAFF,B000020368/61466,AUTOTECH RECRUIT,43705,975
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 09.08.19,B000020366/59823,HAYS,43705,1142.5
Plumbing works various sites,CONTRACTOR OTHER,BULLOUGH- WATER RISK ASSESSMENT WORKS,B000020367/59248,LANCASHIRE GAS SERVICES,43705,1181.25
FACILITIES TEAM,AGENCY STAFF,STAFF W/E 16.08.19,B000020366/59823,HAYS,43705,1224.6
Corporate Property Bus Unit,AGENCY STAFF,TEMP STAFF W/C 12/08/19,B000020367/58852,OYSTER PARTNERSHIP,43705,1347.48
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020367/61433,JCM STEEL FABRICATIONS LTD,43705,1350
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,TEMP STAFF W/E 14.7.19,B000020367/61657,G2 RECRUITMENT SOLUTIONS,43705,1698.75
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/E 04.08.19,B000020366/61657,G2 RECRUITMENT SOLUTIONS,43705,1699.35
ENVIRONMENTAL PROTECTION TEAM,AGENCY STAFF,STAFF W/C 11.08.19,B000020366/61657,G2 RECRUITMENT SOLUTIONS,43705,1717.5
DEV CONTROL,FINANCIAL VIABILITY ASSESMENTS,RIBBLESDALE AVENUE VIABILITY STUDY,B000020367/59174,KEPPIE MASSIE,43705,3000
Plumbing works various sites,CONTRACTOR OTHER,MARKET HALL WATER RISK ASSESSMENT WORKS,B000020367/59248,LANCASHIRE GAS SERVICES,43705,3348.3
ACC TOWN HALL IMPROVEMENTS,OTHER FEES,ACC TOWN HALL IMPROVEMENTS,B000020366/44786,CAMPBELL DRIVER PARTNERSHIP,43705,3452.5
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020367/25868,HYNDBURN PLUMBING & HEATING SERVICES,43705,4270
PLANNING POLICY B.U.,PUBLIC PARTICIPATION EXPENSE,CONSULTANCY SERVICES,B000020366/60549,WYG ENVIRONMENTAL PLANNING TRANSPORT LTD,43705,5000
HOUSING ADVICE,GRANTS,NIGHT SHELTER 1.4.19 - 31.3.20,B000020367/19391,MAUNDY RELIEF,43705,9000
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020367/21792,H & M BUILDING & JOINERY LTD,43705,10300
HOUSING ADVICE,GRANTS,KEY SCHEME 2019/20,B000020367/19391,MAUNDY RELIEF,43705,12000
