Service Cost Centre,Account Detail,Description,HBC ref no,Name,Payment date,Net Amount(£)
LEISURE IN HYNDBURN,ELECTRICITY,TOWN HALL 1.12.19 - 31.12.19,B000020651/25200,E.ON UK PLC,14/01/2020,1676.35
ACC TOWN HALL,ELECTRICITY,TOWN HALL 1.12.19 - 31.12.19,B000020651/25200,E.ON UK PLC,14/01/2020,1676.35
LIBRARY ST DEPOT,ELECTRICITY,CVMU DEC 19,B000020651/25200,E.ON UK PLC,14/01/2020,1782.36
MARKETS - OPERATIONS,ELECTRICITY,MARKET DEC 19,B000020651/25200,E.ON UK PLC,14/01/2020,3181.72
LEISURE IN HYNDBURN,ELECTRICITY,MERCER HALL DEC 19,B000020651/25200,E.ON UK PLC,14/01/2020,3478.75
GYPSY SITE,ELECTRICITY,GYPSY SITE 1.12.19 - 31.12.19,B000020651/25200,E.ON UK PLC,14/01/2020,4620.25
SCAITCLIFFE HOUSE,ELECTRICITY,SCAITCLIFFE DEC 19,B000020651/25200,E.ON UK PLC,14/01/2020,5153.61
LEISURE IN HYNDBURN,ELECTRICITY,SPORTS CENTRE  DEC 19,B000020651/25200,E.ON UK PLC,14/01/2020,8164.70
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SALES- JAN 20,B000020645/70,A SANDERS & D WALLACE,13/01/2020,275.84
COMPUTER SERVICES,PRINTER/ COPIER RENTAL & MAINT,2 X COMPATOBLE HPCE505X,B000020644/53622,SPECTRUM COMPUTER SUPPLIES LTD,13/01/2020,283.82
HAWORTH ART GALLERY,SALE OR RETURN SHOP ITEMS,SALES - JAN 20,B000020645/1655,GLASFORM,13/01/2020,323.84
CUSTOMER SERVICES,AGENCY STAFF,TEMP STAFF W/E 5.1.20,B000020645/46341,MORGAN HUNT UK LTD,13/01/2020,393.45
PARKS & OPEN SPACES,ASSET MAINT R&M,MERECR PARK - FENCE REPAIR,B000020643/37017,PILKINGTON BROS (CHURCH) LTD,13/01/2020,398.00
LEGAL SERVICES,PUBLICATIONS & PERIODICALS,CROSS LOCAL GOVT LAW RLS 81,B000020643/50652,THOMSON REUTERS PROFESSIONAL UK LTD,13/01/2020,401.00
HOUSING BENEFIT ADMINISTRATION,AGENCY STAFF,TEMP STAFF W/E 5.1.20,B000020645/33923,EDEN BROWN LTD,13/01/2020,518.70
CORPORATE PROPERTY,ASSET MAINT R&M,STONE GATE POST - ST JAMES CHURCH,B000020643/37017,PILKINGTON BROS (CHURCH) LTD,13/01/2020,533.77
HOUSING ADVICE,RENT DEPOSIT SCHEME,RENT & DEPOSIT ,B000020643/26944,EAFIELD & MAPLE,13/01/2020,750.00
COMMUNITY SAFETY PARTNERSHIP,CRIME & DISORDER INITIATIVES,TOWN LINK RADIO SCHEME,B000020645/11051,LANCASHIRE POLICE AUTHORITY,13/01/2020,2160.00
PENDLE ST PH1,CONTRACTOR OTHER,BOARDING UP - PENDLE ST,B000020643/37017,PILKINGTON BROS (CHURCH) LTD,13/01/2020,2199.08
DEVELOPMENT,EXTERNAL CHARGES - ESG,AFFORDABLE WARMTH FEES,B000020645/1957,HOMEWISE SOCIETY LTD,13/01/2020,2725.20
PENDLE ST PH1,CONTRACTOR OTHER,DISCONNECT OF ELECTRIC ,B000020645/62188,CROWN ENERGY LTD,13/01/2020,3702.50
P & C G,CENTRAL ADMIN,COURT FEES,P-CARD - JAN 20,MONEY CLAIM,13/01/2020,555.39
STREET CLEANSING,PRIVATE CONTRACTORS WORK,"TO PROVIDE LITTER PICKING FOR ELTON ROAD,",B000020642/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,10/01/2020,350.00
STREET CLEANSING,TRAFFIC MANAGEMENT,TO PROVIDE TRAFFIC MGT FOR ELTON ROAD,B000020642/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,10/01/2020,350.00
TIPPING CHARGES,HIRED VEHICLE,HIRE OF VEHICLE FOR WILLOWS LANE SKIP BAYS 16.12.19 REF 388879,B000020641/7871,STANLEY BROS TIPPERS LTD,10/01/2020,390.00
WASTE SERVICES,AGENCY STAFF,AGENCY STAFF  WK  9.12.19 TO 15.12.19 ,B000020641/55740,RAPID RECRUITMENT LTD,10/01/2020,409.22
PARKS & OPEN SPACES,IMPLEMENTS & TOOLS,STRIMMER,B000020642/442,BALMERS GARDEN MACHINERY,10/01/2020,420.00
RECYCLING COLLECTION,PRINTING,AMEND 10 X CALENDARS ,B000020642/1344,ELLISON PRINTING,10/01/2020,425.00
GENERAL FUND B/S,RHYDDINGS PARK HLF REVENUE,GRANT FUNDING FOR RHYDDINGS EVENTS AS PART OF HLF,B000020641/60670,FRIENDS OF RHYDDINGS PARK,10/01/2020,500.00
STREET CLEANSING,PRIVATE CONTRACTORS WORK,TRAFFIC MGT FOR DUNKENHALGH WAY,B000020642/34881,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,10/01/2020,525.00
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 8.12.19 ,B000020641/19414,HEADS RECRUITMENT LIMITED,10/01/2020,576.32
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,SECOND HALF OF GRANT FOR DIKENSIAN EVENT  2019,B000020641/61031,NEW FREEDOM,10/01/2020,648.50
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF WK 22.12.19,B000020641/19414,HEADS RECRUITMENT LIMITED,10/01/2020,747.82
PARKS & OPEN SPACES,AGENCY STAFF,TEMP STAFF 15.12.19 ,B000020641/19414,HEADS RECRUITMENT LIMITED,10/01/2020,832.35
RECYCLING COLLECTION,PRINTING,"PRINTING OF 40,000 CALENDARS",B000020642/1344,ELLISON PRINTING,10/01/2020,1195.00
PENDLE ST PH1,CONTRACTOR OTHER,PROFESSIONAL SERVICES ,B000020640/46026,MICHAEL POOLER ASSOCIATES,10/01/2020,1250.00
BAX REC PLAY AREA,CONTRACTOR OTHER,"BAXENDEN REC UPGRADE, VALUATION 2",B000020641/58933,HORTICON LTD,10/01/2020,1458.54
ARSON REFUSE VEHICLES,IMPLEMENTS & TOOLS,NEW GATE WITH GUARD FOR LOCKS,B000020642/20,A BYRNE FENCING,10/01/2020,1500.00
PARKS & OPEN SPACES,PRIVATE CONTRACTORS WORK,HAWORTH PARK SURFACING ON CAR PARK,B000020641/52330,JOHN WADE GROUNDWORKS LTD,10/01/2020,1550.00
Corporate Property Bus Unit,AGENCY STAFF,STAFF W/C 16.12.19  30.12.19,B000020640/58852,OYSTER PARTNERSHIP,10/01/2020,1867.68
STREET NAMEPLATES GEN,WORK DONE DLO-HIGHWAYS,STREET NAMEPLATES,B000020640/38733,MARCHBRIDGE BUILDERS LTD,10/01/2020,2472.00
ACCRINGTON TOWN CENTRE,EVENT EXPENDITURE,"HANDMADE PARADE AT DIKENSIAN EVENT 14.12.19 HIRE OF REINDEER, WORKSHOP AND LANTERN MAKING",B000020641/62191,HANDMADE PARADE CIC,10/01/2020,3120.00
OAKHILL PARK REFURB,CONTRACTOR OTHER,RESURFACING WORK ,B000020642/54658,WADE GROUP,10/01/2020,3869.00
VEHICLE MAINT SUPERVISION,FUEL STOCK,DIESEL ,B000020641/45743,WATSON PETROLEUM,10/01/2020,14781.84
ENVIRONMENTAL SERVICES,ENVIRONMENTAL HEALTH,SUBSCRIPTION,P-CARD - JAN 20,CIEH,10/01/2020,905.00
MAYORALTY,REMEMBRANCE SUNDAY EXPENSES,PAYMENT REMEMBRANCE SUNDAY,B000020635/62153,BALDERSTONE BRASS BAND,09/01/2020,275.00
DISABLED FACILITIES GENERAL,CONTRACTOR OTHER,DISABLED FACILITIES GRANT,B000020634/61714,AUTHORIZED ACCESS SYSTEMS LTD,09/01/2020,799.39
DFG Affordable Warmth Grant,CONTRACTOR OTHER,BOILER,B000020634/36324,R H DENBIGH,09/01/2020,2300.00
